,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.022734043874510904,0.055570631434999816,-0.027302659433362877,-0.051062355074139164,-0.06004480979878627,,-0.06459129276514389,-0.03988208376650856,-0.044844069089577845,-0.1593376509469718,,0.01748714245488811,0.10520597305983358,-0.04714511660562068,0.03833751994210072,0.08431050380857864,-0.04102048231700215
CNTN4,0.25964261666695787,0.05824254657609586,-0.02137243470839667,0.004654174548564889,0.26334107993511846,0.09074303197408491,0.2739130075150713,0.08732248485526994,0.07121852445166935,0.39759615467959836,0.20298831662662786,0.051755588986087155,-0.05546370730895433,0.11080234228358891,0.10252857470889594,0.09712360501517228,0.12625215895446693
NTF4,,,,0.0382042803112698,,,,,,,,,,,,,
INSL3,,0.07631181100305987,,-0.00011272916546896288,,,,-0.00602614113128675,,,,,-0.020989367914739182,,0.20395155296298914,,
BTLA,,,,-0.038387285979701355,0.05275297536481219,,,,0.014645399412117578,,,,,,0.10136276770094366,,
MFNG,0.10672865203327342,0.071376237550778,-0.004617037280399281,0.011345668192827008,-0.01015379238714934,-0.1049102099705133,-0.1837071318482699,0.03530207020435077,0.006647433084107104,-0.10959628544759552,0.04098932365488081,-0.03570243518525428,0.02147870219420985,-0.028881602251916508,0.06769971438512007,-0.02707798863519766,0.060032927394314615
ICAM1,-0.18912411106923854,-0.03515008314478394,-0.07592031037563499,-0.05031346358163047,-0.16363614954772263,-0.018038974465728545,-0.2662866911942368,-0.08158236754507794,-0.006908066489359448,-0.17523325796603037,-0.08341946953817145,-0.01663623372666393,-0.04493846875705448,0.020407966302237235,-0.0652658261330449,-0.10489875203302516,0.00754721901175658
PROS1,-0.18150940000607524,-0.010582324955500887,0.014766873212130065,0.00514721987930082,-0.11966304855596911,-0.1271125014222195,-0.36071464699075745,-0.07622027833293413,-0.03057040664897335,-0.12070100343890003,-0.006244644142571355,-0.03365034476105623,0.014619402228153711,-0.03777576151246397,0.036985776567828206,-0.014504993821729692,0.08488885840183726
CLCF1,-0.13441443982800083,-0.022146161919810236,0.020270825178304412,-0.061855596265560066,-0.06465029671540763,-0.03945799666841057,-0.034375655644887135,-0.10054722603531481,-0.0097376984321803,-0.11934286363400118,-0.08434623321780878,0.042859115589920255,-0.045578541220233505,-0.05392915886273649,-0.025394075301207308,-0.11281383234743182,
PSAP,0.2798789753010573,-0.04773446168875114,0.020652666334236344,-0.06981274187580765,-0.01884393224798173,0.12389119420679241,0.18678591074468143,0.1913534189912442,0.030282664787946775,-0.21347854184805093,0.3341708830977599,-0.08680578639433768,0.09344461648187781,-0.10723726587958109,0.0692427760394904,0.12511679950427868,-0.13216174075844211
EFEMP1,-0.23526192350780467,-0.09588141687900724,-0.039315978539471476,-0.04166241324551468,-0.28333291368995966,-0.15575950126203839,-0.34671988375928836,0.017083099895433204,-0.07375181074395858,-0.4573189068572335,-0.22616571505243413,0.024158124619554775,-0.007480204672852714,-0.03184062799915942,0.024802816078429987,-0.0712224140113164,-0.06269187925756912
C1QTNF1,-0.3300248889594638,-0.07956469915022106,-0.058317942938676516,0.020254053743367608,0.0003803689550727846,0.042534364781217644,-0.22235442769370486,-0.10133409990982833,0.019738973155371632,0.024442677153555664,-0.1500135944253273,-0.02982845295062324,-0.03541484136036167,-0.13375291759099955,-0.07742080590757101,-0.10447792286109449,0.15022280709474195
ALB,-0.013092314521115419,0.02833875674546033,0.010570210080393685,0.016648376755700026,-0.038385845026441066,-0.03849585649679389,-0.018729917686830473,-0.007585910211953601,-0.020152525294016368,-0.16627232322905564,-0.05266216558109958,-0.03812610335810126,0.06025448487126122,0.06205374759126402,0.00034544943024337495,-0.08335826207481292,-0.08677241710447005
CCL13,,,,,,,,,,,,,-0.023543937625094952,,,,
EFNA3,0.1687185808082065,9.87119617235852e-05,-0.006654310080590873,0.0488476542471313,0.04670571510089616,0.16403057206586083,0.38732416970810907,0.05962930651233444,-0.023325659476560345,0.2867169503358874,0.04975111200034874,0.053964920415584344,-0.038164424727273265,-0.012520199428318172,-0.018982784865768692,0.15986709930049953,0.2881217841592661
DRAXIN,0.19196032959973133,-0.016662245104321724,-0.014801493693543845,-0.06155907811853793,0.03307222741451693,-0.06529066475982051,-0.25543344970767445,-0.12815283846910258,0.02391364031741588,-0.06374672629402883,-0.13647238238871537,0.06756009307301515,-0.058165558934605725,0.09636917891234599,0.07076512004373665,0.10906475014256195,0.2196991964057263
RAET1L,,-0.04468743237472697,,,,,,,0.019952728194576025,,,,-0.025500124966218576,,,,
NPTX2,0.32755532811643767,0.13678524138448422,-0.0636555001608971,0.09190051957239671,0.24936181280775482,0.2635451962524804,0.4735255876601935,0.18365339076312034,0.02350692373617519,-0.20420716320111784,-0.10476247237898581,0.04461874670560947,0.03863603983179212,0.01738398064561573,0.12319559743442972,0.05670213814447706,0.14919870041842
FGF11,-0.24925148554385348,-0.02225026467605758,0.008050006431683092,-0.0747721472493696,-0.10739238856124766,-0.11455730590372679,-0.25948513367325526,-0.022807729793969583,-0.030811106776139803,0.08126913695527908,-0.18404961450157653,0.0240947316326123,-0.016198438860542733,0.0586784886532701,-0.021126110148921132,-0.04557386149550782,-0.019238079086552947
CD59,0.12369025836493272,-0.05188609080004448,-0.032781953560778426,0.022292814053692833,0.17311584683399622,0.1417338152760368,0.2913281528151431,0.06526481234708167,0.0028534649659671795,-0.14765965872415093,0.2368549898019093,0.023128809678856554,0.07700944905514366,-0.07923972139320881,0.11917393262498752,0.11648035286814785,0.057777016678672036
COL9A2,-0.10732778404681205,0.054700625820636194,-0.02445717473665673,0.07382278276505946,-0.03753247848200497,-0.11623349420976471,-0.22015151334038918,0.04019146402888171,-0.030885617100872703,-0.1353094938227958,-0.10311555449357418,-0.0320199802801853,-0.012821553880236595,5.6311804326520816e-05,0.0588487260597014,0.02303308989750138,0.05151746620014905
DLL3,0.3767575669792665,0.10462003959737398,-0.00972833895294216,0.05326684857653003,0.055366745981978514,-0.16265518407586338,-0.07874375685511617,0.16251721702339264,0.021778608821815718,0.25083223742253186,-0.03229686559991693,-0.021687476712861222,0.02580051771071363,-0.0021500728728799747,-0.043405577127948854,0.18747105099086347,-0.002884737352373309
FGF5,,,,,,,0.0027276217982311495,,,0.08703485589173224,,,,,0.07064294839061107,0.010474239821281888,
LIN7C,-0.010184832444167855,-0.03611664825155101,0.04414925037852265,0.009812062873437673,0.06949246611007527,-0.005841248239137661,-0.11473425577581571,-0.015373439021305575,0.0035651420637835894,0.21302990316198034,0.054167386540530896,-0.026341965724189974,0.02174412683997574,-0.05543702585733155,-0.04006304775749423,0.09514916698630342,-0.009209138119074695
GDF7,0.0402197930422753,0.08277775295497339,0.006254717525002286,-0.01689143700104477,,0.023860558525494128,-0.05613208412312891,0.030687276406829143,0.014802514723477593,0.19315511209475789,,-0.03498236492314487,0.00480684529606898,,0.008993303007592138,-0.00968558785660218,
PSPN,-0.003978301476719312,-0.04960724847971568,0.0678284419129593,0.002988138835590484,0.021207316969934678,0.08099128148269108,-0.022119539013070996,-0.009619309794839251,0.029473687841518815,0.0016630687270306817,0.01993792927022347,-0.06062174810622642,-0.024724674744122998,0.04600039394895643,0.02092562141750091,0.008000736790544992,0.0937988884434839
ANGPT1,0.04837311959309683,-0.03504087611827809,0.010202784777172659,-0.02530063465229267,0.0341185220262704,-0.013784491854117538,-0.1953776693227818,0.1189853151881771,-0.03681534422273156,-0.18789098300310278,-0.039345059952127365,-0.0029615582300921983,0.0005703264151404603,0.027151215442203086,0.07658572649412673,0.07493615337087672,-0.049870082949650806
PNOC,0.33448412084466306,0.04104070250812804,-0.04799401429233574,0.18882567311745765,0.30667175379255507,0.278586691032272,0.41476824588041156,0.23809655923460585,0.07748968986041323,0.2699854175383863,0.19798437724423157,,0.0943935090920517,-0.04209777528587533,0.05091059618504887,0.26976226069562287,0.23118504282579774
L1CAM,0.523213035955358,0.15380512753239614,0.04339352629634034,0.11157512518208763,0.06470737084236909,0.15599843318680018,0.3319892815653063,0.20895135403238552,0.10398516322967999,0.35500354291532027,0.4489506461448353,0.027367786770127838,-0.09456974022712765,0.07671041126458013,-0.02441711012808235,0.2343177694497836,0.23032294421922314
APOA1,0.002133964460087932,0.08444447102997693,-0.03176070959363366,0.011774027525816674,0.03526332396452117,-0.06287624942376928,-0.031995541420193736,-0.051453728958061835,-0.0016572701833557544,0.10886596980951557,-0.02569953413412427,-0.029533400328145155,-0.014052043047142417,,0.019173182995034673,-0.015182466576925726,-0.026654596925118314
PSEN1,0.022591599192984924,0.0316163365031618,-0.0032815617974107448,-0.04838762518919102,0.05904383757899921,-0.013920490226583225,-0.14825699373489915,-0.013066720867559412,-0.03548912904927634,-0.26291647374843125,-0.13324821522654787,-0.01808886844717441,0.06019213329946655,-0.0017738757956273785,0.01609192195859527,-0.023255055145955314,-0.14106210776347541
CALM2,0.42013417471712045,0.14788554294876244,0.053796387674854826,0.10209182359669479,0.2440443525662792,0.28872356588393683,0.446944679276392,0.2508684537982478,0.10710144542252396,0.5113572074016354,0.3640307962723184,-0.05331996467805983,0.022805715912645727,0.018714288917502285,-0.1092960870359496,0.20169482941077943,0.02937769281779055
CLEC2B,-0.13475980372840976,-0.058165792636245266,-0.012672233505379011,-0.03643140986204383,-0.066518224759005,-0.004813646911117442,-0.2744793774212473,-0.04345664199000234,0.011063999392946427,-0.10810312427030372,0.06198050391521127,0.0003301688838763711,0.014269523864622942,-0.02060376071235297,0.07411872384863626,-0.09852898387322914,0.08701025899891582
NTNG1,0.2823471981548071,0.059584278143274313,-0.04159378153899702,0.018109226638412555,0.04306038763760806,0.06681138930864569,-0.022567572109796076,-0.0543884124809652,-0.02843980133668407,0.15391659472522928,0.21300005483601525,-0.01235694400193559,0.007858950373256793,-0.017746928209196395,0.04302185979320406,-0.013198090837315303,0.11951582086566026
LRIG1,-0.13890774064037967,0.07689277670533165,-0.027372792823978507,-0.002505967478902019,-0.20054237181318169,-0.09753202920342163,-0.2806902597031946,-0.057093270968522604,-0.04336797981767084,-0.1415026846664204,-0.21150345683296487,-0.05656830951729787,0.05841209406766212,-0.06717729113438123,-0.07995328431908423,0.025144857482487046,-0.10342316165462025
CPAMD8,,0.02383300627115769,,-0.028605303316428157,0.03921026346723706,0.03567738042776886,-0.05202346951262566,-0.05306140303946012,-0.02087158121629807,-0.0020036670531963807,0.07079170589785554,0.049061480803614235,,0.16207400665132668,0.10530281927395344,0.002832856957831663,0.047995684923229184
GHRL,,0.1274012426420442,0.058289025798318184,-0.005385324895889782,-0.000479144611845134,0.05705449016748706,0.03926852334555599,0.02698999757203048,0.06966749483768292,-0.06690960336288704,-0.03825651828024691,-0.006544132293113886,-0.018457088979588896,,-0.027199785921826047,-0.030898438286911252,
NPY,0.31886773916917105,0.15053992065426935,-0.04629535345778267,0.02076609725187974,0.11330705766715146,0.13208391776743533,0.30288393918697415,0.02130388992396598,-0.00809697089566983,0.023322064702669305,0.13673270975864746,-0.010369962352070869,-0.028620735901407554,0.03524618899580444,0.013129748858723238,0.1157328682977204,0.06723659472704435
MMP2,0.09419746389852363,0.0669896638203356,0.07884649623037814,0.033453251695267125,0.08101147872503654,-0.14302951581789775,-0.32461991354287273,-0.01332813766190181,-0.014968949647352105,-0.17579621457294373,-0.28658040662352524,0.010262082268301468,-0.0008424333247433105,-0.01242669225651022,0.11909979982049955,-0.004121837277043918,0.13444362656540845
LHB,,,,0.022249762658904357,,,,,,,,,,,,,
PPY,,0.044423959200581196,,0.005056020105014035,,,,-0.03877925313106743,,,,,-0.037422027600470746,,0.0022333636929890107,-0.03049423937304004,
ALKAL2,0.06464711640376714,-0.0171261782535835,0.01589911258953527,0.05148791908775944,,0.052007338190049865,0.0069564724749752406,-0.025159200135824414,-0.05201344931779804,-0.1512470329990622,-0.08710978892425832,0.04994852801876966,0.03284238803568627,,0.08165299126184498,-0.05944148263420521,-0.015484085551221027
CSF1,-0.27894856586859135,-0.04363158312852697,-0.015775735599282678,-0.06277124473698961,-0.1752516215721654,-0.10629766679785592,-0.24589258518409943,-0.1160684056241682,-0.057310038157814616,-0.18365342967115106,-0.15486177063305753,-0.03001484250996793,-0.057740665867167966,0.029713528684461223,-0.05293534780217934,-0.08690022299392286,-0.13588894940913715
SEMA4C,0.04138996104750906,-0.013962808516029044,-0.026153249693412088,0.0537391322638148,0.003920003319120926,-0.02010871524068166,-0.06603545596839736,0.031100532648224016,-0.0659351540197413,-0.07131134509523775,-0.09245182770536463,0.0037628841440791798,0.056761421551326276,-0.004935550843037086,0.09872815702058207,0.10172906133741479,0.0051260416126798925
BMP8A,,,,,,,,,,,,,,,0.11112264078479511,,
ICAM2,0.26038189114516364,0.004750661867831544,-0.011445140129385677,-0.0230782114783889,0.1375248535671971,-0.03658523138665062,-0.09889826312738476,-0.018980335546040287,-0.0700296232438572,-0.01648164332231159,0.09721937340655605,0.00485853737942892,-0.014367315631692327,-0.008180097184453184,0.14519600352919454,0.04835834285038954,0.0804281248048477
SYTL3,-0.0213125135422139,-0.04920803120194593,-0.02627713653448861,-0.03870265529373535,-0.04765729830280074,-0.006858627344460058,-0.20087385438470012,-0.08807588570656241,0.020718860856605868,-0.02602839877336058,-0.054381988257601155,0.017751834176352437,-0.03374477341129421,-0.03977412555426595,0.05243575095819399,-0.05887633511960066,
IL1A,0.012547987211932872,-0.03328312845769889,-0.03673147922943192,-0.029005740179498134,-0.08922038896853948,-0.04293441078364815,-0.09327613690871059,-0.15132628832464892,-0.04712307884010284,-0.12146514541150935,-0.057612334932851963,0.07481197922569437,0.0019785150624426,0.041109661750257695,0.041087898867853766,-0.07439757975652178,-0.0653773590452881
HLA-G,-0.014461768472226804,0.043536385752786046,,0.027519661859376886,,0.010586095566482203,,,,,,,-0.018661661585113697,,,,
PGF,-0.12314657009604142,-0.03325839853858213,-0.028159556657726553,0.0386720401380388,0.029572181076469112,-0.07684511865499266,-0.2254543998792226,-0.054287490290087934,0.004046476119520326,-0.02674916681303458,-0.18402911577068112,0.003841042173018926,0.030681032053746803,-0.035632709845761446,0.11632756222910773,0.043291240974884015,0.00010652122125177922
LGALS8,-0.020671506119296135,0.030208002936923366,0.012712785018329538,0.03881921255127223,-0.021847316366394025,0.06124462190092331,-0.08014061437329122,0.06928124614921616,0.04700981443531449,0.17244532949897853,0.07056851688878354,0.022767131138667344,-0.06081454004343236,0.09700193766662336,0.013589720582292169,0.08318640520831415,0.06399575349683914
DKK3,0.3844103573135971,0.1795970692848012,-0.015785424059804206,0.016602330878533994,0.27154678104731633,0.2828180076171364,0.4414060057459882,0.12025746986259155,0.11158592450635386,0.46170471447276834,0.36787336637157425,-0.04021232406276263,0.126870625712307,-0.01664883730685214,0.0939771728680839,0.2974013225554738,0.2410433773487121
COL16A1,-0.10358903410070296,-0.0011106900498967756,0.03824281932197493,0.014775717092488927,-0.13026733232579213,-0.05682538930871905,-0.14272226912996505,0.04592267236431071,-0.036654595750331295,0.0008867673236985195,-0.27502166250767945,0.03853955711176908,-0.04119444696572482,0.005345785741606501,0.07967083539721066,0.04185077936069612,0.10790717154513998
TPH1,-0.05189491544398103,-0.0015253124879027655,,0.007206566101103653,-0.04205389079843178,0.0487720508646285,-0.03762030499922291,-0.05640061115436845,,,0.003230202092255677,-0.02888594445409802,-0.015887842091202965,,0.11875775736914615,-0.0754468680333778,-0.062105332006829
TNC,-0.3375467056891438,-0.03676957960723191,-0.0638024353772289,-0.018725874950692337,-0.14690092686318423,-0.3090241124469264,-0.45765750592624627,-0.2187313110346654,-0.0060069672688515515,-0.39638336311278527,-0.35662471069197216,0.008703230273177693,-0.08943984172667294,-0.08243646419718831,0.00705448807842173,-0.032052293126900916,-0.12041721927003377
TNFSF9,0.33189018384039704,0.02588778136104059,-0.03078305402521563,-0.0355615304047575,0.19173707651285438,-0.0003775208995691326,0.2263500902720661,-0.0213258331386502,0.04043457160630671,0.0510361184417911,0.02756561184288745,-0.029610235485572223,-0.026370151544917397,0.026792991475038136,0.059410357832447816,-0.01858272359054117,0.1197519325937531
C4A,,,-0.01814066047971655,0.09255250889271985,,,,-0.011392179644537174,,-0.03247548076735817,-0.03171031645338598,-0.029165272005917665,-0.0172430897814218,-0.05748384143650732,-0.023813194055617947,,
CNTN2,0.2165300228556549,0.08587645784898398,0.0006621504464279049,0.019979250539868793,0.040136656971935566,-0.10822068982161308,-0.17386271217815694,-0.06662038671080789,-0.03394221822719235,-0.42075631413832887,-0.050998147478434355,0.03218489456895112,0.04883765365377434,-0.11110866696299133,0.0025440100993462424,0.24312438766353003,-0.2352162869018372
F7,,0.04854950714523982,,,,0.021683682608407598,0.038781516320016,,,,,,-0.017063132626110502,,,0.12204002807245436,
LUM,-0.030037101624380336,-0.017570796314235377,-0.026745647127134235,0.019403262273356005,-0.06025524610277315,-0.03069064539607088,-0.24745079606427736,-0.06848209636571682,-0.0557455908748822,-0.10074955860632907,-0.04365637062988272,-0.030536065925926212,-0.022778798018018576,0.057266535753391336,0.15073167819366665,-0.031416881752682806,
BTC,,-0.009135601845174032,-0.004535243967578417,0.0721121290122193,0.0025881165638658144,,,,-0.024418679465450076,0.02238054175256963,,-0.025024904071232777,-0.01651232277624123,,0.03338457540065135,0.02142696905485879,
APOC1,0.17585082052456147,0.048604933512318864,0.002299823978411641,0.10018917387659408,0.25744595431104883,-0.28887061352749716,-0.4487670357875872,-0.014420316618036073,-0.05975256663916831,-0.5158897889190422,-0.29866259102437825,-0.02656680229952038,0.09718161504827977,-0.06523020433658797,-0.01910851980159859,-0.09033793352573811,-0.16908554209672294
PKM,-0.24835715062022667,-0.12094665848367234,0.01067199343339194,-0.06684305387315591,-0.1060369654220107,0.12384585141936828,-0.010968608397562637,-0.08464646066887883,0.04296512673432766,0.38447253700127487,-0.15153712472405836,-0.0244891856199778,-0.017369665592078982,-0.020886574178651435,-0.03917473082806806,-0.06519070143374373,0.23128486221849798
TNF,0.09077149233800075,0.05441924311638893,-0.016157125166257082,-0.03598162404533748,-0.04244057745437668,-0.054494949407298765,-0.07142019237101348,-0.06503486154518374,0.016463973156594678,-0.18215900914475525,-0.07532632867799245,,,,0.03844487718332973,-0.03181622065529222,-0.14809808694550577
GNAS,0.31189465677578165,0.10283103897092234,0.010984406702548667,0.13680225132430585,0.28926372387166766,0.276147060841591,0.47509809367609346,0.1128174629322067,0.05704441656365455,0.5349114538992604,-0.2725875187071645,-0.014743790626431112,-0.054955341821993374,-0.05452492440735733,-0.08343812792709725,0.31025322885311635,0.14466493337757183
BMP8B,0.047477198705997474,0.014405102456982195,-0.010163530476072933,-0.023355121769937814,-0.04247520746995548,-0.12295982463206759,-0.04393913647145994,-0.011311309965675967,-0.006979590904319755,-0.15435855429053413,-0.0657027294488406,-0.034792552361297566,-0.08924558274968114,-0.01175852777785005,0.14521947278859473,0.0015017675887402191,0.037591947712424106
LIPH,-0.053311779125887165,-0.0040832846227465015,,-0.037418080048643325,,,,-0.03706507962547078,,,,,0.04348149701832427,,0.1198086031595917,-0.06443790867193729,
CCL28,0.024864396469773824,-0.027800592381206093,,,,0.09048939385173234,,0.04926406762861135,0.014922621707075404,-0.029074121051426576,-0.028608158912658298,0.030334978687822884,,,0.07493775745811537,-0.012534965508401913,
PTPN11,-0.05300943975362785,0.029284934389863262,0.02165079215008812,0.019415627639059064,0.03964589322005782,-0.03901501343002616,-0.08090605917222593,0.007750292922772852,-0.03289999100050344,-0.11549364908095704,-0.0830885449855785,0.04636304048532981,0.07688398731111393,-0.021841371106972676,-0.01930060416266751,0.12706559840954512,0.03807202088591531
ADAM12,-0.07585853754618814,-0.05571779459462566,-0.02160202070151247,-0.007426805856415135,0.022502594707138196,-0.021872341526087045,-0.17603902176052266,-0.10277748541009696,0.020708744343654648,-0.03392358511512723,-0.16902520566659046,0.01979146644175634,-0.07475483794325251,0.05370407375721022,0.1388563293217372,0.03524774079263302,
EPO,-0.05580966298750081,0.02854486374814748,,0.05125111339893941,-0.03670929133681368,,,-0.004790843870907438,,,-0.036073891625095965,,-0.016324846232497667,,0.005499801583489065,,
EDN3,-0.05377681716206688,0.017867733815364353,-0.005848027320012973,0.03076136180076718,0.11477378947863624,-0.018583814999117917,0.01338797038330307,-0.007225674659227211,-0.030771779634981924,0.08843280519068938,0.1511793844727301,0.046770965610758365,0.0011292544914412862,,0.015017617414032939,-0.022277435590391487,0.16017620583861106
CCL22,,,-0.022934142724128376,,,,,0.01982460738872407,,,,0.1008187752612271,0.011262736473206653,-0.028585971491552783,0.1438000721201924,,
CCL2,-0.22566588704116872,-0.06990154958737352,0.010391113948566939,0.009596257871439995,-0.263198980895226,-0.08382327729661644,-0.08733166365250622,-0.1663335282725935,0.004227964390786698,-0.36930141222900065,-0.1594148949338409,0.017247939429050965,-0.0164006463746371,0.010565402219236646,-0.044112018302777486,-0.10503747307909793,-0.2108165967139616
DSCAM,-0.03538167679246902,0.010243587395745794,-0.013043284801194582,0.032305384738807806,-0.018613456302002482,-0.08606003931664377,-0.04794305910261588,0.07555237989215607,-0.0004708306667893824,0.16467272153055784,-0.10334392900675403,0.028682443310556947,-0.03562501386548511,0.0600786184997819,-0.04682998195381641,0.03798061455647395,0.15495959539408763
GPHA2,,0.012568224774482028,,,,,,,,,,,,,,,
ANG,-0.27049306826380887,-0.03945657839614643,-0.026293076969403053,-0.06322074740553944,-0.061042028978053185,0.0002192149284695062,-0.17940536803338888,-0.010787996565865285,0.007526261420730457,-0.15464183455938668,-0.15904207113365165,0.009708705110046376,-0.048764594283474974,-0.05170574054408582,0.0042158672600424675,-0.04366466502201168,
FBLN2,0.00862702358142582,-0.04443818508407549,0.07488476428404797,0.01931409960110978,0.1888080112041083,0.14489022876994162,-0.04842685112605877,0.052777846084978805,0.002493262763837488,-0.005764147098984884,0.0736199676267127,-0.049448535167657966,-0.047869186496283724,0.00020564943167989416,0.08048868024495567,-0.043034085837774134,0.14874018809217127
VTN,-0.0012794457078555818,-0.023779070197894076,,0.033448153258226636,0.04842920212003885,0.028767022699754626,-0.03015627605886024,0.03980398647879768,-0.0427663127702217,,-0.029975232058517796,,-0.021138472506834517,,-0.022602709099037447,0.03166964357179317,
VEGFA,-0.40296540103725514,-0.08395588478185166,0.10092770435409776,-0.11903131974530294,-0.18894151659507494,-0.06815767910463769,-0.10522105094194296,-0.19104886493039214,0.03804457205130387,0.09658767262926653,-0.3576807170744814,0.019898610892040904,-0.0773110751053192,0.08385862230142395,-0.12108363404679127,-0.17806261878733942,0.003462241956154496
F10,,,7.921144938241249e-05,,0.19491935726590007,0.020494801805413902,-0.07133838146390346,0.0012516423743630413,-0.038962435790325864,0.03636932617026305,,-0.021651255792852344,-0.02827358117267148,0.009697641874130719,-0.011575924855396057,0.027349067775952453,
SERPINA1,-0.05510895861376457,0.009943034732000346,0.015269476628741658,-0.061533910884223685,-0.11602044220350016,-0.05499195203855107,-0.29435794477643024,-0.033835254297165565,0.03458338757923101,-0.38581921905497757,-0.11249059777337424,-0.03526168789893206,-0.04936705939174995,-0.07772521647481975,0.04549450824169847,-0.051634355968018394,-0.07182733784405894
VWF,0.20220043061771406,0.004546523073223457,-0.0372612527124146,0.02655163586834274,0.18291549054745704,0.02260797383664686,-0.2789679772876483,-0.1027462801886609,-0.024433105264973096,-0.018020633822257534,0.03782933927857499,-0.046007813423687996,0.024046798173228693,0.05876420088161283,0.10945707011792871,0.1342424458296796,0.06345577312167003
GDNF,,0.05117806138629224,,0.00940433634784815,,-0.10329049528892013,,,,,-0.036073888815776986,,0.04216697115535488,,,,-0.04607138505833322
VASP,-0.10745983415418359,0.0055438031423778985,-0.023358174421142987,0.04373308589417722,-0.12975234950202533,-0.010425157798065476,-0.11484656824355902,-0.02732259887681723,-0.060761503829846124,-0.15496815640138525,-0.12004713367615936,-0.020525028318212363,-0.005871665530828603,-0.08063721717505284,0.08337232908011372,-0.046541689537221764,0.12250996796391876
ADAM15,-0.06067806943584407,0.017606750434967906,0.004584784815623325,-0.020178398989256587,-0.09463937104448507,-0.12671595892044224,-0.17863175865597244,-0.035455819529937205,-0.0432129719512493,-0.10039138126150378,-0.0527746947159108,-0.007259033428347131,-0.013503378580568597,0.04129370522181975,0.07297684275031299,-0.038187051235178175,-0.03564467168170191
WNT2,0.29545261640517306,0.08909666829829603,,,0.13605735966785307,0.03927214626088136,0.2434924704765291,,0.012966161636232541,-0.029382555143084296,0.0830564121557027,,-0.019601627506342756,,0.07711643131326656,0.027741040668410488,
CALCB,-0.04742210460394966,,0.006746969524262478,,-0.05495516206607028,-0.040483995863897594,0.08612536867533305,,,0.08717678149822262,,,-0.02550011993524486,,,-0.027907634690092272,
OLFM2,0.05280657172026688,0.04210743972587312,0.021049713086846392,0.029790015371990407,0.0702850469443178,0.058877788707189,0.26507978517280895,0.024710683303176665,0.011142187766158043,0.21386421255490942,0.08031441845235175,-0.02425931840267488,-0.05075971427437993,0.058135340472925255,-0.0467037442904387,0.0709781518521936,0.11536822328212185
MFAP2,0.03745138968635609,-0.02281820454433076,-0.014346476829577133,-0.0033074723575379967,-0.013399423062017368,-0.1211245317402164,-0.1817772541915545,0.027456152278439727,-0.00824281328883325,-0.057078928553090276,-0.05472660307803654,-0.030874985116042114,-0.05933675036126779,,0.20043866397762,0.0051537759749520585,
HLA-C,-0.22952228492446225,0.0018050838878083052,-0.021637505730759444,-0.018919649234780095,-0.08086648595281308,-0.17322071021536017,-0.39749826912674713,0.0030234815489228652,-0.06522244995082903,-0.4455822139721267,-0.31770330559944643,0.034386781796890975,-0.012369496144051634,0.0327984631686693,0.07968637720316449,-0.01838416012077593,-0.10691713211401509
THBS1,-0.08793015640029572,-0.07859157711351292,-0.009985642034423418,-0.0774982137061677,-0.11215097615681659,-0.08289973832154615,-0.066803681493899,-0.15105532940116106,-0.03966510816275807,-0.16118432099161378,-0.05145481102871082,0.0355024354854407,-0.05194510404434867,-0.08218857094922874,0.08219272400598204,-0.054511324933308285,0.053342073584154666
HSPA4,-0.04720006984789381,-0.0071789377766008815,0.02592528877020545,0.03677510736248492,-0.03475432415982361,-0.03830523722037345,-0.05317247036036368,-0.05473808523398211,-0.020707687687330494,0.11454625356644227,-0.07046929328566534,-0.05830138721114339,-0.027837261057879824,-0.0672753785792813,-0.018314397338458382,0.09333800176911831,-0.07108511725019334
LMAN1,-0.22998609820258287,-0.03091087216958652,0.05353901624363313,-0.05926445345438868,-0.1737132631006712,-0.1178474410027532,-0.3671121783179271,-0.10539059800232117,-0.05195335752613698,-0.08118950676326513,-0.10182420782856852,0.012806224384313772,-0.029251994643160806,-0.049680432637377564,0.014899610920236766,-0.05091372605151349,-0.007933279593050029
LYPD3,,-0.03161488126057766,0.07200669250606502,-0.027968633406090997,0.040923042035413214,-0.030247015060897723,-0.06795554800709928,-0.012321272083828593,0.020724070106303703,-0.018094533481242136,,,-0.02600030531992406,,0.006347209706647751,0.007035855410912872,
APOE,0.28703542060773324,-0.051919608673073325,-0.02718948749435167,0.061706011468455245,-0.12196162496876242,-0.20720954981879375,-0.3154549590093877,0.09462911360848893,-0.08405519105118954,-0.5097515316327553,0.16727488804798932,-0.018898089792360233,0.15327666573225382,-0.15211348388403964,-0.008057909435330413,0.11984257127670736,-0.11313655103227852
SOSTDC1,0.21133392059880243,0.03478826106083835,,,0.26871898012974466,0.10575729747233711,0.008492864312182083,0.03203278445633001,0.0665779977163749,0.20617565969677346,0.07493862819176977,,-0.034397957354366245,,-0.0077613533652078565,0.02000981174516124,0.05991353498268549
