,UKF243,UKF296,ZH916bulk
BMP1,-0.022527462489975936,-0.03701362362500261,-0.010381349632615496
NDP,-0.007128587311927792,0.023289435900010955,0.036762183342426556
TNFSF18,-0.019285636857993445,,0.16626450058283496
RTN4,-0.016995990881192687,-0.016634622188419244,0.007056904701889247
HEBP1,0.03847744173046614,0.009409373310901484,-0.027894127922614448
WNT7B,-0.045012890808933226,-0.014651217769630543,-0.04194850198807131
PTMA,-0.053049260892254035,0.01860139503191326,-0.023420435623642374
PDAP1,0.05373117283306585,-0.0626071144568804,0.0044139493277459505
QDPR,-0.03442316343614707,-0.00849181721954099,0.01868744532717242
POMC,-0.036414500903922876,0.02557425773086949,0.02910521107122127
CCL18,0.08350700667756526,,
CCL17,,-0.018134100452842923,
VEGFD,0.02884549950541618,-0.0133015819855539,
TNFSF13,,,-0.026057545754583574
WNT5A,0.031057513481498145,0.02610246886597829,-0.04291290925620589
CXCL8,0.02788175663238773,0.09979022067951436,-0.00309344672914469
GRN,0.002552876143213421,0.0387042416462511,0.026195895659978333
MIA,0.02131354150200782,-0.015127748221484947,0.03862579713436966
COL4A4,0.05386011460012218,-0.025413413942187983,-0.029123252958230976
TAC1,-0.03674010872785882,0.05188220957310173,-0.019966044207723625
RARRES2,-0.07763292250186923,0.02549283449899634,0.014604923849517289
FGF7,0.09225642056472202,0.030910233744343447,-0.0379361911034635
HBEGF,0.03396417190441486,0.015411532707555506,-0.042762505633232625
CSF3,-0.029335222868577128,,-0.013448743285062108
PI3,0.09308727332999406,,0.014177307211106093
PCSK1N,-0.07968533971636953,0.011016941909260398,-0.031153949050843552
NTS,,-0.020515670592506738,
SFRP1,-0.03272993752865706,-0.01813410063546821,-0.024923328090728038
CXCL13,,,-0.024848602923244093
MICA,0.09846297922375845,0.08498683440038951,-0.00907712346869033
TG,-0.02338485487344872,-0.013123569748194647,-0.027383289011420103
ADA,-0.03458238006519914,0.032582627562020156,-0.027189325633398674
LAMC3,0.08177529285534207,0.05448428054108935,-0.0412443344430978
CCL7,,,-0.05187390187416525
NGF,-0.01690085579225531,,-0.03471809824662757
TNFSF15,-0.020908467899392384,,-0.03390441846135729
HMGB1,-0.00040756416165766,0.015970336904844853,0.08965479811580086
ITGB3BP,0.06633710321343049,-0.006301166902281507,0.044638052150348835
AANAT,-0.010037826934590773,-0.015127749062928929,0.007446211870098851
RELN,-0.009168180615768497,-0.030557928480358185,-0.0004299794737532819
IL15,-0.029721026209258546,0.02038476621951731,-0.01933625000935999
BSG,-0.02647616643835537,-0.020419218773660486,0.10642481306789302
ADAMTS3,-0.055434778321270195,-0.004764657241999044,0.0706285518872079
CD34,-0.03665926327567408,0.01542639547299097,0.07417810213710753
PLAT,0.02379200438360529,0.038451607600377365,0.10217736060792036
NTF3,,0.010382006107639109,
CKLF,-0.0347965672388522,-0.020677651817688932,0.0816864909763687
CD24,0.034401472854889176,0.03223915942845734,0.030243992472448127
HSP90AA1,-0.01659471623075074,0.011574358386685328,-0.014859063893131758
BMP4,0.031061993296593003,-0.0191321942185777,-0.002718941520995351
SCGB3A1,,-0.01276040429439646,-0.037588376915600144
IGFBP4,0.006143712417787307,0.007024802161437265,-0.030729953127614465
RSPO4,-0.020646128089776263,0.1414035682011547,-0.023586622362681175
LEFTY2,0.035389518680867246,0.006374791914040118,0.038476188513492736
PF4,,,-0.018476735938377894
ANGPTL2,-0.018840023219427595,0.03459437392227018,0.12252520222789218
LRIG2,-0.026156538689786023,-0.009391045646349247,0.02463988502786892
ICOSLG,0.005222022018453156,0.0001287459068559456,0.035294229522007815
WIF1,-0.02186290839545045,8.185153236478805e-05,-0.03390441567899053
NPPC,0.012123461400720265,0.16082434066726164,0.022668034712648832
LYZ,0.024982686658841464,0.019802009073635274,0.0024466386157832973
EREG,,,-0.02127219648011011
SPTAN1,-0.04448897501934412,-0.018852252167977823,-0.002497136035369162
LIPC,-0.03021765263533301,,-0.028813363697598293
COL8A1,0.05216305648579116,-0.030425619725395477,0.07233210144272992
GSTM2,0.04752661669134959,0.014230286040295475,-0.009634406414564159
SPX,-0.0486956944964424,0.004532894457901066,-0.028228803148167853
MFGE8,0.05146981633475373,0.010172918819882222,0.01504146295700176
TGFA,0.09592598253621694,0.01987110142555025,0.053848470981487026
SLIT2,-0.04184077323169608,0.030229872040221446,-0.018943110193130396
PLTP,-0.08978630563495069,0.022944932148795488,-0.015546946325296991
APOD,0.004519492869395065,0.04766191834701759,-0.08104219865778758
B2M,0.039418948976405195,0.08632429337922845,0.06710409753482637
OMG,-0.0403823486290962,0.0007660115986631231,-0.03784984164810188
CXCL3,-0.013243926036323267,-0.013650933346250367,0.007815804200632137
CXCL10,-0.01872551742829478,-0.020736766887982584,-0.0427968218085124
RSPO3,,0.020390039072396844,-0.03437938399260099
CORT,-0.023147947197748566,-0.04485029138620544,
NCAN,-0.01977353908353515,0.00039551835082828843,-0.0035809059272371327
PRG4,0.007908825831699539,,0.10974658631313901
ZG16B,,,-0.01576255072599479
TGM2,0.002166230014662223,0.06354856240657443,-0.03395821329404488
VEGFC,0.001999508175878141,0.042081853690128054,0.0444712189690887
WNT6,0.010170686766305843,,-0.01628744400641668
NRG4,0.005509004413716545,-0.027916322829387222,-0.003613603432498905
PMCH,,,-0.031367858567005205
COL9A1,-0.03337652329696998,-0.005827486270077569,0.043346361247709644
GDF11,-0.04075216831963533,-0.017529606647259235,0.005560501577043454
IL24,,,-0.027383273287171182
SORBS1,0.0339573239058047,-0.04838051496282269,-0.021127425396134387
DLL1,-0.05814896456090319,-0.0023182324311772098,0.04187159483768983
TLN1,0.02116578731390278,0.04390108011941861,-0.0327847672907245
COL2A1,-0.021929271985178637,,0.06826952654678882
SHH,,0.06260128009032821,0.029521590842395858
PON2,0.01582174337093705,-0.015541971439829829,0.05083840738061621
ICAM5,-0.026975158187239886,-0.03285060620371431,-0.03261298591625346
HPX,0.04547065655785619,-0.012760402993503972,-0.025360295315154928
SFRP2,0.01278297549360332,0.009476401795065375,0.09964234642689307
CFC1,,,0.026278166775519557
CD70,,,0.006333204633608247
HP,-0.023199532102729147,-0.03386699992707204,0.06454700980262056
CXCL2,-0.03345242302027278,-0.01773383524538881,0.017318252120086995
CCK,-0.06877604148978615,-0.04809942755526735,-0.0627609779729668
SEMA6A,0.0207316723305259,0.03335209362410661,-0.002048042304080465
IRAK4,0.062416601007998035,-0.005370201886740516,-0.007059150898994666
GSTP1,0.020463475867684322,0.01074411840600635,0.01636184458535158
VCAM1,0.007420415477487979,0.012109397928327983,-0.008265367840696978
NXPH3,-0.0009950211401103756,-0.004198376515981765,-0.008313231043623928
MTMR4,-0.027922537756382985,0.01674512281738054,0.07269240297813319
LAMC2,-0.019564681053544062,,0.15010294009967307
IL10,-0.031040048749397968,,0.04828784552827151
SEMA4D,-0.01681875358320959,0.06688303731533596,-0.012199380760193527
TRH,-0.023305935378996896,,0.039211731930054096
SEMA6D,-0.03373676422136908,-0.02425812225159776,0.061137324107935494
CEL,,,0.014000653506987544
PDCD1LG2,0.06071060804783733,0.05896789200095067,0.05672681537671299
SPINT1,-0.011418056429431287,0.10137707396292839,-0.0041730364861924255
CTHRC1,0.05898152986534643,0.004583517792158832,0.012100782487595345
PODXL,-0.016346482165738082,-0.00288894818201801,0.07051332694283527
JAM3,0.04792551847353618,-0.045076632674741934,0.05936608107725655
TGFB2,-0.0021315084966525514,0.036905087058050776,0.010180016617797275
COL18A1,-0.03263844513195117,0.06020192288584608,-0.04471200383512422
NODAL,,,0.027248115196889657
INHBB,0.06383415984256377,0.02277251370877876,0.06869240232575967
LCN1,,,-0.01654401233233653
ARF4,0.03490137454997294,-0.05385430863566317,-0.023854763908781444
CXCL14,-0.034003306700493584,-0.005211593530406924,0.11800069133964636
LIF,0.049432108078376974,0.02258763664278158,0.034205775687890225
IL17B,-0.023384865697152733,,-0.018705280379766674
MMP1,,,0.013482145455332934
MATN1,0.10993961605058569,,-0.017046309840060003
ADAM28,0.04654191700632236,-0.006476399085266454,-0.027940100411835977
TCN2,0.011731166462108627,-0.02479097712400286,0.023332220974017364
THPO,,-0.015741859471637643,0.13627197889466194
CUBN,0.04189534954700656,0.028810385482962306,-0.03273587410580778
TIMP3,0.03289437066315955,0.0411186304476134,-0.0090270968649739
PIGF,0.02174326440467355,0.05189076413723573,0.09013421198950952
CRH,,0.013019245355838116,-0.03733410910191903
BDNF,-0.0333764993333432,-0.025608154666219483,-0.04552934864726204
CCL5,-0.03295924153753248,0.03176045924849452,-0.008784563348671955
GAD1,-0.0531069642477222,-0.025062349090514073,0.018561846761743564
COL14A1,0.02221513439169027,0.007191204717996622,0.0202570990961466
HLA-A,0.08126646250810986,0.03630898473701101,0.01971150366844918
FGF18,,,-0.02340150620855524
ADM,0.05403007066318248,-0.02165777398258355,-0.02030245141156982
CCL15,,0.06921459742813799,
GNAI2,-0.05021082309623803,0.04614902775612645,0.03370193614566883
HDC,,0.08564191223137452,-0.017046302119947607
COL11A1,,0.014540686827675887,0.0625743809049248
NUCB2,0.028037224138400513,0.021738564144448823,-0.010882926482050144
FGF16,,,-0.016796914733783294
CXCL1,0.09610193101367147,-0.014325186099102907,0.023898211402168534
VCAN,0.04471740674786531,-0.03704536783807781,0.05166020785527532
MMP7,0.022602765769356707,0.0755604472669786,0.07128978027469188
PTPN6,-0.08016896387393212,0.018083533428056683,0.04929995983304442
PTGS2,0.057156003192833704,-0.011268282315747814,-0.01405348288310627
XCL1,,,0.0022776672413193197
CD58,0.030331769527370083,0.023584898122581893,0.05434081514293061
TNFSF14,0.009069513503898325,-0.013991937325341552,-0.02450965692810377
CNTN4,-0.03048047125665264,0.02875455572419055,-0.016871453707432878
BTLA,,-0.01786818252426276,
MFNG,0.05893186918622793,-0.025306384109564713,0.04160117407807566
ICAM1,0.03310618261366323,0.032044793494666164,0.024644559246644906
PROS1,0.10548969952620937,0.01627098299600101,0.07939518552161777
CLCF1,0.03054319888657309,-0.007534492591478608,0.04545254755290831
PSAP,0.011823041890398962,0.026120266268861356,-0.06259315311706555
EFEMP1,0.037531254244154245,-0.00989879586306442,0.0988425695534272
C1QTNF1,-0.011452613152648668,-0.012210270016682434,0.058707856026683616
ALB,-0.0260787263837846,0.071541793148028,-0.024134503561168235
EFNA3,0.045316416248010395,0.04079226580979224,0.025995073321751022
DRAXIN,0.03035036928286229,0.07691522546377053,0.023712587893721687
RAET1L,,-0.0152834558884285,
NPTX2,-0.04394221113459771,-0.011496572184350712,-0.027218791937659574
FGF11,-0.00981763550543261,-0.02892269130863018,0.07744265855968387
CD59,0.043592815686476286,0.01882723111771089,0.03873316933332441
COL9A2,-0.013893692085331298,0.022236989024060898,0.031887730960415625
DLL3,-0.038724978569822134,-0.006451304043547088,0.1175510601253668
FGF5,,,-0.028813355019088393
LIN7C,0.04692180205257109,0.05602100082002371,0.03966194206630044
GDF7,-0.01842510725406462,-0.013991936781614844,-0.026057545194769886
PSPN,0.06730207496103488,0.014386484673844449,0.021962838737786844
ANGPT1,0.058717261016556485,-0.022261287033131703,0.022235868781328046
PNOC,-0.03508927271383085,0.05481148584742977,-0.06835612016859251
