,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
POMC,-0.027378809382882893,-0.15355096295342055,-0.007684511953315945,0.009403139842018498,,0.049127683372751765,-0.08089645352215495,0.03282290578442746,0.01410988296799694,0.0001576972999600013,-0.011040181218220766,-0.012170403625029247,0.005495279682885944,-0.02863038899687997,-0.061888843442561625,0.043883951239821056,0.028060262424204008,0.021545438407412434,0.07122004577710402,0.022435480319115676,0.037517845152643954,-0.008870865226452517,-0.033149140183731884
CCL18,,0.04999893112600436,0.09756160197643951,,,,,,,,,-0.054193926027274214,0.12993443999844978,,,-0.03771828988959962,-0.01157987432519041,0.027971817781282157,,-0.020305642404042406,,,
CCL17,,,,,,0.0470790794085998,,,,-0.04610654832111384,-0.0002473591065229856,,,-0.01248951240480022,,,0.059112772553515276,0.02854725278191019,0.06969779437220608,,-0.006746146322668555,,
VEGFD,,0.030325384408649403,0.026803116447139796,-0.05862660904408025,,0.02357207803839631,-0.0012819975227545749,,0.07694954201982325,-0.04819988738276511,0.06381412295779713,-0.015295925866883867,0.07304654310252119,6.617747227658594e-05,-0.06772224362952806,,,0.07651561088218035,-0.0340583591324358,,,,
TNFSF13,,,-0.049399034146005036,,,-0.02738790705115417,,0.009028812277026893,,,,,,,,,0.0028598985364915444,-0.013241533606566568,0.06045433179301026,-0.017567005604025705,-0.004579812177337985,-0.037563395673748855,
WNT5A,-0.03645235741409536,0.02493354301564921,0.042245189710484674,-0.08499222896039596,-0.039930170778264516,-0.04244217126647448,-0.14941992549817268,-0.0025542494371197035,0.2551285694098659,0.03567226976893911,0.03019864695332453,0.006729767990943775,0.06987777530905645,0.04141690905035661,0.07342186449028124,0.12001740223897468,0.05180616393831871,0.08627652088990623,0.04349708613004907,-0.01606864943407886,0.011317870932437659,0.06040921125810835,0.04528926154112478
CXCL8,,0.1603430979611697,0.19146547469056951,0.03502492436386849,0.08907550764773488,0.2435453894393247,0.2189513315642088,0.009735698707918981,0.12524410702124558,-0.083352350442161,0.002824483165267375,-0.09118150151504698,0.013336663261906335,0.14161182408024062,-0.09434447021705794,0.06124186936884075,0.031219820957172514,0.02452363480769907,-0.01987369226300759,-0.0015155777523121483,0.03818736643034024,0.10036023761231314,-0.15637213572159106
GRN,0.000887768806540355,-0.0495669983129434,-0.04940174033005754,0.051901805452492886,-0.11468222985644194,-0.10332251877749436,-0.08066530299010236,-0.027568901914137994,0.20911383478226903,-0.0030060771812437646,0.02733290501136232,-0.10684523715468715,0.0034539338580972844,-0.02375573401819304,-0.21750456221761394,-0.05772728435432653,0.009497268049036545,0.024429004340905596,0.15442311877291165,-0.03215592605647785,-0.23289505784087314,-0.10096768728204857,0.02985775301189909
MIA,-0.043609468910016845,0.01782851534660989,0.022272420628111196,0.0015861317220829609,-0.0013194089053498706,0.08441913670221386,0.13266639836082103,-0.038994044873276415,0.1172996190144394,0.014832587376240236,0.019509151481377145,,-0.024101191790781202,-0.014008760785886863,-0.003301902346027724,0.03191996099353926,0.07513364513213704,0.007988710545995514,0.1309598966746891,-0.125477971555178,0.19205582318452258,-0.0015151746227983287,
COL4A4,0.07286548881593632,0.03240345188835736,-0.04632907511832352,-0.021460367954932207,0.06660360532733854,0.014546920481739082,-0.05222544093642662,-0.0017061163154216484,-0.00800318974098737,0.01717482772823702,0.035109679065304454,,,0.10873543851202973,-0.014661245487623034,0.19939208717062484,0.04528351347208991,0.011465182734776121,0.023257005386290667,0.008582128121374384,-0.006124566796630508,0.09171867728490515,
TAC1,-0.03331727950420241,-0.29754484081671023,-0.04227502879413833,-0.009663449446632581,-0.13960186918549317,-0.02616568699741903,-0.11160089552861528,0.026875722596439087,-0.19271585588863704,0.14855798155206845,-0.02472298901519829,0.12630553343125556,,-0.16405072414101968,,,,,,0.11763424284221714,0.00925826835851266,-0.07788534678769814,-0.04086144745181285
RARRES2,-0.007506476318222419,-0.04150808163124499,0.0016338307282381362,-0.05374767803053103,0.06494407501733997,-0.023152729977421488,0.24636672399181195,-0.020028265917963084,0.33980104174349945,0.07976888820556363,-0.007344205144104525,-0.016978495692455863,-0.1736959876429927,0.23466513240295533,0.2065313983336712,0.059540778001007266,0.1111633884843334,0.10659176109915243,0.016118145960517367,0.05697562118171028,0.19192504368458851,0.2543531578094775,-0.02942917312259923
FGF7,0.06255991248906581,0.016716270720737884,,0.040569789815724434,-0.011729558586564949,0.00858865263412782,0.017872158016872176,-0.0176526748554802,0.1767339342469572,-0.004121274022607854,-0.01332360987867462,0.0469439098541448,0.05398562013599455,0.11389490594838735,-0.05754028327447424,0.0838967638155338,-0.013130520411670003,0.10097962989801959,-0.0028820357481514577,-0.02620269680271172,0.21427682056400554,0.00010405847120141725,0.1254460980541469
EFNA2,,,,,,,,,,,,,,,,,,0.006561120397868101,,,,,
HBEGF,-0.06477368833357253,-0.015982093136609078,-0.04783969980751987,0.046614776563402155,-0.019985763300164043,0.04442090980444826,0.09037466549656144,-0.08320578736127487,0.14857097681339576,-0.13851607801784901,0.06112586145286978,-0.02861154214902804,0.1494156004855617,0.11756686518393224,-0.038491057287300276,0.03956936557659143,0.05741208482287068,0.08804111166690816,-0.036960501458165235,0.02280505135056711,-0.15595071512876213,0.0837261567668304,0.08440840866977542
CSF3,,0.15733095786121074,,,0.09635159019502483,0.10669356606124605,0.0963540471553186,,-0.018801397392254973,,,,-0.01889306057865494,,,,0.0696636724522534,0.05617626735445904,,-0.028462231651715478,0.027938547845395525,0.07272865418541692,
PI3,,0.1218418480210223,0.11542331592720728,,0.10451230755523984,0.21684324710666691,0.07505741441331285,,0.036766519361723315,,,,,,,,0.0739587439298715,0.04169161890797103,0.09043675608295416,-0.05727700622760154,-0.046519651503523274,0.059576473474390046,
PCSK1N,-0.02721900403035182,-0.3161722002156979,-0.11219565774547115,-0.002829038766817819,-0.12122759701766175,-0.09441460077718954,-0.05383833584863797,-0.032151280883123017,-0.07186944900858865,-0.11199527595756627,-0.07456461231586446,0.1890972537865761,0.048198484634181166,-0.09535398367528518,0.10607617673730864,-0.05754674804090279,-0.08588281630111534,-0.15564565690332252,0.05388852437071943,-0.07548313224388128,0.2419436167369434,-0.23726201909121622,0.07017182691383643
NTS,,,,,,,-0.035165482337616696,0.044845971045637645,0.03517797725692314,-0.013064187872514534,-0.01152472644809491,-0.04963158771158672,,,,,-0.0584114706900901,-0.03957279629242942,,0.024323391537945403,0.09150139304561034,,
SFRP1,0.0545294240434767,-0.08070605606920761,0.05224720437665607,0.04817925753376025,,-0.00018508517356205772,0.009229361404463503,0.039326265277645295,0.06616568273856108,-0.022847400601616635,-0.03481347566563757,0.02707882328366022,0.1372288839521778,0.0339438496760999,-0.07349265190566359,0.002955511248877108,0.052808179069702636,-0.004999387853979834,0.011632854847646992,0.02586654538937942,-0.07897891651348624,0.03627160345182088,0.07738764274885808
CXCL13,,,,-0.02624767104135817,-0.040670250159372985,,-0.05535597699255628,,,,,,0.04910336397002782,,,,-0.008644824086751155,0.025780544570619852,,-0.0386940706679712,,0.1151622547841452,
MICA,0.08094050428065269,0.10978077708327343,-0.02147601955485262,-0.030650168600838655,-0.0470563780088177,0.10686658963565263,0.06856989698138628,0.059072455632376814,0.23135005424388974,0.011181679985901598,0.05554156991923069,0.04749501014191594,0.011386296554361394,0.1515404196994333,-0.024058573721564603,0.027236792053217978,0.020680249412173415,0.07503479429979923,0.12582033805135723,0.023908439197921957,0.09216227426552091,0.13923689365447606,0.01888598013264805
TG,0.02019115418813874,0.02159532972803444,-0.00581860236113243,-0.006726776188917702,,0.023790089710013666,-0.0514211785779944,0.03128070514221117,0.09821228230980637,-0.03601610714209987,-0.061160660565292325,,0.015519413512614584,0.10193238047289326,-0.08312680560028754,-0.03898326235274721,0.012502901650456888,0.12393455052259535,,0.0447869434479936,0.042003263391232164,0.03641919687204565,
ADA,-0.03611522163068009,-0.06772902827371785,-0.04789010861966613,-0.03239356031619206,-0.04814205678223524,0.046292233692729896,-0.008942790330175891,0.015070066146290105,0.1524887046331302,-0.013239491876622558,0.029964497131783226,-0.03952237998952297,0.06861665257151597,0.04046994875224727,-0.07210882054636057,0.0736172558845865,0.013956766058903914,-0.008077791489218581,0.08606397178394312,0.06021524650820526,-0.020955259197209038,0.056850697388836094,0.016380984016395105
LAMC3,0.034909305400104396,-0.1764225317790317,-0.12273756292296807,-0.03701285066044393,-0.020464360750198616,-0.12299061990337383,-0.04489912581671608,-0.030030200599955086,0.27824539045786545,-0.03147829689422383,0.012102782768421892,-0.062058568863781874,0.046260102935946304,-0.09205296061136602,-0.13215678747147588,-0.031061896795903744,-0.01092208769436892,-0.01658813353807393,0.05748932321173179,0.00482625361079953,-0.16017505021697537,-0.06137073987758206,-0.025817638017125843
CCL7,,,0.09261549788093938,,,0.0294315417871199,0.02857442905180743,,,,,,,,,,0.11992262250752198,,,,0.005516304894727525,0.07402039914748518,
NGF,,-0.013231840986273715,-0.025057009383676703,,,0.14965246852779304,0.03933067590358608,-0.038045461017881164,,,,0.030625059829964656,0.09723643131863552,,-0.1114052706212922,-0.05605176012617589,0.0008213898910911289,0.0361599049049605,,0.00928104253600253,-0.035788609237311156,0.04267325148776949,
TNFSF15,,-0.059216911956259916,,,,-0.03190397204328102,0.009646095031713436,-0.03826583974366553,,,,,0.0263581147161698,,-0.008555398415820387,-0.014765898676914304,0.03665712156410919,,,-0.024084629188964535,-0.02272886652630453,-0.007329924787509725,
HMGB1,-0.021694006976127028,-0.26067422957622804,-0.24905410006803694,-0.0026886855266890462,-0.1238714122491685,-0.13974407901884692,-0.04398862655180794,-0.02949791469243401,0.20881610290311395,0.0950637163143893,-0.011402236545549387,-0.08094237372367408,0.10375119770034942,-0.08108535148155976,-0.11330803091330938,-0.06426452754113962,-0.07933979796764584,-0.054441178473334996,-0.06845091922332452,-0.05730642406590696,0.11601901150458935,-0.019193589310198364,0.10526660140327433
ITGB3BP,0.017337935338303325,0.17298453981233405,0.027374900154560282,0.014119160092876159,0.007365409918857273,0.1247224039374412,0.01602865320353539,-0.0709446905289628,0.23750392895550337,-0.02804889252565657,-0.02156781450810789,0.015685595030859714,0.06619206909959519,0.17500583864925548,-1.789190750468597e-05,0.005609249458515646,0.03481641203371873,0.05388847301407799,0.15503267286586891,-0.00808486134778506,0.19924705468757167,0.10853800959763334,-0.021063135084665785
AANAT,,0.022040687682902262,0.008671832338366638,,,-0.01602823036879014,-0.017239582739699284,,0.005607408713795823,-0.007022662721963709,0.03499681904930855,-0.03260493106288323,,0.08826253137218003,,0.09948303918231322,0.0382918984246526,-0.03277102024584411,0.041844812639135656,,0.039536712109824144,0.0020212747033322835,
RELN,-0.017348155851786617,-0.16396997757276863,-0.03768905728693463,0.00045615083687886585,-0.03772231188212066,-0.049835443654449925,-0.0015642397586644091,0.06673208828536784,-0.07173091921225884,0.03215040594744856,0.019674990826622902,0.02066468753119829,,-0.04503610516366101,-0.022128565265255255,,,,-0.010886545182387434,0.05892617572587939,,-0.0006548741320856627,0.13901711263925204
IL15,0.025180727615436452,0.06862336705281684,0.025101937335820786,0.02531619271580812,,0.0170099977148128,0.09922234432169653,-0.03287086624220458,0.08804538589533578,0.016439822051487998,-0.006563223605186337,-0.03975472625095211,-0.02431729267115025,0.05841763415460479,-0.017665471538250512,-0.016603187588857198,0.0802734981812019,0.0359436162493778,0.036860113176775934,0.02951323037456107,0.06677145335352953,0.03900407992608388,
UTS2,,,,,,,,,0.15362746726766646,,,,,,,,0.03011120072535167,,,,,,
BSG,0.034879150094859625,0.2810495192949077,-0.13340488014384833,-0.016159900912277213,-0.06077550375938266,0.11208291643258954,0.04415886114404527,-0.00814533852590092,0.04373974813735802,-0.1143973775313199,-0.020186215935783316,0.1078444951232179,-0.08514832082103985,0.20151924509876581,0.04103256493244765,0.06505106803055268,0.11843987752593982,0.09909298065585763,0.26052088318788463,-0.05370111097232535,0.13592870839908053,-0.045348852576484404,0.013979856578546735
ADAMTS3,-0.06020857607133515,0.03002329479488758,-0.0701933074297643,0.0299287734546375,,0.04178383769419232,-0.023702810520870015,-0.010571290801419149,0.3200500970820539,-0.00023053040304698866,0.023507250982597185,0.11400929694930342,0.029683833730852777,0.0613531999778905,,-0.04704000365359597,0.03201636905073106,0.03426391329001822,0.11045287636638429,-0.00297800058872926,0.15208326549611587,0.024766450809553878,
CD34,-0.007010639218566968,-0.1684270960560781,-0.12469581653397606,0.002500244081580172,-0.05741376245290888,-0.03856788493295533,-0.07741270450924316,0.026121862270699223,0.1510793484357737,0.01967983625503606,0.019689612844862064,0.011613541252807863,0.19436724226194782,-0.05477142671134052,-0.12718981866359552,0.10608783565295951,0.05335682934798393,0.08626926981255383,0.053245123890581024,0.014267862489363193,-0.07999305979456396,0.05157590416012376,-0.06110029676487984
CCL23,,,,,,,,,0.09698709984596465,,,,,,,,,,,,,,
PLAT,0.00036157297389932897,-0.0742269318255276,-0.19880813243274534,0.026998846973311487,-0.04281219068994377,-0.1812544570032997,-0.01487273607488462,-0.07744302976110008,0.294925849543077,-0.17956666695468454,-0.012606414924414404,-0.07160559523292807,0.05851694575895895,0.022513419641922452,-0.11304494541236244,-0.08921977018412865,-0.04363551832881694,-0.05703685306918898,0.20232748317692703,-0.07284503106330924,-0.07886796472280488,-0.0454282832563107,-0.021520242777807945
NTF3,,,,,,,,,,,0.026914053457044514,,0.0023827910858262233,,,,0.039567739139062766,0.02835740250355133,,-0.004993218946835864,,,
LTA,,,,-0.007057850825239224,,0.01633850545529933,,,,-0.02143707749834523,,,,0.09240444381735151,,,,,,,0.0001563751386055583,,
CKLF,0.014607223976690476,-0.023802418962989923,-0.18344666945036234,-0.0060533616448663645,-0.04475738628162481,-0.028634371162509154,0.00553808550178041,-0.030018075242407356,0.2579022399657932,0.048630940700984976,-0.013969158912583492,-0.04816075344958361,0.10451370876109504,0.0704543678690457,-0.29316103459176296,0.019597484316058993,0.02514823460478283,0.07703754699482065,-0.05295042871823021,-0.03896162628722673,0.14455292259818459,0.08922715554932618,0.0872380228273565
APELA,,,,,,,,,,,,,-0.05765146613859092,,,,,,,,,,
CD24,-0.04414975403832509,0.31899518847260405,-0.09870031353723556,-0.0034816166098087372,0.007082822366821452,0.0810528540415687,-0.12170011448527804,0.049386348802218726,0.055567268563674124,0.06860021291684537,0.08593638643035874,0.003139356602154879,0.2095283917810292,0.13031428689834226,0.3158613899891714,0.21815622475231036,-0.0065115324654149214,-0.03969309811207552,-0.04228124130892545,0.03170191625380529,0.14660491730273267,0.006368042987340024,-0.04216471978857787
HSP90AA1,0.007548146246372885,-0.1683812839168238,0.10784232377870255,-0.04457039009665138,0.003932118399268875,-0.04523693438130009,-0.08930898192234853,0.04101945726589338,-0.31529171400778466,-0.1837595774790991,-0.033677780151792305,0.18133981086429998,-0.028378985532091658,-0.20972818690851566,-0.029755422627823158,-0.16958995413932423,-0.015256274855775942,-0.011925835718049846,0.1156408232825481,-0.023638963838169606,-0.006648890893764826,-0.1562802542096595,-0.030473165133315407
BMP4,-0.03971006228221267,-0.14115419035750337,-0.056321340031811835,0.035735349244771356,0.04084331111181589,0.08743407002033383,0.029859825047725226,-0.04290929038199869,-0.030428384163933918,0.09745887387026717,0.004849278877080296,0.008524423808508522,-0.025542143413612318,0.01825629181268237,0.018948440048143986,-0.032884771175821996,-0.024627932462989884,0.025691283385593414,0.11322127916463211,0.020801522839917815,0.05762584965967038,-0.0023875812539849856,
SCGB3A1,,,0.004977373493822491,,0.040560119764406544,,0.06304360589002204,0.010681548700438368,,,0.03123458073769863,-0.04443057143922959,0.026666172982849908,-0.031029981409277575,-0.09073921955278809,,0.03498842674250598,-0.005164938190967408,,-0.0427242329460018,-0.07807904547105597,0.05047870232669992,
IGFBP4,-0.01288870204102055,-0.07502718908621897,-0.10794075648936895,-0.023535376219242024,0.05308644227460745,-0.06253870729753998,0.048479440855371904,-0.04360211825821329,0.312189076458529,-0.09266188633917075,-0.012747444050283612,-0.08396093453080061,0.11188470349200436,0.053782493956315264,-0.061934668260506795,0.031203604773060438,0.06375640328338995,0.009581221225487508,0.18211995834422054,-0.13729569960537477,-0.18009422828522742,-0.09340584778359803,-0.018732245004923997
RSPO4,,0.03365681936231914,,0.03485616954137666,,0.012444988628850604,0.03355071048764291,,,-0.017950618163593658,-0.031096890259422,,,0.028638935881361544,-0.06943090940164144,,,,,0.006038725291285916,0.10137929546007679,0.06792674518436508,
LEFTY2,-0.038203976254458975,-0.014883479956356516,-0.08929698539112357,0.0447063944989279,-0.06342729441786564,-0.04603471254170522,-0.0010353735480264838,-0.030735641516400267,0.2977024072639461,-0.03803206229368732,0.005913422886110745,0.05143953875129057,-0.04715450602775748,-0.05528837103679077,,0.04971017138090214,0.08901357893288103,0.007097638532744625,0.24965953992194342,-0.00335772334637916,-0.003668832566202529,-0.04386691760332007,
PF4,,,0.012138537300255419,0.04553838436254683,,0.054673588253429606,,,,,,,,,,,,-0.029233614797707183,,,0.023276457661482088,-0.03627951070172346,
ANGPTL2,-0.012191124907841222,0.004614864050985139,-0.09423855017044046,-0.06984657376761222,-0.05667131827764154,-0.09043514801983571,0.01302077461204957,-0.08001682470520266,0.2692037107110756,0.06419945220235737,0.015051085195944352,-0.03993224161050746,0.05144145195768687,0.20510288395156587,-0.09141407101662712,0.01714191318801899,-0.014324076642865113,-0.03175870874592446,-0.0015110249124637555,0.008902736009642346,-0.0854349745719414,-0.14640591758316793,0.07796467036379819
LRIG2,-0.04080648615341453,0.10406989231840003,-0.007022094393015071,-0.004380157920971151,0.017890512509431952,-0.006216946826049352,-0.019128763224308423,0.005303992782487157,0.14812868870778315,0.010149909893147036,0.0034208130673506598,0.1098152521716961,0.06551055459271336,0.13032258832352933,-0.030025740462330242,0.04465230311717511,0.07330828416629447,0.07190457193431583,0.03977821213895095,0.036186864607634546,0.1790253756545239,-0.009455956142012938,0.10728609753021119
ICOSLG,-0.02107715203039695,0.0644122436849538,-0.07226760478436518,0.040799253800423985,-0.04017515744000712,0.07138821629304971,0.05327538142916696,0.026690470312094268,0.21307919306396456,-0.03425866768491673,-0.035363214747502564,-0.02268270551093177,0.017549093167081194,0.05984440832634121,-0.09380966482274351,0.03529983726773368,0.02155247195596008,0.07879786728980949,0.028112751919775598,0.02053074552587005,0.09286070619467358,0.002856479336343156,0.02487574694791414
WIF1,,-0.35001350310935864,0.039695663200293406,,0.05444378897217707,,-0.09173588083805909,0.13283999784402448,-0.17663124314396633,0.023114456853665977,-0.06328484605487285,0.06912345075358489,,-0.047571672924255404,,,,,,0.05469041316944985,,0.07398867273320284,-0.054863737500388324
NPPC,-0.06908496674668531,0.0005009374550939465,-0.01936665113991027,,0.06627148233041424,0.009916201693318027,0.12490826864186695,0.016757228881693027,-0.06413471951346211,0.010081231416421896,-0.04087430354855827,0.06733530825923491,,0.30595054724829707,0.15695052690355285,0.03365718228004369,0.044518447069776895,0.041230030838626294,0.07364405813092234,-0.024025963479308306,,0.0022454085637478092,-0.004498863112155117
LYZ,-0.005447350493957488,0.01678855503224877,-0.0031361972090727225,0.011666821869252683,0.04176712655896491,-0.011890781172151857,0.13660296206410188,0.023455180556809542,0.20980353528026197,0.020736107955638197,0.05534821543247781,-0.08462312915101475,-0.002428476452336068,0.06365077339601319,0.010725245148244,-0.01054709332607089,-0.012454149395946116,-0.014750944229014042,0.05205232308510632,0.034490194660517774,-0.020501352540395437,-0.031047225006089404,0.08563524212565878
EREG,,,,,0.007915316333125979,,0.05480320380440712,,,,,0.08300875196368018,-0.017997882068923294,,,,0.03734157660565952,0.0382779316508723,,-0.025805583312833915,-0.046622282104695656,-0.019017318343948306,
SPTAN1,0.023167062991334048,-0.18350436576452853,-0.18298177198784274,0.019007370153979103,-0.13236685655690783,-0.20486196569680634,-0.07655964903858395,0.12023080565024286,-0.04227391685499336,0.0799068596626356,0.008002468793606847,0.15116417355827225,0.042555414504507005,-0.1008202468023686,0.051205250961322245,0.013438648759521726,0.033165232069578915,0.01154831537946156,0.04580174935159901,0.053222620707762874,0.14567359389140788,-0.06123330112357491,-0.020091483421222404
PTH2,,,,,,,,,,,,,,,,,,,,-0.0014324788410134143,,,
LIPC,0.15320386539582667,-0.0556438401852511,0.026382918429543007,-0.0020512961001725653,,-0.04394226773468658,-0.02182111652558296,0.07296732137312266,0.13244908692075524,0.04352761758594483,,0.033942976011568225,0.029542169513426444,0.09235615949871957,-0.07146178506003148,0.053673976141868605,,,0.03505930818521422,,0.04289358627295377,0.04271628415577626,
COL8A1,0.022948077552301813,0.1213145886071752,0.04674264566701891,0.008702728243404845,-0.037946777346670825,-0.019045025636804866,-0.028311397796568338,-0.007038148007362612,0.23774071434592922,-0.04912509784245421,0.0029619481104646204,-0.08941340715463922,-0.14968586157020727,0.09904050529297355,-0.06518630380833351,0.003184495043766959,0.015728857113145766,-0.023899954701884538,0.22171751121942992,-0.005086960122467847,-0.06360398895129539,0.19482198787223712,
GSTM2,0.032789550790503844,-0.033369727601825425,0.021043993282168865,0.02632683758050874,0.011500867376817481,-0.06531594458425835,0.021187286646285153,-0.01404640638099427,0.09364592815276603,-0.06907242207666325,-0.01960937316636376,-0.07382348749555727,0.018629593510709617,0.1799845971691416,0.036732444440593454,0.08367714061626057,0.01777768089451808,0.03350950292672207,0.02305928071291713,0.006462142440580709,0.1532545605182489,0.08333598035646206,
SPX,-0.03297662251218518,-0.16650703459975946,0.009164665600398423,0.005118623780727209,,-0.004336492764424061,-0.04798775576557933,0.031243244368093073,-0.07325285638179391,0.08086147951824627,0.009702289554022712,0.020517572413955014,,-0.1146484445795806,,-0.08681491958234847,0.0137713551509008,-0.004833182192986613,-0.08959437754758966,0.09703546851097487,0.3355348160290652,0.22252644000215396,0.048084319050750314
MFGE8,-0.04403565723139909,0.16950851634138722,-0.006414903006843532,-0.024306170092478603,0.0607473378142261,0.019416020851525627,-0.07020326861399782,0.06644622595636754,0.10152678197843652,-0.024236700204069962,0.03188514486330892,-0.006479286759144198,-0.038177862884519326,0.056875909480109794,-0.03146114610524115,0.022801475207775042,0.0686418781443642,-0.0006263214072019129,0.18039505073931103,-0.017289201149896342,-0.07080018248003327,0.06524557332490483,-0.06991930779338372
TGFA,0.00797936968598401,0.3727127649047896,-0.09457802183317825,0.0004873101818895354,0.019061844812242424,0.06761120956940281,-0.0449667155173,-0.005726313260724142,0.12426537523152012,-0.07341281029309521,-0.025437621682803016,-0.0351171991331509,-0.008207973524764425,0.15810974098141878,-0.11608288533285627,-0.055392274756314856,0.04483728115752878,0.017870370791424096,-0.06077290614115707,-0.015830319265458262,0.21617306261958477,0.06712919585591828,0.17753746888354166
