,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.028773876159698005,,,,,,,,,,-0.018219043330381456,,0.04186561836525305,
BMP1,0.027444918212102074,-0.0005874639585305726,-0.05490394541184622,0.1057601487369643,0.011512617079971317,0.09421592515377254,-0.04390519805365053,-0.05579249951744241,0.010691226064912086,0.05671431746081969,0.008362504771054508,-0.026528545073892486,0.06523537257342703,0.0015388301416745932,-0.005382013283123956,-0.037729836225706206,-0.05044955620894496,-0.05215583502121309,-0.03438817545927473
NDP,0.12880567975778778,-0.025598111826806387,0.03940468929962671,0.011629558013464247,-0.03395102689910243,0.011588426112665102,-0.024825477396027407,0.012604939725695792,0.012537702452527978,0.09099155853799858,0.000853425216517252,0.023980673273388337,-0.011784013575521406,-0.02022759864707324,0.0801010367613454,0.02099701939013528,0.033093564143529965,0.011488441116190823,-0.08717134933654193
TNFSF18,-0.028618213658939375,-0.018242936900323956,,,0.010172202322451513,0.013514433649909214,-0.024481588736386756,,,,,-0.05903013528609827,,,,-0.018788977801622524,,-0.04892393286651165,0.06663573761278528
IL36G,,,,,,,,,,0.026611842544430987,,,,,,,,,
RTN4,-0.018766406157007115,-0.012191665866041576,0.0925621409424369,-0.05579633008401559,0.031600317253462074,-0.13154525109643392,0.0050651759719723905,-0.012587103090294491,0.0070655598084220375,-0.023658065681265907,-0.08288237356084083,-0.03558239409240564,-0.04925225765323163,-0.03746552813612609,-0.08741788197898341,0.0023588497867899753,-0.05392368583750821,0.03195708189016966,-0.0026004655449041467
HEBP1,0.0692658291625302,0.04224252966127475,0.004087139284495335,0.006177433143621236,-0.013714190980626753,0.05534560539581237,-0.05079091444841906,0.0019267641953690888,0.05055618584398111,-0.004042438217593495,-0.058789352082952995,0.0630199903553312,0.06365268996592738,-0.00034630405177682536,0.08444089141100665,-0.03773933566782797,-0.025905703074815732,0.006884380118546195,-0.009325276265916017
WNT7B,-0.06766791651845412,-0.0022537050339744846,-0.01360595244511032,0.0102915778695165,0.05117256977444713,-0.05816750006721009,0.00843714314248245,0.04737836427135706,0.01198883510747739,-0.029115104966878715,0.0624039391620933,,0.005715678339458972,0.007032691694476317,0.06908889600736677,-0.03928927257194622,0.04461872844371432,-0.01972553518471197,-0.05939252126292025
PTMA,-0.16027978984833785,-0.006673309094084695,0.016212002894882765,-0.023922654079889243,0.026755546597845046,-0.08244848351579048,0.03207301915580701,-0.045573752940539426,0.05947354883669084,0.01717923428608099,-0.014368765016343656,-0.06175049432434276,-0.13905447124350898,-0.12138114531334863,-0.005995429664494941,-0.008908167157480516,0.04487878907053686,-0.07343741276011145,0.062294782247325896
FASLG,,,,,,,,,,,,,,,,,,0.09296281787201956,
CEACAM1,,0.008613107630565605,0.005693051803900757,0.06803207102837354,,0.03290074744552306,-0.0014611679210835172,,,,0.03861914677183544,-0.005952181154639771,-0.046552916359100666,-0.026929002565570816,-0.01275547588770132,0.045744450464970346,0.01002049043663092,-0.034999259041033424,
PDAP1,0.03159402902273012,0.046219196842495584,0.004805851311782195,0.03669720621295294,-0.04295037885127906,0.15420329149273104,0.04128570765198337,0.0334242134182576,0.050520016797487535,-0.00141367979912651,-0.001933035471310235,-0.03403484202336675,-0.0029809473477406426,-0.08155802747156278,-0.06854139416599832,0.08062242476062137,0.04625483348291154,0.017114782896322546,0.013818167666234183
QDPR,-0.01779576296390579,-0.009027509146086316,-0.01703754325079335,-0.02687176774790492,-0.03197608011819525,-0.12893407108420124,0.03503438749176451,-0.017427154356726825,0.023541453529585962,-0.046474591449161606,-0.06591926607676776,0.015499612626813037,-0.07020311896092084,-0.04122717317776557,0.05931421334241736,0.0008347607837493957,-0.015272721552872333,0.06646668992532427,-0.06689576981426447
