,UKF243,UKF251,UKF266,UKF269,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1
NGF,-0.018643766908628363,,-0.017932883409915227,,,-0.01603055875864464,,0.09772873781085907
TNFSF15,-0.023064666471590084,,-0.021774451940498422,,,,,-0.016227973366858255
HMGB1,0.0450057579754114,0.006370441506658532,-0.013537400603100578,-0.05352592196168261,0.012694679803846552,0.05728066330708089,0.09335571298798186,-0.01094749403573144
ITGB3BP,-0.0511013862857625,0.0687779307987275,-0.029233457359127704,-0.003492688506792134,-0.006296620904986248,0.06393623055526833,0.003255277778008177,-0.0047270644633684465
AANAT,-0.033416004238094814,,,-0.010706806501294136,0.055712314380399,0.12690824405024806,-0.028610959733298115,
RELN,0.04355613484236386,-0.026269844991301465,-0.012220163707904255,0.061697736930393404,0.01712540926169952,,-0.03577976931802116,-0.019601633163912852
IL15,0.002161327372567887,-0.02290386819145291,0.07940489761958384,-0.027927714334134317,-0.026511474166276847,0.08220761151540908,-0.035629756016889155,-0.029915710945705633
UTS2,,,,-0.03531794607561152,,,,
BSG,-0.040070792953905816,-0.003928165245285374,-0.062399259455343435,0.018210260346647432,0.063128184254759,0.0331930573927306,-0.0385621089459763,0.055890054514431735
ADAMTS3,-0.04182436827740376,0.0674134367523983,0.033304728950652694,-0.09389689630857019,-0.01628819361687519,-0.008969989698166494,0.00728836605501312,-0.021307453345223416
CD34,0.04190139103262933,-0.00733979402937764,0.024003984649657407,-0.03363154243478657,-0.030195174353390395,0.047566071486224853,-0.05462276710996916,0.037753266747060595
CCL23,,,,-0.01218264620480645,,,,
PLAT,0.061151703993734756,-0.004798755791601145,-0.031915640839471175,-0.10095428642756232,0.02708267159264591,0.03509780698508548,0.005958902124223052,-0.03656181894077836
NTF3,,,,,-0.015095392067711823,0.1099525763693952,,-0.04964720475848789
LTA,,-0.013221176556206722,,,,,,
CKLF,-0.0372136293664727,-0.030082002772913265,-0.008930681704840708,-0.1108086389070892,-0.048087510945023615,0.060118782904575375,0.07032372728253708,-0.014588354922177606
CD24,-0.0020600839598532298,0.05286509189231514,-0.0732049954465302,-0.03413736045578094,0.020167863091454023,0.012989030693695194,0.001361081746044944,-0.004181592385664311
HSP90AA1,0.021611966267317345,0.03243134285063463,-0.02030362271230842,0.09765289877035062,0.037503399880928226,-0.0485045555624723,0.07134454327075891,0.020542209012615335
BMP4,0.033125822671968834,-0.014015222175024121,-0.01777528331513104,0.034817179389678876,-0.0039078095535110945,0.07688910753524603,-0.028463753240776872,0.03720570367546205
SCGB3A1,,,-0.019778131469694996,,0.02864659924941863,-0.0042093526987634,,0.0368032211813538
IGFBP4,-0.03972685850814067,0.02733139936583643,0.04478537218215968,-0.09066790582906195,-0.006202191351408344,0.019724181496916238,-0.04646467588159808,0.047232272997152644
RSPO4,-0.022775272708253073,0.05560788770426737,,,-0.013613196578262196,,,-0.022695771749564282
LEFTY2,-0.03814872911211189,-0.013383552719984752,-0.0444120062645869,-0.06737193707638779,-0.01492703654111678,-0.018683398719025118,-0.04048254641619442,0.01637902104055498
PF4,,-0.012026457023707748,,,,-0.014893308066279507,,
ANGPTL2,0.04465531828246025,0.08753522452366418,-0.004314984547625372,-0.10314314672857323,-0.00477284808178174,0.03950789187294729,-0.004872844951828304,-0.04003824665898935
LRIG2,0.11615736960446213,0.05580836072857246,0.013944876223427362,-0.04064857981501671,-0.038453898578001466,-0.008629041049994903,0.00601751520878614,-0.012421373392107232
ICOSLG,0.01168562289207166,-0.014895902605727335,0.020318089876629013,-0.0577538838451881,-0.01434201765835276,0.10981194652455073,0.028793392745128665,0.040308092052835934
WIF1,0.09064118134314365,,0.0687710055745873,0.15184374172302423,0.0890558358981243,,,0.06672030284039716
NPPC,-0.046481020421033574,,0.012008693273748297,0.00014954807866921255,0.010523019836543059,-0.028179137308856576,-0.027143456727174622,0.0065134202750851845
LYZ,0.010579052722733098,-0.004610084681200074,-0.03580265041000165,-0.034898673625267565,-0.02857106700629315,0.06236904932563729,-0.014019839201989558,0.04380504905970999
EREG,,,,,,0.02639168892394095,,0.026160889297068068
SPTAN1,0.01683327350691045,-0.019288104549665945,0.03211735619136455,0.05497658559747668,0.03152570072273131,0.04557427017053456,0.019442320354621026,-0.024744488806897905
PTH2,,,,,,,,-0.03609383799527363
LIPC,0.008635543867090761,-0.018100460569545656,0.08442666897078109,0.032995079192536976,,,-0.033317223913611894,
COL8A1,-0.027378747846655126,0.07850494239550543,0.007747541928654501,-0.0375497649701824,0.031417220966627295,0.027948727041375576,-0.03161076001647022,0.09279299100317931
GSTM2,-0.035506763932302995,0.07596258127101718,-0.01310210858337261,-0.039222101216149025,0.017192624776442945,0.03611376977783223,-0.0373913331946339,-0.03176243340265569
SPX,0.11082939427231532,0.001084743477428805,-0.03801478854149463,0.0678540814589046,0.044167418684793104,0.025959767134118555,0.05202138078487308,0.009286537360163143
MFGE8,-0.010475409904244885,0.025218166779512587,-0.021608380388579977,0.019344418332013485,-0.01846310096261221,-0.015444692512778073,-0.024852132471441402,0.026164579651461198
TGFA,-0.014828833454561352,-0.009827113693446417,0.05931411753313565,0.010936462103325634,0.03775382326257185,0.023226449291893093,0.09567459013493405,-0.03180236943773352
SLIT2,0.024026491674242294,0.011464808914749795,0.014936793678055001,0.008764257732098057,0.007218487807979173,0.007152892721847901,0.02753549619346149,0.043989228840321505
PLTP,-0.014814152125974912,-0.034352990456960775,-0.03397715753300755,-0.1150886245879321,0.02532897580629558,0.0385362320381578,-0.020523612312352352,0.07259995242786942
APOD,0.016753860845335915,0.01447296942901912,-0.025662153070744122,-0.10994308835690593,-0.014709962302599766,0.0007189463231750989,0.03554775329812,-0.050786773075215084
B2M,0.04210063942351649,-0.006999202446041894,-0.08446687628651187,-0.12151137112783596,-0.013305743712841132,0.10284357478338242,-0.03310231532770505,0.059193545840854955
OMG,0.0722476099907715,0.019657631149890737,0.007533750252179514,-0.0008020815783829364,0.034648575102988195,0.07468070881487929,0.0726516242180794,-0.07445954092557543
CXCL3,-0.00537896338511116,-0.024725251104319338,,-0.014057525123198293,0.024744301205540414,-0.006704184558753948,-0.02014785162254727,0.010546823668103751
CXCL10,-0.01481788963222804,-0.006918714686687949,0.013597652669404372,-0.10049272587764307,-0.022122631761715705,0.06330483977600138,0.047692384210293134,0.06874667028842414
RSPO3,,,0.03338223570443142,-0.017581143996858326,-0.0013467067000624492,-0.007153302109044056,,0.0004696505049003243
CORT,-0.025535093445730885,-0.021478490673849212,-0.024863845047012872,0.061964378916790526,-0.014314058979132014,-0.015585089922537603,,0.0044966021509387204
NCAN,-0.0017420310392949681,0.01145267251236012,-0.029145149926052032,-0.08243586896985472,-0.024621628521599468,0.022057383924921098,0.02866465988404172,-0.09114507663772574
PRG4,-0.018026224529300684,,,-0.015230047267478477,,-0.005592300110141429,,-0.018517918866599207
ZG16B,,-0.014471886384454293,,-0.016443283482347033,,,,
TGM2,0.030350950101936874,-0.012283714581365632,0.08235845232920845,-0.06338624402300014,-0.020984958037703037,0.007661095534934109,-0.022877705441460436,0.05695982636193924
VEGFC,0.042868307870205125,-0.0012709544497108355,0.02006899628042998,-0.02007986109171849,0.024202011086653756,-0.017928085436004295,-0.02657534828944703,0.06203211829867229
WNT6,0.038944829091619344,-0.013383553071229445,-0.015891882290923552,-0.014976757199171175,,-0.028965586215865466,,-0.017846827454125976
NRG4,-0.02363379118308646,,-0.019454601722290032,-0.01896999003936673,0.005355089884691554,,0.027739642886140118,-0.02997035545272865
PMCH,,,,,,-0.021866714954498764,,-0.017255693264496465
COL9A1,-0.004428262833286668,-0.03324145434945444,-0.028897951676296142,0.01899483531541642,-0.02883701751864138,0.053165027425978756,0.004427874737024757,0.022764055835112422
GDF11,0.056487076611212876,-0.04546168822403238,-0.006537504891527539,-0.08970412047920699,0.02175653880158519,0.0137845577737582,0.051527469815925354,0.05808906939452644
IL24,,,,,,-0.014655841841198912,,
SORBS1,0.027290926120172018,-0.0025725099695298355,0.02576094384340701,-0.07069070220647167,0.009585655115291504,0.044119439753202,0.00782533242520765,0.04439133963320988
DLL1,-0.004206620848960122,0.02167063616697984,-0.03577926742813518,-0.047536645705356616,-0.04277530023799342,0.022317776023140598,0.0011937829747948648,-0.03803327887292154
TLN1,-0.02786439115836264,-0.0020715288640403688,-0.0186260995439941,-0.06317074726235333,-0.01002744721032415,0.008422749319700353,0.05002818333540735,0.043013920005323523
COL2A1,-0.0241907416046313,,0.025558627079585568,-0.014057529907129891,,0.005842075136212718,,-0.015802031498219658
SHH,,,0.08169567497707445,-0.011050926586211918,0.020278847438381976,0.002149250619797032,-0.05374051965621068,0.04273694082832549
PON2,-0.003954306901302243,0.00768594779045703,0.02851328163180234,-0.11834443371423169,-0.02794971964641888,0.0756242185527536,-0.07454359530193669,0.0649733228381386
ICAM5,0.08726481803225351,-0.017227638531351935,0.04261101206527309,0.10316627615085992,-0.019747339074836338,0.005923323818517184,,0.04831330693018137
HPX,0.06373101256791752,,-0.01589188336294317,-0.020470692270920993,0.007273827197151699,0.01955598223642733,0.02632952638116903,0.03935477196940201
SFRP2,-0.03149494582324953,,-0.00715725357876816,-0.011219215555361236,0.016111548861460066,0.031366725133473806,-0.03530102054190607,-0.023985676037928734
CFC1,,,-0.026853393734664128,,,,,
CD70,,,,,,-0.007776094043652633,,0.047863819536876254
HP,-0.013309487449361248,,,-0.052313418829861284,-0.015374799776768266,0.1014548501942389,0.010554379351951243,0.05885669221270588
CXCL2,-0.019550437869453707,-0.003886363962126794,-0.02456159370654814,0.028923406715794218,0.04033058144637182,0.041019862316650675,0.08969354594891835,0.014002185283252555
NPPB,,,,,,0.018541947561256066,,0.03196734827954594
CCK,0.08813210237450625,0.04265457964020685,0.12314266954007635,0.10618095012860293,0.025915891643345106,0.005040542151938874,-0.020190093466150468,0.010937310307359303
SEMA6A,0.022245372929525283,0.012425196255394509,-0.05568958199660588,-0.08685890943105892,-0.030461644486714193,0.005412075927895929,0.007253179028444005,0.051939866128785324
IRAK4,0.02725231469660173,0.00219472487203348,0.021640085011377402,-0.03433952101707364,0.008001644456056608,0.029023199556607846,0.07721530225597101,0.03317269016790468
GSTP1,0.0694230047638393,-0.00740273133361189,-0.011311472631096213,-0.12433301272254309,0.023900420376591198,0.041318074087036166,-0.04831367044719644,-0.04839891002943636
VCAM1,0.019319733952560682,0.013859419732130788,-0.019564987795828107,-0.04518764070582968,0.012020125791484858,0.03185757780599637,0.02096646198821896,0.035873581880725376
NXPH3,-0.009300045373302215,-0.02300236749046944,-0.02755233243964884,-0.042497330528676366,-0.041121207545609155,0.030929353034966113,-0.015290612044714193,0.0947643154956491
MTMR4,0.028886225397688994,-0.009809989619197558,-0.019356904771571183,-0.037261356109208235,-0.024700341021039504,0.03940261194840704,-0.022184481260975965,0.013428440515314161
LAMC2,-0.0215823007833178,,-0.021774449800430456,,,-0.019247232687802217,-0.020632114676949826,-0.016749341818517362
IL10,0.03369037059840301,-0.01916955331388502,,-0.018446617944581238,,0.027732873428525952,0.13255470140842215,-0.031610518210135705
SEMA4D,0.021526014677459984,0.01357944244696986,-0.030470149308869945,-0.05685495098386363,0.02125398124511889,-0.002152617484958737,0.06329194442599692,0.012795384401679245
TRH,-0.042117054442301904,,-0.004416649365061433,0.029562592510575962,,0.026702765709608507,-0.04560308108229164,0.06203874812736106
SEMA6D,0.011258970460118457,0.0077198184634991686,-0.052075444305546816,-0.07907684731461051,-0.008091849168040833,0.030560575166037187,-0.02611434753021531,0.038216036482868074
CEL,,,,,,-0.023927605218108588,0.05639225595586318,-0.023378609962493635
PDCD1LG2,0.04084831831728731,-0.014556561918814876,0.03348510180678204,-0.0065681146244463565,-0.017594665539242937,0.024656389418706497,-0.03155758721006008,0.08873198926223169
SPINT1,0.0013097252185481475,-0.001078671162093393,0.018312723155982067,-0.03505767969855253,-0.022246959169579885,0.01996838781700249,-0.013451961344359782,0.030249459942719895
CTHRC1,0.02446026977808255,-0.020076839906097894,-0.05684878506852798,-0.06365930150103251,0.0331906612618457,-0.004152707791722726,-0.01146838837253445,-0.013361675454915357
PODXL,0.07215407732137334,0.01773235453487911,0.015996566654094713,-0.10943602038726356,-0.00853170644543951,0.08812270191222174,0.04721806125329758,0.001391549949119092
JAM3,-0.004979737779672006,0.0025721247792468726,-0.027915491902848585,-0.09789622259116545,-0.01611582429159674,0.047457203944884105,0.07109233322511122,0.02329356519470304
TGFB2,0.018307225111319176,-0.06257240492179486,0.014974627239329207,-0.07342868284451458,0.02113965404636545,0.03508105545088907,0.00739788814278136,-0.014188189754333752
COL18A1,0.03728768437056712,-0.0022831342931270296,-0.03311818478507885,-0.0923146459405763,0.0008371854630311754,0.015617831840161087,-0.013084770042801952,0.08243688943958474
NODAL,,-0.012890605498827024,0.00554722505107488,-0.03704641431512375,,-0.018103417042502967,-0.031037323452512665,-0.019154128593328493
INHBB,-0.026108418360363577,-0.01020528260851955,0.01672801300338419,-0.06820688889280757,-0.011945320116735337,0.061088126899026124,0.0005416111589171533,-0.013120059490121742
LCN1,,,,-0.012336297902014105,,-0.0170963876128702,,
ARF4,-0.0034085580035441397,-0.0408599015729782,-0.05290099641450387,0.025659474264040492,-0.0321149770397793,0.023073671750393442,-0.06035990422248991,0.03517955265557291
CXCL14,0.07050265500183228,0.05422308845350475,0.031590992175154806,0.026584998352836012,0.04521628971954621,0.0007728079583639481,-0.06218507279585767,0.09952011554948063
LIF,0.041845106232603915,-0.016312321789327865,-0.019290980789561877,-0.04530555284531075,0.05488065178339039,-0.02166768110054577,0.06617006243911455,0.013159330404928385
IL17B,-0.025796444310653192,,,-0.020373579254019544,,-0.012447132725635896,,-0.007510603181756006
MMP1,,,,,,-0.028179135481965566,,-0.017255691897951144
MATN1,-0.020325193905068192,,-0.01862333492843671,-0.012933769667290165,,-0.0034924098097046143,-0.020870381072868253,-0.024558874261655324
ADAM28,-0.006210409349384885,0.0034594350651015733,-0.006211073407472251,0.006022687019930743,0.026488880802076252,-0.017962872521255027,0.038697315060724366,0.025702654215303152
TCN2,0.02385931829419699,-0.02858890771385072,-0.038821385531208195,-0.0840164732201681,0.01073594983713244,0.0011112976217649898,-0.0097508627655751,-0.014130388733908072
THPO,,,-0.02648319429637786,0.0419698870192686,-0.016793908241189495,,,-0.021303685908408646
CUBN,0.03488983390079256,-0.03104961103508515,0.027246718790084903,-0.03148698497000227,-0.020884300010259788,0.035444120223361,-0.025193800160462118,0.006056535426301742
TIMP3,-0.05747167915737477,-0.037170074462285846,-0.02880557625915808,-0.05106350158926969,0.03958548418190583,-0.01071215798679909,-0.006470446153625392,0.059051646202695734
PIGF,0.00511671241655377,0.003348024608432211,-0.011094707684835323,-0.05859875098594806,0.038959690894122226,0.022100556599364277,-0.0017701045250615507,0.017124655234289122
CRH,,0.004085768837381744,-0.01569403871588844,0.06454910125791564,0.06609773243947646,0.016738354415490403,-0.0351767656283124,-0.02002268527977385
BDNF,-0.01964282371365941,-0.01447188362598912,0.04897726455254973,0.13303624171646353,-0.02731958066742536,-0.039622790459283436,0.0067470306051995565,0.021078668326859736
CCL5,0.08387915990596893,0.052677048288952,-0.005965556580005803,-0.028003500883177976,0.051235907844300314,0.005416126864641512,0.0119757495179239,0.062293702246118805
GAD1,0.04226529151469224,-0.020280452451067153,0.07617440912857301,0.08773274550587623,0.0024018357045069373,0.02814191941271221,0.10420704647689474,0.018304066002863634
COL14A1,0.03019728518725208,0.011824136306308183,0.035634318345036345,-0.02188387926482638,0.003860985219260923,0.055083929188707796,-0.028960140080639143,0.0929637426421796
HLA-A,0.0344195749706944,-0.06695415409414603,-0.03599385284040577,-0.11228215937933937,-0.009957719244408875,0.0014261261558389596,-0.07689395473892605,0.07510417540200486
CD5L,,-0.01070219587690221,,,,,,
FGF18,,,-0.021774446628545163,,,0.005672650274191033,,-0.029819063476728302
ADM,-0.0702935312816267,-0.010401415063937,-0.012790286971306998,-0.07607064995756688,-0.017289184687862204,-0.10074703322345649,0.0718100168775503,0.02783880810820654
CCL15,,,,,-0.04204946320868989,,,
GNAI2,-0.061497791863972535,0.03542957245920697,-0.01909665121646754,-0.11927646189337417,0.0073966797426759465,0.013221789736144154,0.015016940154492446,0.0319373240953366
HDC,,,,-0.040376760108466345,0.007964328704111415,,,
COL11A1,,0.017369201067597723,-0.04388151579139356,-0.022428427989543934,0.0022139417564595327,-0.009034665272978587,0.013832192403060604,0.09191130458003308
NUCB2,0.044664228906450554,0.024222285140032062,0.050722271585323955,-0.021953556075803723,-0.029336151619565973,-0.05525544729316608,-0.07033174018090516,0.004706421719857823
CXCL1,-0.008016708185251159,-0.017354777387739696,,-0.031556721193853124,-0.015282556760193853,-0.052046686499841434,0.034987650850216157,0.017538379340770988
VCAN,-0.03684413122234183,0.03704934695618036,0.001815171244278018,-0.08884492426975536,-0.0024274400914117353,-0.00798393845142104,0.04853606874170434,-0.015070228083776229
MMP7,0.03061438926017072,,-0.019290975374679182,-0.009004480101038586,0.05118401379799135,0.01893603586627774,,0.045619900647474364
PTPN6,0.08516570945947904,0.008147542514041234,0.02513049125581077,-0.015438136546750574,-0.02993248689893563,0.04542294854977919,0.012994253058254508,-0.017733477021243997
PTGS2,0.0033321335859007512,-0.015488228453273462,0.04317069511003967,0.13274573793510303,-0.023815564648398905,-0.003855095540714289,-0.025801106440449403,0.006957210357230929
CD58,0.0306344727900149,0.0004453321559740138,0.005090334503612282,-0.0897015675471435,-0.010618427223909314,0.07662780141980603,0.01209254020419988,0.04276816663919987
TNFSF14,0.04507172182269111,-0.018100460666040277,,-0.018762157601411745,-0.01492703654111678,-0.029094939027482003,-0.043425677029932636,-0.0249163135022123
CNTN4,0.05286205896149331,-0.014168982868538068,0.06220851596983895,0.11444923947919382,-0.0036889231566713905,-0.04055498515447536,0.04890823905348685,-0.024304550375473896
INSL3,,,,,,0.030932950133436245,,0.09797172241169902
BTLA,,,,,0.010737020277532528,,,
MFNG,0.013046576079808813,0.016798792303284054,-0.0176440660602042,-0.07196146153916833,-0.02351532802376115,0.04287395281885805,-0.020712714529445786,-0.02421255856373547
ICAM1,-0.030946429729858237,-0.007694041075757602,-0.007981210183068934,-0.06840027145130705,-0.014745504623034408,-0.0592493391949483,0.06764566080615708,0.029481568553563188
PROS1,0.03248864745489661,-0.0030597833006632187,0.05556768295441646,-0.08755276346410565,-0.03299361980112944,0.04855604372573963,-0.05095579906775775,0.0819081306804374
CLCF1,0.017418828144754147,-0.02707549574069171,-0.01793288801555873,0.05212233805194474,0.03438325187488533,0.07206082624576583,-0.0648735663191529,0.017460781647355376
PSAP,0.06311082184391321,-0.05057536307522826,0.0379270174481235,0.07306929055650238,0.01403671092741623,0.02736149020034605,-0.06086992885504812,0.07962920246544486
EFEMP1,-0.027357304880485222,0.008578616078110009,-0.061253139991443446,-0.08776091794146268,0.0032398765604746047,0.06778247883243689,0.06237478767285019,0.08817521067516426
C1QTNF1,-0.018369809068741597,0.04672216255315929,0.06588379469058088,-0.031622132828919,0.011268430615678919,0.044393093976940814,-0.08666669543775721,0.020449040194337933
ALB,0.05075079418607169,-0.009424112028610784,-0.018452962849174852,0.03661826232600097,-0.016953960811334268,0.00321096395443916,-0.015580677413730473,-0.003640408914115039
CCL13,,,,,,,,-0.027948820405102895
EFNA3,0.008374406323893527,0.011469747282475037,0.003666222662071735,0.1295915086944526,0.0028961013792078226,0.002597740276537347,0.019620777443555913,0.000563892892441854
DRAXIN,0.0793183619100063,0.05282891097144241,0.024361515847094242,-0.07081434499061685,-0.013613198569500438,-0.015600939416217069,-0.006945352142743778,-0.024886219450192933
RAET1L,,,,,-0.01630486895534673,-0.017096376408613646,,0.10574980404253212
NPTX2,0.018785905970990703,-0.013014177676391337,0.07013213980725763,0.11214517520936135,-0.03471676782627147,0.07922725821898807,0.03607428820999501,0.08700308798196885
FGF11,-0.021371732775582374,0.0028895129999702957,-0.056648587043757526,-0.07498777603620908,0.04678574906192843,0.018957309134284173,-0.05196361972314859,-0.029776402009800855
CD59,0.04825322685513199,0.03528449506341198,0.05874867285333986,0.08454943384287826,-0.015667877018710818,0.03798411550419226,-0.045739599254530805,0.09535994695708512
COL9A2,-0.051824348793661705,0.03740541290943969,-0.04835606628671216,0.002302299280183196,-0.02591778710063051,0.02387869540355655,-0.002436831335042217,-0.03297903103582183
DLL3,0.07787858981658771,0.005654537517930578,-0.09609177313948465,-0.03841719303401548,-0.02005152521383964,0.008079110216491043,0.01620648158491896,-0.03553012876021875
FGF5,,,,-0.012027136582674403,,,,
LIN7C,0.0480225407862148,-0.004694960707699047,0.017047585362316858,-0.029454565262830947,0.022769654988516436,-0.01537432177019637,0.007557066803048674,-0.025884548025321568
GDF7,-0.020325207737034875,-0.0152043268661382,0.06974223300068672,-0.02151458191520413,0.0038993878372514906,-0.01465584648446636,-0.0035903904257513827,-0.020255506567974497
PSPN,0.026112371562486837,0.018889086412482946,-0.044327634198953116,-0.013530163469187612,-0.02284410016499641,0.030986983552502397,0.022483988503283897,-0.009874392618195324
ANGPT1,0.026079061303060102,-0.03321395035371608,-0.03176251467251141,-0.050935825148185794,-0.014089592933072893,0.10188512413921845,-0.012761436171492472,0.028561550844974276
PNOC,0.024658310392581317,0.03490564915571169,0.037613520166199524,0.12518467602733682,0.018318139074897814,0.03683787656940206,,0.08438908849863884
L1CAM,0.017354540999900275,-0.02754925331103236,0.05922713430272165,0.0863927305605995,-0.02270936895607893,-0.04802715838741563,-0.03331722768909391,-0.011922958730789258
APOA1,0.016278931581408987,-0.021055951568681508,-0.005227352565772067,-0.025739891364110822,0.02249951391812342,0.019818859724329153,-0.028789908186934547,0.03651516548146055
PSEN1,-0.029656971482364316,0.002381606851542186,-0.04972699124421404,-0.010985216224926394,0.02185918738272927,0.0032848974810984694,0.023901658808059528,0.04495823686471365
CALM2,0.025880566892248786,-0.009082571531602204,0.007350661264588628,0.08107596329103871,0.017931349130767892,0.04629317638601865,-0.01712381170023253,0.003755716701189837
CLEC2B,0.001334775433908233,-0.004294747412965363,-0.015001447164774478,-0.024932286836203247,0.02646487161562486,-0.024616761069820723,0.06146806821963622,0.03749385431718527
NTNG1,0.01902484890048454,0.011622201062029006,0.07645435969105986,0.006201080269830662,0.011556565724257775,0.04687896839091462,-0.05858056274465546,-0.009960520942372542
LRIG1,2.697710142251353e-05,-0.015440305621012975,0.013461663712885492,-0.04779192112070996,-0.004887524330519579,0.034768136373126944,-0.005692637915254047,0.01247004969100688
CPAMD8,,,0.008198540805986433,-0.010880163609919906,0.015546497888110163,0.12946546366991737,0.006022705772274988,
GHRL,,0.014219065054844413,-0.0005227548332929165,0.047203801522890144,-0.013613198569500438,,0.05859907374557978,0.04741464349138535
