,UKF243,UKF248,UKF251,UKF266,UKF269,UKF313,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
CCL5,0.03455499037681788,-0.029603467016655373,0.06530091866393398,0.036713855767213616,-0.008004821046640857,-0.006664681767265772,0.034468846548980706,0.07818982506117844,0.017772362849290513,0.061735725375560754,0.03292634078007054
GAD1,-0.020551624651614135,0.010956012468252535,0.029913577270193753,0.020947516174219635,0.10799613395994685,0.0628349606713022,-0.0027201804950166423,-0.032553340591320576,-0.0019074824651349365,0.05487266067349864,-0.00994312248999588
COL14A1,0.01712344707969497,0.009131766400902252,-0.017313658731080837,0.035795171353153576,-0.036487231052295226,-0.0011357523516295777,0.024977110371419704,0.024244708199677684,0.0027570341361636114,0.07493671165143033,-0.0023995793979673433
HLA-A,-0.030810195024388004,0.0014392749305161396,0.011374289412427525,-0.011962962281158394,-0.07272825884802196,-0.004954415557252982,0.10120098390570507,-0.004782874265377083,0.015860170529526634,0.030437720688366844,0.06326548242949877
CD5L,,-0.01940031522877046,0.021534426040807863,,,,,,,,
FGF18,,0.11885924929600077,,-0.01867945864058401,,-0.019837698372598227,,-0.029352225886968796,-0.015094833981307943,-0.02331342561501229,-0.028196540007091216
ADM,0.11144688206644689,-0.06280480746497513,-0.02709170876857773,-0.041098161176554404,0.002830104708671596,-0.06932223461469009,-0.032773067426413456,0.0527526199820264,-0.006254675590229604,-0.0019322451707124862,0.059564012821265465
CCL15,,0.08777377820841104,,,,,,,,-0.016109621860125673,
GNAI2,-0.07091796887226272,0.06531419908574278,0.05178590165981059,-0.07000284542007586,-0.04814514054050023,0.00219751329646126,0.045238408229383735,-0.0799317743714118,-0.03314695958902141,0.05734120638926902,0.02005179139101909
HDC,,,,,-0.015038890056268154,,,,,0.06510967544905423,0.0032176217888484873
COL11A1,,0.0003945887119707901,-0.0471677413636072,-0.049904470731241476,0.045299736791167534,0.04813842520695845,-0.08961230364493793,0.06322484133952044,0.019278958377494715,0.019398508203650123,0.009751830742239577
NUCB2,-0.039221937305057075,-0.059971211873835945,-0.03116311090364138,0.02546290347136875,0.07950831600110804,0.013299500630429178,0.09647545702563519,-0.02748814120455699,0.027606825302625183,0.09023513231764527,-0.03856626878622123
FGF16,,,,,,,,,,,-0.02023864934444579
CXCL1,0.04809700886358998,-0.04138507925927908,-0.014884049308275499,,-0.06468348126168869,-0.01115811155112169,0.07225927919573892,-0.037072573619754585,-0.02967107270321137,0.08564518050097654,0.05437932833305656
VCAN,-0.001791793388813642,-0.004060789425307623,-0.08171933381152689,-0.08913041429462729,-0.12554678163275243,-0.053859896885903896,0.08124715677918475,-0.005082434371610377,-0.04069108276770346,-0.0373641955327573,-0.0022756217106445287
MMP7,-0.034165419981734856,0.08860152390427409,,-0.01654898435744635,-0.018456959337088248,0.013640052619183234,0.012038641796521459,0.045299674609419506,0.030316492012245535,0.01953654276588069,-0.04085176271169175
PTPN6,-0.03124057736325567,0.04745082393776306,0.014762675013578223,-0.01569956574524263,-0.019935172687801553,-0.05068483451526469,0.026165601329728234,0.01719885441940878,0.032627727914580684,0.04938199684301296,0.1250503903668626
PTGS2,0.07974369637988285,-0.006561438418781695,-0.013283233247302512,-0.006773500979093941,0.12686050148734537,-0.0186042071675085,0.07071120324779301,0.02588800779697301,0.014833294587760405,0.005938130809842922,0.016271517264265824
XCL1,,0.011466263883037177,,,,-0.03562641052885648,,,,,-0.036553115760349
CD58,0.006118205166184546,0.06820244917016914,-0.01978496121962973,-0.03009571438575733,-0.04293742227873199,-0.06512549648240262,0.07759777354663633,0.025087462798880224,-0.005270972828436429,0.02213564979065104,0.026861016821561688
TNFSF14,-0.03340843172536372,0.009779396600297717,-0.015523572733705493,,-0.03845778723919397,,-0.041265339952995715,-0.023480236866243766,-0.023461449801388385,-0.006672779997482691,0.03158272205963353
CNTN4,-0.008837665376164674,-0.010365369914747674,-0.0121518032154314,0.03429280700086731,0.06823650703255468,,,0.008954159341460703,0.04544269019787148,0.013404311377807471,-0.023135969779356252
INSL3,,0.08722292251279115,,,,,,-0.026112951815079798,-0.02346144753463457,-0.03233518562841491,
BTLA,,,,,,,,,,-0.00013230125960409723,
MFNG,0.01496218759403385,0.050361992364755116,0.037385854085155774,-0.01200091370894346,-0.07357778290747004,-0.05142530867851151,0.06165668016594072,0.039334554693512554,0.03236411773565889,0.08620335571769172,-0.0011435232675999871
ICAM1,-0.005396538348787154,0.005576061715797614,0.05526169786008385,-0.009546212907266254,-0.01923154094263115,-0.04678762326658497,-0.0736061393077293,0.06299382664808323,0.06626853314630825,-0.0002694102344356226,0.066370615827926
PROS1,0.008490455616848674,0.029407009901643598,-0.0369661303391188,-0.0542978084299359,-0.05009241007237693,0.09538298633516905,-0.034787353948919214,0.05767513919455867,0.05535220626066256,0.034703512244884056,0.003907762028768566
CLCF1,0.15369141709422185,0.019032019095404962,-0.018975365780734242,-0.01538393354868165,0.01958444072661546,0.07631609448187046,0.007554655246142093,0.0644688819435406,-0.013607877624350543,-0.007618926779948452,0.03157289720093059
PSAP,-0.0459748420697678,0.06656937394495499,0.03514395652096995,0.03692322922640246,-0.02453203358395476,0.06125491181291078,0.09151987825737988,0.062275524372527064,-0.008876728811920807,0.002655598953074248,-0.018496592149132827
EFEMP1,-0.05680564410676944,-0.006104741395780897,-0.004301203840553314,0.005342754346834678,-0.024555312570983676,-0.00962570809196794,-0.05080423886077736,0.09003249910339038,0.008955886303941202,-0.043285117549504926,-0.007886013912238293
C1QTNF1,-0.042090980978544176,-0.02029492894463014,-0.025174967918791712,-0.03413088802576289,-0.018443536505656184,-0.001007590390853871,0.05745164090986459,0.0382142367208317,-0.0015120692073804965,-0.10561775892227537,0.07592947516364411
ALB,0.05779310526468039,0.01679792282534197,-0.004152321861205736,-0.015830085706312395,0.07411314760380579,-0.01808558222448596,-0.04754087150323132,0.008599999193766965,-0.0195343315690442,0.05500667713590795,-0.02907973055875273
CCL13,,,,,,0.012517471279461201,,-0.017430107557822216,0.030721495176031323,,
EFNA3,-0.011110382246307936,0.04593997590372739,-0.014856914669191396,0.033996646869699776,0.08648082098870274,-0.01994215678913979,0.0067840631091675985,0.030115042212615677,0.0115719155792392,0.03499980889879134,-0.03184161737318159
DRAXIN,-0.0076228536127436125,0.026423413338828285,0.021297633575910094,-0.05215833439290574,-0.06201417837965538,-0.020914168857035564,-0.09927546443448654,0.04498166404106807,-0.03819747263116149,0.0350198357795954,-0.03789323704757481
RAET1L,,-0.014835762663254476,,,,,,,-0.028503471207508083,,
NPTX2,-0.12024684122131964,0.024998455804316515,0.04243100468301759,0.052052087692782883,0.1103799306451748,-0.04164842227226821,0.06845406387447003,0.05488885883576418,-0.02530647192408434,0.07298311339889017,-0.09724071964796879
FGF11,0.08704048066503996,-0.013265159579886663,-0.004792348334571488,-0.039064879936799746,-0.04654124724150525,0.01305413741746886,-0.10789630325322859,0.004029472849462956,0.009180678098502369,0.06850490476500112,0.04081538846036369
CD59,-0.09047867103674637,0.06197365385941045,-0.02242601753889656,-0.01271933388509897,0.07058715247729987,0.050243662986344265,0.018651988382985072,0.020293007427245376,0.10577719057531652,0.04841623527568757,0.028583711474905134
COL9A2,-0.07301383691871713,-0.011008267625918111,0.03740420516447052,-0.007439851646547629,-0.05398991848181156,-0.015146525313322251,-0.0027645747484540103,0.002128178882681708,0.010698772223388851,0.08631677775367577,0.11209648400803678
DLL3,-0.10175350606968164,-0.04126203965810231,-0.06384433902180818,-0.07320597043727001,-0.015395223023437035,-0.023175220191593512,0.008017948107285988,-0.012714999729509532,0.031738974129689845,0.02795173042095806,-0.020611280097536194
FGF5,,,,,-0.008559201656444948,-0.008084400109207163,,,,0.004390007520698865,-0.03471729171164349
LIN7C,-0.010876196937495104,0.06525915941601916,-0.009447079750531197,-0.05801176056439532,0.05525488885177716,0.020347939995220377,0.04235226498975797,-0.022721790289093814,-0.0402304359951854,-0.006626815532720287,-0.06894206488007851
GDF7,-0.02982123243633501,-0.02488154178628962,0.011707707634706625,-0.022612216479171474,-0.02631974086356816,,,,-0.019072787413115168,0.08502987649999376,0.002945494034765886
PSPN,0.07281433165798691,-0.033848728240357034,-0.02349417809896271,0.02860762904569761,0.034546628326362794,0.024073618689553374,-0.04583610964646162,0.09188713210110233,0.007329419951384036,0.09621566660491515,0.006478147784421132
ANGPT1,-0.043244552170840694,-0.01581759921103633,0.1000008465229972,-0.02724783730523492,0.04132591856801394,-0.03170661109240269,0.0984561781079158,-0.01702029274431067,0.046269604941307926,0.1066164777308731,-0.006300451264694873
PNOC,-0.056792361813267515,0.015015387664075435,0.021046642991762794,0.0204933947639801,0.08822104081048747,0.0032355482857112125,,,0.043224275892591944,-0.023871272604855668,-0.017349938218387404
L1CAM,-0.002126475533780909,0.0053619900862559855,-0.0034940076937073927,0.05781431749714577,0.023116731812982193,0.01622012347291603,-0.036618784825057836,0.06792827014321583,-0.08142231605373502,0.06272379858408864,-0.05809128858259117
APOA1,0.015759501000780534,-0.013271735912091272,-0.018058302586025483,0.03377973466348623,-0.0221245925011357,-0.056584348855696694,0.03628608069119663,0.08956327634769062,0.012655322414261625,0.05588591356803203,0.12419822993816215
PSEN1,-0.050052628029648896,0.00914350281080348,-0.018606525974031556,0.0309771155589034,-0.09103682438327756,0.025504325402408663,0.13572963853990533,0.08648193489808892,0.03392284906173204,0.018550800967283638,-0.008054286270596721
CALM2,-0.08940221200200238,-0.038261160566508134,0.030715721591284613,0.11206130878980458,0.05207664198339343,-0.006049929393896325,0.01612396387864889,0.07292215203401274,0.0325349860472745,-0.05276031467115281,-0.0641311347686434
CLEC2B,0.1266725392106963,-0.006240641391209116,0.07487601961077356,0.003295616192638027,-0.044884437259455116,-0.018499239046944598,0.0695552762531613,0.0663076849038616,0.026496460849562264,0.1058005235639707,0.0034575184668004864
NTNG1,-0.060248348494402276,0.018647899770240083,0.07320893080969491,-0.04121341625033485,0.011359394884750983,0.04807634149578793,0.09754433034225549,0.02423574785376346,-0.028226485875391324,0.03969237259183581,-0.033323071477469386
LRIG1,-0.11491680121324745,0.017212873424085964,-0.00321687820114203,-0.09332582075263458,-0.10477494902063185,0.024874690012660176,0.011852680719022969,-0.021357298886562376,0.030482644564135287,-0.04233389918003947,0.0321158114555695
CPAMD8,,-0.007153718505728334,,0.021047719322407635,-0.022301647077436128,,,,,0.015019810978055787,-0.02226269060377259
GHRL,,0.07876551253648523,0.02297915322768164,-0.016828642560168038,-0.03855461149651655,,-0.003652169493848883,,-0.020630922593558608,0.011537771011543458,-0.019624793411501747
NPY,-0.010413270423577151,0.03534622839620326,-0.06802054794999289,0.13017842561515017,0.13893888513328145,,0.05358659247454273,-0.020553501074487595,-0.0406709402779584,-0.028729629031502404,-0.06109270742810308
MMP2,-0.11496452392133445,0.04216275517463738,-0.03527251769499802,-0.021890079781764403,-0.0477263665627458,0.07236383641080742,-0.011676145397816027,0.03788354818113373,0.005955427507360396,0.07761211309745136,0.07577391425812995
PPY,,0.0298841432974095,,,,-0.016728357079584023,,-0.0009217717673608562,0.014331499935964926,-0.06329505337455442,0.09016357365570085
ALKAL2,-0.024434557145882014,-0.0031356478746803443,-0.010466535456312442,-0.03878606997849027,0.035139950854740164,-0.012412581087853189,0.06338836635512524,-0.05470454340191264,-0.016141661856478546,-0.01222708671598122,-0.01889420856592308
CSF1,0.02845537537223483,-0.007601292298085395,-0.03731416085627507,-0.04345560231215845,-0.06210613503316271,-0.061951559602054854,0.0021111307943468887,0.019883412705020993,-0.0446346097049083,-0.03337390042856009,0.11091116508733659
SEMA4C,0.01554798940040393,-0.0037287176317856714,0.026486888239922343,-0.028051426287013285,0.05199603089731695,-0.0424617042599291,-0.005990897707501764,0.0376632259452846,0.04372874223376411,0.08708987588466371,0.04986311244059002
BMP8A,,,,,,,,,,-0.01686251339727813,
ICAM2,-0.04826467822752064,0.05975800216071305,0.028050894955683525,-0.06149218493439229,-0.0035061674014877356,-0.07568147035005043,0.050602739456696494,0.032181759163316184,0.10857414827191307,0.0869253912350695,0.0032246830624886955
SYTL3,-0.03174150428504194,-0.03213311705838209,-0.03059330101197492,-0.0217426803237496,-0.07629377248340431,0.023336043268913347,-0.035319857372455306,0.0183987820000243,-0.023861231621713355,0.011624983022788143,-0.009280444977524768
IL1A,0.0031641294335242333,0.026704584296155055,-0.02088455122206558,-0.005439701554930371,0.004646657328949146,,-0.046577628844706974,-0.04403495247200632,-0.03042207306425039,0.046819713990030244,0.0065161520467287605
HLA-G,0.006929753475693056,-0.02282869622607927,,-0.012213183632468963,,,-0.03806196076955417,-0.014847846684691218,-0.02354482359394644,,
PGF,0.018517038956460407,0.11402706474270079,0.04786624212457281,-0.009150322860537762,-0.05256592378746333,-0.031957291204876254,0.010554698091995851,-0.024787592306731956,0.08283704097890618,0.11177221120252975,0.06179811569789563
LGALS8,0.032719856537962236,-0.03819186545726486,0.03638651221583966,-0.009105084491332209,-0.026421907754826803,-0.007457726840061045,0.015746054638601927,0.003976133947082535,-0.026903664444992516,-0.009311943995271636,-0.04509767426561237
DKK3,-0.12566151109017815,0.053722994460353064,-0.008981102411695314,0.07025361939242362,0.0988170429508983,-0.012495021185384725,0.03022782616804824,-0.04601132349885384,0.041190681414369254,0.03698659133902642,-0.05608628710362831
COL16A1,-0.08392430563868704,0.037581238728767355,0.011483286781356938,0.021706729972391488,-0.04580396183880622,0.059267680259736506,-0.035616714930505354,-0.038753885942649675,0.03222385526262966,0.04158607479360363,0.11916976702972
TPH1,-0.02449486585890095,-0.016762060754849647,,-0.01294157119420331,-0.026511031829978497,,0.04725395054694458,0.001976861997764978,0.056826518341239085,0.01843157856214982,-0.001186390017247341
TNC,0.07036411011266862,0.016461101005963093,0.04105628972564612,-0.040855546659923886,-0.0702884114743188,0.07299259976823472,-0.03339154899163884,0.08070969579561539,-0.022247327426027308,-0.04968063685458714,0.0040704590741428865
TNFSF9,-0.04487553400835172,-0.02980657812146139,-0.017502433390869203,-0.043930353448637396,0.041733376630305685,-0.018797919006949527,,0.020604573088331496,0.02312308947673965,0.0030228867539799915,0.00039063139378283106
C4A,,,-0.010314301545666347,,,-0.01983770913795662,0.05976606612653196,0.02581150527155119,-0.019273941353790784,-0.01606446549113753,
CNTN2,-0.062304332730032684,-0.049041603595130163,0.04760220180994584,0.0007143373974229329,-0.1116705303096075,-0.021004969117824967,0.02968521317058516,-0.02671814146011305,0.053429443418246375,-0.032583572968303845,-0.02785951277925105
F7,,-0.01635265356584871,,0.05464091587249833,0.013348337205693664,-0.01808558476234436,,-0.02444945035014273,-0.01907278925740711,,-0.00813585560257908
LUM,0.035114553487026454,0.038994295963081294,0.027961273001665295,-0.03802697101144602,0.009247731901354762,-0.04786653648064946,-0.020837055534249544,0.006960554370497933,0.05974668143226745,0.06596930253494751,0.006902510445976436
BTC,,-0.014835756483682518,-0.016140050002716042,,,,,-0.017688317776235758,-0.01845710628654484,0.05304895438984206,0.10099911688373837
APOC1,0.04665255713035876,-0.01964881584721532,0.0490199102616793,-0.08683739137303635,-0.03177732101381468,-0.0015717307154874073,0.109555242253753,0.04405158386759695,-0.016536393625709106,0.010834936692272385,0.03247618350504418
PKM,0.10867396625752995,0.011960615514171583,-0.021941296022707196,0.0703683135690983,-0.042870008897455535,0.012969609634058557,-0.0683244487210221,0.029075727689203943,-0.026987990653037242,-0.06259197021638216,-0.0003953553105187168
TNF,-0.07495756985852652,-0.019985301262545125,0.03620882776575741,-0.012775382209692258,0.015324018873217748,-0.025745085129173746,-0.07185597575048792,-0.017168258201226895,,0.06675193209581357,0.02611134775961131
GNAS,-0.06487204608937508,-0.10845503812670246,-0.031685973863590344,0.05043248770377368,0.10970949135536025,0.05971687955325031,-0.06011102030050215,-0.039831960454991905,-0.03850933647418117,-0.014811796859132666,-0.009428169498755669
BMP8B,0.062008838934008194,0.0569345878466184,-0.028572213336345288,-0.04642640134362045,0.03862200798742649,-0.0035870456849280575,0.10037939952918032,0.06019629786360652,-0.03404410759339721,0.06675523214465733,0.04154606235928365
LIPH,-0.04080078430882528,-0.016762056628161347,,,,,0.0842745899692659,0.08351318287230607,0.032624783524030594,0.028347422228633828,0.02732963449585203
CCL28,0.04933141107052023,-0.023577917727787365,,0.024552641956054062,,,0.19959954089794255,,,0.029066790275596575,0.0005432644121624534
PTPN11,-0.0007472029330734404,-0.039467163518269524,0.06385051628676224,0.02872635757668198,-0.01432587353550396,-0.008064788642206857,0.0010861587109688602,-0.025322018615333113,0.004112378155647326,-0.01657471702086796,0.04302351682567882
ADAM12,-0.02134568186412136,0.07436038280820463,-0.012282339761567928,-0.01726089364518091,-0.005378183525617421,-0.0026705591631472777,0.05856142718055146,-0.02093368826143354,0.06995957718675817,0.010848263529367382,0.019052079419490876
EPO,-0.03442523175393094,-0.02252275416220545,,,,-0.016444111543330957,,-0.018929548912407283,0.021983558214655016,-0.03145949118130704,
EDN3,0.01879910924056439,-0.006325767399785057,0.042694689043716566,-0.016121178399478683,0.0020724642050389238,,,-0.009068719921840397,0.08377566114552595,0.09953124051679986,0.04174285913923002
CCL22,,,-0.013039749242454596,,,,,-0.021424172276915603,-0.016011430045339618,0.025975117609729134,
CCL2,-0.020469871790987994,0.10821104417249137,0.009565386069688245,-0.029329126625320837,-0.036744928620090184,-0.01489270438109596,-0.03521064620997399,0.06971921128488576,0.05141250513350197,-0.04704210440161307,-0.024353663379076143
DSCAM,-0.06451121392964594,-0.0035171186498815024,-0.057540094412770304,-0.008560302117767664,0.08113024250372333,-0.024192983721612753,-0.07120973483067816,0.018144710050364467,-0.057868526431012465,0.002248332344635817,0.05000079111965441
GPHA2,,-0.01868216383623367,,,,,,,,,
ANG,0.0018441619890805663,-0.031875109755430904,0.06780110017099121,0.058365466474742,-0.06823130640413691,-0.03487478675420498,0.007260150765310801,0.05466000034553905,-0.015965055976048984,0.09959723141825973,0.05911260318741933
FBLN2,-0.06616401606898893,0.004275927776419546,-0.023713169297104424,-0.050384127189275714,-0.0030565297465816044,-0.041831872900256264,0.0032472138825433545,0.01466465523589075,0.052544473281426474,0.03880658052972061,0.05961136181242154
VTN,0.056772884668821716,-0.03168612855717416,,-0.01294156696229786,-0.03759327914763501,,0.09746005839648894,0.01929511576405048,0.0563842999745854,0.06013541974979729,0.03984730239687957
VEGFA,0.10244489825116086,-0.0699532034137361,0.013845752906284522,-0.07635115534333783,0.0012300031683526434,0.017808762455064464,-0.053252614096241636,0.04907397911116248,-0.035421417612831865,-0.10053199749598274,0.03627278710947075
F10,,,-0.014884049007326747,-0.006202006866324979,-0.015597959131909889,-0.037347345375817714,,,0.150301939004972,-0.0007773412858911766,-0.009888952520627749
SERPINA1,0.07588584443701972,0.040951498937993686,0.008412720616969087,-0.04471531183369906,-0.04848679617700284,0.05535964432731079,0.05457079599350713,0.05767078386396998,-0.009326368924736065,-0.009623953499332342,-0.008632468004079342
VWF,-0.05812288859750539,0.06664852623661148,0.005716383309265069,-0.04019430117232784,-0.052513878102555075,-0.06627404773025355,0.017094928978007084,-0.02924322006623193,0.11713101885941347,0.06614360645725348,-0.016074726798347302
GDNF,,0.013591271464647206,,-0.02014405076543875,,-0.031885321145361065,,-0.047723731231743234,-0.025552106929111734,,
VASP,-0.005077316007375169,0.09695817683409962,0.05152469454872192,-0.004368396363667913,0.010553371950059762,-0.0043608227573161944,-0.045613853862150416,0.03518562906668763,0.04407937519374924,0.06514986938717833,0.06980413348059772
ADAM15,-0.026480866835667707,0.045306344578802504,-0.043696390952403866,-0.01288368593648894,-0.070438682209233,0.021899123850192086,0.08268156278511378,-0.009803064915856466,0.053088510426970346,0.07930234780467817,0.08145220753567496
WNT2,-0.03467555500840689,0.0520703617293677,,-0.021296555706663868,0.09671427745826522,,-0.04214413038648615,0.05390166607210029,-0.004850786813732253,0.04770165933623217,-0.05391156325032607
CALCB,0.15674463056629592,,-0.018865128108901674,-0.013117662577930591,-0.02465265800410261,,,0.06279438634972703,-0.0008999252278982194,,-0.03299419842345867
OLFM2,-0.09424297039057355,-0.024080192681415015,0.006937772309901574,-0.08358113428185099,0.05777394369473543,-0.011616330078801806,0.015022365557245546,-0.029316518109216993,0.029245009124826433,0.019568166555421998,-0.023064899663869938
MFAP2,-0.04652973433241911,0.10191167359514298,-0.028318780287116537,-0.01954293497892242,0.007186602821155418,-0.042851783362067956,0.048869821321480864,0.0011857795616926558,0.06727985287871295,0.10583958391791354,0.039859097029756735
HLA-C,-0.061384196632378527,-0.03692175151855902,0.0033466723268856116,0.04241528967347202,-0.06274023459419997,-0.03435053179489831,-0.00597521597636615,0.028293093670939778,0.009742353639037459,0.0665657046957816,-0.010038646935772392
THBS1,0.03719391125129648,0.05382691447120697,0.0413549698096924,-0.040038072703647065,-0.025757270624999634,-0.028162033907540285,0.0012023476590182656,-0.018492253991180745,0.003283000629796433,-0.019691870636079325,0.03347584833039318
HSPA4,0.04193663367593034,0.008171341918841816,-0.01943196187648066,-0.02750429252405416,-0.008862431101837218,-0.03115890194941889,0.025979589913943783,0.032724581886840624,0.05698294774944823,-0.0239232456331077,-0.03387723549623666
LMAN1,0.035242477055197334,0.04988601416340669,0.02573508819578618,-0.007533555213959402,-0.0637398851004045,-0.02739184193256206,-0.0770750031294375,-0.01445888927057237,0.046065283623015346,0.03137382358927469,0.0014235128857085213
LYPD3,,0.05643402972458142,-0.012019935104811624,-0.0162649318969023,-0.028227514137436183,-0.028900027521689787,0.11988262235055591,-0.027825967230279164,-0.029062561656252643,0.03174516418318128,-0.015234058213015763
APOE,-0.14021951839125013,-0.020971479111265814,-0.0303032993845944,-0.032645420978137274,-0.07984201779863578,0.06755399890874296,0.09192585340092545,-0.05616206019630112,0.04166719037521492,0.014470577368155714,0.011189170919019217
SOSTDC1,-0.043913464079582416,0.009741365017588408,,-0.009733113713480615,0.05982788351511169,,,-0.039096857338328385,0.02388455661571464,-0.044321479175944374,-0.019483107582599666
ANXA1,0.05081226377411003,0.050806389187594704,0.04529357004217384,-0.03003126461868804,-0.07884119638225312,-0.03847740668412095,0.056148766066921575,0.043235223457123634,0.07414373096357903,-0.04374191006531995,0.013700027559113603
WNT2B,-0.036425884147295,0.06523317847712218,-0.01693052692230008,-0.03389715282737625,-0.01855045137704801,0.028278761898637466,0.02129288739722888,0.026050722029263746,-0.0030244103084799776,0.03005310367711095,-0.00028043650001286955
AMH,0.0984244744469155,-0.03122500650020727,-0.01614005170058129,0.09470632284227293,0.08737685564093639,0.001330729891153435,,-0.012074259481021183,-0.009486494509354348,0.007438576981050524,0.037380445683291914
GDF10,-0.03384058046086141,-0.0194003161188184,-0.013522623604084766,-0.013045460863293851,0.04023546065312795,,-0.033473119324895856,0.030237087772591535,-0.03949143454343991,0.06129339664081096,-0.0025760403100721554
EFNB3,0.02390465319419233,-0.03480147349020895,-0.038470626065109384,0.003685575768156198,0.11281952425635149,-0.02184984943139312,-0.05084222236532527,-0.03938567689210837,0.022341057457419586,0.0922947351885743,-0.04501972172875847
LTB,-0.041156680064321736,-0.033037880849693134,-0.003061005300783309,0.014294760289116443,0.068389210807499,0.06584669112861831,0.032848763532134714,-0.03661254674548509,0.041753814368334544,0.10689616838010556,0.014383586584981312
ANGPT2,-0.03563749212755029,0.0875322867142428,0.035287422113382566,-0.06175766855811661,-0.06199781934258427,-0.032878904331618226,0.004243766496284726,-0.02474757370874096,0.06772098999380272,0.0733322147105153,-0.03278475123522064
NRTN,,,,,,,,,-0.016248133227140266,,
ADAM17,-0.025138014786107575,0.012738633807489503,-0.018339683333635774,-0.03896086286996136,0.012277221473439211,-0.01390324302588884,-0.07424821011448618,0.019649915803156864,-0.03604179534268257,0.04995226751817808,0.0433499717081334
LRPAP1,0.001457907207576624,-0.02693322173778553,0.027193307260381005,0.012516302780577056,-0.0493991347040177,0.047509603814918665,0.05577736566782527,0.02731961753042709,0.029763875627301196,-0.0349240391365274,-0.034946281663889855
NID1,-0.04997446294993039,0.058279184320560944,0.028401556762397015,-0.00838670662886402,-0.021531485244703254,-0.0103321557576117,0.05277957807502305,-0.016742274902976174,0.0714138103143397,0.08458478915053748,0.004893163514048747
MST1,-0.047043850980785167,-0.010576259857800684,0.10101137195088176,-0.012783048533952835,-0.0056604887035800276,-0.030369314630367024,-0.06648338466189352,-0.008255878516922211,-0.011591626004554595,0.04845859973172781,0.03354815737869817
CCL14,,,,,,-0.0253651163236673,,,,,
IL13,,,,,-0.024971410073629578,,-0.0023759301972186312,,,,
DCN,-0.08102758272099343,0.050942670585373495,-0.007687150283125477,-0.04952367279691547,-0.0006657807895531332,-0.032367841299671525,0.003053344311538022,-0.0040128720095657594,0.10290178841270818,0.06224794278982007,0.09194577998177778
IGFL2,,,,,,,,,,0.056523499116327924,
COL7A1,0.05528069660591747,0.015838030897155245,-0.02761322200515691,-0.027851266943211272,0.027381240243615865,0.08762354123135131,0.011047714062520567,0.007382840180128953,0.02996055134644906,0.08384684788265404,0.04051018097590342
CALR,0.02102269176386343,0.0272086909206073,0.0029732384842677153,-0.03527118901355049,-0.06985446732904238,0.03416835535426769,-0.11551483122373067,0.04963092514355833,0.02521038382240767,0.06000646172959788,0.010703623254752645
PIGA,0.044217921191711994,0.05788162928722751,-0.020618357981978693,-0.02981608575869138,0.006664743277437164,0.01341482657170574,-0.03378101561118123,0.018636422384525966,0.04899848280829505,0.05181141957194986,0.05118865941470918
CD200,-0.018514898633653215,-0.03261115075525014,0.0012799211420907197,0.07298498375603658,0.03938684998243516,-0.0007895696056695834,-0.01933596831422094,0.011984541444390324,-0.021671961370135443,0.07113151961109414,-0.09949603850319208
GRP,,-0.031108850871530775,0.09904270405324724,0.004113242430886417,,,,,0.002955505465668862,-0.0013788977817541582,-0.03200370539376602
CDH1,,-0.03359586948861284,-0.0025977373885144902,-0.020261873409432352,-0.05145440150009824,,-0.04714276991248091,0.008936572703199646,-0.007119030269021494,-0.03520525730192361,0.05624113480805685
LPL,-0.019658203480884835,0.08302401715965134,0.0357640636454492,0.005354743642457806,-0.03297610231526522,0.021718641693773185,-0.10367026186480555,0.014838533560993069,-0.049360650721360796,-0.002627925904623966,0.050152578474147884
SEMA5A,-0.06950594200253118,0.008626755032401914,-0.01268797389119509,-0.060227084526793234,-0.027126139004224913,0.0218473635192323,-0.06261268351612581,0.010533469218165182,0.006214335119219532,0.008810155434985714,0.05429311123826916
SEMA7A,-0.06795593475640428,0.09020789147233031,-0.04683380129568364,-0.048450894805825075,0.006799738509091775,0.010758283819239224,-0.14357126125706407,0.04481492931696387,0.04325419139632177,0.10419379798349,0.0004764078816120957
SEMA4G,-0.0016115024646015893,-0.018669325346729874,-0.018688454466767306,-0.03326837248289201,0.05837200688975451,0.04653696799708257,0.052328513653229894,0.06676554008271161,0.01181482643830725,0.0067175373666095144,0.08469119455523592
SEMA3B,0.0027452072009624437,0.008000689155607362,0.02525178880762013,0.06562315949385523,-0.05665950864934099,0.06271383148099688,-0.013010728573819285,0.01800762397819043,0.015587964472207788,-0.005542128606151662,0.03558766809211285
RPH3A,-0.0680643054094437,0.016567650017761393,-0.03464688718000558,-0.007831311485199933,0.053020224149489675,,-0.0886462161202991,-0.018412064815980646,-0.023469837452072477,0.019661347711681692,0.013697708279166564
JAG2,0.031551901707705714,0.07381690798658713,0.006058908896385031,0.02727542278334283,0.029404277300591603,-0.06498716418351312,0.0774412114783263,-0.03541504787453026,0.015146673286918082,0.08491134114303796,0.06098443752009439
CGN,-0.010191048567216358,-0.0215979436224252,0.1751896767366027,-0.021296562397839346,-0.023588983926619147,,0.06295954925080702,0.017907121074404,-0.0018429236596107425,-0.03916004687847705,0.06464713028373141
