,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
ADA,0.08807493480768214,0.02400939489431237,-0.03907071888608503,0.025584697699622665,-0.07303420475312555,-0.16228508677275438,-0.036337963093041464,-0.009515699074687271,-0.09827440383673788,-0.06904522862072014,-0.06233044349949923,-0.04237841142328278
LAMC3,-0.00542868968921742,0.09158732032274723,0.008047967456946536,0.055440306964494326,-0.06166143233752958,-0.11005644531764765,-0.040846547452291035,-0.06358951872656113,-0.06334805114822054,-0.021895175645130747,0.09331930028405869,-0.04138808612115556
CCL7,,-0.03123847971047579,-0.010662672072647554,-0.03471066330223422,,,,,,,-0.08841264698931112,
NGF,-0.018643749472415948,-0.032175912718956236,-0.024430905092749273,0.05507087462407616,0.08386788704276547,,,,0.14495595801218572,,-0.008779611060043017,
TNFSF15,-0.023064644900819227,,-0.01187340685750374,0.017659861742583903,0.0027005925759933276,,,,,,-0.01903177363468422,
HMGB1,0.07295775336690113,0.00015486173659860802,0.028072052636157595,-0.003288638545996995,-0.06346100729669227,-0.11320354477929241,0.06631833367156384,-0.002610371640565235,-0.09879166968549245,-0.0316864505912929,0.00017750610192786658,-0.08023071249546943
ITGB3BP,-0.0538390469774891,-0.007354625271557467,-0.05567689833020567,-0.005062481259873037,-0.09828626627300152,-0.12233556380460958,-0.031570722760757196,0.008902775627092704,-0.029740539934304436,-0.1511887376445568,-0.050525950518933056,0.07185686871122589
AANAT,0.0009198451812012261,0.06344629712755902,-0.010803587058323497,-0.023156928233663793,,0.004760366127163017,-0.02658719033995281,-0.030305652757241376,-0.002798828011686001,-0.014491531147194925,-0.01461222614513838,
RELN,0.11529542410393245,-0.037163904865585407,0.04557225674517799,0.13857388395953252,0.0726536472838893,0.07157254410192312,0.03221459822524256,0.02508474499363327,0.04551669143650958,0.03528031089864205,-0.026748660476038678,0.005668083662252346
IL15,-0.032785994598122176,0.06376568376139986,-0.0200260448098312,-0.03275280780361177,0.09378977875800361,-0.04521905735942861,0.02649459024014941,0.004450604414770166,0.013788930575863646,-0.021001645068755837,-0.08873336929825285,
UTS2,,,,,,-0.07925078206635099,,,,,,
BSG,-0.15454514094830543,0.08377107471383918,0.014825758008141812,0.015692260608032898,-0.06518786375373647,0.12499199918593212,-0.08863357401169547,0.020500520309141873,0.2550651132330486,-0.12937358863895432,-0.014902107784367237,0.10594049998202039
ADAMTS3,-0.050931522098725326,0.08616338399867095,0.030491695861801584,0.0026346091738753234,-0.003984850382144974,-0.17494635054437677,-0.01723590398773827,-0.0030917462578731094,0.008171986585683536,0.0954863154963822,-0.01701405885476937,
CD34,0.16215908440209162,0.06268808110567888,-0.03218684954155065,0.009959326634125293,-0.054296774013488196,-0.1153147217512571,0.020790743041345,0.03521832249755833,0.003345234560673239,0.02174947560342039,-0.04026368693875534,-0.015462777416145776
CCL23,,,,,,-0.028883583171281906,,,,,,
PLAT,-0.013938382813868912,0.02836997599620723,-0.027519667540671776,-0.019372037366969547,-0.17287658001611714,-0.17860941703885364,-0.10780771416174512,-0.029695758949660304,0.01098992951243939,-0.1134949961665902,0.02333714176542834,0.060847063708276944
NTF3,,,,,,,,-0.019449078180088782,,,,
LTA,,,-0.013666065112090257,,,,-0.0037349907264561852,,,-0.031808122279222355,,
CKLF,-0.0024767947517342786,-0.014614560448717891,0.05069410101666765,-0.052827513713212204,-0.1151119672085016,-0.17979455136403355,-0.030537662597979087,-0.03723135884605695,-0.16459029289967647,-0.14914475757744772,-0.025813384388319975,0.0001665598075082379
CD24,-0.060620105564358914,0.026277013828070857,-0.014295694493844992,0.06986613643984786,-0.12007453017430011,-0.04719175671363269,0.04792091406687495,-0.1795802688641231,0.0305126056892611,-0.0008198790897569283,-0.026194752378420248,-0.043029687370794496
HSP90AA1,0.11668006249278998,0.01017188747966075,-0.0016821445928876795,0.1389461969134191,0.14951478805843432,0.195266091025684,-0.06758823867940761,0.0395751971477251,0.3140471442923912,0.24138294405102398,0.10411298883738397,0.06617468497436672
BMP4,0.08105153233584154,0.04899270602074397,0.00816127379005241,0.009504199443518895,-0.08426362717277032,0.04196410019102994,-0.029324845056626647,-0.03467911870435448,0.0006172547931635892,-0.027103805465532337,-0.033856697029971634,
SCGB3A1,,0.04319346075038428,,-0.027577042812711255,0.021469444741984263,,,-0.03258612847014003,0.021576959841236944,0.008254192016066676,0.01753364614717016,
IGFBP4,-0.02454407528978866,0.07795062441323439,0.0004300857720336043,-0.03785788864005868,-0.11584122807666773,-0.0921190881857271,-0.08387489999105559,-0.03056244958345505,-0.05509203232084065,-0.09477054334838675,0.043782925997183905,-0.04680446262998215
RSPO4,-0.022775251408131983,,0.0795229336101101,-0.03182839019655757,,,0.06804346575132202,-0.032586123703681594,,-0.027822952873067887,0.04917964667686232,
LEFTY2,0.03806539657403273,0.06578027072448711,-0.030535633961038672,-0.0329205142839575,-0.07232193897898113,-0.12102426506455431,-0.01507494720913453,0.03993132721905233,0.00025455948473838676,-0.003414640303351586,0.12383471001178013,
PF4,,-0.02198283273217473,-0.009302971316219332,,,,,,,,-0.027927576260418096,
ANGPTL2,0.011514463936227926,0.05926540369907365,-0.007070437310727497,-0.019783917193121323,-0.18855685049699764,-0.13257294279073795,0.05967626643061211,-0.0045945783110970286,-0.1256149518605873,-0.17791231254636247,-0.012398275319878898,0.0632018374343348
LRIG2,-0.059955253191120855,0.06328813482929627,0.007928720071066963,-0.02612846512262454,-0.04810852770180268,-0.04435774759868674,-0.016792112608789368,-0.05045740080618592,-0.03693344869421936,-0.0014499656072959207,-0.08679485450511229,0.11846341971091469
ICOSLG,-0.023765969685028032,0.1046041288368806,0.021172678175196722,0.043713457666341465,-0.04604950294190165,-0.09876731985596969,-0.0080981808014481,0.007950233907421238,-0.09123373397855057,-0.09892010763582876,0.044203962947088615,-0.028110470522222254
WIF1,0.26461223354331387,-0.058307366709555025,,0.13004039741255985,0.19042351090908927,0.18941756717289823,-0.02298176327672684,0.01869894679539598,0.07577225492694162,0.15828768365804122,-0.03125856355508822,0.06584701840716449
NPPC,0.010558111875465244,0.051988992128511144,-0.014431202683958911,0.007832190794243701,0.009329618323549841,0.060265204197544935,0.04093369391542923,0.03729989886953002,0.0836145697209479,-0.15242242087307992,0.08630733817668004,0.07592545325894168
LYZ,-0.047451315745235687,-0.033122482415392215,-0.03047223241994642,-0.08444848019003924,-0.03232928510217758,-0.12612602471751183,0.0008565199698811638,-0.04414498713680343,-0.20174848469007714,-0.06263096699577447,-0.016658778773390337,-0.05876156783627866
EREG,,,,0.050594882894157575,,,,,-0.035099289636785456,,-0.046795168868855284,
SPTAN1,0.13420629933107786,0.08621889988068025,0.07027248093199552,0.031162607057157274,0.08876910512371103,0.0953552849303736,0.08110989038044028,-0.02529147689294846,0.2558007613937689,0.13825820020895707,0.14457780933422953,0.08751538717410148
LIPC,-0.047767296632001,0.04998889214092038,0.0905459857783627,0.05253146770033963,0.0015469078041553323,-0.0025687038550179526,0.016889644232619315,,-0.0011415095876484932,-0.04996758557591927,0.013620348342974563,
COL8A1,-0.12019867430063738,-0.01880019552273635,-0.028726375998215065,-0.04687179980696389,-0.09349588923002633,-0.07987704105994245,-0.03510718286208386,-0.024963348122423373,-0.18066856913783266,-0.1306888807956558,-0.03999515137057821,
GSTM2,-0.06101834672076359,0.03747588081313032,-0.03307370877325702,0.05618616763272408,-0.029969354110877144,-0.01051968179697147,-0.05467168485634607,-0.03405572928005766,-0.03242234608560256,-0.03135114669343503,-0.0431292678865786,
SPX,0.11322293486922301,0.03573288836327449,-0.027394539288338043,0.1518408960606198,0.04674094218111399,0.0778261720998136,0.010079811602031308,0.011692462413376426,0.10489696932424974,0.11279296994543794,0.02736737046103139,0.02025846827800563
MFGE8,-0.1233868547844277,-0.008737446110614092,0.008949486836897537,0.04657105758760697,-0.10386615665259803,-0.06745547371415822,0.029589874845533295,-0.048016988844959224,0.06349664291746843,-0.09972167810262211,-0.02585675158822086,-0.0007987995290416521
TGFA,-0.15000118899767595,0.08310516247969386,-0.03613904475085161,-0.055653637756557836,-0.06456542756572396,-0.13858404246882097,-0.10786280505712854,-0.04676774003509644,0.009648813479059923,-0.09643404280019006,-0.008081273666918997,-0.03814885301073759
SLIT2,0.29574922639632445,0.015650261662988246,0.07779363691238005,0.038206054274952744,0.10082740179400605,0.08267604206179184,0.027330084527096975,-0.06619674308539329,0.11930263696551119,0.1568214707147469,-0.07208704128698895,0.1480598193970157
PLTP,-0.11469517315757764,0.0032299146869107275,-0.03323829634366173,-0.10998493551361438,-0.04990235445680684,-0.19541099807252407,0.033019007516880326,-0.12105693345449674,-0.2733333066097742,-0.05296689063091916,-0.058435678828062006,-0.06991495927992235
APOD,0.07908366919993788,0.08627052091378976,0.01363795453189235,0.038437125048629055,-0.09217456330585024,-0.19430694224608097,-0.02939453362933427,-0.10870892983061588,-0.16191124060697734,0.14204177211487148,0.09878693214967679,-0.0991819273963546
B2M,0.06439059260235291,0.08906794758849462,-0.036033482117311603,-0.11281690407893594,-0.22270755633784572,-0.24972724993492063,0.013113798239590004,-0.20623125247179727,-0.32005020551238084,-0.24558284774804043,0.026907195313976433,-0.047525620935336
OMG,0.18646318843374707,5.6123922136138124e-05,0.05953653452038613,0.061481318919816286,0.069544732228561,-0.02505202883055866,0.045617126906776315,0.05846903297585688,0.008397272450174713,0.20106780367222538,0.14547919327589245,-0.01683112502026565
CXCL3,-0.0691644431423329,0.002817837011698556,0.004682741088075267,-0.10128906190453718,,0.0030985331615806825,-0.05437858885268346,0.022211777160782112,-0.009194540915381228,-0.022907608059052436,-0.032670747210557835,
CXCL10,0.04590366108404649,0.07534708307162076,0.0523053592976359,-0.05056052159826893,0.07417828958047762,-0.2036685558167381,-0.030396447632789494,0.020838389854722077,-0.07988151664651237,-0.03640296143327544,-0.015881014889424203,
RSPO3,,0.005796084481948617,0.015714760400071,0.13860938082898383,0.08809250315994017,0.026453779023256286,0.05995451075566144,0.12008309205869108,0.14641461539994385,-0.00990497985635075,0.07687290949317241,0.02725662248575341
CORT,0.044536054631617666,0.03310499472906533,-0.024227871743053436,0.06254299726023396,0.033609060334745165,0.02036946016976571,0.024680804501630373,0.0397620432594271,0.08006255473753036,-0.027992155867199903,,-0.024675982667084317
NCAN,0.0009660171044341395,0.09618626992470816,0.04028626881675678,0.1671839694415528,-0.022188628428768835,-0.08039644777330396,-0.036001116537513894,0.01731989564290076,0.18307966406283988,-0.1779662514859359,0.11907727933780254,0.06428466739495578
PRG4,-0.03484937457099674,0.03384474736085464,-0.010662673734266716,-0.02206350194513127,,0.020845477156352273,-0.03805971568836042,,,-0.0279874895272781,-0.029761659181756377,
ZG16B,,0.015402991301682727,-0.012375336910853378,,,0.08348594647972091,-0.02034647829477263,,,,-0.03467489705242726,
TGM2,-0.05016601043869086,-0.0010998733617013255,0.023601287545371653,-0.09339205737312067,-0.01725982311174113,-0.1112371170775416,0.01763335945404206,-0.02248171598319914,-0.007652426616332027,0.09430815371657789,0.0711174686837028,0.06853112276507935
VEGFC,-0.02500512204565899,0.026916894084462503,-0.01900373962916565,-0.03396304063137388,-0.036198594691708,-0.0044353748668881435,0.034863787923764364,-0.048023184693761885,-0.02195440844958475,-0.02856234864009475,-0.06462175855258781,
WNT6,-0.03171315633449794,-0.043449617462972843,-0.014747850730899955,0.05538694870883627,-0.0002895228162832541,-0.02391238471725524,-0.04528036173435028,,,0.032165491692507486,-0.03582957187495612,
NRG4,-0.02363376908005303,-0.0026952668512116177,-0.01297696170792224,0.014792234884124298,0.0054208767731301006,0.04693819177049013,-0.03908887919242298,-0.03961737208474934,0.1170894247313678,0.03631403967769274,0.028434652960124738,
PMCH,,0.02355197777203734,0.06374234802259271,,,,0.007765836373549208,,,,-0.013813043085671465,
COL9A1,0.060719206614533686,0.07798749084993876,-0.013553489370946092,-0.03607631528148598,-0.13332116678838235,-0.041997585901670215,0.031920294219519314,-0.049614593121618214,0.12432862814208204,-0.03796884192573696,-0.012995198558516136,-0.03759727113768556
GDF11,0.041270374558370605,-0.008172850593761655,-0.010919102527415242,0.0349561725246265,-0.10748369170889091,-0.09349462315081979,0.017554622205747304,-0.006631818617514781,0.009021924142682512,-0.10029230942451259,0.1174749286154888,-0.04070240784983131
IL24,,,,,,,,,,,-0.060238485426426285,
SORBS1,0.0511319031339281,0.05807414742529701,0.027404160085878076,-0.02185363223928649,0.0004636693802810613,-0.024799403804089758,0.027175742728643062,-0.0373904537088619,-0.04922272159924292,0.059892586717412724,-0.021507942905865465,-0.0545338422045097
DLL1,0.11884174206036861,0.04528820274065603,-0.045673518016597726,0.06025945282280643,-0.09793101736035227,-0.0794234737258192,0.042380149132739624,0.06288989228163357,-0.0472034659824806,-0.0487344816605516,-0.04442060705811742,0.13003123448835655
TLN1,-0.11318474290094546,0.011514653366517991,0.013020552214980424,-0.0807494733556429,-0.1144698971867773,-0.19639234953094623,-0.030253876847464854,-0.03308037830162282,-0.1839422470075913,-0.17139653448660883,-0.02965934087405534,-0.08592130617146887
COL2A1,0.04739809511230375,0.11198955913662749,,-0.01970605430983562,-0.018400783401031105,-0.03332870604870526,,,,-0.023255925180970236,-0.007831090515959606,
SHH,,,-0.011080268672355996,0.025162515861258245,-0.009471652079758495,-0.026200412603843936,-0.07972776170555258,-0.03741468697259935,,0.057619094370696296,-0.04636621012970073,
PON2,-0.027519626011006264,0.06594781464857184,0.054966055063728286,-0.030162198294412624,-0.08553286164152257,-0.24391990551668935,-0.034425814534061565,-0.10096725418416032,-0.13304650422066236,-0.11552802957295868,0.0027385747795475733,-0.08517931467229266
ICAM5,0.36910143242144167,0.05051163401326246,0.016515036438101816,0.16513482586469488,0.07456246572603244,0.1149249260174106,0.03620670841617779,0.04443007344337293,0.13531416042827787,0.1294907453571989,0.05747323117340408,0.06778502846302935
HPX,-0.03852215497427115,0.07770141191770533,-0.026959801067417428,0.03066926880727629,0.014218661821001023,-0.03239091418405373,0.015345563330529393,-0.032586125148062715,,0.03650264940266853,-0.04658881723243696,
SFRP2,0.20964121111825393,-0.04153163787064398,0.032639793450476344,,0.0012126147254713459,0.033794401976676165,-0.024498393114914228,0.04805403320811067,-0.10347825130287526,-0.02664872057480962,0.009201876266115598,-0.028262337211554234
CFC1,,,,,0.0004181773804505792,,0.052107829936900864,,0.04044323598373579,,-0.025637078715991118,
CD70,,0.034277084266539096,-0.021449092404206973,,,,-0.04776459694635492,,,,-0.08337550273732945,
HP,0.12320625912371379,-0.019837427743726155,0.00234057823814396,-0.06275021584762565,,-0.06993690177384682,-0.04401098045140725,-0.0286914514703518,-0.005841058280164486,-0.04039135029551779,-0.002851793770710732,
CXCL2,-0.03300901202485094,0.024571625355189,-0.0494225761279837,-0.0907335380892196,-0.05724325298882306,0.026258663740918117,-0.032412337925955416,0.039643339080954354,-0.08816228228681092,-0.02766607789418605,-0.07402507097858681,-0.0417200478286811
NPPB,,0.0047520662660643235,-0.03947050211221564,,,,0.004057830825186525,,,0.008762521363096496,,
CCK,0.2660819463785335,0.135638246516516,0.07761380260981082,0.23497421486233494,0.23772264281593974,0.2504494197969076,0.15410853930419863,0.13560536055821942,0.34869233519814347,0.28053824171518077,0.18579756115657,0.028994410077178824
SEMA6A,-0.11515001395714458,-0.004520214302046586,-0.03747086734172986,0.10180571315394714,-0.14481531826306704,-0.17605891841069968,-0.025266341174477618,-0.06772254492212094,-0.1195742833686332,-0.15945708805128933,-0.03152929044377306,-0.1165526954273859
IRAK4,-0.03889134342420087,0.00471143090149869,-0.04213549086655037,-0.030852914241892546,-0.09509831566141397,-0.09941716105533178,0.043000048802749,-0.02878709268539375,-0.10535329486177343,-0.04094085427167045,-0.026539461384207187,-0.06982886374348249
GSTP1,0.01543051009103269,0.07149699029504249,-0.03711763134463395,-0.029952519613131338,-0.1397738631871604,-0.21266271465605002,-0.047153696643268066,-0.07669565690749437,-0.25349590548626144,-0.186040885776732,-0.10147325004912204,-0.05324036298990226
VCAM1,-0.08588629711796342,0.05816998309596484,-0.022957326042064578,-0.09864065078254486,-0.08813546298958232,-0.20689612537534588,-0.028697323193549173,-0.06141213969435502,-0.06013692176344555,-0.05754518078547201,-0.0914410297389792,-0.02784504567102435
NXPH3,-0.08863208445280285,-0.006786153018204672,-0.06005744050630041,0.062447089698662445,-0.09644990578844521,-0.0694875494948997,0.038745157802910005,-0.056081076866641544,0.08351760514617589,0.002273289521686033,-0.0341757343950599,-0.05107200109338496
MTMR4,0.011648100988061346,-0.003174963471041168,0.012663172772919937,0.0035890099384654163,-0.02035216636519261,-0.009941232236413513,-0.007072566871829813,0.020291328978373994,0.07608318890361669,0.03782537989593015,-0.023716957003592304,-0.013253039409639487
LAMC2,-0.02158228059889999,-0.007984407299261894,-0.02476634580280315,,0.03429717994592159,,-0.0282266230261801,,,,-0.0027759895777215472,
IL10,-0.034241040785670744,-0.03177661326140713,-0.027824158743562012,-0.03532815701223148,,-0.043734703829859625,-0.03043824051899198,,-0.09873529894902212,-0.025567364620284028,-0.035980046647533966,
SEMA4D,0.14309351637163167,0.02261609580782605,0.0014236538500830452,0.05904598428868102,-0.05094169115076208,-0.028162835623114172,0.1037912479385855,0.023075132941442752,-0.10539559100844736,0.04783739225746111,0.03766126291242825,-0.11907108278058937
TRH,-0.0006395119143672976,-0.08106901086557716,-0.026265675917520888,0.169714101494454,-0.07558444299597142,-0.056200773192869584,-0.06620508773910808,,-0.0034326149344223443,-0.06970846011058203,-0.03537402954580831,
SEMA6D,0.01634391512548882,0.017686209851563515,-0.01447770775116716,0.12505130350928567,-0.07590005580785303,-0.10324738365976441,-0.05103096392805103,0.004483077234640843,0.09403530071772159,-0.07877337828367162,0.02305319168693541,-0.017554420256034813
CEL,,,,-0.018186608413560037,,,,,,,0.025981503907857466,
PDCD1LG2,-0.004715753829000977,-0.052389109905991806,-0.0037984659974369217,0.010252227867964364,-0.04772504894002911,-0.02070039202617144,0.04393756013035067,0.02185859221590392,-0.06976029488934012,-0.04373601406588838,-0.08299603352405287,
SPINT1,-0.03341595294789784,-0.028124148748110814,0.019679867264393858,-0.02296484428086835,-0.0032843343949621115,-0.0737851066298565,-0.008317459564959318,0.004074789397293049,-0.0664715634352462,-0.018679197846788294,-0.04137883272459725,
CTHRC1,0.03674574061185322,0.022331917191370485,0.04644650372946335,0.007667465937703358,-0.17521426562837253,-0.06189761299970554,-0.026530713464005276,0.0017425774409018046,-0.03028786512557535,-0.03227870288699102,0.03474318270228319,-0.04367421905722191
PODXL,0.10041618133362254,0.046011151325022495,-0.021440956359761124,-0.08214362236031661,-0.13280546390150058,-0.15999775615066694,-0.027912874325668025,-0.024849728777742067,0.05827132458512394,0.007156226921463809,-0.001356313945556471,0.06260309853187862
JAM3,-0.06154171378975919,-0.022484251919288472,0.0023491485205182614,-0.014135354738087745,-0.0974504181972186,-0.17762899773955645,-0.037595374443348206,-0.008860574038158707,-0.17615261136023905,-0.13732450600383175,-0.023123481769487034,-0.1617484866175806
TGFB2,0.08673886616744603,-0.01745714938766397,0.030402659356305938,0.0727298919869978,0.03472473408042612,-0.16411619990465387,0.008926674797253587,-0.06550445832916751,-0.04476632340789836,-0.09711740293007237,0.0024603582933054174,-0.04432257872861568
COL18A1,0.03600857072321238,0.0354028731728435,-0.07467094068676676,0.03874012197904744,-0.15641004751551765,-0.09051827785039876,-0.08732748860524171,-0.04174932759162861,-0.12574531222899923,-0.014621512337098018,0.07699917559855511,-0.01608295071663683
NODAL,,0.011657626773519876,-0.02182157216413515,0.017961934824966372,-0.044693019452135774,-0.08783257521231164,,,,0.051546579959528355,0.012632372884609926,
INHBB,-0.08575185623859007,-0.0019176158651448372,-0.05506804336906181,0.010705955672839128,0.04456478932286728,-0.07518424877055542,-0.009916904634871755,0.05882284600115726,-0.00959397550536177,-0.06970767105164122,-0.020430532113150487,0.13379615601801056
LCN1,,-0.009444094913672822,,,,0.012019983634167206,,,,,-0.021802518980107065,
ARF4,-0.11404159002081957,0.04051155769660471,-0.030169314092113656,-0.0631768677039935,-0.0854627516153352,-0.0864782586646183,-0.017199816699210568,-0.0362412541174337,0.008485829883530279,-0.1406431995526165,-0.02451253225230143,-0.05503053009846838
CXCL14,0.15312372440638153,-0.04635115409444944,-0.036708459286338334,0.15203863412535962,0.17049228828354027,0.015460913718513221,-0.06853024516650363,0.04632811686933837,0.10319260176963574,0.11640759880961446,-0.022715826826245896,-0.03437088002437894
LIF,-0.047237942197467304,0.01602733632658298,-0.05246753659496973,-0.057932664361648824,-0.03578632798524167,-0.10741399542672107,-0.08463580750889393,0.018168789708288186,-0.04917810238678597,-0.047302678325121465,-0.1181528819654792,
IL17B,-0.025796420185041413,,,,,-0.04830329642569853,,,,,-0.014917599455319126,
MMP1,,0.047510093726653525,,-0.019392247253080228,,,,,,,-0.04816418462831006,
MATN1,-0.020325174896334598,0.026956519713885557,,,-0.05049856546552876,-0.030664406207248446,0.07565780878407327,,,-0.023255922286881624,0.06819055022380176,
ADAM28,-0.018410689454392972,0.007454247786411208,0.023368194682650174,-0.038304704490026334,-0.019231634522316278,-0.12970774097873444,0.025946781912929075,-0.0655646937582767,-0.16477405314588325,-0.011508404649719606,0.02005888739848501,0.06632147778932332
