,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.035776827528455325,,,,,,,,,,0.009449424414378354,,0.025612292866299863,
BMP1,0.00549436718585107,-0.012691012517320313,0.0648749805411196,0.005966601098021903,0.023536022968088516,-0.027433753992507987,-0.01288696086199285,-0.0014129826176462522,0.05377861238972052,0.016096081786675816,0.016097927941340823,-0.011210418306508482,0.05334886660146927,0.026702248262859496,0.013915449429608815,0.02776777306404833,-0.02722063203389576,-0.04177657264699641,-0.03528016523488096,-0.030396203220847212,0.01930578441490703,0.029838341049792962
NDP,-0.022530725552166377,0.009347532001727813,-0.04270274587352829,0.0159255680207911,0.02651995946950046,0.0018808150757518344,-0.026738870494957646,0.011217305153576598,-0.05582695473975661,-0.04323039461403108,0.012352099086718655,-0.049992441046426035,-0.01693007772361698,0.011054295543909623,0.013286986393759545,0.001336538084494056,0.05474981529522958,0.06418838001946439,-0.026290251553014992,0.07873123948183888,-0.00010815867913074526,-0.03495217962614213
TNFSF18,-0.033932154930305325,0.06286715564486704,-0.005436835561708346,0.011526533125587227,,,,0.07769561275177274,0.000568014147000831,-0.021917963120486775,,,,,0.043403310674825515,,,,-0.010438620663808523,,-0.04224079782313056,-0.01653350527463074
IL36G,,,,,,,,,,,,,,-0.016055370249688058,,,,,,,,
RTN4,-0.03657043108218233,-0.009942983852929833,-0.02835425420391914,-0.0422486010130554,0.002846401391189332,-0.011351235667133211,-0.039481706243124,0.028536937194638557,-0.0344780037448589,-0.019312135899619803,-0.023812158935561063,0.07076120728477464,0.009354707246744037,-0.08042176093430535,0.075020249907793,-0.0824965741362608,-0.027041465658966493,-0.14317721012657897,0.03574472791181906,-0.015635819284014356,0.00014699491433469694,-0.010390026911677926
HEBP1,0.0017607060753674476,-0.02338039605871717,-0.04225663645663084,-0.0141448904690242,-0.012585753829343136,0.03810444827952819,-0.0014382718459554447,-0.03002627329793088,0.013070017404289284,0.01718869284658241,0.012878274565679101,-0.005595591728594467,0.06587996568954933,0.02367363071737284,-0.008911340631230176,-0.006333017480685323,0.017469735134681117,0.01336025647754913,0.025516718009836913,-0.004873354615286272,-0.03413050601736581,0.03733339562942788
WNT7B,0.10002422728407087,0.029087489670788013,-0.00590952452528992,0.03812443384689652,-0.03396401684600777,0.040883206075233755,0.061807419334936976,0.052125513681409434,0.0636325928175804,0.012914579569727136,-0.01666802198975688,,0.035810769473705976,-0.03167030011452225,,-0.03139834201493582,-0.029454833869255095,0.02965230390658774,0.00987799474472259,-0.0011923734913697353,0.05829606091874074,0.026231024458532915
PTMA,-0.046318893553977274,0.04417589121981134,-0.02871597945262648,0.08212177657260405,-0.10067397199414205,0.025909612068835762,-0.05426244051925753,-0.04809563063273104,-0.018274094948394864,-0.04073553378237214,0.03425678584073026,-0.041777825845654794,-0.11262516823955432,0.13100762125720472,-0.08370394627015597,-0.050525103609199616,-0.0743736952979712,-0.014749208005103605,0.09587299668099358,-0.002503049283372363,-0.004968564176866172,0.03752831918974457
FASLG,0.03788219123725651,,,,,,,,,,,,,,,,,,,,0.036112519369026194,
