,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
XCL1,-0.019816960022918127,0.1027646003811098,,0.2645344504502801,-0.019553967491846465,,,-0.03213116656830686,0.0999031226921229,,,,,,,,0.030025902643681008
CD58,-0.06085421339593714,0.07040709344046477,-0.02319639372172829,-0.016946770169835,0.030349250223382074,-0.0022387283176410673,0.004357870327713631,0.0037553557858578724,0.07907824890228016,0.015438618044127958,-0.02612513117128066,-0.0083383106461297,0.015849194464665643,0.04029725223815156,-0.028043068946638938,0.09713575369019466,0.04127328832041875
TNFSF14,-0.0010255967750011279,0.06088431144396265,0.05739995165936637,0.00455641434148767,0.07632945324556092,0.04222252165213141,-0.014927035948280341,0.00946823354160459,,,,0.05211270616213665,0.009763363598437453,0.033323591333641,-0.0234614509715263,0.044637988207218746,0.017563745022862655
CNTN4,,0.05482056318336468,0.009539206744515702,0.034975524754801875,0.04562741862401928,-0.006627163084634313,0.004761880807319619,0.07638812918253651,,0.050530557281787396,,-0.012283265427593308,-0.03328222549780785,-0.032372593829423826,-0.0008459248584131373,0.0402520166522509,0.07933449127507602
NTF4,,,,-0.014393947330383725,,,,,,,,,,,,,
INSL3,,0.0871449751654438,,-0.010458301376190709,,,,,,,,,-0.012898500249407958,,0.03902431219085505,0.15785290768901544,
BTLA,,,,0.053811076126958464,-0.020385662059878063,,-0.003945615919565549,,,,,-0.031858865548266634,,,,0.08485471372903006,
MFNG,-0.006880966314050241,0.027159486990111763,-0.03460890762563178,0.023883876928944718,0.03689495103875009,0.05152816561489018,-0.012859600486031084,-0.03034420659232295,0.009524729881371225,-0.02050966405469703,0.045712642627736354,0.03760467558870707,-0.00934010575722193,-0.025204354012343295,0.06390713046668575,0.058195944885499486,0.02571349143716534
ICAM1,0.03039502144066085,0.06387226103030158,-0.017930401920998016,0.07634335187831894,0.06240892067402411,-0.024867872410032296,-0.02180662298515735,-0.010126898624207204,0.0603880731006024,-0.009874465408600661,0.0824259450188097,0.09370830459123264,-0.01859278092592581,0.032080863497747775,0.005429499335490223,-0.029425999442596832,0.10083998390884236
PROS1,0.04675085804562665,0.03894226916418051,-0.02838856662566352,0.0033618339816497552,0.11853224627558832,0.00729798161520195,0.006138036311767743,0.05803651319247949,0.033635793654973135,-0.03694523786950714,0.052113202403912526,0.0142532703003422,-0.034333260727720284,-0.00407510352555455,0.024152363502650133,0.025856451363509447,0.018453482526070812
CLCF1,-0.01947990841269034,0.054051413387470194,0.00026827047512039374,0.018568212556742764,0.03923030912097453,0.046426133723414136,-0.009428040426592725,-0.036206662797953995,0.06719254986903972,0.020591446794408785,0.13024730865201978,0.02744614035418542,-0.028296475528116448,0.05102332367982385,0.030859176290449385,-0.004797361003657143,0.015201647336677023
PSAP,0.1351388561731734,0.05815879127001467,-0.060309072733506074,0.07140349059736616,0.0648006237782214,0.0045468411313534475,0.0008231024954727627,0.03996309298833065,-0.09102712823462643,0.031045423691437063,-0.07041637375889241,0.11849407822257475,-0.06241626933259544,0.0008580448263102244,0.07109778438373644,0.09852474036637612,0.0350777271985469
EFEMP1,-0.005610459623672886,0.06573015111690597,0.04395465293907058,-0.020868975242409105,0.07429342828357766,0.032009965181279305,0.00046342224324760886,-0.07247673255731144,0.0027613836656527396,-0.011992566189335488,-0.05059731660499857,0.033619531710959376,0.0194621322048119,0.04079183205556055,0.07704412665259616,-0.00027500441673990287,0.005496474753621504
C1QTNF1,-0.05287465760712477,0.036547436860178674,-0.06815484604841363,0.007573070563169994,-0.005758559774874815,0.021430183494474075,0.014189166984282199,0.041235994442919616,0.0015498019730325757,0.04107966171856458,-0.016565204839216686,0.06278753860504675,-0.01804478128254739,0.057717229823802736,-0.030537134785743533,-0.08416272859215575,0.056161219217865634
ALB,0.03664102286714134,-0.018916179493258772,-0.023587413745585997,-0.018567220985148184,0.0673149144287647,-0.019020173343711217,-0.016953960137997288,-0.01954430463354777,-0.019860176416017748,-0.012967143007308389,0.03497494463495984,-0.029655246633935373,0.10545048979297493,0.019619230299035364,-0.039273883081788245,-0.002625608908181111,-0.010158584022672418
CCL13,,,,,,,,,-0.027450701429958403,,,,-0.01916665038409339,,-0.026316889919854897,,
EFNA3,-0.04539695264693067,-0.015347052450445771,-0.0163928887849871,-0.01997664961391588,-0.008971252020437448,-0.02669283149444444,0.026241631188238974,0.07470471828905613,0.018696408002705528,0.01949207944011279,-0.03322569266829126,0.029349560952201998,0.0010446039554270078,-0.00664214577530008,0.033748792829837594,0.03434406445826211,0.09376370345486622
DRAXIN,0.0075034385862766334,0.06162105051565866,-0.05769540399434341,0.07785905556603413,0.040477388509103034,-0.0018247444082145354,-0.013613198028843884,0.06949515144910667,0.12448505343945457,0.0036568904509252753,0.032227420607718674,-0.01358630534936094,-0.13361832274135985,-0.04278802622288791,-0.0017158756718297808,0.12007570944836145,0.014686234804903612
RAET1L,,-0.01893896547053399,,,,,-0.01630486830778883,,,,,,,,0.026867562721352333,,
NPTX2,-0.051854341415044206,-0.012633930068894177,-0.022610639923159034,-0.023928357259246896,0.04289316637517227,-0.010195040817320927,-0.033999888636816876,0.06836356375955276,0.07194711497845116,0.035444908525761085,,-0.018869212106937237,-0.007705222524026131,0.011776350503810136,0.023380437226352368,0.20999250668326716,0.06410494581383057
FGF11,0.043593501161910964,-0.05351962851303851,0.027392011565907034,-0.01593303504209073,-0.06091015052721257,0.03797949754010376,-0.02106382739759996,-0.047054946300266666,-0.036670146830568566,0.026386022196992168,-0.06083947412692076,-0.041963605458455344,-0.09365888723750146,0.0411394506614096,0.04227215508956861,-0.048589727959189456,-0.012102474433727233
CD59,-0.012666731038770715,0.06779629143136764,-0.030502460132173937,0.01147057920907444,0.030023450018557697,0.0031592451925567706,0.01925369440587574,-0.023007956182739625,0.08309035099064094,0.027856703582680824,0.002400447402828401,0.060152002330806024,0.029754829344217207,-0.013071939831644192,0.04642940288355766,0.22403260599514807,0.18767728165596803
COL9A2,-0.024655561150792538,0.03448935624456627,-0.010048500338082692,-0.0365671419851745,-0.00029559341650904793,-0.03754410530915207,0.005095812510993181,-0.018771619089039536,0.09961238688734661,0.004292683395418887,0.07717877375657968,0.08051893578015511,-0.012540285619284821,0.002585502948650712,0.00415664983860621,0.031240081783448947,0.011440775214826907
DLL3,0.09307533158899793,-0.018166699221370503,0.025131579881481687,-0.02990894626406823,-0.017283082497504113,0.022544221830412624,-0.003956833338558406,0.04658445858854787,0.10060365736539684,0.03711878763248506,0.07153027442396723,-0.05375393889305902,0.09155037720747575,-0.031089055488054806,-0.026276079611412033,-0.0697147077969668,0.007993531728884628
FGF5,,,,,,-0.015145656960407794,,0.07119563893342234,-0.04012097291940752,,,,,,,0.11108921557869676,-0.015266601391480119
LIN7C,0.027466521601813367,-0.029860407123151952,-0.000555252673659673,-0.022913777076227455,-0.018548405994807983,-0.05016840323216036,-0.04237491974818199,-0.042205446104728865,0.021657255224047368,-0.03947175992905308,0.022906285678451096,0.022560150740967823,0.0017563824253112518,0.04579868623203119,0.007795617987607625,-0.007539813674622788,0.002087137465660215
GDF7,-0.0205264987156754,0.031750718926421506,-0.015019858234721664,-0.018660662964409214,,0.11328878928177075,-0.0149270353682157,0.0948967961821761,,,,-0.036126672907451196,,0.05774188604189123,-0.0190727883643689,0.07138133615733946,0.035759578734007785
PSPN,0.0031699972721528314,0.0289228032732675,-0.001075657517879432,-0.017987112628181038,0.033783955043246106,-0.04609358972916242,-0.0052790044768067845,0.09767701160930584,-0.050669701224786,-0.029344660935497275,0.03673058123199861,0.013651446858475665,-0.008572613322869153,-0.014206082010006133,-0.02240587253190217,-0.007604486843379664,0.010546402304783209
ANGPT1,-0.052619616800280586,0.08686339329159279,-0.015334393380913025,-0.052081295517762416,0.13308784086352293,-0.018693340999164587,-0.02750038547695995,-0.062333854614705926,0.13315307334220405,0.06991833852134756,-0.03184103610539728,-0.01780635133660668,-0.045461477033999935,-0.01743680474262554,0.0863206125472272,0.1457223405860043,-0.013679394024489642
PNOC,-0.02898768358513445,0.0325448788846827,0.002967318928381407,-0.033672288847147964,0.013883495099786649,0.025504845788839596,-0.030784024159330684,0.02022850159140705,-0.019860176416017748,-0.009855349932963045,,,,,-0.022611569599876646,0.04710091580983499,0.02019039551487829
L1CAM,-0.030823701942859685,-0.013067219579679582,-0.03338340043412516,-0.03658697592863839,0.022150516157538054,0.009254613500088089,-0.0357547158976281,0.09758493273662598,0.0262924719080766,0.008834138832481044,-0.03603230376557354,-0.03707725312331157,-0.044043132490320276,-0.041181201968363106,-0.013994498271752998,-0.04773450947482449,-0.029010197100135596
APOA1,-0.043232720069462716,-0.04021889317928596,-0.004749300385975741,-0.016287076446078016,0.06675300960668847,0.03832269500926313,0.024573401175094642,0.06751137171770039,-0.005352170451479419,-0.00018347789487399514,-0.017916384782643742,0.09665937384324179,-0.019500471278404072,-0.03558528442883854,0.023406266982183482,0.021611875573720806,0.031825467652717716
PSEN1,-0.06161834857272961,0.02418017592165,-0.006706090533107859,0.01259499808920199,0.013572349551512007,0.026781696357990162,0.06819334392368125,0.011368209289387917,0.004730068363579515,-0.026801276505019494,-0.07384294262860838,-0.03858959486688419,-0.016792164010054896,-0.012209144246943233,0.00386658663044422,0.03582006765046268,0.04810621927815448
CALM2,0.02296604220716821,0.021358504677787358,-0.05723791698993431,-0.049778873248501575,-0.016174695098181677,-0.02532580144144348,-0.039695547691553264,0.06821767851226768,0.09368034972154884,0.04131515101605045,-0.06617538640278,-0.11161431302071856,0.03240159522864398,0.01391897919853923,-0.02886266459932454,-0.23190288208070745,-0.13102554177028983
CLEC2B,-0.012571944116185235,0.03898335659330435,-0.026327701056974923,0.0003091284726477606,0.0006069718121715858,0.055516860258282404,-0.05149575691006559,0.027240643360487232,0.018321616070441204,-0.004293080121283523,0.06718214303266014,0.0634105391980003,-0.034250978950669454,0.014965941842751686,0.09147889838322878,0.14090856137455726,-0.014357142954910794
NTNG1,-0.021906159908433764,0.019720036430286116,0.004847559259624805,0.028983604991298935,0.0425995233212072,0.021359249512370386,0.04034658261741115,0.0722470447461992,0.10045769085086874,0.04181129150813547,0.08166255370020992,-0.027717035440500467,0.012810275458038645,0.009656605010380336,0.029809301608507758,0.0019033021573637379,-0.019217150977641616
LRIG1,-0.06528656303275769,-0.02556382136312173,0.003739026992132163,-0.008089950992539393,-0.06984551054760348,-0.06116705727931589,0.029244342260433907,0.013658930642927695,-0.06321742381094765,-0.0004053022850754512,0.12406404495810977,-0.009799463263430435,0.06668978780878845,0.0684470359776349,-0.038426861253335165,-0.18371745977600418,0.03794595407589987
CPAMD8,-0.018061557273953963,-0.038050339928952064,,0.07985844621626931,0.004460597652987538,0.014107784689317372,0.0029244115869726806,-0.013061640191201993,,-0.022582961321689573,-0.04263217273043652,0.069184467722549,,-0.041324020560928654,,0.05627682881374021,0.0739769351104959
GHRL,-0.028815916171843328,0.01203330073981747,-0.01905106807443049,-0.03299592438127528,-0.007242024151516849,0.06375798995792938,-0.013613198028843884,-0.026274615747724626,,0.006426603358899109,0.008849452046628983,0.012228093339876123,,0.12311173439196327,0.0541133200846891,0.06296067004002955,-0.033665054664857544
NPY,-0.02649700943012288,0.011399555589420117,-0.050394234042828105,0.01345731851499004,-0.06120324132828456,0.02490105533594615,-0.009181349521690021,0.03253993195974655,,-0.028999871875238264,,-0.03215811637777446,0.03434258348443148,0.014883685786868613,-0.017125271094828115,0.04914950049704265,0.035689746356423815
MMP2,0.016418756654804894,0.08558514297420479,0.013801498710243717,0.0483240584927919,-0.01219961139096301,0.04356020992784649,-0.0015046135306290723,-0.020498532839823464,-0.12814780325665362,-0.01268042761526191,-0.11029822803980456,0.15241900808132852,0.005353015704397554,-0.02147634094755283,0.03920017546071904,0.2765271932797285,0.15660456155546562
LHB,,,,0.0420218114285229,,,,,,,,,,,,,
PPY,,0.055000292960872,,-0.018753697039844912,,,,,-0.018369777573479306,,,,0.00037687574090786613,,0.040443932543980245,0.027189752672041476,-0.02932598131042027
ALKAL2,-0.02704733064188802,0.031571746151794,-0.012055897090710107,-0.01061707729868667,,-0.015534978306711373,0.012717745900219473,-0.002745131927045382,0.02676502060497934,0.04347395570622869,,0.09239769751633863,-0.05453259908370691,-0.04550676353569363,0.06644073101551548,-0.025820410285603713,-0.011361708885423979
CSF1,-0.07916323953395374,0.028551639489252875,-0.0227514766817539,-0.08170569403196203,0.008484743075296015,0.016796034946305823,0.013368530412193684,-0.028968364500027065,0.08445771656993592,-0.03183830105815405,-0.007859566188043586,0.008593806869178442,-0.03652977582372947,0.03281316014352037,0.036182005274059154,-0.04592663491597404,0.022446729424133484
SEMA4C,0.01275841717938459,0.02968079076148097,-0.02579370040033945,0.031166608497097424,0.032836839741580685,-0.010706743064120781,0.003824143138630396,0.10055852302038401,0.0181058662192491,0.04016440192646428,0.051238010055896364,-0.0338201377532769,-0.029724205711119292,-0.032911476795021266,0.020100751801437087,0.1908328598621253,0.024404568592423508
BMP8A,,,,,,,,,,,,,,,,0.053922034325240384,
ICAM2,-0.032825516246194036,0.025735175820951927,0.015030799833175764,0.025133210458679646,0.029886350171721636,0.05757873145145391,0.014452151454392485,0.02024103281982939,0.0756394977840455,-0.00975753145609823,-0.01788511385748116,0.026115090319851784,0.03165288511043046,0.008071396299640474,0.037895327746688405,0.22075819115756337,0.1300553563584629
SYTL3,-0.029382606708972737,0.08754168957501435,-0.05394558921187408,0.025424206901751106,-0.030090353974715947,0.10613771070790613,0.047472612021300264,-6.052641416507456e-05,0.017263061255721336,0.028850793288666687,-0.06063486721781473,0.08317132543325345,0.0972643660237181,-0.012348524506998108,-0.023000242064405086,0.0795128973722688,0.08982825816682594
IL1A,-0.02098723927210524,-0.011339232648810078,-0.024055906691362237,0.023206123199174308,-0.054943357774607134,-0.0041826277822112614,0.06227038925927868,-0.028721867864172863,,-0.023500115643673124,0.08568285926083863,0.07196653116279363,-0.0023780247429199914,0.04426184478162467,-0.030422074581548823,0.01560932340782778,0.011154643037423565
HLA-G,,-0.029142545575623353,,-0.011379007386436886,,,,,,,0.01396243762071106,,-0.0422780051077268,,0.05073540766801229,,
PGF,-0.04152290797711881,0.04866705110820925,-0.00011543264558327505,-0.03737221415024307,-0.003591546306046429,0.11918033203735581,0.05535345063176792,0.06305678362194028,0.014105283077200784,-0.029443660079744804,-0.048234889407925044,0.04512599925948744,-0.005537482990350658,-0.03948849681985756,0.12525278868430828,0.23808038203922213,0.1525652887662974
LGALS8,-0.029142310807233056,-0.00092857760271409,-0.028620757828106202,0.016906869058990102,0.03810911351043243,0.06492908338666879,-3.854292703225273e-05,0.005799160176590201,-0.027960663555037735,-0.0005723669093428956,0.05090479020002765,0.02962995399551042,0.013056374588824107,-0.040665917777862444,0.017843121067264236,0.02624087572554964,-0.01686174200391905
DKK3,-0.015162554135998636,0.03616748493130372,0.002259602128934895,0.012824391695094478,-0.013474675795915656,-0.009890041050102502,-0.01963113121851526,0.01513077120046063,0.10272728038662718,0.021856893589064334,0.016302081320536357,-0.027902582355148507,0.02772307639286825,0.059777560592328506,0.041791087613898575,0.1195855231317872,0.022717058576510196
COL16A1,-0.03013464206415315,0.020513027849087446,-0.006192924404686645,0.0020626014071177985,-0.020555923753213055,-0.0012913719035012167,0.011788744192333396,0.030617859651066996,0.08184793304132838,-0.01726640766640569,-0.026325710531969863,0.10767303946983312,0.033166566756349866,0.06893021218390058,0.050105811980969236,0.19870446910268907,0.11513955953837832
TPH1,-0.033647736324976175,-0.0051442285420308,,0.03851039316035962,-0.02437086962522669,-0.016287371095358612,,,,-0.014714565924147618,-0.03580116320841096,,0.06099014503065047,0.019978004832640228,-0.037641260341727975,0.09495911749464901,0.034712652069882784
TNC,-0.00474373817530148,0.07678720233292878,-0.0436704233521169,-0.01785539269614343,0.07582884375163362,0.031366437970488964,0.00812808912074293,-0.03954234014158345,-0.123558890360761,-0.05783581265285323,0.02261185956768375,0.05059623097309289,-0.09167465213023386,0.04626667045648856,0.00034539416476636934,-0.04866866822050744,-0.0301661985170276
TNFSF9,-0.018061548701645017,-0.020495395688303122,0.013209236394122985,-0.002881317355669485,0.0022077590469145214,-0.036767189093045334,0.003260758297561293,-0.006540421495153933,-0.01564600482508672,0.0025698911841346606,-0.036325523248231406,-0.04702871315889352,-0.026324204621272683,0.10102953180263362,0.07388322754714209,-0.04590995918701453,0.07895590733603698
C4A,,,-0.011880546195647806,-0.012772729053437508,,,,0.04772026705135327,0.06678694035898815,-0.012934662422909573,,,0.018453066848191587,-0.035141720500973035,-0.01927394231507705,-0.030295166487731475,
CNTN2,0.030025828833708995,-0.045942318772271534,-0.01995676542804288,0.0026033848809205013,0.02945002811276112,-0.008862885678581674,-0.0575037992501777,0.01842226742971846,-0.02306601950188891,0.010028829271495563,-0.009393857467664975,-0.07196450191536999,0.031071884672395723,-0.013140474182127264,-0.009946886003793664,0.007404349941233115,-0.03838551928925059
F7,,-0.0047932887454308565,,,,0.09942078362233611,,,-0.01986017920289599,,,,-0.026885322731937625,,-0.01907279020866093,,0.1236670187291259
LUM,-0.03759810933316112,0.06603990911009885,-0.017516059935177082,0.05123224006505614,-0.022757094435990922,0.08936623964083046,0.00425609686990456,-0.019764266230247816,-0.09711033477110823,0.05887372749895928,0.0003565207873263159,0.1801367077045197,-0.025164592337118413,-0.01571417060023495,0.05669579963812195,0.2554027532312995,0.13609615271169534
IZUMO1,-0.01725838195083432,,,,,,,,,,,,,,,,
BTC,,-0.01893895758184619,0.10318295658863175,0.031230300589490282,0.0875050274171609,,-0.01653254913957863,0.07792710326308254,,,0.014931552128690772,,-0.01945058580821599,0.03546471165209366,0.0014737287775385532,0.03682568849431162,-0.03155318764756014
APOC1,0.07188024922332333,0.014401185177547654,-0.0422877821003797,0.01376549788425219,-0.025531831698286163,0.056559346946048306,-0.024321644087869753,-0.027157745062167865,0.11593460895512718,-0.02797457789471478,-0.020541806960733797,0.0319551044164233,0.02057434790134685,0.03999990588832178,0.051646338439175765,-0.11837246118253711,-0.06538863138595497
PKM,-0.032398022618922176,-0.017725234952923784,-0.04169318358837177,-0.023758504836170927,0.031453466841560335,0.08211414007939834,-0.020626931755750488,0.08659824654316463,-0.003306366109229757,-0.03268296357946387,-0.06811305780201653,0.05777638306186982,-0.06498988219590056,-0.008495673828588608,-0.043104356798287245,-0.10049966037019166,-0.04733669045042352
TNF,,0.010026312068849795,-0.02637975322198512,0.0022139682002763755,-0.01038549347879685,-0.020108324115532032,0.08507927029545509,-0.06330409747805675,0.06738647853640574,-0.00907252444686951,0.05465953110627564,-0.039765555614809656,-0.018878713258374962,,,-0.007455711487631399,-0.00777114481000372
GNAS,-0.051710026885194826,-0.06342469035774742,0.0032404503939771,0.014711377089288746,-0.02936991237666398,0.01927383040372932,0.0009396481749383022,0.02716701850229782,-0.05926951263066251,-0.006683518456919156,-0.04662470924376735,-0.0019189084687866445,-0.0096599691537155,-0.015194849670861477,-0.07420718377101951,-0.11149754659963047,0.018933562512402705
BMP8B,-0.04183490538092084,0.0532412972922268,-0.03291095368420552,-0.016496629623848978,-0.03143500874645244,0.01757791185451029,0.008063641587683428,0.02768491648751988,-0.04628704579251919,-0.014706839738515326,-0.001268709395108163,-0.10707862522007419,0.03789474469254236,-0.048500906859323505,0.06169987989777776,0.1791104807277021,0.03088922259278155
LIPH,,-0.02139802441583706,,-0.016181371503531855,,,,,,,,,0.09412025566525965,,0.018552761525893628,-0.011670238848447517,0.02899191499394569
CCL28,,-0.030098983102477037,,,,,-0.01563038031100848,-0.0352164799056031,,-0.011669289980758769,,,,0.017150910328184128,,0.002980797255649194,0.09052003133138489
PTPN11,0.04606920653112211,-0.06635529632720803,-0.004629966683299337,-0.02145839564519974,-0.021385557838603624,0.0028971207374730887,0.0076262016490198144,-0.03635498866192575,-0.024127285918860368,0.03145653580694341,0.021715300827991297,-0.030674624256455146,0.024776377577669945,0.020871895767466533,-0.03062631752338421,-0.0365381861769402,-0.05423738032256488
ADAM12,-0.029505491953265107,0.0251421353702392,0.00899249963879387,0.03184346277372168,0.043666315150327845,0.07928694406708756,-0.015105790901132244,-0.04260688411622976,-0.05059501480535467,-0.023752237823853894,0.09248744412789486,0.08463511625630131,-0.08503675080930637,0.018831061899904612,0.06940093376046476,0.24143646085486764,0.0783065163483674
EPO,,0.018391378702177292,,-0.016496630085771978,0.01785245495463131,,,,-0.0180576412858342,0.07508300243858741,-0.014310163164049481,-0.010643556658961365,-0.020815479464432934,,-0.018247550095497948,0.05182749255535043,
EDN3,-0.025365314453533676,0.0028583884504913325,-0.024816961000924374,-0.020536011493381363,0.027902128998233782,0.022975180389806903,0.037293232115725064,0.00905349530943794,,-0.014866400529067472,,0.08949713392284159,-0.025652869022038956,0.02822804241048355,0.07319570595568495,0.05795315641909432,0.06990234927701035
CCL22,,,-0.015019857871009812,,,,,,,,,,-0.023558639465534832,-0.03015292376413059,0.006763998309847216,-0.0035532159824332933,
CCL2,-0.04239879764373319,0.11444837459119565,-0.02716331977976596,-0.004417775704293437,0.07234722331126166,0.05103203782217815,-0.026742497422267045,-0.020304722272590905,0.15593521266092025,-0.04077404484160249,-0.005659558913576618,0.07439026348380004,-0.04337829623066559,0.019536411492988678,-0.01957910720790498,-0.07307058573133993,0.08344999808867926
DSCAM,-0.05405591023300455,0.04611032714305399,0.01078087694386999,0.004862213045969741,-0.047143712075885226,0.03804265789771028,-0.028598268240732607,-0.028067925861192118,0.06380974821921293,-0.034576378216801706,-0.046504240432392374,-0.05711261549806035,0.022359575234587824,0.008265786063812154,0.009259385475255613,-0.07809250392899289,0.10955402385053689
GPHA2,,0.03245598740014035,,,,,,,,,,,,,,,
ANG,0.0019542653164495074,0.00048454493495297284,0.009318733894428879,-0.016378027217264085,-0.004937622650669081,0.03805629914824109,0.038922189066655975,0.07106418791284211,-0.0030839233867188645,-0.029959361052150996,0.12258516116858377,-0.01779230940387805,0.025413180884109467,-0.01843697207296447,-0.02221247558819182,-0.03376887272970342,-0.03436152236150416
FBLN2,-0.023783102964999327,0.02378806208117722,-0.02731405534656256,-0.02501364224109535,0.04039263911695776,-0.012052961238529449,-0.010558567503786927,0.008691519145173344,-0.012104155082240345,-0.043378876091052315,,0.13337260954432886,0.01602423994046432,0.04551854177865452,0.06889457662405984,0.18729600780893993,0.10842809211631442
VTN,,-0.023781782817870127,,-0.02121225770371686,-0.026365953473907792,-0.023095882955281966,0.007286574596714879,,,-0.012226920166351874,0.0014582441188484294,,0.013269988905964232,,0.03828074382805976,0.07133665829268017,-0.014786171809178593
VEGFA,-0.028712048545902858,-0.011052702131925614,0.0753966861493081,0.01086298098589917,0.03454752863596606,0.012651493599553962,-0.004095986249834812,0.08265556080844284,-0.0927784991490073,-0.025096813387670096,-0.023230682773994246,0.003913438460085836,-0.08318649899140879,-0.005706974602904289,-0.028399699483288614,-0.16417997931461248,-0.018552791212567622
F10,,,-0.017144217766653175,,-0.024599880765158826,-0.0222785686025702,0.06522631613513419,0.04840323267566576,0.017331644640112134,,-0.03363206466182452,,,-0.026087957602902202,-0.03160358030205564,0.022458791095281934,0.07435279721953876
SERPINA1,0.012729867874964825,0.06352836438597934,-0.001085432273706703,-0.02309739630937912,-0.014923384756387435,0.04004371358728975,-0.007489986314874771,0.020318600373797097,0.09178548979448846,-0.022308148331584735,-0.03653360390613418,0.07421643446117594,-0.016138166442640527,-0.10069161259659991,0.05206476985915182,0.09244756953550233,0.003701766432669254
VWF,-0.03472180871137,0.015606963181106723,-0.03262812726643143,0.056571139437379105,-0.0006370110752302114,0.060722764907362586,0.017581142342153213,0.05639961911169679,0.004084328705086133,-0.012697377947916567,-0.009602837087853954,0.014065836774089915,0.03198221948854643,0.0018939531434630397,0.08564727396619407,0.2422899507191845,0.11048179866440588
GDNF,,-0.03351085623780917,,-0.013418050655223194,,,,,0.056380101287400196,0.031500772023286105,-0.011170867558246282,-0.02771702770114531,0.017892760792317206,,-0.010255571141357972,,
VASP,0.017294487456946565,0.06923558359347877,-0.033811647432100425,-0.013607352451033427,0.037917876992532955,0.0464201008010223,-0.0009197884602332131,0.023032935217344914,0.026688786221390967,0.031318247358159496,0.07041073945978776,0.08830101088768255,-0.07961964109612517,0.05275130476137259,0.05509016352737802,0.19752888932394486,0.09431532056360746
ADAM15,0.009525802146321385,0.060280335135068745,0.034338367061918076,0.030664274722054744,-0.022735020210534557,-0.01116139097374562,0.062264730005319215,0.00432327697111034,0.06890469510467682,0.006517524053030594,0.10379492579011519,0.06452468452641945,-0.006335558578615423,0.004373654473341535,0.07119674373397823,0.13694099408632956,0.10778401429158889
WNT2,,-0.028379235046161615,,,-0.0041368839002785705,-0.03516908493771027,-0.017733838711894816,-0.03988526505667868,,-0.013770653039165297,,,-0.025819535852332452,,-0.02191026333609486,0.10593552280797562,0.00798387705826175
CALCB,,,-0.02172983066204709,,0.02828292788295782,-0.015145656795815012,,-0.026701972741588854,,,,,-0.003840521717906777,,-0.028503467005605857,,-0.029330039493658457
OLFM2,-0.11812285011426708,0.00564689185469475,-0.005526126495276487,-0.04438981054041685,0.047073857800621906,0.05778901092215516,-0.012087826739654584,0.06029388692594662,0.07063402408006939,0.04614634563572479,0.02171511745567252,0.008210371621678017,0.05762056221217353,0.03373508035985936,0.008028907543812023,-0.08104576098062712,0.06275131164542778
MFAP2,-0.04956020524269455,0.0967729993780036,0.04307064528068499,0.08448731317037052,-0.025505745360501344,0.06628682495423216,-0.005391254228337438,-0.013057410334428242,0.055328643204950144,0.01882007674899924,-0.04002201219984161,0.04929463251184019,-0.004729001191853855,-0.02098933390808492,-0.013686052787381817,0.2859967010126085,0.15037068932460484
HLA-C,0.03814671462700965,0.13254185851392103,0.0011287480564283329,0.06802322958578753,0.03617099935334379,0.034123372157588185,0.03251229043743174,-0.025138260937538074,0.08683628686900662,0.0010624705390253012,-0.001750420723204313,0.05289447643615448,-0.03963394631683181,-0.007951404819555743,0.0944996769698191,0.13852142688603195,0.06437604643635443
THBS1,0.03764925393928769,0.07811601490600704,-0.02460821119510916,0.02013449806905019,0.053324358098227186,0.02753294179654762,-0.051833646384668065,0.10205474721184861,0.06817945930386636,0.009112908184097775,0.04668748753547359,0.08268669727740495,-0.04187375087076468,-0.0015466405973669612,0.06870075728810211,0.1833196809491632,0.1485022671951918
HSPA4,0.017008906723472536,-0.0428087170760649,-0.056948260552482914,-0.05524884833257461,0.002053394984833338,0.12024041070015967,0.020840813657118457,-0.0022250677322908437,0.0003012583709636928,0.0254897008580884,0.010735520593881318,-0.03040541231245393,0.0555777348664009,-0.021621256098812828,0.03414821905318164,-0.05550280807563648,0.02741615426680201
LMAN1,0.008958053353108878,0.010956553797196128,-0.026103151062180897,-0.03261096136650056,0.031719988258245346,0.05917617843820721,-0.020781046386030698,0.042335647393483,-0.05179163437523349,0.01694487229435607,0.0026924005784377866,0.07825539251680555,-0.08387635276721862,0.0309080974487284,0.011618402189582624,0.0818526492493057,0.008383298577500939
LYPD3,,0.019039563241738118,0.08020903912840345,-0.012094977802220477,0.07717908916367426,-0.02349520802343489,0.03345057142096743,-0.03213115323586305,0.11465031330893706,,0.14118930720139858,0.09974903004906453,-0.0434162274310988,,0.052530703821132244,0.1410008308238211,-0.01459261799658895
APOE,0.10329645847111689,0.02867681551441489,-0.008533999922300937,-0.04643560286169463,-0.060417319118650316,-0.02531533712225437,-0.0031654174256243966,-0.03236739024556311,0.06727944274196883,0.02497536610808489,0.07447033541359294,-0.08312320721159283,0.019198900057635023,0.0910146835190465,0.056306220136061416,-0.025805049176674574,0.01629431122353963
