,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.006784739808064088,,-0.01794979991728168,0.01911762388438736,,-0.015790235319725253,0.04521709473497002,,-0.017934184474340382,,,-0.06843974498881819,-0.015494187074776013,0.11936043038661504,-0.031136883851767376,-0.023643043154135755,0.09007049656380339,0.13995954692597357,-0.009593344412306875,,
PDAP1,-0.014401519737161623,-0.010683456409321022,-0.04947401419274033,0.028692880600187827,-0.00600317207155418,-0.00023051333544704688,-0.020367999475864335,0.055797751461344976,0.05753598323250634,0.05467649185566001,-0.0005346255089773448,0.016272533690179065,0.08015536620336279,0.1232023207470284,0.0062294559987801645,0.05104891015095262,0.0039740878877403945,0.05623472537709143,0.06765604857845767,0.019872351724940424,0.013934762851697374
QDPR,0.05861661586825975,-0.03595537947615536,-0.08183690407708939,-0.04260298079056482,-0.0618658524074472,0.052956239640405564,-0.03004996373810208,-0.024832426966504173,-0.037319411454579156,-0.03192795990980991,-0.023358410155954246,-0.019232766064537308,-0.008645724535722188,-0.2890880878318081,-0.07809832872263073,-0.031695325794914055,-0.0526437820044681,0.0198980986436073,0.0768202895421552,-0.16573117164997234,0.11231155193648214
POMC,-0.014581942174949226,-0.0625587157677515,-0.015746967843283572,0.053709668536593334,,-0.01958565730980563,-0.03516392961997454,0.04132202560816086,-0.00838180681606529,-0.006043236760885917,-0.03906676558241845,0.05317402823718299,0.03396205883188242,0.009736279625918378,-0.007865368240790344,0.0038616573797023925,0.07994499951658034,0.031104857256348324,0.07478155278018588,0.031902501665266696,-0.0598371688026155
CCL18,,0.005650613894084241,0.05675993188829036,,,,,,,,,0.06663380400881885,,-0.069994585834884,0.06860731882506989,0.04614008011325426,,0.06199000563548496,,,
CCL17,,,,,,-0.011994450457554083,,,,-0.021814240948926984,-0.016657372662168247,,,,0.03866156318813839,-0.02143866202965044,0.05953564054616695,,0.1073371520933528,,
VEGFD,,-0.0203888477746065,0.08977315591733209,-0.033800714885988944,,0.0006964089228817875,-0.021128263365101742,,-0.03291701026628863,0.01426467515785076,-0.017852222216458723,0.030924884621518347,0.07152975952348553,,,0.06300905298463938,0.08419100741028057,,,,
TNFSF13,,,0.10712426427412189,,,-0.015007851060339797,,-0.01220229380110842,,,,,,,-0.0423876069907971,0.0058289547900086365,0.04078513189908474,-0.021603859072730252,0.02163604389800304,0.00030857636711260585,
WNT5A,-0.040035981920513,0.015205368874870789,-0.05536447485860924,0.03279275417842237,0.0034238002200650524,0.05340785091457111,0.010892696261324641,-0.02703373055287396,0.08431069500776009,0.04303910888223597,-0.0018865495718857817,-0.024974096785286184,0.020283723688434042,0.13715354500180632,0.0956474137181774,-0.01971435711863139,-0.04466908139436161,-0.02261534522012503,0.1448346680755175,0.03846519960734619,-0.07902253589514338
CXCL8,,-0.07873916534215153,0.04365196232690855,0.05112576447538756,0.13861223725767538,-0.021941229842002245,-0.024709165933772797,-0.017356971501604482,0.030755300864569082,0.01916890872080918,0.09360926245919732,0.07219443742257449,-0.15379016165697093,-0.09494014226032646,0.17174038297934505,0.11811527718021698,-0.020410445639276194,0.005701399247298108,0.0799429124985257,0.08134777887796592,-0.09461593614321603
GRN,0.050006068551897404,-0.020608993431814552,-0.03486918018566223,-0.010356468264024301,-0.09084312930834017,-0.024864116390676885,0.01948800820706973,-0.05318344622415919,0.04794722182796383,0.0059919238641290675,-0.008230007670255467,0.01108705770622695,-0.1101022884217879,0.05940987741399766,0.0036816225890541833,-0.04368184557466786,-0.00706827146896994,-0.07791137529656222,0.03616907313957183,-0.03734853138574963,0.09768028686022828
MIA,0.17170878030300346,-0.0011882075819428725,0.07568205349327892,-0.03728354077072381,-0.05813574811141369,-0.007432057648742842,0.03928621077926216,-0.022064100541583184,0.04372467663265563,-0.020683052376603093,0.04587484720121063,-0.060177738023093605,-0.08244519766301713,0.12327708595612305,-0.05376744711023882,0.07772574560224972,0.025042356925981665,-0.07943137055557335,0.047283157519086974,0.02722611389577562,
COL4A4,-0.0210528498597268,0.0680171042436838,0.05146173651096685,0.028485389334496264,0.14789777714272925,0.034530385981164126,-0.01331038835748152,-0.011609943449340132,0.0014285314121021528,-0.008732953362159195,-0.009399365587724138,,-0.06834153156356061,0.04672488859909839,-0.026338752947345924,-0.026346460991398583,0.03331965375574193,0.028096320427082797,0.02942638024666908,0.111441830446124,
TAC1,0.03274564087515888,-0.06091889431484806,0.008065067087155944,-0.033348778867023324,-0.10903965049547944,-0.009528464770821187,0.014720094487512539,-0.06782108909641299,-0.05527650587265687,-0.029593903936253035,-0.017011335251345797,,,,,,,0.10210321300670243,0.06225195990741667,-0.07084442583840704,-1.813769067822278e-05
RARRES2,-0.04889452912198047,0.01548965768581086,-0.013036623478658839,0.036724536817606145,0.14818405263462484,0.061883499256655344,0.022936702512106028,0.04199544366617495,0.09204981702935844,0.021470824437573373,0.02646638318772587,0.053525602222036325,0.08169080471693844,0.10258530379294788,0.12900359674651277,0.059873659601236466,0.02904192258078431,0.04318123853769035,0.21123542283088492,0.1102038431381831,0.014359448430094955
FGF7,0.0805806678808301,0.009407733973612078,,-0.011222960984797385,-0.008746217451818146,0.08413689029393176,0.0171248415895426,-0.033276050372126206,0.04082445167985446,0.029409269932022284,0.008421005249223703,0.06063343583257303,0.0370059321951865,0.16367565693537714,-0.0260349494717242,-0.027326578018058795,-0.01160308675994714,-0.02797978172965448,0.16805866341106554,-0.01120336885153187,-0.028817909726422352
EFNA2,,,,,,,,,,,,,,,,-0.02247113025280432,,,,,
HBEGF,0.07543136050680997,-0.09251457789633981,0.005149626264153579,0.08080036473569387,-0.09278590961171573,-0.0191333132248335,-0.029439748406952942,-0.007091996223331862,0.01055936818622023,-0.023228443461164643,0.017178420814088637,-0.13989561840699705,-0.11857246296991843,0.11878180091323198,0.060512102592258615,0.01218941517557227,0.04641302325521943,0.008861622875850432,0.008264710709552151,0.1620291584154115,0.02495767404274134
CSF3,,0.0808196431851912,,,-0.013840815088996209,-0.00880012913070045,0.025734868287888738,,-0.020485082203857048,,,,,,0.17358416746392452,0.10358969734096886,,0.02749052416622069,0.026672929651617047,0.11337743693189462,
PI3,,-0.007048725631036284,-0.02356538076112845,,0.09623394970550007,-0.004161280012937786,-0.06481299859973652,,-0.02306647293536271,,,0.08305965655256457,,,0.16462772501886838,0.10670663975337748,-0.034228521741472666,0.02382461287624787,0.04070509578303979,0.02729773275698917,
PCSK1N,-0.044836762362867766,-0.0004576804406652337,-0.003879994792979874,0.029916450754988336,-0.0832857420183616,0.007014887244335031,0.011586531489786304,-0.0235177413007178,-0.017448032162849295,-0.069306695326498,-0.06145527953600652,0.05534038275341311,0.13064428519470012,0.0482241445391435,-0.08241243429633201,-0.07025604811705724,-0.00017172665237146604,-0.06691479941251456,0.11250889441252901,-0.14707666491908117,-0.07870202811099582
NTS,,,,,,,0.02151758203140054,-0.014173103077549291,0.10229067927494156,0.03366174133453212,,,,,-0.05153393185908092,0.031951240963978986,,0.04831248830810139,0.014843866206062975,,
SFRP1,-0.02645007663721049,-0.04295326671699041,-0.08759505798266629,0.007094580654731271,,0.05790417221776806,-0.024103689573951953,-0.0009584421984247804,-0.0016168380898678376,0.006230023167513983,0.025068885732090915,-0.061080327817227074,0.03670955516579708,0.043562628028803146,0.020453690680819973,-0.06012859418855345,-0.014836164801755139,0.011613869800461522,-0.01455291534086218,0.015477915281566373,-0.05201880731385837
CXCL13,,,,0.023866081056664743,0.04556703280751618,,0.1011912201545254,,,,,,,,0.0732945430712382,0.024997794156886008,,0.013061781570726745,,0.052023862855944715,
MICA,0.010643934820781534,0.03454288014107138,-0.019171530687826854,-0.009786180743506472,-0.03344331478440179,0.02512493327480563,-0.023142579723924413,-0.03008287616806321,0.0480041454569034,0.035519776539003935,0.04527386252607616,-0.15320235164124021,-0.07146206698364635,0.10720548162732652,0.04828525925267923,0.007545966284327166,0.04799966517696536,-0.04651788517541486,0.16670277970719585,0.08084114861661336,-0.05942240976572215
TG,-0.021052845115386024,-0.008505651829122855,-0.025188474831784456,0.01807557021424617,,-0.0022816576392209503,0.028272275661215745,-0.016359497169609303,-0.02472366146122539,0.01954324857574904,0.04511602451580049,-0.08130000855948824,-0.0815953402612209,0.052842901028709637,-0.029352236037077043,0.07703915196393481,,-0.006719485907981221,0.014698525964514209,-0.03360538167131348,
ADA,-0.029354783772806516,0.013090515456168244,-0.015361543899985704,-0.03504166756972492,-0.061097434104909434,-0.015325119547405976,-0.01701674275240443,-0.03195988469011327,0.07251956436343458,-0.0070070618035181125,1.5528458076721108e-05,-0.11895604911423548,-0.033532077981909165,0.1339999846021931,0.004237586910794827,0.0029546508909535653,0.04448931635202342,-0.042810825370324504,0.045516786353037,0.014050418602425726,-0.056030623656918965
LAMC3,0.07366528831284501,-0.06698253024675038,-0.046354019384196636,0.01755030024601338,0.055479078649684585,-0.05323822539407324,-0.09013402294672103,-0.01038251724919236,0.07718758598714483,0.03444417049732758,-0.0036788567459686097,-0.019315073590218546,-0.14878344537343044,0.1376804950676322,0.02426312721300922,-0.09097529878368962,-0.02530262329135547,-0.0015253552639020115,0.0038921705781701363,0.01653011955364446,-0.05472126489528003
CCL7,,,-0.014248072424955906,,,-0.004496777239500566,-0.03166983691102915,,,,,,,,0.020706161848954713,,,,-0.03569632675368205,0.0075601617277813666,
NGF,,0.019475638495602274,-0.024463232807392068,,,0.003768678427093124,0.010953250256360412,-0.015611348195448177,,,,,-0.026730957486296485,0.009431708328773944,-0.014475509157789907,-0.022169080457103325,,-0.012888048678670523,0.06959561982246594,0.1117221210176732,
TNFSF15,,0.012795670103963264,,,,0.022810143849068185,-0.02344823977978601,-0.018955599232872055,,,,,0.005848161133482933,0.01664514865186587,0.04044546436830367,,,-0.017127586621987573,0.08153331870449605,0.017843422434517947,
HMGB1,0.0663197410044005,-0.08276854707912751,-0.04634176081026106,-0.017105597626921064,-0.1050868805367085,0.0026661819823862514,0.03011224003490964,-0.02414256354465064,0.022308392734850607,-0.017201720825454812,-0.06253653467414862,-0.06796583794568077,-0.003238539423842825,-0.10174129916893622,-0.09468947269950993,-0.05120770035574,0.007286907948695458,-0.03905037188221848,-0.1153345274315026,-0.020605339055214417,0.08539787733820976
ITGB3BP,0.013777204519616905,0.1441509436883984,0.04787616832826085,0.05489616523552327,0.009152943691939926,-0.00126423592589098,0.04029388029620547,0.012855770238462048,0.04862830028740843,0.048652921630605514,0.005797562278862263,-0.04961602596660608,-0.00894795048857583,0.11516837361762555,0.08136410185850701,0.06238377111884276,0.006446800712847387,-0.004778049535482891,0.1355231287147429,0.039226302933480686,0.12161121006778193
AANAT,,0.06650152086896916,-0.02067178539573516,,,0.001557666548084008,-0.021128266381280403,,0.08582153861329554,-0.022794423787528526,0.06892237302053655,0.05112544559241637,,-0.032303710503004256,0.01685827262009059,0.06429833572482554,-0.03961794183454862,,0.08060927913478873,-0.011071214023886692,
RELN,-0.01745336675689146,-0.03773703968597022,0.0865195603054147,-0.0057186175422283565,-0.03487130167792851,0.0029133051712779204,0.012221619153990584,0.06242762328038844,-0.008621341038730017,-0.01112099189907902,0.04792141878148074,,-0.08518557403945935,,,,0.052594601313500196,0.014755312667717495,,-0.0062330122870217775,0.01880382521958852
IL15,-0.000562300081098038,-0.07486999528280461,-0.02630311063725668,-0.0048008234961230785,,-0.017359679735239983,0.003926450846056902,-0.013488035751541479,0.03171587470889384,0.00983626065399452,-0.02072327966640965,-0.02499510203613206,0.009410879469479749,0.1986053558337391,-0.035293347494952935,-0.014093597308183041,-0.025291078116783782,0.1266528499615061,0.09677250241455458,0.06650155619503198,
UTS2,,,,,,,,,-0.006383794506649644,,,0.013316672311492823,,,0.01060066928303829,,,,,,
BSG,-0.009990236313417038,0.21593859587174885,0.01956992487301594,-0.052629450336743454,0.007830543282837797,0.016694820291258135,0.027303040296499412,-0.07125855044143908,0.017284586336749046,0.042395686398981856,0.012792238993399414,0.11917021102548297,-0.006045826114433821,0.16886733311336957,0.09328692116588154,0.10568194010619515,0.056164679872323306,-0.054409537070324074,0.17088757422414694,0.05695518701126909,0.042470946325132736
ADAMTS3,-0.035901982831627724,0.0567896664992551,-0.013987319311321526,-0.029034585720885416,,0.0413470709622065,0.0035571172456132713,-0.02172532367682494,0.06320385731631059,0.02121204221351583,0.006963141594311776,-0.10179283884795447,,-0.0018813846069275309,0.031796149933294986,-0.016593247521514833,0.04139261798177911,-0.031067170604226126,0.08134009621531416,0.03115063628074034,
CD34,0.03917649769557469,-0.029732595211563257,-0.023481488443132276,-0.005838796620269766,-0.051343348650480194,-0.015550282327194688,-0.00446558794960701,-0.04629418221019179,0.12021544928096284,-0.05819293153892554,-0.023530505393809187,-0.02511988653736816,-0.05134032437869948,0.18810607671825127,-0.011871660289184018,0.033589516199361534,-0.007725903667918806,-0.0002966175022609566,0.06336740069967199,-0.009242445357692954,-0.06359952505382961
CCL23,,,,,,,,,0.033908542315411634,,,,,,,,,,,,
PLAT,0.03313158055632267,0.0038790069222407854,-0.04128721959518521,0.0672097528570878,-0.05684554947978763,0.018469104641632157,-0.0313800493962945,-0.07502331185223604,0.05387820061882419,0.019721737793187782,-0.04535405683730465,-0.027390302820787964,-0.126817542384252,0.1522173390443328,-0.07577945292469274,-0.058549309901305975,-0.01016275405132743,-0.12751064277641438,0.041355980689114384,0.01654636992868096,-0.08084124784491391
NTF3,,,,,,,,,,-0.034048834592769646,,,,,-0.008159258710953809,-0.018363009641690773,,0.0006778701445463974,,,
LTA,,,,0.014843795656011755,,0.03845935921002981,,,,,0.05938202883788676,,,,,,,,0.06627230467678705,,
CKLF,0.009618464611751186,-0.0012525255224046226,-0.017948336581720063,0.031204877059266094,-0.07542510932980949,-0.02182956093599775,0.028690153137001594,0.03650203877299779,0.11940220388284589,0.0051666268555005225,0.00606540850598954,-0.02569693467140725,-0.15772951066751104,0.11602230682827251,-0.015205035757052118,0.010589321994758535,0.035598178453418304,-0.021376873460794595,0.12252909406901644,0.028250602619064345,0.04330560573436334
CD24,0.03123086934747216,0.18327531757407578,-0.01651479453352207,0.08863477970888128,-0.027985848739964393,0.043192706850857396,0.02350825900504735,0.039483403166348095,-0.023757430346875066,0.10709783579497198,0.07636624954040039,0.05293270098394472,0.22265157626112633,0.2311128436069822,-0.09114032544597844,-0.045847919863398534,-0.01459876031762076,0.08511056167974518,0.13771316400052241,0.03020495203224119,-0.056891708258400356
HSP90AA1,-0.014803478428787072,0.00585816283080917,0.004489718577504809,-0.02256024222286471,0.02251707858379439,0.027717300486486962,-0.09101611048970022,0.004254120027191391,-0.1196074293534662,-0.014403318598511815,-0.026738932121114826,-0.023532467537122844,0.09564954002881651,-0.14735603388461166,0.10569435754622833,0.10194670234761571,0.034491395654495875,-0.011259068666947755,-0.14119069334253448,-0.08901188592285073,0.0435444540080028
BMP4,0.06466520502529208,-0.09489361822283221,-0.049580507735894154,0.014420038615201991,0.005266195498043198,-0.023646435495002043,0.12213028390200265,-0.006974257993345042,0.004389348848164894,0.05050460446600161,-0.017658376847573237,-0.06040108066359052,0.07804464584085678,0.19725904361223634,-0.018764978148531095,-0.02478937961876071,0.07981936038349145,0.027745885877893867,0.054985552975938864,0.015712816925325803,
SCGB3A1,,,-0.0142480710001677,,0.0286014598043439,,0.004051173924426083,-0.017217716190472875,,0.0315269192054325,-0.01446043228231103,-0.06611346192901926,0.018647062099245538,,-0.014725858588383423,0.06559533221721417,,0.007087781326982775,0.009035538152907896,0.017449811648212712,
IGFBP4,0.017275677140066333,-0.06185706121850575,-0.0077278305190927755,0.016722727075891022,-0.006811546189507074,-0.08867802994256575,-0.07040349217292381,-0.011275909515785342,0.0740298609508076,0.02104965021719467,0.027829913014211196,0.028476385277952262,-0.06984543879540239,0.06595100719222756,0.0038312157028783356,-0.07934569101400822,-0.0014613852258335612,-0.09719447883870884,0.04899287651355673,-0.012918183858784547,0.0034960389772776463
RSPO4,,-0.03525093924978137,,0.09993359013842663,,0.038226831808775695,0.023576080835817723,,,0.07975531471863626,0.019444082485860804,,-0.05170470336641562,,,,,-0.02395393360623797,0.06837268458828717,0.04093664210146632,
LEFTY2,-0.020844689775498405,-0.010007866567105412,-0.07086488474019137,-0.018085308938260453,-0.06470073394987065,-0.02620996232122319,0.050164001661127215,0.02168447633505817,0.08325459559129789,-0.025783635944616676,-0.025582660476108295,0.009631494700983647,,-0.035445883361841506,-0.02810493105064613,0.005192122392480425,0.00771309980635537,0.015079714438580475,0.07995761309068007,0.026396643832634955,
PF4,,,-0.014780086512731314,-0.0028168231387559134,,0.019014628448055862,,,,,,,,,,-0.020596346625517865,,,-0.07627809530267868,-0.01736603043502131,
ANGPTL2,0.007756841623042914,-0.03232559319515972,-0.021911977072036085,0.04786774017088722,-0.04566836737693413,0.006533844223960849,0.003874445683260351,-0.032545076509639545,0.06479834340777599,0.051870455104824395,0.06541319259646461,0.02780725152927733,-0.08039498751867692,0.04462617068508493,-0.07097227658938436,-0.09187445864701585,-0.02140423593120246,-0.0018150092181521609,0.08841817428147904,0.00046765549508990715,-0.019700166013455978
LRIG2,-0.006272807532074993,0.11273937236478666,0.03862653323912311,0.043314886685809524,-0.008624137241169222,0.018316783148777493,-0.051193685237529235,0.008863663346962234,-0.027395806087406455,0.039554783240803915,0.018230362494054957,0.0670490404997868,-0.008208378035270029,0.14329329250050582,0.022251284582471158,-0.04653175529914241,0.039499830547947604,0.0004588579512676771,0.12495803122621083,0.07560816755792175,-0.046830930293140796
ICOSLG,0.006949160114584679,-0.021167165248323423,0.017897042985925614,0.03296456434454633,0.019427327327129946,-0.009349755355444357,-0.04455813641488843,0.026298766222828562,-0.021121898781413035,-0.006001803561963506,0.015426342220938317,-0.05202054673718992,-0.12345633678955986,0.03647798031974147,0.044149458274762805,-0.021837650372725167,0.01778795205748122,-0.01027169928900804,0.11736538524427637,-0.01591748173725631,0.04488414454349056
WIF1,,-0.07646673064381823,0.04021946095244486,,0.045697695157631,,0.01609476873265874,-0.02137883090474907,-0.08023923079643168,-0.03111995302127561,-0.016683644739818534,,,,,,,0.04644679969464903,,0.045796371036955,0.04839914506969651
NPPC,0.06585069411667231,0.046848747938584984,0.011170936776652598,,0.05196289227690529,0.023225913500279825,-0.0011637312244642168,-0.03303212764437794,-0.018502763558230002,-0.009413919936172894,0.07074135090591788,0.012284726570885718,0.10611763486768128,-0.038594989100763095,-0.020488540962199073,-0.03896966859467234,-0.02313043717967481,0.023829613364421943,,-0.00035011957806783543,-0.03493519552420912
LYZ,0.02103005459259048,-0.07680056360734615,-0.040970725456800985,0.026798230631221116,0.08786387083006464,-0.02789579853804891,-0.03360921423712078,-0.019303410528592132,0.09289423956192289,0.02993794230922986,-0.047306426586900985,0.07275741909036323,0.047821539146955756,0.049763307421479205,0.04005909184710969,0.013915131621589227,0.0426169126204341,0.049620262317696964,0.09676430027506043,-0.06965168237767055,0.05270855333745531
EREG,,,,,0.01016977285768599,,0.027098411245368804,,,,,,,,0.046008268223012676,-0.04356279248329363,,0.0601958086516569,0.011105439852495829,0.014321503247363991,
SPTAN1,0.025406387402594807,0.0020937441418776774,-0.00022254486896470117,0.005935565469739776,-0.0948877496656729,0.05727758977013282,0.0208079462713587,-0.023308216686897792,-0.007985101941393312,0.011425034917241629,-0.04627575444244275,0.0012662060097685267,0.04415379039683469,0.19869213049727885,-0.055722264178335354,-0.1055924420754898,0.046241443901919844,0.06975983727375261,-0.030070081848150406,-0.09942108905281352,-0.10298149467221848
PTH2,,,,,,,,,,,,,,,,,,0.00293723175903053,,,
LIPC,-0.00902526572296298,0.012097373869842436,-0.018094710760346074,-0.008147975406899727,,-0.011037968499279308,-0.02811556286929376,-0.0028191199049992406,0.09536254921307392,,-0.0012539399009335774,-0.00278281337189721,0.018098459646761766,0.08448741023835754,,,-0.0491605712772225,,0.15345589862274292,0.08222254472733907,
COL8A1,0.10638022001983362,0.02236886735541814,-0.04859267371254654,-0.02381405577551452,-0.03866034595626072,-0.01154728329954131,-0.0492809598555562,0.018174973905422918,0.07244085824038438,0.04927789861899526,-0.014454673883034142,0.023037592399437878,-0.0018611339859733657,0.10060518308577603,-0.04777675606402132,0.01704420369536278,0.03746114430040952,-0.002464502649265058,0.12215629581758032,0.11818030139779753,
GSTM2,-0.03319543566939211,0.020891063247020374,-0.029604015640674837,3.567239460492603e-05,0.024111116358821603,0.04091182631702565,0.10390665746491505,0.05439317425560025,0.06430557067717634,-0.02786871391516276,-0.043594883693403544,0.0760176184240531,0.08420201519046806,0.13847045300387154,-0.010494371764508419,-0.047713602024368106,-0.0298684110050015,-0.020609508603709522,0.0591740980259579,0.028985857329509358,
IL4,,,,,,,,,,,,-0.0183702767480999,,,,,,,,,
SPX,1.3433130895821268e-05,-0.04550827213037336,-0.029265335893345044,0.033856455542508886,,-0.010194412555909495,-0.007366691850597938,-0.00024272970642924798,-0.02440377256884959,0.0005830784696892504,-0.05642862006404649,,,0.006646935779757694,-0.03338099672736722,-0.02557299693150534,0.038511017004817114,0.12050123981565913,0.07870594618438989,0.07841391349774934,-0.030251421210666544
MFGE8,-0.020961408918166908,-0.02186450368765803,-0.0940797146705955,0.0007173073138423336,0.045122246367334855,0.025869563502101383,-0.0394305747376486,-0.019449850157949877,0.05506235218491371,0.029828079278515433,0.04697012711344367,-0.12162390589767874,0.0018889458555589322,0.056274542094774976,-0.015509966238419421,-0.02862776893722645,0.04603697983159804,-0.07178022849407358,0.06827248105130179,0.05635195771005438,-0.09924920023550218
TGFA,0.03331090409478037,0.18883439869205199,-0.008034064828337396,0.04878279264157981,-0.050437574896590454,-0.020782947277923746,0.05500059159673996,0.0042883597272092774,-0.0067940921063484455,0.027988625079114506,0.037781998272056104,0.03046228269007134,0.04086334795800428,0.015655042576674622,-0.01570206328180764,-0.003318315342538329,0.0852166183816418,-0.026061836364893412,0.2113610377597242,0.0007765311389452669,0.05053448262002147
SLIT2,0.1273408033916959,-0.13512580390569892,-0.0480358303080311,-0.012834447344144122,-0.024601131385099617,0.015271687088220172,-0.030471713459269013,0.028838213433192192,-0.055236540089597067,-0.02694913039032503,-0.030709438217116105,0.013423743987405168,-0.0591877780675996,0.11291395545706645,-0.013220609953881626,0.023510306362011322,-0.054774542580505896,-0.020368788318093512,0.16758151408080743,0.033675186025149,-0.06853680231536749
PLTP,-0.008897414263505,0.0760417182692842,0.003383277830979845,0.010245722479750516,-0.007873834242099104,0.003270937609431169,-0.026677602518903592,-0.002932648102362905,0.06430331977303869,0.10479869966268353,-0.02484420256140182,-0.0404287428006062,0.06507076949469462,0.17364141873253336,0.04021171879826157,0.0020951681564516647,0.018211930042781942,-0.07385564497807762,-0.03183733727000388,0.01143070259908307,0.00529305793687869
APOD,0.019062396802479068,-0.09375720740967938,0.02716435635566501,-0.009594751963230338,-0.10872140757702736,0.025895371399502765,-0.005426239971078286,0.03034554480168859,0.04645000913185128,0.05105407902056675,-0.06589054167082178,0.06759773221860339,0.050882678443587195,-0.23983821584039547,-0.09568137207328965,-0.10734229342817285,-0.009317657860555743,-0.06706493973742997,-0.04670942609140903,-0.06939976930086487,0.10770767031539812
B2M,0.027021243661742723,-0.2481784468081064,-0.06845876662139408,-0.04431250388754481,-0.08473244299831739,-0.03203537893975146,-0.014969586830703145,0.024481421388309436,0.10921590800520575,0.08910676572136708,-0.012306616178299819,0.014600355635610412,-0.25348619978454123,-0.01123478526254268,0.03973823320848229,0.033801161932697235,-0.02240817807136874,-0.051153219057392195,-0.07840906461340298,-0.11504251911789065,-0.06875673328742353
OMG,0.051007641226020514,-0.03268899667258132,0.04399376637498694,0.0097506557932264,-0.06019659056810104,0.026971352068249188,0.07007624209032479,0.011415970962155492,-0.011173009799316957,-0.03912482015664749,-0.03463929728188323,-0.058781559520645336,0.061815180820106876,-0.1081185829818056,-0.15670284041210017,-0.06891315939742378,-0.007549332134427692,0.05572082366282401,0.12250068783279149,-0.09006045408995404,0.13126521071523853
CXCL3,0.0965227818076225,-0.020375965071917527,0.004320730140591877,-0.015423055422771179,0.018660137490879043,-0.021503977341129802,-0.008906924036931592,,-0.008149717463551427,-0.0001978575424071485,0.14357758725280204,-0.0697103817959432,,,0.19095539433103995,0.074404915267497,-0.03509103203286882,-0.027252877127818393,0.018376647110791202,0.04199995178224858,
