,UKF248,UKF259,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,-0.01303893802232522,,,,,,,,-0.016653362264620334
BMP1,0.010118604706704365,-0.012426118472650469,0.01237673148178898,0.014197007644484247,-0.015244054001642087,0.014362546171246639,0.01751808550922083,0.07530864677222916,0.0724273930847596,-0.0014986536559018855,-0.03449675403424652,-0.006373955239969487
NDP,-0.00890493989754644,0.027771097531455867,0.046045168732018964,0.04104385726964907,-0.006262029160126944,0.06451339480290305,0.07841649410707519,0.009251474542957307,-0.03653307776999668,0.04631961296347989,-0.010196686118258715,-0.006986371690680508
TNFSF18,-0.02335304932440194,,-0.0168286540003916,-0.019362431523506887,,,,,0.002500540718126989,,,-0.028091244824856153
IL36G,,,,,,,,-0.018081046193115947,,,,
RTN4,-0.057124445684531094,-0.0010215482803747147,0.07529373032060602,-0.00969229300477829,-0.054576015061259926,-0.07382071226162529,-0.07887719598514337,-0.015235944633579045,-0.10572278252486805,0.012416183477137717,-0.027102286551312582,0.00582914238239124
HEBP1,0.055449514400431436,0.0064387146078811386,-0.027278715217458373,0.0057703642080948175,0.012860017833577986,0.024464519277736536,-0.034874668919819156,0.018511894583147878,-0.04666010841791383,0.03357306328165916,0.06206861641229482,-0.028493840941002834
WNT7B,-0.03455995141665097,-0.02886730024503155,-0.033068500264210904,0.0008363698422406195,-0.04191164143040973,,0.028902060546311743,-0.019873153451301875,,-0.005358131629673038,-0.03358187805849834,-0.012581735646367106
PTMA,-0.006211943988212562,-0.00473529298453787,-0.02479856441952131,0.06283507094186126,0.05057467711233885,0.10292418665622108,0.034054680217851054,0.0423562978724528,0.007631610328164346,0.003508904711169879,0.03585616609931864,-0.011422171299363754
FASLG,,,,,,,,,,,,-0.014443455410728582
CEACAM1,-0.01486357588838683,0.019634248302616866,,0.15260377879120873,,,,,-0.04296751223381927,-0.0184898898645241,-0.016268856473131886,0.06305631458280357
PDAP1,0.038134296980564544,0.017315210498053308,0.02265935143378901,-0.01934136773972941,0.039822102306655324,0.009823226948189783,0.09065946768856221,-0.029826550640867987,0.0034589250532698233,0.011954180865746922,0.00472518621258493,0.006007951521571169
QDPR,-0.024088680100967187,0.02528500680568697,-0.005685213157466378,-0.018123877063571627,0.022220243480196543,0.123733888240057,0.060647465856570694,-0.0022057803285224294,-0.11383350421583023,-0.0198202814004496,-0.02873276270620606,0.045777802813793046
POMC,0.08944457996208717,-0.031041466361828137,-0.017725810300139137,-0.007114858515402342,0.011018341065392885,0.05429008768094822,-0.028582760328627086,0.06799337190460408,0.08733428895938648,-0.005536243287785057,-0.03811212219451937,-0.03334499807717551
CCL18,-0.01854833833819871,,,,,0.05714186334285251,0.04385440501652375,,,-0.007308053350422993,-0.03972747018977569,
CCL17,,-0.0193204831799549,,,0.015858801893052932,,,-0.016517549018138795,,-0.013117681923054394,-0.02348511566856534,-0.013091370046417812
VEGFD,-0.018548344228164884,-0.021525151818026698,,-0.021843718801216983,0.03163897739423784,-0.026918505155927395,-0.019311668291889284,-0.01770236888634754,-0.0584133912992126,,-0.016268856473131886,
TNFSF13,-0.01399717576744809,-0.013326836892351082,-0.016320283725119265,,,,,,,0.11324747712665159,-0.025527517801171146,-0.0015160768358428206
WNT5A,-0.024311430930953396,-0.021327458549873,-0.045459800834899554,0.030944116615598184,-0.024550273371894284,0.09204135714856337,0.011726679290355422,0.04167079552996623,0.1246799020322376,0.000905361346943197,-0.011817173339112192,0.006723419873501147
CXCL8,-0.04293783794415556,-0.0041303107794827335,-0.02321454507916069,0.03116144560986943,0.014065249172349619,0.04120732597562366,0.003637688627414175,0.03925305923566461,0.026689000167630917,-0.08230940088322582,-0.040170646965411325,-0.028383778029848396
GRN,0.022918899450895633,-0.014958765001030274,-0.026019993441325343,0.0005516908892628891,-0.02436733990518196,0.06973458547863123,-0.010799779998752607,-0.06803346615209849,0.0947408180092914,0.011691869312883015,0.018674567223644228,-0.031702601607973925
MIA,0.05445539370157149,-0.018605002297918276,0.021134005151965073,-0.013446513255479504,-0.014587808422259303,,-0.011061036209821065,0.03149241151238871,0.0597389709161948,0.0711109305765332,-0.003994761107090918,0.05260947704343001
COL4A4,-0.02227640364326786,-0.04656497365107096,-0.015528028927529115,-0.012848905603647582,0.011600861548193305,,,0.048429680948404975,-0.04573883579413,0.08185568741788961,0.006036788700481046,-0.026976465964621617
TAC1,-0.02367656739992287,0.02192448402904425,0.04605731707277093,-0.02254308160607616,-0.030408741945534234,-0.09970372574854722,,0.011777124876108137,,,,-0.017209937112552285
RARRES2,-0.029643035212030478,0.06336940569546043,-0.039383919240003736,0.036616928676903755,-0.017758016321052474,0.01991872413567253,-0.013948999474435899,0.07948059222319966,0.05645849676956248,-0.01946040718982153,0.04148609576526034,-0.003815408088537625
FGF7,,0.0196781307259345,0.037538930305026474,0.03255733985929942,0.07765316647458675,-0.025233752617889762,0.13333035969941062,0.04342975976192662,-0.09655314674534335,-0.03314178809320843,0.001046945141279168,0.03336315152118235
EFNA2,,,,,,,,,,,0.010892483623595657,
