,UKF260,ZH1007nec,ZH916T1
IGFL3,,,-0.016190502707939695
BMP1,0.033731724549960075,0.06124758087794117,0.031660792893518655
NDP,0.0074461557283701215,0.05409525596273091,0.044098157521701736
TNFSF18,,,-0.027310483503530478
RTN4,0.0060145472126721675,-0.04027729792900829,-0.02315072444780186
HEBP1,0.06342946159649582,-0.043304876599485835,0.04557450402386465
WNT7B,0.04703921117225481,0.04329740424357785,0.002351085180178431
PTMA,-0.0001724762436730725,0.0033202080704419342,0.022019305844257975
FASLG,,,-0.014042017475126284
CEACAM1,-0.014777318839390426,-0.04247577201347005,-0.01953740491967294
PDAP1,0.018187133988429034,-0.008327703595972782,0.011624220647852112
QDPR,-0.027835683820390627,0.04855546812582267,-0.02505062989923996
POMC,-0.002962065120339003,0.01847896887720576,-0.01501448472217549
CCL18,,-0.036420753873656536,
CCL17,,,-0.012727511647150278
VEGFD,-0.014138102000947915,0.07250806951063143,
TNFSF13,,,0.020777819077718942
WNT5A,-0.0055601446691269105,-0.10745282669674029,0.03937626106902771
CXCL8,0.008515537524407524,0.01612030540900764,-0.04229769464832365
GRN,0.03916267835885066,-0.004218897944814437,0.026602237490532983
MIA,0.016541109963827023,-0.07258408842741275,0.06581163753132892
COL4A4,0.03595835082473386,,-0.014715422755232561
TAC1,-0.06821014313717859,,0.08198488041537541
RARRES2,0.07373817864632244,0.1405412696120367,0.010996012681293677
FGF7,-0.027070353576266682,-0.06637664622347324,0.037905535048506966
HBEGF,0.06605304003646771,-0.020549089523521816,-0.05956822769904682
CSF3,0.017728142024534654,,0.048571065128473735
PI3,0.01718595526243737,0.03775228136562269,-0.029113979271496487
PCSK1N,-0.04262555789252005,-0.020253151137841093,0.026965854517465603
NTS,0.05194224314127302,,-0.019843730196272915
SFRP1,-0.016129125991424166,0.07490324277826331,-0.019382612179448623
CXCL13,-0.01598416983584949,,
MICA,0.042588745116435,-0.041150277682494955,0.02406025850796487
TG,0.013823664863102892,0.00011384345045269474,0.03663250170397705
ADA,-0.019134602496332035,0.01615885381340242,0.02065914003108184
LAMC3,0.03682551514207703,0.003498464345107724,0.041423574388288496
CCL7,-0.0211920580912997,,-0.01404201248195248
NGF,0.009884813679784244,,0.028533617815187953
TNFSF15,-0.015690527897189655,,0.07751062958872706
HMGB1,0.020081004732521973,0.051914808401585785,-0.02805150853866726
ITGB3BP,-0.029828333095219713,-0.005999743139417108,0.001260871890745778
AANAT,-0.014138104019241652,0.15566336553146617,-0.01485703478841248
RELN,0.05110618849831638,,
IL15,-0.015552676668632793,0.045211566335574556,0.07958823659454702
UTS2,,0.05446016657446915,
BSG,-0.0017990990491410263,-0.0930191682833809,0.020486207965030166
ADAMTS3,-0.012076023475190517,-0.06266514648884323,-0.030090350245138037
CD34,0.09679082929074054,0.06889206318743352,0.029050255261907926
PLAT,-0.0013731861982540267,-0.06734575609790076,-0.013920919518280114
LTA,,,-0.019995329816324188
CKLF,0.021209645228972618,0.05277193804533675,0.07963734521418624
CD24,0.004926474106002508,0.09314681591782162,0.05191589927340215
HSP90AA1,-0.055667108972476426,-0.06832167828725817,-0.061191686782707394
BMP4,0.08491026101440916,0.05344053290202567,0.030493624776947437
SCGB3A1,-0.01683673654359751,0.14708529808971357,0.0689904183306524
IGFBP4,0.04277808988685147,0.054466232719730015,0.03161140667517275
RSPO4,0.1508918922595757,,-0.0263717469777973
LEFTY2,-0.004816671731838919,0.018060971698707576,0.01147721323457247
PF4,,,0.06449082427501258
ANGPTL2,-0.06457133996173439,0.09154007876198104,0.032529375532272385
LRIG2,0.028166049202068236,-0.01203790127646974,0.02307013568959171
ICOSLG,-0.004693485146275803,-0.11780402283637502,0.013569363265130448
WIF1,-0.00027154448162700556,,
NPPC,0.06102216556673303,-0.05126051697981807,
LYZ,0.02484810096147555,0.008717262338158295,0.01941494491253895
EREG,-0.02734590023306337,,-0.0027392386684601255
SPTAN1,0.06067156435457963,-0.0015947680619191717,0.04299663029788203
LIPC,-0.01881369466061769,-0.0369570142259395,0.04089690522683142
COL8A1,-0.010515415130616124,-0.04074582237216112,0.01034371979700932
GSTM2,-0.028657986727804632,0.11451705999579577,0.03552639917534742
IL4,,-0.03532737849264815,
SPX,-0.026606529067133792,,0.056266160794961655
MFGE8,0.0010554732707889769,0.05432612649066396,0.03330504736623584
TGFA,0.01978957848212008,-0.03182371716161452,0.005831544075130493
SLIT2,-0.01076935234681437,0.023141317431473477,-0.037720673442135394
PLTP,0.05073181676352155,-0.003536294542837523,0.041244799319144904
APOD,-0.013370407910685816,-0.022863879164693377,-0.008100311774448515
B2M,0.028490735638400124,0.07821936079883238,0.024319530554716765
OMG,-0.06197061041224745,0.0805180655648775,0.06186878368724085
CXCL3,0.07842005779952305,-0.07159702980453944,-0.01199983647469639
CXCL10,-0.01857542599271865,-0.002721783280892851,-0.020847783640578207
RSPO3,-0.018813683061052033,,0.04402927324052567
CORT,-0.022833244982333942,,
NCAN,-0.03175933086691328,-0.00038697639607588707,0.049206885665541024
PRG4,0.040527050263026165,,0.0692317854593913
ZG16B,,,-0.017768087846652836
TGM2,0.08731914251215996,-0.06277593853020882,-0.015128244162718416
