,UKF243,UKF255,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.01821904111552393,0.03953626125818823,
BMP1,-0.07848921631637457,-0.05575184609509164,-0.010266593612828893,0.03562865451886407,0.028916559241009922,0.08177937329356248,0.15715954932476137,0.002063865027052546,0.09940842388400833,-0.018145066442143986,-0.07114375079230069,-0.07015645885859198,-0.010523145212996974
NDP,-0.008749649429666079,-0.03458860839193891,-0.023983177869956927,-0.020507486804008938,-0.02162880669804442,-0.040184891043516635,0.08225203620693919,0.11364330455007879,0.11506045814207357,-0.004817827017978484,-0.03953182984783725,0.06692215617555144,-0.07070223263932827
TNFSF18,-0.003094725137355629,,,,-0.00029966299027142185,0.012161984858555647,,-0.017893752961380276,,,-0.01878897551747905,-0.02340993349467278,-0.043474198274218855
IL36G,,,,,,,0.010099141126499794,,,,,,
RTN4,0.008075396359602593,-0.023531308875861037,-0.03191477554774728,-0.06323481842726106,0.008202168036830675,-0.0067614116937094945,-0.20005395237659385,-0.07764553075829243,-0.1126232559770479,0.034825198017288894,0.00035373478559226753,0.0009128115913517214,-0.0889577568349614
HEBP1,-0.036318184455838134,0.03148928329493908,0.042980851602301286,0.006311573006492497,0.016114964287762476,-0.05220089699542608,0.09627907252214872,-0.04563797126817601,-0.052042684155076804,0.03405100900760054,-0.05995674994378489,0.07020138779913089,0.04859614725252662
WNT7B,-0.05285458250667599,-0.06112211782650665,0.024605427652293406,0.06225465192158294,-0.013117564840020232,0.025994150735630897,-0.0238700767016654,,-0.01243416909533594,-0.022146284336662943,0.04263601413655911,0.021352838406569048,0.09954740748712979
PTMA,0.026665739774531298,-0.16298759105807084,0.013667839735123614,0.02177733919101234,-0.02121165656505963,-0.07733698067420858,0.1586309108614485,-0.1083119735473526,-0.14107095010761392,-0.004508773711980262,0.04988909402153805,-0.10486211276465388,0.02769165068154838
FASLG,,,,,,,,,,,,-0.022373038950079846,
CEACAM1,,,0.018948408387386352,0.05428189366296576,,-0.01836162348633581,,-0.04218911039965987,0.02560586761277088,-0.01647939007252931,-0.026997796223023268,0.023146559699652805,
PDAP1,-0.0427278233817154,0.01545551144571428,-0.022736058633634548,0.061524353714307096,0.01607090873190502,0.017703301408040297,0.1697110790020364,0.05286313306891758,0.07070149382345248,-0.08206372156799553,-0.022062869364504075,0.027123880209914297,0.08528639879665677
QDPR,-0.01996923368989475,-0.0774806999268826,0.0025702094216501783,-0.049981945341234124,0.01744452164206464,-0.02921621710604507,-0.0451299347541472,0.01420023835197419,-0.1945475057792963,0.06718873786383621,0.10185202795101429,0.028568130232657626,-0.1307019845637304
POMC,-0.047594901491524316,,0.00046041566817528636,-0.016879572858106737,0.003179037794403054,0.0664488028327559,-0.06564740898478784,0.022148940416963508,0.0038676270287882454,-0.017924252005977914,0.008543267883895101,-0.041983878342212004,-0.01431776100415918
CCL18,0.0691295902094191,,,,,,,,-0.11423596416760595,0.043363084659696176,,,
CCL17,,,0.006024167878948333,,,-0.01456070453984554,0.06704668228563847,,,0.010229025897656566,-0.024020753287560283,-0.02027864687703838,
VEGFD,0.00890413686760312,,0.046265360319627906,-0.021722530858426462,,0.05448933396135579,-0.004048873091938517,0.021686459501728334,,0.03206171532088271,0.015559182137160198,,
TNFSF13,,,-0.02736441175949167,,-0.01871860077927319,,,,,0.03606263388876388,-0.025759151462380257,0.06299674676170663,-0.047293726576350774
WNT5A,0.08558702701323352,0.0023729818545843427,0.05847982971374694,0.024248760858711,0.01767686231316924,0.007646364344658193,0.014962131766495848,7.835508873345311e-05,0.016561292419131193,0.03528657576354345,-0.04308182120736177,-0.019424361068691182,0.06183187214382362
CXCL8,0.04780250422813744,0.0927048256773407,0.03546345105339905,0.08215243942287785,0.030623118674954434,0.031833480700475286,0.03196360613106317,-0.08439528934609457,0.07361281392824534,-0.024147957945377056,0.05962559922925489,-0.008445876860448395,0.11437689173573429
GRN,-0.03702955253503442,-0.04434908071965479,0.0062520958123457844,-0.04459942429806648,0.0374321244376057,0.018758874291581153,0.033760844260764714,-0.10932703373074767,0.05396545207408679,-0.02587803520342915,-0.021069342597503888,-0.11073153597979488,-0.13589732840488594
MIA,0.029041425714262995,0.0383168074641343,0.02885308744375974,0.07941425571750671,0.0776039242388142,0.06128397420235898,-0.016981330786784998,0.018655622081965372,0.06411354461968033,0.06339756307957788,0.008849831557153307,0.04022080835518907,0.05194392199091261
COL4A4,-0.04052815071554623,-0.007814520520952684,0.13110866942469748,0.12659620069451746,-0.017809921645911768,0.003105125906348262,0.019891240676078226,-0.03479318473570394,0.08175609096178495,-0.026386080205632687,-0.03700202872127238,-0.021767893791328142,0.01954612258391803
TAC1,-0.0375283305725939,-0.062032374880854155,0.03426708188109222,-0.11184979272200649,-0.01382120623127949,-0.0875342544339416,-0.14645817570895225,,,,,-0.02665834333947199,-0.060369633345367234
RARRES2,-0.08628292444923222,-0.05087886419755837,0.006055014702770678,0.0882598889507792,-0.005345571100552641,-0.08056975336516412,0.16464331257006928,0.04990077801950532,0.03405693269968246,-0.03527455035784255,-0.028315450978425676,0.09786206084813671,0.24518715207111266
FGF7,0.08133626489009707,0.050193217356129374,0.02703930761376296,-0.017686487302374872,0.049740174735795874,-0.034654506052744255,0.0687900972451787,0.06505846088232556,0.1099541896897974,0.05197915957586349,-0.04164778151979669,0.09736790204245391,0.04827986484950578
EFNA2,,,,,,,,,,-0.015662557412445446,,,
HBEGF,-0.03135908229605888,0.006111872021386027,-0.0006308456400679267,0.04602161535403644,-0.015285786986879574,0.08365561092450725,0.04704905613725042,0.05228279224172077,0.06583023995639757,0.024539621392469083,-0.03055750549850369,-0.024733796080207843,0.023216544520226798
CSF3,0.024008221524639155,0.04588864666698079,0.08904054047886453,0.04232111715900366,,,,,,-0.05240231396431206,,-0.0213502868110052,0.14675465764233225
PI3,0.009329529833794089,0.1535448302388335,0.07864420050902475,0.03246021829395521,,,,,,-0.05354887423376287,-0.020409547614135222,0.026109382656333377,0.10328487671896432
PCSK1N,-0.09018905056378523,-0.05070911866347852,-0.020849899471452146,0.022679136745337655,0.05122229460890787,0.03655827643329324,-0.15866011466788493,0.08984969777997127,0.029439369522701694,0.061036951159491266,0.04941718596755811,0.06853125953451272,-0.21200821057480032
NTS,,,,-0.028997556809847627,0.02963391098801532,-0.017366319138439,,,,0.025016917450304616,,0.035266282332906886,
SFRP1,-0.011986490376796416,,-0.034614789351672975,-0.06447958332369057,-0.02672225085101062,-0.01504206465104454,0.04442407738327253,0.057808025040999925,-0.006023994770069554,0.06479086577571508,0.0217208108764834,-0.030882167609693565,0.02023733636805246
CXCL13,,-0.03996097335464707,,-0.015427506157018815,,,,,,-0.040241574918637064,,,-0.022316612726109568
MICA,0.008853787096877353,-0.0158369657918182,0.012118770287955062,0.01294101715214734,-0.009611875396452262,0.0006245507342773172,0.10465825948124803,0.01745393890405459,0.11166150570741822,0.0016493174458682223,0.04316272565311558,0.035903783377462285,0.017383325316949187
TG,0.020209667988515936,,0.004031353080973206,-0.0140112177970678,-0.025095846851331306,0.004189628283096451,0.004939407200397734,0.14254058336487,-0.018898638185207657,-0.0235013891937746,,-0.021660332096883266,0.0335695572528766
ADA,-0.05326606524634917,0.00733915515029125,0.03469692013632339,-0.07001782264554683,0.12003565501512509,0.014208767238720478,0.026011411150445567,0.010371796116483294,0.021302259100648435,0.05604645888330522,0.015171097444362663,-0.036213175485256974,-0.022435845970636515
LAMC3,-0.015525971120022864,-0.014237823324047383,-0.06341897511586737,-0.07421498751535976,0.001465726140549337,0.07766533803757027,-0.03726454200851106,-0.05727930947474011,0.05554527012986674,0.029495259264052616,-0.040165175956851505,-0.13066762859814615,-0.13146240337893875
CCL7,,,0.016013395180620123,0.04809992043603007,,,,,,,,-0.022373030994494246,0.19473145274403422
NGF,0.02561033902995689,,0.005880431019759808,0.005976991610316044,-0.008419571573773274,,,-0.012359527357161254,0.06315254151763866,0.03760649453518847,,-0.05354616809177236,0.11698733255862602
TNFSF15,-0.008174295375800507,,-0.030074162142589424,0.012855289829575355,-0.02907832743215855,,,-0.00741220003011332,0.050788581414531284,,,0.03930154651539937,0.005719023775710888
HMGB1,-0.1393071575337034,-0.07044244886516043,-0.020657991383498837,-0.03689979799672025,-0.014226703769319326,-0.061675535765107946,0.05697022638513599,-0.05924687748562834,-0.03446083586222915,-0.013557906144334402,-0.066759376478979,0.0466142496134663,-0.040213490132942016
