,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.005754058193843956,,,,,,,,0.07430263276354825,
BMP1,0.05334873104625645,0.0904803717545551,0.016631994049326252,0.012523506312226446,0.0702691029164191,-0.040781614756821336,0.07135597024329682,0.07944602479615055,0.10470200559697097,-0.05754688455255623,0.003094515363741935,-0.0024994649495329226,0.03336727452903883,0.05039472060984478,0.05416774982757435,0.012623782683340941,0.11401748976128807,0.01340138278926535
NDP,-0.0627939555990607,0.01012594405893825,0.05242470279468249,0.01802149668219381,0.04935418250894685,-0.00016653986306827876,0.03154252590783896,0.08325665762714181,-0.04374660635330251,-0.011867000156598022,0.015001210045843528,0.07964179249986886,0.037990015134334004,0.06563463526671282,0.12445789670713195,-0.05030611326591805,0.041508490247974865,-0.0740673215435833
TNFSF18,-0.02037040472846073,-0.008499898801316899,0.005664271412797005,-0.04090843386023712,,,,-0.015533973532076755,0.10324037593566514,-0.02011412593942316,,,,,,,0.03333983170798506,-0.022094824374358574
IL36G,,,,,,,,,,,,,0.02560875884283503,,,,,
RTN4,-0.047808229924230755,-0.02035971053593875,-0.030255176679302914,-0.04631702036944939,0.04631496566410323,0.01952887797368652,-0.0076227045604148015,-0.10956414498832343,-0.07771675358237914,0.021914089896295806,0.1156422126807485,0.03256800637383023,0.00607610605045518,-0.04947693156723632,-0.10303350348220233,0.017107519734984457,-0.004886444076051905,0.04211449398524667
HEBP1,-0.03944370982752123,0.011931309452041714,-0.06986514030608776,0.0007559666340952341,0.0738832792868441,0.0278928901555995,0.01632065449126201,0.008890635228447134,0.04193797422683058,-0.006773959116349995,0.05187388108125986,0.06535203762549803,0.02467805056675824,0.04481033251468053,0.039219122123656164,-0.008186307114286142,0.027194333834064662,-0.013010527606743398
WNT7B,-0.017945688546955822,-0.008027326017344927,0.08033819277195685,0.039777582789924056,0.111302616738141,0.003692427225929882,-0.023342187279478184,0.015879698026492223,-0.012422818917581051,0.028311185374703455,,-0.009365243608216358,-0.028507906689966403,0.06108848587911019,0.06421356261913941,0.0786830756443457,-0.017771731230544704,0.009099922798575407
PTMA,-0.05534145670448934,-0.06289571230222207,0.03487105479777099,0.056838291570045045,-0.026317272802385893,-0.005829772146908541,0.040197790853304494,0.14264144096270948,-0.06468525866664931,0.018829785566735337,-0.06726026597185011,0.05296535519868301,0.05675458090941366,-0.03349686680364888,-0.044006843607893524,0.02146044002557534,0.04390313765689594,-0.007754395300871014
FASLG,-0.017945693620156005,,,,,,,,,,,,,,,,-0.012324506087434628,
CEACAM1,-0.0249177526466839,,0.038266294256959876,0.04942340544560864,,-0.013621833365652602,-0.024875252984775966,,0.015570792872654471,0.014419065429923442,,,,-0.02789062701009023,-0.026643222246692185,-0.03815419415184236,0.07248794225574813,
PDAP1,0.005766213087295458,0.023388612620420572,0.03385840381119594,-0.030723711664356914,0.03363901139156828,-0.011614515857009797,0.04261327431317751,0.054328097676873154,0.07485535727746162,0.002255425496806506,0.050084094123027945,0.04801949634360215,0.015245591332898599,0.027026879622960173,0.02406767733704389,-0.006176777296968405,-0.0014243780978961558,0.08630626483388032
QDPR,-0.03486574479615516,-0.012166787544264982,-0.02532770839350656,-0.017176515278894088,0.04696278981242462,-0.014349817563018931,-0.013043578662872169,-0.03811094373246107,-0.0626546006117321,-0.008834473301617657,-0.006579639878600752,-0.0004871607656358815,0.022864275166855644,-2.548152076900098e-05,0.018733797320566507,-0.03812715896680972,-0.007758902414212881,0.01845518567239715
POMC,-0.033490219369611114,-0.009676806258150369,0.02297909230227616,0.04327221679783208,,0.01461048307360701,-0.009679277442882347,0.004180386855359285,-0.033019520265353555,0.025688592603576452,-0.01569862063575487,-0.02113775553501914,0.001634941641260516,-0.01902934384428308,0.02424598847088113,0.06901910768604194,0.08442024008013783,-0.04202080038864288
CCL18,,-0.008875041426026827,0.009735498988048279,,,,,,,,-0.073060909918598,0.046546205224589514,,0.020277340883077213,0.04341855478438786,-0.048080970595699345,,
CCL17,,,,,,-0.004802333186497663,,,,-0.025086231146494015,,,0.03562205000239696,-0.019787049919365748,0.0072303661545338755,,-0.025308941295802266,
VEGFD,,0.024598313920015977,0.024270362614169986,-0.015888902695479996,,-0.01983841091710293,0.007623261550088494,,0.042688489668982775,0.005788236443003672,-0.02871679207963403,0.05039421820395081,0.026893330551000343,,-0.026643222246692185,,,
TNFSF13,,,-0.021015103440406677,,,0.027592089219804328,,-0.015064713756435087,,,,,,-0.0379683767347679,-0.011069637989177534,0.0024659031613042492,0.09302860679715169,0.020466513494135717
WNT5A,0.08755341004134405,0.024107488554140927,-0.011914067330562274,0.027155485124427226,0.06761496077562801,0.0325913869039635,0.08077264974993258,0.06970446371628437,0.07445070088404605,0.03378233167543612,-0.032578469911830214,-0.005423572107295713,0.04676490026631293,0.0026198474590658763,0.08232309959455036,0.06152407928492456,0.054305654539628635,0.022657561528523863
CXCL8,,-0.0070796743570582694,-0.0086122628219225,-0.026153793607862633,-0.01625552230365534,0.03015260950131252,-0.047689048808430765,0.029539960350941866,0.0024198714301290197,0.004393429672258598,-0.06543596710798683,0.050424226166206204,-0.002896639719034862,0.040274372966009477,-0.022837230049215673,0.007056728788618182,-0.058740953588827,-0.0671670116185501
GRN,-0.08598991402796573,0.00981130041043488,0.034295927820693316,-0.016045854666401734,0.08422797598571669,0.02603018790574602,0.040144846248564646,-0.014744161076069235,0.06060599070102065,-0.0002242042251240071,-0.06392418925014946,0.015496251505978751,0.013611985203367784,-0.007825532145518805,-0.020381258070229037,-0.00013676347304616653,0.05396232699298132,-0.012451789013254012
MIA,-0.023489365094065684,0.061759205304833406,0.010805609238678454,0.03974663716723011,0.02804612514096003,0.023278887252147207,-0.05055567982127192,0.09584547720343849,0.041446567593594,0.050535988327908496,,-0.030126852313145457,0.005986838103465964,-0.029062896629365332,0.11584197308192225,0.03712018634306506,0.08276017442542763,-0.044030345035580315
COL4A4,0.024164808622037796,0.062372732930312404,0.03641051751744919,0.06014942908121736,0.028593949858398655,0.018787500935348228,0.03209601805378623,-0.014333409573929475,-0.016558210408416582,-0.015609590875051215,,,0.006049294815763045,0.0779680611391043,0.03719995663234279,-0.025259421748557394,-0.05532529536361061,-0.02686388883764419
TAC1,-0.0179456838566425,-0.010986923515423382,0.04015701594654587,-0.03778076740781196,0.019561684442411888,0.060181357759912374,0.00608032292330885,-0.03830897895228022,-0.05671102731553323,0.023147557991607687,0.005601682739064195,,-0.002933731535209335,,,-0.03367669267771253,-0.03327117685480276,-0.02599513963384962
RARRES2,0.029152541506198993,-0.05244680567175551,-0.03989429782939815,-0.03688037293646374,0.012504313695723093,0.03615430281073071,0.028258373266441417,0.018880544479910277,0.13707856093863333,0.07403368184970813,-0.03789802810746527,0.006031337201274597,0.07562845292821384,0.04487512414359371,0.024759216601346477,0.04067946510700443,-0.00934583712437924,0.00933280339336232
FGF7,0.03772284484966667,-0.03427786840646669,,0.031132799416846914,-0.022044240398464483,-0.01690921817845945,-0.01403436914505698,-0.031843070901476964,0.08124246246921828,-0.03886905793663639,0.01667878757482078,0.035330434376087495,0.010856335176084995,-0.04762329881773497,0.06357816787524215,-0.005317782965098531,0.03429616764291187,0.09401458433302143
EFNA2,,,,,,,,,,,,,,,-0.025322599699062254,,,
HBEGF,0.018262116887020997,0.06725196677873499,-0.011635857014698246,-0.02097857074695194,0.03385175574388029,0.0321594131415294,0.0025176005087744514,0.09250981835715066,0.054643209222903555,-0.007911863162898639,-0.06947404254859868,0.02517582619424958,0.02431162183386009,0.09805275212420754,0.04636283436335058,0.03602401200656632,0.028906954962175498,0.04407674071040395
CSF3,,-0.043491096043992906,,,-0.026858232138859673,0.013527485852573956,-0.05014628608987331,,-0.0175182679061304,,,0.03977739934547788,,-0.002976952447197675,0.08075962756801504,-0.01706526827597342,-0.026646410819457417,-0.028257737401570445
PI3,,0.11361285201398613,-0.029297412780152323,,-0.01069170067575599,-0.005005168380294646,-0.04352863217290574,,0.11335912429182998,,,,,0.08089779520589944,-0.050796011720151024,0.036409933396277995,-0.057893798308524015,-0.005678039113595125
PCSK1N,0.07171568128613653,-0.006100528005590362,-0.02149077384301534,-0.04029890174037637,0.03921979111246101,-0.029095476188093265,0.031172107191262333,-0.06859976376945937,-0.018248322133508098,-0.02447539754707446,0.05800147636881028,-0.01535254202556751,0.0021451397028080296,-0.05937166272127923,-0.04706629629822245,0.06724256009666132,0.023810099163835433,0.021563598950807377
NTS,,,,,,,-0.033071491583566745,0.003289408624723145,0.12531409093528384,0.047076665694125996,0.05692299513157865,,,-0.014929047565852152,-0.030850782430088236,-0.02295048154840949,-0.03945970088659546,
SFRP1,-0.026111423315565645,0.029897075792737347,-0.01668081101632977,-0.006827646109344459,,0.025656941154334586,-0.027150804135762426,0.057166904929669395,-0.0035828871700727028,0.007156876832152756,-0.05824973938197766,-0.045978872386426145,0.00322685982959208,-0.028262978900688945,-0.02906224674526782,0.007289952311659446,0.020183863387413393,0.07345476041895879
CXCL13,,,,-0.011263956919031832,-0.01950225447383348,,-0.02690679363014831,,,,,0.020299969691726125,,-0.02514212299716862,0.05953961912082547,-0.0281871430424506,,-0.022920863533279462
MICA,0.04801617616198396,-0.048168819318170686,0.018550462982543897,0.025606518990369437,0.05978751048900808,0.048219383716719195,0.001755315024848596,0.04127740943159504,0.14269798163323433,0.02192852878734092,0.055513039713171064,0.04319451517942761,-0.04708428562785621,-0.010405279886980857,0.07967118054218571,0.03299817459803925,0.08829331190777333,0.0168605869538897
TG,-0.020783295199664046,0.04984494175545786,0.013527784607181263,-0.026518047214934316,,-0.002943035201639474,-0.03770331264214425,-0.020197115892832157,0.014520380405572804,-0.025273428529471422,,0.0017259626973759599,0.003088214903366634,-0.02629204229683301,0.07992293372203535,0.015066677579228924,0.04163907600703555,0.053663689829630094
ADA,0.050304334268097516,0.021184685985304076,0.05290609214956837,0.02219101743281505,-0.021039504672892298,-0.03750719477850296,-0.008222358398113824,0.07531772202187355,0.10006135105031844,-0.011308406485360814,-0.042012066504428486,0.06407593941967007,0.008603544821921924,0.04674639988871403,-0.057523345933930006,0.04683301073352218,0.11711853041650741,0.049876920473874514
LAMC3,-0.032635721274470335,-0.06913981919911158,0.03879836401899939,-0.012314067420627397,0.04555777005278106,0.03443372522657023,0.010712828404725275,0.09437804040400953,0.09458212941374458,-0.006710517923980206,-0.007303696811959568,0.03369981399171048,-0.03523466567909783,-0.007371886261300065,0.06413832418661518,-0.005747572350407962,0.09779671114732057,0.001885688199238017
CCL7,,,0.001816570671445894,,,-0.018313146030589356,0.03773837551576903,,,,,,,-0.0004375369297969046,,,0.020061191028161784,-0.004656976332703137
NGF,,-0.02505645673051952,-0.03041365793152624,,,0.009234311835518174,-0.038077684933614055,0.13644503941955385,,,0.07933164208542527,0.09155111724387904,,-0.0342505679111275,-0.02498222135673275,0.0708198259940229,-0.04208019874807099,-0.03202468945654705
TNFSF15,,0.04771089409117873,,,,-0.020392583789560038,0.04233893310173941,0.05451058800904511,,,,0.03378271734528693,,0.04851505353468069,,-0.03396729463867361,-0.03219493117258794,0.03360262521290281
HMGB1,-0.0293176530101087,-0.004699024497265303,-0.0016819840929558217,-0.001084362347794402,0.01254035141713204,0.025327647033132124,0.06966213809231597,0.09975978466157114,0.03903652900555589,-0.07011206096033441,-0.0478025678815257,0.05787997591604402,0.013467433371666044,-0.02936014763576001,-0.09741739862124553,-0.0003235611646688454,0.02916100412613373,0.029124338268518804
ITGB3BP,-0.06366035673532648,0.05459182188493133,-0.05852613166606099,-0.046591830002601566,0.05733796434449049,-0.01970800709454019,0.02683403149651981,0.13666013077602812,0.06833292376821842,-0.0034700009930622067,-0.02910653397658133,0.031013746245369497,0.05318780501480766,0.0430912101168905,0.03284460846683068,0.013295196146135849,0.04009064601080392,-0.007204209404103246
AANAT,,-0.017585326716758103,0.07074482567725152,,,0.10567525373850874,-0.023799237062291156,,0.13141381388026455,0.01509744552776683,-0.024306895537966656,,-0.031783656392845805,0.008021420890801071,-0.009793243848219425,,-0.0002920606037920625,-0.017254139653794513
RELN,0.00948785081671928,0.012125601124639621,-0.02709454609957365,-0.006384566983681326,-0.03024647312688913,0.014894049849417796,0.019818595198209967,0.002067344089081071,0.014259392169416147,0.0011868618863452875,0.06521488683912101,,0.04174108599286311,,,-0.03203109841860128,,-0.00864838351391612
IL15,0.06574495526095787,-0.030596714118398316,0.09912119155978383,0.04365716813908083,,-0.0018007821144281361,0.07611854283534594,-0.016652065672691615,-0.03113616733449596,0.011084416026179168,-0.027293923300365813,0.03070015253296137,-0.007073676617189929,0.08019973513339601,0.0007906072650134116,-0.05000662455674272,0.03223605710085184,-0.023696680941950144
UTS2,,,,,,,,,0.16236635613803543,,,,,0.01807498508260135,,,,
BSG,0.09829314860944054,0.02641318668607492,0.031876260984543735,-0.007102111838620969,0.03164756021963463,-0.027413938498513514,0.031674329061968064,0.05925911563434343,-0.01226964952099788,-0.04262310108341514,0.030368663005873285,0.021135186728599688,0.05580437002499497,0.06824730021876112,0.051382662475757485,0.03610905555061079,0.055474597636186805,0.002443538168823681
ADAMTS3,0.0008462309451689429,-0.006309206650614239,-0.005473600994700748,-0.018783512051933703,,-0.023248431406027944,0.06241893447162346,0.04170467704022803,0.08514990772125194,-0.06227511626210597,0.16160045720033253,0.06505132884903464,0.060028079759587134,-0.004559704108749448,0.0035263065250928784,-0.009591498539726911,0.049801648199357444,0.08606220892626548
CD34,0.04066244415937986,0.042722748068649355,0.009081344014674688,-0.00839103862648449,-0.007406852746462627,0.020683829718229414,-0.018463487571351942,0.14646273106303723,0.09987820851550477,0.0419967478334752,0.00731091220235759,0.04339017210219589,-0.0008619370730367063,-0.006258220285173963,-0.0009640786891412612,0.0026265006611913815,0.10709916039506948,-0.006274792006209132
CCL23,,,,,,,,,-0.017980112673211472,,,,,,,,,
PLAT,0.0656069993568183,-0.030997588753277006,0.01986780409265979,-0.011078092971506302,0.06949806263050477,-0.021581630134960478,0.011935145503822284,0.045055915248988256,0.11298507695923075,-0.052377247725396196,-0.0009104685398121311,-0.04866889446682711,0.07671389484800212,-0.024235239093395103,0.030260966378391804,0.022144234959042403,0.04720366661625859,0.005570202106731423
