,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
NTF3,,,,,,,,,,,,-0.009199220925265681,,0.01043553107224895,0.06925338310942603,0.05931426884618051,,
LTA,,,,-0.019501455274505225,,-0.023471475475950687,,,,0.0660602544683846,,,0.01883884636374885,,,,0.014910698899795129,
CKLF,0.0036047256862974395,0.06282537602775393,0.046981032880826244,0.014194225027444761,-0.018602138511726044,0.0001945508706595456,0.0442095375754377,0.10740927255873295,0.07419415543748423,0.03612388556136912,-0.04186743999244625,0.020173336898025702,0.03128570859782693,0.035651022537470704,0.05626868506487072,0.022465064229519015,0.02910383477438475,0.03170298576542409
APELA,,,,,,,,,,,,-0.018916011841986168,,,,,,
CD24,0.031806280856633035,0.0014494893701225476,0.002322747530713294,0.04105605727469854,-0.07886510042641297,0.009835726911869807,0.008997166483061413,0.08839274907595078,0.015515481704571581,0.0018379710490505517,-0.01942960989497536,0.025155001134047367,0.034604154180769994,-0.05491028879531271,-0.019031798717034608,-0.008632637610272604,-0.005811355796448564,0.0003026757302843595
HSP90AA1,-0.06418193011740175,-0.03996343548891403,-0.010541910568861099,-0.013432666012118193,-0.09120433475288223,0.06293984018127115,-0.014151368560864321,-0.08278801519500689,-0.10987752468682482,0.04713738900331035,0.09412914867687208,-0.025646218810762327,-0.03614264426159663,0.02837544227497635,-0.1057844845033219,-0.04255877462021473,-0.07144511159476465,0.06453482493035455
BMP4,-0.0213890279833408,-0.054228301497342035,0.042159697810076564,-0.005062391394455221,0.03814763658473512,0.01371892465769727,0.05925078550605782,0.13138571970145418,0.07657773273764283,-0.04418670886726021,0.015689962649681644,-0.0401492777798654,-0.01175334474261163,0.05546399012821165,0.008531144499026089,-0.030314436072613204,0.07321142905859139,0.06118318579179603
SCGB3A1,,,0.057699287029980464,,0.046108916467929625,,-0.002884199781610255,0.06461328074731751,,,-0.042786938382914835,0.056038514250392295,-0.02056927199285391,0.023118424752064774,0.07247318141179672,0.0602264955863722,0.12597614195154688,-0.034672293665009915
IGFBP4,0.07165202936951406,0.05967817297899731,0.030123445443777944,0.0034432078453965433,0.034255360445908885,-0.05428938520998665,0.04554763853055172,0.06758407649645506,0.117654680579757,0.03698492853377681,-0.012456754096185135,-0.010986954043761103,0.049443207690915876,-0.02496984775199695,-0.0016603439720665506,0.03135507724924508,0.1128956600764793,-0.015035006925643815
RSPO4,,-0.030609030778861512,,-0.03152632972155934,,0.003882254313823198,0.013643243051585862,,,-0.025459349833730004,,,-0.03223000811071871,,,-0.008028382490976994,-0.026163554627487606,0.026609358282400474
LEFTY2,-0.020577804974824594,-0.02781247414212972,0.01378158279145171,-0.01974096281622067,0.07276107706770146,-0.03504926190754445,0.08126742848165612,0.07552328885695735,0.13268915483974703,-0.0578672615795663,-0.025854354506792767,-0.007917235667267822,0.014162322825082325,-0.025174778337151454,0.06043586771232957,0.024132121044103092,0.04209320523443031,0.0031371250509949385
PF4,,,-0.018375187733190523,-0.01773922409715446,,-0.015977859121199294,,,,,,,,,-0.02320991578943976,,0.003885284617944877,-0.017043322085035353
ANGPTL2,-0.07020977651215113,0.05301564782702072,0.015609582007541513,0.03843243223742221,0.06331783644176259,0.04884231102073075,0.07100769961112217,0.09843970287057216,0.13110664536777536,-0.032624676833453804,-0.028004496575552276,-0.07177939326513993,-0.0397514288542948,0.0028519753699612644,0.061419103693315644,0.010888278557483966,0.04578028466670334,0.05309017083916032
LRIG2,0.0304260678513718,0.03283497555126769,0.006863439964004134,0.01261694508617718,0.022386620032748484,-0.03616758814076604,0.02069791465158754,0.10038545098749903,0.06427370979762112,-0.015201761474342752,0.05647399254515982,-0.005376447609640324,0.07035061563316117,0.052424122730455595,0.04525222367338905,-0.058676671875239846,0.021578739341848372,0.10504668570030237
ICOSLG,-0.037158274971895326,-0.03104822756234089,0.01966491448128307,0.06486689026468316,0.053246054906169744,-0.009977342752588263,0.018270748120638423,0.06799938179859828,0.07111548995458597,0.023665927341864384,-0.027763070043263352,0.03238784455447845,-0.02553700694076422,0.035595333206484045,0.06519218096013585,0.06814154327341454,0.04541576940239078,-0.07268400014488077
WIF1,,0.021564406278434606,-0.03306316778831399,,-0.023874344334927,,-0.03217422862416063,-0.09369150195487386,-0.07872545454617973,0.03720358441024943,-0.05922499285912605,,-0.036610113958759107,,,-0.04416073328795147,,-0.031274131883961324
NPPC,-0.01801903903146356,-0.013288650367137484,0.09032123140901036,,0.06356663089220632,-0.00023525705784473307,-0.049544101184674484,0.017099638680458454,0.007437423048551316,0.008888401761040617,-0.0075415129073987085,,0.05588432918521466,-0.0037796838081546958,0.016125781191613328,0.052610830497837775,,-0.04095903975920505
LYZ,-0.05853288484292006,0.005443970442272928,0.00017402371886056868,0.10669389011997824,0.05784345907220911,0.04759764503057965,0.05140306295198605,-0.02080262924697076,0.13774702692369037,-0.026129462326037425,-0.029305881156535662,0.025338794055250236,0.02672918331209108,0.014728739865638725,0.023442504143909196,-0.025172250541643876,-0.01312504249549656,-0.005203594159665042
EREG,,,,,-0.03620291905351345,,-0.046032449714806016,,,,0.058802945716174296,0.08365738389404526,,-0.011584471021155712,0.18620132910410303,0.006325870771857708,-0.02552161618628057,0.030829855457775737
SPTAN1,0.03969277366306535,0.004910331993879266,0.009350673572235004,-0.02218593220798103,0.05686402915294517,-0.036616572179232386,0.0028515060008185876,-0.00685920593632346,-0.027007852317262816,0.009230813459171119,0.04120006625834418,0.06163573866058697,0.06811425701779418,-0.0396073734132773,-0.02699624813342898,-0.03930685245093477,0.047150041032890576,0.015772608072552548
PTH2,,,,,,,,,,,,,,,,-0.0537064888001595,,
LIPC,0.0090153308211337,0.01866130288871192,-0.007329808201909622,-0.026698480331482293,,0.03162431040823002,-0.019593078075661848,-0.025823084045933076,0.018931311186179873,0.03908458554912428,0.024188537842934447,-0.03513517218949335,0.039604461345885876,,,,0.029070273089894298,-0.02657804059598122
COL8A1,-0.035453710587802494,-0.013442136008182492,0.06009457984633331,-0.001330480963867495,-0.03353299299929488,-0.009490322480741177,0.06125421387316107,-0.0009206261803721656,0.06832062002057313,-0.0035936643132711585,-0.03295833054957375,-0.048109295247500176,0.017577961867153314,0.017729239413295947,0.08521407193557157,0.03462354339758325,0.0018123257113561199,-0.019800594122047637
GSTM2,0.13217120613340877,-0.008664040159445696,-0.010416636152624646,-0.029979389286442906,0.05974812570660487,0.0031670583918792148,-0.008344253556905507,-0.014081563770387329,0.05897834396119367,0.04347313116858044,0.02420666488153387,0.031437660859178956,0.022701733606438807,0.10040379066272927,0.02844754910261397,0.023553743881836592,0.033803976550526665,-0.012846089764458087
SPX,-0.015895201865734985,0.00425048880661332,0.023950537112483586,0.005473310062418887,,0.11298591527443322,0.031212537159973283,-0.004722427214656633,-0.034989020049175173,0.025296896928309016,0.027298126331859997,,-0.05583202323387158,-0.029900774058840045,0.12800391536242625,-0.017300790319926623,0.010267946702865646,-0.04223501410665764
MFGE8,0.022228382149931537,-0.0340786803488982,-0.024084494181610124,0.03727089970562639,0.00216697877637573,-0.04937929833007418,-0.03441853824254601,0.01058111795092283,0.019167964660913497,-0.01718413310266504,-0.03901156092167131,0.042947808730521,0.028410078579549705,0.02433073663675736,0.07261365877610104,0.0019278726450139684,0.12237959783723591,-0.004129157738210716
TGFA,0.03273070304255046,-0.0039572042976143635,-0.03152604535213118,-0.013985745837438068,0.04172707810852359,0.02125901740471679,0.06191835739978489,0.0761574333095123,0.023501703851987975,-0.018098001743563283,-0.010333655189217725,0.04764594414932826,0.11943805348534392,-0.012968565888622939,-0.023745303717087843,0.01739687602141023,-0.020339894326792764,0.052094204146889284
SLIT2,-0.021389024560775564,-0.04068624383889898,0.018540743916110686,-0.03937098940529098,-0.021338390697398436,0.0044550163445141846,-0.014182947717407888,0.015394859321900278,-0.01599904637344646,-0.0071301277388882206,0.03923147982640487,-0.021171813285984477,-0.04299274207915893,0.05543734435516738,0.10157346634013026,0.007258696317849826,0.01600502290962216,0.04122692643748254
PLTP,0.03269829941648551,-0.05157529223039621,-0.016036826230068083,-0.008636426053267574,0.12060990328345964,0.016307593156375068,0.041189566503575165,-0.0038310764249984254,0.1570967578791663,0.054067311262706384,-0.11638204772217031,0.009698847061194237,-0.013841973616882658,0.01259880209055656,-0.045235772559169475,0.02100292669198069,0.032313270060797095,-0.041230536495054475
APOD,-0.0509204300088006,0.009693657217261318,0.008180449237802501,-0.02088974833625734,0.03992586143328672,0.03634666688100849,0.011144569662008885,-0.06326651169244062,0.022211027302789878,0.055270106172908555,0.09100452739433663,-0.02726662571069566,0.08234196391122856,-0.05050309314910912,0.08602024875817067,-0.01784142625872968,-0.0630925406895151,0.00031585858002384056
B2M,-0.0030511092735427893,0.05098022252617152,0.029200129332199364,0.06203306984349965,0.1411032415289096,0.041842943457602276,-0.05510851169159867,0.03151166344676701,0.1521198302873098,0.023845328977530573,-0.08552748913895653,0.10523357407838174,-0.04830845912909291,0.04022284735063126,0.04626773433353947,-0.011210492094037709,0.04205115266271234,0.07799967205264537
OMG,-0.03382213290752975,0.022683998374564165,0.016033291814432995,0.061648567158568354,-8.563368444636703e-05,0.0006303657569753725,0.0408426752238733,-0.04924126858696087,-0.04452864735292179,0.034010321227837544,0.0573873243628835,0.02558997924598483,0.024340532263668075,-0.06687189228254978,0.06632335222829641,0.0073252752110413094,0.06754294722394194,0.03922089205619751
CXCL3,-0.01673685354141582,-0.011713871121595677,-0.005031384774710878,-0.03647015653349205,0.001468833457729405,-0.013318905388277423,-0.07421058176056214,,0.054268737170091036,-0.0011473546670026404,0.06413516313749813,0.03173580523224613,-0.021229408709140245,0.09047719812760019,0.08605488794906156,-0.03360614673511506,-0.01525510694584343,0.0004692790839787432
CXCL10,0.016781370755018205,0.002390642856649381,-0.023122946475176206,0.059122000538107795,,0.010902953084508782,0.03942790249350367,0.05797353574835263,0.14672415728913524,0.03546905739695882,-0.057441423243961245,0.07379520338181272,0.016830773080977638,0.012162253263590954,-0.004346796476562855,0.007066194841694101,0.020482994874318265,0.08028045791831395
RSPO3,,,0.09073406237392055,,-0.02685823297659788,0.043769906505121775,-0.006892827208966044,-0.034236367095278504,-0.025947642628146927,-0.03845249938747748,0.006414148788978773,,0.042758867778841234,-0.006988807603257736,0.057127185238920665,-0.007715786188756414,0.10776980169074264,0.04148788800939787
CORT,-0.020783299548717975,0.10271644029596566,-0.023960613887481354,-0.03168113090837684,-0.03564453437311521,0.053730277280088286,-0.03843611629228086,-0.0006005153072141358,-0.04490820898486396,-0.03133476383240943,0.034298838699440934,,-0.014807221421440505,0.005347162460367422,-0.02428799720405618,0.0623240805392512,,
NCAN,-0.048969780860367726,0.05425691080904657,0.003238123668238416,0.01087426033321874,0.009283813506128122,-0.037063909575071025,-0.034229254523922545,0.036523523371027225,0.044216460369685254,-0.05629700188488723,0.04034884363376067,,0.0907166292498803,-0.04155704194661569,0.0280960951920259,-0.03258688572203938,0.019524095910448465,0.033281026893805354
PRG4,,0.030354507016041185,0.06458439149058254,,0.07373663596697214,-0.0020891141678719078,-0.00590383422774292,,0.028630048790897332,-0.007029803125277677,,,0.07161525780167509,-0.03248177516966203,-0.012887089759612915,-0.026499724416502835,-0.0019270095968715343,-0.023721982406802223
ZG16B,,,-0.024563645727358606,-0.021346273069144224,,-0.007629353845640498,,,0.038530729386850114,-0.017393556071617484,,-0.03170044322180849,,,,,-0.023563298920131228,-0.014539701698438729
TGM2,0.008505864653854162,0.016755001549569794,0.015266196235107901,-0.035646833260396485,-0.016937874339482035,-0.028828208219839044,-0.002440098575798942,0.02121962526627663,0.0449195135873927,0.0039030050257057073,0.04401088625041722,-0.02577235740315532,-0.051098842128056515,0.04893686080468263,0.06259013246640535,0.007678225149762397,0.032097462227535255,0.01833912137133128
VEGFC,-0.02078330088688896,-0.03360588810235843,0.03849627872186234,-0.027409436655610492,0.03131209261654252,-0.023360963045002105,0.05161387817177864,0.043272638420486474,0.023880807231583513,-0.0215087064438051,-0.030054014118211205,-0.023551141364240993,-0.026469885961485647,0.006581294635791526,0.13942130035182912,0.10870839931670101,-0.004372796434214858,-0.027214245758658214
WNT6,,0.014280793916815422,-0.02858077111989723,-0.019740963334312436,-0.05277018817082829,0.06887119621978235,-0.007158803317986952,0.09056493941179043,-0.022103882637106182,0.027196430895120492,,-0.035447575407110236,-0.023101579819301523,0.039913430498203485,0.03218303514706549,0.04457401414371521,0.059140420437255155,-0.01502387407976933
NRG4,,0.004573113485588354,-0.01631500110166201,,-0.0201316893919356,0.01624442819856752,0.01554112783832173,-0.020908940956845323,0.09893848403891023,-0.0007137689693469995,0.06293962093854957,,-0.030880209400532484,,,-0.03852825834273366,-0.028336241538699666,-0.022593602270258518
PMCH,,,0.10858912514608546,,,-0.03088211216113912,,,,-0.014462465827844518,,,,0.02654440609110007,0.025303849517543348,-0.0038264624441187558,0.04878081298090649,0.14733474931380283
COL9A1,-0.010979984020160953,-0.04948254822628166,0.04794233808432288,-0.03464278904887157,0.026904069235709784,-0.023278126569313724,0.023747941881933066,0.16342749940588766,-0.000788805542966432,-0.01553566433698949,-0.026227872890283496,,0.014666727035564956,0.015078073757487747,0.04053925066798439,-0.04409783221468397,0.0666418177486246,-0.02085484323301106
