,UKF251,UKF259,ZH1019T1,ZH8811Bbulk,ZH881T1
PI3,,-0.01741066274281962,,-0.05564372384802798,0.053459835585762575
PCSK1N,-0.03302982575480999,0.014222739773136922,0.06809814520833782,0.027796340291657774,0.0004641311480276786
NTS,,,,-0.017307862971174606,0.02500272298358515
SFRP1,0.024623475033939888,-0.019158360216031782,0.038337076415871224,-0.005353998600400448,0.03242319501371297
CXCL13,-0.030530583611386705,,,-0.025476428872390745,-0.035909528427625036
MICA,0.05755954515684537,-0.01676701272603023,-0.07201667677990403,0.05751724907300175,0.016973674609780002
TG,0.008050563278463107,0.06463492613636371,-0.032913704197829186,0.07662797587624677,-0.018117917497739403
ADA,0.056537363569711625,-0.032640674983424434,0.03260899621367101,-0.005049724327380132,-0.03744404146091713
LAMC3,0.0037390780003521626,-0.047200392840134366,-0.04038763104908042,-0.008427632975307612,0.008851865641361787
CCL7,,-0.014947924014789928,,,
NGF,,-0.03424951179693205,0.023234196686992108,-0.014015491015105694,-0.03779334665991947
TNFSF15,,-0.01664524448406696,-0.05574885091750857,,0.01380840186542952
HMGB1,0.018593984310354673,0.01868684829086147,-0.11418159970146406,-0.005505790927853322,-0.007521524150059097
ITGB3BP,0.013899397628910239,0.05462345723866366,0.0033669752443673652,0.004260795374192835,-0.0010420589133885516
AANAT,,-0.015145471729291309,,0.0025389587867729385,
RELN,-0.012162481715741233,0.08544168387354655,-0.021737301266371925,,-0.016512312471256212
IL15,0.019149469639015364,0.002911808031529053,-0.056591782032505575,0.013968799466688492,-0.008573670544678141
BSG,0.02889370203559143,-0.008769974798432386,0.15981792140361417,-0.023771347536981766,0.07143329709580314
ADAMTS3,-0.039130028748620864,-0.04769155362791567,,-0.008552417171054252,0.06446708821027224
CD34,-0.032598496342309324,0.01650404585495107,0.02385407418665245,0.03557965963294991,-0.027501586361522078
PLAT,-0.04376324410342344,0.053151500969298736,0.020272645023155348,0.0220167350139082,0.017261143055864858
NTF3,,,,0.028473287494523786,0.008315673588878867
LTA,-0.01637743810263629,-0.0035952680843357432,,,
CKLF,0.007178678854166144,0.0029305396524104787,-0.08911860527683516,-0.008151844598076012,0.01757972890046795
CD24,0.049947983414240685,0.03160797959262028,0.1265182149556027,0.039869795267038655,-0.011827469905788757
HSP90AA1,0.03010431390286449,-0.03271493931975941,-0.008232246660352773,-0.10584881137992258,0.0054207052140609205
BMP4,0.020817587079269794,-0.02438312098401188,0.03479414646108505,0.07349967251984899,0.04518913727756471
SCGB3A1,,,0.024871595394749448,0.10858288105646208,-0.0019377489438440598
IGFBP4,0.02179356063973764,0.007789361257244185,0.0669627684471371,-0.023267700064050906,0.05750262148318931
RSPO4,0.04912764769804383,-0.00809241647469244,0.0344426955382534,,0.020329821909242905
LEFTY2,-0.016578577960372303,0.008220457722371833,,-0.016334864605821977,-0.02600030287237872
PF4,-0.014897505880996986,-0.013041769211241252,,-0.013021194615289255,
ANGPTL2,0.013742533361833164,-0.005931838786863554,-0.05797194225474715,0.04187038740454626,-0.010058444011623162
LRIG2,0.05122258343416812,0.051738366646779665,-0.07104994538082515,0.03374452089763252,0.06490040788141471
ICOSLG,-0.019162235877011248,-0.02324040472524773,-0.06373500074798291,0.025559462930975267,-0.014620463877066427
WIF1,,,,,-0.017772775097235512
NPPC,,-0.02023100023072243,0.058013188644041286,0.008389336886416385,0.014412476227329012
LYZ,0.10466414738832781,-0.011281939068794256,0.013609803030781747,0.01348022866984329,-0.040570747680267014
EREG,,,,-0.021823820604465378,-0.008101737772777359
SPTAN1,-0.014080730737652723,0.019181428301737143,0.11572710854943478,0.059142508302574545,0.016148446439213385
PTH2,,,,,-0.00609190395674422
LIPC,0.03467413322677117,-0.010929227108472429,-0.07710446015927507,,
COL8A1,-0.01425872518142221,0.03201116793500383,-0.0961748610802486,0.00304463295063448,-0.010560825344079516
GSTM2,-0.03264428311923736,0.05026273440557712,-0.031948982870949265,0.033718618123350245,-0.010315245270089106
SPX,-0.003097485688676713,-0.03840420946197,,-0.01616747746557957,0.007296488744798875
MFGE8,-0.0009629063754526288,-0.014133616965241649,0.030574937831425755,0.029349384396603263,0.013884193079397963
TGFA,0.05345098067092799,0.016529351785166575,-0.058114571292704045,0.07478915383470473,-0.05770101666179473
SLIT2,-0.014019443431233994,-0.008283414536182044,0.16080314475013724,-0.025129270302856624,0.0761499734360188
PLTP,0.05300948221550252,-0.0324774122907194,0.08525638471250815,0.011462206369183929,0.014306620002144369
APOD,-0.0034686130408592575,-0.0057566575159779115,-0.05216692633821601,0.07909429080033346,-0.008108144106996378
B2M,-0.02134658515806233,-0.016624716099434143,0.06815653738907845,0.07139964222856494,0.04332675279439718
OMG,0.01716791236232699,-0.006680531055698647,0.006856240560679822,0.0789801113799552,-0.022119449840990384
CXCL3,-0.030627854322316794,-0.010964134465305852,,-0.031396826573549086,-0.011948598198855883
CXCL10,0.023688452698416303,-0.0036479786793538528,-0.030944150629524127,-0.01746519677769837,-0.026124078801223055
RSPO3,,0.02253360040631527,,0.019732414404344006,0.03569851107086153
CORT,-0.014262120336217559,0.08546666886893174,,0.01596229921084866,0.015827915510183012
NCAN,0.07068831070684752,-0.017642960497422377,-0.09759420410206522,0.07528425633941549,-0.04049354724937067
PRG4,,-0.014947926344201994,,-0.00039900984147276097,-0.01896648080692456
ZG16B,-0.01792672705656584,0.04919301629985875,,,
TGM2,0.018053033668630106,0.005443742785375414,-0.0035184998730945177,-0.024207264552619862,-0.0013446477059834141
VEGFC,0.03410149020164199,0.007451125598204043,0.024939165333441194,-0.027301574654427903,-0.03263037302436475
WNT6,0.06157611063167783,-0.02067490687183993,,-0.02532456413204,-0.02537376579028221
NRG4,,-0.018192310166835604,0.011603166717092028,,0.003694418550625788
PMCH,,0.021978586819365594,,0.04430147044408872,-0.01453610506373945
COL9A1,0.033107343949043015,-0.019000540190284607,-0.006244623932117358,0.09778397045619498,0.06020713510947668
GDF11,-0.022184016621176365,0.043674244855975194,-0.001424181323757551,-0.0038337499451472383,-0.022211306476229473
IL24,,,,-0.012813578287367225,
SORBS1,-0.042170830540916644,0.05602437928858157,0.06714655286016045,0.014275111625087265,0.007553754652595519
DLL1,0.07886557513651234,0.013869852069842287,0.12747042730414138,0.09814264905374542,-0.0025187751539632766
TLN1,0.019025512838007838,-0.03827318603241789,0.09953340736509711,-0.0075826737513875215,-0.0010698548064176304
COL2A1,,,,-0.03339610478646365,0.09142760352958644
SHH,,-0.015533349712846352,,-0.013917654383068918,-0.05919709912164485
PON2,-0.07779545148919631,0.012716747825086128,0.04415700924694536,0.0641115217048376,-0.06942105930339781
ICAM5,-0.02134035367445075,-0.024209828025293933,,-0.009149627295863107,-0.0007246360751501185
HPX,,-0.005572329218504456,0.023893333386704952,0.04334045132055377,-0.00296229435318848
SFRP2,,-0.01769080197599346,,0.06703625414204031,0.018525987849531675
CD70,,-0.03006932983213123,0.0027171902722761127,-0.047633166987178635,-0.01651947716395724
HP,,-0.009742126369725839,-0.0795954937071263,-0.0118494845763489,-0.015293434550055137
CXCL2,-0.02529494550355376,0.05907385406373835,0.08945343778068109,0.02382710918915221,-0.01504361625299271
NPPB,,-0.02731544139269635,,-0.03735487852513457,-0.021725711391906946
CCK,0.0006443794134031577,0.04116895005400036,,0.10414284540219801,-0.04341545713789602
SEMA6A,0.010962898057778742,0.011352803551662837,-0.06779174438518952,0.10074368345296016,-0.00043808921098625084
IRAK4,0.048189748989816726,-0.008638412032069687,-0.016392544097169136,0.055909734877807975,0.035818452581471975
GSTP1,-0.011787360459513785,0.03092693027018802,-0.06259726351037806,0.04158829046068364,-0.012299104789714315
VCAM1,-0.017047635601896132,0.028749584219090452,0.12625931282746788,-0.043095344917797186,-0.005553355287456476
NXPH3,-0.015643947253297222,-0.029923704144223524,0.05892374708534581,0.03283156446187934,0.005859620501165882
MTMR4,0.053997892661888175,0.04174658781629456,-0.03162426584517399,0.047281017763510014,0.014344356818684867
LAMC2,,-0.016250128409439783,-0.038793609987932694,-0.01682782371238745,-0.014109557274258716
IL10,-0.02374585737650968,-0.007497199573649043,0.07262592261666574,0.1318335886087483,-0.01411597355540679
SEMA4D,0.009718431351139787,0.01208086991850414,0.10896145814685988,0.08258632249186307,-0.06634098854403842
TRH,,-0.01193932019454437,,0.04166633487947466,-0.03495415906399781
SEMA6D,-0.003456315890648359,-0.0048495467110277355,0.018737805877738822,0.0019471093651284026,-0.011989584947646756
CEL,,,0.151483188949785,0.15710701962781423,-0.014997040611245665
PDCD1LG2,-0.010588956012267704,0.017114356740072112,-0.09542466401094184,0.10727267677077902,0.008297148611075821
SPINT1,0.011623204199416651,-0.007690102315641104,0.15520635527384904,0.06476822746579815,0.013242513047969176
CTHRC1,-0.01184656859560404,-0.0032507279900063166,0.02275752237010148,0.010874537900039801,-0.013292516126535502
PODXL,-0.0002101247123711283,0.014740936608289993,-0.005289917354801637,0.04301498335339,-0.013876180327559922
JAM3,0.03049473731683296,0.002872911265134167,0.06253236977156386,0.0033573231524217546,0.044407805499938606
TGFB2,-0.03985632510567554,0.03644823975668936,0.020033313455742663,0.040490600113525586,-0.011607889931415583
COL18A1,-0.02269871338648518,-0.0009017043446792806,0.013778843885325232,-0.05650907210345668,0.03651790986689597
NODAL,0.02470049997756682,-0.03059150655392467,-0.033704549618989235,-0.015827787585076292,0.006663275996707608
INHBB,0.04114865563680814,-0.00033856781040482356,0.13788511169183904,-0.047556725113231245,0.07995999709217612
LCN1,,,,-0.014947343419937384,
ARF4,0.018696383045463498,0.04088104396169414,0.01572364474059903,0.06573518280250239,-0.001628659125718243
CXCL14,-0.04564318921278732,-0.04006251093442155,0.020673098507637457,-0.014288622709208968,0.05172000726197933
LIF,-0.020206525438886604,-0.022836128274595312,-0.058575849861144925,-0.059403654065872655,0.005633640517823449
IL17B,,,-0.03704308603311471,0.08142108515377816,-0.020073858530629426
MMP1,,,,-0.024636971555839042,-0.014536103912568875
MATN1,,,0.03303581919656881,0.00521503240868069,-0.020688266245963878
ADAM28,0.0065824376295194114,0.008155314513144,-0.036382249021219594,0.029945150436967057,0.009994258430851352
TCN2,0.035387869295431036,-0.008839601177491998,0.05576403482431326,0.006892528061180909,-0.027244467176273306
THPO,,-0.012049683846498422,0.06025082967716651,,-0.01794611273293112
CUBN,0.04819040851271983,0.03281137716922335,-0.08138488294416842,-0.030124128385817576,0.024579751687166643
TIMP3,0.062481245573711514,-0.034940874142605056,0.04107256726344574,-0.021886852701543565,-0.0035694119390333764
PIGF,-0.05425622813145494,0.04157683375234581,0.05276738214891002,0.09774237109854925,0.0508072463502074
CRH,-0.02003973585439917,-0.0004944793547094622,,0.009329918941011244,0.034016924777870064
BDNF,-0.01792672363957852,0.003777384753962439,,0.06023251791709324,0.04293024428310993
CCL5,0.009005003221645599,0.011377113039697259,-0.07676923794055558,-0.010921653358604646,-0.026397177960331874
GAD1,-0.027004215223478435,0.007753710850472581,-0.04263214926042393,0.09072690600015515,0.03368753007167286
COL14A1,0.0010262501767359616,0.018875521769146687,-0.0850263278490265,-0.0017621146807553093,0.016404760031225235
HLA-A,-0.07952780242414237,-0.022535662454645375,0.07017526792009228,-0.08568757778894044,0.055997972873204474
CD5L,-0.04762311226964631,,,,
FGF18,,-0.0139200137735165,,-0.005719134393455621,-0.009769343714089034
ADM,0.04721157554120967,-0.018046443784618702,0.13660319399050372,-0.0852745897896761,0.049714446389985
GNAI2,-0.04857311869153627,0.04438754038068004,-0.045966710892328864,0.03763644248750003,0.033124546499517134
HDC,,,0.20582801968406167,,
COL11A1,0.00034762886315513016,-0.04593570144982414,,-4.316441953860136e-05,-0.027310782424152323
NUCB2,0.02661558720264211,-0.0640294215891362,-0.013507838190578691,0.006816801881640266,-0.05935612356209232
CXCL1,-0.021497844102180728,-0.0392093441777253,-0.07090485984031238,-0.0645708222288709,-0.03167019372417933
VCAN,0.026629147129600097,0.010670882380031037,-0.011720233211342171,0.07289265899834556,-0.003794709439507596
MMP7,,-0.02767393426070859,,-0.022357626033099192,0.03698011226885133
PTPN6,0.04030245421048727,0.008313404414462676,-0.07389248176800503,0.0424311548760454,-0.002288305673664999
PTGS2,-0.019185698166468854,-0.024883317440119505,-0.04458339215580151,-0.07737105915921964,-0.04245788572914263
XCL1,,0.003831657656189659,,,
CD58,-0.008406626271848672,-0.014602972329827204,-0.10922017141535731,0.03521763992630588,0.013327893324519667
TNFSF14,0.07939347169312805,0.07300502935390053,,0.03854368250811448,-0.020989371178405495
CNTN4,-0.01755151207007056,-0.027219140092066062,,0.026199573825788195,0.01410092718451537
NTF4,,0.04123539137201874,,,
INSL3,,-0.013920011043187042,,-0.014765387062677082,-0.02098936915049428
BTLA,,0.004790653811237601,,,
MFNG,-0.01763699686093269,0.03210122425708849,0.043476442800931415,-0.0018656958757147656,-0.006710251634277465
ICAM1,0.011742927196846246,-0.023344811535425804,-0.055263754313574984,0.01633555919076485,-0.003531102716552169
PROS1,0.05884212129976381,-0.03297549163839012,0.02354164610124984,-0.013862642496778774,0.041723720569563146
CLCF1,-0.009397689036517836,-0.04061184980728481,-0.03885622208660965,0.01314851823365258,0.05627037346873244
PSAP,-0.0219733903262869,0.014649313765488201,0.1608106572654886,-0.028786819653864402,0.025152850719344318
EFEMP1,-0.006474088267582821,0.035121640729124375,0.05968874934930749,0.04143674709734099,-0.012243080948225233
C1QTNF1,0.05518025672082873,0.042799861024445024,0.1931112751130499,-0.05311054077716799,0.05057618371135438
ALB,0.04990482387578963,-0.024712992278359436,0.023570992061405012,-0.02117225044351021,-0.014515049364137852
CCL13,,,,,0.05810789376000082
EFNA3,0.005379449615398556,0.018776589832294688,0.1414892119341102,0.004414680269454025,-0.03756599667872102
DRAXIN,0.040988236365497484,0.00806482864159548,0.011267493218865707,-0.042981435538980615,-0.024162997919896925
RAET1L,,,,0.12342568530042886,0.0623964446901596
NPTX2,-0.038846082448031886,0.04908331091061908,,0.034841976723898264,0.052992680899358116
FGF11,-0.0002739584145437824,-0.03856555537601466,0.07086950187369088,-0.0275280722448855,-0.04059955300044363
CD59,0.034032903689855336,-0.01689700948753098,0.015114753247096198,-0.043651108873676604,0.02259177084571421
COL9A2,0.0026703406773873496,0.03591374603178646,-0.027592114458267532,0.07614524466496185,-0.06671634719482013
DLL3,0.025929455728261434,0.017944262023596367,-0.0480553862690248,0.10243503920207371,-0.05662880005111641
LIN7C,-0.0018644532119216242,-0.03641227781486074,-0.018162115354341195,0.0554945171573999,-0.016666690535704635
GDF7,0.01545390640910423,0.036739551257081074,,0.11234402699938087,-0.017063131980744193
PSPN,-0.03393392265904071,0.03693760976604979,0.06592271434138762,0.018479162028261806,0.0024651893308686697
ANGPT1,-0.02404890843290845,0.01204240660156186,-0.06719343996313634,-0.025938382531565073,-0.01694149654977772
PNOC,-0.039413737023237944,0.0760181457892336,,0.16683071028206636,-0.020229039876270075
L1CAM,0.035715295789565144,-0.021804103053470525,0.016873589055395415,-0.07444336531262526,0.05294844583967353
APOA1,0.02523271048425807,-0.008022376579612793,-0.06499083277285143,0.018631648717896184,0.07133845004340027
PSEN1,0.03837602886996284,0.001540778822055377,-0.03977092795413309,0.024942224695742875,-0.046528711266470624
CALM2,0.027086680892646275,0.05640732680661969,0.015562490252499148,0.04713301194762864,-0.006116220589807187
CLEC2B,0.012521623289305402,0.005818170126693045,-0.047201761684984814,-0.029052964704773206,-0.007300338311715885
NTNG1,-0.023497320044024272,0.016738179023327273,0.01825847458021312,0.0791929775935586,-0.004851698805962331
LRIG1,-0.014444865187123419,-0.008206225855476564,-0.003976441299029095,0.07080268739393507,-0.0370342698557799
CPAMD8,,-0.016464889233779905,-0.046195524224524165,-0.014395024935266959,
GHRL,0.03002255662249151,-0.0017008168898874068,0.01131675481824806,,-0.01845709006625534
NPY,-0.03853710035694197,0.025853694147225437,,0.004961840671110486,-0.0369994502895123
MMP2,-0.00857413102963923,-0.02427826018945806,0.02556264488428198,0.06337767549786354,-0.0074454825974728375
LHB,,-0.014339675089869164,,,
PPY,,0.0355567150326521,,-0.044374752362968756,-0.027543694716169874
ALKAL2,-0.015117387941240425,-0.014131341976866926,,0.03741344973538372,0.027653824266674103
CSF1,-0.013654240894389418,-0.04176244635078513,-0.1437156966385478,-0.01373489240833989,-0.05698049836691718
SEMA4C,0.015970089961534123,0.015283287866370319,0.0035775575337403894,0.04041792882990486,0.012613303131928523
ICAM2,-0.05062046937649776,0.03349141818002224,0.07254224364365656,0.0492454454433637,0.01219145904035862
SYTL3,-0.01865819080113511,0.0006498560577111529,0.03408037318966187,0.08005316395437194,-0.03334786478732507
IL1A,0.057527511694583935,-0.02434789726771258,-0.04808455598655464,-0.033760849292632414,-0.027216569690605232
HLA-G,,-0.015145471791462363,-0.04047724969902811,-0.012736456576297298,0.07638656587083692
PGF,0.11002360540890883,0.010555513372716763,0.11468646821548201,0.022137341254677367,0.01856639713642424
LGALS8,0.0024950162926039333,0.02191382542431224,-0.10591838440700442,0.026416510016091927,0.04585823879769483
DKK3,-0.04199979041438793,-0.02958423953135869,-0.059685602668903555,0.050372130327776425,-0.00992796244551201
COL16A1,-0.0220897743950066,0.017615000866973325,0.12324249499118402,0.03747013721126701,0.09867455416809914
TPH1,,0.07940491838064356,-0.0387935541713442,-0.017495963835238798,0.03251152557874763
TNC,0.06399056658947996,0.006013312033282607,0.07678401036607606,-0.07540974860772776,0.026885939567499528
TNFSF9,-0.012498240491613776,-0.02483736532988766,-0.039361742123552514,0.0053693274470746595,-0.026370153097467684
C4A,-0.014897508202175369,-0.017000516917618797,,,0.004495074756018068
CNTN2,0.01648593068196171,0.06980125884171161,-0.08204075014634202,0.10686091331080629,0.008568633213818575
F7,,,,,0.06992704415775311
LUM,0.024283470453752082,0.07942021356875888,-0.03438460973128932,0.054760780140173944,0.01612184439559138
BTC,-0.023311954399860335,0.04559878766777595,-0.029032589841087617,-0.021835626764786353,-0.016512323748409004
APOC1,0.05075731755975448,0.07274010409786626,0.010674372185784186,0.09634341546724232,-0.0592856599368882
PKM,-0.05945426058085454,-0.008516453523766464,0.18135921351337916,-0.08924522085002497,0.0070984065309228316
TNF,-0.013247474376787858,-0.013614741422671738,-0.0956451966457167,0.012520045423598122,
GNAS,0.002753166689260546,0.0017792261001560207,0.0005934819184954004,-0.015887156500113617,-0.0032398072101654817
BMP8B,0.024502557532544975,-0.021957032818171185,0.01996745522013519,0.002545122661071898,0.03612329500586012
LIPH,,-0.007669262013079051,,0.08175051059969232,-0.02709701090782064
PTPN11,0.0321361876523189,-0.025922748353371036,-0.03450394149115331,-0.022034827917580886,-0.014695601217273487
ADAM12,-0.01774005312233111,-0.0012968555799388994,0.020412688786818806,-0.004769048294925077,0.062120980457404204
EPO,,0.0051133253512709665,0.1800398079532098,-0.017307868361122414,-0.016324847193627704
EDN3,-0.04057329804501421,0.015287594623786744,,0.05332373264510916,0.01811354090196535
CCL22,-0.01883402094011858,,,-0.01582778060578127,-0.014324342747941327
CCL2,0.005781419006858281,-0.077493023794059,-0.1308272023857368,0.026913678640330507,0.08171017358161016
DSCAM,-0.04707146594031744,-0.0029346185016948397,-0.004433220978158343,0.03092084933073209,-0.010647649850005941
ANG,0.005309413454392777,0.002242147369084223,0.02896344577704121,-0.04689095497195129,-0.047392894229340274
FBLN2,0.014473656309047803,-0.03329318631217344,,0.04638993973231278,0.03807516486457088
VTN,,0.01397191908633216,-0.024868610908173116,-0.012170544116247059,0.04909042877116748
VEGFA,0.061416734051968784,-0.03551483413901922,0.0871103451762103,-0.10884900638906012,0.03572373749041463
F10,-0.021497843667504034,,0.018804069862668752,-0.020786177534320358,-0.015255408277924537
SERPINA1,-0.002274375856540077,-0.01327481802041692,-0.01775799564062684,-0.010835406310240839,0.05383215121365983
VWF,-0.07291213106305662,-0.013323059503022157,0.06547010064713629,0.05025571677675434,0.05017657498118654
GDNF,,-0.017859440704584263,-0.05315921383560024,-0.027082259486998682,-0.02285974060706577
VASP,-0.057963226497188894,-0.05472247509942756,0.013636690205629914,0.052833855780734386,-0.02114816693147625
ADAM15,0.017228868453497657,0.05796427891149141,-0.030042656022206387,-0.016628356220313518,-0.017708345098600895
WNT2,,,,-0.01777604777910669,-0.019601628660394235
CALCB,0.05786102509413327,,,-0.000814652414820539,0.10598941334356776
OLFM2,0.049961074863432924,0.027171050523298282,0.022548542169831255,0.019368319143418137,-0.011448387406872065
MFAP2,0.040622559298288265,-0.03421023667469218,0.009424403311051262,0.08569675756396872,0.015091616568982929
HLA-C,-0.09158596315656352,-0.021501952056826198,0.07676759239764001,-0.03287497407748311,0.0036667010019352147
THBS1,0.03295805374812416,0.02524177505117313,0.003162267173445937,-0.024597534282015235,0.04757395124202921
HSPA4,0.002234736215342409,-0.010797640885053158,0.060416070540029274,0.05137433184311646,0.049260576972338335
LMAN1,-0.011920020244858278,-0.0828700874413678,0.019381976637114662,-0.04097719294447841,-0.004552368845762899
LYPD3,-0.017361047766611362,0.0020018416719613033,0.03695321716548502,0.01640630320137231,0.03146589309060411
APOE,0.04230299009726918,0.010216844904212898,-0.08504876219801659,0.05405899368377042,-0.07013691087087298
SOSTDC1,,,,-0.007331481983851481,-0.03408945968941317
ANXA1,0.020391577062094334,-0.013850672013120003,0.05733535450242866,-0.03144718615915873,0.04852816769998069
WNT2B,0.041613519708779155,0.06631507551078317,-0.033583238015349036,0.010681269661228534,0.07902620990469646
AMH,0.08841549771959371,-0.022369457314878716,0.0330635196250348,0.010448246306793663,-0.0015123573257550059
GDF10,-0.01953146271367503,,-0.007184226776469978,-0.026655774127100493,0.012601079033795943
EFNB3,-0.0009593368241759234,0.0241554798309888,0.051063839885630666,0.043276446186893414,-0.04570281744724372
LTB,-0.005782377946372594,0.010422721855190619,-0.016810212629198178,0.0622332030599733,0.013282596473787938
ANGPT2,-0.01101098444527629,-0.029121970502792357,0.03368241549671992,0.0398944230943949,0.0780724772241707
NRTN,,,,,-0.01453610506373945
ADAM17,-0.023313721817192202,0.04860878725162317,0.03269454152307672,0.0036742956494139195,0.01866527901911324
LRPAP1,0.07769777466226747,0.0085022722964223,0.010106292096198677,0.06704812821603164,-0.034851416342693856
NID1,0.030718802908957742,0.007636496352062605,-0.03490596556506974,-0.005059519168832008,0.05222405443886936
MST1,0.06706796135651169,0.013597906673470881,0.12408825203875598,0.10958277428802744,-0.042747835020849945
DCN,-0.0016254581379112098,0.017502636558213013,-0.0012446710289766897,0.03724878484025676,0.017863226327425114
IGFL2,,,,0.07600159390522278,
COL7A1,0.009409285896687368,-0.03148835369440456,0.06293992342595348,-0.004667289448227872,0.06701514548340834
CALR,-0.034335246878715496,0.02412446895881579,0.018706485332434873,-0.038806677639099535,0.04538006706146848
PIGA,-0.022706521483012162,0.016990818858100047,0.039560890309442924,-0.04536516927425687,-0.009132681799615702
CD200,-0.02030936046713586,0.002530743445193688,-0.014327914309492092,0.05428053421092269,-0.015109877430558572
GRP,-0.01657858017540961,,,-0.0161674785710765,-0.01594373132324441
CDH1,0.0287076814889596,-0.011774579920513954,-0.02090984725349935,0.06669105396161457,-9.866537694910492e-05
LPL,0.0017225771681714708,0.019845096441806792,-0.008596678839668677,0.04448121555314461,0.037147678513454775
SEMA5A,0.03963020370206158,0.006083659733138327,0.09744047952814111,0.05962430504684279,0.021558611339606817
SEMA7A,-0.005203664684930996,0.05318351777260311,0.01631427791434193,-0.024770456989175682,-0.02447534801774361
SEMA4G,0.009269243914157744,-0.04862384374302644,0.13148965801154816,0.11968856331660083,0.021618392618790637
SEMA3B,-0.04828184049882053,0.000240570482893431,0.07534351283432074,-0.004526979330486448,0.03908171183976119
RPH3A,-0.001871956741832779,-0.015154786455004177,,-0.002097912348049462,-0.011844840592634982
JAG2,-0.021751840585522278,0.023511283300631777,0.03824046600528035,0.012572485272437274,0.00907699470676716
CGN,0.03388823729789286,-0.03806749286084737,0.057195043448567996,0.02846126521740047,0.03513279555617311
GDF15,-0.02595029760154139,-0.053316039358592804,0.0013632598249222524,-0.014058950680462798,-0.052921958302913234
SEMA4F,0.027777034723771,0.026620983130887635,-0.03305242451011311,0.03662988001152747,-0.020754194114437158
NXPH1,-0.0057364545770765725,0.015489259296955854,-0.011510429650384919,0.043374998073383464,0.04280422444960522
ARF1,0.0025194658630056416,-0.01598524453752315,-0.023562085924704008,-0.04621790609245275,0.04835852249120163
EBI3,-0.00978980933797444,0.017477684078772242,-0.01779008296055938,0.08620622263644827,-0.039200818499252846
TIMP1,-0.01845721289647256,0.008645404701288814,0.005972414486034036,-0.10654804213706104,0.04642148834401055
SEMA3C,0.003285949950503269,0.07413297797220346,-0.09212298017489393,-0.03221810262375457,-0.01106777346574842
GAS6,0.007695668228144907,-0.014666860521231614,0.04340587842590452,0.03888164476001614,-0.03479391882096936
MEPE,,0.028668162994879846,,0.042833168080770395,-0.02460396640303822
SERPINE1,0.030185039535727508,0.024071646951242504,0.01695926545623792,-0.10023735385155708,0.08062991387667316
RSPO2,0.0767428466095499,-0.01819230708358769,,-0.02321124596265749,-0.011275162701507227
SHBG,-0.025007063466134016,0.012395632685262415,-0.05693850131433903,0.02775597176625818,0.010840241584652644
LGALS3BP,-0.02557937526807824,0.05113871528489325,0.07239681898211052,-0.00629226837875706,0.010942561436207972
LAMB1,-0.02311679424763821,0.028433509222105188,0.030610312941468685,-0.003492188060086691,0.021312725795599324
