,UKF266,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.030363596295429795,0.017089146353721323,-0.06595879338477854,0.024289717828748118,0.007428092826605087,0.024066776703039257,0.0547494224268612
TG,-0.016359507489143922,0.01783485137906929,-0.025785484063629988,,-0.01594955120152648,-0.028318405284690294,-0.03723226062568356
ADA,0.060073544430599465,-0.020350772028961475,0.0386636590715059,-0.011262684493562028,-0.0186068636632278,0.06694329620750597,0.09703041190444346
LAMC3,0.020698467504115494,0.029941807109114336,0.055257323173346716,-0.013734286666212528,-0.021992184755007485,0.054985996395795864,0.03431360085544881
CCL7,,,,,,-0.015216431427780633,0.07109365647544148
NGF,-0.015611358043052076,,-0.016953805342132294,,0.01593615094804562,-0.035346935435796895,0.09342666613990604
TNFSF15,0.021563789271055227,,,,-0.012034280134144542,0.003617294710417732,0.030643816113528486
HMGB1,0.07751203543275079,-0.0773719930311527,0.050085515569194355,-0.05213496898341308,0.06808468319911262,-0.04274153279710545,-0.06485181851327806
ITGB3BP,0.051453585001085704,0.058673250162446705,0.01636412163456776,-0.02462283272328091,0.038875109097483394,0.06622779068714384,0.01174518988667841
AANAT,,0.07878766373404644,-0.02312608359687838,-0.03214884675151047,,-0.01609961900892682,0.05527870968869104
RELN,0.021267787388092287,,,0.01048065893803356,-0.014536106219093087,,-0.06729006127517616
IL15,-0.013488044259764588,-0.017033337569535283,0.07348423802114659,-0.026839385833741083,-0.029355313048465385,0.05117111401526877,0.1009616404795968
UTS2,,-0.008880442865287934,,,,,
BSG,-0.02019725834276191,-0.031220422766169143,-0.013010799815693546,0.019501333454655836,-0.05286467453564562,0.027177989025624377,0.05319928551485153
ADAMTS3,0.02838611725183779,0.015259475395310798,0.01233482562780215,0.00890534739380004,0.09385147992220969,-0.01136860345096626,0.009412381432373043
CD34,0.033101318488647356,-0.04556242132765434,-0.05195694905923092,-0.03854100284631219,0.03941900394871322,0.08179140304867685,0.057309511089353136
PLAT,0.07778667790615267,-0.1210549849645527,-0.004046711580331005,0.04754484521526823,-0.10060097551245983,0.08908442190841226,-0.009167452771633656
NTF3,,,-0.015362846605443512,,-0.031435576112088644,,
LTA,,,,,,-0.021667660915200157,
CKLF,0.037065010650412684,0.062039187770366544,-0.010923178726665619,0.016100556973252415,0.04615219454279379,-0.052849411924612226,0.029363937403649416
CD24,0.06847201931381784,0.08753798301633099,0.02933867680840154,0.10585147210505287,0.08327952315986059,0.03326208325571443,0.036261718405994084
HSP90AA1,-0.02117363740347349,-0.0349336161130781,0.0597894320311516,0.03153850974455219,0.005009081471749476,-0.012225138425688545,-0.04526187035422089
BMP4,-0.01264285314450209,-0.01841370383781424,0.021784220853615425,0.036295151201127494,-0.0036198107477890787,-0.007438430530229822,0.012601847583747836
SCGB3A1,-0.01721772705137015,0.000711939181721108,-0.03289611937595245,,-0.02499140249341454,0.13946765771476757,0.030558178194311256
IGFBP4,0.058874971882966094,-0.03518433666618274,0.014654433498566787,0.04383217042910602,-0.013821495936904807,0.057549865505117204,-0.01636254056075984
RSPO4,,,,,-0.016830646003687517,0.02869069044668556,-0.03207004354811719
LEFTY2,0.04183246382293726,-0.048669661719650016,0.022130919938868187,0.020206236373451068,-0.006841447375775612,-0.023973294515665995,0.06630608747257272
PF4,,,-0.01575105706904629,,,-0.021667655901142707,0.015456765970748
ANGPTL2,0.04174084547539743,0.0911889494399961,-0.039650673876297324,0.004401460931281223,0.017989482405156097,0.06784533359852057,0.015367373909106235
LRIG2,0.08430229214011095,-0.059675764688707396,-0.0017032402583726086,0.02983971182008229,0.03833988175785462,0.014933638502786917,0.07212180314497318
ICOSLG,0.13992036066510113,-0.019462867058967458,-0.05765049661338615,0.01149680878425258,-0.03594784657638522,0.008892771726217472,0.005651642545820525
WIF1,-0.042316698708945416,,,,0.07758306165078951,,-0.01185666649841246
NPPC,0.03433534641110555,0.09001209648317636,0.013419295913991599,-0.030499879723105,-0.009498741123820483,,-0.01044956985443115
LYZ,0.0029969573103349263,-0.04314563607677568,-0.011179744849243526,-0.04340376437711541,0.006528989547019994,0.03721585585410264,-0.04962101872586187
EREG,,,0.0034570207701908637,,0.07046341384888738,-0.0327231794292698,0.09904734951544926
SPTAN1,0.03975184989210486,-0.09542028953532568,-0.01741828977264084,0.041937004941591194,0.04458465131058915,-0.06622306402643183,-0.0493540059577914
PTH2,,,,,0.01700384966097472,,
LIPC,-0.020916498131902148,-0.04361361020637747,,-0.03743706383039941,,-0.027396118217468506,-0.03917669153052386
COL8A1,-0.012716747133827594,0.08511648624776384,0.06475208204245116,0.10073333141826449,-0.036805936578577586,-0.015046899622275732,0.10928997939829277
GSTM2,-0.011405957622012027,0.08353399014309623,-0.004581543380829782,-0.023085009409132017,-0.0015597358174063416,-0.0300689917561183,0.18292049048915543
IL4,,0.014423050022603454,,,,,
SPX,-0.02567089869022777,,-0.019556950629080718,0.051114274912920955,0.006708494701153265,-0.04050826687580711,-0.05580762406200885
MFGE8,-0.006597338805702051,-0.09887888220838754,-0.0015740897043825712,0.01629729176182903,-0.03600192718412926,0.06697328869253642,-0.0053411031844679425
TGFA,0.005343649398807343,0.07608781383599604,0.0844044636231931,-0.04230823757351256,0.007924562704287139,0.06781957394817527,0.06931101928918074
SLIT2,0.045527654934669794,-0.008197102767850696,0.00951389276802325,0.05322272379365283,-0.06203518638285229,0.10208426414672137,0.0456482751510672
PLTP,0.039849476190225455,-0.0856646812724101,-0.03137186454901906,-0.0027457549079663505,0.0007242334726735674,-0.03456673070050214,0.03631287040054615
APOD,-0.008055997642830381,-0.019947905114380465,-0.035754870378093134,-0.09429939880958606,-0.021354770177013364,-0.04173227816897062,-0.044007950686969756
B2M,0.04772721543407169,0.026601167347125254,0.002739937755409596,0.021287450578452275,0.003823942973858389,0.027642291129876283,0.02498927607104993
OMG,0.0016648312382039241,0.058107879475558386,-0.04777913164741565,-0.04253047264605031,-0.013531156723412539,-0.04264156045207005,-0.05298575614559626
CXCL3,,0.07767392831408523,-0.04459332514966285,-0.022639233364534772,-0.0032097668317913786,-0.018345660239590483,0.011935056239021411
CXCL10,0.10113604157823826,0.11968243084192688,-0.02112673370572607,0.0036003388598462704,0.00977324141404486,-0.00491264497921453,0.02729582437646234
RSPO3,-0.026865630363603312,,-0.01771661840158616,,-0.03261120792945581,-0.015441702471216845,-0.006587041267755056
CORT,0.08863940489408129,,-0.016482680657893062,,0.057680612353225254,,
NCAN,0.04475916339062082,-0.0884841458007545,-0.013539265557158422,0.0696601563082522,-0.03596609305749018,-0.01695873825585884,-0.09430223212635888
PRG4,,,0.010525398667318485,,-0.040134692985295546,0.03970225602273752,0.12359506270562384
ZG16B,,,,,,0.02335830788209985,-0.021431881192615004
TGM2,-0.0001540497021422775,-0.05212109948591582,-0.0030523741846847103,-0.029860373024180348,0.045142698357054825,0.02791366951190018,-0.0339273816338531
VEGFC,-0.02765065343213051,0.04407713055222741,-0.03302528478852391,-0.02986152186048887,0.012603844251859456,-0.03139678589897256,0.06654833211390576
WNT6,0.038483363298022516,-0.052866323960462584,-0.030633798716449317,,0.029232382952674538,0.121985232560638,-0.022145563300311696
NRG4,-0.016936080279411295,,,-0.0028745099168223224,-0.004915231354614703,-0.015441704201863282,0.030209288672034405
PMCH,,,-0.023126082776780854,,-0.012796412833528368,-0.007133395063654603,-0.018476002614783618
COL9A1,0.10312825301289977,-0.008533072585568405,-0.05825007770131549,0.04316145356832352,0.08339250831962147,-0.008923948155618857,0.10422722648406409
GDF11,0.07603352005326637,0.027890303836443763,-0.05248298826710249,0.005824735353287582,-0.019373664115192504,0.018909475701714307,-0.028428196104515413
RAET1E,,,,,,-0.01693943979317612,
IL24,,,-0.015499914472212205,,,,0.14387663626775954
SORBS1,0.027384624683223655,-0.008872676159784128,-0.015007532810717032,-0.02906902247669825,-0.015919116427900507,-0.07431917376077192,-0.01496714630790427
DLL1,0.002352159616211564,-0.14281805026260347,-0.07617608544244327,0.004262275528584402,0.06743805313391071,0.033852275671236956,-0.001605513383352132
TLN1,0.07190222544769719,-0.08075779651572619,-0.028228701651186097,0.024376554043348465,-0.062409300897525784,0.02046873560892046,0.03627573677818754
COL2A1,0.08382472307304688,,0.0021023255251521973,,0.031095093498328827,-0.003937364041905826,0.004471483313452411
SHH,-0.016359509238035298,-0.07123171241132531,0.09023920577671209,-0.00564901260918679,0.00895481516504027,-0.011760617931451792,0.07551492580832955
PON2,0.022582606027131292,0.007671124512775247,-0.0017515767146118503,0.03142471716895048,-0.03985494867569308,-0.0892389739774591,0.0672539786314523
ICAM5,-0.02827019685050819,,-0.014294998609676287,,0.03924576959436166,0.02114928955444726,0.036898643816307995
HPX,-0.013834578382423173,-0.07282714226364215,-0.005019938936542119,-0.03214883358604469,0.022166724003160342,0.0007543528022548113,0.048790426533207754
SFRP2,-0.02106832235394948,-0.04169047349539334,0.0497765066418815,-0.04484857771556918,-0.020435830806046107,0.021777188371706783,0.049735518609808994
CFC1,0.03879752621436885,,,,,,-0.029468384466851266
CD70,,,-0.017079112467011624,,-0.019417523244303105,-0.02355910986353142,0.0753177309598837
HP,,0.1299093386621071,-0.021480505746084476,0.03500846263206417,0.0020472519649094504,-0.023099100560582904,0.10564734436662715
CXCL2,-0.021381939797193505,0.09895312446746232,-0.0076953110546598685,-0.007822249260559001,0.06298970042878214,0.024172227543966175,0.10707300154421442
NPPB,,,0.0026428826118591463,,-0.019125561548563298,0.03676234927392407,
CCK,-0.061907832396785795,,-0.02910653046867223,-0.02560830426894095,0.026546345297152517,0.022079205535305436,-0.08702302821999758
SEMA6A,0.07168256550194649,0.04649299546346133,-0.03300042882391885,-0.08939780202221294,0.039084476398763966,-0.012008116516381786,0.07526879278646144
IRAK4,0.0900149143543715,-0.03541248273434315,0.03918522124021511,0.02763527807584444,0.07157917019913768,0.053180369324146604,0.04711476483591832
GSTP1,0.050753113829087995,0.05400939688302109,0.016139983186783207,-0.019366202547247524,0.03417932821693881,-0.09857465151742474,0.12964623658745883
VCAM1,0.0494905669770818,0.06461981206683956,0.04238298698789302,-0.07057525937493306,0.021370747091797804,0.04750571879392734,0.017569115192625814
NXPH3,0.14256872796638204,-0.06572116308419312,-0.015462586177227525,-0.06598650507012797,-0.0028017911650807174,-0.007794620257146664,-0.0014942104129201824
MTMR4,0.03836466504025838,-0.0037850964787688704,0.03969073233138894,-0.01805417374908019,0.02428565850020062,0.06310174659424785,-0.02652531160113403
LAMC2,-0.0189556093269995,,0.00044372069849884176,0.06318350091848,-0.012420914611446841,0.1189924285257254,-0.03207006120258987
IL10,,0.0054894380236504324,0.026026542073674292,-0.022362594439528694,0.016353849880628286,0.022653395483830465,0.058643242087261835
SEMA4D,0.021075492904511054,-0.012175120579150558,-0.07019277633870231,-0.028254262539933562,-0.01200985645416883,-0.033831440561218555,-0.009556289348286786
TRH,0.0020024360462255297,0.0012621799239576818,-0.00927116120998882,0.012974291138806365,-0.002942494415369771,-0.017544606310301792,0.024935719649747827
SEMA6D,0.03606028922288578,0.04166618338946474,-0.00949612479872135,-0.0325847911447513,0.0005162601595114642,-0.024392979495174424,0.043453282342941726
CEL,,-0.006916849596084346,0.006477948717869603,-0.02287033555879427,-0.01879435639863352,0.008075501938970548,-0.03426248509428192
PDCD1LG2,-0.013311589305907843,-0.07656158906971465,0.05028188521411081,0.033357804272575675,-0.044604482476072356,-0.004808698164803831,0.10824273471423769
SPINT1,-0.017217732312251776,-0.05409827819033001,0.09681649711989734,0.11547464801377169,0.04651581298851968,0.06931164275929147,-0.06032864422629754
CTHRC1,0.06923867290349248,-0.04198769511234539,-0.01821977122206192,0.05154744642344624,-0.042199859027457244,0.07570979065738115,-0.016796588356777824
PODXL,0.07635353599488856,-0.034480377236187035,-0.015566598377795199,-0.012714523995578078,-0.017749507484986146,0.014199184912642573,0.015997569093164667
JAM3,-0.012554910609102908,0.043258899941980226,-0.010234452813828383,0.018935750547669616,-0.08270094135270076,0.03236968660495864,0.008669502122864416
TGFB2,0.01688251265942164,0.08410638347774115,-0.06588578272387594,-0.016601886073359877,-0.00482888355586679,-0.0455100376286912,0.05124639669570698
COL18A1,0.05481300277809532,-0.048241641673149434,0.014208148823606744,-0.04332142213785795,-0.021826252236525952,0.04649577703233185,-0.029928594373170525
NODAL,0.036253518297940504,-0.036633662215812365,-0.01914604557377172,0.011440722416061732,-0.014204247444002874,0.08151791628121909,-5.24871999885642e-05
INHBB,0.010214799144380476,0.007315847831442119,0.05617539209488897,-0.04566245900106997,0.008060065347938425,-0.03390178417753054,0.04922598695057416
LCN1,,,-0.01808101838533478,,,-0.01774206083406148,0.021548898871726136
ARF4,-0.05473147904704729,-0.015151493550412435,-0.011142888371973985,-0.024092405384852758,0.013842951909240757,0.04610958784115138,0.01849998448238323
CXCL14,-0.03830804407148808,0.07412268193697555,0.002799596722055174,0.10296178346343325,0.06780194485417469,-0.09425010414434132,0.020622432019853944
LIF,-0.016793641113005683,0.05181696349263835,0.00703532772829936,0.05819645476384045,-0.050446271923443184,-0.0129936634455128,0.14211220493941465
IL17B,,-0.05497970013975011,0.026678071724135947,,-0.017671403707761723,-0.01603946457107979,-0.0254330250060725
MMP1,,-0.05757509839262746,-0.029802053993482257,,0.10350833018408828,0.08677241907540263,0.02597394527471662
MATN1,0.028397103160490156,,-0.0066398838970431655,-0.023451107163538744,-0.01821227863533342,0.11636020616470868,0.06684976481582813
ADAM28,-0.023056779928571785,0.013258258589375575,0.01397342890290973,0.005561790224130681,-0.007767951839649405,0.036591716695988034,0.01962726256380313
TCN2,0.015242283266443567,-0.04009183445816562,-0.019009410782314662,0.003615404004139812,0.045282991864310784,-0.025995880332038774,0.04846287459509427
THPO,-0.023054777016833557,-0.029841149876836115,,,-0.015798308163063705,-0.023099107592450006,0.037960234919247035
CUBN,-0.016039146312457384,0.1701686898977203,-0.00021456763668326528,0.09290737490153396,-0.03325672162568561,-0.015198151738107412,0.03385206264877556
TIMP3,0.05192303476889079,-0.058060736138478716,0.017190136478239453,0.05798352722982568,0.005352271047053362,0.025056643701502273,0.024721641616125355
PIGF,0.03083759100121871,0.12544208613522084,-0.07064163865192528,-0.004645049757178397,-0.012229498873848993,-0.0029944867665005434,0.0127504409774085
CRH,-0.013662345978326633,,-0.017360248799561998,-0.03952654709734384,0.0318244546235435,-0.026309205457981592,0.025561901527078747
BDNF,-0.005901236314884376,0.08705687981313852,0.0013252330030677838,-0.009357826642165157,-0.017983176452590396,-0.005318126763980791,0.07085171418080795
CCL5,0.016449727453084807,-0.025779203394080876,-0.050433900685000276,-0.005266248442527952,-0.008318945871862033,0.06079241995434302,0.014391962714720128
GAD1,-0.06441788451335403,0.09485901049505338,-0.019541554532237784,0.006992552614218158,-0.00599313675258957,0.07485252440794118,-0.08856037204524347
COL14A1,0.08509490782773199,-0.012729886922286557,-0.031169006772809087,-0.046716733868723596,0.016037816495823726,0.07040073032301546,0.09897776317516797
HLA-A,0.02831744578296521,-0.016124116164773543,0.06930620085258393,0.0223194856105997,-0.08124209925252711,0.07658368035145498,-0.007943872051235479
FGF18,-0.018955606565734855,,0.04888378857842518,,-0.022113110189695872,-0.01754460771789179,-0.0006493693560070334
ADM,-0.04346665655572482,0.08475193372278261,0.08006674616732548,0.009403278675337965,-0.08432359400384987,0.053768220676627676,0.08096029653130594
CCL15,,,,,,0.038925033272345186,
GNAI2,0.023442654918065388,-0.047255517410025955,0.0310836395225804,0.008742896574226715,0.019313595374854924,0.047814029586741476,-0.0320111332391295
HDC,,,,,,-0.05150315087783343,0.06424749862072911
COL11A1,0.07976554536076252,0.006379790896403544,0.019155874503057328,-0.00028609789219825925,0.021874348083639358,-0.019127081396892565,0.04480199435001033
NUCB2,0.017170528422741124,0.06517751125261077,0.03749531415366549,-0.07992466634265138,-0.014553128565413702,0.024709912332435857,0.006399924780677893
FGF16,,,,,,,-0.02283827581174739
CXCL1,,-0.03968686809629873,0.03879891002609685,0.023260493480089985,-0.036502048393139946,0.021592879633201143,-0.043379145685884454
VCAN,0.07695360299231448,-0.045530607033404065,-0.018180332980945638,0.02000436541938104,-0.0011826072248191303,-0.023196910024023354,0.017250634937521
MMP7,-0.016793636399113854,-0.009955535247437131,-0.009132667979943563,,0.021292815422485966,0.05576343226038296,0.017378879934758645
PTPN6,0.048542081370620986,0.11994450362318554,-0.01646167155146798,-0.05396092827250324,0.036999169731952046,0.0451557139694042,0.06641995529346288
PTGS2,0.053112573078128694,-0.04521285042420401,-0.006336430305921252,-0.02899154116833257,0.0005164330172058785,0.036596819370186454,0.08170468518841116
XCL1,,,,,,,0.09614886089850892
CD58,0.014057728176322636,-0.020276074948691204,-0.019830826623613605,0.04644040155962851,-0.019474399047863366,-0.01536928926648094,0.020983107522315424
TNFSF14,,0.036799178511848205,-0.0027571063883276166,-0.03822440057737978,0.020992546986654703,-0.03649629407065492,0.012200586389955203
CNTN4,-0.006356891537867621,,-0.042890664905318156,-0.02942932554067524,0.05982884787837779,-0.008809938185663153,-0.007476379061404257
INSL3,,,-0.017860915310927334,,-0.018477345312744618,0.058890645031000576,
BTLA,,,,,,0.16991340953802853,
MFNG,0.022652734178461264,0.03275494331807895,0.0027879205289479125,-0.008044413373817607,-0.031438765179135776,0.007853377326962245,0.011336714976563148
ICAM1,0.03287997354587973,0.11803326386874811,-0.03037588956278074,0.002008441360634864,0.08012929631652758,0.011514614625188956,0.022584860590749597
PROS1,-0.0028883423492120698,-0.03803375534255945,0.059211620754106783,0.03158573081992068,0.004763495175900685,-0.014077643524261664,0.035562009643699696
CLCF1,0.07712044742091559,0.058593968137332135,-0.0164038499122459,0.032552599410592506,-0.029831871059176715,-0.02308254805653578,0.08633351078562154
PSAP,-0.05649421580028258,-0.034987445746511976,0.09019376592328275,0.012408241584494027,-0.03893293299644859,-0.0022182843082127752,-0.06279968791498884
EFEMP1,0.02136801906195349,0.13174193039930535,0.009890746878574533,0.05596184748130039,-0.030415888210938692,-0.014388631839140674,0.11065522883590019
C1QTNF1,0.0299962674765979,-0.02588394824913932,0.04878925700329148,0.02775620505526303,0.007555938899346104,-0.019468450274370167,0.06025720697278798
ALB,0.07773696880696951,-0.01669491696163309,-0.04094850488140648,-0.05553537377369216,0.018690931208307324,-0.02355911721604281,-0.002610677548729949
CCL13,,,,,-0.020726182288467714,,
EFNA3,-0.0014981248197983477,-0.028865894611900554,0.08859884699510534,0.01463440438637401,0.01188204633980583,-0.0094073270232154,0.049168851792560704
DRAXIN,0.1277684023148261,-0.07289381536679608,0.02676284272154355,0.031994595815262004,-0.014347815264699124,0.06945391982775194,0.03943755530686234
RAET1L,,,0.004135936300210526,,-0.02244825172596512,,
NPTX2,-0.05965441668376892,0.07343508775624732,0.07164130220380535,-0.036042420115178775,-0.05367984976140897,0.122972385011772,0.06232367618000946
FGF11,0.0324016974930615,0.072045063684569,0.05510583527451873,0.0028401656016110483,-0.014226886928207286,0.005869585315035502,0.1181115663781457
CD59,-0.04033430863500202,0.05359619327637816,0.011930470898173262,0.0877251440577115,-0.016921279008506797,0.028178536548461218,0.000805304025191361
COL9A2,0.06545398208066552,0.05515153992461258,-0.0679670708645038,-0.03227864703300281,0.050981467657054726,-0.03590285535796434,0.05419633348931768
DLL3,0.008356385920396779,-0.041914242295005004,-0.03534898841126911,0.0157522125094061,0.040413322348952146,-0.06707641785789432,0.007649955906273649
FGF5,,,,,,0.014310280194680265,-0.01381220668421862
LIN7C,0.03405465289983992,0.051465197570729634,0.00785168244794761,-0.0018513233842264165,0.03417002100306525,0.04055044307210546,-0.06795366634602804
GDF7,0.10742838984936444,,-0.015499919382898951,-0.038318541090709944,-0.015021003226184241,-0.015942729018818214,-0.03542968536586639
PSPN,0.030467632865225268,-0.0013979859110906886,-0.028330453461283787,-0.029829837953968888,7.693188785390956e-05,0.06743706764677158,-0.028907410345011687
ANGPT1,0.027737373963834557,-0.07893296473043476,0.009099918944154175,0.05143522150266622,0.010483316868675496,0.02665484109802308,0.02074977936458763
PNOC,-0.009298940849494942,,-0.01648268245115849,,0.023566748014880397,0.05773176023051234,-0.03473020048077565
L1CAM,0.01478533520861681,-0.04546714734172914,0.09685465838237368,0.02047179944193634,-0.07731017600248087,-0.026170664387588492,-0.0044823789665832565
APOA1,0.07006782673507152,-0.015062846586475385,0.020528841244432123,-0.03234992306862827,0.04346647350555252,0.006778021306120968,-0.015416463596323584
PSEN1,-0.0016827821952917546,0.09055479339491267,0.004108946140352411,-0.06572282173200619,-0.020214898241112063,-0.014332626899025976,0.0378861362728266
CALM2,-0.029160341223103053,0.05203182690161696,-0.0005960722946757313,0.05964597751429449,-0.039176769787266336,-0.057925403432482835,-0.05234922413021011
CLEC2B,0.028960773394603682,0.0397228990906073,0.037683594099672396,-0.040142562789503074,-0.01922005436334603,0.06977457602010291,-0.0011402198591718238
NTNG1,0.040099938381169285,-0.01757858705049392,0.03668420033163994,0.017578355451248934,-0.025090014059862456,0.04296228733576183,0.02809951294595945
LRIG1,0.006736017290971137,0.03373077932330821,-0.056492903506262446,0.08701553137003024,0.0056482039085498075,-0.059195176543618035,0.018569801446262656
CPAMD8,0.07634894805119835,,-0.017412907645163664,0.02376275193319791,,0.05554430054964987,-0.025122302366491173
GHRL,-0.017077428931096306,0.1996911088754264,,0.030467696911335208,0.07514635646897153,-0.029968819496064676,0.0238868882886377
NPY,-0.047564925704177946,-0.0580362901902045,-0.060724955481950116,0.0018821329751043912,-0.05122215841047426,0.005925442324074501,-0.07282921084259739
MMP2,0.06017185095271256,-0.06402660300263366,0.00033352043096787783,-0.012864537347045754,-0.016146622555524744,0.016889734600448406,0.0005529323212005214
PPY,,,0.032069385633015486,,0.07111180232475921,0.07840634845615681,0.06184742672211024
ALKAL2,0.047974468686152925,0.025566800326772745,-0.009792192833647064,-0.02908828130953496,-0.0034764839175864715,0.06049567359206363,-0.03357604951912685
CSF1,0.0844506366002094,0.09995895345654336,-0.04073940188138024,6.149841638191484e-05,-0.05293098162443287,-0.015380112502768755,0.07238102755481943
SEMA4C,0.07155681209728276,-0.034945638871819146,0.001448206758758561,-0.06457922273252238,-0.02588681409798843,0.035612076285899304,-0.02316656749767178
BMP8A,,,,,,-0.018700312884260502,
ICAM2,-0.037126457434761756,-0.10582840242322467,-0.06735287409259778,0.011367556683341613,-0.03230398264980617,0.06791136591187741,-0.058141202553700935
SYTL3,0.011375533319826221,0.034701176815649035,-0.008893052302259459,0.04778859032491163,-0.008215738652391067,-0.030093264079296085,0.13073873797994856
IL1A,-0.022946501346722336,0.0628077797293034,0.0105088334733695,0.05236149842730976,-0.023959269704389816,-0.016161202969296965,0.10636222884260466
HLA-G,-0.0123937373296872,-0.04725904441373554,0.0062940594056805094,,-0.02724275047729743,,
PGF,0.04143225603684937,-0.019383063306078648,-0.013485325655790602,0.013571742398763872,-0.05212908556534223,0.09703922867067091,0.0325881953380304
LGALS8,0.008473832355030296,-0.005420288277630314,-0.039661250330779545,-7.787684493689974e-05,-0.012890793549632577,0.041409362872192816,0.0488848124242887
DKK3,-0.0604269492520552,-0.04734451498195841,0.030316953866051193,-0.020006538835151896,-0.01157185828812474,-0.009008377961311004,-0.0919310708458326
COL16A1,0.0019560247019658424,-0.027594086952370943,-0.01687664586055656,-0.00740775248432997,-0.02341802942912831,0.03889330807531602,0.048812729267274806
TPH1,0.014977676296293084,-0.024583217971277653,0.03476688649693785,0.03810590587805884,0.005824656807609148,-0.0052348378366829625,0.10305819078305754
TNC,0.05280213836295598,0.041906369628267076,0.027129382274819255,0.02167082304919475,-0.05262285477838978,0.012606815286647968,0.062289517208699616
TNFSF9,0.058121285256143546,,-0.038939097856849646,-0.05498130241147638,-0.023214152899892093,-0.0020507714425180524,0.04900135032051959
C4A,,0.028015363696685405,,-0.03194668731618788,-0.015179424432607919,0.007432062320313112,
