,UKF251,UKF260,ZH1007inf
BMP1,0.0403762269012748,0.048385243051113525,0.07373571776580995
NDP,-0.05623089583973501,0.03648163521933647,0.05173920536942916
TNFSF18,-0.0035824554977305348,,-0.028411528865858772
RTN4,-0.10414222672301408,0.018983839532463978,0.03926196131896733
HEBP1,-0.07537628641888833,-0.00029242990964992985,0.08381866092599971
WNT7B,-0.011873737801056139,0.01822307894122607,0.14307815275955751
PTMA,0.04046522784574817,-0.014000946974846868,0.0762140563424141
CEACAM1,-0.02479001524590104,-0.015610028686289069,
PDAP1,-0.09080660606193955,-0.008947803553627575,0.016080179029763088
QDPR,-0.15832186598155898,0.04750610921943285,-0.05384405605308412
POMC,-0.044047902028539906,0.07824753648156978,0.01872801730336521
VEGFD,0.07111636524400923,0.03324986086627181,
WNT5A,0.13766024674708963,-3.076066545464333e-05,0.04023675895219686
CXCL8,-0.033246391086376934,-0.06316193308276548,
GRN,-0.12554135746469602,0.06924675138984265,-0.01616856210754464
MIA,0.04197993768211673,-0.02632131128193358,-0.025479567311855144
COL4A4,0.2137385722833258,-0.005827522221793587,
TAC1,-0.058207031134836634,0.03065764129822074,
RARRES2,0.04705465593592442,-0.018606784121164288,0.04688101717124688
FGF7,-0.040075902645138634,-0.015232726707693992,0.049924947301572924
HBEGF,-0.06515434379685187,-0.07069191753549153,-0.006462843367369067
CSF3,,-0.005897571532710856,
PI3,,0.017330174512286994,
PCSK1N,-0.012343806853491972,0.03462877269653852,-0.09251282936233356
NTS,,0.0016724096233819601,
SFRP1,0.03607921349430209,0.06817902562110895,-0.06989308379946195
CXCL13,0.24963520405471665,-0.016884886384059335,
MICA,-0.02976564026039758,-0.025322042728667234,0.018086169804729314
TG,0.024892996918902472,-0.03613696727623662,-0.03641070089484643
ADA,-0.03748625648291204,0.05566139989417808,0.07903237897737471
LAMC3,0.005279804032105802,0.03958318920244347,0.057718867157148655
CCL7,,-0.022386241937535314,
NGF,,-0.023894983278560846,
TNFSF15,,-0.016574697564572066,0.05950702737464625
HMGB1,-0.08976817303412896,0.04887180090941615,-0.008444433572312685
ITGB3BP,0.0717538218573374,0.05203723078665743,0.06948857712206008
AANAT,,0.009002398384676319,
RELN,0.31536937900621187,-0.0366365814969881,
IL15,0.012106445923447942,-0.0011497708486794933,0.04019676821329676
UTS2,,,-0.0488896333318198
BSG,0.084602803751231,0.024861411019823674,-0.046704280130806526
ADAMTS3,0.0935681277840592,-0.0412730990947828,-0.05642802378003509
CD34,-0.035138939197731464,0.033357416476468775,0.058915418417895986
CCL23,,,-0.03166890268845366
PLAT,0.2002660624925971,0.08883793669310013,0.11639200638048829
LTA,0.0022279336318009797,,
CKLF,-0.09415304583378425,0.030443814844489388,0.06920617646971557
CD24,0.07283925163060334,0.004930571364018724,0.02033655364550494
HSP90AA1,-0.11431468616954818,0.02775484081252553,0.04340442174292246
BMP4,0.06645675590923662,0.03318109142559978,-0.0013381503021353271
SCGB3A1,,-0.017785495683321814,-0.018595839435736956
IGFBP4,-0.11335171467661606,0.015352559260767992,0.08071318204246036
RSPO4,0.07017366631985947,0.10582043143554912,
LEFTY2,-0.02509447692561085,0.06310246716851638,0.029841175038937757
PF4,0.08560966174955822,,
ANGPTL2,0.11222909187876653,-0.035587987621717956,0.12642029895770998
LRIG2,-0.029448480253319042,0.023433295423031467,-0.01247872801959875
ICOSLG,-0.004846915445640726,0.005107925079191828,0.06685724872245496
WIF1,,0.008073747011632553,
NPPC,,0.04253600358973096,-0.027980562418538843
LYZ,-0.07938896909988119,0.022495258936103248,0.051747832823192126
EREG,,-0.028886856386467923,
SPTAN1,-0.012769616387234686,0.007612243751809392,0.002054342136530643
LIPC,0.05356082141044821,-0.019873856451177462,0.12789889197491117
COL8A1,-0.08122134136484953,0.02949501684695431,0.10993976230251827
GSTM2,0.04105868105782688,-0.04024155186113878,-0.05825615355280454
SPX,-0.04267162115069731,0.06797384189717977,0.0645858871846704
MFGE8,-0.04576410919063888,0.07868869766179175,0.036013430417787984
TGFA,0.08413655097858636,-0.012722893853195685,0.01536668885017435
SLIT2,0.030248341338410346,0.023498302771463427,0.00895473405119477
PLTP,-0.11269646866125442,-0.015798318744125905,0.05134514075371546
APOD,0.1788250513380522,0.020856065058312327,0.04877206328344212
B2M,-0.3219655277908292,0.07402147505679829,0.12729079322086095
OMG,0.07578862381539483,0.009305481757086335,-0.004824489113704805
CXCL3,-0.0029471183561281247,-0.06787972240540377,-0.028836775538030806
CXCL10,-0.051273619931793565,0.01940116842378144,-0.018556839942449412
RSPO3,,-0.019873844197970048,
CORT,-0.040272676462582126,-0.024119910590627926,
NCAN,0.18701339975455233,0.06208268920907376,0.029750692166840988
PRG4,,-0.014229601094981026,
ZG16B,-0.027135128208705096,,
TGM2,-0.07164275720627837,0.039898892226967624,0.03323333160306457
VEGFC,-0.034842549580866446,-0.021904071319182754,0.1170797285454063
WNT6,-0.025094477584202933,0.10958660533649037,
NRG4,,-0.020268205918764746,
COL9A1,0.1475059527948754,0.004741976218336394,0.06695614495152287
GDF11,0.05333100902859199,-0.04862056165245918,0.015972896126459316
SORBS1,-0.06313833032363644,0.04225172373988825,-0.029605091407840338
DLL1,0.14316955194005238,0.028165644114790642,0.07709606701582407
TLN1,-0.12777972440468088,-0.07202866018103005,0.08837507209366557
COL2A1,,-0.012709192433836192,
