,UKF259,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk
LYZ,-0.0640611431169473,0.04549854631263009,0.019026372410823666,0.04883790646541243,-0.03914625079729676,-0.0006918750818164164,0.09466492205153253,-0.028672923104316964,0.045521588864381346
EREG,,,,,,,,0.04687831334316662,0.049875108884683016
SPTAN1,-0.04069594225889206,-0.01986840826797639,-0.040532179843900396,-0.010751969877458996,-0.11987950585010651,0.09137823498901974,-0.023792529760677673,0.030357799110728504,0.05425306366263082
LIPC,0.027853985337178033,-0.03347506908695876,-0.03783344315689657,-0.03228107120290964,-0.06315461127494665,-0.05910377399320856,-0.04144962870861125,,
COL8A1,-0.025689583069180146,-0.00605245213295947,0.04563097186166997,-0.024913812822734797,-0.02504670837779363,-0.005999090691695724,0.012336241601156409,-0.003300612501233349,0.02554285189283738
GSTM2,0.0033167164001356377,-0.007923625743249785,0.05048770332347224,0.006823835990938921,0.02551143355416657,0.05382469637616628,-0.05598304679402625,0.04046294096077434,0.07137819283947222
IL4,,,,,0.013296205988670354,,,,
SPX,0.02989701448770002,0.009081420070349181,-0.036496750658255556,0.05368557247562521,,,-0.014860865427773725,-0.020116140324922687,0.02415999036970249
MFGE8,-0.025481114129497193,-0.027503866255191724,0.021742328784520336,-0.057940372622462696,-0.025753521251407775,0.05745093150244194,0.07404826004889413,0.06398954372258174,0.026072485892679072
TGFA,0.028118341882441965,0.051809059233143315,-0.020570554951941846,0.038099189299263155,0.02569038983182809,0.09974656660768114,-0.014626490972964413,-0.00672874436084397,0.022162852352473453
SLIT2,-0.008459869244052237,-0.04252843524930566,-0.016521149472151133,0.00881026674094354,-0.01229290606349279,-0.037814182377168125,0.15504523660161312,-0.04210601734466086,0.010449354329631037
PLTP,-0.02674652181629184,0.02814786652667843,0.0310259696526441,0.0017889331340953465,-0.020484535225552956,-0.03397200264460053,0.0743638388687637,-0.06539838838714977,0.06430276846194419
APOD,-0.005487588833407005,0.051628903062139145,0.00940624709695483,-0.014429671225947007,-0.008574401616082595,-0.02895913553044857,-0.13872332008771876,0.037899644891890294,0.07079841725498702
B2M,0.00551793376367698,0.07003194472910676,0.022848750422942526,0.006836496654764422,-0.05967908672666892,0.04039219143833769,-0.023646133221285576,-0.04973626875060527,0.11377477887345791
OMG,0.007497646654900456,-0.0018680361508696093,0.02714411266180835,-0.029117633037364272,-0.04845596378479352,0.02436361654437164,-0.013094139880291974,0.04595381123771097,0.020952869078981848
CXCL3,0.044600608574433244,0.07552830787960499,0.023122718576722327,0.0772265180957662,0.023913545307511955,,,0.02324800930463559,-0.01670485184130418
CXCL10,0.034118925727546975,0.0915605206176929,0.013628077132164462,-0.023517778105145493,0.04719854820489115,0.14555175434053594,-0.01599452306144824,0.06423374984039014,-0.020901351530152983
RSPO3,0.04006200086541527,-0.021016300068068712,0.007844261234461596,-0.015464917136221196,,,,0.0047884392632527245,-0.014840983040895572
CORT,0.05253554602867327,-0.036373415846325884,-0.026778059190783902,-0.022672030531464868,,,,0.13168654028731366,0.08180072956114107
NCAN,-0.13310423402532617,0.0169480443495877,0.010013157612563231,0.012352907621874512,-0.09597833170162996,0.031787304684397256,-0.12870940814356818,0.0305355077657973,0.02549477066775849
PRG4,-0.019345752090665674,-0.018205825711989757,0.05116876917707829,0.05724434113128391,,,,-0.02185254288165605,-0.024061742838780202
ZG16B,0.0035887355404127332,-0.019656114518547613,-0.013825085125937525,,,,-0.024754413392430914,,
TGM2,-0.02091904553181716,0.05546971697043885,0.04806818092855241,-0.009929522120876623,0.14454812414109022,-0.019521304965148138,-0.018358979011702144,0.024550641354288097,-0.007196833831278116
VEGFC,0.044350031889564406,-0.02400323813422517,0.008809640043545897,-0.018452426699151453,-0.06843337584418718,-0.058519150553067535,-0.03208663605842427,-0.02567658619189312,0.006349980880937147
WNT6,0.018373445021517856,0.02590268829151474,-0.03076723383974849,-0.016104346232186508,0.012744286821469582,,-0.023541450042461325,0.030288033347334306,-0.016353919405823158
NRG4,-0.023544665282660453,-0.02267651087021687,-0.026560227007519817,-0.021526908020943814,,-0.036241332206387755,,,
PMCH,0.003473417270853287,,0.0077745728735942096,,,,,-0.02027944631531338,0.013105981474308357
COL9A1,-0.013014274017832705,0.015853822440550946,0.09328502447990956,-0.011001606681106746,0.024176419776627423,-0.08684187687130851,0.07561920608928467,0.00899555902061323,0.05141227450574259
GDF11,0.007000025089973111,0.07020285317591644,-0.026307383526164584,0.029150392247887784,-0.05899609027081903,-0.012437661635801468,-0.043590738700900244,0.028666366929224533,-0.017492483162126635
IL24,,,,,,,,-0.015119866500293153,0.1718376823541643
SORBS1,-0.047189205382414605,0.013423817225144607,0.005771473413511815,-0.007324325552842545,-0.07730201813156717,0.03103140536388239,0.001134114047304173,-0.05634450214227942,0.04555672407915777
DLL1,0.013583506485226635,0.03324643285065904,0.020465277145160395,-0.03677857252651151,-0.06346112400652075,0.0480193234751304,0.009937830827091817,0.037666672894856805,0.05938885866447684
TLN1,-0.029515446085514777,0.003963503708514501,0.013252319496551278,0.016296934147688884,0.022772276838109066,0.008202872880255386,0.01250355360563784,-0.0436172699229828,-0.04564540684002471
COL2A1,,-0.01680421176215184,,-0.015024263590159029,,,,-0.005003510941373409,0.015214340730499093
SHH,-0.020103412725130138,-0.013210152263557476,0.03921486016888344,-0.01433904743979673,0.009501412809981067,,,0.004396384002750253,0.03265788671967999
PON2,-0.02488772339302576,0.039789820494453176,-0.02742052940363959,0.031187988207431357,-0.07325279303255132,0.0023560467628232955,-0.016837053310630533,0.04004060959092539,0.028272545977180517
ICAM5,0.016185511705138895,-0.0328370719390817,-0.038126493456374505,0.08284315815119904,,,,-0.04226418585301714,-0.021114435814530035
HPX,0.05879331261083692,-0.024470433291693,0.03619230797849005,-0.01718708345469263,-0.07198130925519698,-0.027319670266803923,-0.006997044318445892,-0.026134604692715866,0.07340830494010765
SFRP2,-0.02289560848989444,-0.013411322987966537,0.07707100147735475,-0.028129541520794197,0.014840502707205399,,0.060477641026779105,-0.023673993198496182,0.09668781457150681
CFC1,,,0.013918040204870526,,,,,,
CD70,0.0391284401892665,,-0.0324552293140139,,,0.00899089287653017,,0.0066222995124712684,0.07348459698853814
HP,-0.059160881925993995,0.08726132455948672,-0.027192264494782535,0.03227842105753952,-0.0756485517535124,-0.04012926624965605,0.011454853239009084,-0.012135041742722447,0.09322193249829332
CXCL2,0.02725801299943451,0.06702113229337114,-0.03429818501579523,0.04812952450850667,-0.04178457617989949,0.06751269481895861,,0.01453162495334549,0.032084160749085565
NPPB,0.07522576358945082,,-0.015235273103830011,0.0540082563023243,,,,0.03880127875712101,0.011269797957448039
CCK,0.04392330454429697,-0.062256431071075015,0.021681398559201415,0.02623841318186397,,,0.015341449323961701,0.015249139330925431,0.0279562189981371
SEMA6A,-0.020616105898546754,0.06640696461733284,0.023176414289454307,-0.017348541637137293,-0.1171503619585336,0.013888473563449221,-0.025403249293571278,0.020192956891877674,0.0411476302134305
IRAK4,-0.010315298519035294,0.02573686340093116,-0.01008449701680622,0.08255540034098714,0.12489017699921794,0.02092938279871773,7.028574904814875e-05,0.03992961569584666,0.016280498792452698
GSTP1,-0.048149818177485065,0.03494743615198648,-0.010367053843585954,0.014194128558471119,-0.030362868329500824,-0.05383154197974425,-0.10882544821862972,-0.03252941820573269,0.0313826847819716
VCAM1,-0.014109161920981909,0.0801776072105029,-0.021972844280276536,0.10863452409125664,-0.013607716653640354,0.06788504362393277,0.013802129463963031,0.02619415459035169,-0.0016928311694432248
NXPH3,0.02313897033187694,-0.014566087401182364,-0.03122008821414303,0.02146682177979841,-0.002390793098915368,-0.0020832267097255675,-0.007603433483774031,-0.0070308317594050635,0.0771676097754177
MTMR4,0.023373691683334995,-0.003012580084427553,-0.03240073549254764,0.03568882487699407,-0.027308842329231243,-0.03223613706182488,0.04322839670515221,-0.028408201991456723,-0.00495242667473155
LAMC2,0.029944289639501655,,-0.01917950912689134,,,-0.03624135393324009,,-0.01858849658972751,-0.02013857979253788
IL10,0.1437981992372743,-0.02205087780599584,0.03505635096981465,-0.016517546490697282,0.09941430082459776,-0.06311821951445484,0.0392409456248582,0.08136388247441324,0.021839195513946256
SEMA4D,0.007947982601449473,-0.012367196015405025,-0.054257738899215896,-0.007174070193413674,0.012059312122031991,-0.03522119765668816,-0.0046294731584357466,0.0459949541538417,0.0807915792641895
TRH,-0.016119265646879835,-0.03481355120884739,-0.01946973418420406,0.018853584101980222,0.036742838241433574,,,-0.05246043042693887,0.0323534069416709
SEMA6D,-0.06680720776984808,-0.02494794685323918,-0.008161660082262042,0.011235990911038574,-0.058070513983217366,0.018302718361428702,0.05009277258102791,0.04795847623990356,0.049741472110681945
CEL,,,,,-0.04522935582574193,-0.031324138868202296,-0.03422169137275314,-0.022896726676776325,-0.025035702261479158
PDCD1LG2,0.04194616870352044,0.043043540922157904,-0.041292576086723015,-0.02825522522090414,-0.10522378511052535,0.052436181437451754,0.058654886152665904,-0.04825822403811426,0.09876102458310813
SPINT1,0.0042533925434641165,-0.002051593618201708,0.019196425490303416,-0.024244202325964612,0.05880133087441948,-0.06537222736102109,0.011497438280015907,0.0461536844961993,0.10061356651841565
CTHRC1,0.07611644457281336,0.1033138922866317,-0.02790072741878016,0.03856081283184409,-0.09802437357762689,-0.011502137546726363,0.018126407926101082,0.03408796823672055,0.004928002064761281
PODXL,-0.046873098877323126,0.011433569835852572,0.02831446361183282,0.0199364446459936,-0.0979890839792352,-0.07076255739686156,0.019999840111171476,-0.016120970679246477,0.044013599340165944
JAM3,-0.008060847582376992,-0.04713963809840603,0.030173146336864663,0.005543564909956644,-0.10382933002824686,-0.07038983512656456,-0.036440353671442285,-0.026499066985025917,0.03801463687417403
TGFB2,0.0403807625191834,0.027124672109098087,0.0077094804982882756,0.012337028688130008,-0.07482208441801394,0.05201887796562535,0.09992118733234703,-0.04968920436146377,0.0362198553750503
COL18A1,-0.006699235632109329,0.059372916946975475,0.012188283527977468,-0.012770361262130728,0.008931849518598498,-0.04400233226032825,0.023070532692811552,0.018651125545673726,0.017043173301359016
NODAL,0.0205236749964268,-0.035018529777610004,,-0.02536791197321951,-0.0052760627817513405,0.11272413051830103,0.08379549572384486,0.05362431852370765,-0.018941793583608726
INHBB,0.038149213882334276,-0.05474445253015694,0.011077416938583296,0.017364923705241248,0.030168623286723928,-0.04228089734642084,0.08392069692159612,0.03084143592865657,0.030764834980424663
LCN1,,-0.01474667055136709,,,,,,-0.024041616361981523,0.07305798743994257
ARF4,0.04874572019786638,0.029392983575739808,-0.02439426468448666,0.017895654859780168,-0.07959483254131515,0.03839421748718081,0.1069520259447989,-0.011266066899812658,0.009599579439404357
CXCL14,0.0545362813586314,0.016310088171232334,-0.03411446810721571,0.016832054353736668,-0.1022151814622794,0.04017277597924957,0.06909037025708097,-0.009791784797238221,0.042434835324115246
LIF,0.02890208467125643,0.05256513304666067,-0.02752683404216296,-0.019260492267681263,0.06165056898569402,-0.03960923584058971,0.04240479048952002,-0.0034811784993223614,0.020390002120928844
IL17B,,-0.008327098548023762,,,0.019185710810480348,-0.03460599805285391,,-0.020921292515115143,0.028559226721690232
MMP1,,,,,-0.032191915572148996,,,-0.033054013407818716,0.05328420144863613
MATN1,,-0.01546088152099934,-0.01542661618724512,-0.015024261720461314,,-0.03781425691354564,,-0.0302512979132531,0.06212645549995458
ADAM28,0.017562095004114493,0.04446075997877845,-0.011315398578636667,0.007769353866524728,0.012177244969638457,0.08533588328551575,0.04222375622139422,-0.02505345032017563,0.09695182110179001
TCN2,0.029782489202276344,0.04670050975796772,0.017948014146694908,-0.04526910492223689,0.0647095101070366,0.015290857203441552,0.009969859228456118,0.01296917282449364,0.03333014109791131
THPO,-0.018790848598118765,0.0488270347661916,-0.03167017412443769,-0.015024263446336105,0.01406014346515364,0.01623369931432177,0.030449910021471085,,
CUBN,0.03073280603684484,-0.03763918459951112,-0.03481131840999391,0.006389255841926275,0.05219582039320557,0.08587337014553538,0.06509559231396933,0.03405955675700491,0.02707839088501661
TIMP3,0.08668063781847266,-0.0010919060966745164,0.01600697593967753,-0.03621086081866364,-0.10280683392787114,0.03256851702292651,-0.026057105812699103,0.05824440617343601,-0.04094992255567912
PIGF,-0.04173452689163033,-0.030358024038990725,0.000656625450548154,0.032095457403644743,-0.11029418612211979,-0.012784479264723252,0.08289341799170635,0.04264102815108185,0.06260535630729262
CRH,0.043256131941235273,-0.022676501467967673,-0.024285094860831666,-0.020549322664439505,,,,-0.040873979264028415,0.0805767707341281
BDNF,-0.0007151414319387093,-0.07616023618930584,0.03523174943738914,-0.01692117942747579,0.04552269286628125,,,-0.052114483838796785,0.044787157392866705
CCL5,-0.03151324049734628,0.01787712351730704,-0.008634476718927515,-0.02038222011660189,0.04025218504246738,1.1718461649214325e-05,-0.00875081421599974,0.06964619873708398,-0.014629594641575771
GAD1,0.08931561034270843,-0.06721323633000488,0.008086283584077968,0.02311533460367517,0.00794136920249674,0.0551023660400749,-0.06111758214733878,0.01694740996620083,0.027145153868577045
COL14A1,0.026394926765842246,0.048616891969464546,-0.017001815116692735,0.1129425863603358,0.022143228351102884,-0.008460212091462726,0.014710921122928176,0.03868789254563421,0.015395209264918375
HLA-A,-0.028028405232824526,0.07176583522088374,0.023219720833516675,0.01891992730949923,-0.0416348385716091,-0.014666109967028664,0.04295726944404974,-0.009628386665674962,0.0017473747399684274
CD5L,,,,,,,-0.02914595055683214,,
FGF18,0.04864975379334265,,0.016779408147203533,,,,,-0.007675636029124058,-0.02792343312818258
ADM,0.07391428532463415,0.059429337009133984,0.03415831498159032,0.00323311675868013,0.14411164253783645,0.012696027695119523,0.12351106698401303,-0.013686473931746894,-0.04047066144835148
GNAI2,-0.052757097683379155,0.022223524299731363,0.03600961641861744,0.010038993817774632,0.06636765921818351,0.007727507203704878,-0.0524098543963008,-0.04098709977622195,-0.03234063018352267
HDC,,0.11295769945082781,,,,-0.04315633349486159,,,
COL11A1,-0.03167321981277324,0.004387818983301288,-0.02258597714988025,-0.037825048023901284,-0.009292374045104902,,0.02076880896176068,-0.004828329254471863,0.03279181498715634
NUCB2,-0.031657959265014766,-0.014576832519633941,-0.0470688476689107,-0.0057804674832391415,0.043709047241813105,-0.040687976451580045,-0.04294841908331105,-0.024573188720665155,-0.017115043217054458
CXCL1,0.02705508531992337,-0.014903434505710475,0.014686010815621226,-0.02038222357223438,0.06695438705592885,-0.014161974010751423,,0.0007255957001037082,-0.00017464294937165594
VCAN,-0.049058896961251514,0.03254509831042928,0.05903242873206002,0.012703379475338235,-0.0541918449209664,0.07217532621648695,-0.07043513609217926,0.03632131233706659,-0.04423016514945607
MMP7,-0.02728926556422632,0.13103100214035737,0.09497825984606138,0.04841190445305554,0.10175136064253586,,,-0.01006746265572208,0.055627581156104125
PTPN6,0.03176019388016357,-0.005838087114135006,-0.03173167770316244,0.06690885268702901,-0.035001447196319625,0.004022160694096931,0.019880154249683042,-0.02483038823867004,0.08242815606515629
PTGS2,0.029447738498553394,-0.04896611732482261,-0.017171779090678532,-0.034679665413159366,-0.09105181043743828,-0.03532715192103437,0.03860167428824892,0.008000176436625,-0.005191945453328071
XCL1,-0.01960141910572515,,-0.0027764501936658834,,,,,,
CD58,0.07414399858593324,0.01892596776636618,-0.03704603059611827,0.01731831072483897,-0.08949005550239365,-0.07058669863985129,0.0408816109136313,-0.019927324716605258,0.01552373739623638
TNFSF14,0.07516477144232828,0.012728910272543904,0.07775367200196377,,-0.07419288079873103,,0.05013807664751166,-0.019785882327604164,0.07972344792687411
CNTN4,0.02435093996134219,-0.03822022010821223,-0.007742710306573395,-0.024398718587954695,,,-0.015197862523119481,-0.016313671392157905,-0.002999922868818501
NTF4,-0.000351868675640654,,,,,,,,
INSL3,-0.018015414080848644,,0.04485321909906814,,,,,0.05931252880108405,0.07586387222706012
BTLA,0.053996547389357864,,,,,,0.059153481509059344,,
MFNG,-0.03933782199053238,0.07600478203438897,0.08670578243809779,0.07516691774833939,-0.0954493258117632,0.02718156433009422,-0.08040495971489423,-0.007304267893784694,0.06995476136303962
ICAM1,-0.00949382447176741,0.060248399349240464,0.05084330363630479,0.024319091687725395,0.027718210634589298,0.010945937686437953,0.03863146814067717,0.025360203626136876,0.02989529306564474
PROS1,-0.03270830223914536,0.07768759344460777,-0.00866091698564622,0.04906765731074323,-0.09637561175582035,0.08176120843169105,0.09849926291060129,-0.07648378842633069,0.028646195189376764
CLCF1,0.06069343193223731,0.03743680818934288,-0.06066740255040789,-0.03695184038875624,0.0788721150769486,-0.018849483954232332,0.03652002883402665,-0.0035856711759663065,0.04754167179229397
PSAP,0.002223085191410401,-0.04381559942915749,-0.00848345660371383,-0.002852728367107078,-0.0006913586172354863,0.09149825021056081,0.08310025079066263,3.097959922357711e-05,0.016680470838346888
EFEMP1,0.016330403117801644,0.011093006779081477,0.03601663814619789,0.016562083844125684,0.053046788600083904,0.14015898558889628,0.10632921783039051,-0.05181222836014235,0.04122699109743734
C1QTNF1,0.007026431917040134,0.04536759345891247,0.006095902565521929,0.0244287018585248,-0.06531607972793695,-0.039685592530128475,-0.023326659902086648,-0.04842043892931672,0.03486708335308547
ALB,-0.022265377484414966,-0.018055009742112715,-0.01917950863594576,-0.0325049678714909,-0.02534233837634432,-0.008219315708454451,-0.016266824892324287,-0.019000628967666904,0.00257980798619063
CCL13,,,,,,,,-0.014687673683239326,
EFNA3,0.037919011253682904,-0.02903318665817808,-0.007698640844119606,0.08123619964218798,0.036914366884217155,0.002177635845468259,0.05742373263395054,0.010827314092564608,0.0440411600811974
DRAXIN,0.01656988565263136,-0.04112976638557057,0.0017333820029088504,-0.002535238721459362,0.05155083721799123,0.05251630942035832,0.08663798955542629,-0.028640761758545526,0.02519148048606106
RAET1L,,,,,,,,,-0.01788811649200477
NPTX2,0.02755260498200062,-0.06411790634904013,-0.045583076549308564,-0.006278292849667695,0.03127166272931578,,0.03445050302770471,-0.04181106286889997,0.09929632550825851
