,UKF243,UKF259,UKF260,ZH8811Abulk,ZH916T1
IGFL3,,,,,0.024898718122064588
BMP1,0.012551139768534262,0.003845575961487736,0.02508652531722187,0.06645848111965355,0.05069910480470186
NDP,0.02894277599529232,0.026096602247116175,-0.004043804514215035,0.0064388186964146315,0.05932045011885994
TNFSF18,-0.019285643501784487,,,,-0.04220182970738716
RTN4,-0.027205856033436383,0.02970086253453236,0.024646277475388213,-0.04091734184277036,0.028027844089106437
HEBP1,0.017144925800237912,-0.048511977703756815,0.011952355008230064,0.0015319551428852446,0.07265237095953386
WNT7B,-0.045012906315615366,0.06456549369913593,0.05869273431390434,-0.025930693927572572,-0.013479381534598723
PTMA,-0.07355709990616588,0.03570834290071282,0.024907467403894514,-0.0644159227785592,-0.022322944401281533
FASLG,,,,,-0.021698584360720957
CEACAM1,,-0.003615604473070734,-0.014777318353850414,-0.021078387940686748,-0.030190393195994456
PDAP1,0.024949444209856477,0.013492188276516406,0.04564776388091613,0.016724919037929768,0.0031740365632498516
QDPR,-0.07740698243744866,-0.053055192040193204,-0.03513584757346681,0.033753702302203065,0.020752941113706916
POMC,-0.00391845371184069,0.023315290755979226,0.049108228020851366,0.004280876566531568,0.004146179006830914
CCL18,-0.025863633683013778,,,0.05558141860635656,
CCL17,,-0.01522893233101075,,-0.014954096021263184,-0.019667329546267
VEGFD,-0.029140755614951,0.08532886995925215,-0.014138101536410722,,
TNFSF13,,-0.010504576688361371,,0.060586397460326194,-0.018771847272562224
WNT5A,0.002001613405454005,0.04028631102305069,-0.07614634603517988,-0.013761451723232527,-0.018824584790250988
CXCL8,-0.08064836910352183,0.0325816780054584,-0.04435196457560225,0.029058230918571862,-0.016163585478255242
GRN,-0.012943872313759255,-0.025292779213582518,-0.0066520526788556135,0.005496540158800351,0.001686751492906597
MIA,-0.05505959935472206,0.004725380310467648,-0.025896115897288765,0.05647601044352751,0.09804965603682828
COL4A4,0.010774728232333565,0.05891000294385289,0.041220216284040635,0.06440345197000706,-0.026523499175223054
TAC1,-0.03674012138461508,0.022497017152407015,0.02206138464116601,,-0.025854704546810443
RARRES2,0.01840341573555919,0.013850165796869526,-0.00012534571803518506,0.022418443095685678,0.007589639105179384
FGF7,0.07327353437670264,-0.02699469554053111,-0.027070352686813053,0.03566784641477444,0.09776221027096911
HBEGF,0.015482822478723023,0.014001369334522167,-0.021036219016533533,0.0008771570818741894,-0.0641834069694926
CSF3,0.11501469954630414,0.0973153130155835,-0.01566558716002722,0.03143067676170386,-0.020706663968532133
PI3,0.17611673439698014,0.03787288494118374,0.015777830461682078,-0.0423182832221204,-0.007084115680245632
PCSK1N,0.0502800071112621,-0.06452508160010872,0.018288999991585075,0.015128140745410643,0.029891453920334148
NTS,,,-0.029729779281599318,0.013454597079936313,0.024772077153637568
SFRP1,0.011831776709935909,-0.013287832111720788,-0.016129125461467674,0.05767445258700823,-0.02995119798504032
CXCL13,,,0.07744734748534177,0.08156871328924385,
MICA,0.0004765710741271679,0.055068755631724885,0.014098592741873474,0.017542829412626366,0.05295063054465703
TG,-0.023384862929396802,0.02584390030830769,0.014061367091037771,0.024775223059346818,0.14905801177175024
ADA,-0.017225942156393326,0.004306591658326457,-0.020801297689378218,0.06373774172500485,-0.0021683072192543837
LAMC3,0.07732181973890143,0.033930592068744714,-0.02446715875412326,-0.002192546050338484,-0.002067613929838986
CCL7,,-0.010367562906614386,-0.021192057394989885,-0.022412743007441234,-0.0030156390820812546
NGF,0.0496491405134995,0.0016026006451974944,-0.022620315571704977,0.04088110615641786,-0.037423184735457464
TNFSF15,0.005926265497450022,-0.011544788367521387,-0.01569052738164423,-0.02184990769827669,-0.017721091807593847
HMGB1,0.06810678504459416,-0.014349155255843953,0.06227444897452141,-0.011756443596074955,-0.0373516323247912
ITGB3BP,-0.044076608942309276,0.07665664075393377,-0.011151523476985899,0.009353323847332784,0.047916585169570654
AANAT,-0.030292122085924276,-0.010504577809494847,-0.014138103554704391,0.13550407148227667,-0.02295799896828108
RELN,-0.029140740489692778,0.014711614937761928,-0.0023281809637730817,,
IL15,-0.029721036447981228,-0.028381769471474937,0.009625121181420096,-0.03602213866171683,0.0011762998444634482
UTS2,,,,0.009656896960985437,
BSG,0.01126378316680045,-0.05300128179823411,-0.004037946310355104,0.0938154712263681,0.11711301548633032
ADAMTS3,0.07614707234835154,-0.014083597619283721,-0.004654601503621848,0.035641147373350564,0.05122173532290439
CD34,0.008495957438404802,0.026168896200728955,0.07258992910018647,0.00317024357095985,0.027664239042089225
PLAT,0.0661658023170395,-0.04919832174841881,-0.027667338334082064,0.07104879688663347,-0.014135472538290127
NTF3,,,,0.04218259145721647,
LTA,,-0.013287831490095114,,,-0.01635367518884142
CKLF,0.04310801928942115,-0.0011006538379109002,0.01604575408639887,0.013688746715436378,0.08020691671096371
CD24,-0.04129259694838883,0.03784664749461377,0.017968145953747554,0.013778125982132064,0.02867916826710502
HSP90AA1,-0.003273069311046936,0.02843666215616696,0.008912520050235804,-0.027071458069552166,-0.09643764426553904
BMP4,-0.03657759870252491,0.044033920906388746,-0.027437273795143807,0.061830900650531734,0.005756624754754263
SCGB3A1,,,0.004841531455301369,-0.034113142353451704,0.04864090146058371
IGFBP4,-0.01229215990407135,0.00043910818537416346,-0.01814020836287325,-0.012886901145637657,-0.0015339909850868257
RSPO4,-0.02064613520224871,-0.020339354129012346,-0.019432330231274067,,0.11209820323186638
LEFTY2,0.05663632069943421,0.010094400922130915,-0.03016198037261652,-0.019025880770600814,-0.007931925021812608
PF4,,-0.00904549438285264,,,-0.030897999607797107
ANGPTL2,0.09106747072602284,-0.052107721497623945,-0.04414074797523871,0.0662598691802416,0.041366575339631353
LRIG2,0.001008347924296103,0.004810813567885374,-0.035960976563802316,0.1151587352371596,0.06427867674850544
ICOSLG,-0.017108625876752857,0.06348216057619324,0.005846445823574568,0.03614173987664278,0.019238983469707406
WIF1,-0.03591700537453231,,0.061124740187149786,,
NPPC,-0.02664111326251037,0.08926425489148841,0.008996323148896264,0.0304901900025724,
LYZ,0.0015520743323925294,0.01904789258067829,0.025364751347360857,0.020836835176503365,-0.03952998155880494
EREG,,,0.026050306997186513,0.07097288318236807,-0.01116906470806152
