,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.007345520422758514,,,,,,,,,,,,-0.023153196052865057,,0.05248315071372693,,
BMP1,0.08079516569966963,-0.01658328365949283,0.03512482820649306,0.06185831909316828,-0.018167784873681463,0.07255835606213897,0.13342950029430228,0.026552991616975313,0.026599353966005455,0.054124739490849644,0.01458681049521232,0.016819168393420295,0.0544399505110625,0.07381568034968446,0.013177801413969759,-0.002674721911502871,0.030503547503145777,0.03202272260464055,0.06821581454736494,0.022269293925869363,0.05905815248816714,-0.03355053734115548,0.02968967141227726
NDP,-0.0248262109308782,-0.03553253939277773,0.016886407342890163,0.06426666556863753,-0.026556501353157996,-0.01187090043529375,0.034853125140781295,0.044890890559895036,0.019568758558458903,-0.01700116869976705,-0.0026049119864369813,-0.014531833720661393,0.03724069488014168,0.09793540672242096,0.06453633297547481,-0.0018505904336764442,0.002141176097665768,0.03419229098687478,0.061738066967224,-0.07832895432628852,0.08866897475247078,0.06934037348380259,0.050682187407109086
TNFSF18,0.15702488886509908,0.024239112171782325,0.002004697420293681,,,0.006138282474965436,0.1744529621080307,-0.011390333453262283,,,,,-0.05692152341467012,,-0.06406980405927719,,,,-0.023877482411409776,,0.041753186896495625,-0.03543512882057564,
IL36G,,,,,,,,,,,,-0.013552787509216431,,,,,,,,,,,
RTN4,-0.0627504524153867,-0.01738402221445076,0.01690976714415489,0.0027342179034734646,0.021323366546973286,-0.026679835192502395,-0.1478475137676916,0.001993940554539896,0.032750645417154965,-0.018957724745276468,-0.043536201824858435,0.03517506784430203,0.0420827729173798,-0.09133569140310194,-0.07368874888735283,0.09031125671024284,-0.009172451323722037,-0.08339681868891316,-0.009887301698779603,-0.017158181795594356,0.04197666532435659,-0.009178402276609257,0.058437823024625475
HEBP1,0.02130045840244819,-0.003273870705730395,0.03575864293989239,-0.026593492032574224,0.04619432953503729,0.09430263775895809,0.10486288926470202,0.03559269732242097,0.0038770450378906303,0.057088178649138656,0.033463980828491856,-0.02020913881140829,0.013264338786989257,0.0934612229498121,0.0065154975439395075,0.00858370699712403,0.05037495788654843,0.0317066828849797,0.0682379935722308,0.02633103522814986,0.04875653919768058,0.028575657303967723,0.007138184522377823
WNT7B,0.08213310302229995,-0.019199854039950035,-0.022011079756431916,-0.032338633290488514,0.026545785996673597,-0.026980694165334843,-0.07690236408415493,0.020797144635104688,-0.0007268141561047423,,-0.03447089460458617,-0.014896075314828347,-0.024654301292853634,-0.018825087072896766,,-0.034897162742376156,-0.018098942456429967,0.11242875875978892,-0.00874789188673576,-0.020366673885378588,0.05065249998736978,-0.0770469714688152,0.02156076202423125
PTMA,0.008819328255895141,0.023848829350007487,-0.006831355932732978,-0.024786117812574313,-0.013177721286975516,0.017051154350042026,-0.11945064399867292,0.004039468784690154,-0.02008304512905819,0.04972608707091263,0.07911018177242436,0.013625074134147156,0.16675985393725146,-0.020067842790957004,0.11422593903188515,-0.03909037238814916,-0.027091553930212817,-0.04530964503440714,-0.07450320459148263,0.05040986173241647,0.02010648620705606,-0.032274330391448246,0.011335592948169007
FASLG,,,,,,,,,,,,,,,,,,,,,0.003229537930084352,,
CEACAM1,,-0.019506062235558303,-0.016892179835759708,-0.02870814224332601,-0.0074664435208000824,,0.098568624390656,-0.017914280956855447,,,,,,0.020684376455695104,-0.05270755897863059,-0.03129633450737084,0.05877651204481464,-0.02379330509157307,-0.0054282772876067436,-0.01351765766452986,-0.026786866192053775,,
PDAP1,-0.01555603289963785,-0.003046206484464868,-0.0195508192743584,-0.027959419478672046,0.03282187418723044,0.0474179868567203,0.11699611205704719,0.018919199144757544,0.03647167388371456,0.014133993763057939,0.03939171223951648,-0.009541711727378019,0.16001885621571424,-0.004077215719966953,-0.063197861780271,0.028604261017397162,-0.10997999271870741,-0.004098789646627936,-0.0392602042981501,0.038698410867947286,-0.03537919892283803,-0.036670133181293446,0.029871100696418636
QDPR,0.04965204908110956,0.05856420850710235,-0.034771593363190814,0.0382758581565564,0.04772273140155677,0.04284916524057561,-0.1876328150680124,0.016364230263159595,-0.01697138964415548,0.003293345525162729,0.024863157273454343,0.03470464644396155,0.03594830711886638,-0.09501245073869348,0.04528387927679182,-0.05757995059593681,0.004850579904993509,0.03282727291429063,-0.10862111353828947,-0.008593247098718972,-0.015245270517841568,0.06287128064220959,0.06333876460499693
POMC,0.13865134659046807,0.008222990667859859,-0.03001470854589531,-0.026486620254662096,0.017940320658092028,0.10764271811548941,0.0037173018317842666,-0.013216442212813297,0.06458459432417511,0.01240394716639046,-0.0064088771718770554,-0.006408652575155959,0.024413185612665343,-0.025556988726523296,0.0795415386861432,0.007619963916779177,0.03255085470060874,0.099535188352879,0.0014202345996054187,-0.02211311218353496,-0.011606698501435074,-0.0010312792624367151,0.09237487269654733
CCL18,-0.026650779325803214,-0.009839177589687581,,,,,,,,0.000132531925161455,0.01878137862702781,,,-0.05062191300634857,,-0.022189615726825106,-0.008079716668375217,-0.02745610601996886,,-0.03691846717483825,,,
CCL17,,,,0.033144177186423256,,,,-0.014205963446024617,0.04599228732849234,,,-0.012380856153176141,,,,,0.021805387363048538,-0.021553737764777876,0.033836580183689284,,-0.017450124663523005,,
VEGFD,0.011057462310783502,-0.024341730388299586,-0.024194658547393017,-0.024113581292904755,-0.02249867457948973,,0.04382035649336075,0.13145080111561575,0.05701782648470874,-0.019203541193743526,0.08433380840331606,-0.013268947015785886,,-0.05703124358823994,-0.0022094853267393758,,,-0.02379330509157307,-0.032195668010307474,,,,
TNFSF13,,-0.01836905087255711,,-0.014929407583172632,,0.0771724140202755,,,,,,,,,,,-0.04047491323884298,-0.004616419714573069,0.08983935080934223,-0.015179423569579693,0.00032769600639325776,0.03134486213080284,
WNT5A,0.0026100718488697734,0.012392873669095894,0.02757630019144457,0.008101526710102917,0.10727889339605477,0.016012731809319333,0.11406006095845485,0.05820613213047387,-0.023905055585097097,-0.042191336201445724,0.030861746303379546,0.025234739907939504,-0.0291945203945287,0.028587151539182072,0.06061192770894607,0.014804899585431174,0.005133905892301328,0.10356379611569407,0.10763685712831118,0.04843113783158906,-0.0011200463961301198,-0.033433197801105353,0.02872675676216911
CXCL8,-0.05955976551270421,0.0006449550236578344,-0.022654444200631837,0.013302178991927578,-0.07401150752393226,0.011158458398357732,0.08189061253049967,0.016530889072040467,-0.014650106151897156,-0.014929751219862742,0.01768293560473453,0.0587133949645215,,-0.08246630745074873,0.04027416773436049,-0.039068312091919626,-0.03388371587750491,-0.05456423830665813,-0.03152952374914534,0.03440371829670918,0.028652725216372875,-0.03270678549399776,-0.044899693167305986
GRN,-0.012629138585070176,-0.004088451532311304,-0.014576376608494696,0.04479093918768865,0.026880881154461772,0.02591511859206911,0.10369519345813769,0.04243148061346688,-0.0057905557994555375,0.018624840251030582,0.004901927219053513,0.06557535110447152,-0.015135346046170853,-0.08435317674396971,0.018428515767148716,0.04886483584441389,0.03055424668075619,0.054794034628335625,0.07652667050708936,0.03126985624829666,-0.028340464906160875,-0.04050745012101173,-0.08108624892597349
MIA,-0.007427145237762106,-0.04849712518548114,0.06863445878718616,-0.031602204592573416,-0.04928067905578101,-0.0029405071539268723,0.09820585621680927,-0.02792200906834964,-0.017891572715539584,,0.0514485427415876,-0.01817243102158761,0.09772440314330853,0.09891142281577774,0.061750264772097184,-0.01637184761420418,0.0642742524666178,-0.008810024765024783,0.11104173017538664,0.01815798624775934,0.095855520856992,-0.0550568366884065,
COL4A4,0.04813063899174292,-0.029234211142252952,-0.026719060788445215,-0.0007432916217689277,0.001469438865849724,0.00956544553894465,-0.024851973226400578,-0.01483146535128606,-0.030056419292529148,,,-0.017627932271746753,,,-0.041996819484598685,-0.028054607496733684,0.01823172798638591,0.007172019496824647,-0.04702306888189524,0.0005458089607100684,-0.006429027424408485,0.06394621222830711,
TAC1,0.025362871215293334,-0.03918319472574846,0.00984386731156716,0.0591394942736823,0.04719723446517363,0.015533008103371243,-0.08390084609514054,0.013956512701279476,0.02300251123859409,-0.05440202221176852,,0.01840013515406299,,,,,,,,-0.02332181041532054,-0.02293996327356156,-0.006706281914378835,0.0271004176244074
RARRES2,-0.04302357097987562,0.019815616152703733,-0.004541566219963269,0.011569825205282817,-0.08607120639457663,0.011069271910910547,0.12315958988590911,0.024331390373592728,-0.0031459026619143596,-0.027342977778494346,0.026972756217889603,-0.021225292079090147,-0.07534411380115301,-0.06444267901808234,-0.07042674085044795,-0.04669012066667427,0.007689932624578987,-0.012613707677222403,-0.05760325739706326,-0.03407244469066379,0.026381173484906137,-0.017094728713138867,0.0151590253322247
FGF7,-0.012725380077404804,,-0.027308145955013678,-0.004823440615981691,-0.0043537655476403436,0.000455742278670346,0.009054638587151085,-0.02493365267683986,0.007269463794199446,0.012400666741484276,-0.03375454184731624,-0.047424043503399134,0.011845173538540237,0.03186593259094977,0.07904202148150787,-0.0015172948957351414,0.0502321884079528,0.07965053281824433,0.026160189279884057,0.016794088150686646,0.03846584084587654,0.0440483880088494,-0.013560493150422206
