,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
CSF3,,,0.006089750670326919,0.11012366864113868,,-0.02204577804916896,,,-0.03087604787822088,,,,,,0.05034098963728737,0.0731150453439468
PI3,-0.030777078960187866,,0.1181971727454075,0.09512963236590483,,-0.024847951370567917,,,,,,-0.013686145765597527,,,-0.012248282825174837,0.0758003915998738
PCSK1N,0.07591114603827985,-0.07964401960958999,-0.09401169704112357,-0.07324907088540832,0.038016147820235,-0.04755642776793286,-0.03153062369176732,-0.03205703847021314,0.09401115979522513,-0.036064967348169406,0.06135478454164186,-0.07322586845586326,0.1453010935693442,0.045073443014812635,0.05767194524128247,-0.13862554226831464
NTS,,,,,-0.021142923646089728,-0.049825185064841335,-0.03612296047569997,-0.022504849914374542,,,,,,,0.03906291778046938,
SFRP1,0.0020803334040986055,-0.024098502228978618,,0.024872829031177667,0.026003468627879597,0.01958882154972405,0.006993426154652972,-0.018532789140938297,0.06686825882557824,0.02677739672708114,0.07990579761738204,0.06143624536318147,0.028946300569319242,0.006786088977827541,-0.002014024169705119,0.04949909324892724
CXCL13,,-0.01712491819859509,-0.026964209715864655,,,,,,0.025213983648224254,,,,,,,0.04392445842683683
MICA,-0.021348708831742544,-0.026485174606276397,0.07942385917104558,0.056461954319783514,0.007197240660528564,0.15800716674566267,0.009111289472665875,-0.002515198877712643,0.020545256259940393,0.03489841212364323,0.134899407339823,-0.03267138629255647,-0.02452414897785843,0.028043703051928857,0.04363864936186591,0.04080085369226493
TG,0.006652643642494372,-0.016841274329160442,,0.03608048293623942,-0.013283746839746688,0.042570707921291154,0.03700601685968021,0.028053511903729688,-0.026269078255966725,0.006801543461000977,-0.05326369185573953,0.010980815174678499,-0.043190954009776565,-0.004152999870869089,0.05070260623528294,-0.014592531096212315
ADA,-0.002530788682390761,-0.033066596652644574,0.04143614491379552,0.020147036235750558,-0.01736301164530981,0.1706834429934464,-0.0032061402169100512,0.0244328297090497,0.03665378952563148,-0.0458243087504816,-0.09227985352784401,0.0046215665791925695,-0.06884292512038241,-0.012926864797939029,-0.016343957602492392,0.07925863340574052
LAMC3,-0.009763965502233712,0.05444604077908281,0.008613872425060256,-0.05220096793584713,-0.012508665015064513,0.12007554597311745,-0.014901332051411352,-0.0320114462209295,0.025994792275558204,-0.028200702331302202,0.07033647455795246,0.003140517673183866,-0.0529895602318912,0.011347532056025705,-0.1628514297630494,-0.016229523703677706
CCL7,-0.023763879740860448,,,0.043959170401878724,,,,,,,,,,,-0.022300928138802915,0.051806012926894296
NGF,-0.03247050301354812,,,0.09363428536051939,-0.011630830364998974,,,,0.004051238321124152,,,,0.00032491763508435103,-0.03744664378040839,-0.026069120425530896,0.035813862233967875
TNFSF15,,,,0.04497633769535765,0.020031784360820388,,,,0.01892904253868415,,0.046417034638110775,,-0.04642809414693565,0.12061058921507148,0.01931420325465733,0.019374630944580824
HMGB1,-0.02429406005462566,0.04566931301902328,-0.046979089041960374,-0.06710976998298321,0.06794307951685241,0.19578960195918682,0.0017566422627167564,-0.03309145772881074,0.08112733436204599,-0.06918009165930483,-0.11138296377521095,0.04478287177796041,-0.02544387451665736,-0.03291785013392598,0.06583503940702444,-0.013509287303544134
ITGB3BP,0.012624613846463474,0.07229669019685463,0.02830015242929518,0.03978693180199473,0.048386460692671364,0.1765491147614569,0.010569205175630984,0.024103514695477554,0.0660064409659511,0.0007239777613634797,0.15231270091497276,0.09303467977455764,0.12519908157616252,-0.07692164264991552,0.11953653869023144,0.06799790124680806
AANAT,0.004091217790874256,,,0.024500987899095095,,0.03790047696099968,0.03797797585673647,0.02650534959281679,,0.00962954813861317,,0.029907496087597765,,0.08640122903943454,0.06513056185633417,0.011949991629054536
RELN,0.023446556149536404,-0.05531844174513338,-0.04181938276177099,-0.012416794889890006,0.01739152316398224,0.0004199824455702172,-0.021801607783350375,-0.08663729664546864,,0.0007370216328427019,,,0.013039003850189511,,,0.12128484366243064
IL15,0.002148604877312217,0.020064801750878457,,0.013601451618676558,0.010906132291937298,0.12097886603002797,-0.004938793248856484,-0.033979258139297835,-0.0035562756830169765,0.008512729903161887,0.03177516305324816,-0.08846916153951932,0.02514190867157771,0.053848853785508445,0.01596317963767225,0.09060749139562767
UTS2,,,,,,0.0762281759527692,,,,,-0.0737409400696282,-0.07756518681003975,,,,
BSG,-0.014956228024401509,0.03643094963466102,-0.10876247681305994,0.07201567463065166,0.02591486918609124,0.049877788555494296,-0.01591494045888429,-0.005305518067287565,-0.023631177872058144,0.10861333934533268,0.11456094767083048,-0.07332900550259552,-0.004119394042076314,0.060836897893081006,0.09400057827004643,0.10131096846494832
ADAMTS3,0.02311414578439745,-0.023326029569804806,,-0.005371398014847628,0.023913466383969413,0.21131231980817794,0.03859404515695414,0.03957411335239934,0.046019142784719316,0.010297717523427098,0.1142383385535766,-0.07246112072568664,,0.06315116072462265,0.12303369019517141,0.12950756834687147
CD34,-0.0351677416680306,-0.03155919362269018,0.01083816900852612,-0.004590773224883542,-0.029359684734759632,0.1480446113207869,-0.017894525524983693,-0.006010945511692035,0.0645128275196354,-0.012862248890757386,-0.02386313147287785,-0.049709405279317956,-0.12467404892396547,0.08789167464829598,-0.08003914092979728,0.013706807007647722
CCL23,,,,,,0.0359224200185175,,,,,0.053817754460644525,,,,,
PLAT,-0.031532541301241765,0.022059269435899552,-0.03903402415237912,-0.06881454397981718,-0.024060913476284786,0.1939477451969195,-0.015469982916190828,0.023493184089374248,-0.017634259473637125,-0.025757724441029094,0.008953650008101851,-0.06592647183651407,-0.08688744359966778,0.00445911707022477,-0.060772508163035324,-0.018356682199316392
NTF3,,,,,,,,0.0025955903031935814,0.004591440697927883,,,,,,,
LTA,,0.04065913860500623,,0.07283538757377403,,,0.012487522473138809,,,0.021518836868295303,,,,,0.0004417868407825877,
CKLF,-0.015409392953730743,0.04775937278820904,0.037003660324188864,0.02274863545868392,-0.048234321953169866,0.18856432659257183,0.035034519164859744,-0.0035460484839699214,0.04413000283557177,0.04199837283647575,0.06764317940500957,-0.03734788917833454,-0.060445659917193424,0.021508542085556234,0.054105592739241655,0.047212087982050045
APELA,,,,,,,,,-0.03624671734975413,,,,,,,
CD24,0.035052963614988435,0.09558831707708616,-0.017689297144623126,0.05662180139939745,0.03563199268482563,0.09847956167836022,0.02336886164764639,0.07359758755958516,0.04766056288480065,-0.010483343348985161,0.10091357073599945,-0.09220987284799795,0.048112074512477614,0.09115428958147419,0.06342691631689192,0.04012879915664975
HSP90AA1,-0.032514032396740014,0.07854979510702319,0.06558381769528454,-0.050365032354917266,0.0452575836812077,-0.22804492574652613,0.0756497776350299,0.00016332999141350759,-0.04550665672027091,-0.02604794469405199,-0.06468408569136763,0.09558818596204262,-0.010263058736156112,-0.12894602536102048,0.007307715696591913,-0.09786419565655773
BMP4,-0.059420444040083495,0.0823958318197309,-0.032693145969112,0.06985594964044234,-0.03469086254269921,-0.030671030749221874,-0.0030367634909460725,0.015066253344123906,0.02720626704985303,-0.03518371077465417,0.0864441803303838,0.04595468985514653,-0.009248280602076853,0.005065968725095786,-0.06340091835371377,0.019738211929766037
SCGB3A1,0.006835429972173738,,-0.03969335682647062,,-0.008548037414022778,,,-0.008841205257106457,0.019117118622057422,-0.01623364986319818,0.13057291536102753,-0.07193045969767503,-0.06293526902664777,,-0.06348352980595322,-0.036529669018428294
IGFBP4,-0.06364859186852002,0.05095575192491889,0.055977362516217224,-0.02853807215010956,-0.022900215983838755,0.17900491594771145,0.01779153055658139,-0.03682525584757477,0.015090872594834473,-0.040168952368843144,0.007269478167358991,0.002784698356683064,-0.03987238649235594,-0.035455820957314595,-0.10230742804282197,-0.06667499287682079
RSPO4,,0.024208930595681626,,-0.03351440395126531,,,0.10821193670084345,0.03495783664269219,,0.0165442097716356,,,0.000420600332699056,,0.027723697817675044,0.09075594550342435
LEFTY2,-0.05690144776505848,-0.021055947785627055,-0.05338600762553427,-0.04613090015775913,-0.039185252251115354,0.18033621650411338,-0.06590448351755636,0.015522558984936565,-0.022232160183951875,-0.03703353158791365,-0.001159005983017401,-0.003114581672106055,,-0.033539334805324755,0.008914516318584855,0.02388586828039986
PF4,0.17738439193119718,-0.018920869251641183,,0.11569783024758484,,,,,,,,,,,0.012593444876275322,-0.05954825650012304
ANGPTL2,-0.02889210086137286,0.007332639069836808,-0.0407514282940073,0.0024671216933601003,-0.0033704446386901873,0.2250522416727129,0.018395407660320422,0.02577831126742265,0.057285411318262605,0.101687021967903,0.11633914876341613,0.03361247557866973,-0.0772897178508695,-0.012870631951789377,-0.009646221814932453,-0.0011147017796876118
LRIG2,0.028698987614100786,0.07076925280962847,0.06040258828689072,0.013431155662195904,0.052759178240494996,0.14231665811599017,-0.011436476842655247,0.040152419197217314,-0.018438616639349627,0.015407689803221415,0.06051515581401865,0.04745974431544296,-0.0498995161520633,0.040957931343986995,0.078305886616011,0.1241567258552126
ICOSLG,-0.014039194998807111,-0.006043124909251261,0.002382472365762135,0.049349800261874265,-0.006584309564067724,0.10831828308279509,-0.03493639946294151,-0.022203255243766606,0.08591780389519175,-0.009208089456349986,0.0544478022416831,0.026977536062150625,0.012448750307087912,-0.03070991283444171,-0.00474905865246115,0.04248706142894312
WIF1,-0.00227591048605883,,0.0041314634312678115,,0.013371094289349168,-0.12034294132134274,0.03140982579348301,-0.040217396435957856,,0.0443422947930561,,,,,,0.07398093760340302
NPPC,-0.01149064430665403,,-0.03905522809852424,0.033162571972938,-0.028291866127305405,-0.02688626028785781,0.030722120721842966,0.015658120086253814,,0.16489184492048042,0.03248193968817531,-0.01082837571375387,0.02583866931492978,0.04073231168173613,,-0.03841174091173629
LYZ,-0.01456821467602986,-0.01009077811671414,-0.02093797530009047,-0.02009591497197855,0.005103082040863535,0.13385402158632861,-0.034342077439075844,-0.05229210221186905,0.06537498584890797,0.009775167920369027,0.082346496595783,0.011477472790913634,-0.008809169784562546,0.03799489505679475,-0.04230439039810458,-0.060391314124124566
EREG,,,0.03055403695980145,,,,,,0.0499566231082228,,,,,,0.0270260085949244,-0.03273579860790032
SPTAN1,0.031484152493742486,-0.004762208897838817,-0.05209955813376033,-0.08963676048649837,0.07439469904495048,-0.038147310985796115,-0.020938475795715818,0.05919701489336151,0.001793158915495215,-0.05161377378054532,0.0838064756059475,-0.05748615390175332,-0.007824862267163151,0.02985699986380575,0.008442332583953256,-0.10557208377765918
LIPC,0.025893689382653524,0.015841641473157565,,0.020347820630224337,0.02464812553756522,0.11796831733307821,0.019026772299947578,,0.01870499546993979,0.04675995325080331,-0.007246526644830579,-0.002144398456277527,0.012782080956870655,0.06826673109389149,-0.00287714572635786,0.12959485415014585
COL8A1,-0.0463437064026731,-0.04258428015777441,0.02691338783545827,0.010747517512131573,-0.05038317598240051,0.034379093440008064,-0.025697425066493588,0.042151305397894565,-0.07972500098733053,-0.03634203904316903,0.021300082963818183,-0.07472383756715147,-0.10893684586111113,-0.04512800199012415,-0.05672454889801011,0.0774564879524692
GSTM2,0.0007007856227460499,0.04853336601220221,-0.007180710896175904,-0.03970245955281965,-0.00868681015637914,0.05266384440403699,-0.014184055807406448,-0.0009118987027536264,0.0337961033842368,0.010826384392027317,-0.021289018384444254,0.02677683447714255,0.08322607385827427,0.0785545667448016,0.07951557875821569,0.024061457449286932
IL4,,,,,,,,,,,,0.011701685664256766,,,,
SPX,-0.006051182643162594,0.03954989265525186,,0.06094007733059453,0.00675335269584731,-0.038152468506498616,0.027829100597315772,-0.01715530316003985,,-0.011694381823749133,-0.02662815257282125,,,-0.07418909303491263,0.100110504777186,0.05403182365606753
MFGE8,-0.023528961237489477,0.03094883009625601,-0.0268758477550157,-0.04269245776318575,-0.043727668686106946,0.09164151416643296,-0.03533000906005164,0.0002536593867475086,0.01779153317187226,0.025923742853746205,-0.004095482036518443,0.030291376806204078,-0.055165552586867665,-0.05229841200632034,-0.06479273205147101,0.0009668202311213857
TGFA,0.002060364482028178,0.026891513345712572,-0.051157304054870414,0.04817555698177178,0.03104005655729157,0.039527244118208675,-0.0028986098401234026,0.009280695765484893,0.06646672246182539,-0.005259774890460002,-0.013969282001904493,0.009570162361969442,-0.014745611195738072,-0.08353151892647641,0.14395022411730332,0.01380083485033783
SLIT2,-0.022743280150561526,-0.04933557726222797,-0.029502888629398965,0.016675112488511126,0.0074571417941384196,-0.06381756123536662,0.03357352354075042,0.06948648682533046,0.023701008139961587,0.00410288840902116,0.01914457359869472,-0.003053305593266291,0.0641159174736999,-0.035540112789195645,0.008755039007199114,0.10538087728213791
PLTP,0.01387262824087275,-0.005979563057924179,-0.0037344025846208764,-0.00978718803618277,0.02422842158004495,0.182854203770949,0.015455924132998455,-0.0059787439278192,0.061176427945310904,0.029481911155900566,0.0484329403763317,-0.09146159033421736,-0.02289505316990383,0.015037426665266545,-0.09685110801825528,0.03882612061102047
APOD,-0.0270416638863878,-0.021646920382729886,-0.015477297862770233,-0.06439708201548508,-0.03313502703540686,0.07262194873279883,0.0006969302065171004,-0.03043955833022225,0.020678716706097697,-0.04582335529654538,-0.13907702658584611,-0.014084039804953558,0.034496244305020414,-0.06940445857430702,-0.1311578248141785,-0.2171405067413587
B2M,-0.07021403867477043,0.02782584877658681,-0.09003788979198667,-0.0011408839802552508,-0.0857629004997804,0.24347752621183114,0.052773716994809844,0.0068138312059563355,0.016918675273222612,-0.03859089404941978,0.11387333120075295,-0.09739727491876848,-0.13266235889557518,0.003327147683867084,-0.20209555457011968,-0.11350532440418286
OMG,0.044149949357941844,0.0026116268956466425,-0.043392675321894565,-0.08163009376831076,0.00911723018981355,-0.047518809888579906,0.041342349528020385,-0.05060025291558338,-0.016464069122998925,-0.0730494623608932,0.05614650461702556,0.07335491578953729,0.008455491091304505,0.014537513838194979,0.1475354731384863,-0.0055977987486495896
CXCL3,-0.012888410532941558,0.005601458397106108,0.006882091282337298,0.07222887036365096,,0.0050649289714190734,0.007502281060606807,-0.028250656003902832,-0.03165094391327897,-0.017093112875968545,-0.04218411314867601,0.09669366802249588,,,0.02906446993174898,-0.0012884666519480566
CXCL10,-0.022678495665177167,-0.02855224715307535,,0.06869416927466603,-0.01657086073954103,0.22907803063584606,0.018472685424356906,-0.011829462132410942,0.13407618050711623,-0.031288588923781106,0.11568278280771903,0.02028025215205891,-0.07870341650807852,0.026170710783497454,-0.04826242457430352,-0.018553017099504028
RSPO3,-2.1108780656942727e-05,,-0.03713473370733747,0.024417833703939525,0.01675553852189442,-0.0614454327395784,-0.00803534042452783,-0.051795733914486705,,-0.031074159806157492,,,,,0.09158031342665007,-0.017183385142377244
CORT,-0.004727626082052183,-0.03379147432709197,-0.04928285093144413,-0.01656938747782347,0.006771358633904628,-0.004227703240250176,-0.0005928983439456099,-0.009645206880192214,,-0.010584330880238533,,,,,,
NCAN,-0.006723444047271655,0.011876899167022273,-0.07867140855042931,-0.05960786993519479,-0.0194132234489897,0.16488178467508668,-0.0424211449266163,-0.06545117056712212,,-0.05285015949516656,-0.08074323135502263,-0.060597874329791176,-0.07350559950719328,0.007524536185433799,0.06830471774594306,-0.046001123835020766
PRG4,0.043738261382239095,,0.04947885838594703,-0.035525732651882413,,0.04800614824166452,0.03559046926957843,,,0.04888175373369092,,,,,-0.021603727701738316,-0.025442358054988047
ZG16B,-0.0011700123798610194,-0.022768190961401456,,-0.0011627440538675097,,-0.0035404592930958594,0.00014644874173744708,,-0.01617488375604771,,,,,-0.029176044045058944,-0.011192097583240532,-0.009968704615216914
TGM2,0.0163707090259315,-0.05786693165380313,-0.011459030793681085,0.033952004560236025,0.02118919185021881,0.10596653695839407,0.01252058756443229,-0.029737441584058517,-0.004055580130042354,-0.07969080447601856,0.0960031961417765,0.046961844774803835,-0.038946916173192014,-0.013287743569636634,-0.0682747728804951,-0.03239433090092458
VEGFC,0.06335100665868017,0.051781298214988496,0.08765398564613756,0.010677812546407366,0.02124305603170664,0.07172418019121797,0.01380167153621234,-0.0036174366015106737,-0.042923682464976826,-0.02797487635887312,-0.025559531921386658,-0.014550532148814615,0.010750669366490224,-0.037817947533533965,0.012627819271703485,0.06078080032144847
WNT6,-0.019830659515054513,-0.02105594833822995,0.051796380096200294,0.012132742563041442,-2.5877254009751814e-05,0.04371205235200492,-0.004538454004746649,,-0.0210922809699122,-0.03235898543682284,,-0.08019620978491773,,-0.0010901376116562837,0.05464905554061446,0.005135763951655783
NRG4,0.02742575232737252,,-0.02783447910738375,-0.03522881649153404,-0.048002003531359465,0.029881965863561354,0.009722102633584735,0.019974096286711072,,-0.04325471478980796,,,-0.04244967618349553,,0.16183017301230793,-0.023375562840269176
PMCH,-0.025226368970271435,,,-0.013622416772886486,,,-0.01065744911879143,,,,,,,,-0.04818871114784093,-0.05356466727119691
COL9A1,-0.0029046813701646655,0.02639257799476678,-0.05790227299331816,0.017870972114231887,0.0378270522856401,0.12871837435598663,-0.004331492761951889,-0.0008464971289727284,,-0.049287719189931634,-0.0201295514323678,-0.0890325797132448,-0.11285432738686517,0.014408675171988057,0.09644410531310786,0.04164398950246552
GDF11,-0.08764529559268851,0.059365901025818055,-0.03241586851248492,0.031102672920921722,0.06192554762579702,0.10870487221618179,-0.024003700239931102,-0.0033253083918448507,0.050443129726122644,0.03705294636911499,0.014905062123705692,-0.04118348977769909,0.012921104567797569,-0.08204451572089004,0.023320079475433606,-0.0006439856089331213
RAET1E,,,,,,,,,,,,,,,-0.009790276400510967,
IL24,,,,,,,,,-0.018494298462092343,,,,,,,0.08917011029686969
SORBS1,-0.06260230045443935,-0.03207617151043806,-0.034036217814671234,-0.04377023505196165,0.032261520078126334,-0.01344454724704269,0.004963172973503235,0.013115157010731156,0.034576294005318614,-0.05457389929504313,-0.029660043778225287,-0.013171449899479836,-0.08795286401931535,-0.015171715029196543,0.02138724894693706,0.011325529573069665
DLL1,0.01799843203444631,0.022821469676192575,0.03724033557788383,-0.06520560318219326,0.0365655302397819,0.043350969130833215,-0.07670660233683908,0.016786657762140143,-0.02375622735654017,0.0315946469037944,0.093992022671604,0.06999109494691318,-0.029594522533993292,-0.06841961265916928,0.005406706069209038,0.02226371646995438
TLN1,0.007112889602898611,0.00962826986322904,0.08178622170438578,0.027575051310673466,-0.043758207630976036,0.134927250647135,0.04701860304123382,0.01683865030512545,0.04141684179223837,0.02127815761927269,0.02237337366551575,0.042275798001794214,-0.05052467333957092,0.0058502843759873765,-0.10007044396917504,0.025034749586070885
COL2A1,-0.03618841633102376,,,,0.15917644290937893,0.06575573744639547,,,,-0.030188740337765075,,,,,-0.054945727126377374,0.042342292766475755
SHH,,,,0.005272347860681709,0.006741357352618088,0.047919610517964756,0.015538499883395179,-0.024779859596843964,,0.047889226485688274,0.11639320165281061,0.11684195914267963,,,0.12379895121770096,0.060102888619460205
PON2,-0.03528413262962917,-0.030308414618583975,-0.11257451897730719,-0.13181459115400812,0.00829564127563473,0.15934751124620722,0.0006645173826341261,-0.02589343992631338,0.030387408283085,-0.0282927960113679,0.09248200669965326,-0.08309247892137825,-0.03226294486175958,0.009287331879355957,0.01161049761647728,0.14410055266780178
ICAM5,0.00916204893181544,0.020260111776178775,-0.039693359635565396,0.021488475759057695,0.0400434248778779,-0.05709498145917094,0.020099531882076162,-0.05318512795945614,-0.017507125865237474,0.028613365732311918,,,,,0.036166811369798005,-0.06035573703329315
HPX,0.014463937183226146,,-0.03713474346993455,0.029723792000091454,0.08675623609311352,0.0815312930041551,-0.0030863651588012154,-0.015644825293035618,-0.012010019217347965,0.07155300517880661,0.028903453148999333,-0.02476427465178301,-0.0425419133728566,0.010764078952685658,0.09461254993126131,0.06339233766461179
SFRP2,-0.031594138285416476,,,-0.003203514090378563,0.010784092452331355,-0.012596228287424141,0.022116427785845136,0.02738790162354554,-0.018252238970645727,-0.04318667223963243,0.09531081861281789,0.09010950687925502,,-0.019694063856635656,0.009171663357438237,-0.009279020547923155
CFC1,,,,,-0.03285756407040254,,-0.025075253255258386,,,,,,,,,-0.052923323759179984
CD70,0.005605508777619348,,,0.07366911908680304,,,-0.04075302327249534,,-0.0031008786413119277,,,,0.0350187734833597,,-0.06542945032447442,0.03840074502537871
HP,0.09706474262004501,,-0.10240806794313582,0.00528657830716621,,0.054317767624365895,0.029615866447500003,0.0004197962340294372,,-0.017330340157437694,0.049830823604638516,0.02104875821109644,-0.06526718775675773,0.02939939400329884,0.10349263404961592,-0.029187236138442957
CXCL2,0.017490768631375168,-0.026428895815049522,-0.030986200926564057,0.02916617038584901,-0.015338717492556532,0.12225722845592228,-0.01279596738752121,-0.024902329239240423,0.034136391390971355,-0.03783817635642864,0.09212406519986158,0.007898394023338176,-0.03410948326184344,,0.0930533348951263,0.0015594885450342035
NPPB,0.06343095926440873,,0.08896974014803283,0.13325590432020015,,,-0.02133458004296169,,,0.01813972022925218,,,,,0.15029038248894788,
