,MGH258,UKF243,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
WIF1,,-0.04804685635593462,,,,-0.03390441567899053
NPPC,0.0181165418410321,0.019048785197419007,-0.05606947929834815,-0.02340112292961764,,0.03486706613539781
LYZ,0.027639209697999642,0.011780804674966274,-0.015852396390737853,0.10296422169549502,0.009529178373454752,0.003703587677570837
EREG,,,,,-0.002071293038285334,-0.02127219648011011
SPTAN1,0.013388597949322768,-0.06782433616852433,0.0014417791325417046,0.03478203491845286,0.007373391390761,0.04493167533606812
LIPC,-0.022893164514944823,-0.043301829992448845,-0.04732929760018326,0.09761879978566901,0.05878191969660268,-0.028813363697598293
COL8A1,0.03280444709420749,0.021549734994714288,0.007253634815926723,-0.05635859927941745,0.01979861161853231,-0.00933340228904852
GSTM2,-0.010977799826104341,0.018610635427755883,-0.12045167806588943,0.021355507002788522,-0.006397607001262488,0.05517289530203638
SPX,0.04193036101167798,-0.050556441887134734,,-0.05524418901866706,0.008729797782277598,-0.07874229958887728
MFGE8,-0.0056840716434451,0.05657078730637581,0.028373657647477166,0.05701384331403174,0.0391686019015118,-0.02744565330979194
TGFA,0.04780536526641185,0.08990955033178984,-0.06097517252681873,-0.033810541624672605,0.07859839713423016,-0.0016985974862769187
SLIT2,0.006659012709183886,-0.01304651039242982,-0.03399154733037962,-0.026464600500603532,0.10204722108005834,-0.029228480801319262
PLTP,-0.033277672113585316,-0.040958583235267694,-0.06293330261359069,0.06358401992420819,-0.011181919250513655,-0.0328168835422582
APOD,0.041728029692022266,-0.05152286394130569,0.06517253178988557,0.03753019698894195,-0.07414615088602622,0.033230034029996997
B2M,0.06765306022443847,-0.08663286404296794,0.06452213266036917,0.03926908416537719,-0.04479184359784867,0.05262797274253035
OMG,0.0353508764818403,-0.05699352016312829,-0.013917408031329969,-0.03420863807476993,0.04172004253914326,0.00672867151188529
CXCL3,-0.01439970894840466,0.00023062350002008033,,,-0.016954724577299837,-0.059155051947887026
CXCL10,-0.020979830599115352,0.1275901461799385,0.07674850707866294,-0.03156530189723252,-0.012486249446556673,0.008618890512001194
RSPO3,,,,,-0.014042015226597867,0.10102062149086972
CORT,-0.017881106729439197,-0.023147955172083318,,,,
NCAN,-0.019817000934949276,-0.019790745250393694,0.04428428176990188,0.0402617699100047,-0.019541931441256016,0.0414237193814228
PRG4,,-0.03159152389640385,,,-0.031808948861182205,-0.02571709920627377
ZG16B,,,,-0.02172565839676315,-0.01750888178755716,-0.01576255072599479
TGM2,0.012618167837156457,-0.052818335037863956,-0.01726139108069322,0.023582007499108392,-0.010256374959293988,0.03221915461211208
VEGFC,-0.017881107880747163,-0.022667549141480534,0.07613179634170913,-0.028160768064079418,-0.007724527461681372,-0.05534813824681113
WNT6,,-0.02874849114237714,,0.08487922401523658,0.11952474095787742,-0.01628744400641668
NRG4,,0.005752158509783394,-0.032577696556338895,,-0.014042016800372757,0.03707295016834889
PMCH,,,,,0.023599069026147772,-0.031367858567005205
COL9A1,-0.045263162266096786,0.038869493949252064,0.058794011855630615,-0.014079432031489073,-0.018947245272769756,-0.06981933328854123
GDF11,0.056632862261273516,-0.018587611983801926,-0.02429449142438127,0.04620037697566414,0.04899144893790816,-0.05871511979407026
RAET1E,,,,,-0.015403992658788264,
IL24,,,,,,-0.027383273287171182
SORBS1,-0.03871151155655838,-0.0421534425661706,-0.016583324085547264,0.06442722191646082,-0.017201034106127527,0.06954023512431329
DLL1,0.035393013103016235,-0.058148984592887226,-0.03138684976847534,0.07245860077552692,0.0623271182747165,-0.04740676704155058
TLN1,-0.0035633873907451683,-0.11078609109791701,-7.89876698321846e-05,-0.01391247557782497,0.008664294593847283,-0.018149857900822984
COL2A1,-0.016794932149929775,-0.021929279539686777,,,-0.020435878224797782,-0.0220676149960487
SHH,,,,,0.01843620306374272,-0.02094931333577634
PON2,-0.04111198259321738,-0.022559676130616674,0.07024741681022832,0.000454965587853658,-0.019618043269236204,-0.0345209971068664
ICAM5,,-0.03956943397468809,,,0.02484942432745802,0.0008937063543800915
HPX,-0.01907706295933259,-0.03492095896674947,0.0019010779919789009,0.0066577014014373645,0.020518193822634544,-0.03908929486698195
SFRP2,,-0.02855065306940002,,0.008464024017367665,0.054285185149917106,0.007939447662223839
CFC1,,,,,,0.02623316587994233
CD70,,,0.019545313080156796,,0.05561235777203447,-0.004774381158669509
HP,0.06501372462604582,-0.023307394787153993,0.0752719255327717,-0.04283468400153224,-0.021005321297766222,0.058383435575787346
CXCL2,-0.014289519086809956,-0.0032997222771702127,-0.03209426344539067,,0.028156378903084364,-0.0618994162392372
NPPB,,,,,0.04373206048683499,
CCK,-0.0384238979036086,-0.10150697058803985,,-0.027040267185035917,0.003544932114195487,0.07704395315614819
SEMA6A,0.0504697508466125,-0.030751530327443783,0.05915039489401302,-0.04931014439044675,-0.01840163210056463,-0.030794389210913122
IRAK4,0.07186045040800615,-0.04852027952498689,0.018587912700897144,-0.0152354623147436,0.050878363896376594,-0.04425785554474143
GSTP1,0.05717684210444035,-0.011526933377229317,0.006252691694640974,0.10911891311320286,-0.00888128407429913,-0.010648844734376208
VCAM1,-0.08110926488476244,-0.05514227200630408,0.08089909392422838,0.07309139113732666,0.02601080844304516,-0.009295404868790923
NXPH3,-0.013235920530850813,-0.07093943422613987,-0.02099868463737026,-0.005340226240369307,0.016703825472873492,0.010611382099941242
MTMR4,0.0022434633342677326,0.026251006194359376,-0.004225820819029445,-0.012303153528294291,0.04591880287199093,0.03157888280729683
LAMC2,,-0.019564687793464222,0.1112054465965519,,0.10085002459896932,-0.02358663534705332
IL10,-0.018573026436265384,-0.031040059442516334,0.10683186469258543,-0.03738428122890635,0.07334767857235905,-0.041030778932394436
SEMA4D,0.026945120313340464,-0.015375614715937166,0.030751442335699583,0.05391278039677573,0.0027610790819220903,-0.018598050218870815
TRH,-0.016418288321640762,-0.038179757997854155,,,-0.01595430487105538,0.057205298773340484
SEMA6D,-0.042518675658954765,-0.015716752277906615,0.050519534651108526,-0.030779293853486198,0.01220058688595057,-0.05443120667828175
CEL,,,-0.02098571566236557,0.06594038565850972,0.02147042479029223,-0.025199101956731373
PDCD1LG2,-0.0009956345928620394,-0.026498093904721912,-0.03426920048247515,0.006810523743000724,0.04863706127732284,-0.028115079926112632
SPINT1,-0.03497877109997074,-0.030292103920659487,-0.08031710828870778,0.05307605249156792,0.05814443248166929,-0.05443905909582268
CTHRC1,-0.0017439857238526503,-0.05704624111584893,-0.026806195050900188,0.030004961597159385,0.010824964748300525,-0.006020310073803152
PODXL,0.002371968508281062,0.006056845608154305,0.09537235567469515,0.05396269986328756,-0.018684981969918694,0.05009914880546655
JAM3,0.055212152431932615,0.03446398740720021,-0.004243487926981917,-0.007168682351159888,0.01667334840743385,0.03873173654685764
TGFB2,0.001881941797766637,-0.0032431647045337545,-0.056298632984549284,-0.04297986889052182,-0.022366651160187222,0.060927031298768176
COL18A1,0.04230350262100114,-0.07756519509807906,0.0034529138724807783,0.013780054376405388,0.015346280663500947,0.026721435337443953
NODAL,0.010095814025023263,,0.034314258708862434,0.04598723272824967,0.03693909617546219,0.012096312121059149
INHBB,-0.027408356373621084,-0.06736225577898043,0.03460487504610235,0.06558617652111551,-0.02192696462448493,-0.01186349226656934
LCN1,,,,,-0.01613386146038628,-0.01654401233233653
ARF4,-0.004204703089027349,-0.07768176498324682,0.06373062916463104,0.04573428325446467,0.004890713266828253,0.008573081114554546
CXCL14,0.055914530079277304,-0.06103323380115639,-0.0034259433084063745,-0.02619244322261572,-0.0653032654643683,0.07295480843772906
LIF,-0.022175983458731143,0.04424782772892181,0.03770732151104758,-0.05507609801754024,0.06121534436882602,-0.051586407212985866
IL17B,,-0.02338487375310454,-0.03110767830428763,,0.03475240591853863,-0.018705280379766674
MMP1,,,,,0.023113814429405542,-0.041860983402194206
MATN1,,-0.01842510106251749,-0.033991614331876016,,0.132661054339559,-0.017046309840060003
ADAM28,-0.006409041018738479,0.08024385049181687,0.002742334153982827,-0.026332753944443493,0.0028754660200889857,-0.034713654075803374
TCN2,0.015952853551453674,-0.07639656106214457,-0.023435608117820257,-0.016517658562829735,0.011271027002085408,-0.033061932530844204
THPO,,,-0.032577732492458815,-0.022409546643858365,0.05890404681095637,-0.0255454451526505
CUBN,0.021613737835475093,0.1047436124151855,0.10386667481686629,0.06253054065123977,0.026828447289411746,-0.0031917173273084414
TIMP3,-0.003336627887327705,0.0074455210558828375,-0.05532356010472843,0.022251900537055773,0.003910136504171136,-0.012564921549214415
PIGF,0.04154619140156386,0.08540438188870073,0.08758682630180593,-0.004580434035663294,0.032661229361881546,0.03547179630317309
CRH,,,,,-0.02392445161595947,0.005378631103252552
BDNF,,-0.016383275854895296,,,-0.0005939373902791086,-0.028619163804441253
CCL5,0.009041879215077857,-0.050029687409578874,0.10809741129448454,0.05886976788076475,0.03720080402461314,0.07065719079982616
GAD1,0.06747553843200615,-0.055059565293738365,0.015096622448673543,0.0405179423354893,0.12158186722382118,0.07426240959749912
COL14A1,0.014286777345686818,-0.016064479737650128,0.08950852370098206,0.011372881207500378,0.02310660885509868,-0.06607108537727686
HLA-A,0.008916146592412353,-0.07805959367844649,0.010444920782148197,-0.006108615249639286,-0.0026331281879625125,-0.0011493909459987233
CD5L,0.028675238121998126,,,-0.025579881672344536,,
FGF18,,,,,-0.01595430615105674,-0.02340150620855524
ADM,-0.016708852231009326,0.04308354181690458,-0.06963933560701788,-0.020546825909997176,0.05069542685337638,-0.07722113162212549
CCL15,,,,,-0.013837168486226917,
GNAI2,-0.0046948291994555824,0.01282200365642717,0.09767811416393095,-0.011513866611012646,-0.026842837663637046,0.0014269420677058583
HDC,,,0.06153360073532709,,0.015889984991608704,-0.017046302119947607
COL11A1,0.049140972748982055,,,0.0559585849985021,-0.02660351995137232,0.00823908819456602
NUCB2,0.026726671785695936,-0.032798445818864846,-0.04948706839039522,0.015573685653981411,-0.006193263266364103,0.07553814713680843
FGF16,,,,,,-0.016796914733783294
CXCL1,,-0.07536646001149466,0.04194408613238206,,0.09161514604098177,-0.04272760151171634
VCAN,-0.029845517542252946,-0.03189667111988232,0.029430909777821427,0.010207272316363132,0.007685407344023748,-0.05032351826162781
MMP7,,-0.022119007395516033,,,0.03887497233405862,0.030333507197883365
PTPN6,0.08027273893803971,0.0697381992609743,0.06223462085168309,0.09329821852830382,0.0747129220605509,0.0009190134848227867
PTGS2,-0.03558510197469148,0.008856041894589562,-0.019148971972753025,-0.03952089643137262,0.029238151320711694,-0.07103797774918284
XCL1,-0.016033519514998713,,,,,-0.030336983374297674
CD58,0.07575627217943434,-0.04577556910794823,0.10136228915697525,0.05391855808694785,0.012058206458369598,-0.00041617137193883526
TNFSF14,0.04525241531796789,-0.024346823203535903,,-0.03055195773619799,-0.033188148651988957,0.02873494178771818
CNTN4,,-0.03048048175699978,,0.08695730080473973,-0.023544802681903565,0.005408520748904333
INSL3,,,,,-0.018946222283174195,
BTLA,,,,-0.028706811458348774,-0.01832004962422755,
MFNG,-0.04902933839957399,-0.07380750971673718,0.014829340440715587,0.03715231397312841,-0.07070907098953813,-0.033750237108089214
ICAM1,0.06909171326378603,0.009489818098424484,-0.02036470112030642,-0.004656478375769019,0.007720619447681163,-0.04708015655711449
PROS1,0.06264917178438531,-0.024692630428277126,0.050866670041720775,0.014277952450348432,0.04995692656252895,0.012178616810112777
CLCF1,0.015281293822781088,0.0061062078740595944,0.029072848370896274,-0.029180514921245387,0.05474662424501794,-0.0006943396852881931
PSAP,-0.016016207940494215,-0.05905222727071805,-0.0429068043255077,0.08916647229452652,0.04191949907004987,0.08175795679893146
EFEMP1,0.011871578199898288,-0.02210715130258354,-0.01974499992342606,0.018567078971945847,0.03205595676474195,0.032537614840569745
C1QTNF1,0.05843055984852504,0.056915054233430164,-0.05393689920735487,0.007182195201844317,-0.030034415597202692,-0.08960104049778338
ALB,-0.024138088532595383,-0.003231153722427958,-0.043522685235899486,0.03209611030891871,-0.021423640514348537,-0.024134503561168235
EFNA3,-0.002406373521705874,0.06380282388456643,-0.14217025864237778,0.019356817799788307,0.052109774052647384,0.060626016204992944
DRAXIN,0.08437193492396416,-0.045301586967538165,-0.08078304474146937,0.017328325248557902,0.05175942567342136,0.0184580562200993
NPTX2,0.0037643496136952896,-0.06551892525965199,,0.07600988494926962,-0.02659799393943936,-0.029478207802427037
FGF11,0.0004597169931930674,0.01124046188838011,-0.07950291140109626,0.07476257000695698,0.0775146264185693,0.013979520708933005
CD59,0.016335222346304558,-0.09566834375842465,0.024161690282903412,0.06812740129147386,0.018993548101576874,0.08040727256401839
COL9A2,-0.0024715213765949045,-0.010839562025522696,-0.014547547981118337,0.005959851423210979,0.01896221561934361,-0.045942434093958526
DLL3,0.002093457734457927,-0.0487531025533035,-0.08369848114380343,0.07573553962190367,0.006657288664392287,-0.015450388339485971
FGF5,,,,,-0.020776910209543642,-0.028813355019088393
LIN7C,0.04694461230106359,0.03384390526463366,0.02857244469083465,-0.07388002571734587,0.01408475917622512,-0.025907474199009944
GDF7,-0.0166075935638848,-0.018425113601408156,,-0.03255237027195601,-0.02702587984053858,-0.026057545194769886
PSPN,0.045242790818901195,0.07412378804096355,0.020016072032396987,0.061265865939935424,0.04257378341121458,-0.013351664468304061
ANGPT1,0.02678552500936559,0.005687968337811999,0.09503299045430945,-0.03422334649580846,0.03938588364183074,-0.017786878063024265
PNOC,0.05538569223665019,-0.0350892848018836,,,-0.019554260248048853,0.10741338898622718
L1CAM,0.049474265955788896,-0.0276069390179693,0.043756400620430784,0.02676551609470843,-0.02379846836873688,0.047707218452207795
APOA1,0.017999360983021805,0.08578288014816036,-0.04869079906826144,-0.00404140821894021,0.04189720650209213,-0.028184366918040934
PSEN1,0.024861331644456558,-0.03907276339472149,0.03620866652602783,0.013622386353958044,-0.0025598937826732332,-0.021977387390062546
CALM2,0.04650737531988566,-0.08179482887893955,0.0981169184032,-0.0008426046060682199,-0.06525763827826529,0.07696349709098502
CLEC2B,0.012467751661153447,0.023240787091062223,-0.033741882310141906,0.045219323290536954,0.04183096162852169,-0.005663230060030595
NTNG1,0.014945414314107806,-0.037224573721977856,-0.03009246976758568,-0.024974765952333434,0.0412310977623631,0.02812600383479154
LRIG1,-0.02697871218582644,-0.050487967476497544,0.1342901771282558,0.03877673774782785,0.0005885575442302352,0.04446137626225253
CPAMD8,-0.014613257063056054,,-0.038793622793462317,-0.004041844672594586,-0.01985200102445357,-0.018476752546670836
GHRL,0.017083130730915257,,-0.0618587725339773,-0.00621434199678195,0.0023890697284733955,-0.016287449621314325
NPY,-0.021438218439945186,-0.05354529732793137,,-0.028976454993785428,-0.006693429847165266,0.045953862935003836
MMP2,0.015164609297247415,-0.048836268956652086,-0.008493313838198326,0.003110956997068927,-0.03261873302763853,0.026076354997627907
PPY,,,,,0.008747395601178785,-0.03307565171386052
ALKAL2,-0.021883472700848457,-0.024083140759093378,,-0.04014512261394385,0.02187357575596434,0.0059664990203726195
CSF1,0.022276260060036954,-0.029584306520842197,0.04696685518577855,-0.07175834135228902,-0.039357410380370085,-0.1051405930136135
SEMA4C,0.05795825101265002,0.028971951739827848,0.00739279981124617,0.006446532370533697,0.06231709830898276,0.009617655254203637
BMP8A,,,,,0.007062233599844206,
ICAM2,0.07738214742230984,-0.04162248234097332,-0.05846548036061851,-0.011012880024879858,0.01719811893002427,0.044309468645293386
SYTL3,-0.015372268345158768,-0.01611259098284156,-0.055392953562761825,-0.026336218511555095,0.01670387810162231,0.00934260980391421
IL1A,-0.016980369847145495,-0.031186653131305978,0.030946080098424204,0.11865164091042608,-0.015903275500801138,-0.02927720251768208
HLA-G,,-0.029140745692778948,-0.03399158647727322,,,
PGF,-0.05484374573790681,0.05057003023422719,-0.029986904250891597,0.05289968313130056,0.0532158311496074,0.026195499526794855
LGALS8,0.01770938043345123,-0.04050874552348877,0.05350156170857728,-0.01607157022147279,0.0077091675337357685,0.03412079442125592
DKK3,-0.034001765245850024,-0.03537301936553713,0.07743712049541088,0.0492385031168536,0.04013081632123473,0.08120076728286253
COL16A1,0.07273105132672593,-0.04008073892855797,-0.1030487715133811,0.05679183148985364,0.026013917068749424,-0.040941343845870865
TPH1,-0.027223733427232003,-0.024538879645927738,-0.003544389980407928,,0.01239650344526174,-0.03846890086078982
TNC,0.04472138053321883,-0.013312875576035244,0.06024599188500172,0.0036396467491477793,0.04791029570229624,0.006877893575281857
TNFSF9,-0.014613250127366492,-0.03458237467883356,0.1656367217630355,0.021847607130897808,0.06782077169836079,0.0014581800009849575
C4A,,,,,0.01310900155576266,
CNTN2,0.03357584461827907,-0.025669570725500475,-0.006277387944562698,-0.03972413130016097,-0.016224416489551207,0.044940808217115026
F7,,,,,,0.0001991992241138062
LUM,-0.04163812126348189,-0.04387704928953074,0.07171834090463856,0.08032146670655181,-0.02272044834780572,0.024940527835111564
IZUMO1,-0.013963423425489481,,,,,
BTC,,,0.023576024654813083,,-0.0028146604282042434,0.017259531610531956
APOC1,-0.055633521745836495,0.03370605958780544,0.009559628508754976,0.05648977852179114,0.010043998130107349,-0.011412619389279453
PKM,0.06158467234149376,0.04065848458006931,-0.22328156452843867,0.0177715260751809,0.007487852114044542,-0.02912640815209323
TNF,,-0.05468304273397407,0.024220422408656742,0.23676829610809044,0.012610907555277565,-0.017774867517475076
GNAS,0.009284266845721274,-0.02952439734215183,-0.005023909098499181,0.034777603814569964,-0.011142677422250166,0.0445073237593158
BMP8B,-0.018234923961115267,0.0028470468820406872,0.03980512419840831,0.07240469864080191,0.057969025252528596,-0.03006245728101195
LIPH,,-0.025208853709234806,,,-0.032215508578156776,-0.028343300287422664
CCL28,,-0.018425097428061216,,,-0.013204616780747863,-0.02689259026410423
PTPN11,0.025298616383648064,0.045274629337400535,-0.10561107125580907,0.0012067131372106058,0.02332558048626275,0.016010187957001987
ADAM12,-0.04965578727811348,0.0008400343699913396,0.014300274279952185,0.03762483275063107,0.006882644110044624,-0.030974422450942115
EPO,,0.05987495297265991,-0.046459218473736005,0.11713317105510322,-0.01404201253806699,
EDN3,0.0020921533091563392,0.043653116976411846,,0.07561753626446614,-0.025514234545416552,-0.028343292311074943
CCL22,,,,,-0.0027765688703784096,
CCL2,-0.02577799790151387,-0.021507559156619,0.07621393185787737,-0.10988181437474819,0.017834430252262414,0.03478962444286892
DSCAM,-0.04043817223848573,-0.05793834027677961,-0.03890707294722529,-0.02423209747806003,0.03754316659841964,-0.013088806106499025
ANG,0.0002651207123496605,0.09096479312058081,-0.05568226778432385,0.11367983664366896,0.006668955714760352,-0.056356686700775156
FBLN2,-0.019242449148382974,-0.05031361979414398,,0.01802802907547553,0.016969954392880286,0.06765478584659676
VTN,,-0.023852395949525013,0.11633511863774786,,-0.02290017859734179,0.008157759423837141
VEGFA,0.06759481852293084,0.05949012412795988,-0.15748227947204518,-0.0031011885817813505,0.0006779345049483616,-0.047968991154542756
F10,,,0.03295896281422269,,-0.007753832860295171,-0.023401514632220972
SERPINA1,0.021613238046930598,-0.07163424279016124,0.002133362445930412,0.009681838712291937,0.04665042188257674,0.01668308128069876
VWF,0.018431266817778486,-0.009271911714367097,0.0323261953990764,0.019911136743111145,-0.0015685867445412141,0.07250494566336481
GDNF,,,0.04083321963759573,-0.024974758978694996,,
VASP,0.01223659812801295,0.01199993528308851,0.03418890555459661,0.012055332100755487,0.06743469761914961,-0.015407750971094118
ADAM15,0.059703366574742275,-0.020878825958963843,0.017247229866874658,0.08181713488701227,-0.052909686575432886,-0.04674134844593253
WNT2,,-0.02142436740620149,,,0.06614012873095332,-0.04474349625160173
CALCB,,-0.02242387924668803,,,,-0.027383286710308815
OLFM2,0.006937348273369854,-0.044279085356133244,0.005146759631715124,0.014548290964455372,0.0059718020461764715,-0.02492741744320671
MFAP2,-0.047968974579838994,-0.028748497995461326,-0.04151540402822003,0.0026789532874343276,0.022647486781554982,-0.04685508135273252
HLA-C,0.019490364999060147,-0.07052024987199099,-0.0912882349343057,0.09950381869669675,-0.015045602964208852,0.023498771049764458
THBS1,-0.03171935198532367,0.025709155697708628,-0.03464017107510699,0.07542800250678698,-0.01318814691184761,0.057020521508249586
HSPA4,-0.030729249905552085,-0.03194801386056022,0.009942909658901999,-0.05675926745680926,0.0328261927612578,-0.026578000847658993
LMAN1,0.010177941487291063,0.06205568808588863,0.011584191275014807,0.016120783575599675,0.037697231840640805,0.011393631573295947
LYPD3,,,0.19190317189250855,-0.0318144388665949,0.02859467751271186,-0.02588780605230532
APOE,-0.10753470986397413,-0.05005857040256342,0.02347445808663249,0.051272184879774085,0.013734972373581024,0.05925595832177419
SOSTDC1,0.11143844568001625,-0.027132029704842776,,,-0.02341708525702889,0.05442500527929181
ANXA1,-0.02549509357664475,0.09266441148212935,0.08562109255080778,-0.0016306336749392697,-0.03451561398574472,-0.005773081192345907
WNT2B,-0.018223704678748367,-0.02687740341834258,-0.07973116273327338,-0.04116992594789465,0.04123705754779562,0.03627573451822408
AMH,,0.021873857812890835,0.011443237527543384,-0.009949600956832545,-0.03133200589351023,0.033296146310696655
GDF10,,-0.020908476558106796,-0.029573220880009903,,-0.026076948370897184,-0.028657387950888822
EFNB3,0.03308419340786915,0.008376449429874087,0.060265692621147886,-0.03358894612389505,0.04702720538470666,0.020926098061774097
LTB,-0.016831909633833263,-0.02542874467917646,-0.051160620430318944,-0.00550904511938687,-0.018346412915485815,0.10214727325969403
