,UKF248,UKF269,UKF334,ZH8811Abulk,ZH916bulk
DCN,0.055472192911978115,0.04468243893050034,-0.044365039635848286,-0.039533163190452934,0.03400554285586211
RARRES2,0.05379686871043344,0.03922075521416563,0.026508256440143887,0.09646871720217307,-0.057504629253877254
SEMA4A,-0.025380800653029147,0.033238232912288425,-0.010694413363977652,0.011767934820041894,-0.090436995698002
GDF11,0.016370163567578904,0.04880313533778766,0.004547039204554651,-0.018129376790235983,-0.025314657186610072
GPC3,0.03039914895788739,0.08034616465162349,,-0.03087884453878056,0.04291387760350584
OSTN,,-0.014860826949497814,,,0.05401446909402464
GRN,0.06290035022796464,0.06561391472302869,-0.012356246029703952,-0.03270017286745104,-0.037003261925559736
CALM1,0.030932253376138325,-0.06439219506830934,-0.061888878996432216,-0.05252421530109197,-0.08184094983948652
ANGPTL4,-0.03613898381660258,0.02577006963954756,0.002683984630960191,0.07002907325594897,0.09186344270024573
BMP8B,0.0417573081827394,-0.04021126918437198,0.028506993545502655,0.042275516640772184,-0.045324077357383585
TNFSF4,0.00677189279075342,0.04575119235152219,0.03537090722038383,0.11626841408647329,0.06856962732853908
RBP4,0.0011193388256981007,-0.011452140095294187,-0.045496604993573435,0.022324048203905024,-0.03953526864782831
DKK3,-0.02353307771047899,-0.012049352569308811,-0.055681501376766626,-0.048251314929946,-0.08158956747821643
COL11A1,0.025953022879910723,-0.026066238757333736,0.006294504626134455,0.05045116120043486,0.09913220607595762
COL5A1,0.02155169628528181,0.03874716182267752,0.01721419672362169,0.031952990392959395,0.07542374802919878
KISS1,,,-0.013609609973769235,-0.025174778337189438,
MEGF10,-0.012677449278483396,-0.017513438350923227,-0.005402974872993812,-0.022797659623460382,-0.06447839967137191
CEACAM1,-0.01580393568753256,0.05180150533995622,,0.06374834937470952,
EFEMP2,0.05583070524800362,0.026663926356921507,-0.02266630364700169,0.057858451378313094,0.09154414151112393
IGF1,0.03241945960839175,0.03269863833633928,0.056342217353345346,-0.022008579366065033,0.01488651364530476
COL6A3,0.010177593003689896,-0.02034017146098729,-0.018247056882234283,-0.0007105844227002766,0.049072966824561234
RLN2,,-0.016494112473929016,-0.011596590794398213,-0.0164387009752272,-0.02560185117441081
WIF1,-0.02341506103228574,-0.03138027738763854,0.007320586641404825,,-0.043344098302106025
IL13,,0.09292314825778625,-0.016129554205397054,,
PLAU,0.002708456158760119,0.06944973860671624,0.02497928416959492,-0.010227563367740172,-0.0003077936007471416
CXCL12,-0.007252173564311719,-0.029383448144942148,-0.0014843090059106403,-0.0015386416487442088,-0.005980129338983459
MMP9,0.07284789326862365,0.04645322277285313,0.01696177725503245,0.06582082548123047,-0.016471576683651575
TNFSF14,-0.016432795465366076,0.0843678568407066,,-0.022482462312618606,0.009959757096232499
HBEGF,0.017870715252335717,0.04280557263393056,0.03774881533220712,-0.011917859793467836,0.06716910650514024
NUCB2,0.041708909419333216,0.02842621577050994,0.0318576637858111,0.027200756903367658,0.0119893601358817
VCAN,0.03539789823694983,0.011048463782586886,0.051716646307293765,-0.0713498503325213,0.10733467518507218
VEGFC,-0.023953879651811553,-0.02333674271218833,-0.014035394310368043,0.00044121191541788353,0.048590192635303744
LMAN1,-0.016961890513693508,0.056496062275430727,0.0013099911349326047,-0.022110604412968464,0.006843195168745531
IRAK4,-0.012689444080579646,-0.03500876323855497,0.036640563582752445,0.021716971692789737,0.043094391636463336
MICB,-0.01159161026094017,0.014204066710381266,-0.02841425574683764,0.043688771048402804,0.04251256447325707
COL1A2,0.0790185712364214,0.08073921730514044,0.011700617645457415,-0.06455782447376657,0.06610854459797154
ICOSLG,0.052335993463529955,-0.0007015371605969135,-0.025867369822973926,0.03817485142686454,0.02941916353191457
GNAS,0.02050477306524189,-0.03441036322500404,0.028241629863345778,-0.031066370651233317,-0.10423632214612767
C4B,,,-0.02011814009615956,,
COL2A1,0.03985786479279062,-0.016337610958219378,0.04765035002244014,-0.037558877985247936,-0.010237009279680255
GSTM2,-0.025988487264010783,0.014852317175598971,-0.00824871888721626,0.00013777716301573931,-0.022193489143304695
NLGN1,-0.0028714259015570325,0.09007002628167995,-0.0024859079611439247,-0.02601652484216843,0.07879049035887246
SCGB3A2,-0.020137823575044195,,-0.01876532548352732,-0.020513773306042222,0.06409857838853036
LEFTY2,-0.00635710511795303,0.05882708744375695,0.014801611977949408,0.07174361256028992,0.01678393274831319
ACE,0.047372022514877495,0.030358746132445658,0.003627196583856759,-0.08215111098379226,0.04492152499114131
RPH3A,0.05883726790261093,0.013311883088260387,0.02208505088370395,0.0778755289537271,-0.046956074067845695
NCAM1,0.02385341713378896,-0.031979370043521436,-0.007404228175939241,-0.06474941921177543,-0.10166759185462497
EFNB2,0.025355925822390765,0.04666957651656863,0.03442475121719569,0.05144091392014878,0.01799370773759068
ICAM5,0.006640038720247776,-0.007987990921217639,0.08860842004461877,-0.048024290748373444,-0.025840113108154785
CCL5,-0.026621297833904423,-0.03254556852590925,-0.015503245232800653,-0.0015899260592114346,-0.02911108828984875
PSPN,-0.0061607015153225635,0.03253004846944987,0.002985057649419875,-8.31481723099746e-05,-0.03462385118675327
PENK,0.030659871053852927,-0.023478794109965236,0.04572641626319837,,0.03892895036110135
EGF,-0.045864615967037295,0.11324338070591976,0.04299866824940077,0.06490141371934743,0.05246750977228093
UTS2B,-0.013760379045234701,,,,
F10,,0.017063551768137872,,,-0.013488835622717833
FN1,0.030242145966283097,0.06515714262606127,0.003970042113566408,0.0044149862265072054,0.020969154847710367
FGF2,-0.07787656471980854,0.029745093515823946,-0.025321687883737037,0.024088313611709145,0.02067838703241781
GDF9,-0.029998385725651434,0.07000557427533627,-0.022329308592161107,0.08469229460045825,-0.04047157736996753
