,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.09525476572716658,-0.002728200720015024,0.0002620085969871933,-0.06718763641530168,0.04333302145931008,-0.010120335781451753,0.017441547027516217,0.006780005009837077,-0.052554714266575576,0.007673719059502804,-0.0025268012856075415,0.049126650973008584,0.05932122805842898,0.053622870244363546,-0.045392091579817447,-0.001910306657844613,0.04098365545849066,-0.03544973326910859,-0.0015403797117812734,0.025607882942226313
NTS,,,,,0.012013233588740057,0.01668376792848399,-0.01837217880282557,-0.01972343149950626,-0.019719890814795717,-0.016914698801330633,,,,,,-0.031055511145936448,,-0.04733338864300191,0.0013034777027332277,
SFRP1,0.03777535857147081,-0.0330883259994328,0.016682938779751726,-0.02021758974481457,0.025429614155369113,-0.00838353307115539,0.02765765304280204,0.05758523716820242,-0.00021507284948713205,0.06190509225975231,0.05517738249838537,0.06787644895274667,-0.029516846462182958,-0.05949548333485606,-0.05900793900946747,0.025028613817778732,-0.0013320994829804135,0.0350505149144029,0.008497912944633314,-0.04556643852572418
CXCL13,,,-0.06665324188508177,,-0.044119509489764605,,,,,,0.0707579743794828,,,,,-0.029901482184002105,,0.025992992725914377,,-0.029625800399508274
MICA,0.07615154904974977,-0.01644676846308509,-0.03204805798274512,-0.03885598832481345,-0.04653469223292388,0.025588234480443978,0.10146597443088155,-0.027330361785623935,-0.0022942614893382294,0.014401388189238725,0.06845147327493604,0.005127695944995523,0.04359018154929308,-0.029407398841558775,-0.050341926727521885,-0.006581936840151329,0.042099168241085186,0.010524194948829835,0.035049453694231555,0.02744535869383558
TG,0.006698651097399305,-0.03527401835416973,-0.03748211897025785,0.005436295000025659,0.0047529141358875595,-0.023453042962101257,0.0031446916097952636,-0.016660415546180234,0.045644207996409294,,-0.02409284835583266,0.03299755160493821,0.07164254037862297,0.060799604848759355,0.055575557235975605,0.0786516473372386,,-0.016848516521772616,0.08900463655508836,-0.016960102566251106
ADA,0.03808977855307524,0.06634979780332613,0.002597512710885846,-0.00038315859368886866,-0.016501973181814834,0.034458605611427696,0.04771939494651809,0.06354513901492673,-0.017808483677414833,0.06503018148635645,0.04101398216892186,-0.007464067913419201,0.060981219569270835,-0.06492565907925141,-0.05008762101707716,0.023616322422570012,0.0040513558119046,-0.01611289505442561,0.11499857331262606,0.005318311422613383
LAMC3,0.017269623035407126,0.059967284368248115,-0.008977307574099978,0.03033078190218616,0.03344278341186316,0.04660813010671445,0.07368596115307155,-0.020357641241897845,-0.03605623074096686,0.02355887941349119,0.07313791738938966,0.06252532706817585,0.06963511328650485,-0.00974355373713591,0.0616487352090241,0.03352220605796137,-0.015640164996460933,0.04826383709209876,0.07525882138822572,0.06234299358070763
CCL7,,-0.0142480711916078,,0.057982066775554446,0.006755233565029258,,,,,,,,,,,0.0020223667867033676,,,-0.028143525321120317,-0.02800344087041493
NGF,0.09055720432508389,-0.024463230689794613,,0.03179329694741751,-0.009870153179250586,-0.022380493491225804,,,,0.07916704543279085,0.07284968227728196,,,-0.0868171988329927,-0.0296690352631706,-0.023042524010583345,,0.03203232542820508,-0.028901347978344184,0.07407719085625887
TNFSF15,0.13283042891099872,,,0.016231956287530235,-0.025609524959888476,0.08198729793140973,,,,,-0.01585972120259269,,-0.028497845899962893,0.01701309360446796,-0.029963217143695837,0.02525014275505125,,-0.012712568843214147,-0.006833907080214966,-0.026895186496297865
HMGB1,0.08241967002872314,0.022096290994754398,-0.03149609640736827,-0.07117406925075957,0.036162530768382696,0.05454500829654109,0.12950149296046656,-0.010371812055061186,0.007134422024490401,0.00609756044471933,0.09577114714243684,-0.0141564821060098,0.022891453097728953,-0.06608537461726126,0.01499885643553344,0.008385573458562485,-0.051810599677156476,0.005350846989875369,-0.051798678860281416,0.03475916083129723
ITGB3BP,-0.07385314530510305,0.0017619162239244691,-0.05873031652192927,-0.0002792098898598357,-0.06378423905408027,0.0175961498351098,0.09711784777474104,-0.012096102287887897,0.009607192725748745,0.05148545423050572,0.03336071480850107,-0.0008673803374585113,-0.022996251234617036,0.0024851260435250645,-0.03039725852018465,0.06148028591512371,0.050246131324441175,-0.017510024642886767,-0.0006904130616820449,-0.04521298174281502
AANAT,-0.013978675670667042,-0.0206717836063347,,-0.015982836237637157,-0.03902399817131701,,-0.013482978503422572,-0.014982809064451395,-0.0007025184587268892,-0.031106562680266788,,-0.021585014788049493,,,-0.02079423354652341,-0.01750320050782655,0.014896037508448003,,0.04134191002566941,0.0003982019329547396
RELN,-0.004958191107268504,0.0670120207565388,-0.009115982767939124,0.014580167460207115,-0.03289216689810064,0.031038905114911884,-0.039563289348999935,0.003030766033831403,0.010976730972941507,-0.023786843093334852,,0.01976518991015493,,-0.04803535566982131,,,0.07942735492979804,-0.015355405471922736,,-0.005217592924015623
IL15,0.09659140447868453,-0.045052001152272675,-0.02719505585902697,-8.741749748674224e-05,0.006303855240060168,-0.019336503969260732,-0.03516910219413658,0.004371539089282504,0.006410038049428624,0.05639302311281535,-0.03729230946452109,-0.020019103572761175,0.039462099854497015,-0.03728446382866307,0.0469935250279809,-0.005294852804208656,0.024498761071657566,-0.031009867967415932,0.07714307428052264,0.09396394658098842
UTS2,,,,,,,-0.006619527936392971,,,,,,-0.023247169014630118,,,0.04269624036710533,,,,
BSG,-0.1333504625545774,0.04568859349449754,0.010805897884093736,-0.00753357529232667,0.041752732304752904,0.04146560717843461,-0.02654576155313071,0.024303014345870476,-0.0076764475998936784,0.011910560185706942,0.001054108430911475,-0.045608089887195266,-0.05364250221820975,-0.05693997005102903,-0.043764920287942856,0.03654089977362726,0.0018259575730704676,-0.002910589220754623,0.029797078431227614,0.07657278701274135
ADAMTS3,-0.022385687351319142,0.008308307432613614,-0.03174933912843826,0.002313887085771254,0.040020855142426384,-0.0065567850032947714,0.09136349201080582,-0.041387233311537215,0.00598116111116737,-0.027987746016748548,0.019634850509594518,0.011395203298046863,0.041450618756114894,,-0.0248989777312356,-0.03470751840827325,0.02073208549024644,0.039426610925192576,0.04500262086266417,0.0766929010126622
CD34,0.07689768812609152,0.09090045868321693,0.011647668163602468,0.06276182247136977,0.06698818609384724,0.13166137156571023,0.027194625888455403,-0.015318510846588435,-0.03951278721302871,0.026497154789560395,0.05736299641055467,0.0213740278648183,0.06778457930076731,0.03401232534505685,0.04310044213047558,-0.010343947988350817,-0.016957654372479633,0.0480926512931152,0.07950135057194813,0.006481668645550896
CCL23,,,,,,,0.03392342831071026,,,,,,-0.026890838514837954,,,,,,,
PLAT,0.1247017529693986,0.03779457493107937,-0.037977376889539415,-3.628153446059325e-05,-0.018668983660734956,-0.0188945378063478,0.09105055906687591,0.03309169213239062,0.037474234069483546,-0.04355965662166606,0.015423042595176873,0.05895898356477821,0.0460459060604913,0.03473850311202153,-0.02074650722916406,-0.010996807009201708,0.006762583506592795,0.0029603953900565545,0.06722001008338399,0.09067772896794846
NTF3,,,,,,,,,-0.01818987289167298,,0.02568155727277101,,,,,0.005916232472130599,,-0.01583186914347386,,
LTA,,,0.018438751181448308,-0.020217588799003938,,,,-0.014430006581970026,,,,0.046638313058764966,,,,,,,-0.0067868423291534575,
CKLF,0.02568279266481469,0.049094442704863336,0.016005191876308455,-0.02034505745728449,0.015786868656863958,0.025808801238433342,0.07030119175666094,-0.017990016011042845,0.03801335013540592,0.07196871941556492,-0.003694911216484956,-0.0390905626570514,-0.045801797208139206,0.1423362923631312,-0.0566039803214229,0.060523997175283124,0.06600525543295169,0.06785091131638842,0.037770828945137405,-0.03336553241765165
APELA,,,,,,,,,,,0.022401628415267154,,,,,,,,,
CD24,-0.03148844492159948,0.013336630438755541,-0.060259317531555216,0.005953075261156244,0.02598663243781744,-0.009447111212110056,-0.003542921386833222,0.030454683920574745,0.07344984975138476,-0.06250379161411249,0.07279503146252887,0.11201159526366077,-0.08119755579804773,-0.0742604351660814,-0.054458835320026634,0.05447932388546242,-0.0052736521605593915,-0.011907137577243737,0.007663298942058484,-0.08923896270618564
HSP90AA1,-0.06273674919774938,-0.022090337877972765,0.020819231876558562,-0.00583977442165775,-0.05589313404191226,-0.05365182791491834,-0.10419782722293458,0.044222779044509525,-0.008826580995632655,0.003679350655278562,-0.007530340988565065,0.03475394483330684,0.052150501312727505,-0.007958280178958626,0.03090006390806077,-0.05971635974638264,-0.04403116504212206,-0.03596381230534255,-0.08832683324665286,-0.010106324701792685
BMP4,-0.03994352078314466,-0.04096504080764606,-0.029219952021745568,-0.008316314129912837,0.01620372524301947,0.07631726653251253,-0.04129882308828451,0.00026745323627521154,0.02413666416897662,0.018719293411554573,-0.018873895689683166,-0.0170583460112934,0.06286780564378024,0.06895614610957557,-0.0105714756374003,-0.020763816477052693,0.10878245271042668,-0.017882911671607524,0.06451702081535673,0.033814975637377696
SCGB3A1,,0.1540015096981457,,,-0.03762856344494213,0.1248600396044425,,,-0.0065061191687328926,0.09150105437182987,0.012304758830225294,0.10522918975384085,-0.033185455035430085,-0.053159175977539594,,-0.030367209301359544,,0.07675987722539919,0.11798708032176772,-0.033850921929862346
IGFBP4,0.06105872178626146,0.0703171271950321,-0.038745553604026234,0.060813936994950926,-0.021487559758124188,-0.01622206983738755,0.022241153873544407,0.020537927657226274,0.07126888469706458,0.020237444113404786,0.08645075401225405,-0.038011566435492236,0.02870087516762522,0.028075549235054426,0.013593047176981518,-0.015586631210736135,0.037222930328444946,0.046439931172261806,0.10933673752026495,0.07253181320613263
RSPO4,0.028015359700109318,,-0.013508249002344033,0.048157333720701266,-0.01981684574800173,,,-0.016782976131271558,0.006629537359818929,,,-0.027769651727408733,,-0.028399364440944968,,,,0.02496918859247534,0.01828050288511405,0.07968766260426334
LEFTY2,0.022766083470811285,0.03986228119998858,0.030640599795891534,0.03468232851623275,0.12090538757659534,0.032238706261655044,0.12568473281708858,-0.011293811189410188,-0.02283023242893004,0.10084891238510439,-0.017932425953409072,-0.02471336284517388,0.04928998728256967,,-0.02657326816463798,-0.01693666615397823,0.012296585966641864,0.007376440098987997,0.04844867512823692,-0.03649637553399127
PF4,,-0.014780085233330761,-0.02507363014555427,-0.013762823983170903,,,,,,,,,,,,,,,-0.019713322793959806,-0.022028928251445565
ANGPTL2,0.10862183580285106,0.06838394410121605,-0.009821533215352113,0.022208424678908607,0.06514636564854659,0.005170441896688916,0.04106623232601736,0.004956564407404179,0.004777015742620049,0.05511237491352059,-0.03406375064226575,-0.062368414409591906,0.03775567807492821,0.037004659821137695,0.04880377910247407,-0.033071154287232646,0.03626183269117902,-0.007876041991594604,0.033005010677740296,0.08082141903943799
LRIG2,0.011020407777076106,0.04238607385085966,-0.015007492805965875,0.0031953374676659684,0.04348438767059928,0.051789940749310245,0.05006867697608885,0.013233674879796075,0.014605055835452596,-0.010342270747928707,0.03891325010614254,0.031585381620698544,-0.0006658919501682281,-0.02041568026942838,-0.036461205742470665,-0.002485897964931745,0.04847787785621723,0.006000102061114978,-0.008958731191715799,-0.02197256990021382
ICOSLG,0.009285458271744986,0.034146703529717444,0.011257233527475052,0.006466412762886909,0.040986684441748515,-0.02350189845639693,-0.010301973205239102,0.005679575048325797,-0.02358381295007029,0.06135761443221481,0.03388847573006338,-0.0382772043023857,0.050377783288777164,0.029276996323458756,-0.018372124687761872,-0.00401565876940696,0.08435758326051436,0.018745617712274325,0.10124151406431915,0.002361369433729373
WIF1,0.006663477074843081,-0.02659436437280671,,,0.057574492331956655,0.04546156055392732,-0.07098151392465968,-0.012951025164256988,0.0055449869972093785,0.07415995896242018,,-0.03746275184593205,,,,,,-0.01652755593466432,,-0.02767924326609562
NPPC,-0.017501270209634906,-0.0011134011152273866,,-0.021349533998725204,-0.044288238336004856,-0.04735499512860088,0.005309108330183786,-0.02526333507876549,-0.028935779426447972,0.04679183678333678,,-0.01603339893395454,-0.023758978735489964,0.03523500440819863,0.004020073122705131,-0.029784170916556156,0.12164403748857178,0.01105389748115836,,0.10698987970553712
LYZ,0.021196825708332936,0.03335859046358437,-0.03369062584036127,0.006925190380586512,-0.011755925972548781,0.05215996813416055,0.08451788511258389,0.03642227506909686,0.0107515349270304,-0.03331869159744249,0.10190775641871187,-0.03831521185483582,0.030330238215520798,0.07130604843782105,-0.017301884210421205,0.02452702312531769,0.06489513207124024,0.01347477639407314,0.04188868601631186,0.02163539678895536
EREG,,,,,-0.008068852167839268,,,,,-0.03403676256365581,-0.02096917326551721,,,,,-0.017407034433018394,,-0.022144383674202,0.05364045252440473,-0.005702227962072469
SPTAN1,0.07111108442294757,0.05971638852822781,0.00153599504188748,0.021456600403830434,0.06618689146554299,0.06563028479268357,-0.014694791609732541,0.01712745595682029,0.030368816467130952,0.008140397008095483,0.06383717683777303,-0.008066768889897888,-0.09926184726769158,0.009800017198442753,-0.008209498415267198,-0.08357077455731213,0.03411813050677279,-0.052354303881760794,-0.008549267589179394,0.08963171841146528
PTH2,,,,,,,,,,,,,,,,,,-0.028274966316361866,,
LIPC,0.06378586270847564,-0.018094709194023516,-0.0009059986187443118,0.06921407184666405,0.0023810049340846928,0.06016686347923428,0.06778784826316442,0.02527779233964231,,0.02544974339275234,-0.026219257481462713,-0.00922619479637675,-0.025193964882015838,0.09062206161867765,-0.021568185273550745,,0.04110878432507939,,-0.04214986655193731,0.05270955748262333
COL8A1,0.09177677522045082,0.013288840436835446,-0.03272892616931021,0.04193695958294664,0.09415758743626351,-0.023380240951568022,0.11697985844255027,0.055740137010215185,-0.006752380857650171,-0.04454756257458358,-0.0635778365864856,0.02632430571923441,-0.005502114542868553,0.0016719110994140403,-0.04809584653958196,0.028619377246905994,0.05000858125969705,0.02632583603010945,0.030954768112818647,-0.06764019565932108
GSTM2,0.04580955455081028,0.008407129059245188,-0.016860223150787865,-0.06066996219325015,0.009881385883753178,-0.016351617816763055,0.010776484525181193,0.03339405785774309,-0.05132448807884635,-0.05413589019338196,0.023535197869916192,-0.03045298477933943,-0.03444240095407101,-0.013019933859175558,-0.06264315573995347,0.06593514459941677,-0.04173260865039927,0.008579318379811037,-0.048896111877637066,0.028661904365468054
SPX,0.09710863119689866,0.06712416378385327,0.07623506697498299,-0.009413874341483964,-0.022266215556438974,-0.03549567903798726,0.017854686578740977,-0.04360430117342419,0.04785514226851913,0.017113283648341075,,-0.006400088490247691,-0.03149708393546144,,-0.05878013608650995,-0.020116142481888807,0.024594050554727836,0.0025750292823433843,-0.01720453351134688,0.0101436404436531
MFGE8,0.09414075017291744,0.036323096929177685,0.03349490326622011,0.028345800901392697,-0.0015703431519025262,0.043158796164179204,0.006474744033755832,0.02805940178511468,0.03357170037268367,0.04646041429712688,0.024854133821662298,0.02214854169981409,0.04416763389150559,0.011730612918174182,-0.05341273192083132,-0.025423830769835655,-0.02134880776459796,-0.037961454699559895,0.08244192649512919,0.022108067663551827
TGFA,-0.03522712507583938,0.055230572467547985,0.04317033035933822,-0.05894788445571295,0.07402683057352752,0.04299513967465222,0.052155737683065063,0.04290654259811756,-0.023723474434437175,0.01696224716914862,-0.028259979752385138,0.003182973544274761,0.00934732254504871,0.012817890643367611,0.016852550185881807,-0.011448768099377884,-0.019948637934097468,0.0759646645737098,-0.028232386579662677,0.09073002753853734
SLIT2,0.06528820435828372,-0.05480331781394848,0.0073124564607265135,0.015198805960078618,-0.06677830258824048,-0.017488845631181842,-0.026998143113290823,0.027681866406903538,-0.0216882000486595,0.020040282100182678,0.023379809692772393,0.06239862763150939,-0.08151903454211612,-0.04047719606041071,-0.028158487734790693,0.09212464113574789,-0.01622915209124119,0.00916407185413634,0.040812644600794236,0.01314162640607326
PLTP,0.0753175221347612,-0.07397401317629335,9.699637088820791e-05,-0.003950075619002281,0.029600695504893294,0.014681452023790216,0.026617404853478945,-0.054108240095397934,0.04995144417471958,0.010556281462322563,0.11074421292710607,-0.04159090272058524,0.04612493432615111,-0.0561234134716192,0.038365791859929034,-0.01418812790218209,0.059804066201577445,0.03894962543590941,0.002036566796827274,0.006918712679201369
APOD,-0.0053478173340882436,0.029351180034780006,0.027955588957577732,-0.029886560773966186,0.09270860813715776,-0.019273982132897903,-0.0057682429352400805,-0.00016378352554525142,-0.011032897410522944,0.055507818694193814,0.12242401163446416,0.03882519097198232,0.0545600697830149,-0.011822420129414975,0.04518597234168262,0.006345749287386318,-0.08438086259079887,0.01323248336616165,-0.06469959761672157,0.03409480424574439
B2M,0.16071227254593937,0.025077644058005343,0.019809149365792554,-0.004441721629902,0.011264551546167569,-0.005750222275912102,0.06988176792275884,-0.010392370832959769,0.06043244053420563,-0.026843602479439545,0.08725247854078068,-0.030238128336860244,0.07321644291524994,0.12134289640674682,-0.00022263158728395578,0.03567017269370035,0.03572673803744663,0.040758312770735154,0.038274431404136784,-0.0008576236556504404
OMG,0.0175735460399034,-0.000866028481313627,0.004643386790496147,-0.02179508731134774,0.09226375633255834,-0.021183662405574722,-0.023586390582325974,0.04418728241968906,0.014793832619973885,0.055620280305587466,-0.013279892641881204,0.05812007464608053,0.06958072652925783,0.06438701819235203,0.003485899942013373,-0.013480111662579947,-0.03598353421454143,-0.01040896073381314,0.07666162338997913,0.03947402469040085
CXCL3,0.053481257535202886,-0.026744868070692842,0.0013945282124986503,-0.010820208907855724,-0.02241885754835485,,0.1313866636752399,0.0025761802917494336,-0.022273826270095876,-0.035998796993825674,0.08616988563866244,0.033060285921430524,-0.024486010200932523,,,-0.03638213509835622,-0.03026755476709473,-0.0038828269652394364,0.057653187023514775,-0.04701239098809858
CXCL10,0.04296532469989086,0.0023775213941753305,-0.007056778776879583,-0.017547902301183395,0.05153039553543688,0.08484474222772746,0.045277095319181435,0.07166716491790946,0.13016968837145937,-0.06102901001489448,-0.018095214134940224,-0.02291096402511702,0.09285629209441768,-0.005369848839482149,-0.033585663471395195,0.022315975005876076,-0.04077685249611595,-0.024293739793958928,0.08518579484014871,0.022542271284121375
RSPO3,,-0.019354192417707434,,-0.015982835056686517,-0.036702448122156575,0.013001065999281098,-0.02213976562914121,-0.013635516868235241,-0.019632833741101387,0.010085130593192564,,0.03072303874601331,,,,-0.025941969326193907,,0.06847564171789502,-0.028560175003087634,0.06558502815838525
CORT,-0.047803314014175535,-0.03359105103295854,-0.04477991566254307,-0.03584273485882293,-0.0245575344057785,-0.008891150288476424,0.00116942886051914,0.01751946467655318,-0.020620835155538374,-0.030878156484120733,,0.034253163707822436,,,,-0.02275012689847601,,0.1667471456729855,,
