,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06443702725396612,,,,,,,0.10327243205138477,,,,
BMP1,0.09440811534867369,-0.013104156285430152,0.04488852879516513,0.01908145039891354,0.09208535468592303,-0.07541275490763596,-0.09637174057686947,-0.20716399581782355,-0.5101617106093955,-0.17188905884736114,-0.01761485978169863,-0.19154276779277218,-0.35316474123563424,-0.052341108338223225,-0.11777284653730932,0.07132529946041265,-0.05276990780593503,-0.03995979996901223,-0.15066889306139652,0.03271193363900207
NDP,-0.03268469503170246,-0.04453000278229094,0.08574157967782722,0.07002412452020852,0.03836132844327875,-0.023750418905719387,0.24075101219488684,0.05233769561053133,-0.153317452290758,0.07246261935282323,-0.01323814391979768,-0.0909099970727487,-0.08004268203845975,0.08622243253971013,0.09988648698025193,-0.005237481705697006,-0.0669685921617372,-0.050610187668599566,0.05608234969882066,0.06256931039346528
TNFSF18,-0.02848147797549317,-0.03221857510827485,-0.027484776594289866,0.008583237806291832,,,,-0.04038972861825189,-0.10691155859470265,-0.015118332976813125,,,,,,-0.028312865471133614,,0.05070480803723422,-0.09991732238616476,
IL36G,,,,,,,,,,,,,-0.017847158734438807,,,,,,,
RTN4,-0.02047948416831625,0.3088651642228239,0.1345353745140872,-0.010893942975516683,0.02594407401975822,0.05457564156342074,0.30118974911481233,0.43551537119413064,0.6523927922355868,0.24858339796666853,0.25720011558865125,0.5907667543375104,0.5698453491682277,0.0662879487132112,0.05099622714706269,-0.0921641296501942,0.22003674310622853,0.044805662994052864,0.38522750082861207,-0.022288733731613122
HEBP1,-0.003743862636111933,-0.1261812047680051,0.03124369339316962,-0.0034344602064719414,0.0368478762548675,0.011787437946129135,-0.06006408840709427,-0.188488967526554,-0.2634409306482125,0.010341830040387504,-0.06757432081462111,-0.23053055530560715,-0.07004360955742056,0.11899416644441312,0.10246451406970745,-0.016236102748258596,0.012087858558346971,-0.0761086872048384,0.038019818928476515,-0.14753548954158813
WNT7B,-0.02509129003171282,0.39237452178026794,0.03030585727159774,0.023125034577231352,0.053333062815098614,-0.009539448491211633,0.09465315990589022,0.1074779833445528,0.40110133137718135,-0.03362296853649438,0.08376958673285372,,0.14234591462196527,0.046570187157420576,0.007235314602298538,0.05007144527456589,0.01522435365225972,0.0045038362051630304,0.012104527904546506,0.055984693781443225
PTMA,0.04992887190941691,0.00408216980810944,0.049012642249391794,-0.04729070347044609,0.11019249771206661,0.008024060671821624,-0.22659128698341632,-0.521987107521949,0.13255045468697135,0.18148535701798382,-0.17387340275620342,-0.727981287200716,-0.562003051365341,-0.11739962388260945,0.05411407213670359,-0.03094957729504946,-0.021167208979449445,-0.17979100273195175,-0.18706663658247963,-0.28210185175968905
FASLG,-0.02509129712495624,,,,,,,,,,,,,,,,,,,
CEACAM1,0.03393168840024266,,0.006884729088335359,-0.0048897876223712965,,0.017187637616973207,0.015397558287701162,,-0.1131707963376928,0.012621064313555213,,,,0.1245960353482058,0.02694783531925519,-0.027865342199960973,-0.025291070061043634,,,
PDAP1,0.07019073523087054,-0.0764052109944857,0.08968366532543236,0.01265169909426914,0.016725183320136235,0.045314187936836156,-0.14374318824135662,-0.23685783370115845,-0.38744397470697606,-0.0021233531889156354,-0.0454102095307489,-0.04613828526609922,-0.29496764416158905,-0.0936048103485903,-0.049256114517095655,0.006577694374219188,0.03823727963391719,0.005064805357409354,-0.06567912508031801,-0.07564025904337152
