,MGH258,UKF243,UKF266,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SFRP1,0.020938727476106696,-0.04867252491741673,0.01027826787827954,-0.013920454313390451,0.10591052043651739,-0.0587705159554923,0.0026206367028249384,-0.022393099745756623,-0.017191508377138457,0.020546500257883394,0.0020629333153508508,0.04139703309852653,-0.04370977005549571,0.03849812351386907,-0.022359191173700266,-0.02966150114292595,0.061829598207257065
CXCL13,,,,,,,,,,0.015294165315567102,-0.04363048994272699,,0.017994882842217678,,,0.03851158079595099,
MICA,-0.04023493141166519,0.01987395674641817,-0.009424952685128872,-0.032641409780337936,0.0558415079320346,0.004709508731064592,0.08081211006403391,0.007629012744403053,0.05593076953180762,-0.021001850677580435,-0.035458726358778045,-0.0081847774533001,-0.022635365564379995,0.13156608090377947,-0.04991659810331341,0.017962439854910535,0.03490939386809876
TG,0.03298567475177242,-0.002510744786476149,0.0946923714340379,-0.010074172233886458,,-0.018731382863648387,-0.07874677662888431,-0.06137914254331925,0.008742158262292205,0.06728023965941571,-0.028994811098319126,,0.003817830552938805,,-0.022520142813308306,0.02716769650788224,
ADA,-0.061632892038706595,-0.037161929281554575,-0.012746711007336656,0.01923547329756759,0.012302432456857837,0.07503439208363452,-0.017492619182533677,0.03521134019026444,0.0014738286216127844,0.03755740671786003,-0.0500958506613426,0.023179449258064304,-0.005991722582638574,0.05318884326766887,-0.011033359165197425,-0.08753749244426948,0.04602571158416898
LAMC3,-0.03925791292803853,0.0706905233888088,0.059896026045964265,-0.01509536007145912,0.035455298346002716,-0.010109482056726484,0.0020038673189728307,0.011939975426141902,0.080989668030028,-0.01603466737125861,0.0274097026316874,0.09057790734460308,0.059279333909662946,-0.010691010398269233,-0.06292086833265986,-0.11877176478055401,0.06479057518444124
CCL7,,,,,,,,,,-0.028260975596142015,,,,,0.003464955876415974,0.14189410299762759,
NGF,,-0.01816151481087851,-0.01317016879868183,,0.043099678502969016,,,-0.05381045271489516,0.0713553552772157,-0.0013573765495062775,-0.017748872030086387,,0.047861920547699416,,0.05794092183649761,0.03240721948068372,
TNFSF15,,-0.02246806043996901,-0.015991472257974437,,,-0.014873527103464873,,-0.0432447279955213,0.048779242443956115,0.01121271188052747,,,0.019272277449985043,,-0.027231544921998904,0.055248903688086944,
HMGB1,0.07637181963683146,0.04230362377843806,-0.0326681482990105,0.014533797628562987,-0.06880812437071533,0.0277661366386447,0.05126317370429463,-0.003114082904234529,-0.028457853892025826,0.06383490680478808,0.09447298724935017,-0.0384251348052831,0.007013307647155939,0.002603631723358454,0.06185354524881582,-0.040083868076659306,0.008813560772007062
ITGB3BP,-0.036062260390443523,0.02770827073995319,-0.021086788673846026,0.029239188900835378,-0.027171827798919544,0.04500107948840703,-0.0732193182952217,0.04934778142827056,0.11103700858909185,0.059595727879252526,-0.0007209995889337663,0.04716862681006249,-0.05707488518512934,-0.037112930327323906,-0.013813544633965797,0.13910275357771384,0.005947714779053024
AANAT,,0.058502690189683064,,-0.011612659702740214,-0.01677939505332981,,0.10529585729838083,,0.05831862838799674,-0.01550589387578381,0.004574207673325793,0.015009334984566962,,,0.004194745761477598,0.011588240067283397,
RELN,-0.01987225839243366,0.08623705109213468,0.01680155639423402,-0.004731646065861178,-0.013621894253070636,,,-0.038591716042624444,,,,0.03435814332304047,-0.019075752840712328,0.017404537130659908,,-0.07559927565156777,0.013845170267316772
IL15,-0.05324390072162951,-0.031937960084915167,-0.011378883193589345,-0.024959411397317596,0.08214523260627939,-0.04637520047059194,-0.05780907650719094,-0.04389859486787972,0.011127500357840336,-0.03226018710260155,-0.02022433760984473,0.009178291855313965,-0.033815037234533885,-0.04175148495788629,-0.0013999706876903619,0.015276291059058297,
UTS2,,,,,,-0.022490283663898786,0.019653519385986275,,,-0.02143327517618544,,,,,,,
BSG,-0.15357436883826509,-0.10028595537550895,0.0009825016264993032,-0.011723577894151408,-0.006912150991752645,0.03302778696788274,-0.06364037478800758,-0.002262751220111876,0.05460822368508414,-0.07657038076636022,0.0003455091104756691,0.11159804676234454,-0.00800177564561618,0.021393748338175363,-0.07375899495693918,-0.08206317884734693,-0.03853651955755068
ADAMTS3,-0.04759624768698975,-0.017712604859690256,-0.018328089057241686,0.02615867763327803,0.11148693527337582,-0.01605442477084959,-0.06819273318411372,,0.016321481440647743,0.015566377793481629,0.010858046523409937,0.045227252847623765,0.05454875720560021,0.03830325190207091,-0.009100820854753784,-0.05168083789709728,
CD34,-0.05985464741429398,0.14492116692239132,-0.010037527135004104,-0.008126111527350993,0.0066152632000023755,0.004050180964253549,0.03646340755058276,0.07683747751661571,0.10678027486233936,-0.0296696078876587,0.05786632101091896,0.023154546914341892,0.0434713480005996,-0.0009058338264574165,-0.03770102832827465,-0.033517845162767984,-0.03492112769224079
CCL23,,,,,,0.04094323758172568,,,,,,,,,,,
PLAT,-0.10947325687384911,0.002928222855958877,-0.005481609121276785,0.02155341384017466,-0.05334566636401147,0.08908987034559014,-0.09093337008633676,-0.014280864763592858,0.057960914158486886,-0.02967657685057845,-0.08463301002653822,0.05504511579842437,-0.04460987120076749,0.030759191023599402,-0.05682409928636819,-0.12625117495621524,-0.01095222302410653
NTF3,,,,-0.0038484954558914166,,,,,,-0.044948075629403804,-0.07890084338271855,,-0.03930853316911857,,,,
LTA,,,,,,,,,,,,,,,-0.060997349519414816,,
CKLF,0.04092496535695841,-0.07689461480970146,0.01845484817354364,-0.029375963287107683,0.010988074178363241,-0.04853116394766335,-0.05165565463074343,-0.10910726431391536,0.04109813186732144,-0.031992564107755604,-0.027072392621743914,-0.01789741556021613,-0.09012132619560216,0.019915009670935933,-0.060506150231279456,-0.06434902934566014,0.04360331621222684
CD24,0.0006156111940927382,0.05095034035296704,-0.014886767845404594,0.008464235259683688,0.05058615907643478,-0.02012310043958838,0.006869623247906314,0.04072706921663773,0.10480257436896791,-0.038155317573534034,-0.016733575855431317,-0.040318405076885264,0.024196521843880176,0.05271903988472559,-0.00388270722887865,0.09301861249020636,-0.004063155531811187
HSP90AA1,0.14474326007573685,0.034119597223846575,0.004629838651331804,0.03457073902371176,-0.0604099060868987,-0.00017242020994927845,0.14830402489437902,0.09006596695248394,0.000984344340778447,0.019677938825598897,0.06828520393643302,0.00826965402981003,0.0742301656135015,-0.06352866570229113,0.13293048143395356,0.03886170068852469,0.019256069782989667
BMP4,-0.0164641763230243,-0.008370063243903077,-0.008413721041864173,-0.03457370189146197,-0.026763499204066045,0.08336486835293631,0.01314608668439891,-0.03500149218042952,0.007235366165582894,-0.10501657471660603,-0.02472590153049701,0.08359484459540288,0.05547414110525875,,0.0018505162347746843,0.028320527223193885,
SCGB3A1,,,-0.014525345647113398,-0.0097953920390798,0.06714742100188421,0.007376817264663863,0.12386123161422942,0.05419696036526086,,0.07362751784742252,-0.020680028731242035,,0.008352088131024475,,-0.009842243283904074,0.0041458678153682305,
IGFBP4,-0.05861645374434489,0.05572361872921421,-0.026379337477737675,-0.0004758102987414225,0.06809222113174564,0.01572587051206684,0.092926309457167,0.06590976721132054,0.09738329189556133,-0.06318668006621916,0.053213698344080546,0.08392782619620523,0.031585868244863174,0.011866769012170096,-0.020266311006140222,-0.06129111646156972,-1.920467253030426e-05
RSPO4,,-0.02218615232854607,,-0.009795390606282128,,,,0.06246779437952232,,,,,0.07006865659040024,,-0.020502735512441483,-0.0015370568441937624,
LEFTY2,-0.056068853780983835,-0.037161948665275654,0.01598229300252173,-0.010740765600047678,-0.017847627947415134,-0.018585535596263466,-0.034563591110478076,,0.09594706840541486,-0.021978104410990622,0.05489807908263141,0.10222448254958731,0.07110733077672365,0.1778632945017985,-0.006816730104729979,-0.01411093640723813,
PF4,,,,,,,,,,,0.004709451198237917,,,,0.05736004055777279,-0.06897501466628336,
ANGPTL2,0.02925129983151214,0.021432830410781673,-0.009551450903280096,-0.03003666302522234,0.02660446334947494,0.0162631730040046,-0.10421575828943251,0.01030569748863731,0.013550324727227057,0.003053475506482376,-0.03618737794897442,-0.008255362062520885,0.02127708819301541,0.03359571042846011,-0.013532402775799583,-0.0218645362996076,0.06402512951427533
LRIG2,-0.07450928134645075,0.025844458917103935,-0.033036311177044995,0.038476370143544096,-0.029682042038305316,-0.08001412705896321,-0.04243884739320917,-0.007299111982605913,0.0037610214662703394,-0.0362835618438941,-0.025265151325073572,0.01611214982905797,-0.04007044967863951,-0.015613642611335365,0.06036312655845069,-0.05588474664937909,-0.11901154035247925
ICOSLG,-0.013349914375126833,0.0034723011934421687,-0.006622820789501603,0.04312290254170452,0.04868893496035284,0.03605559128113103,-0.01656751955381507,-0.04405163101716756,0.04515043169199203,-0.014009779093827612,0.0029256823100959517,0.017927972712952475,-0.00945404918443418,-0.015228648840514595,-0.07757453301754316,0.024573427427062998,0.04040545014246643
WIF1,,0.008402591814835582,-0.004713308498242478,0.04493970763951739,-0.04088385333543273,,,,,,,,0.010242289454748173,-0.042485753644131416,,0.06268687712389436,-0.007513493939837582
NPPC,-0.10986780980028664,0.04199670175665205,-0.0278668242748507,0.0697932257552999,0.025922288464422495,0.009427654116535981,0.023043118880357035,0.013997152228748264,-0.03847883881302319,-0.053255842708819404,0.014170471657901291,0.10894272576567987,0.004295359206814764,-0.05617456770523047,,0.0024902413286881793,-0.04849925640022394
LYZ,0.09574721494111332,0.027826251120759284,0.04761322183638327,-0.0072663071502858815,0.007624469521549283,0.09384261333576528,-0.08591152453257925,-0.005336101543022987,0.06630106488484999,0.017039730272997294,-0.005747887439215019,-0.012767901451356391,0.05274153659549174,0.03076176833312655,0.018661187047234802,0.04010913097088944,0.09816744372833952
EREG,,,,,-0.018359993396321772,,,,,-0.019452609053705203,0.002179814681897343,,-0.04810586650625764,,-0.06581844729976376,-0.06590872729893357,
SPTAN1,-0.14269434663171643,0.00765086200048487,0.038067163561472835,-0.030309273845069748,-0.009402420974877415,0.03656623058880953,-0.09834538645991417,-0.04106440695113952,0.026199632429252728,-0.04122895569713297,-0.012043217155973653,-0.029573047494914007,0.031145246772380272,-0.021325462636308877,0.08970994747661368,-0.09635438193327302,-0.09293495097960675
PTH2,,,,,,,,,,,,,-0.026008561458846412,,,,
LIPC,-0.07101002182466286,0.0876837277575765,-0.017645730135378308,,-0.03288241354055872,-0.013652830899089351,-0.052515516939702904,0.0988964353147708,-0.06982049300030221,,,0.061732933494048584,,,-0.04162246496810756,-0.09275708112395176,
COL8A1,0.014662885677021991,-0.003621284816254772,-0.03586519847795652,0.04779235153932717,-0.006591370550675748,0.12541154662283624,-0.031879474260944715,-0.027736972756810536,0.08111419169290483,-0.05381782091484217,-0.06036736756563737,0.054611274075471304,0.026853131042312194,-0.037974940384134376,-0.10740343005018049,0.07688859254799721,
GSTM2,-0.03809898673666168,0.04604557710303904,-0.009622377936515622,-0.02895199745329793,0.042866445017594186,0.02846510674342676,-0.04997089391262109,0.05824015649673477,0.11113949735244615,0.0068254609453689405,0.07785374327630075,-0.048876804257631995,-0.036018922295792274,-0.035088329815639134,-0.0007854353178096223,0.00032444224503406935,
IL4,,,,,,,-0.004960683830836542,,,,,,,,,,
SPX,0.025247181510609385,0.003168383453430967,-0.04538865615151704,0.062272797752263354,0.01625507333249416,-0.019573864212668546,,,-0.004856701883263584,-0.04965842165553026,0.004839462822417545,-0.10616974737311184,0.03855473938767952,-0.05187294437081703,0.01571267352520941,-0.029110596068711005,0.05847412003835616
MFGE8,-0.018930454489042858,0.009627372463042386,-0.012056214550763661,-0.027883588288794843,0.003614854222666033,0.1113545787974776,-0.025929370235989714,0.06060985144253318,0.0743820655499526,0.012635421649260794,-0.03166455379087705,0.09210087496161254,-0.009971191333057563,0.014300534957017432,-0.10994661648144093,0.031380074562335596,-0.04810349462320168
TGFA,0.03725763267040528,-0.08178184820676788,-0.010625503341253091,-0.032687403028832634,0.004805480174852336,0.03330626571938366,-0.08184434072874469,0.05006399179143748,0.017327576675433908,0.0848465228583667,-0.021946012550694914,-0.032199755498061644,0.030982856840444686,0.05294276711854974,-0.024666762403449487,0.03490118343913893,0.1364521721225743
SLIT2,-0.007997551394414897,0.012754928186724532,-0.014211091982676343,-0.03087599981949593,-0.0009449268262149332,-0.01772006069016126,0.050259061588939793,0.18390909779476908,0.038421859278258585,0.03849449907324562,0.00860619169779574,-0.009083511058909864,-0.01597123944063441,0.09132586831422207,-0.07489616225128266,0.029851309222167097,-0.07817751619580363
PLTP,-0.028519571261436966,-0.008905530925640085,0.0049883818432053875,0.017390166508124978,0.05051757555590016,0.01358551471208223,-0.07357725614651477,-0.045205216949856415,0.03988397710768578,0.013104382396341025,0.03391755679139751,0.09741656509233107,0.023190102366298815,0.08577795150229695,0.048281379897840385,-0.07114748817020672,0.13603626208724232
APOD,0.22314994934828813,0.022483116217847446,-0.02389515000057947,0.005186845769215942,0.03264187444368714,0.04509558291418963,0.020960406966525697,0.01424593404151937,-0.07042929884310509,-0.014878542585693277,-0.07569775746157216,-0.03872535355045085,0.0015975635908294836,-0.03641234827691276,-0.028479065774112983,-0.18405781853023287,0.2378177395649665
B2M,-0.08074137914331248,0.10391600314592218,-0.02607158279698349,0.002359141895701549,0.06455666149300261,0.04515497817245857,0.0003900733520504008,0.015586834714727138,0.03098660824486241,-0.024285611927699173,-0.0035964610445000608,0.08263074765408164,0.009232849565303803,0.03080398688027803,-0.0037395888796383494,-0.08865494392757337,0.2109621508974794
OMG,0.08135237354035056,-0.036327372784592596,0.037001641393009634,0.011858411605284665,0.040593777266208914,0.0002819641348979117,-0.05160827285445892,0.011583690894081077,-0.05066716248233264,0.07231685723462439,-0.05951691384371456,-0.035237731198267695,-0.02436308497570493,0.0008256110739972397,0.029783557684942254,-0.10574020335376336,0.16161136818800562
CXCL3,0.05567200495171025,-0.026220161298627837,,-0.010478997431499042,-0.00507889218427354,-0.0406724630033183,-0.04930035818111898,,,0.021579227334189148,0.07855852862422738,0.02634251840891208,0.04453559168823357,0.013008723792011675,-0.004688560466375103,0.049645845974235166,
CXCL10,-0.06019923369443383,0.026998843850703537,-0.015553644234926332,-0.015918364074091085,0.028456371847317464,0.005404321700391635,0.009787954045891252,0.06014152687961029,0.15380966587923128,-0.032912664185787026,0.01167426306255983,-0.01909670928263358,0.009825909688102083,,0.057807104981846054,-0.028680959706661194,
RSPO3,,,-0.02573798608255403,0.019948187396423126,0.03184193618104552,,,,,-0.04913982755683047,-0.06428562897448642,,-0.01819716465899208,0.01844998175889666,-0.004493045263483386,-0.009213078031475638,-0.04573127975171314
CORT,-0.05718392844149622,-0.024874585703878394,-0.026179346340592304,0.00954841274564626,-0.017740810281041915,,,,,0.05930110517978276,0.04406425032532157,,0.01969894233921569,-0.04013881990554379,,,0.002936737341697721
NCAN,0.011262452322201981,-0.010741187808066656,0.06253780668441593,-0.02036456485104311,-0.04229923400153991,0.009526539766397897,-0.0380889041424911,0.032444664720473936,-0.02283776718137577,0.03367364056046391,-0.09022356977631328,0.09343929088729831,-0.03815794638588391,0.08018106591021416,0.04286882283590804,-0.12443345310763412,0.005892683256328049
PRG4,,-0.03394796917634153,,,,,,,,0.034206028882842465,-0.04763196317506195,,0.04895797304114244,,-0.010005830639852524,-0.041042814689904734,
ZG16B,,,,,,,,,0.06065709035692976,,,,,,0.0781360352153601,0.008251697494875289,
TGM2,0.05900923512743485,-0.0018033228417199808,-0.03171315323565255,0.04342038445265935,0.05122925277808132,0.052568008222837026,0.05237689305037419,0.04857341058361515,0.10726329763637826,0.0012086938456683377,0.0573586030417381,0.07695787372150886,0.021539124867476805,-0.05344142844673491,-0.012223208315633552,-0.044801656523346986,-0.051376773904076876
VEGFC,0.09335448310933288,0.025279246019297895,0.009723367834439988,-0.00346939775460405,0.029348683157088926,-0.03567272779471429,0.03226550433700619,0.1890525920515665,-0.016895552669982484,-0.015464718958654849,-0.009629897472480506,-0.00575341873455808,-0.009892769789670347,,0.028151072866238438,0.09974489828266438,
WNT6,,-0.030892871593283345,0.01966503897719154,,,,0.10900044542749594,,0.10968098654785857,0.014458301113071382,-0.041328179409080935,,-0.00947292753294504,,-0.05204947267031483,0.02681089362954626,
NRG4,,-0.023022463792453256,-0.0142877407239496,0.005969985584364229,-0.023113065463705427,,,-0.030092424840016174,,,,-0.05487640831929275,0.016097526463169646,,0.025508440708480094,0.02010973186731332,
PMCH,,,,,,,,,,-0.03702934827807661,-0.0523877802613391,,-0.026166740922190523,,0.02944651462849485,-0.10057513667215565,
COL9A1,-0.07140720313950849,-0.00321749117305546,-0.0011027271895618375,-0.02074970774802047,-0.01810547299004851,0.03264238204520582,-0.06304214336338786,0.013686338492963404,0.08323141680305972,0.024314761473384485,-0.04872156819206922,0.05752794125773655,-0.023626875994347186,,-0.005905650314849834,-0.019025065749685884,0.1171080983209386
GDF11,-0.0454520562780992,0.04384619271536692,0.0006489923092639118,0.013016711187321707,0.04932007821462046,0.012128822341692826,-0.05607826310369962,0.012285838228368557,0.036625929780070045,0.010070264993995597,-0.044200178732781155,0.015573511351669659,0.07487279601256822,-0.030217554267405015,-0.02696572257946277,0.05694492385317613,0.06258289984873303
RAET1E,,,,,,,,,,,,,,,0.015897719123844092,,
IL24,,,,,,,,,,-0.029629114614096834,0.02989363339305721,,,,,0.1068431042121195,
SORBS1,0.049553375945768564,-0.0017454138462592794,-0.0014999904538777582,0.014369998647752402,0.03724324193109079,0.07428095623884418,-0.009990926712296372,-0.051465741194780756,0.015912165672330857,-0.08266638302406551,0.040051427689654376,-0.029772002663495518,-0.026525685299059874,-0.02281122822659628,0.0277637438384734,-0.0671465540808558,0.0023787238244967726
DLL1,0.027912628281930894,0.021372549490087864,-0.0309115391445688,0.010153077492420776,0.03784843550112113,-0.04014864968367667,-0.06802187030888986,-0.06072934703549806,-0.005280028611594168,-0.004469526548016302,-0.10157723670866452,0.06271572882801996,-0.07281636936218444,0.07614685774963596,0.04534165939852888,-0.0077739760289437364,-0.018970479637778
TLN1,-0.032965176550615975,0.04383848705812149,0.0025397416036824863,-0.033722652149323504,0.03846722091047061,0.05268185715075433,-0.04037505342357991,0.04104985035941785,0.038920395340135604,-0.004790928818907691,0.002486193151336832,0.011098980660766339,0.03852128996550053,-0.006780183008251624,-0.06360807422800578,0.014313230681874975,0.03431897583466261
COL2A1,0.11690008854188419,-0.023565007763281944,-0.012644323101732807,,,,,,,-0.04663481940207516,0.05964233592522906,,-0.010776138047835686,,-0.0502007528877235,0.08667502285926452,
SHH,,,-0.013801329617471058,0.09065944725329446,,-0.007855709271334116,0.0726153524489047,,,-0.035879451604511746,-0.01893479198153823,0.018118750514939098,0.04338122987700165,,-0.048508235000471724,0.025402800648662502,
PON2,-0.12588865682854403,-0.011023399086585315,0.045609328816161365,-0.0283243161145608,0.07693192418525102,0.005201807487117662,0.03959005088547309,0.05336195227678838,-0.03573523771978611,-0.019156089907376786,-0.00041713828997152325,0.0798881344080398,-0.013249596960290978,0.02885457719799007,-0.05969354658143439,-0.07861053282603271,0.016965527498998833
ICAM5,,0.03150295328836677,-0.03284950272246654,-0.03496499715870813,-0.059808788772322236,,,,,9.728290482438859e-05,0.05121779240953791,,0.0740874514381743,0.07849374950103771,0.011214924469965302,0.001357493451937358,-0.032612506957989035
HPX,-0.011047410252773698,-0.004815983243003368,0.05127281504991993,-0.009795391040463173,,-0.05410767902431366,-0.021426290657464844,-0.03914742120377574,-0.011588008883842232,-0.0333554199561957,0.018283587473403886,0.034563726336004984,0.023263463577521393,,-0.06330291742520003,-0.035185939518029244,
