,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03585909859535839,,,,,,,,,,
BMP1,-0.02457208165240964,0.034437068969899676,-0.04938691259891276,0.03795903502062129,-0.05630106751442225,0.016023300814528064,0.006496137615722672,-0.2529478129443767,-0.07132798380107973,-0.009095454462581488,-0.10508288775277191,-0.1780518212627243,-0.10846205620726503,-0.147770651121236,-0.05680796245350653,0.004997023890952896,-0.04616466508726296,-0.029561604207335286
NDP,-0.06507368534584362,0.03521612064116739,0.0362699868524453,0.046169938510768796,0.0067918380164719025,0.03153051974876866,0.06055080510567698,-0.02783325419652802,0.08695706690077372,0.014099049829244965,0.0009183726484040128,-0.04941513574274064,0.07823128963096748,0.04840624238584088,-0.07449959267588896,-0.014569490765865039,0.0344110059866002,-0.014606669575581892
TNFSF18,-0.030427330416519748,0.03335758093607068,0.021989525871689047,,,,-0.06398296472890802,-0.05324968489446748,-0.026097026583081738,,,,,,,-0.041642640405237505,-0.028857206004610274,
IL36G,,,,,,,,,,,,-0.030705117486834438,,,,,,
RTN4,0.2536402685556713,0.03547466558239563,0.07766942552892497,0.02636634521024638,0.006579676510539175,0.0701851081724239,0.13448007442922078,0.27651962534752395,0.13383984237881047,0.09814056020331079,0.29909428465352667,0.24127583965464916,0.08874538590513918,0.04046185834595485,0.22939585694754008,0.16916736211719463,0.22544550548335066,-0.05619498101580703
HEBP1,-0.03684690955708723,-0.03213756750558208,0.08523996851065996,-0.029885660334539932,0.019471157723251406,0.04837455343735155,-0.03167924420565552,-0.1061516607941692,-0.014276958448713689,-0.00038323882821120745,-0.04205689428244097,-0.018231987098863263,0.07388696772421299,0.07414961900465802,0.001971700283794593,-0.03475532450879833,-0.0013272523316455104,0.04471034248545496
WNT7B,0.20499132410076232,0.0689625057612038,-0.034709127945446214,-0.06243134555167221,3.3215744841968607e-05,0.15143061714379305,0.10264250322349383,0.13457652576483434,-0.0013300483429207453,0.04204766379103241,,0.09002114295763762,-0.05370540695219503,0.09874636308513572,0.03580894341940569,-0.006210451456786574,0.01206488327452159,-0.08123774711911817
PTMA,-0.023247477181322227,0.03970725060229208,0.08431996301486105,0.11801942784373691,-0.008552106820084969,-0.02409581046013967,-0.13229552900121053,0.10413632179676208,0.09854134577808665,-0.050471073464652474,-0.38171825370498463,-0.23366665775873585,-0.09487515028555167,0.04332121451698146,0.06349407936375195,0.0207949091052456,-0.12186676478029916,-0.11116999311785707
CEACAM1,,-0.029717654901806962,0.02581628917452463,,0.09356541829514696,-0.029101981791719328,,-0.03632212944551651,-0.01124226906744787,,,,0.04035843007665933,0.05342535897161098,-0.01210948053214851,,,
PDAP1,-0.07048960638339298,0.005892998387299922,-0.012846393448425756,0.014587984784433905,0.011737064276395585,-0.008721712653284391,-0.05400866034481025,-0.19026578637696862,0.041215714512541496,0.038576050623362786,0.0015237618643797477,-0.11355632678100783,-0.089706827210377,-0.03684083826023684,0.07954965545711146,-0.05677131621252026,-0.0025191658381850226,-0.09397861669697861
QDPR,0.2093300162394099,0.03406597358731301,-0.006371462804290988,0.09631562860487272,0.0734272708812692,0.06727309688677638,0.05403173398407615,0.16833342639446733,0.07201082485804029,0.07157532842443866,-0.24354733503257467,0.02635809289324818,0.10587826859678713,0.14541539318386312,0.004342103412344876,0.007857285911936438,0.14443404509194815,-0.0017903857588161501
POMC,0.14199428731874794,0.011706901877815007,-0.012908133975984205,,-0.023569275388282615,0.027744317891533067,0.013224481203075907,-0.043320837329630095,0.054704178285271965,0.03669288255299071,-0.09103116758267263,0.12719879980307502,0.09576142367491201,0.06895890509530994,0.013533329999185034,,0.11004602402676321,0.012466644903511332
CCL18,0.06743271188190379,-0.01111133279289057,,,,,,,,,-0.1739810227347692,,-0.006571405882398396,-0.05062018529170395,-0.045436630432432415,,,
CCL17,,,,,-0.02034643744233781,,,,-0.032548073084112464,0.006827166687996881,,-0.028049996542213147,-0.05808352694422087,-0.05946628905627601,,,,
VEGFD,-0.045975930209491006,0.07903147776804093,0.03141571122712149,,0.066760602418615,0.028106323494374197,,-0.060073609126829734,0.04220183436020444,0.019434254447444538,-0.038475504034883166,0.027340398616010148,,0.03331873434431211,,,,
TNFSF13,,0.014142735963989475,,,-0.014034517181008403,,-0.0034565903709012176,,,,,,0.05520779968222055,0.0072819704307942315,0.04714993401265348,,0.10129937497762412,
WNT5A,-0.01103055853288448,-0.0011857585607198719,0.003007697226559219,0.04506178192838207,-0.003863753096285812,0.13082059229264387,-0.04858382692117909,-0.201585239837181,-0.0773578512555178,-0.047619801783369976,0.05294305645735808,-0.09218732642229557,0.07159846128290273,-0.0045216812511941745,0.07480943369223551,0.06133749612386174,-0.07692809552835016,0.14394851702401568
