,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.012576992172517204,,,,,,,,,-0.028443302502065972,
BMP1,0.025125162296551276,-0.0455092825050218,0.00244232663265338,-0.026494671764635398,0.11491894970473271,-0.009226757897129411,0.14863463180694483,0.007685463071324502,0.05103482660623476,-0.03982343196740658,0.05815191446252488,-0.0746710977693,0.05407205901383204,0.08516417080558233,0.006811391476304113
NDP,0.027492620997344206,0.0022139956153151615,-0.05331301722984105,0.030236938619208068,-0.02212932479154751,-0.016194779666198145,0.0533089149162023,0.0036243232194479026,0.13763101986200701,-0.12479023720573791,0.07626675350166162,0.03133954899657077,-0.019149631575324042,0.014131901496295843,0.013700986478657796
TNFSF18,-0.005163098819018225,-0.03557636127992416,,,-0.03291701099610611,0.045956212896114366,,,0.0948028674443203,,,,,-0.021644437280418795,-0.017804095278380623
IL36G,,,,,,,,-0.015795208146118567,,,,,,,
RTN4,-0.005729296029637328,-0.043497301224238956,0.032949391846203185,0.0131842940189668,-0.1664280348533717,-0.029228921674607368,-0.02321631921649815,-0.02200094640553637,0.06103840390237691,0.020321245310077507,0.002309335118214684,0.04250769976272473,0.007865183555486498,0.03992820615023944,-0.10835500682486778
HEBP1,-0.03651119995799262,0.015635710855404907,-0.04067351573656445,-0.04896541566583915,0.08818193780141467,-0.01038819911880958,0.028988807487323295,0.0413886809051384,-0.006171513581813299,-0.049790851879201285,0.0532680364914124,0.05403524694597467,-0.052485121462856735,0.05594747115352001,-0.0032930029503461253
WNT7B,0.018953064651457463,0.025512079281627475,0.04568646183353733,-0.035557064651245585,-0.07448880635280589,0.037760572845034375,0.0548853989345662,-0.017360754014476225,0.02781462129502424,0.08858232049695282,-0.027006105324056746,0.06671854818178198,0.0063072109906445436,0.057259352632395594,-0.005722528585001607
PTMA,0.04330153493601026,-0.12799321270358352,-0.0075206109629359945,-0.05243139482786217,-0.06658531001451296,-0.040991752567838616,0.10526425997870503,0.10181145967021255,-0.021719957018280226,-0.0038414755711550083,-0.0025832311031453383,0.015518314370083837,-0.01821770921638968,-0.010368985640154208,0.017113784999140732
FASLG,,,,,,,,,,,,,,-0.007297225639519835,
CEACAM1,,0.02328642301329505,-0.03525661737720765,0.006672165864012896,0.0022569192267836756,-0.02720699404560823,,,,0.04455051312813305,0.040594991295328904,0.07133145109977868,-0.016200712202127432,-0.034323104616331285,
PDAP1,-0.049694200351883926,-0.02390799582269926,0.04072724676365934,0.0034545677052305003,0.14678286530132614,0.05274949491186209,0.08886233337594848,0.018024752473152633,-0.006347358315090095,-0.0197671748697971,-0.02158225512676671,-0.04659934907869555,0.044951502127263614,-0.020199158434457874,-0.043032161054172464
QDPR,-0.01713405988264669,-0.0063191013981160745,-0.001021881410963956,-0.007787327612640031,-0.07760377946357531,-0.00041659651177228013,0.052426600938040885,-0.06669436251268912,0.07158372935876747,-0.015444589033265219,-0.03532927778419082,-0.0013305525447587397,0.010776849576952912,0.012906971456837113,-0.012558323831406005
POMC,-0.05073962914810949,-0.04881294932744007,-0.024191471174069213,0.0015303362811865814,0.028153971571461215,-0.020072235411186433,0.017094839079953777,0.027613835819627723,3.206621347749756e-05,-0.06885814855909239,-0.025854203620763006,0.05444684177138523,0.0030122539689444315,0.09048505764896662,0.032234676921630595
CCL18,-0.03603813582060647,-0.002907403976977497,,,,,0.04624031794622287,,,-0.04194779827788546,0.017558392042102716,-0.008274663271552253,-0.01804220375176268,,
CCL17,,,-0.024470843434017852,,,-0.021575053099756887,,-0.014429371067286539,,,0.07415103326053211,-0.028061454308722728,,-0.022359556735748246,
VEGFD,-0.0406044456721648,-0.0015196967638762722,-0.00625761646216722,-0.015506871298010755,0.027171212276544187,-0.011176458090909305,-0.01689325876542722,-0.01546440389858029,,-0.04725888374223256,,0.06215984342513836,,,
TNFSF13,,-0.02949074976552629,-0.016879440127137522,,,,,,,,0.048496160729107035,0.0615674092524855,-0.01819231399018444,-0.03643303142453163,-0.03630344012249028
WNT5A,-0.006998360023152861,-0.029330797381423742,0.02228735993947992,-0.03262078832670826,0.08880167680030951,0.027617657001575563,0.03030056471175161,0.020143274611203726,-0.006259369061093572,-0.010044605181236333,0.06508421098898065,0.04030155415617806,0.003330823217434681,0.05040211373731017,0.0007217682382653474
CXCL8,0.023293901139872456,0.10387938349185004,0.009298152053588265,0.03915979235185112,0.025639386526992422,0.01196520714809433,-0.05121919067396474,0.03268511781175624,,0.07584447403857153,0.023797647750229006,-0.13508741685281014,-0.005674738240780321,-0.0023715370521303703,-0.021557212763047173
GRN,0.035684464924248926,-0.043633080626742995,-0.02173273226891357,0.05733682419050363,0.10491114899883183,0.09929721344889895,0.018446677203025976,-0.0010569444703123153,0.030235151718572426,-0.10502360340611538,0.02069027385249019,0.017912955244174477,0.010255859403435607,0.06886588733202208,-0.03001310481740166
MIA,-0.05992342628462946,-0.022885396060917444,0.016885146589174223,-0.04705320559937656,0.04018155447929214,0.035624514663774406,-0.002958740199969606,0.02641678749437689,0.04423084103107441,0.09378791526829132,0.07191917447871321,0.07323827840770529,0.0782440655829274,0.07841960959798822,-0.022183111633780485
COL4A4,0.0010412969762864347,-0.01737915307299321,-0.016789625806638047,-0.03807082407323542,0.014723351490672835,0.06659006382517665,,-0.020544619269546774,,,0.03115359181406874,0.05240902679236942,-0.03265003457168625,0.10441730475506723,0.1332351092232618
TAC1,0.027556217662561725,-0.02712308017615475,0.04075639376560137,-0.008979600405906264,-0.08740545141552389,-0.05028680655886553,,-0.03640936496987585,,,,,-0.027950843847940197,0.04362905388013093,-0.012733816028090079
RARRES2,-0.059470624799952736,-0.017681295202289154,0.026072569307019264,0.04267232033022157,0.12329796410564872,-0.05166636650212689,-0.09971564908148302,0.07373669697333683,0.05210574504303242,-0.00665101494434898,0.0628922817030798,-0.015690665104815725,-0.021694142430073244,-0.014003965994992236,-0.021181113436453344
FGF7,0.01317530071535243,,0.00721845627908914,-0.029691148703741694,0.026434291329976312,-0.029265751666656344,0.040797348104353315,0.00158062338639153,0.06063370491245544,-0.0769181925186964,0.0383016911613415,0.034606220919475204,0.016529374338239172,-0.010273117246784756,0.046009203520028887
EFNA2,,,,,,,,,,,,-0.021260606419131366,,,
