,UKF296,UKF334,ZH1019T1,ZH1019inf
BMP1,0.0181006098249914,0.022089537019540133,-0.1150680737664978,0.005273878052354344
NDP,0.022477980597815368,0.03710089392423274,0.008746794634413633,0.03737962449946911
TNFSF18,,,0.06311445678677685,
IL36G,,-0.01631018900900801,,
RTN4,-0.04587061645089138,-0.031822912524004654,0.02387579182883804,-0.01751737900091831
HEBP1,-0.0227318284790989,-0.024890645938388488,-0.0733622986788242,0.010336435035660563
WNT7B,-0.018482039425408565,-0.01792677732990707,,-0.01576799775165153
PTMA,-0.022949463626284732,0.09172442156352342,-0.06984033378346703,-0.009792622672979819
CEACAM1,,,-0.04397955578649954,0.060127771323117765
PDAP1,0.015635588851688642,0.009646889438839719,0.09118692813973572,-0.08713959849842293
QDPR,-0.05081173626474509,-0.001139049019317759,0.06294148881071314,0.01795139920985735
POMC,-0.013751091133820736,-0.034944754766581564,0.1179509856166689,0.09130151454495802
CCL18,,,,0.07383898146843454
CCL17,-0.022875583776283855,-0.014899820705837785,,
VEGFD,0.12225342071511143,-0.015968599347610746,-0.04321096096456423,
WNT5A,-0.00884594934070411,-0.0012811782340057159,-0.03170613350730264,0.004149043032265891
CXCL8,0.05781304399293604,-0.032416765663825245,-0.03995118909530723,-0.03999383015961841
GRN,-0.00892469758081949,0.02237291665194551,0.02591593748157605,0.025659774767810627
MIA,-0.004091116464792347,-0.02186972860850165,0.10822117560045331,0.09154545565036797
COL4A4,0.042974676335146324,-0.021214448097460394,0.03782120829644523,-0.028719213790943027
TAC1,-0.04409131023280132,-0.03759644183622604,,
RARRES2,0.013280796360873502,0.07557953294440065,-0.05399538863211786,0.019834325555543635
FGF7,0.04206828249754044,0.04214271501488797,-0.03387960293383245,-0.015569532425835328
HBEGF,-0.016145299977745175,-0.007552027526529866,0.012322612334779071,0.02424217294760811
PCSK1N,-0.05778851725971567,0.01824872797257422,-0.012374159929950779,-0.03856732969634865
NTS,-0.00868523308898554,,,
SFRP1,0.014701057744764458,-0.00808674015775006,-0.03166520456470061,-0.018783380321216497
MICA,0.05615531560221923,0.004352904884632924,-0.07929813092652982,-0.023635495093738697
TG,-0.016554960638903188,0.0071523145026163824,0.05158862037924287,-0.03698578972410992
ADA,0.06309548750802119,-0.017749177925515506,0.0047112258813616775,0.11142591813392039
LAMC3,0.019313737296903662,0.0007256065491745611,0.02386929320350319,0.009100849901185768
NGF,,,0.005065998294606084,-0.03375634304244832
TNFSF15,,,-0.05120453124048101,-0.03409105242506883
HMGB1,0.012720433411687918,0.06236587143147321,-0.0046040646783557905,0.00539996323107181
ITGB3BP,-0.0065487302556562895,0.05143734250817972,-0.057554524721993294,-0.024586837907560728
AANAT,-0.019083168306888824,-0.019986684293637123,,0.12383058469527845
RELN,-0.05971688660926185,-0.022126984634529893,0.11622972129870657,
IL15,0.051562247587849844,0.05378781157671982,0.09509888490054717,-0.0029024032577670365
BSG,0.01712556307338745,0.03483817619919276,-0.033318873116629504,-0.0755849160644719
ADAMTS3,0.0544938468582659,0.012915954400176961,,0.1439798190406895
CD34,-0.017864580341543593,0.016800519223010135,0.002124378530249035,0.07485424369913658
PLAT,-0.010635615278182782,0.0130691098629845,-0.06406588927645819,0.05848176464812328
NTF3,-0.012148526862356108,,,
LTA,,0.03686703625112946,,
CKLF,0.009288302578938517,0.008707566272912958,-0.02779600992836838,0.030164904390192634
CD24,0.017968787020145434,0.014634027593918311,-0.03814024139635806,-0.05616718962696187
HSP90AA1,-0.07814329117116774,-0.07115415301391959,0.05441529774789441,0.0033394573287240346
BMP4,-0.01961372795331712,-0.01579520698258247,0.012936527123617378,0.0066022472792793135
SCGB3A1,-0.01609683911340396,-0.01293468380068633,-0.03127814369043469,
IGFBP4,-0.009609957862917235,-0.014367869290415992,0.01314205995433512,0.029310098644045705
RSPO4,0.01942656794591065,-0.025713360285824813,0.011175152313222381,
LEFTY2,-0.01765037837474784,-0.022883383952743926,,-0.030234092479508222
ANGPTL2,0.018329718922515458,0.0760034055988022,-0.08221599302307342,0.012773911550448448
LRIG2,-0.03904841671998246,0.023039402599372313,0.035230293438493696,-0.027250245781818228
ICOSLG,-0.03054879021443588,0.0026620305309388043,0.023477607850097598,0.01965656005320297
WIF1,-0.030290914006412012,-0.015797801579337092,,
NPPC,-0.022370663857012092,0.040866938546959816,0.03755776264626764,-0.028329091661353792
LYZ,0.023342469355098927,-0.005127591162438644,-0.09008165847081803,-0.02105459686961979
SPTAN1,0.011515552178879304,0.03743204308428527,0.0031843128137659282,0.04645618747491556
LIPC,,-0.029119466548534194,-0.015312926231726053,-0.020745688286967177
COL8A1,-0.0444260442176729,0.019352081973446858,-0.03506793873717675,0.02245479078947458
GSTM2,0.002378726046047333,-0.007742671710875568,0.039087050430159864,0.007013598431078835
SPX,-0.0211376798858421,-0.024237895189222872,,0.030396564928397124
MFGE8,0.0431494053929124,0.04094424717950257,-0.034977989223419145,-0.04576439312863506
TGFA,-0.036760116655299366,0.0679211129277405,-0.021433842120168436,0.07739815006874198
SLIT2,0.03305589200467845,-0.04169622531952077,0.07304372035783142,-0.032037697319807934
PLTP,0.060102934532198046,-0.043334257090252445,0.02558412023755127,-0.009820789966857379
APOD,-0.05170478157540882,0.059190671362304825,0.007705210156051407,0.0512821970501463
B2M,0.04326534097759667,-0.010073479497728806,0.031365459298434754,0.013901762113341948
OMG,-0.016909684783421305,-0.07734757482509967,-0.05963991991707531,0.02052383500735131
CXCL3,-0.0001606042577411373,0.011756411070353202,,
CXCL10,0.017834686266003853,-0.021214449437691137,-0.023396006139640494,0.022570537210129273
RSPO3,-0.04181590464823281,-0.013950284809119223,,
CORT,-0.050957347251413564,-0.01886558992501102,,
NCAN,-0.008509669156639902,0.038364527127286066,0.045896338951626696,0.08413572578898476
PRG4,,0.06703431426730129,,
ZG16B,,,,0.00011284243306088201
TGM2,0.009929796259671357,-0.018683404159829185,0.005416498596710464,-0.0192363463216292
VEGFC,0.03744789161725393,-0.016645198005597425,0.005345498686596662,-0.03409105546519454
WNT6,,-0.014527088287946872,,-0.025012060400078837
NRG4,0.033636561258262296,-0.019418564956194664,0.03979295491949209,
COL9A1,-0.017690697393371965,0.04159236025252564,-0.0446086977698609,-0.020641361983990185
GDF11,-0.0268976211009033,-0.04604437503250342,-0.1026336918157453,0.03379649643254257
SORBS1,-0.01399509349619452,0.013020805746396288,0.09618489112056187,0.053896178798285496
DLL1,0.04116545984311259,0.007469604452093941,-0.07039189997562528,0.0015039699711159485
TLN1,-0.012354498552737358,0.0391365099164633,0.09602868029521194,-0.025148080415187273
COL2A1,,-0.01355278882413798,,
SHH,-0.018482042051364774,-0.012934682670114446,,
PON2,0.024217610055388108,0.06794566739280326,0.14699037428240674,-0.005177941820729445
ICAM5,0.05746483029363204,-0.025260736562324453,,
HPX,-0.01609683747236998,-0.012105821059840881,-0.013948875226330152,0.028148395831772723
SFRP2,-0.030791064285821457,-0.025374537238607484,,-0.05229874791502307
CD70,,,-0.013561811876832253,
HP,-0.0392313800740761,-0.005569280735392184,0.001386336962010563,-0.08272245190977402
CXCL2,-0.02237066210621487,-0.011570422668533519,0.13156582322875396,
NPPB,,0.004024433296394032,,
CCK,0.01613127852480066,-0.02807653580217818,,-0.01171737411531741
SEMA6A,-0.03599251560643067,0.04205946495925437,0.011613441285788666,0.016720007353909168
IRAK4,-0.0043832552322293945,-0.004203363660474051,-0.05197299564432245,0.0816637928507585
GSTP1,-0.02573043977902912,-0.015024126785051255,-0.0009334831392658687,0.0292111455915658
VCAM1,0.04140813646032572,0.1508596666065098,-0.028212933667805924,0.020106003847195665
NXPH3,-0.011635563548224611,0.10037488674443772,0.015421530397281967,0.0621803058203618
MTMR4,-0.030523732398973324,-0.02500821387729359,0.015358000292991572,0.02153689781983128
LAMC2,,,0.10556564058706275,
IL10,,-0.014899819757417615,-0.06866775814146356,-0.011142261648603456
SEMA4D,0.0039309416926193675,0.06463652527970432,0.030010496304284144,-0.006853162408585868
TRH,,-0.01597125856002103,,
SEMA6D,0.021703397739748373,0.07334426451631784,0.028274484629220668,-0.03209185408663208
CEL,,,-0.058227077015495864,0.0036601536548591207
PDCD1LG2,-0.02340192683857371,0.0019749668562316185,-0.05276654608208305,-0.026729152546901374
SPINT1,-0.026305773818469748,-0.021869727748166805,0.026740179885424556,0.014010689698390377
CTHRC1,-0.026280980116483263,0.05401076700934324,-0.05449375016548139,0.007690882641081415
PODXL,0.0290026038459017,-0.0609572442240067,-0.036385729030781286,0.000766479842589571
JAM3,0.01158358391190967,0.027768679909966027,0.07318635720629167,-0.018604583039986834
TGFB2,0.024208261626432703,0.10555273477520614,0.1010040762246823,-0.024564260613663808
COL18A1,-0.0474275635545445,-0.006074897753256189,-0.06540376877823985,-0.0638990243833415
NODAL,,-0.02288338139298621,-0.04427962523366423,0.006819071050710823
INHBB,0.0893448652471148,0.03991362974299354,-0.054217653139997435,0.015663615681295383
ARF4,0.0479102930985445,0.04091496495363239,-0.019746932928559738,-0.03046733952403315
CXCL14,0.029314684240847624,0.007603140611550319,-0.018100512576569767,0.020467617572483075
LIF,-0.019083168306888824,-0.0035124510428169485,-0.10363724443780177,-0.05574177921737773
IL17B,,,-0.02164407374060338,
MATN1,,0.011274522835323247,0.03123160411320892,
ADAM28,-0.008742834659979574,-0.002088280829664797,0.02973290301676313,-0.012842244084534108
TCN2,-0.012169603540920277,-0.04957836977652258,0.06596822905432735,0.0030448823194521735
THPO,-0.01985784881220729,-0.013552788694401055,0.10212639801622908,0.1487087206379957
CUBN,0.06236758245718847,0.025238224644193796,0.01019713897890066,0.05604532909635618
TIMP3,0.019279751835435243,-0.016421847446125366,-0.03618218613936877,0.022326124382858577
PIGF,0.005104102633072342,0.032370769483160144,0.04451384339730852,-0.05802745595514495
CRH,-0.011315227234724234,-0.0185367242047484,,
BDNF,-0.03230386249080808,-0.015263920927621315,,
CCL5,0.05306873226104872,-0.018385987662539304,-0.025299473438094355,0.0774152594979517
GAD1,-0.04681186092615792,-0.03659880525999712,-0.051448480078449155,-0.011038494265416499
COL14A1,-0.014770705101359152,0.05650207317048017,0.1630423532727918,0.03438239962436436
HLA-A,0.06605319885833442,0.027671617729494905,-0.057251440825676014,0.03144689615809727
CD5L,,,,-0.03096666834159795
