,UKF260,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,-0.013231781339424776,,,0.05620283484303099,,-0.029003626664314462
BMP1,0.05792755107689909,0.03080063258931709,-0.010227564011042327,-0.013836725156011162,-0.009499713911073713,-0.00016129169430621057,0.06490747838004512
NDP,-0.0014697529944138002,-0.046107209214483635,0.07940081201132441,0.039528534685456834,0.06838246020839144,0.02414200495311276,0.029811224532679956
TNFSF18,,0.06188158636268951,,,-0.014725139340752421,,0.011768310517413547
RTN4,-0.006406871143581218,-0.0794377827294102,0.031451308183008016,-0.08060716174661653,0.022162225260174834,-0.05258679520697899,0.019650978183197002
HEBP1,-0.023816924701138477,0.029004508360287184,0.032713264256926604,0.05241320492786553,0.03450756575873602,-0.00747942445854711,0.0514705427206099
WNT7B,0.01540081447122075,0.013294688160827538,-0.015458553966456082,-0.03444588827485422,0.022551348965266345,-0.020366673885378588,0.028660241533734677
PTMA,0.01634915467908324,-0.011064875060806171,0.03587127313245938,-0.08752110383951867,0.024819365368078064,0.01549694680545026,-0.04971905124663932
FASLG,,,,,,,-0.02515483551122972
CEACAM1,-0.014777320781550952,0.032853534486067565,-0.02179892542426255,-0.01668742919788324,0.028940267630551658,-0.01351765766452986,0.002095189947681331
PDAP1,0.02045215974593938,0.07187520854648105,0.03275260579316211,-0.006976248982489901,-0.027079855617656273,-0.03822513103400291,0.004094696957001879
QDPR,0.03899196769769239,-0.06656268149820409,-0.01847247543300059,0.021892831570214016,-0.006100660916763941,-0.028251826553529365,0.05079100609070124
POMC,-0.029735463837070805,-0.009113350755424219,-0.05234071223004843,0.0021795036317740326,-0.022172528704298766,-0.02211311218353496,0.018367235775264352
CCL18,,,-0.004815906748968317,0.020612753129070783,,0.015108694056720667,
CCL17,,,-0.015465282490865696,0.09968096035757529,-0.01882534462297387,,0.07009583253703132
VEGFD,-0.014138103859097145,-0.004015765027322455,,0.15193706222804915,0.03086896783567314,,
TNFSF13,,,0.02972848217689221,-0.02618430168145318,-0.020187747556019382,0.009203851787491103,0.055026730808274756
WNT5A,0.013221063882173284,0.010962634476604033,-0.002375555209829957,0.01300675728343385,-0.03848680511230887,0.0184493343632475,0.01485889867027045
CXCL8,-0.04869503905521177,-0.04407610706293929,-0.06550790110748454,-0.056150588893187074,-0.02672788572907709,-0.00975995172477897,-0.033471035372741736
GRN,0.021926964353873275,-0.010412088203826294,-0.02221200763466797,-0.022589635432269255,-0.04085263900414379,0.024506757725471194,0.014770563176847183
MIA,-0.02397815045189096,-0.037797804601455105,-0.05544553425465413,0.13665087451607874,0.0071428272706494395,0.01869683227967702,0.001552535166848609
COL4A4,0.0636987234760456,0.1050787323599407,-0.007818973200804526,-0.026719183374095776,0.10153955657786888,0.0006877425097998932,0.008989472586807153
TAC1,-0.04995477443011298,-0.007274629109663419,,,,-0.02332181041532054,-0.015802230239767956
RARRES2,0.0534710651381579,0.05304490768037032,0.005644787422851723,-0.011218644636303066,0.007221927240343412,0.02881998733891922,-0.01194780891691812
FGF7,0.02666028258096,0.039075194619291174,-0.04713917207886613,0.01978425997057166,0.03416865110550756,-0.01372278337535182,0.09567009588192214
EFNA2,,,,0.03534011989130532,,,
HBEGF,-0.032090965722453756,0.022754993472494538,-0.02536837032250304,-0.0011190399179562534,0.0796716366481048,0.025686220714625528,0.03558029878725692
