,UKF248,UKF259,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
PDAP1,-0.027306063605260094,0.06156465420218478,-0.07429521933536286,-0.0061090469111731,-0.0023110587593540145,0.024208099032548603,-0.029905824906456217,0.004377437777059055,-0.0879064454005359,0.032151545527339245,-0.03278380970694262,-0.02296419062415091
QDPR,0.06611030996156823,-0.004413629798197613,0.07880763922306372,0.012015290905871771,-0.017354992397686703,-0.19455127646127435,-0.01595907685020382,0.0234581436840033,-0.032818832652423593,-0.028697616753140295,0.12813538132965455,0.044839456296351624
POMC,0.0034449986945255806,-0.004305362459363193,0.03493173628105249,-0.018428845764145184,-0.018730146142505507,-0.004846435917677732,0.04417194157570521,-0.04998802386588038,0.03299530841219738,,0.043810902027146915,-0.047760294539931206
CCL18,0.03985252299291097,,,,,-0.0992396265773509,,-0.02137969627400537,,,,
CCL17,,0.03354164499496855,,0.06499723308405467,-0.04306400927980098,,-0.015053564123013449,,-0.001898548106748283,,,
VEGFD,0.01373998537521814,-0.026668506898644438,,0.030546137219818924,-0.03158797159812383,0.0553124700533325,-0.016133370929744536,,-0.005995402060310277,,,
TNFSF13,-0.019732975691701172,0.04532837516530062,-0.02790560986121828,,,,,,-0.021243431995695054,,0.04066540679903052,
WNT5A,0.004988290092026971,0.016973909927615317,-0.033595498730467355,-0.011716599439036312,-0.02114303042366714,0.007934273718685077,0.01363500145311859,-0.004291572092309329,0.0007322931070997784,0.07762801822596846,-0.07741539036131939,-0.0742148258771388
CXCL8,0.004736216551667875,-0.04060780621751254,0.018918968161731976,0.03537842860763151,-0.029416092642840074,-0.10063384631516704,0.05158799912155911,-0.03764232137889319,-0.026183387801722715,-0.13767713404838558,-0.08387798423647062,0.13428935810512735
GRN,-0.08557936126278912,0.006984634175287439,-0.07465705470177321,-0.014328411098859144,-0.03406423616435063,-0.11056379292201907,0.017224260880298294,0.03136505549170639,0.004648587016828317,0.039649622018517995,0.04713008769225929,-0.10106977922427796
MIA,-0.016629969320882593,-0.05303137710695167,0.0005570134531097194,-0.00019946643327234747,0.07288901292201151,,-0.022095390841313487,-0.056956583504522026,0.04979352059417885,,-0.0144086911721288,
COL4A4,-0.03140488759263974,-0.018521483789922726,0.004049464841270508,-0.006931364425865079,0.036691004625627625,,-0.02143334883515326,0.16018514752627575,-0.0292159210899083,,-0.03232631374455248,
TAC1,-0.02758313033726668,-0.020844332276571318,0.08104642946511856,0.04348555374187148,0.07614320142893487,0.13452844783182882,0.12643792323194475,,,0.016380993462066274,0.11061200987851179,0.18138739544995494
RARRES2,0.01128259594437169,-0.022217365791845283,-0.06449476892631903,0.08979092459532635,-0.04645936155817174,0.040536393042202704,-0.012300811822537996,-0.006270657033920906,0.0004640811053696837,0.05760307069685903,-0.07558865067923702,0.030751967889194445
FGF7,,0.012619472512436874,-0.01799470549132819,-0.022308087541926255,0.02170408347295711,0.016076105486657877,0.01026375711584531,-0.004197756147513272,0.0048845276858547025,0.02773684946378411,-0.006434849670189676,0.08413584664715265
HBEGF,-0.06562120674552495,-0.013130356161358712,-0.028541081425869384,-0.026078985085123945,-0.0415532851569389,-0.15337159735477976,0.051471976043457435,0.0006546539091220478,-0.02079293567901284,0.03193458736629201,-0.11105090029557803,0.050041584036747036
CSF3,,-0.021551367932455396,,,,,,,,-0.028893880476183194,-0.05640923468976108,
PI3,-0.02750998280164988,-0.049375397691624266,,,,,,,-0.010789240404081175,,-0.08540300742579522,
PCSK1N,0.024016827762277915,0.0423832780832131,0.062179566254491586,-0.018317494101689466,0.0775894224470579,0.24342525363996234,0.07334413171272973,0.054373385277604054,-0.08424774632088924,-0.03820078150442988,0.11811446486275429,-0.023867043594586218
NTS,,,0.07216774575077119,0.02388055681680394,-0.046925826193700865,-0.04704635543784056,,,,,,
SFRP1,0.011384764834748118,0.00861584750929606,-0.01680700921536484,0.023564747881532174,0.11970485293431855,-0.04750026647410484,0.027100443534039502,-0.008785485671038309,0.0072569203552363135,0.028326161072369526,0.05581476546216098,-0.0399513088022126
CXCL13,,,,,,,,,,,-0.04575555190306536,
MICA,-0.029244831134500264,0.0038044410553321178,-0.02456708688264464,0.006885277370180527,-0.03564113822729047,0.0050331669796492345,-0.019930014392561816,0.05740394844054651,-0.06467437141833075,-0.0018520770188278246,-6.720629661888515e-05,-0.02288638150946981
TG,0.04813684804323926,0.0030263149058931374,0.013833015578855657,-0.01995643713659663,-0.021700376704607935,,-0.02261257741490323,-0.012828055578959885,,,-0.04013285265449377,
ADA,0.017646367000730166,0.08058100665377729,0.030010820513048108,-0.056301552960623884,0.035864092484879824,-0.04958474804681733,-0.032144476877201685,-0.0002828930277029719,0.013396545294691144,0.06720473296824174,0.02139983509779073,0.06542888886773353
LAMC3,-0.03166682384207834,0.0006735083182706867,-0.00778311042963643,-0.00786520136712001,-0.01733847378094658,-0.05992877893610287,-0.02300896668971609,0.06292520195571721,0.04669068236045947,0.11482503659618117,0.012168214810659996,-0.04367692825871023
CCL7,-0.01663305300857907,-0.0030679218212180744,,,,,,,,,-0.040736745984915675,
NGF,-0.028558126033516575,-0.03085029649613415,0.007201967059275196,,,-0.009764502892838612,,-0.031771578473696445,,,-0.029598281372862245,
TNFSF15,,-0.017011196973548654,-0.026650699085060788,,,,,0.052853604574650374,,,-0.054129049503127975,
HMGB1,0.016924705511579593,0.02364239178979558,-0.058523278304173844,-0.014996964526324048,-0.008372275213452074,-0.051772330152144094,-0.03860629466776363,-0.00998896886861251,0.04991995082572727,0.06979375889104707,-0.036049907789691374,-0.03303482731295216
ITGB3BP,-0.0247918723205292,-0.05837665315870777,-0.00997473990756023,-0.011167683843232665,-0.010026708873450151,-0.02469279799455821,-0.03240444295759658,0.010325820943322848,-0.06879831281795461,-0.061112514012761666,-0.007540733733947489,0.013927064918095821
AANAT,0.0472332203745383,0.031072803624546053,,-0.017946940542722986,-0.019978309458227903,0.053042526655411586,-0.02019291638206158,-0.02226784986648525,-0.016027045487465703,,0.02738308178240399,
RELN,-0.04524657163774737,-0.016397314978352156,0.015609726443690075,0.08271291803816934,0.025494697651526017,-0.03388576452182941,-0.006588084281367702,,-0.009289845512944483,0.030390214965742054,0.06647066448765673,-0.028428728390950564
IL15,0.004717372710342742,-0.005694439907693068,0.018583543923389737,0.015901711075983267,0.07116830871616836,0.029651714585541153,-0.01872799664294906,-0.037642419760441,0.0693978380911406,-0.0305596696597968,-0.05130479953074004,
BSG,-0.024592370710014716,-0.011850398524534575,0.05002500528990145,-0.03998111525619976,0.05878286329325406,0.1264730737492923,-0.056602123213364774,0.00517612189922442,-0.005047506840152174,0.0025804134247482476,-0.039942334727797575,0.022496487791474166
ADAMTS3,0.01420024828973089,0.003902837738327329,0.021322078373798684,0.028326395171929707,0.008550184744585656,0.060876130821786105,0.002174354785896367,0.07754759063971932,0.008429569502681509,0.11420924371151679,-0.029445892716640384,
CD34,-0.01666502985151537,-0.024606726868064473,0.02172380978578855,0.01404863184715195,0.10693165396696194,0.026384375608233215,0.020989269468808715,0.07610823370382741,-0.019956039850323407,-0.06710611993786439,0.06278749171015235,0.08612799310945929
PLAT,-0.027591504470713884,-0.021565680651584093,-0.05848726633922221,-0.02258951937022244,-0.04292418369483011,0.0031890583152760187,-0.05648695631904944,0.09827291333701131,-0.0498203043047096,0.0479429618072077,-0.0018444104833563954,-0.0307350964960167
NTF3,,,,,-0.020698151959128854,,,,,,,
LTA,,0.026750408952886023,,0.04643374373185259,,,-0.0187279989547417,,,,,
CKLF,0.05163307651810921,0.0021731533046865504,-0.07924909992048586,-0.01663860912645782,-0.02506727513658606,-0.10950248169838904,-0.004657055233207527,0.04441067004653212,0.002072243385291333,0.054827935001940595,-0.036747659914368264,-0.009272463770291398
CD24,0.038206028751589946,0.01703914631387186,-0.04543600475927479,0.055739138110544685,-0.12447036656222728,0.019153333444974108,-0.0277041651477136,0.06868116315963126,-0.008849109155103651,-0.003154361204936801,-0.05598276381377073,-0.014945728949259407
HSP90AA1,-0.016963513340595284,0.01696367736951748,0.11570640849807858,0.07513190292993945,0.009055122273323453,0.22261960091254487,0.11066261377634194,0.05974196460578893,-0.009523220424625178,-0.077416847396081,-0.002648650335875958,-0.05155121769625626
BMP4,-0.03680785034611814,-0.05417967246151544,-0.04220436263719536,-0.006184401111717886,-0.016194339048147915,-0.012368911072803376,-0.015958189420052178,-0.05256547979490108,-0.021528202133773645,,-0.0053238752748160124,
SCGB3A1,-0.016633051345295993,,0.0003178023222619746,,-0.03030280825767417,0.009733532734357758,0.09117741998623163,,,,0.08216372075758642,
IGFBP4,-0.01971663468850406,0.038543256121264045,-0.05534498456670744,0.027027868882255737,-0.04172957935515279,-0.01124038003048406,0.0037481341496865958,0.08334901553118436,0.03413410262653536,-0.07699481529972615,-0.021194010469106662,0.05702615869514561
RSPO4,,-0.0037230921278263805,,-0.005815631274002428,0.015601016168750531,,-0.025978682933355916,,,,-0.0434317746984531,
LEFTY2,-0.004791473983131667,0.002779714329601603,0.02498999906478287,-0.0019858668937484617,0.012052529478094692,-0.035966559815091476,0.035454663132236754,-0.028456424932812297,-0.010687104516319426,0.021621916331604686,-0.01195160538939581,
PF4,-0.017254120775456776,0.016950496917135516,,,,,,,,,0.02931882949335003,
ANGPTL2,0.009708366975464343,0.07691534558287239,-0.08489351838376674,0.010452569979968008,-0.016810494533397932,-0.07921587549207114,-0.07062131119795684,0.031076933684715362,0.032596434415871546,-0.03868515212326545,-0.03208079204529798,-0.09251781196766072
LRIG2,0.10048639932114059,0.01614741984380829,-0.012546073447498338,-0.0719901035091886,-0.04734295774253263,-0.001588807218203976,0.03648432981550712,0.019897640399306613,-0.015932510181359445,-0.03729154219812943,0.009356409330782679,-0.013027446019207935
ICOSLG,-0.044084040472201096,-0.006420823578685424,-0.05666511027180674,0.004116947817009091,-0.036653972634620904,-0.13618594905870243,-0.00797202665463003,-0.03403201009189241,-0.04094931024650464,-0.013619511783181635,0.033807739508897046,-0.04504681124400382
WIF1,-0.03104598976196195,,0.10821636205571022,0.020384151014196886,0.05263546307024374,0.18869818603722782,0.06427395941701584,,,0.06915342099955557,0.0266088217269063,0.1329224705286563
NPPC,0.09644928443013949,0.04642201070444798,0.003759094202504147,-0.030261319530877545,0.02542501637594207,0.16342413214164064,-0.04645087769346007,0.02720275137826318,-0.0390145097604688,0.03519090075502922,0.05511938079963179,0.034579314148597495
LYZ,-0.024889282641737377,0.03330867322554678,-0.03139146050775544,0.006634669434206882,-0.04944765184327188,-0.15130846515132285,-0.00013756375538890645,-0.006399850339239045,-0.03710354833040572,0.058883739365447274,-0.032817511435497985,0.047834304630715585
EREG,,,,,,-0.04839698286183765,,,,,-0.03917005286552388,
SPTAN1,-0.014110350931742243,0.08245408682400601,0.0767092828001488,0.06121650365202369,-0.013660625164626333,0.22362260763483038,0.03009579108154086,0.06266306347487184,0.037693385796425595,-0.028859133050793174,0.13984303921086466,-0.03816509005006751
LIPC,0.042966307934595376,0.03188630635539215,0.018958481834911698,-0.005901819837143507,,0.07409533577812322,-0.0048029843719137166,0.07153385645136259,-0.04788834269100252,,-0.03320056349305385,
COL8A1,-0.07275504481757795,-0.032616181195033164,-0.0773756004941133,-0.06603982635509086,-0.019873274043122058,-0.10836438309642098,-0.058344367921532095,-0.06616335176750397,-0.011000138226792789,-0.04907186714382733,0.005789890848645203,
GSTM2,-0.029696460392576677,-0.017791657501464535,-0.026084440180248296,-0.018065862307719262,-0.00607914319557369,0.014427855538154085,0.021231704659941005,0.034561052325212956,0.05363231853296843,0.08154465604684936,0.015847095031998177,
SPX,0.11258088332264014,0.03219007113782142,0.019521668319372933,0.028136299472942224,-0.10221770247435523,0.028271798224548353,0.08733217221099031,-0.0004956984580006351,0.06345212949743524,0.0034794612058902494,0.17576090117869736,-0.04103294254462242
MFGE8,-0.12894824266847268,0.018733507951409253,-0.046531339387924246,-0.013388053888395786,0.0029629655779662934,0.1380767610448879,-0.02230596047672787,0.09568892298295092,-0.10514874067329372,-0.05296195371935048,-0.07413686560906489,-0.033943612593900274
TGFA,0.05275353553864211,-0.05079606453992651,-0.004134112756866331,-0.05844067943562435,-0.023224822818950445,-0.033959770908623836,-0.04462622555190483,-0.013532796808363917,-0.004140837740166573,0.008076914707662508,0.04553994807100437,-0.07174614775848183
SLIT2,-0.00025996582623476796,-0.01973289483004651,-0.026405690723023543,0.041534335249208305,-0.012789000333787185,0.144383028912642,0.1047163674860799,0.22438973591938663,-0.02081145762900448,-0.0006500771812842932,-0.05565368598835925,-0.03388458545659187
PLTP,-0.026064946933146094,0.06585926152717608,-0.04142338547222986,0.005091106548498102,-0.08146886296708318,-0.1597659152431717,-0.0029780274027135594,-0.03710083320313724,-0.008122643184842711,-0.05499996913588596,-0.011052792618899382,-0.05067255440794026
APOD,0.005429387257058102,0.036827831199314084,0.06299102434153254,0.07313541512252092,-0.08734052884583571,-0.2065335431195365,-0.024608082485006223,0.007191167780271665,0.01980353677621981,-0.0007748170530202476,0.08428793140882442,-0.09697901979433043
B2M,-0.012868997742090915,0.035332459973987144,-0.12804412905447776,0.06504703262861095,-0.1456738476245989,-0.23896503681849826,-0.010819994519747318,-0.059437179793886956,0.042020495193307444,0.03493056068698038,-0.017971478039713697,-0.16641229377267064
OMG,0.07310413049384355,0.05232759627620009,0.004713910404852818,0.06462020217305925,0.08441626718531965,-0.023410500383195244,0.051706319204674084,0.036675419640625206,-0.006604664716087465,0.06074253424961205,0.14684026289031005,-0.09370697441653189
CXCL3,0.016110380661458614,-0.09135758490629681,,-0.03062659053644459,-0.02315883590867568,-0.05922562114348225,0.03597946605511861,,-0.028959412269454483,-0.04262037008100891,-0.09059127629056704,
CXCL10,-0.04332376109636906,-0.0247245213022482,-0.02502589282608774,0.07310688595138255,-0.030111308882979818,0.04252336485752712,0.009733107039547837,-0.03596576474790841,-0.02527194957719203,,0.02563402942336638,
RSPO3,-0.022593886856178774,-0.021417945981863237,0.056598357970677415,0.08798311556147158,0.08084021400970177,0.1422739842088948,0.009889474791875989,,,0.025371540352307938,0.04736855370324041,0.26147022288351696
CORT,-0.04222258037398846,0.028404611999597804,0.09486559163144863,0.021821045758134403,0.014186347648769805,0.04728452117612803,-0.037391555739727515,,,0.009866249210359189,,-0.026040612786695522
NCAN,0.03981690043359316,0.09534714268708253,-0.05822540203028578,-0.03167909044336249,0.012695267163793034,0.1632921996230682,-0.05841806220428565,0.017204679829139327,-0.03552124019867975,-0.013005121530761764,0.1480192457509521,0.012754663551467007
PRG4,-0.0107611369493367,0.03074423976829063,,-0.025691148474064684,,,0.024011507115418877,,,,-0.04735477769771199,
ZG16B,-0.023065022040555164,-0.0027515346398261534,,0.026295044190548206,,,,-0.024754393968267792,,,-0.029024738738663704,
TGM2,-0.05178719395603325,-0.015893865218462797,0.04185845059867988,0.022682117098454715,0.016365198669652217,-0.0018734402898685299,-0.020206989889258675,-0.033823177451302894,0.07975097999401203,-0.07523775739934092,0.03964482574623353,0.09730678113879884
VEGFC,-0.03176040845693299,0.0066485543385734125,-0.004757299494917107,-0.022147328778336146,-0.023990973921282584,0.04495375455167359,0.0031129099532594927,-0.03208661088085116,0.0010154840331950941,,-0.04873729666512342,
WNT6,-0.02683706332249644,-0.00046087304117235626,0.02793372861036807,-0.002413288063074302,,,-0.01467698567524405,-0.023541431570079915,,,-0.029991263167022945,
NRG4,0.09670740374420012,-0.02892279322673503,0.001908198940356934,-0.026385856563937406,-0.03498558706410675,0.07900928968190628,-0.002006552210529134,,-0.013314107038744749,,0.07205238094230385,
PMCH,-0.017656693135634692,0.006626887757358495,,-0.006621126468695395,,,,,,,-0.037814229558545354,
COL9A1,0.00691270777953856,-0.03919367056733771,-0.07906243325130764,-0.03680977705255427,-0.02106849839122973,-0.023658873281370115,-0.02235530993171658,0.02289619755080195,0.09698863118871685,,-0.050042377295685246,-0.039676473789992214
GDF11,0.005942544677976929,-0.009788352427109933,-0.0671317023300936,-0.037604549704482466,-0.06357066728174761,0.0566856957188778,-0.011429025558142491,0.085024940825765,0.008583888996907315,-0.022053840415316796,-0.006226333831023873,-0.05714571728155928
IL24,,,,,,,,,,,-0.05042282602515859,
SORBS1,0.01324940549305134,0.002692320141859541,-0.026969897338956623,0.0020692769145820656,0.013788272275104952,-0.032121088050410904,-0.062346441164877864,0.04511848216765591,0.041070909824163344,-0.06157468513497343,0.05834285993310435,0.05959554641070201
DLL1,0.008404021867168664,0.022247692120390072,-0.032484620099277474,0.04969711547379957,0.04324131340622971,-8.830979120929518e-05,-0.03668486084210142,0.02462983580790969,-0.08042606082432563,-0.025320200543117302,0.03141070959530877,0.053555473691431515
TLN1,-0.01972840326809063,-0.037489042403988114,-0.12327401605881293,0.007359415607984404,0.011270400311440951,-0.1473847324252125,-0.08471861359003147,0.013153747415190238,-0.03683746248911328,0.011750029837532375,-0.11984554002161765,0.0837993279670249
COL2A1,-0.021029917592270696,,-0.034276359933365155,,,,0.03436658010804473,,,,-0.040634715217089834,
SHH,,-0.014405661790312975,-0.017601337251692096,0.006765528233694937,0.009027293078799119,,0.4023348235722908,,0.02841227273510276,,-0.04151128557193818,
PON2,0.03252486767810527,0.0923706625018259,-0.0017703372958804654,-0.0030332610954703887,-0.03706843794189034,-0.06862651836878704,-0.0074186053700576945,0.012794056955637165,0.023996308889692855,0.01212301119027918,0.056855092207601404,0.12597143182117834
ICAM5,0.03782668015553902,0.06202333050078258,0.04964324935471336,0.01594113701355385,0.03102448174458076,0.19563966815174164,0.055511725880749915,,,0.045619812114547104,-0.01674672529685305,-0.004628013730573904
HPX,-0.005874126247782061,0.05350102819621947,-0.031638486148576096,0.0046734810032555765,-0.03030280516837585,,-0.02182786498011939,0.0509084244771821,0.02226373212902199,,-0.041670406238144296,
SFRP2,0.04120710162211298,-0.004528337690364957,0.05837593302933209,0.0027862261638997798,-0.00863126939312127,-0.025576279854259115,-0.02563636374923026,-0.033124295467548706,-0.023585128460863542,0.021905696622398656,-0.056931543292790966,0.00560135863273793
CFC1,,,0.0418086749828242,0.014869793682160888,,0.04874386691210886,,,,,0.010832700205153983,
CD70,-0.0404011571072016,-0.03301781141612499,,-0.03224215761359315,,,,,,,-0.044603596570478514,
HP,0.017419605839948088,0.07116377218825574,,0.014523630496828982,-0.04751691348229968,-0.030641762563847357,-0.031073415661715516,0.0050644565268859985,0.015416017632679406,,-0.10556307364032992,
CXCL2,0.038287326028188934,0.0388057736009542,-0.00329036405194106,-0.016767566577985445,-0.015363981028137947,-0.0482024389782913,-0.025865007453415332,,-0.06977528248649732,-0.09917875198257499,-0.04061334829605004,0.03759748256414334
NPPB,-0.0214582460588429,-0.0528126508867785,,-0.015135252071311658,,,-0.016816952276746858,,,,,
CCK,0.0236634588623251,-0.018302099191649775,0.11210213404706473,0.04219356317688168,0.13188094838886807,0.21459633802062356,0.05851965036486112,-0.03080990295812299,-0.0600439655150583,-0.010907692415724908,0.1648681180215191,0.06553452279293412
SEMA6A,0.011897850083041749,-0.04108836846243105,-0.08234920089512282,0.016962731805755794,-0.05853494419754357,-0.0840877270761211,-0.03605019614631197,0.04511724773924761,0.05281368796365776,-0.01831421237402885,-0.024785972041764966,-0.024407385954509617
IRAK4,-0.016159024384983803,-0.07200371237163744,-0.04919406772314065,-0.004701073183658416,-0.021380369258428424,0.03117766494879275,0.008430616087816183,-0.022627086760641485,-0.0022175481736796863,-0.02210746224428362,-0.018334203886324018,-0.05083681400119925
GSTP1,-0.03678497048127529,-0.04843680980082318,-0.06309271010613848,0.005637975578151815,-0.037717123155816115,-0.11610912065559166,-0.05223299889446081,0.016613237670350008,0.012183761870754983,0.07225974499896354,-0.06426119344741162,-0.013897886014435727
VCAM1,0.0010704749055735591,0.011254067898809538,-0.055020618872551594,0.05147657407226436,-0.07018250440217493,-0.028641339755904334,0.0063852704001356115,0.011020580822174969,-0.01847103103011331,-0.07768574302380776,-0.02431745049348518,-0.027305410526870792
NXPH3,0.01213416655940282,0.020171690617151485,-0.05563843762565014,0.051844782989817824,0.02979615735660281,0.09340499143278325,0.041239167699596825,0.0924217682127412,0.03642384989112972,-0.073908257723883,0.0194232596480967,0.0821564470894776
MTMR4,0.06262041042464053,-0.036280739427633595,-0.0036801000558388058,0.05001489402952494,-0.01663704799993903,0.06099491757157353,0.0649897156007517,0.00896821125764005,0.060695457760716484,0.065423533553552,0.045441601072603637,0.081726270805205
LAMC2,-0.0168424794140809,0.0077037386766906565,0.013880866541545587,0.03896559695894102,,,,,-0.02965546531282785,,0.050768876183314,
IL10,0.06640495867538951,0.00950011660576246,,0.034050255181940534,,-0.006020932006537267,0.07387163100276305,-0.042595957685624984,0.007576377058715892,,-0.028709458114950195,
SEMA4D,0.03207450646769669,-0.002431658987953236,0.010014541496801577,0.04719723863994869,0.015636317470831385,-0.10273769472450933,0.011339669378869717,-0.025430434776083113,0.007792739370548312,-0.04088055016214958,0.010466985478454769,-0.01967469238690339
TRH,-0.02889542882950224,0.008884788293111645,-0.0023178263420663425,0.03723755598952358,,0.07188664132103133,0.008583750748792397,,-0.012414966300920873,-0.03214818766706034,-0.04735505704991213,
SEMA6D,0.03968802052658404,0.00043463049523138566,-0.10126971629037972,-0.02256266028928158,0.01722169493331053,0.01160134496958332,-0.008507030173231183,-0.018770444955003393,0.006333574098153879,-0.05576781573966359,-0.10311070691616513,-0.021902021184818373
CEL,,,,,,,,-0.03422166451985604,-0.008180432572711836,,-0.023472132064321652,
PDCD1LG2,-0.04697869531687706,-0.020022498386834824,-0.030442455290547968,0.06292813667196724,-0.043292916870243274,-0.06402264495660483,-0.025750907850526257,0.023077134457978026,0.017556653875922673,,-0.06890960368040223,
SPINT1,-0.02508045187204368,0.0003058459336801758,0.011205123499983509,-0.03310145558811391,0.06642607992693114,-0.012168728547065723,-0.0220953899721013,0.0034770315994172387,0.02767084350946018,,-0.03924981998411631,
CTHRC1,-0.01607673988994755,-0.005830109593740492,-0.10002738813833412,-0.013328196800143887,-0.01479890324983237,-0.024126983148697004,-0.02347321861852487,-0.03009685108397963,0.062569768527784,,0.025917537396129807,0.004090465108848486
PODXL,-0.0165754649991514,-0.011607497723195474,-0.08928145385504745,-0.027429193486397614,-0.0054589234228636695,0.03835714625262617,0.037927411208038615,0.027816992900961398,0.006163305802869691,0.026300553786214632,-0.09950447753459082,-0.0077300561192900534
JAM3,9.094816499231138e-05,0.001723979845501431,-0.04190601658298542,-0.01864821681348285,-0.038617535897497134,-0.20265336385060956,-0.06265017448477138,0.036604858779545134,-0.04599783341908218,0.05061432470949069,-0.055468673710373756,-0.023498862462655805
TGFB2,-0.06211946038751168,0.04135059848491176,0.0324929235964217,0.02306477234133056,-0.07547133551873557,-0.026211015210110003,-0.00803100289830845,0.057945339181093056,-0.014740444701924841,0.019842359352656862,-0.0022949121545004416,0.07601837882820188
COL18A1,-0.05868155473611378,0.017252824822461044,-0.10730190577095705,-0.017506512657990726,0.013453242442186028,-0.10548015427937589,0.0072372062610952794,0.094675202339439,0.02324771906093166,-0.01852923485175392,0.04795710028629683,-0.010680312492223445
NODAL,-0.03460657868497649,0.0250528001854008,-0.01051211658172826,,,,0.034057917074232995,0.06052905670427485,0.0017163595914711323,,0.012249401050574274,
INHBB,0.05118346915412763,-0.004760778428953647,0.036212933432361115,0.033830074754829347,0.06740602406986744,-0.04950724125245759,-0.08232603535699846,-0.016060244937046247,0.03240246326517029,0.03522137673283745,0.01389812143311386,-0.04742938902543593
LCN1,-0.016842483203707345,,,,,,,,,,-0.014274055649642726,
ARF4,-0.07303679668601294,-0.0184204726900426,0.0006203787913565584,0.008375974517542899,-0.03674800674826334,-0.015448427946915073,-0.05251825181501346,-0.030228701880891818,0.0589781650860524,-0.04754308663898078,-0.14350857424266855,0.02854093830977845
CXCL14,-0.02034556216233298,-0.007808438801335294,0.11316750247564865,-0.02861979479451276,0.026402572173489697,0.05609373071397157,0.07753422533270678,-0.0626202082242462,-0.011763352382100113,0.07135602134457429,0.03820247274610121,0.03379654197988993
LIF,-0.08388707233534509,0.0020645885082671697,-0.03840560709916806,-0.0549870021979236,-0.002087600269252086,-0.035973888848258986,-0.0278508898592871,-0.041146948425391794,-0.013575381955012917,-0.0012048420639363137,-0.1680391592893171,
IL17B,,,,,,,,,,,0.011916530423479437,
MMP1,-0.023220144324855762,,,,,,,,,,-0.06420718799582759,
MATN1,-0.02211368910317596,,0.14130181532823724,0.003255366767035001,,,-0.013692631223465023,,0.04188608355006702,,-0.031388618388400395,
ADAM28,-0.03744118352163477,-0.03174982862265634,-0.024146864998762292,0.01849615734330787,-0.044418802594168263,-0.10365875378526003,-0.026252622023358596,-0.02324568173517035,-0.033575124939069424,0.056832470792683915,0.0030931368262197153,0.06300796602387315
TCN2,-0.03120741108563217,0.026120000400440897,0.013776409421165647,0.020675088262637253,-0.011772177805600163,-0.04627123252121838,-0.024914149489732314,0.06047918087781647,0.03630962714253407,-0.0042087359006712744,0.040972217363493275,-0.07990247073720956
THPO,-0.016484692281543627,0.016753114921724977,0.01452696283298045,-0.003593239076399308,0.06439133632040066,0.018964508016610412,-0.013692632796372065,0.08809986937460192,,,0.042295401656149444,
CUBN,-0.04851715750845598,-0.036965452596786984,0.013160595167988709,0.0167401472414254,-0.03712487838719222,-0.030272050759006547,-0.022809739428238628,0.10035552744223918,0.008374854779905036,0.16177893819069805,-0.023732357157124243,
TIMP3,0.04672489800535258,0.01881259472484204,0.013217810262061066,0.029721444123500584,-0.03684573955481445,0.10460908606044947,0.025808194062824297,-0.06160580916660391,0.018418229814522638,0.0062164769125125936,-0.0015624395764218897,-0.019746940086010297
PIGF,0.06755238963126232,0.0031530587431875166,-0.0014968974159599237,0.05422947189357354,-0.025952753318717287,-0.034558841282471414,0.015324433192108062,0.037371198781042135,-0.016777158069028467,0.0759375675518353,0.019903445966928463,-0.08656521269019922
