,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
PDAP1,-0.024707800715315652,0.004297955414733894,0.008587062165893803,5.971198244634293e-05,0.033587574115411196,0.05297954218015296,0.023610508787821626,0.03155661249212698,0.007407955555829526,0.012486199421814313,0.03496885934233392,-0.0004993306614609574,0.07245774640793778
QDPR,-0.00360648551446034,0.024534345892135077,0.003980151581047273,-0.05246026881738879,0.005080475035525696,-0.02973914202624126,-0.0478715022438824,-0.04529046043680997,0.05149748043624436,-0.014366249805332111,-0.052387109759983445,0.032741426724646756,-0.04577443124109584
POMC,-0.04107996945792817,-0.021728694686258602,-0.019839555397426805,0.015722213524519673,-0.03786439850299225,-0.0007703038390222225,-0.006866917330630236,-0.034944754766581564,0.0909095294365017,-0.03684823930286033,0.07207198802490208,-0.04387648116624774,-0.0638592570579712
CCL18,-0.021629326771535142,,,,,,,,,-0.0689783436878231,,,
CCL17,,,-0.018787876591162694,,,-0.018170276688262033,-0.015263946019111355,0.00810021763431915,,,-0.026260378952176356,0.06737416201516377,
VEGFD,0.011131153348661159,-0.01751535743919376,-0.02093176926251546,,-0.025181932514543363,-0.019358892948196225,-0.011196288998412855,-0.015968599347610746,,0.045258248643680804,0.007686725148490765,,
TNFSF13,-0.01632218924588309,,-0.012959456787489654,-0.013544737594986167,,,,,,,-0.009039172159291604,0.04831300811864078,-0.01088051493850892
WNT5A,0.04192984949565883,0.01632055335417066,-0.0021193370028304423,0.10727037802154679,0.05907290469401383,-0.0316917864035064,0.07813853080860306,0.0671743792656942,0.03439156259439422,-0.038327953879142146,0.09159370934149233,0.0035778475569931555,0.04668720097208791
CXCL8,0.02455935035639316,-0.016400342537716543,0.03104646059738473,0.056420059911789236,0.018145464989663643,0.04504416914790889,-0.010426471146152526,0.04890066931011279,,-0.16932107445185818,0.0030380779842053137,0.046895844450451016,-0.012085540805730753
GRN,-0.031231919568935253,0.05161171433863918,0.010434871642113526,0.041579933309332795,0.12950200393956188,-0.024275126869139085,0.07703656139851406,-0.015859476633525618,-0.01565252494930658,0.07374754055982048,0.07303360704526624,-0.014960055475420356,-0.08101400588693751
MIA,0.009759907714673331,-0.015576934008018987,-0.001792565264722312,0.005429160941827913,0.036790418519361864,-0.01061427796830756,-0.012733420819186759,0.16477103965459655,0.07767251777799525,-0.031552583877988795,0.05306219920501225,0.02213475509341058,-0.008348536044268579
COL4A4,0.0008395285419924849,-0.02619576346567532,-0.03238839053760821,-0.01288721940948973,-0.01481250865483422,-0.018970331026767037,-0.021391134320868723,-0.021214448097460394,,,-0.040451991017414826,-0.04818400872978608,0.04823062051567467
TAC1,-0.03910896708049374,-0.0001706274546562852,0.009081881577622302,-0.05193389739613112,-0.08085793434961515,-0.017235380172836948,-0.024005917451013745,-0.03759644183622604,,,,-0.025028654850573855,-0.01939386167582183
RARRES2,0.006640132938213151,-0.03183886971627117,-0.04175601030566125,0.044827199812038886,0.06968868175752611,-0.02587639549448029,-0.0016765516199457493,0.04798768126350461,-0.003233834724013718,-0.016221277644616415,0.007970963233401495,0.02400145098516342,0.036170618644231545
FGF7,,-0.019769319598654803,-0.033303254450658334,-0.03693693807364723,-0.002167625084064168,0.037172538096382005,0.0011694773328567193,0.0007337220443804986,-0.017719003559638097,0.10117226531743982,-0.02957246983173544,0.042263055130958675,-0.033323827606495014
HBEGF,0.02087735533687132,-0.02603094657135635,-0.0280543387001511,0.027734748397094028,0.05077235484109514,0.02351808389722854,-0.028753143677305068,0.0072706344787502025,0.06320494330614658,-0.1197627163530226,0.03611196993781378,-0.014086769793602174,-0.013891405304731725
CSF3,,,0.0423590416353491,,-0.015671349051426586,,,,,,,-0.020045092553151594,0.05878395787249793
PI3,0.06801504198709543,,0.028196992493909914,,-0.017646145871325396,,,,,-0.08783743556343936,-0.0223124748909202,-0.012693822374412068,0.006860594354477299
PCSK1N,-0.05884067630160057,0.05675422744472754,0.0030006869383801048,-0.0732553340644421,-0.050375931412892046,-0.02410121375953817,-0.0429528996033354,-0.03937749837752265,0.012278096619956016,0.012278987134869522,0.0855902701966882,0.054033204318518775,-0.002812018387232987
NTS,,,,0.008014918068615599,-0.019261973112168866,-0.021671398038370218,-0.01334216037520887,,,,,-0.015683166818279703,
SFRP1,-0.026715721967764512,-0.02090702483575563,-0.016393148544677362,-0.008361198661143583,0.04638983943027575,-0.04023923964990977,-0.01526394617283183,-0.009702526398419436,0.08260437582945904,0.07507546071261413,-0.02843891333207901,-0.028994266609063072,-0.0425609572233732
CXCL13,,0.017965917419849972,,,,,,,,,,,-0.027671735257514842
MICA,-0.039517288237946015,0.06300886939738665,0.021160543392066397,0.057231706926323796,0.008790495469510459,-0.016084164757455548,0.014435975169752433,-0.001951345342289076,-0.04762449485750072,-0.0055561055010801864,0.04403306259424159,0.038812308887650936,-0.031889507185572284
TG,0.006125183290765179,-0.01662875620558224,0.014790392410080365,-0.018159298567958494,-0.018913916221200942,-0.018305866136679172,-0.0110464514484964,-0.0223816331086574,0.08106193540314946,0.06947026518178935,,0.18466184825737406,-0.012939177136956961
ADA,-0.017123190933526926,-0.01567933898812203,-0.04246712453798517,0.006192670233385203,0.09359515420595065,0.06873128432488862,-0.01794032550857492,-0.012591448052046537,0.06895206371167227,0.11256054562868344,0.045272877092744974,0.04678388690100391,-0.07333010639185
LAMC3,0.01991141322703128,-0.01724584088159193,-0.02922705718414377,0.05982994603229796,0.10672351651566551,-0.014915067871083681,-0.03594795019272393,0.021905681560660268,-0.0955417025679528,0.197321160734752,0.10511069828066098,0.04877813310394428,0.021062576331497537
CCL7,0.08529335408631519,,-0.012790423399803704,,,,,,,,,0.05585130782991907,0.13087009426348042
NGF,0.06397934974216889,,0.06580368994088538,-0.017328841466847714,,,,,,,,-0.02636055890352465,-0.03866253673466658
TNFSF15,,,-0.014242762027276442,-0.003520313912456122,,,,,0.020598015884988396,,,0.05436693271854565,0.04760121557706068
HMGB1,-0.03326649016627091,0.031771903977471934,0.008989916949988467,0.06375321589636049,0.07792921038784631,0.058171857159437214,-0.010631058830694156,-0.030394231796399728,-0.024079282292424124,0.021717581607839587,-0.022456801674634895,-0.012387582096135458,-0.018144718949609707
ITGB3BP,-0.0016099624906172599,0.0030461463986285425,0.04378620309850193,0.09262679846376999,0.02424036649356283,-0.0031417219007147806,0.028406675404513495,0.0697008462022395,0.1075666179183754,-0.06470485392657348,-0.058306000634472784,0.07144743013471554,0.004762235912032205
AANAT,-0.019960879518072978,,-0.01295945817062781,,-0.01413598094118996,-0.016462572396530272,-0.012733421527452136,0.031233202657269345,,-0.0018331054675694864,-0.03248324627631538,0.09096433123180768,-0.020830453612830254
RELN,0.051878810810870826,-0.029596490550919435,0.02803480934019017,-0.023792042608558814,-0.04147940338748449,0.018662969394945245,0.010839521772469362,0.07015607493014304,,,-0.02697038765603886,,-0.03590178505355626
IL15,-0.04350265967243501,-0.021184781000772143,0.014077923823262561,-0.014971931335551534,0.020495623188758465,-0.00581359297098554,-0.027368295854234243,-0.018536725912827443,-0.016739619493585132,0.06733824383093813,0.0017885213478896678,-0.010163204750808766,0.016652888110877697
UTS2,,,,,-0.010870610720099266,,,,-0.024380855106970318,0.02148222510270517,,,
BSG,-0.043913206562830626,0.021657501432994296,0.005046008929089962,0.003127304004889328,0.00954015122306969,0.06960954333122275,0.02398041907943393,-0.0021999145783198762,0.04758101898590598,-0.07350408667412704,-0.0005539215425429634,0.024578069967521723,0.06518380540292219
ADAMTS3,-0.026653083362191105,-0.0292179302647317,0.008182290610496074,0.03591413294476627,0.04096889233777109,0.03593607146262571,-0.020075900923890045,-0.030802055880773,-0.012555036392783483,0.13647927370855814,0.04796360239406429,0.035251578804234254,-0.03615665207026928
CD34,-0.015904123946655885,0.011324063336682007,0.03119887668654135,0.1196059631853274,0.0066621253354065815,-0.012033308436487937,-0.02382388593882377,-0.001955918228154065,-0.009535215249675292,0.15481691453152305,0.06977976783127168,0.03222981448976167,0.003219190428542476
CCL23,,,,,0.03126014033438165,,,,0.0632044088336311,,,,
PLAT,0.0008975976509344459,0.013716950542271749,0.013360963161991661,0.08384370752824592,0.08204293017679629,0.006758386431024805,-0.03357542147206855,0.03835523181002022,0.0428703324598061,0.09516730504283101,0.002386218638628987,0.015075487253184253,-0.0023391491507533417
NTF3,,,,,,,-0.02055477996060242,,,,,,
LTA,,-0.012228839581791828,-0.016393147777780104,,,0.07161119139768757,,0.016960720674891964,,,,-0.0009806294071344522,
CKLF,-0.0056751546554237335,-0.014236978843502583,0.00010592288219249761,0.05950330753075985,0.031023896282762788,-0.03615403295036979,0.0660241624960945,0.055395134086655015,0.047785115211359426,0.1343155258463654,-0.023754800922968805,0.09112079684462553,0.044157205830684644
CD24,-0.022795562767907725,-0.003546728927358399,-0.0050342544434809735,-0.006319907609883352,-0.026061206114774894,-0.053173070752047025,0.08575179459636426,0.0423552379374829,0.13252178333703893,0.0812769007228271,-0.00964422237007294,0.01866704992869471,0.009713004155534007
HSP90AA1,0.010571480086083145,-0.06416573557284659,-0.0935577493425835,-0.09642779908454634,-0.07679287641656625,-0.02106309340233872,0.04729197730465048,-0.03531829418314483,-0.08508804595023216,-0.1795878630388723,-0.012256736063508137,-0.007816154015522532,0.024236577241416753
BMP4,2.1128172506567216e-06,-0.012963286811345244,0.008485859934502897,0.03199517345144293,-0.00653435284858338,0.045763821344598346,0.010802300381242483,-0.01579520698258247,0.009755601113619726,0.07812918185299603,-0.00988426377215463,0.021453216044785273,-0.04738546927507005
SCGB3A1,-0.013758077648095793,,,-0.01911193514810436,,,-0.010740765600047678,-0.01293468380068633,0.07477457594763383,0.010787706138104203,,0.024859475496881094,0.11084190609229709
IGFBP4,-0.03568982278189993,-0.01773496127155805,-0.03261269241099906,0.13175554367421702,0.019342317586386076,-0.0020241047134190926,-0.027632063815660933,-0.0033555369171823606,-0.10187390822785951,0.16452125693942846,-0.01944267499753744,0.03246798765307634,-0.033063210625335016
RSPO4,,-0.019769315845450736,-0.025092584759976864,,,-0.018440531305029623,-0.010740764028967736,0.1748985782853468,,,,-0.006741499270637341,0.014584332681359013
LEFTY2,0.01838696823900538,-0.01237902833770978,-0.004412764012256831,0.13365900962929267,0.05556663519510246,-0.011949353880402767,0.012124830116553402,0.06484652934386516,0.0705629336626529,0.16362657887024684,0.019228562596907244,0.009881661075454348,-0.05238464060298562
PF4,-0.014271797065394845,-0.011123791672776155,-0.011159392429962382,,,,,,,,,0.025440971661789935,-0.020575939294821845
ANGPTL2,0.031660757304230375,0.06801439051658405,0.004341667444880621,0.07243480749178097,0.056654194038009274,-0.07928320489020896,-0.005334066914544992,0.0810886619604813,0.05703257579625886,0.1780110944703396,0.08595557590277857,0.023006629423588117,-0.022662516276918777
LRIG2,0.03217605513808695,0.0047759731649340284,0.0203479303362923,0.013923156628768212,0.027485112838714264,-0.04611861073707291,-0.023121588816355346,0.043976230586046675,-0.046738992567553324,0.026568302270727307,0.07053980284584281,0.022319612310795597,0.029120169380516495
ICOSLG,0.0034255587354299157,-0.0417153094624598,0.030727489601730867,0.01189169347833568,-0.018492881144970844,-0.003277353354490795,0.007327433026830996,0.040546973954654404,0.012328625108720695,-0.06689283318200548,-0.009801176262072471,0.07515767371173163,-0.0019955621261506192
WIF1,-0.02567978231654154,,,-0.07836653598720186,-0.023555727672869654,0.11982793521969035,-0.020211894078207754,-0.056567256163262344,,,,,-0.010911474700705978
NPPC,-0.02421876361293338,,-0.017310969636749444,0.007181791180102488,-0.027353313319097572,-0.02775844509016361,-0.014927033507189871,0.07801574887460544,-0.016612218565717228,-0.09708381023949389,0.033739491420520594,,-0.0274330605186381
LYZ,0.011361512375567191,0.04508094763147966,0.016579705164006944,-0.01676008497224047,0.09489127199125268,-0.04862541625694425,0.017646086127346944,-0.03362539586687156,0.04330218344608094,-0.05940348777619388,-0.014775178091396243,-0.047133568993571746,-0.04353066084554929
EREG,,,,,,,,,,,,0.004573090685789357,-0.02368900139624416
SPTAN1,0.008768810748296121,0.01414674603498607,0.008927915389595347,-0.010838570547610407,-0.02904820247883072,-0.030244908614878437,-0.022121803191937076,-0.0019865082077429705,-0.09070451577828742,0.09069514290380469,0.01072850520154887,0.011129667074539412,-0.007392576742486466
LIPC,0.0022606244563105047,-0.01674190097382898,-0.005793171044212374,-0.007446998070898455,-0.03697246013737205,0.029833492839877344,,0.02915957403744135,-0.03999419251312691,0.006723663590715773,-0.03782646928720288,0.028144747358140237,0.03146007799258464
COL8A1,0.007438908958397396,-0.03434364308926,0.043959752212905795,0.05659336000803277,0.01804482476257825,0.04634464864157885,0.030883650861710788,0.017803814454961736,-0.035448965243724415,-0.003832926658443268,0.013342949017649758,-0.002221219250270229,0.013737626615267215
GSTM2,-0.009996678612742166,-0.011276926016631123,0.00144570787065475,-0.012660783953859537,-0.022098685100043584,-0.04384315472298488,-0.03174621465464727,-0.045051814677435534,0.010683043552565363,0.10840098018821881,-0.03388529509752473,0.06702623152339997,0.007417808168521179
IL4,,,,,,,,,,-0.06690756769365697,,,
SPX,-0.02825889649297136,0.03182513687665015,0.023156326267813176,-0.017454404383070964,-0.049576179088326566,-0.017277736654177932,0.032038886606664846,-0.009980320305275589,-0.05000008710086641,,-0.0019701178892533775,0.013554366853238251,0.005004043276312223
MFGE8,-0.0373540630577965,-0.009466718430005404,-0.012423809029543396,0.01431512462733054,0.023885407815236855,-0.012825007330357673,0.030762500916153703,-0.01162310364530599,-0.09063275192201159,0.1724561893351553,0.05424319649229458,0.04624676741431857,-0.022669341826706577
TGFA,0.016164875026525586,-0.011651191073576699,0.025516119984452728,0.04692778700820495,0.06741825030000528,0.048014388518799744,-0.035842131954114405,0.022327483051159402,0.047342732635503676,-0.1806533008146421,0.006500420073305701,0.0544666681074527,0.03652798651384364
SLIT2,0.0015889715592914955,0.01917613451590609,-0.03798078671132953,0.012848376734995405,-0.030549859639516837,-0.011860540714641623,-0.020666662612640423,-0.04169622531952077,0.02415675851974014,0.052381110843094575,0.08098355069496004,-0.014530868377423178,0.043157693254123664
PLTP,-0.04197033426221437,-0.0010993262964297962,-0.0139063636161469,0.06820303248752892,0.07396421878590467,0.0048629610027897925,0.07245837965195889,0.01310113647638743,-0.04882448713867762,0.05435987299853465,-0.0006090477060016898,0.015252169865787429,-0.05235745290125816
APOD,0.008601092414469885,0.006235720214267203,-0.018026970876690328,-0.0221245322696322,0.060833346241578976,-0.005266915911106381,-0.011376218034787056,-0.04873410176097834,-0.06679761527505272,0.03276618741168317,0.01743548832294077,-0.014313266772024338,-0.023818680364881398
B2M,0.028818119025989318,0.07933615061477842,-0.024377516582845593,0.10149693240702198,0.06657638562650596,-0.0067687460745427495,0.046009523510027454,0.02430566160125518,0.03577699999437924,0.1195074604403343,0.09221536473610391,-0.029210558510585447,-0.05817816155313755
OMG,-0.023311200293907503,-0.009826941734588843,-0.04190274432537935,-0.034699523522777685,-0.00587822744705747,-0.05779237548384299,-0.038215634963893214,-0.035821566392335816,0.06584235366389798,0.09485508508755061,-0.005775656158149916,0.1114229582724201,0.052645137730023654
CXCL3,0.12393291978682136,-0.022869457047852378,0.006219649618195481,,-0.018559867239387493,0.04936567655475922,-0.011490347163869747,-0.013349801053905288,0.09432936676876968,-0.049441898464580365,-0.02287471767094126,0.03533403386199952,0.039526408447146714
CXCL10,-0.019274560487277034,-0.037306098514090544,0.05858374100314867,-0.02046493399581671,0.023220305505083968,-0.05275081584853016,0.050163935173037244,0.042901955028546886,0.09586574011234777,-0.048781125791161305,0.03597197707239973,0.04040045965495783,-0.023720458205926016
RSPO3,-0.01868860038284616,,0.009334289879054538,-0.002136286850407538,-0.02321203025700203,-0.027851634992342784,0.07875759657179464,-0.013950284809119223,,,,0.07706894308901022,0.032313853148699646
CORT,0.06690725265914434,-0.01986638751800109,-0.019289471805944654,0.009579929895419696,-0.040173618878721125,0.008416736284106574,-0.01993416437733409,-0.027636948155630704,,,,,
NCAN,0.013328138593565204,0.02990918089632635,-0.046692624984512265,0.016123455986680177,0.018187909116245415,0.019697760052331238,0.005138973823909433,0.0450324896294775,-0.07474354195839925,0.09359600184663903,0.015206770230292068,0.05919463294483761,0.03721752555296656
PRG4,-0.020690507786240604,,-0.012790425393001325,,0.05781614039128185,-0.023566266946584945,,0.004237574610948846,,,,-0.0033968919867128676,0.04395197485952015
ZG16B,-0.019078301244993347,-0.013385675343570517,0.06263632338793838,,-0.021709735941239428,0.05362311110118285,,,,,,0.00487121771999466,-0.017553386482942412
TGM2,-0.009004833709365811,0.01505599835325289,-0.03818986871259528,0.08323029232763203,0.052079048072543536,0.046262641822527185,-0.019643642687522857,-0.05562389061198756,0.050258728686558354,-0.044415755142594535,0.0412519474065358,0.01997290277064957,0.030379109974823394
VEGFC,0.06932698377541245,-0.017187722617139373,0.06444638769308132,0.05363747450571048,0.0032453476673518925,0.026197125117912206,0.030375190863753433,-0.016645198005597425,-0.010489510653977435,0.08220255927057339,0.002304295975361231,-0.012419761222900803,-0.0017270353328600959
WNT6,-0.022198356355233095,0.09078120156002284,0.015902004827390494,0.1761428883518281,-0.019773510831892178,-0.028037232353681774,,-0.014527088287946872,,-0.056024792185084216,,-0.03209974386724901,-0.018137914632840785
NRG4,-0.012671673793244251,,-0.015566532812459646,0.0006814321600533789,-0.025045695709419884,0.05399953402525487,-0.0031551993021773795,-0.019418564956194664,,,-0.024227784215393063,-0.0013200978693167144,-0.007964134206777664
PMCH,-0.01460478598458503,,-0.02156894775815232,,,-0.018440530415074815,,,,,,-0.017987628834297057,-0.034931665194318916
COL9A1,-0.028536052049942136,-0.03074646276575891,0.0017643953287148429,0.060313373593488304,0.0618738705695555,0.044112558862982466,-0.009879366385615521,-0.0067682162860792485,-0.0395516724340534,0.09136459478117746,0.015019150825038153,0.04353536475773686,-0.01414681593191448
GDF11,0.021545220813288204,0.022288685376541287,0.04635947927090216,0.0038965196746452236,-0.03983138716840294,0.00548283068664771,0.0337914341698676,-0.03799438174832424,0.09202155921064481,-0.011368735960322162,0.07329970719330424,0.01245187283387877,-0.0036902174132458568
RAET1E,,,,,,,,,,,,0.08390005719767742,
IL24,,,,,,,,,,,,,0.035812506934434434
SORBS1,0.018926683291576298,0.04759142713310594,0.015836625215488273,0.009844305818362483,-0.008530211720336125,-0.044531896903723354,-0.040736422457035036,0.02049040761638397,-0.07803768749607758,0.16372998716754497,0.038168825170289244,-0.05065747070537564,-0.03856806050361752
DLL1,-0.002191783848929212,-0.0071457625684521655,0.036534956931453415,0.052461838947435335,0.02771136270868197,0.007158531206939541,0.0002164217486493566,0.043680061427156615,-0.03185849207532461,0.12867601296850653,0.03607625814487408,0.012699930674167127,-0.013557616935800406
TLN1,0.008562068285869877,0.03710108170721967,-0.047516097980024125,0.039327010304136545,0.03685387392840481,-0.00693939461850291,-0.002207400867848475,0.01436619556846819,0.014653077813560872,0.0026950567940873626,0.05012367920353768,-0.05701218769084482,-0.05926912104136414
COL2A1,-0.028494019118030314,,,-0.016636952330288907,0.06306328995390008,,,-0.01355278882413798,,,,-0.031022401201177625,-0.024574790052450207
SHH,,,0.07171556179620785,0.0020083552611019945,-0.014590315757205402,0.04963612493523746,-0.012332314442941254,-0.012934682670114446,0.07985306187791982,-0.0632831141514323,0.0896466711072891,0.029762820504744172,-0.04970106466022022
PON2,0.00015230366805559192,-0.014848179467531347,-0.057608252150308646,0.045432316713927556,0.04006936124315106,0.01813511508157749,-0.03354908769170877,0.04282214182335702,-0.04041328849754227,0.20757955461334818,-0.04362872845226348,-0.018752580141135226,0.07023419922334491
ICAM5,-0.037080883132917915,-0.01593459001756519,-0.020715515450410508,0.01711372383570759,-0.036267806651628196,0.023289801363769225,-0.030229133786568104,-0.01196018547440668,,,,0.05821881012505325,-0.040468237734569534
HPX,-0.01238666407277469,,-0.03233966758776328,-0.015356589406799626,0.0012317697938538448,0.02208778385453491,-0.010740764505052491,0.06396801838949535,-0.020136965943149326,0.137492641057791,-0.03248323297390766,-0.04012351649867861,0.005323677702335726
SFRP2,-0.018291400897595247,,-0.015137409538017395,-0.036302929831656665,-0.014812504293088601,-0.02060544425059217,-0.023079396578230143,-0.025374537238607484,0.01592530543369678,-0.06690760707439952,0.0026053068581283166,-0.00880300568799699,0.013894248764089628
CFC1,,,,0.03008274252705196,,0.01904065022672585,,,,,,,-0.024135536070105594
CD70,-0.012667674339533001,,-0.014772584792406642,,,0.008017847211191547,,,,,,0.1374452419144974,0.023653184685524787
HP,0.02367409790739876,,0.05286223599164264,,-0.007774279893704475,-0.005634770426667085,-0.005372703758256931,-0.02907227107424582,0.13419417224355548,0.05588989245930976,0.017222753201082856,0.03450171799967922,-0.051629711675765216
CXCL2,-0.04088406675236648,0.010774248660896345,0.03491430108237326,0.0868650424155085,-0.018680580819864765,0.011205176840074275,0.08061418317258681,-0.025600845783882015,0.05236401171221631,0.03115872721996426,-0.03550311242432907,-0.03504671144795411,0.05708431105323554
NPPB,-0.017749251736242536,,0.04112542592015297,,,-0.013883435027299563,,-0.01664519921625041,,,,-0.021623000825672648,
CCK,-0.01695320475596517,-0.0007164035538349582,-0.028777290483276874,-0.06769551277129196,-0.029388812190669217,0.006158627725127431,-0.07757539629610621,-0.03174215901037466,0.03988336069192252,,-0.010258291624350468,0.032099543277092864,-0.0005837536192024394
SEMA6A,-0.07283664433971242,0.06986215552692354,-5.0800433358542636e-05,0.09500526649783007,0.012761647565136628,-0.001774111898990439,0.01163412092909862,0.0063362602225989885,0.07231133533069507,0.0879448843593223,0.0634416262714496,0.04170077403581292,0.02374024129422539
IRAK4,-0.04060418406366129,-0.022256564429852407,0.038481913764832565,0.08780525450923543,0.05187348062784285,0.014181273657389432,0.044637638980984155,-0.020741325631450886,0.007277296410865871,0.009049648177634283,0.06591491291074969,-0.0035116185955336543,-0.042340607440804715
GSTP1,-0.038067346572189936,-0.04578557206689104,-0.03244919035309964,0.09492905581176403,0.08990444213535517,0.022133567782975434,0.034220296541186065,0.02780652405514227,0.0822198385861156,0.011289826940016375,0.03726841498000825,-0.0015703380411743455,0.054613870646899994
VCAM1,-0.009458305102323367,-0.01170310752052562,-0.006707978695105018,0.02845422508919473,0.06415645804531647,-0.046128055478418625,-0.002689192977237908,0.029576120954429103,0.02212319619474275,-0.007946727181996792,0.028426920813937676,0.03956991778883286,0.0072832587001684344
NXPH3,-0.008470764723799318,-0.03441795156059105,-0.017419914518863818,0.04313485224440954,-0.002773690437352045,-0.02472023068633757,0.0190370896092451,0.034513230201729625,-0.03662493288347958,0.15691673688145963,-0.0584573274822273,0.05493398826377825,-0.021138269144161607
MTMR4,0.031403330948407686,-0.0075696206800686654,0.03389112437198156,-0.029473920474922383,0.024213589156145826,-0.04733319203952393,-0.004656991853442707,0.0238239624305143,0.03679522795965779,-0.05297804688596029,0.021021328502138507,0.02681703550920182,-0.02210860218102157
LAMC2,-0.013931306695022794,,-0.0011777487454062256,-0.021041010527669345,,0.014143991075690941,,,,,-0.023424522228541324,0.020835275838840046,-0.026266391352274484
IL10,0.10215399023722278,0.05734721289619268,0.012969944787037245,,0.007955908427280974,-0.030231478859885887,,-0.014899819757417615,0.017267692198306445,0.009486772806107834,-0.022595201257800707,0.017412198786966572,-0.045692422046181
SEMA4D,-0.016171134607316975,0.04372084334094064,-0.04351441749080143,-0.0018980497043438597,-0.007576949400280042,-0.06950832733547854,-0.05003856502741841,0.014075859737048708,-0.05393826806524167,-0.013092485495359492,-0.06268555370508745,0.03155706202525053,-0.01198525650780718
TRH,0.032095742397600165,,0.032513386330969396,0.023990778693148473,-0.016664169455920037,-0.007084629112016327,,-0.007143230373654096,0.03343409045049987,0.12977445057221987,0.017616393759586096,0.04654871062448206,0.035763264633608516
SEMA6D,-0.0014670557399222052,-0.06834976863893652,-0.024651657985108794,0.1186856018440892,0.03845242959236889,-0.020000729519768896,0.009995249395985145,-0.0011047878565423855,-0.020130047999163323,-0.015870887832062308,0.03907704505637897,0.04207938144311832,0.0011084742548232384
CEL,,,,,,,,,,0.03234965212909376,-0.012061221247302864,0.0873785498541025,-0.028062055650682788
PDCD1LG2,-0.03885856687135279,0.00898014926844635,0.038795863082980775,-0.014776063691430441,-0.044455762208414414,-0.011932365915498141,3.952069297566964e-05,0.03095757449045621,-0.06356267374528013,-0.04556437302004116,0.07849918994345832,0.11155371671794244,-0.05354107574683963
SPINT1,-0.013780725196996678,-0.012624123227957033,0.004558332933617012,-0.01911194098776183,-0.010039307044746752,0.008527799343616362,-0.017552772225745736,0.04027709421004534,-0.02875851772878371,0.060105552753796296,0.031153041855400177,0.01083822823018493,0.003981627728030136
CTHRC1,-0.026676170711856538,-0.0185699399351663,0.01739936342405224,0.09891151114287582,0.10302004120055144,-0.025899291275250712,-0.027902048068017476,0.03403876951652884,0.01226255245223186,0.10631415419410091,-0.03793645621937517,-0.0038019142031872,-0.008102320116301706
PODXL,0.0018800210430726936,0.012637594497947944,-0.0220801379794221,0.07122124771991839,0.06029150969260118,-0.022598531236816544,-0.034054990640382525,-0.0035888388158359106,0.04121185035342467,0.12248075268998512,-0.006527494988721311,-0.0036878423547212222,-0.01931000469868803
JAM3,0.0008076922843036205,-0.03933649566393693,0.04572020337622966,0.08036866379582683,0.05230613673752005,0.011562763912056696,0.03932108080733457,0.08003375300429803,0.010131499990866273,-0.11347537829357367,0.0030582321798233855,-0.022011296910790994,0.023132110161712884
