,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
POMC,0.13221180772493535,0.09165824281364716,-0.0136202213690659,0.0238613179394928,-0.013546473200963693,-0.017094221518768268,-0.048657803955379914,0.03922318007115783,-0.004149591480555222,-0.003229774082933888,-0.030645967274883307,-0.029580178243244538,0.003974581436136763,,0.0052791469473844966,-0.0065939939242311415
CCL18,,,,,,,0.07622061828880308,-0.06672968462028683,,,0.012687694274755077,,-0.010443197299342306,,,
CCL17,,,,,0.023176409958264466,0.06534359643020067,,,,,-0.033912121418664815,-0.025163307766586363,,,0.06780829128677943,
VEGFD,-0.024555649617348827,-0.01778645020885117,,0.15364227580079773,0.057988042996151935,-0.030007809325379393,0.0502741170755421,-0.0454477936865214,,-0.012655363289465342,0.012785972936503907,0.03261337585782492,,,,
TNFSF13,,,-0.02182525652752484,,,,,,,,-0.025431122216379474,-0.02698439338243675,-0.01675994805945038,,-0.013759094282041731,0.035417327882075265
WNT5A,-0.001585680616424542,-0.092516180613254,0.025898084213934407,0.08956487575658671,-0.032465177211549776,0.032875485098685216,-0.05458564867376224,0.0208515860096217,-0.03844027779529845,0.03418366862491532,0.035414414967070484,-0.02044171422581154,0.08453083512524749,0.10436600376308178,0.044211127427107866,-0.0038518693615718445
CXCL8,0.18928392073300457,-0.02391430122486092,-0.03104501184269509,0.07325900259558768,-0.014092681416662287,0.03750487928791401,-0.0463826223041374,0.031120966324293373,,0.10646696271953693,-0.01291096674645225,0.0803244534009906,0.01040627865381761,0.05668052780214716,-0.030406530389092794,-0.029651545337444272
GRN,-0.006147507517064988,-0.01654987535441543,-0.02012706051845495,0.08070141946425316,-0.0325351356837387,-0.007223078639594243,0.0021031350774852503,0.06662148977031777,-0.04257839400377308,-0.08739816201142724,-0.006065449462874911,-0.051131443464206415,0.06273423095599878,-0.04629639851672285,0.034493831962263875,0.015105971942394918
MIA,-0.02183807752375998,-0.04714060213190766,-0.018977512390753078,0.12561186485161757,-0.007020101443002307,0.05229079218654009,,0.03381708682058748,0.05337435939291069,0.014013606274655248,-0.0014700464036430858,0.02349348499655454,-0.08912564603752175,,0.06850619947922704,0.05034005814157416
COL4A4,-0.018703887144137295,-0.07180160328203347,-0.02076576733703033,0.055304627425393695,0.0032337122827005285,0.0033865679950368334,,,,-0.03060387371072643,-0.014276310313514525,-0.03876204153779115,0.036816515512927084,,0.07804492863491072,-0.0405745916299133
TAC1,-0.05732769070739608,0.1438331753202963,0.06763579307633467,-0.08808048681562518,0.07412152713392332,0.048935139330091054,0.023779253452545147,,,,,,-0.04536229862137718,-0.06003599546445935,0.027949714709880256,0.04138756546413802
RARRES2,0.010587113323997399,-0.0424143184028329,-0.005963804190481966,0.11490633635715902,0.07050249941584813,0.028485640182822916,-0.07409116350170711,0.13991498957587464,0.004707320002522197,0.019791621012031187,0.015674642329103032,-0.0298888907955949,-0.007578558254500481,0.00994759999427149,0.06587101720918466,0.030957560243134924
FGF7,0.019303749730899326,0.02973890306049819,-0.047018484407438804,0.0042692511969860914,-0.008489486940669151,-0.001183943659532691,0.123570811309049,0.014400566782509207,0.060006966684744784,-0.03311537703538936,-0.06933331503184119,-0.020699539776599225,-0.055026732299930006,0.07024924267727,0.055948586841850036,-0.021084375680466904
EFNA2,,,,,,,,,,,-0.022327537370810946,,,,,
HBEGF,0.11165951235769529,-0.03747304056677701,0.039900648472407166,0.0894241959974542,-0.0652356465059018,-0.020219524965630814,-0.009915752346118578,0.0865061153296864,0.13326963636299724,0.05467452424027825,0.039027955719657045,-0.0034655944498034664,0.07889869095466986,0.002232227551857762,-0.0148476490567803,0.03117412220206703
CSF3,,-0.052279743479773905,,-0.021435950456404635,,,,0.10570612873666009,,,0.017394108907688,,-0.02711061204912684,0.04196055983610009,-0.005732458684026489,0.005423417144478016
PI3,,-0.019575671757477354,,-0.024137163137833796,,,,,,,-0.040075844202561606,0.0031544011338702042,-0.08995747646882167,,-0.05140056147907001,-0.048858867578960186
PCSK1N,-0.022657082506029966,-0.04402015016247803,0.033738668954488,0.04620291940554877,-0.06874954529659692,-0.015038338871426377,0.02635765273452851,-0.011160468678535608,-0.013323945496082287,0.03421674271151698,-0.042868690641868296,0.0163685694724062,0.033350598746580126,-0.04944677760104153,0.08657901136951976,-0.016519732216359773
NTS,,0.030940851914613578,0.07716979239857454,0.018191721253839895,-0.017366318505544,0.002362526872943666,-0.025457991709106644,,,,-0.027201867336396006,,0.11315093205426299,,0.05110812318905368,
SFRP1,0.023114955783394557,-0.020291259487271975,-0.00530288004693479,0.0380186557293794,0.08172865257934331,0.003976607737123648,-0.006021824631541069,0.023981889264613095,-0.018018077378691932,-0.027091932934491254,-0.018967568293635356,-0.007161751357743852,0.019345367897567533,-0.05933031130642523,-0.034219889341272805,-0.04322677077329683
CXCL13,-0.03374602552726542,-0.02010889728310747,,,,,,-0.04441441768071411,,,0.02286821877279776,,-0.005082635983740334,,,0.03961694932649665
MICA,0.03435015412575741,-0.006184105197488685,-0.03943954111135104,0.06223439634103746,-0.009691556506662443,0.07800978919557837,-0.003609161716427716,0.05653635974631588,0.02902373351626635,-0.005949068106874458,-0.02947104764707469,0.027111942182062268,0.08101287101127863,-0.0053765014475720034,-0.011501437332928244,0.025923633841141408
TG,0.07386840624404269,-0.012870238745502,-0.029260910137699374,0.018724000178886223,-0.014669358261361651,0.09111574174131795,,0.020955109218109145,-0.031891664496785245,0.0035416843082007586,-0.033502073235691814,,-0.005219049937149871,,0.026737235388773862,0.08090226687689417
ADA,0.1048250996457648,0.05942916377237892,0.07695390412659237,0.01060863489858155,-0.04750059389419646,0.04126976074251732,-0.08445080236772672,0.021395833871244916,0.06157294874888616,0.065288732933659,0.009062747891034882,-0.03572769242906926,0.11066727752983936,-0.012769774004332922,0.03794941410908867,0.07532432707089928
LAMC3,0.04093525261126461,0.11144581612832856,0.022459497978583383,0.05118529582758447,-0.04336966568376954,0.10352164614388225,0.048246282401948094,0.0364816580397269,0.14865665459824795,0.0242434386651651,0.08180872012660886,-0.01879127948220864,0.21252193559191526,0.016472714499302408,0.07927274879842801,0.08749454826098697
CCL7,,0.03007759296987562,,,,,,,,,,,,,-0.02479109156250242,-0.04177288433117361
NGF,,0.010053731311005771,0.10581889459883621,,,,0.015359718565919079,-0.0028323146506853223,,-0.04377325091772274,0.05430079564014796,,0.03619178152552514,,0.01933455825861744,0.015711567242045837
TNFSF15,,0.053628525481232855,-0.011904231735412774,,,,,0.02814352908854971,-0.0032175079062121826,-0.04397966403094677,,,-0.006564032869502893,,0.013549478844876376,-0.003773755979729661
HMGB1,0.04507171850537916,0.04603536074642216,-0.0004601666713538903,0.0862245157747992,0.009534714246942045,-0.026270420677162114,-0.0386943808214339,0.024550644379781248,-0.03280290346583231,-0.06926978464987617,0.0017124812252001496,-0.02130150569949806,0.02409218913926597,-0.022363221167565586,-0.018565283844192967,-0.05201752788802074
ITGB3BP,0.003105777981081796,-0.029706536355573878,0.009666505652875657,0.08422639836200047,-0.06287933435614952,-0.05586399660341207,-0.02789496722760642,-0.007257007975095609,0.03356616561854593,-0.016211293538451698,0.002207131192329389,0.04492376479674918,-0.05066058976509819,0.03550352503375613,0.016050137732972286,0.03257505756388543
AANAT,,-0.017786452747967176,,-0.01933580740966547,-0.01319223961243905,-0.025170296457838467,-0.023934271975692298,,,,-0.0014542260338596359,0.0036288723548743686,,,0.006002295097663694,0.04893295641868219
RELN,-0.05470720883347589,0.035703608992959567,-0.011499949085444447,-0.009358563093177976,0.009586111112770624,0.01381324733526583,-0.04135808403150939,,,0.014879495019587519,,0.06674103933881947,-0.028273585084517796,0.03128052604220295,,0.037389388157884895
IL15,0.04752680498243293,0.02996213073227953,0.006032822134453779,0.08890671920000819,0.035745150604107025,0.06873497963817735,-0.00568543788601846,0.02376526623139259,0.023295910097341905,0.11233213391480355,0.05187363023887985,0.04186532240485329,-0.03102026848745743,-0.030559620447666382,0.03397858472922487,-0.011117347941110732
UTS2,,,,0.04399058877897397,,,,,-0.054327763448379474,,,,,,,
BSG,0.02181479888135324,-0.07592231930059562,-0.020024238637949592,0.01732144610355407,-0.02984588489158001,0.014646616272000706,-0.004895715294338172,0.09741183212189314,0.023351952898296943,0.08627799161293989,0.04568416343245524,0.0028040444325009455,-0.04846218389920876,0.017595617115895204,0.07166727975523682,0.04394108627802352
ADAMTS3,-0.024856372830277848,-0.0398142189636847,-0.038858330254852746,0.1312216064859177,-0.03407006583570912,-0.021892421904652543,0.10392641204853259,0.0854346721402334,-0.009359588404003215,,-0.02296032853169998,-0.04822800529216215,0.04425405161168965,0.0834437456278483,0.05464981734858801,-0.024615710906564267
CD34,0.02319206430107624,-0.0008418867347725308,0.013391775484183232,0.10460313045587773,0.013951364869490012,0.06960993891291684,0.033448995107336975,0.012961258026842663,0.025887935170582885,0.020073978809024888,0.02717168943707407,0.03636850826750958,0.12146891773838378,-0.006840657078115558,-0.034127559796426704,0.027127880994337904
CCL23,,,,-0.0045517873490192986,,,,,-0.027738384450172893,,,,,,,
PLAT,0.010022161363823405,0.017808101335355892,-0.015422056030342617,0.13272360406477368,-0.08225063383679007,0.06446285013186598,0.03799969116952666,0.05129185509537246,0.012011805928211716,-0.07707585611906997,0.03845349795091764,-0.048614559001121896,0.02516385389471385,0.00046399074779541463,-0.004636460324491791,0.054645172881464185
NTF3,,,,,,0.017687119469179714,,-0.040287302932975284,,,-0.013091907946820058,,0.032995399564989994,,,
LTA,-0.01714421764098861,,,,0.05177598567079512,,,,,,,,,,0.051816309903349136,
CKLF,0.004092265552229829,-0.028917994008624975,-0.0169946486833583,0.0920900797363175,0.049931505606473935,-0.053133828222621846,-0.08292847410177494,0.008874217714194476,-0.04747142320334182,-0.02826961878351187,0.06320265274856811,-0.02690486739789219,-0.003666400013508875,-0.010630731846611351,0.033101354212744016,0.0209077005352692
APELA,,,,,,,,0.054061463745444994,,,,,,,,
CD24,-0.005186972380945061,-0.017513137907502637,0.02169567145858478,-0.009734372099971971,0.08658707527246728,0.020530656168742986,-0.052524250367419416,-0.022565015270546045,0.13856076899815323,0.06382233394316975,0.04408671127539267,0.05069325313257966,-0.006333161385376568,0.015250170235625972,0.025967327918535094,-0.036221751035322214
HSP90AA1,-0.0014156201005090558,0.08248348555365871,0.020906412550373524,-0.13435353159682076,0.03871291770186696,-0.06874034466852788,0.05952260142240086,-0.11599183926002617,0.01196249305071184,-0.0015953546959289787,-0.035947387682233836,-0.030419667299874917,-0.020557325912320727,-0.030053554310129668,-0.02628981530116341,-0.0900295735387596
BMP4,-0.018173875693583644,-0.023993913626529938,0.03550938217716566,-0.0006033767104588251,0.0573008560915499,0.005934810869645374,-0.0381756831480181,-0.008942914131584873,0.05343444646179169,-0.041438735391017445,0.05951703552272099,-0.01627051704208308,0.0846156037951926,,0.005715036790632777,-0.021231569135745854
SCGB3A1,,-0.021181469492309778,0.019408634273853552,,,0.09182975879359749,0.03453954227724208,0.07404135544936677,-0.011010345271282276,-0.04193670482502791,0.015271058431235223,,0.013052017074038148,,0.04817378614821313,0.02100631994981038
IGFBP4,0.008227113140613541,-0.029219411521254252,0.027221450623149377,0.10459489803448105,-0.01937004912170957,0.04502984735502917,0.024564920314809686,0.04068026265091794,0.14323080902282748,-0.04397934724031699,0.02830783468845687,0.010728306320422109,0.1664085161407884,0.032478621428091756,0.08268578554768644,0.14028152939641256
RSPO4,-0.02771558586576786,-0.024446858951350847,,,0.060665386495183334,-0.009442465111174688,,,,0.009882385015844177,,,0.04560338663082277,,0.020592080550734526,-0.03286094351023696
LEFTY2,0.019365609714835294,-0.037945304093076025,0.0012408175183604602,0.07797463084117406,-0.019331746056085942,0.04458238270605668,-0.025458008471505075,0.04624063517215732,-0.03337938955963281,,-0.02567265645132414,-0.057071274061301594,0.01825653280269509,-0.04731715704506,0.025655887925671216,-0.03383909402951857
PF4,-0.015594996087367727,,,,,,,,,,-0.020464733807772594,,,,-0.02324941935880368,-0.02574183647783568
ANGPTL2,0.034751723084083495,-0.010409677758514873,0.008304427559567694,0.06820948122697143,-0.02199956419796418,0.0322453688149343,-0.03646577792381706,-0.07391728669200588,0.09038152134477113,-1.88126569569776e-05,0.030937635572750224,0.03672383622515986,0.02185067179625995,0.10897250140661063,0.012141983274217612,0.006910577972652997
LRIG2,-0.03458868215892787,0.047341522549489284,0.03918891562556982,0.02200778454413819,0.006699139431327612,0.05539979820682324,-0.023018066150687157,-0.0729740602192756,-0.03451823502378093,-0.015607157209181865,0.020563794106367272,0.08661460649079646,0.039098917227862434,0.045029111145827895,-0.0059417506263565205,0.08482514829014888
ICOSLG,0.02041618892074117,0.05182666218297355,-0.03263144958355125,0.08521557250423763,0.041515160964426555,0.01099191168292354,0.02640738064934863,0.039592948027174966,-0.05471396507604469,0.022796439036949622,0.08247339403176106,0.061821179825409314,-0.04387621184819925,0.1517129687551124,0.033529573963842665,0.01645390801178364
WIF1,,0.0390148677970849,0.04897269219121907,-0.08292736429179316,-0.011403270672318474,0.0007697331243882254,0.023231620718405826,,,,,,-0.03043184107461712,-0.031097061747799568,,-0.000677738594712312
NPPC,,0.001372229592996714,-0.02474766264717578,-0.029029122075919896,0.003341672005791341,-0.008358779005282884,0.04541076201289982,,0.09442641933759158,0.03599236982290069,0.025432253499785867,-0.029529690388726822,-0.028892395693489007,-0.05308010612201503,,0.05208369959839529
LYZ,-0.04318311441119094,-0.023203657650670173,-0.035969077714882156,0.08421468638482744,-0.010263930123393957,0.059382064350718515,-0.017836065135472878,0.04765717944349884,0.02342498608446323,0.018189991645477487,0.0191224467569451,-0.042932986033560584,0.06091324864570998,0.00038692350105579295,0.03414037550871885,-0.07037817642888829
EREG,,0.009017886512514343,,,,,-0.02618885091046688,-0.001137169083424079,,,-0.03910979187134258,,0.0437123193858013,,-0.006371828532713447,-0.02963647936202847
SPTAN1,0.011533880144535711,0.06188990113524639,0.020597257809839627,0.0023430784761434118,0.011045559859528393,0.006200879469311617,0.04266178555467792,0.06745139194780005,-0.021800348401881036,-0.024356119122166755,-0.023465185313284925,-0.03938457414978414,0.01287768162430089,-0.023538646223779706,0.0990074733854029,0.08349671988299243
PTH2,,,,,,,,,,,,,0.0074831558373909925,,,
LIPC,-0.023471302579401946,-0.023668583187698742,0.03516380319960009,0.03476589248690858,0.037802483804379956,,0.05154957553433743,0.01277656320095605,0.11952698899656541,-0.060826872613215524,,-0.021949209857193647,,,0.03367704295562729,-0.013093101093007705
COL8A1,-0.014625669201820339,-0.0741889297656545,0.006529017304266333,0.011204294211742544,0.004167972824057708,0.03674101686340226,-0.00191725443034944,0.023202795295371673,0.021186552332110555,0.045674772815761024,0.034772040613345094,0.025924773997468797,0.024933149408814848,-0.004445439586719147,-0.050797108205869766,-0.0018517651437873475
GSTM2,-0.03417266430945428,0.0076907040284908456,0.12954285142632663,0.0044061507588129024,-0.03513359811208845,-0.02701750364373339,-0.014260245826277133,-0.04109209603770368,0.07334389520651345,0.022621940098666592,0.050420973059651,-0.012787323456792359,-0.013272506174180135,0.029981175795225884,0.003432094736625303,0.026812706069945895
SPX,0.0039601888512691774,0.13986088928159784,0.04902776663222984,0.002524302554719444,0.07730540357616136,0.015939649903931083,0.0765865401072876,,-0.032489809597388036,,-0.009582695988509892,0.10053902961766562,0.0044971032395759,0.03076029538290039,0.09682205853769187,0.1011476081966031
MFGE8,0.038568141035295184,0.04246705082582812,-0.07655036564962248,-0.014460329706248718,0.030641740743021874,0.07063325876799612,-0.028274205651873614,0.09598252331604998,0.020623272613753726,0.08786900053044425,0.024783483662955942,-0.06467142412861104,0.14275858330239197,0.010615411580168063,0.01014305072841249,0.05312661676505046
TGFA,-0.03571078057518834,-0.07695516675350698,0.02603329892745971,0.05728090760696626,-0.0620661788734446,-0.0017135964967512273,-0.058655126763135654,0.01907349157287989,-0.0031255408365309214,0.006911239301862877,0.010116624366835232,0.0440742412856368,0.012348085161976354,-0.0037263548215372357,0.023680769884783796,0.0204260220977152
SLIT2,0.0094533149506397,0.015700033033705953,0.06366595493151814,-0.0025028049827801723,-0.03802734928858591,0.10648813677375502,-0.03302745231729967,-0.04759028862070491,0.07400061074337205,-0.03193202663727205,-0.005804292581374216,0.0027091736010051858,-0.02788004304141421,0.047507192579247765,-0.05063460842738155,0.005948629586140359
PLTP,-0.009144170177631798,0.030166119023714553,0.0014000392316498983,0.14556194374461798,0.05043675191835909,0.02950889234500378,-0.016885414288871164,0.02158013874151168,-0.0765967287392941,0.032216071809759377,-0.057139663733943385,-0.011958072162692936,0.048688177296216655,0.07821383498805468,0.0823832043118573,0.0567255529484454
APOD,-0.05165436919968791,-0.021628497845088693,0.04036703175531561,0.06529207320403173,0.06128069398920081,0.11607345143772216,0.03813034637950623,0.027071845723692308,0.029933731689074546,-0.02708127606615804,0.04495928452293269,0.008495322038384727,0.25980795830906955,0.17411073277309164,0.09909967796559638,0.07596107931054352
B2M,-0.08174118104671724,0.05407683417682483,-0.004641176976921887,0.15089192280122196,0.02537999522160618,0.05862551510914194,-0.05956614250526036,0.10516516484338687,0.037649714213642244,-0.00667500558158681,0.020978848559650837,0.04617650144972169,0.02416629324429746,0.03609625961959777,0.0006904707485978916,-0.02266794016589651
OMG,0.02339051539641977,0.009683146298638328,-0.009646554463348807,-0.054976554416752636,0.0698036129567332,-0.05277417889907609,0.01556572666009274,-0.03640764035376881,0.012826831477204806,-0.02327662707337194,0.05587905251283511,-0.0470608917003234,-0.06413210408249173,-0.03451493006976597,0.09659120992376526,0.002302843991509812
CXCL3,0.008655506009953087,-0.006855603659142122,,0.034010469243689945,-0.03479190152090571,0.00929803725801532,-0.036867218619068914,0.01891695927646298,-0.025257760713915566,,0.010424827706115991,0.024820424354634198,0.024818654589754553,0.006827799106129088,0.053169846618533044,0.015837918215834374
CXCL10,-0.04534136443666761,0.037631369399014826,0.06886861968387174,0.1438637589088709,0.08348031202883455,-0.00020870274091590576,-0.014589234632704324,0.04478787102470484,-0.020862299397812846,-0.07375346837311116,0.03249573671738755,-0.029529687177859157,0.08755869510651518,,0.05545409869130717,0.058589972632469366
RSPO3,,0.022715905495104938,0.0350092582153651,0.04682092901730757,-0.022318835329442097,-0.010708781373585613,0.001981557622857393,,,,0.06567779893989276,,0.034056824487105064,0.0053356798208806224,0.04184083542805151,-0.04529833304921003
CORT,-0.027851675465263136,0.023143262560241296,0.017023901817106613,-0.03805666803211186,-0.007886476172938807,0.0473172380988662,-0.009526003655552503,,,,0.015722023008064558,,0.004281203074978298,0.05082336181565998,,
NCAN,0.0161243665651097,0.09234289018820585,-0.013291601354455692,0.02948797873543129,-0.03494408319425833,-0.025771291056607325,0.12290702234099397,,0.007636440316849121,-0.036407559954962164,0.026770204276534176,0.011510968401036452,0.03288512822763589,0.04982535428308419,0.10688165915616032,0.052431818217614994
PRG4,,0.025182088020254966,,0.044301448023461795,0.009864315538211273,,,,,,0.022356189966516057,,0.19160143214583705,,0.09281505542250873,0.07711193322544288
ZG16B,-0.0008663720249216997,,,0.1100043856433491,-0.010095674401916034,,,0.012874339137601503,,,,,,,-0.03136945599949422,0.023427804010429796
TGM2,0.011644205674596586,0.02028642129765546,0.020179068069673567,0.05598147488732872,-0.044544260932982985,0.04955451676328558,0.04095684558142002,-0.010537601292880243,0.06901828760452496,0.006420899057030102,-0.011891950653416743,0.06470234496244957,0.18603632807251155,0.015106745289408436,0.04667999970434869,0.06532312714694462
VEGFC,-0.024096322086024396,0.030445162674535575,-0.04168815509186383,-0.004776754237835366,0.014594535974318716,0.01595721674698352,0.043675312306127693,-0.021204972647491153,-0.0418050485661986,-0.049416249586275635,-0.003146463518921357,0.1721452344985361,0.2128512104325742,,0.06608404323621045,0.04616482232901092
WNT6,-0.01735477517355767,-0.0079156575868213,0.035833483714886885,-0.02704706513464048,0.026867403160827457,,,-0.04643832002163844,,,-0.01926877292530933,,0.05534684789414214,,-0.025806348933293807,-0.02269170927448409
NRG4,,-0.024138229992361124,-0.01733477908973375,0.04399750913620408,-0.01939542516131256,-0.02255747843963046,0.10929788866902074,,,0.09490225932799527,,-0.023215628069367725,-0.008347539194595775,,-0.025158113094149177,0.012210272685465779
PMCH,,,,,0.00362956981622469,,,,,,0.011105551575623913,,-0.00876113952670689,,-0.02204995323997566,0.049304712109538476
COL9A1,-0.027126694526473764,-0.04049671749750817,-0.011453891368954233,-0.03566885365844253,-0.027057725956230228,-0.011736761366141508,-0.025825800835792164,,-0.0026533054174276657,-0.022649858894424068,0.005587963362815586,-0.029052723742980912,-0.013606372794244509,,0.09598686691529094,0.0765749769896925
GDF11,0.04674776731891323,-0.028574009590542737,-0.07432972434526623,0.09478503212911944,-0.05592472981127411,0.1005328313596326,0.07732757319446382,-0.004811436366285565,-0.010900538019785758,0.003829845035256539,0.025416954156067942,-0.03740828650480342,0.0333745235591636,-0.000596236165584252,0.0764400369832499,0.04508624108921925
RAET1E,,,,,,,,,,,,,,,-0.012575103756102358,
IL24,,,,,,,,-0.007867539536754356,,,0.06469697426251322,,,,,-0.02527207550894199
SORBS1,-0.023537359439092093,-0.003053310595497564,0.03448196888431673,-0.029089148696041952,-0.02581806120918726,0.028187349153931434,-0.010837757215050965,-0.042057737432893504,-0.009327632077294276,-0.055700332766749884,-0.010392451601898074,-0.047856289599297004,-0.04163440430143944,-0.12639930668916538,0.03368633699010946,-0.05860817034984969
DLL1,-0.0016114080877828835,0.02464663540065696,0.04414588799403148,0.041965375713692514,0.01668960638149689,0.022073340069247046,0.03592946172246564,-0.02547688481664593,0.01830999602843817,0.05385692253923397,-0.0168239985005913,0.02132179538930408,-0.00034008362383723456,0.12884774491002207,0.04074266110089352,0.1296112306097099
TLN1,-0.07581835090405381,-0.050244529424648555,-0.05310105588183105,0.0944504032406103,-0.048529826740973836,0.059925718470888775,-0.015319917388314027,0.012352295225002101,0.0792389110224223,0.04064831550313948,0.04779907061772543,0.05133810684264091,0.03779490085889876,0.08157959174776427,0.019380985276167686,0.024522111447705736
COL2A1,,-0.015135893685641543,0.0017010860560630935,-0.02538699946683652,,,,,,,0.0024980836867951155,,-0.02211881287129991,,-0.0019604593502150127,-0.030744658503464615
SHH,,0.01892946321723543,0.020441096506766347,-0.019957266262682356,-0.010880050102627872,-0.014657975483663988,,,-0.03658382069030784,,0.011015547588616623,0.0027850529548495524,-0.01728943829484827,,0.0067744639376448946,0.07702656690932523
PON2,0.01751598554254448,-0.07962207270410557,0.015901718771828142,0.05375172551629778,-0.007954067680170889,-0.0004274514059450572,-0.03238528631552713,0.12466271764231003,-0.056482966986608076,0.0007357155438485872,0.05450917246033024,-0.02201063393959895,-0.03954114581135051,0.048011923303500466,0.04664021285421281,0.004135003098673959
ICAM5,-0.022339493249042493,0.0804092562129896,0.024774552767273864,0.015036011251203097,0.041557153397542936,0.0036755619966323105,0.06352153263634437,0.0034956409071473173,,,0.06679450087898477,,-0.00028724405348932997,0.004269799897834806,0.033096991377826665,-0.010276686448984098
HPX,,0.010000049413212014,-0.024744776400492132,0.10974014322105191,-0.019812135305362206,-0.008320726980970018,,0.005970393383530146,-0.025257747499597992,0.011357231195501019,-0.030605851944307743,0.10181559036211268,-0.029539168595589912,,-0.050568965619413736,0.058905854776967075
SFRP2,,,0.06550530964340046,-0.020261185372105788,-0.016512119207558296,0.024806609414736055,0.017204786077379543,0.055406816320959285,0.034114456070124005,,0.042793710014431996,0.03774197782579768,0.00824860400875994,0.09422021389573058,0.07121127349292133,0.025380410790583348
CFC1,,,-0.041812616439665246,,-0.01270550236102056,,-0.006908360679584107,,,,,,,,,0.037541993775275125
CD70,,,,,0.025212894867018425,,,0.044803363103470654,,-0.004028603372401283,-0.03598116490766293,,-0.01311779092375079,,0.029600059104637193,-0.034300165907449005
HP,,0.05161795395340044,,-0.0012474024527286414,0.019076977558804564,0.06649740506962964,-0.060702651573958565,,-0.037284925367712704,0.1117876910677286,0.012330447409034393,-0.029733242128466352,0.03358223603287237,,-0.026181702859394727,-0.0030185884813997027
CXCL2,-0.04405399764234261,-0.03989728702294996,0.07343200014525061,0.01313470446170566,0.020461011052810764,0.0267873080779732,-0.036745209713883384,0.07802708624092242,-0.04533237923498394,0.10112730545068561,-0.01635397276384918,0.0858197640110685,-0.03117376845332027,0.051224178290116044,0.025442717581658125,0.023069512755301558
NPPB,,,,,0.03911537740766144,,,,,,-0.042583550984039445,,0.027688109601082565,,-0.02552010386941389,
