,UKF243,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
TNFSF15,-0.022164233899140105,,-0.05414527205004907,-0.052339504818338274,0.018183518642472675,-0.051413797823716995,0.06867418926279575
HMGB1,0.02832529438228421,0.00165878935926908,0.044104998234265065,-0.0681123572761763,-0.0644235293564135,0.027887369863488474,0.04769554011517075
ITGB3BP,-0.04995461740384445,-0.052572697712876905,0.005982331217752539,0.13394253167515177,-0.030853822233208886,0.045382896719308195,0.04589512716842107
AANAT,0.04273391472860304,0.011352584737832445,,0.045360134205410574,-0.019202122758870618,-0.0048694677941642055,-0.030131037982711894
RELN,-0.030890927485119013,0.018707044649636226,-0.07604875798504124,,,,0.018207799669074095
IL15,-0.03150607590160268,0.021402672156440622,0.00825761871827683,0.08031830884378587,-0.035179075637556095,-0.018576892063682453,-0.035112046185182204
UTS2,,,,,-0.016352012886233305,,
BSG,-0.055820281172728185,-0.004953205503942473,0.025057665051257484,0.07576849852943342,0.01126435657156601,-0.05126684948601292,0.07911378168851432
ADAMTS3,0.0305018660352532,0.004184759196964935,,-0.04349333246446443,-0.02588893014679513,0.009180160977388779,0.0025901101166120556
CD34,0.04750166370266296,-0.022345328742875994,0.060585561562219704,0.046422588454653725,0.039706706392018225,0.0028348571234632245,0.04090816115706271
PLAT,0.01678569946273137,0.04552279258128803,0.008168866002033127,-0.008868907115415466,0.06391986829865967,-0.004587907579097611,0.0578210422352376
NTF3,,-0.019279109908289686,,,0.008537298976638324,,
LTA,,,,,,0.0008249245792427507,
CKLF,-0.02484189990568777,0.004957450845355519,-0.17410253425940564,0.0404223175268121,-0.011810112901525758,0.05226924436580428,-0.004183435820235983
CD24,-0.05991205510347289,0.03170237979486691,0.14792595280973797,0.1679432470988711,0.0046143447660560895,0.09715024974609388,0.024877158364312636
HSP90AA1,-0.021722764551636745,-0.015298006686075253,0.12091083161928975,-0.10812459231295529,-0.04510249777679174,-0.009756220870023606,-0.07966129356858678
BMP4,-0.038774441902021575,0.028409356981039132,-0.01633140874473427,0.06280058024992459,-0.010067498545504604,-0.05693755139905321,0.09085565077829955
SCGB3A1,,-0.010074172571995138,-0.08258491859867745,,0.0185204179085938,-0.007883032226761986,-0.052182486609125694
IGFBP4,-0.050886598411789816,-0.04436645879002571,-0.012348618951143867,0.06881137072566408,0.04304959029420825,-0.025683984929708432,0.019882430885682475
RSPO4,0.057789653555081984,-0.010074171098419505,-0.045608889656821285,,,0.014842229760578085,0.014305867825771215
LEFTY2,0.009514321816026579,-0.011046451819236646,,0.03363855725018599,0.07548060466967833,-0.001876975763957646,-0.023366890748756163
PF4,,,,,,-0.03262902836091442,0.005127356350045825
ANGPTL2,0.026037207952634926,-0.04145627372001137,-0.17831710370407575,-0.003925840448531224,0.028187549429303172,-0.0276204931767532,0.059216436473037995
LRIG2,-0.00405778721603975,0.01959851246461921,0.0012452974744068153,0.15661486514457212,0.02177916324598728,0.035154987588665185,0.07286431822491587
ICOSLG,0.032801261736677814,0.010706846382462684,-0.0956765068560565,-0.03571960722041148,0.043457874549253685,0.07120298412365704,0.04922407642123079
WIF1,0.029486092679165552,0.011892250188225114,,,,,0.08077127677312979
NPPC,0.01528127284259479,0.06867312107839146,0.0433355126844202,0.09645755926186288,-0.032675127383426913,,-0.04043253949121313
LYZ,-0.045876779619167425,0.02956819221909418,-0.07670487659471341,0.00871671869453548,0.014067337218936188,0.005937876447491113,-0.003421115298745279
EREG,,,,,-0.044429110283876874,-0.008890256334399969,-0.005161006387271331
SPTAN1,0.012794216425103762,-0.06128863021171132,0.03845572847088391,0.01857244421474724,0.0584060604063779,0.056011322125576045,-0.071179055779634
LIPC,0.019658603389574078,,-0.06947646488280738,0.04347614533869037,,-0.04515760421480005,-0.002528377834504616
COL8A1,0.07434883461983202,-0.0106445816155548,-0.00172650995476028,0.032158649527513954,0.12139555750596666,-0.028275151589598455,0.10678148584906612
GSTM2,0.05632285838789117,-0.02977598216435316,0.041686854223936844,-0.014688034313483811,-0.0031158936138453567,0.04930185140370884,0.06630584459807562
SPX,-0.062197799152835874,0.02863018198906859,,-0.02545687370545533,0.03664122221953205,0.054411848331940835,-0.024021547807648383
MFGE8,0.047021128398634086,0.021022602142382222,-0.03300464009676062,-0.01437508608543907,0.0032021485256998592,-0.006255255601167351,0.11354021766118963
TGFA,-0.013687830579222477,-0.01696886045533369,-0.05667130953580104,-0.09678077724301969,-0.020828797998252414,0.0031992986500234476,-0.05005330534831393
SLIT2,0.014695041725480992,-0.03367071585589858,-0.02077507185603237,-0.020126975818346913,0.00938746116273882,0.014132625146352417,0.05138648595360178
PLTP,0.04719231749075585,-0.016425484648771676,0.2209821538227367,0.06878188486226583,0.025638107865239342,0.02174682020688101,0.007807832960778804
APOD,0.006826871155342769,-0.0042647400037349875,-0.04736187268065726,-0.10005062387061452,0.06710116342941394,-0.08672953693349282,-0.05517254021086961
B2M,0.04407697995253647,-0.004393181943067036,-0.1503686480943021,-0.023778997046848046,-0.012608249762627758,-0.045889337376037544,-0.08843818940384292
OMG,0.07654836799427454,-0.025028240187038364,0.09071023774495915,-0.0576243755557184,0.008086284998543627,0.12874168968112495,-0.08042144960377211
CXCL3,-0.0256856298063286,-0.010777233630388964,,,-0.03109134229279469,-0.035893535016925104,0.023363147952274586
CXCL10,-0.008619940030616715,-0.016371406688619493,-0.0003477951053890077,-0.02226247128934942,-0.022602368924583553,-0.06805392284816897,0.015721532420430614
RSPO3,,-0.004478597313136061,,,0.028086904974457882,0.07223089480785094,-0.009924872571359876
CORT,-0.024538216690222135,0.06116230353695625,,,-0.024958334293724346,,
NCAN,0.025264027123413742,0.05749351404937203,-0.1166858383311805,-0.03990539159065696,0.01534877340786395,-0.007058739871312931,-0.1013906786482718
PRG4,-0.03348890444885549,,,,0.10383799305217792,0.018166386936138992,-0.04142588197768471
ZG16B,,,,-0.023546668998135425,,-0.014745612566346595,0.05272169077850055
TGM2,0.037722433727881026,-0.006116634826614588,-0.06613226883457467,0.019052577276513667,-0.004195051982554576,-0.05350902309111758,0.038809154505569356
VEGFC,-0.024028957570330745,0.06375500020388049,-0.0976477059985755,-0.02445347108754789,0.032412693630150084,-0.07553868934077435,0.08946766912632721
WNT6,-0.030475119721129672,,,-0.03840065831654509,-0.03267513179188765,0.022149004845803903,-0.026236307902228927
NRG4,0.05734454905780125,0.00027180731114419753,-0.06756666553365398,,,0.025208727646408753,-0.02643354561151452
PMCH,,,,,-0.022247843142116704,0.07084243531144079,0.04083350561381217
COL9A1,0.08232226669582576,-0.021340252216353373,0.12269112970255379,-0.016800039635444696,0.05498760066108783,0.004655939987675898,0.055906539195252694
GDF11,-0.013517343686465665,-0.0017713736478745935,0.07770626239316658,0.04701511206351923,0.03086115154666839,-0.029379072208374785,-0.03566781839221707
RAET1E,,,,,,0.0042595994730728155,
IL24,,,,,-0.016587455742036565,,0.04018443796463643
SORBS1,0.11065614754946651,-0.03487849415450347,-0.034245528380408334,-0.013872597479748365,0.05698426567833533,0.053098097484319304,-0.0010333253354751076
DLL1,-0.05157549544850999,0.003751980091123074,-0.006447488265948018,0.014679138564432957,0.04507017826382613,0.013303550826722958,0.0873375217480273
TLN1,-0.04837212582147841,-0.015757390879083736,0.043905916120995425,-0.018656009735401855,0.04224221732699871,-0.0824228084355346,0.045736272627649684
COL2A1,-0.023246347645179903,,,,-0.024601065133914832,0.006173287913792678,0.021496983311731825
SHH,,-0.011566946764925845,,,0.03216325798161502,-0.0724573514404605,0.03117232248163289
PON2,0.07535035105886932,0.009231932745004764,-0.05440437063380606,0.0013326023263433788,0.02957370322367694,0.07896933623798541,0.01013864695007807
ICAM5,0.020457866197689672,-0.009722340361686866,,,0.025335182025429243,-0.031223837776566614,0.011800572119427328
HPX,-0.03701830471789933,-0.010074171544957508,-0.08789789221183839,-0.05465860508397697,-0.04200865031894109,-0.005345120293685774,0.020992429894756203
SFRP2,-0.030265399533398223,0.015018234535853993,,-0.021676008578045435,0.07093289456073425,-0.011939078992783606,0.12308105357370258
CFC1,,,,,,,0.027451712343287145
CD70,,,0.03415781035645744,,0.035314800402847506,-0.009840462568598926,0.06940898280403245
HP,0.033532618842545533,-0.012678266802648518,0.00863298476098004,0.08811434807068576,0.006502920254399445,0.01231103497997138,0.07039654569928455
CXCL2,0.0575755342337993,-0.014000631367442624,-0.017620002957354833,,0.007392701093073659,0.014515406179461687,0.047553631740565185
NPPB,,,,,-0.0241764894484863,-0.030740302968935294,
CCK,0.011231905729518415,-0.019659051107107552,,0.010077111816793624,0.0009770608441210461,0.0024630444341621842,-0.13092363995709141
SEMA6A,0.07490344550554709,0.033381266314571105,0.11518942006633501,-0.07626065437066598,0.005754904438831485,0.034281890282158375,0.07927838552393905
IRAK4,-0.013919984280450918,-0.020430394038528442,0.00011292480507433834,0.1203108963007251,-0.07385497986235035,0.03391102594385054,0.04250928272337911
GSTP1,-0.05174274310359979,0.015572644608923445,-0.052871460533552087,-0.07157066610226394,0.05796450426360197,-0.000873542181956897,-0.00367438006275777
VCAM1,-0.06288773087258744,-0.02776066678724261,0.058327848261190654,0.03138201499807929,0.0633598103346104,0.10880711076762195,0.08961758402864708
NXPH3,-0.00976369267970559,-0.023275059957519877,0.06904603273417631,0.038736543730657685,-0.023744931211300457,0.0865666018285463,0.0008415885955181717
MTMR4,0.01375618552683148,0.01840439491874804,-0.11503389281920416,-0.04792525373352733,-0.02845379658726009,0.013407497253427724,0.06862654173813498
LAMC2,-0.020739738995673957,,-0.06756670604019377,,-0.02039276368525638,-0.008664162185966068,0.04723492647163562
IL10,-0.03290431915111106,,-0.03598271254106967,0.11006792984595067,-0.02785690468390831,0.049684000123378064,0.07185477684642845
SEMA4D,-0.006433581740828299,0.020504700211081327,-0.047032389662640534,-0.08405933038872851,0.007695165440545713,0.06108880488317367,-0.011565587567012025
TRH,0.019638997337710594,,,,0.11661925813600899,0.0015709367784234984,0.008984336560760826
SEMA6D,0.052520075704163824,0.01821451134194406,0.05597493244189358,0.03365587846069493,-0.004909678747209318,0.08759567311392544,0.020653078839395173
CEL,,,0.08594843397898728,0.050684696975103284,-0.02511916625594356,0.06540752399720508,-0.027305106134260414
PDCD1LG2,-0.032904930257191455,-0.003972552246491124,0.013695959066572916,-0.042616293684395276,-0.024942733204140474,0.06223814494225015,0.06180410345505636
SPINT1,-0.032111441571492025,-0.01646341267500529,-0.036894696764516115,0.008087255678352912,0.040478048886592434,-0.0015816794808787408,0.026357273588442708
CTHRC1,-0.06047242684967483,-0.015388056528056715,-0.08203450711852477,0.13070984621836107,-0.012085790837675728,-0.005940322890006227,0.033301221465860134
PODXL,0.03329518449907486,-0.02348203573872842,-0.05746808339003572,-0.021704487571559843,0.0016131354220868727,-0.014936879122542,0.0011600795758506923
JAM3,-0.03716369968964515,-0.0044039669427533784,-0.10366501720430536,-0.060017225204713934,-0.06162612842006943,-0.05962512295891481,0.029730693517300937
TGFB2,-0.014984772827295559,0.024525598340558303,-0.011101626711203436,0.06871241251741743,0.018259247123097577,0.054536583386341014,0.012595273308984361
COL18A1,0.03102360217106407,-0.022174792068846278,0.06931917755331629,0.0063814853619800285,0.07085505337100434,-0.023883312888701796,-0.008861482025278077
NODAL,,,-0.012788752790342466,-0.014889048944793403,-0.024796591481516344,-0.010997779428937869,-0.05784417448977549
INHBB,-0.006214436146140934,0.02288241663955824,0.06165243343852054,0.08177469299973487,0.002699356831128937,0.052935648992157636,0.0764240603056394
LCN1,,,,,-0.02637518309858481,-0.034818704315698744,-0.026649595929137303
ARF4,0.02620092917671642,0.014509739606282395,-0.14898098179557037,0.08379040136579619,-0.03444118662763432,-0.027569517919575764,0.056959244720930675
CXCL14,-0.023710137533840943,0.030860200800283347,-0.019268612880834857,0.056300828106394155,0.004341793054375835,0.03603205584442031,0.04592205027165013
LIF,-0.06559997648212956,-0.011943160355248915,0.05038077126917299,0.052338178589239594,-0.046780433567380576,0.0105767724318254,0.10573330570879877
IL17B,-0.0014844717512121305,,-0.06451782408493627,,0.016432939154277747,0.00550717713854761,0.036732558731192334
MMP1,,,,,-0.03626235618470875,0.0031515158340130493,0.011484336932696572
MATN1,-0.019531708915548486,,-0.006384232476028632,,-0.033187598929231274,0.0071064300020937075,0.06296141719513447
ADAM28,0.06406574370265958,0.05509088353694574,0.0015104701380322754,-0.029255898542303562,-0.018094297339003328,0.07010570701766691,-0.029938897273174742
TCN2,-0.06927084745119702,0.02692373278757113,0.04320583202183675,0.023689289526602257,0.05365229673082676,-0.0007729645432764653,-0.007017861965717031
THPO,,0.07897934566019821,-0.06756674006574348,-0.04165030855940325,,0.03125601463756899,0.02091701602507893
CUBN,-0.02422359105179083,-0.03565999384758671,0.04622477942651258,0.012440945250752537,0.013571262989538693,-0.009611807780068446,0.06596169555277635
TIMP3,0.01944903604818925,-0.03286901850724784,0.024985707172079364,0.01855556306519842,0.025077579950496635,-0.10415325133664595,0.08245531553105387
PIGF,-0.06183928838810541,-0.05041195289327204,0.01912579798389365,0.05706217233040731,-0.009248831440227761,0.008852917926024976,0.02063323937230316
CRH,,-0.022485863875767228,,,0.008884169863555287,0.0562148856713795,-0.005139260062223922
BDNF,-0.035381097339045604,0.022858279285032184,,,-0.03683477179395029,0.016375728647210062,0.036966997693966934
CCL5,-0.043144770359621075,-0.031055685142247214,-0.05166418292281378,-0.02285673612617757,0.040808558957702246,-0.0022833937438225442,-0.049509782228630644
GAD1,0.0031938438397331047,0.03170695498210092,-0.0604656571096494,0.19073005273393803,-0.04962758879714753,0.018208028793842652,-0.06835588582127762
COL14A1,0.014864740384419216,-0.016278930956833842,0.048165634461625424,-0.028514837686930024,0.03760025061238168,0.008424612410936184,0.06922851996049717
HLA-A,0.046310992207073735,-0.03476026778280889,0.01938486022459266,0.06462538643695691,-0.00527756865682379,-0.013365353480723388,0.024689878710453448
CD5L,,,,0.03338718695096038,,,
FGF18,,,,,-0.02713474906096945,-0.03443120357762626,0.004774076899610119
ADM,-0.06595132074051166,0.012813155719920784,0.08513029272681887,0.15744870057365867,-0.06338473166030996,0.030158181454882402,0.14687677151879938
CCL15,,0.015904485775612813,,,,0.02649917146165143,
GNAI2,0.07644047091391358,0.020300848255928067,0.09798937872199152,-0.020726446230874978,0.011135371149439582,0.0024014169101252746,0.028445324229713922
HDC,,-0.01512948235748798,0.17255415817772793,,,0.03178126716949856,0.045124453146292355
COL11A1,,-0.014880902935639524,,-0.015173567139393863,0.037623132201726826,-0.014535766138314365,0.09672603733962733
NUCB2,0.040887694153255806,0.047609028464825176,-0.02292263887921786,0.032165741267335665,-0.0436797148314382,0.03618876433568221,0.028581015798246477
FGF16,,,,,,,0.009909406834482437
CXCL1,0.002838741019025063,0.01391453726218849,-0.08040534113421813,,0.04154864633482164,-0.00046876146752714123,0.035864478876826256
VCAN,0.00921281481400213,0.023508044342817735,0.24591750511886587,-0.08460961513289056,-0.01268336052760336,0.0023687804425656677,0.10718377747063527
MMP7,0.018965541351748282,-0.021847595467618903,,,0.06185998611727811,0.0280050073831916,0.06448061283213119
PTPN6,0.07836290401474794,0.08749107826235722,-0.04584347169165203,-0.030660155532445915,0.055959085263865185,-0.016947547936772393,0.03523696435867529
PTGS2,-0.0013276517245667805,0.010991123141304503,-0.01533541352598111,0.1290626013521176,-0.03451156781547165,0.04147347924340808,0.02290173783818736
XCL1,,,,,,,-0.018097671096318865
CD58,-0.028077997401570947,0.0009744522667294354,-0.08102891351868007,0.05279917416573057,0.0538096225282673,-0.03282074229137443,0.039590982700305526
TNFSF14,-0.05235393319886795,-0.011046451819236646,,0.010411658303631204,-0.021706372038398234,-0.03161765460287523,-0.015163014107989772
CNTN4,0.04023760679204038,-0.0021302796088159865,,0.09818305815663521,0.04863385498258063,-0.009985891971601627,-0.03484044642916284
INSL3,,,,,-0.02414019289276296,0.039388605152323966,
BTLA,,0.026089586789250656,,0.12453805865058229,,0.004362913112162754,
MFNG,-0.03141155843873022,0.08231325588251859,-0.09268487195700637,-0.03180581099181613,0.00853932479633906,-0.013204981455828997,0.07489539795961364
ICAM1,0.04156372718436034,0.014229682728457468,-0.14709144881346592,0.061338456234539304,0.014151405372292366,-0.02090624186358455,0.07674861955832361
PROS1,0.006888031166972195,-0.01890332165233203,-0.04895840988886646,0.16210658450139862,0.05283544167227668,0.024576630934703744,0.1229157603725982
CLCF1,-0.01655820865442342,-0.020701515768727946,-0.0021403439028257944,0.03526614760411316,0.0027014364987124856,0.01049845337118499,0.1544237672153261
PSAP,0.023983367179042803,-0.004981648498050506,0.05328116318988076,0.05754150859786641,0.0017418741085779082,-0.01854460867845978,0.07115579529719164
EFEMP1,-0.02007672244096434,0.005633335542099609,0.15300429527198178,0.13127174777929618,0.026576346184150855,0.06917707772319028,0.16256414506824382
C1QTNF1,0.02488587733312624,-0.024514530281115887,0.023687824833032445,0.09276222623341254,-0.004208820835369089,-0.04512987617451988,0.14571434857658125
ALB,0.06022196661590171,-0.012546436175175243,-0.06866978731426203,0.04780375250270739,0.04026643713574809,-0.046234647933878215,0.025705276646734474
CCL13,,,,,-0.016113312718037804,,
EFNA3,0.055423927788171456,-0.023858446831385008,0.0035894933399225407,0.1172284535049647,-0.021512311933844848,0.03326244344245964,-0.025983854686445568
DRAXIN,0.05047998770344331,-0.010074172571995138,-0.05255578558340334,0.046277510252222896,-0.013299133314209921,0.03267752542019249,0.04713803523057719
RAET1L,,-0.01206608886084564,,,,,
NPTX2,0.04873111997125223,0.01940559912777968,,-0.07360248087641438,0.07676111487535532,0.03481099823611377,0.01003330049850383
FGF11,-0.03846794164348562,-0.022834087131364336,-0.04050660839273373,0.08772131839955945,-0.037570651366289794,0.004610986951530117,0.10102913117806117
CD59,0.05826535622600693,-0.012051355435124539,-0.029780306973913418,-0.0707112579985125,0.058279619723127916,-0.054379803605451894,-0.006035234468149493
COL9A2,0.025438296587360448,-0.019528029844421483,-0.04021293705110027,-0.02086296115096609,0.04473346338435981,0.0038447429735240664,0.020643934043637006
DLL3,0.00283939151422332,-0.009546584269415232,-0.09943617170631047,-0.08091336746847842,-0.027023755122698445,0.07443355174440641,-0.05017088776126695
FGF5,,,,,,0.0777806582883275,0.020042064024616838
LIN7C,0.046341426593816515,0.008370426360546511,-0.05157000116724151,0.03813543543873208,0.017522095394308466,0.020405886265133417,-0.03429845182794263
GDF7,-0.01953172220752239,-0.011046451389971512,,-0.06050172668435008,,0.0710106086042334,-0.04197428268283795
PSPN,-0.04819603596542473,0.034446619949081686,-0.004270503044193042,0.008285335872592416,0.02934696248711143,-0.07204678780791657,0.022872323554620398
ANGPT1,0.027320335886732813,0.036587568875132766,0.033041870271804774,0.029466661132710823,0.012785746478235424,0.0147424807842838,0.03472138205822288
PNOC,-0.006790848883928729,0.03266521260675763,,,,0.03829213544776048,0.04776459464231471
L1CAM,0.05096059994830934,0.018133556923632572,0.007742205902583727,0.05623923894096147,0.03464320452646695,0.018782933863677832,-0.021098276543266233
APOA1,-0.041958008374944886,-0.017877621002086574,0.011430833664938921,0.07890501833054926,0.047065271603022235,0.022091872051483594,0.004960129341213081
PSEN1,0.00824462470247815,0.007615106479672039,-0.08747060738187601,-0.02114509964115674,0.03166072584679103,0.031846418342713824,0.032277470613711744
CALM2,0.003874129365913814,0.008062780831449628,0.10478921603334874,0.045701956017169226,0.0798133950020729,0.053096813001284396,-0.11680668909606258
CLEC2B,-0.035118103008516366,-0.027006458116603196,-0.07736132307903619,0.012364477858205629,-0.05262885356678539,0.0200794090988119,-0.048059939961898224
NTNG1,-0.008213167636557196,-0.013060910883228612,-0.06241226528560169,0.04667310116743882,0.0953157991694556,0.0401189293199499,0.13573267582600335
LRIG1,0.09574302150150435,0.007976703282881836,-0.034972486420026365,0.0816914166587847,0.02944717411970903,0.050123211977558875,0.06382246261425638
CPAMD8,,-0.006565161165688289,-0.06728526720513131,-0.042079470732402084,,0.12446171822504652,-0.012736978475922745
GHRL,,-0.010074172571995138,0.07894957613427186,-0.006120364089509987,,0.03433586341727353,-0.026236316946876042
NPY,-0.03222687316083911,0.036108474893465504,,0.04774003584220068,-0.06208002240337809,0.052366616292091474,-0.115161344170159
MMP2,0.06671385451151134,-0.030393402209040053,-0.06151952945041896,0.0013869505484029043,0.011273240460106379,-0.040152612285813474,-0.025665678676034497
PPY,,,,,-0.018950135510789928,-0.02337006727263849,0.0065737954271821025
ALKAL2,-0.025529569334938714,-0.026786052759195714,,0.07246006939073998,0.011295166327421188,-0.004668917358857373,0.057354138604962884
CSF1,0.02410568380699148,0.019161518421205878,-0.059627790195274845,0.015036228694606591,-0.015462667013190247,-0.026978619803757032,0.11207750914344898
SEMA4C,0.08199273045109991,-0.0063293537380927425,0.031398552933703305,0.05783374267127952,0.017156958623878213,-0.01765477398256935,0.05223038899211996
BMP8A,,,,,,-0.0366992690994547,
ICAM2,0.022430206745261506,-0.016878257994515446,0.01873644177079507,0.027419077911166503,0.03030711201102488,0.008435967070511,-0.05969573590804513
SYTL3,-0.0003531213829203137,0.016482926103617207,-0.027930423549835375,0.07394073677254637,-0.033729827267476906,0.018617030392781894,0.042442530846568786
IL1A,-0.05916058136257607,-0.028397699781642576,-0.09501448997996897,-0.026261578534211655,0.006562217500148922,0.08721617133378443,-0.047160604172588674
HLA-G,-0.03089093300070149,,-0.07049909592276894,,-0.035542919797867716,,
PGF,-0.04404883820449385,-0.018215873438880984,-0.007332825531493803,0.05591992847118213,0.022253703802466093,0.029024015887010896,-0.040563668007113536
LGALS8,0.03567884298680626,0.012775519586810991,-0.012898639910005486,0.05722538865963628,0.030877411394238264,0.08597772505695446,-0.02426177800174596
DKK3,0.09018500383122743,0.011893600593433135,0.06683411025083452,0.08646799554607038,0.05352216402551149,-0.011423605530378434,-0.12243698948885028
COL16A1,-0.002630866319410781,0.01713024031333776,0.03333269662998409,0.0037218708115442484,0.020397712877537128,-0.0032799278036246323,0.053650343149846715
TPH1,0.08323828679525405,,0.054132992369115236,,0.12409263996814435,-0.012016370711026292,0.03663054084215381
TNC,0.02070961914158118,-0.008029408594228297,0.22017874368613502,0.1364058252499279,-0.03110824913894153,0.04396495401364809,0.15518272165631905
TNFSF9,-0.019396412500427625,-0.0002673978096604647,-0.05404514663170976,0.054882395784463994,0.01684103883328983,0.06658378154300865,0.05626805864206203
C4A,,,,,-0.017939206313245356,-0.031821073773820006,
CNTN2,-0.03445261219203549,0.05337693985708747,-0.0820539217011785,-0.1496696992684811,0.032563550806504554,0.04065336326592692,-0.08200433487074656
F7,,,,,0.014988682415888967,,0.0048078545141161865
LUM,0.04837360678730394,0.012652033950146671,-0.014244353237014536,0.02603589071839517,0.06902834575635619,-0.061350106129527675,0.007804084474581946
BTC,,0.05212975050015703,-0.11618632654457875,,-0.016352015891984834,0.05439569337924084,0.15297299028469824
APOC1,-0.06972588894079183,-0.00384588974036102,-0.10385613697395107,0.045668770931142195,-0.00625429313420103,0.08242877335642253,0.011633877591851296
PKM,-0.045034894264820775,-0.01595435700839297,-0.060190264291520454,0.0874284431767161,-0.02698902631326108,-0.03648987675394848,0.1258474044663401
TNF,0.11237336683035457,-0.014728217655672473,-0.19034911418344402,0.01914988670405568,-0.01587124533240404,0.01493555350338797,0.04439038830824739
