,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.05031510924706304,,,,,,,,,,,0.1309873363418537,,0.09709474078440078,
BMP1,-0.016897091895680103,0.05213240674274457,0.06039548940301828,-0.011776908461095019,-0.019012076095373334,-0.04079296972593447,0.030682338598596794,0.08516696222801061,0.13167097180112808,-0.020935379636337768,-0.01213627327641144,0.06977476360147927,0.10594540686935495,0.07114940367159633,0.05668572004920134,0.021825009513363716,-0.018311429349310168,0.015072000356235791,-0.03043392071634602,0.07017791487797415,-0.04693949831223451,0.024240542673898767,-0.0021595148673454645
NDP,0.01027999529582745,0.13585406842216843,0.045999571630703145,0.03983025987469571,0.12322165585883237,-0.04372239975918494,-0.019932985645470597,-0.004829241808563954,0.08614361118541085,-0.011340700329428455,-0.002160704219616927,0.04995709716280086,0.05701283684515984,0.02913103758157124,0.10826479911495553,0.05038018305622436,-0.03180848936805964,0.05539892469086213,0.06888116241366775,-0.012073611607300637,-0.015670157526260987,0.04069480471014742,-0.0027493104265013937
TNFSF18,-0.037036074712657775,0.04398423146254984,-0.023116884619845245,0.07852523130412087,,,,0.004008896506739786,0.03719074689932429,0.04701333575605624,,,,,0.038684610307092956,,-0.0775202870212501,,,-0.007290150301244079,,0.008697201078316829,-0.045554915748790975
IL36G,,,,,,,,,,,,,,-0.040360949379854294,,,,,,,,,
RTN4,-0.004364503050730909,-0.21286228455326187,0.044887697552209796,-0.04656306164598286,-0.029500449254210914,-0.03587129561178859,0.01977007274015932,-0.12561232602348724,-0.12925079828544847,-0.005937802262737007,-0.012329689803200159,-0.032689888398470264,-0.04671942344245729,-0.03513837746459431,-0.06836584787817715,-0.008883097726497261,0.050322555810348245,-0.03967140405745089,0.037703077309754834,0.021269535921229182,-0.01184298652723168,0.038149737538912674,-0.014168085454307484
HEBP1,0.00880153030006123,-0.05374501218637295,0.06434690797817331,0.04166269124042703,-0.05171087290368253,0.030107486236032238,0.04790097760975088,0.06830961099488271,0.04529394497386281,0.08937053297466971,-0.011062331602224681,0.05142053566794993,0.03452936281491297,0.034458433099462595,0.02648459819874158,0.0061097726245190435,0.05923543809113527,-0.01750981714766996,0.045252666810142506,0.006230379197559375,-0.006570092231198187,0.01570250199895841,0.05633743317915936
WNT7B,0.025162881541249682,-0.058801666529461276,-0.0041335292053135825,-0.032420164566500875,0.05540005789636927,-0.0008698261066439799,-0.0473238397475241,0.042454229009496434,-0.01715447826567746,0.021113826891733377,-0.0313759225196346,,0.02863949989548947,-0.02021567993743217,-0.05594218160550296,0.010359486903680394,,-0.06802281384929441,0.021818400609431847,0.010890770648113477,0.047700401797568126,0.05429315936154145,0.02875901047261577
PTMA,-0.00046975780991927266,-0.16326395959923348,-0.025506018761852572,-0.01825945638328299,0.027681199831734983,-0.002145636266785426,-0.02001571925660425,0.17173843586769902,-0.029907892975969557,-0.0011474596506265565,0.018374052952840184,0.06211255631843745,0.15050187146900024,0.04077306558988855,-0.09054670877766832,-0.17182439944677677,0.06871825206418891,-0.10614289633783894,-0.015593235609388743,0.06241644011555864,-0.012746544659755594,-0.052138595547587915,-0.027494810859307238
FASLG,0.030737227649531098,,,,,,,,,,,,,,,,,,,,,0.0021449330807881742,
CEACAM1,-0.04530375125069229,,-0.02130226010418618,0.016689846249478498,,0.021517592590284348,-0.03034213630387595,,0.17352972221118854,0.058751193577277434,,,,,,-0.010349689669661355,-0.025991032826386547,-0.037317550973613875,0.016902622304367926,0.016950491555710184,-0.022268483206903878,0.004063490641670322,
PDAP1,-0.008559132438852927,0.038064931918849604,-0.01849623333665462,-0.031048233667046888,0.04111450530557726,-0.0007806386617927605,0.0008730443530890231,0.0798454033992829,0.061367956207806364,0.027283935655691184,-0.018890339139078807,0.07542071009684152,0.11743775947413501,0.057984856609978715,0.10465383989973083,-0.048414080863888535,-0.15138203725590982,0.03443856866168348,-0.024117357512391392,0.007659786988719151,0.008705115758341354,0.05249075372134973,-0.011393540116063703
QDPR,0.013285130816515028,0.00753453159423528,-0.024313965830995023,-0.04218070324477672,0.10051542244190396,-0.03630840239138718,-0.013021219014000364,-0.02119754788289641,-0.07896788275748284,-0.002550382982919881,0.011404919552841675,-0.0036277968258311226,0.07973653981108163,-0.05126606847650263,0.03629989198398986,0.11737568268837732,-0.007665917024045273,-0.07548321663363923,0.04319012571131237,-0.04520697507485958,0.026619795738804176,0.03329039464063869,0.06018272360273019
POMC,-0.052163642745428694,-0.04215158898557698,0.011619753382970235,-0.019952935529972925,,0.012577612644823141,-0.036946031982838454,0.0496776871482223,0.0009104772426493378,0.03381566100559109,-0.014801020834187485,0.023396780673167493,0.04579219655623844,0.0068494483908137956,-0.029832667456227212,0.04251824719895198,0.03836537084222286,-0.0006933792106131035,0.019527838696141723,-0.02362480417367073,0.06066739286979058,0.06987049762768019,0.040847065604629716
CCL18,,-0.011155362020041774,0.08111906818949682,,,,,,,,,-0.014080985837035046,0.14634614570307553,,,-0.06496509881687518,,0.064798396042671,-0.03576545484209513,,-0.03940747068455069,,
CCL17,,,,,,0.020400392925152486,,,,-0.014029463361032567,-0.03154468270201256,,,0.0008906562451445553,,,,,-0.004974592574682804,-0.03368052898967805,,0.008648067728938415,
VEGFD,,-0.017666842153596377,0.10303165379386221,0.0022778027178760292,,0.04201685896968267,0.0757102617872826,,0.0878310230759716,-0.004215018711669529,-0.028485646198802683,0.017567918221503977,0.06322944860189868,0.013914458935809365,,0.02509883107711206,-0.040743646664524166,,-0.0214429290588563,-0.0212473759275965,,,
TNFSF13,,,0.0468850354579747,,,-0.019456396073693413,,-0.02487546749332082,,,,,,,,,,,-0.03364617262210245,-0.007996970601290876,-0.010352310656822145,-0.021268927551808217,0.07544930361285486
WNT5A,0.016671446584089675,0.014447054705356972,0.006343907093699248,0.09187665753070523,0.04021505239040632,0.0566737824825673,-0.013926264497545356,0.1285839189683566,0.02639490229713194,0.05254406685682624,0.011049086500523869,-0.02407148853264331,0.021960111116351405,0.00457740313315585,0.0895546929778251,-0.015414042836462619,-0.04743551612355444,0.008771344603495707,0.018164429962176067,-0.06993188156944084,0.021036058206023944,0.023312454936433098,0.04266688129742686
CXCL8,,-0.12207197693922622,0.06281134911199808,-0.003566346308432635,-0.03469695765936896,0.028187988382397357,-0.10703394160843345,-0.024967626154815292,0.06529503823112827,0.04031898199197556,-0.02652707233739928,0.044285590028249715,-0.042049324847670225,-0.010157707159302212,,-0.00021808407822974298,0.0029986060391199642,0.020696084829214614,-0.08941466467535013,0.04287209346178206,-0.08578600292474382,0.037323583738166265,0.014010360775861345
GRN,-0.06806527252133386,-0.02880389960780027,0.04429019252079639,0.016464766925818407,-0.034268032013555175,0.00823677499213851,0.05301737617407826,0.009708200181727612,0.09582007092974017,-0.04486428092171885,0.012737921090739868,0.04667872995477733,0.005442414651778518,-0.0007574629760861292,0.038530760717157386,0.025372056126218557,0.008037751162133136,0.007185456165452941,0.02229187079281323,-0.054572821875470925,-0.023573633178097155,-0.0500795008230732,-0.031912280117729085
MIA,-0.042706754832477475,-0.07530425247665908,0.041994222981806,0.06472950038988307,0.06373230021939211,-0.001827906000286338,0.006160179120647943,-0.003823305034566591,0.029781714842866867,0.0038910737604895616,0.004966000452452001,,-0.007658080556521867,-0.029597300452400017,0.02207744438434094,0.0003294064577668114,0.08163107538176083,0.11674927671423364,0.03887674724383151,-0.058038195578486364,-0.04845058928396189,0.0810726619860881,0.023808418596015294
COL4A4,-0.01359785110331801,0.08854243672155243,-0.03192621668958526,-0.028471251481310467,0.0458863929562671,0.05478314376485838,-0.012417571711887641,0.14754498223781956,0.08282169960203041,-0.03228205899179201,0.027533767834179036,,,-0.004410405188409715,,,-0.0470254420554181,-0.035558224218114054,0.03972876687380094,-0.04134881175573497,-0.017251321391304378,-0.014938341294172769,-0.0279317824233102
TAC1,0.024681056975038904,-0.08780776576766047,0.055567610891785364,0.022564024120641298,0.04190444615944374,0.03520281615125074,0.013295089109225456,-0.10110880770080946,-0.08881030085538645,0.015221590715231634,-0.0026593287808046096,-0.006278129257984865,,-0.06210105056985241,,,,,,,0.039951662019523576,0.04201528874513771,-0.0790642544257834
RARRES2,0.04617328742483121,-0.036923146167612636,-0.017530411926057202,0.08543090705782724,0.012009450120570546,0.0492898900875637,0.021052921777112092,0.056063924876424684,0.09647518706176389,0.023037435655900954,0.0168594084727862,0.07536341870080442,-0.05519639263825484,0.08861669632173216,0.006759371018820181,0.035719580953251215,0.030597692396331717,0.08135598453637947,-0.02125087327305148,0.0017407486723593091,-0.05566445713290914,0.033263902427926276,-0.027364928038576833
FGF7,0.03866727952132774,0.03482925756062844,,0.003301795087015292,-0.007288365929765455,0.039272655946063946,0.0037998663319513105,0.024209001163402494,0.048610479578167,0.05066963443325611,-0.019116025560576164,-0.04486092582171535,0.003154173803907058,0.06580782782130785,-0.0020016925903501574,-0.05130828664203515,0.04403724723802881,0.17424026736691942,0.047343496903999624,0.0073767055042076885,0.011115679286247768,0.07312094013800745,0.018684609257365377
EFNA2,,,,,,,,,,,,,,,,,,,-0.020380069043646597,,,,
HBEGF,0.03209047537188248,-0.046303775488653956,0.07090094899967736,-0.005888775941833933,0.03610405678749892,0.043123878186679294,-0.06434757282808394,0.052360352916028204,0.05671253189007185,0.04203477142311133,0.029603347706528303,0.06636425641132661,0.09227914214094281,0.06785993993493444,0.11400620997295331,-0.08400447301953716,0.011392426163202015,0.0770874922175006,0.019377550739493772,0.0013974867405220654,0.012216908053986475,-0.005685506332905322,0.030764269113068538
CSF3,,0.058633147765530316,,,0.0953736081021323,0.04901461591849042,-0.07780074224733292,,0.04458295277837117,,,,-0.023831737992899713,,,,,,-0.035707357375079865,,-0.03192491252219409,-0.026856990930472766,0.010121321407684144
PI3,,-0.08305611601843345,-0.027966655491487247,,0.03168585309013486,0.0535698159391626,-0.035504384263330184,,0.03339346864726453,,,,,,,0.04277337997636253,,,-0.06419370093784767,-0.028617102546908236,-0.027913646233939268,-0.028087287312127267,-0.05724026042705961
