,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VEGFD,,0.012253784437997448,0.027324979649543803,-0.017933326754630774,,0.05707672295990573,0.01229164415156471,,-0.04032702979267545,-0.0600813246073447,-0.01016710660768585,0.005669984104915542,-0.05166704314874635,-0.008708080377179146,0.026338492843786417,,,0.0016736621753101072,0.023834523523672595,,,,,
TNFSF13,,,0.006927430155175429,,,-0.013522731934592813,,0.010632855807525387,,,,,,,,,-0.035153315869686064,0.06052371339451545,0.022738799910236255,-0.02202481154166477,,0.009052772116127065,-0.0029912271740622203,
WNT5A,-0.03311636561131268,-0.02422099878549121,0.043571799282267516,-0.0223538838049658,0.010955409088306563,0.016354013113128663,-0.08104974815186954,-0.16923807242193784,-0.21812077837094143,0.03207351210453185,-0.04642651599506132,0.0705437994983913,-0.006877574259938757,-0.1157918161925859,0.06115997056846205,0.04470265985313829,0.00890239638210577,0.08340827325888887,0.04700517902317872,-0.014878895564380554,0.06982506476860202,0.07790166786726974,-0.15890723279118515,0.008221395462006016
CXCL8,,-0.16600502561215524,0.024216539553855405,0.02404276377197393,0.012150252366065192,-0.025495129599958314,-0.14818040230316684,-0.06060168406563232,-0.10513476008953712,-0.12887494690968077,0.061898379871651366,-0.16675164755695387,-0.06735350660773538,-0.08897517709743212,-0.06129787438679741,-0.04478286309218302,-0.134849000844454,-0.3059396075574225,-0.030163426085922252,-0.034713064483285275,0.15871841210885856,-0.0070855485273439555,-0.26024521704940246,0.03665101252875798
GRN,0.029627085477983567,-0.06033403283496837,-0.006111470151995108,-0.026127395184026764,0.010450554282753611,-0.023289362812054556,-0.13001385918562322,-0.14007626338973134,-0.29036482695560284,0.028374018182946714,0.02852503528862244,-0.2413576669599638,-0.019078392405940524,0.046235787450855236,0.036013429773316494,0.03014669253849156,-0.037702881021616265,-0.0011356773730204293,0.03935638193062861,0.010346768968683888,0.005157319494504473,0.04359619236762627,0.08849240838553618,-0.016400848533676213
MIA,0.03048502059325295,0.001212375995595108,0.08904441701294176,0.006927996918296763,0.019704525128648124,0.024892230059091247,-0.0689647033837325,-0.01683931431886636,-0.10610634037169481,-0.06767861842523729,0.00581930458824041,,-0.03672340876812842,-0.05250027113850857,0.01560612927097591,-0.02166219129468965,0.18294729638976232,0.3083821328756271,-0.0726556947417014,-0.10095001625785296,,0.10561837548486894,-0.030682697194957063,
COL4A4,-0.026775978027407617,0.012667144500550195,0.022632523158905925,0.012646119475135702,0.005884509052964578,0.018265132919912365,-0.039629435656613254,-0.00822616835707484,-0.022735534090248706,0.061399237436183016,0.0026501701346298007,,,-0.008773018285993334,0.036215589729467354,-0.032158175753157395,0.0677580249555524,0.04739145412712928,0.032631927268792334,-0.025997307496233326,,0.02503098637982282,-0.07772234393809697,
TAC1,0.016736458604179407,0.16122305747579635,0.1061136362617239,0.07370571144568061,-0.024205365590673517,0.1912149706373162,0.3318701299468331,0.2973973508895658,0.31759878634548344,0.18155889764136723,0.12603948391720554,0.21557073734903287,,0.29400392659800606,,,,,,0.10542297918113593,-0.040814693736463355,0.08811897276725202,0.3384718609478408,0.08278329999998217
RARRES2,-0.00590678198920698,0.05236224404033923,-0.023268769102096704,-0.009313883616739531,0.054342405275962326,0.050618512496575736,-0.2384078539717314,-0.14241027163525197,-0.29200850488442937,0.1563341986467913,-0.0025588341207131537,-0.12169704083587857,-0.15862717343781801,-0.19823597245539162,-0.00786659588212843,-0.030171550239053335,-0.10479580296555005,-0.16635369795157007,-0.038708219234491414,-0.016429625943110704,-0.0850095807410647,-0.002066656429839194,-0.1867715505968047,0.09996161606402419
FGF7,0.03354438835677523,-0.022484457493331302,,-0.033885546143826446,0.008710131999473628,0.014501556159148799,0.0943118614457073,0.017027541747902476,-0.09041660746152347,0.03138168792623832,0.014553543461219324,0.06378553240350769,-0.028906418265891243,-0.025831609603899217,0.07693345944950185,0.022988345704949318,0.03649745196975167,0.048242572358540556,0.004015222596986408,-0.04435447486756878,0.0907609344770415,-0.042416883865245954,0.11019935763241623,-0.036623666867663836
EFNA2,,,,,,,,,,,,,,,,,,0.01957425959300736,,,,,,
HBEGF,0.014103634711632031,-0.039305379402043004,-0.01638910530237222,-0.015511104958743763,0.07226047739846944,0.018719049320024758,-0.10338824902730982,-0.09611024202809669,-0.055994383545847876,-0.19224508349453437,-0.015922407389989,-0.12978430638133595,-0.012494504993147582,-0.09146033597838854,0.036350113028753,0.07689157100244984,0.04156637511522516,0.05222966959316012,0.01356595092353965,-0.02286165884808453,-0.0402605444362744,-0.051369674246817175,-0.09854130153557583,0.0649668702748341
CSF3,,-0.0438086314329981,,,-0.030706487609560254,-0.04611258243454281,-0.005397023595191132,,0.017857019141643213,,,,-0.08826799007293275,,,,-0.078088986154065,-0.14203495527466736,,-0.04126688240142492,-0.04565833126616962,-0.02031198996323283,-0.109214155326861,
PI3,,-0.05189785671858348,-0.02577200555944611,,-0.04167108627116967,-0.0659173746806469,-0.09606246866513829,,-0.020420490411933723,,,,,,,,-0.176675938587639,-0.29106261234247555,0.009976646289089603,-0.1054882685024389,,-0.04413120619297389,-0.08784532955709236,
PCSK1N,0.0053034624407442355,0.19634251857530804,0.05976923191570878,0.04590703765483451,0.003179638446809399,0.013197220334161427,0.08323600406166219,0.16800333970549947,0.21796010391547108,-0.07770243393850518,0.10767690582648803,0.3808606557251089,0.005530932860960627,0.3327789684564644,-0.041388002173322315,0.04493137200949013,-0.04156085306370789,0.03266209113394016,0.004855800409621243,-0.0685014922651391,0.1373472400058336,0.023680263943516366,0.3216266176451079,0.15026930822493362
NTS,,,,,,,-0.08395827623470534,0.04464411650683601,-0.05507829006681772,-0.023743601966447772,-0.06268069300074318,-0.08190931863427389,,,,,0.011748261504320673,-0.0186932819915608,,0.05765870715053236,,0.05589971631243086,,
SFRP1,-0.01905811230345965,0.11261905061699642,0.03547300280956169,-0.033328672713342423,,0.04252993158593229,0.04595893903412986,-0.02119504262605326,-0.03984626617738166,0.018279861380968255,0.04670747148693449,-0.12616722423489993,0.027314168913652858,-0.012158601170688746,-0.02248404323217449,-0.025962737342031167,-0.02928652275109704,0.1562922750356229,0.06999423742037475,-0.03300908344056149,-0.11984784298217842,0.10286302651069101,-0.010954776104865695,-0.004582848789678571
CXCL13,,,,-0.0006052647918449303,-0.022296543281894655,,0.0007020878324522586,,,,,,-0.013537587683049652,,,,-0.057803376285381215,-0.05214132650540232,,-0.010640400352779189,,,-0.043407253922922905,
MICA,0.0647526324205178,-0.053935763411562504,0.0022847821713683036,0.002473762287755154,-0.03142418494921787,-0.03599311273430054,-0.03985214531478771,0.0025717334679692186,-0.13341321613054458,0.07216872620360629,-0.03031195335344723,-0.10910407588349848,-0.011222064165946602,-0.10346435873176472,-0.0033355670602679575,-0.03079536688644355,0.040458705424310515,0.1157866538262667,0.04583830708967029,-0.004828176540875843,0.008452916174344315,-0.00907938953032474,-0.06519978054742263,-0.01697918122792983
TG,0.008170314267222908,0.06274580637450858,-0.0019355966257333095,0.04174581758956435,,0.018512992593708946,-0.009994598097181175,0.015366577193513899,-0.05408304527601406,0.0003266332430800642,-0.021628721580962927,,0.06857907073667857,-0.04767831504296596,-0.04163959638742451,-0.04141462698022537,0.06771554342522944,0.09471516736159812,,-0.011692826910226486,,-0.03961225478560191,0.06596173085207231,
ADA,0.019837940947513868,-0.051644630386462574,-0.011039270734420317,-0.01980344474532804,0.029643364146595668,0.025288674793084314,0.06470522472030116,-0.03347704854847999,-0.18609230458789783,-0.029537231392361692,0.07764519465732651,-0.16718985571329867,-0.028064888596879077,-0.0455104511395385,0.025936813839559605,-0.02094409430639713,0.05028732353923001,0.049503824212060815,0.022053892920231008,0.036129605485987176,-0.03070606863880039,0.04689250863830336,0.05520064151638239,0.14285552986106165
LAMC3,0.042218788201282345,0.0928500335166081,-0.011858751590014744,0.008279941436790247,-0.02019766140852962,-0.025775495705766312,0.06949825677277563,-0.07836798734241401,-0.14864154762314719,-0.03691152418691048,0.000806933006031769,-0.06857364939976482,0.025835403250013243,0.05898870831359559,0.005969904220275159,-0.0370028249417039,0.019078371494335566,0.13244981805209238,-0.05572139307632804,-0.0341543118386531,-0.044037476909098434,0.12480304806722495,0.04396708408919694,-0.026571136253218084
CCL7,,,0.04879152642970731,,,0.004008465332149012,-0.05516338045809249,,,,,,,,,,0.03281312652936265,,,,,-0.021284996545012144,-0.042648059157321366,
NGF,,-0.025239397894544668,0.013753699507388433,,,0.02867881855703473,-0.010235978272930681,-0.04921015243510022,,,,0.04099898881092786,0.03165659129505244,,0.1216572911435193,-0.01885937523585899,0.04019415050898697,0.13241863241826313,,0.00020873680128675364,,0.008659034497231708,0.0567386604112368,
TNFSF15,,-0.031224285158382412,,,,-0.019212353000977626,0.03995911785866948,-0.05301886310382486,,,,,-0.03545495326952759,,-0.011633243723121323,-0.0381732614087507,-0.05270854864426299,,,-0.003576055774736282,,0.06556534580226814,-0.035023239725474324,
HMGB1,0.02605434892691021,0.0793349013825659,-0.02788446688858617,-0.015905098702365863,-0.0028124366953409456,0.013150284969550714,0.03908875634593758,-0.028738035751568622,-0.26849592849412107,0.10187596268250985,-0.017265233932254112,-0.21297639233091648,-0.06726859169586208,0.014975887469999704,-0.07938060876523347,-0.00032259240319887096,-0.03347139859992247,-0.07003441165971233,-0.03443190892681175,0.009676245062091877,0.04864707510597844,-0.036285682739748665,0.07921918256830122,-0.05901702606091717
ITGB3BP,0.0023843350994845088,-0.13523334411493979,0.042037249963412786,-0.037041963089027304,0.07032205915495267,0.06477249395615134,0.007014260085127222,-0.12638716414249582,-0.19268238211413824,0.012970447076479883,-0.009053024306922713,-0.07041790263282222,0.06461344135461909,-0.15389329392887963,-0.0081053857811432,-0.08209204574338681,0.005734499313823939,0.016630128833228303,-0.023962128714863994,-0.008906343468662661,-0.007907682665383562,0.04465014250374282,-0.03194074730528038,0.061386364750434685
AANAT,,0.05722155323063564,0.06817571942854099,,,0.05207485558953165,0.02098319523875367,,-0.009783016372236839,-0.0241866912748819,0.0014659007216321588,0.011404469187938093,,-0.03230202568185471,,-0.0264919387380624,0.01815917834859998,0.04844801723472173,-0.02627952034794781,,,-0.022520413975341675,0.03083209196181417,
RELN,-0.022197990671125073,0.10091576009633732,-0.050037648948599654,0.052171912036901885,-0.03458019677177275,0.07594988223738612,0.08905530863400202,0.024848431950506587,0.20570868994041136,0.11421325153374878,-0.07433956249271846,0.08937462920498876,,0.08592062466824837,0.06256849861778584,,,,-0.03286416060847833,-0.019831566949635886,0.06082090690372136,,0.08093361031894504,0.07247681229964342
IL15,0.07123721049136417,-0.04438478237731685,0.10255605793853184,0.013370203240967516,,0.0196014590513713,-0.06072783264243751,0.02483369976608963,-0.08574433746158976,0.0246262197632964,0.017006841091771783,-0.03370438010887911,-0.13742981599606924,-0.04219437410253284,0.03043768347352298,-0.013464340423404227,0.08627860910757873,0.08247857336781911,-0.017481551194365737,0.0804595293710708,-0.027860728044794926,0.036821726326252316,-0.08745700458666593,
UTS2,,,,,,,,,-0.08491013719329782,,,,,,,,0.07644922391438695,,,,,,,
BSG,0.03715934710509953,-0.08017733069307331,-0.001527448317720438,0.019009416238139332,0.00607499648447198,-0.005351360064574912,-0.04689931787757822,0.007898837836156742,0.1521282752528249,-0.13420798933070785,-0.03229388048312082,0.20567033907495916,-0.12789575740393191,-0.22547673529662235,-0.01116600927578045,-0.005936832833109991,0.020313826359399084,-0.008979257408903187,-0.05016578305044719,-0.07593127537831985,-0.06479216298597051,0.046607242140524446,0.0005489250022386301,0.09258762586195249
ADAMTS3,-0.06044862387016361,-0.019013073985810626,0.002610120985010432,0.016919560382137072,,0.014493387897938236,-0.04291405781475273,0.029048438379673486,-0.26831987930126167,-0.029819503213597325,-0.010651111081735536,0.06375233544752255,-0.044742667199774384,0.008609000913144699,,-0.03172139964767087,0.03060026904094613,0.09259186041773547,0.015661922578024495,0.03643044636416656,0.028218050552008433,0.0649816452799148,0.033554650422085545,
CD34,-0.02583393037058439,0.143766069735455,-0.04331709995011598,-0.034782625485712496,0.03267347840362007,-0.07414373590737451,0.061747434052853,0.0367762794742177,-0.15004487831685426,0.04729611338795741,0.06176556844444437,-0.020323151816841675,0.03548048113450194,0.06647366782337892,0.008630140228555272,-0.09310790408985835,0.10886000907964317,0.07133463625165479,-0.05512823509963521,-0.03705941551232199,-0.01884307366779758,0.09840455952344572,-0.039603480708503655,-0.025974714297334653
CCL23,,,,,,,,,-0.04599253057073402,,,,,,,,,,,,,,,
PLAT,-0.004784934500649697,-0.059604633462836815,0.0012100342924669391,-0.013023929794683035,-0.0970599785037443,0.027549527751867635,-0.006220775127373688,-0.16693669968340616,-0.2442487487561024,-0.20423253096628463,0.00015154588429402513,-0.043224286437565186,0.0434206356080348,-0.10074716890858892,0.043080589626598005,0.020808550195823897,0.08118983037492952,0.280216746073456,0.004708201140146567,-0.02389045981606513,-0.047252422716574836,0.05393749710661785,0.10268272090528605,-0.019293882627523018
NTF3,,,,,,,,,,,0.010060170419075734,,0.09596844900006551,,,,0.053242675198046624,0.24931035032074064,,-0.035530178126634296,,,,
LTA,,,,-0.012037606663693181,,-0.01912854493419233,,,,-0.04920734834536435,,,,-0.049478796918011624,,,,,,,,-0.030309083302969744,,
CKLF,0.021641502945438207,-0.010836216936316737,-0.00020288049346300238,-0.015665416776286974,0.011231123762672504,0.001502942507577208,-0.06212561623440062,-0.1758456247822439,-0.2900651472793173,0.014861556910799633,-0.0723351038266315,-0.2055507550566154,-0.05174317258643706,-0.18695977635037647,0.04644288221486371,-0.03771990684902531,0.1068399984238478,0.14719487054040256,-0.02542002437539848,-0.022604508041516033,-0.09452650128140819,0.022886028473411285,-0.06935049286699363,-0.05180130395537374
APELA,,,,,,,,,,,,,-0.08280577623258784,,,,,,,,,,,
CD24,-0.004047323226318476,-0.11536043570580862,0.015606945791496973,-0.0492301746019188,0.028442084638946385,0.012910171550669406,0.04808577562896122,0.007233848066100761,-0.01665411851479555,0.14648073592866903,-0.07812078580802857,-0.035334015181018,0.203473053332131,0.01284572350167857,-0.08401115663844375,0.009950623248564489,0.04818341655686147,0.15066515264758562,0.03681443469699364,0.006371532315399594,0.05395970617030155,-0.036073921793383215,0.09584329455820513,0.06526587805092715
HSP90AA1,-0.055853315519162665,0.11149173844566154,0.01424413002329391,-0.025693834034145734,-0.03914500324826206,-0.008564898648862432,0.28865857846709914,0.2499950799550288,0.3039596381921015,-0.02570282376310255,0.03320280449682083,0.3578312554580572,0.07273757594799031,0.35305064934510827,-0.031110095305175937,0.050485425564323824,-0.2466174289263684,-0.36530331376734615,0.056727471756387204,0.0080609793004644,0.10309093864854646,0.022134501708468285,0.14008252740483781,0.03096860303237655
BMP4,0.006989304046320128,0.13945585403784816,0.011938747692743897,-0.027225637623537503,0.04657473203069852,-0.030257412767900848,-0.05100744664491787,-0.08358392468724027,0.09488396087389028,0.00410136116619715,0.006435933655069849,0.0850256949931161,0.04194446379462631,-0.007110498777129353,0.05924948953096781,0.03443082915372035,0.09754375669145436,0.06387646412209927,-0.00040718594871613523,-0.019288158346711364,,-0.010728113786246022,0.02741072241168677,
SCGB3A1,,,-0.024947897572114495,,-0.032822198677841384,,-0.009358011862043452,-0.013135882330522626,,,-0.002543515053981632,-0.01725492519091948,0.007743575921525232,0.05037199991817902,-0.06560347002989589,,0.08922041900094696,0.09302195936025061,,0.0249572077692697,,0.20426900580073626,0.005928938079195041,
IGFBP4,0.03644255252017304,0.004653326827950928,-0.014485711565942687,-0.045904397162068185,-0.04056985689172663,-0.025546234323150323,-0.08249987765045592,-0.1507664595899965,-0.16808772089689963,-0.15192704816630984,-0.009199426472841936,-0.14415546343962893,0.06335753830825751,-0.09905615917294189,0.07732368462414019,-0.02555205191369214,-0.029808230459211594,-0.1062261416394771,-0.001928374418103065,-0.11865610669922896,-0.0117459006865973,0.11500830085739179,0.12975734423476207,0.1494060837817369
RSPO4,,-0.03083251216653696,,-0.033860221520689675,,0.06617265128095408,-0.06252096254795836,,,0.009591100028326709,-0.026977317699559866,,,-0.01529714997354796,-0.05998478253510144,,,,,0.015434038703355692,,-0.03997450821453055,-0.02936911975048789,
LEFTY2,0.010153214714305154,-0.01601193031042403,0.00929122009995758,-0.012754746517737904,0.025777743646184653,-0.02574922368437774,-0.027941908098258146,-0.042941785557169806,-0.17855248745113475,-0.034547870507964915,-0.044671341052604306,-0.04308389338032058,-0.039626957585675755,0.03524609664903176,,-0.03385445251986175,0.0825469048322475,0.009134325392893737,0.03280440170906317,0.042581342727856554,0.04277840181565862,0.0019117014169255477,0.07470795141295739,
PF4,,,8.965425736307789e-05,0.006156624095095067,,-0.016501704183821363,,,,,,,,,,,,0.031166705344928134,,,,0.08290083836122432,-0.027684842519539787,
ANGPTL2,0.016253742641497856,0.04448349169141952,0.05913072732419638,-0.026667953972891904,0.008689600069452921,0.057453688366400135,-0.06534311226881297,-0.2093926028344774,-0.21461932126192823,0.04764553496002844,-0.012454376059629253,-0.18673427240639545,0.1819471806367884,-0.28756786236270326,0.07904042202339145,0.009930917921747424,0.12548952670614344,0.26102212845259426,0.041078593743397764,0.11359859265207535,-0.02668997414620479,0.027352476674150684,0.1784199163685069,-0.027842577302735372
LRIG2,-0.05252017656353803,-0.014184576937018864,0.09686346866881576,0.0060516378474746455,-0.030394378483926586,0.051157942448124515,0.018919420535968387,-0.05993375458469492,-0.09721247630340556,-0.03543036537391998,-0.014934950742968198,-0.026741404480084986,0.03223372241625611,-0.07719227048210629,-0.02020207032245157,-0.012771166756568576,0.043586473408808765,0.10352770284429649,0.024870903735766534,0.02434954018946132,-0.014959691568924474,0.02917753446196863,0.02267489701133243,-0.08956843416204348
ICOSLG,-0.04432781516813654,-0.08592550256453234,0.011596460706429512,-0.03851109682792511,0.005644225653098784,0.022525211361318694,-0.05929632629223571,-0.024931467976976596,-0.12070976277593025,-0.06479282474379247,0.005658814665439417,-0.11078794306740058,-0.012989627609063997,-0.05767693262508859,0.15345407549218257,-0.009456915638937908,0.13168906718821394,0.18116498308503454,0.011008567804802569,0.016766181538545425,-0.05343777827348869,0.04925541828623696,-0.01848234786993002,-0.011438134311363512
WIF1,,0.2767031653159402,0.005827925386794572,,0.03875161873158253,,0.12348200892919378,0.2049871449330637,0.29663776059066016,0.05651486637378204,0.0047349651732213486,0.22386797651008625,,0.28128004277313234,,,,,,0.047762579952585094,-0.03887575578445179,,0.05770907000953937,0.12829627800879193
NPPC,-0.04745127628810121,-0.012381374233246973,0.03264664187438224,,0.01283316769060717,0.10750310498611296,0.1091730389096621,0.12370912125239208,-0.005436197589775195,0.06146267624504522,0.0689914558113115,0.2200619434285066,,-0.1970463687068019,-0.03902241550765768,-0.03172133872482332,0.003399004607159778,0.06782907671705068,-0.024931600688153463,0.01646214619132414,-0.030215962569231536,,0.14074008533539173,0.12619638408236114
LYZ,0.024597493491998045,0.0024919490825828445,-0.008869645805703283,-0.09764072655283978,0.05941212645381002,-0.06109772785338349,-0.13454770114665474,-0.0729904739693675,-0.16124701153689078,0.020043564349933887,-0.027635246324386197,-0.280181737959037,-0.16137850856846236,-0.08374256740265844,0.03585226952431816,0.02076018088385269,-0.023675937771125668,0.017289894964626778,-0.03672844404338666,-0.04877146593678609,-0.05327353653690609,0.05841253270354377,0.062429898241167764,0.04906459816570029
EREG,,,,,-0.01570487211667077,,-0.07017091942476732,,,,,-0.03756976163325921,-0.0629407969773487,,,,0.034020533421147824,-0.06086617283570794,,-0.007658741350087653,,0.009958658609012124,-0.02329444541953827,
SPTAN1,-0.008507904081038806,0.19481218084820331,0.05196434141307118,0.03899240949166512,-0.029830856656876844,0.02088594089752171,0.10209516942597718,0.16046842848928186,0.18149266094428637,0.06812892224923384,0.008876918973086267,0.3623058550700624,-0.045236245269917326,0.22841136197473944,-0.0478804270295074,-0.024774943287521584,0.014572786556123579,0.1694511519336538,-0.06658192533515439,0.053755092629505,0.05397270082762188,0.08522027617774316,0.32079320341266065,0.13925589660642934
PTH2,,,,,,,,,,,,,,,,,,,,0.002401849550422027,,,,
LIPC,0.024302795978285066,0.000584185385286211,0.0009883274146917328,-0.007596311269216175,,0.014058772854347893,0.0512913632574614,0.03345332455331119,-0.08053195454393236,-0.014416628853065402,,0.002678097737232807,0.0805321156909678,-0.025753648682192605,0.010320196570270935,0.02625694861588804,,,-0.030602282200128325,,,-0.014560273215144654,-0.017139849554984342,
COL8A1,0.027296266684481603,-0.1236899887485109,-0.03007541579112994,-0.026337555696346656,-0.0383376101867305,-0.0341570184073885,-0.08093190178402937,-0.16096909175671514,-0.09877962359669346,-0.01338561089305969,-0.06467051173660998,-0.14308031281496744,-0.023355958705215965,-0.16688345490279893,0.08936573529647383,0.04184363190153958,0.0913539895887875,0.12087191218336192,-0.05288445862416825,-0.03652818092908427,-0.12167226763667878,0.019605724811969077,-0.13889002246718696,
GSTM2,0.029105331629573156,-0.0569241031059875,-0.02302482162767809,0.002770664159742247,-0.009267297472679686,-0.005234734407027415,-0.006423770696987615,-0.05718389657348994,-0.04666357610235453,-0.023187699176484066,0.028109636882857614,0.019277049516183222,-0.07954328651306294,-0.06639918196175867,0.126776769209301,0.018960936882060794,0.05064488888068167,0.07180474968288861,-0.009107957234778453,-0.05007846290799809,-0.041798987649567326,-0.05979166072279442,-0.025787410402807385,
SPX,-0.01383547885353642,0.10753663591247101,0.02398363081150594,-0.00932281631701857,,0.06940390081977672,0.2993083764531233,0.09699473316906393,0.16461594700626417,0.10776581844280579,0.03322045813879495,0.19128255459784904,,0.27477840300809947,,0.02207137833191843,-0.002709036437302309,0.10290941763906264,0.03932045309713132,0.0904973526349713,0.016949653276374512,0.01550453255382344,0.04625360282242197,0.057680000423195606
