,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.004447802856775567,0.01790914405654422,-0.01734926551993634
NDP,0.031554242578970604,0.051526131169129366,-0.008666393631005454
RTN4,0.02592603883749213,-0.022790026254286833,-0.03656779235843015
HEBP1,-0.02732414499232781,-0.010517965944013634,0.006853337592624865
WNT7B,-0.053378456614935094,-0.034278466950192155,-0.03519505916773938
PTMA,-0.05583057921689278,0.04223597576857719,0.08142731930359727
CEACAM1,-0.029910581966478826,-0.02482280680321824,-0.02335947263602638
PDAP1,0.04088502341918562,0.03240749978492542,0.11555763101386297
QDPR,-0.010878563893179075,-0.03550931569977301,-0.04214428173084247
POMC,0.0423351317207216,0.029626783730264738,-0.02833818966553366
CCL18,0.0607732616119867,0.0008629838820093564,0.028807843237721557
CCL17,-0.021220110192355368,0.05973209228491908,
VEGFD,,0.043688180322010085,
TNFSF13,-0.040718204149679645,0.004444146583840499,0.04441673072597523
WNT5A,0.06335838096056295,0.0854769943802198,0.017639023500387842
CXCL8,0.044695723113475846,0.001709316183896928,-0.004013267498548289
GRN,0.07864773658500851,-0.01093753439991179,0.014014196670172402
MIA,-0.002517796485216381,0.04435122577760673,0.036749527742579946
COL4A4,0.05849047344823482,0.0566042239545223,0.11890635046836431
TAC1,,,0.0251058545166814
RARRES2,0.023663742517395767,0.024796268163067122,-0.056406386147291085
FGF7,0.04391537546304339,0.055854445317974975,0.01710279427317848
EFNA2,,0.08509396300707178,
HBEGF,-0.03744784924582337,-0.024755487519334055,0.007860097325206324
CSF3,0.01655672013232931,0.06474853608329377,-0.03348899489654172
PI3,0.0699381589489661,0.01624222141058598,0.008823202379153103
PCSK1N,0.008947331732643844,-0.009975160056426301,0.017895534893319028
NTS,-0.04004300933597482,-0.028742882707637814,-0.051002407022011226
SFRP1,0.02996247173102585,0.0011921958834573685,0.04012441575836997
CXCL13,0.00027297721297673226,0.03979861603803137,0.0020873612587129927
MICA,0.032912396240097015,0.016368604471004366,-0.017878540720574574
TG,-0.02819622111403397,-0.010686243326528864,-0.027561957411200454
ADA,-0.06576122192507944,0.025079921532768324,0.03539197855637771
LAMC3,-0.02956196285250603,0.05106883424119366,-0.015914801144500362
CCL7,0.022968773871163133,,
NGF,-0.03673113618182923,-0.02327529487655721,-0.028711424016539585
TNFSF15,0.05501971637585797,,-0.020796090895648697
