,UKF243,UKF248,UKF255,UKF259,UKF275,UKF313,UKF334,ZH916bulk
RARRES2,0.016070986373301673,-0.017991936568992086,0.015446011518902196,-0.07697287914261253,0.021652758973993397,0.013569577651019401,0.041851723130866186,0.1728146204259719
FGF7,0.003631322313407361,,-0.008599554285969235,-0.003483495707023369,-0.014577092431932654,0.04743734681267264,0.08370188019361217,-0.013545666952242479
HBEGF,-0.016130212563879816,-0.006307547843812821,0.049086623681547745,0.07018127658743495,-0.026414228044234163,0.06949927614838938,0.051018098061970225,0.12186574002608581
CSF3,0.09267100251723717,,0.12290515315905234,0.27399257153386636,,-0.013843257247650315,,0.11979147803109017
PI3,0.01563847623062169,0.005982969740841824,0.15379425153478554,0.24887071012560585,,,,0.1531291864465727
PCSK1N,-0.07095797671981721,-0.08222023526684079,-0.16473029711283815,-0.13426963325847296,-0.08134643012510871,0.012277116260259539,-0.03779924753800068,-0.16232669531927493
NTS,,,,,-0.0158382664521683,,,
SFRP1,-0.03325694344265278,-0.020116732301818915,,-0.019561732776200876,-0.029408338044436353,0.028610969874775283,-0.017394998896216787,0.009465109260760746
CXCL13,,,-0.022296536943155698,,,-0.006646335475984825,,-0.028684532674804305
MICA,0.011556492484431339,-0.02896889033338705,0.007007734356280331,0.038862089107481124,0.00323347212139248,0.03295920359131961,0.013861995751760565,0.05715014787290147
TG,-0.02921837197811609,-0.009612171801322992,,0.06133435485463644,-0.013378610138446503,0.016373147660075475,-0.018872407243050483,0.07555103461683045
ADA,-0.016331962893473,-0.07129124511439722,-0.0605873767624038,-0.030094294667536086,0.023067396967765174,0.011147447278753782,-0.029146683328615954,-0.054596611102192764
LAMC3,0.024582729564700204,-0.08299006670933856,-0.038098096466125796,-0.05426100730619948,-0.007873909549119942,-0.04845880672490985,-0.006538259566041731,-0.05055275683512716
CCL7,,0.020888636670167528,,-0.015262647316318276,,,,0.21314914071983426
NGF,-0.021116893560339953,0.014703553877976585,,0.058640423547351196,,-0.01445062837912251,,0.08477609697087812
TNFSF15,-0.02612423279438771,,,-0.016995704273238276,,-0.01758307877152614,,-0.019671050876725417
HMGB1,-0.10071778759834121,-0.11050679499339584,-0.13388967991383008,-0.11244504361878196,-0.021916158564644194,-0.004032267454921239,0.021631082742805115,-0.1275537826820489
ITGB3BP,0.1044773966599978,0.0002709013879431536,0.037393954165732754,0.06410234828375315,0.0051283663219193875,0.045772208003595494,0.04174025298079489,0.09291119937433549
AANAT,0.058664434766179045,0.026647734393531512,,-0.015464354328716522,-0.01203146228234595,,0.06515194206588652,-0.031738773701413446
RELN,-0.03641009134482684,-0.04366416999282664,-0.03458018694088382,-0.004310624098733299,-0.026489396176821597,,-0.01865768521252552,0.05964293067086081
IL15,-0.03713514597601542,-0.005382597351554277,,-0.05367631375417683,0.04225722038902144,0.05137074831835443,0.027327106106476547,0.04156507642635366
BSG,0.00034897369462480465,-0.1396380886269802,-0.1332221598321204,-0.010685306068363801,-0.004625621041970115,-0.02941144171350349,0.023313064981877893,0.011193245192583402
ADAMTS3,0.06374497986966113,-0.033270882360135715,,0.0496807389142848,-0.007194678124366986,0.00011036177552358176,-0.02597258831306153,-0.013535221355650771
CD34,-0.04415888623889656,-0.08254869516412036,-0.029498083314638327,0.001637527664803532,0.053599343309320695,0.03636881316604931,0.047735826477998705,-0.003753331472077075
PLAT,-0.0549652162451454,-0.10922809517907212,-0.16746491938334432,-0.07944935519287392,-0.06597674212194825,0.03185494622302446,0.03419126944344146,-0.09747280043762989
NTF3,,,,,,-0.005715627033253245,,
LTA,,,,0.03842236583569141,-0.011587552052364966,,-0.01563034662684523,
CKLF,-0.056567919332469845,-0.09503162566798187,-0.032663351295788214,-0.04479834546454368,-0.0018577311549279254,0.039350207749211365,0.05466248892637465,-0.013573986142893266
APELA,,,,,,0.03701636488667662,,
CD24,0.0022858415199208627,-0.04097165975128609,-0.005878281408694962,0.05220013825321855,-0.0006488224624104323,0.04121161508200895,0.004959412321175757,0.056134883320872075
HSP90AA1,0.04523498087832279,0.09762670310590014,0.12991542863629366,0.02707604218946434,0.006831869771547458,-0.028483344675552674,0.017770500277009823,0.020662232330081437
BMP4,-0.019388267704228926,0.009065088072372817,0.023885992213757607,0.06102546022691471,-0.0005761059045918126,-0.007088138694296403,-0.013318669697443388,0.07935004023978241
SCGB3A1,,-0.017974645451285954,0.06865568607751327,,,0.047451178170698737,-0.010906649173523323,0.025870472455301094
IGFBP4,0.005924252012274902,-0.08788246674051295,-0.04517379956784166,-0.005122757035344736,-0.030667200281940584,-0.020782871661918213,0.005000316012681629,-0.06502356565386576
RSPO4,0.019256285922272628,,,0.008378836947547392,-0.013477028469113693,,-0.02168175148549188,-0.04002133643600086
LEFTY2,-0.0286714492187603,0.0026372086612523743,-0.08736969739697104,-0.04370898856798493,-0.033189213235544836,-0.01988100888253988,-0.019295488356844744,-0.02067623037208393
PF4,,-0.018645809303066488,,-0.013316359091405978,,,,-0.031350977425192994
ANGPTL2,-0.006028924339536122,-0.04270310453979447,-0.11908100109239489,-0.06803001022689867,-0.050406357460296126,-0.02066114770308176,0.016343790674478043,-0.12681004705162366
LRIG2,0.03912228081803271,-0.012762497214633921,-0.04228476467804421,0.012161534309867418,-0.04699492963533491,0.06687840383223864,0.02071976975492692,0.01759661251202552
ICOSLG,0.005047901514403802,-0.031891825550030124,-0.010171144159327086,0.02205024916559009,-0.02746736808106915,0.03879316260099327,-0.015838357423895954,0.0038225835856214125
WIF1,-0.06003246312049351,-0.03355010737782275,0.11931993508193507,,0.17303589040833345,,-0.025211528195784386,0.024611388403873283
NPPC,0.03974803608952201,-0.012035617767748055,0.0524220918321586,-0.020656956850486744,-0.020286907603168057,,0.09807705399564581,0.0369283567164757
LYZ,0.12449018503686793,0.012572918188811124,-0.098200251938019,-0.011677119262118245,0.02154086933086069,0.06402611476149102,0.019490658171996484,-0.0286727209411031
EREG,,,0.009488231848871117,,,-0.023247736866969317,,-0.006587465929926265
SPTAN1,-0.038451855912354914,-0.07038882383396244,-0.14316529456741064,-0.1582294585805071,-0.00916787709425447,0.07707305340019413,-0.05624236009849818,-0.05671395782583146
LIPC,-0.054103758481390825,0.03891106303172072,,-0.023930489054429314,0.01781528530519686,-0.029068308562203465,0.03336516711911377,-0.04888997265750739
COL8A1,0.008388259106924858,0.009581915814204898,-0.0383375992876373,0.0036144271703624285,-0.020901670146788443,-0.006736026009016789,-0.011159900060865638,0.002575125133507923
GSTM2,-0.062098432389144996,-0.019394797877308932,-0.05109506799449883,-0.01235749980338668,0.10597290309114611,0.04147012358136095,-0.0010760679164816605,-0.04711138057017258
SPX,-0.06550470274268208,0.012731541612983975,,0.04240627674512805,0.0041613328989699725,,-0.034641831451742856,0.04828736625604225
MFGE8,0.013429888382403606,-0.06733313060119121,0.09632826809042615,0.02073337125400327,-0.07674899199425628,-0.0045406126534092185,0.05360774773554327,0.027321407740207023
TGFA,0.02242217834167007,-0.006855420785081342,-0.009618471067110916,0.050424980562777694,-0.004771682887652262,-0.03133078089586408,0.02713270489736294,0.11217449831059081
SLIT2,-0.05227824943757735,0.011561528495010232,-0.024395754712891585,-0.012547672968869363,-0.016461913282671183,-0.01910803931301027,-0.035158656247635756,0.09202491888371171
PLTP,-0.08674602501839136,-0.02746594311243873,-0.06625428237436186,-0.11454168728337821,0.026477156102653995,0.07047104501881146,0.007526102281162977,-0.049216115733157775
APOD,-0.00041348838032349996,-0.08826112359488025,-0.15755200370272068,-0.051065319716152094,0.029125463307041813,0.012890091397529202,-0.08246188003917673,-0.1244639136233614
B2M,-0.052330040249012125,-0.00520408518459332,-0.19350397038077016,-0.04112938143239008,-0.010549982016367844,0.01851735280703514,0.08353678935236433,-0.16679939423637496
OMG,-0.10382403601061549,-0.07905665726164632,-0.09400278646058512,-0.07200156043681502,-0.020670146190784743,-0.014722919489999334,-0.0847584480733682,-0.06095375519075745
CXCL3,0.03737308948573783,0.0521993211967367,-0.008854915227949612,0.19716707435419994,-0.014387434659917146,0.0653689556607883,0.19855843864592063,0.19065284528940177
CXCL10,0.07541207115302184,-0.03523020317497292,,0.0031771255793678205,-0.04107383867698367,-0.020061486041146416,-0.017888226801034683,0.038021815068740646
RSPO3,,-0.024416271986146286,-0.030706479837706916,-0.015464353186075825,0.0359250223914427,,-0.011763013663752785,0.007747258414959163
CORT,-0.02892236601055555,-0.03758174204382857,-0.04075168224976636,-0.03467999945227621,0.017753047443552643,,-0.03120690996092625,
NCAN,-0.06717817515170554,-0.1244134863866753,-0.057426539604449385,-0.13281000767646872,-0.053145190230651125,,0.0009214778692836565,-0.07761770575170619
PRG4,-0.0394722389157267,-0.02703172283056712,-0.034333811240816095,-0.015262649694775298,-0.017223107365850816,,0.05921368441079184,-0.04363628940448668
ZG16B,,0.0038865136507646825,,-0.017714171588892505,-0.009207362005990812,0.002279297294962855,,0.010366310213839762
TGM2,-0.0314244014139997,0.040062756603977824,0.020880212985984647,0.01991093818987489,0.012540964789501768,0.04295892339853043,-0.04690259691846469,-0.007972834271657554
VEGFC,-0.028322119511567656,-0.03432214989000477,0.061944303077215525,0.04675076636388159,-0.0018186051601710935,0.05455160063899967,-0.014035390262980244,0.054184366903249306
WNT6,-0.03591999279805989,0.046049847942262925,0.003248436183192031,0.03542224476614141,-0.006227377786541205,0.01158556850109756,-0.012249379877460087,-0.027636228122882037
NRG4,-0.026768852844301878,-0.016555281161641202,-0.023016157278517742,0.07483813855669913,0.08931882507172238,,-0.016373919818530973,-0.016887415883348543
PMCH,,-0.019080852476592906,,-0.02573794723807383,-0.013477027818701505,,,0.02227997525051997
COL9A1,-0.041702532613720956,0.03123265137773815,-0.026759051427145242,-0.01940058990512071,-0.02467693271591879,,-0.018657692368933873,-0.05191969035627553
GDF11,-0.08218857648852933,-0.012640651591948162,-0.10961217728081583,-0.019362993472825548,-0.018768902605667395,0.024987252062928397,0.07230060490912465,0.00377964242880133
IL24,,,,,,-0.016538442911481564,,0.1381974405350602
SORBS1,-0.03487983010064359,-0.009381895669453768,-0.08960643002469841,-0.06862576645057494,-0.0017194041319566894,0.04102033300184167,-0.026680969583285623,-0.05656373448762309
DLL1,-0.020997405231361135,-0.06100003732771551,-0.07842310696010273,-0.07510763056517106,-0.06625939401619917,0.059917486994727286,-0.06817879104078868,0.08996558789186276
TLN1,0.056650310071969,-0.016204290426562514,0.0518435854165923,-0.07588610814074101,-0.052723475820142356,0.0024159941347828423,0.03209733812816127,0.06521899099969386
COL2A1,-0.02739968366447834,-0.046214344705111286,,,,,0.046157869468992696,-0.03744391335549449
SHH,,,,0.16540394712701645,-0.011712020889811426,,-0.01090664822021429,-0.047067875889664545
PON2,-0.13401510620403048,-0.12253123204376944,-0.17734468052538707,-0.13394061111626643,-0.009803566015792669,0.05540264666554625,-0.029830540659712912,-0.05260740693206098
ICAM5,0.013578019421053317,-0.048445411080160546,0.03380330852529955,-0.024719557469865316,0.04152946444948592,-0.015655668273107087,0.056948142025938474,0.0047419882819200124
HPX,0.05802109301577154,0.010085096961447862,-0.030706487910337588,-0.009112500204696622,-0.018068877284069362,0.01869997757690313,-0.014890799551926409,0.08842300773779872
SFRP2,-0.035672802706540795,-0.008901340846718762,,0.045234741368212,0.0037106882211665336,0.16879033254458786,-0.021396052649335758,-0.038299702339268264
CFC1,,,,,0.03616148499641374,,,0.04693849187538126
CD70,,-0.04365984687644378,,0.20481168520046727,-0.008631343933353018,0.05084067100812316,,0.06484521647477025
HP,-0.06605459348486535,-0.047060923387511465,-0.07942732236282544,-0.00668384473080406,-0.0447871007249975,,0.0034501653061878162,0.01005699636458967
CXCL2,-0.03961138791235518,-0.05826758272776255,0.0021407373519190444,0.16746575535703098,-0.019143655897688516,0.1202189672020333,-0.021586878180621556,0.09439887236059699
NPPB,,-0.023189032301234175,0.16951393925141117,0.19015372938298525,-0.010146532440796495,,-0.014035391283814426,
CCK,-0.02115019351390888,-0.09381776985511764,-0.06909756602482281,-0.03661359556997942,0.06921592447975708,,-0.07059858930064498,-0.15197490702240166
SEMA6A,-0.09887819788524305,-0.03550666952989363,-0.094746473052102,-0.0976308275293432,-0.03572128975339576,0.005683122068519188,0.012268996520148906,0.016108236465045982
IRAK4,0.05140613815874396,-0.010398218821008748,-0.03334628065490557,0.0007280517611349833,0.07378811444059263,0.03154714937217016,0.06508238027818143,0.0625583316730416
GSTP1,-0.053016663469561624,-0.11202499080259588,-0.10489410178547315,0.006237957955801606,-0.024041058210661402,-0.01972021666467384,0.03679496987980828,0.022172687697029562
VCAM1,-0.007176348441036971,-0.011974714381468556,-0.025961815259814617,0.025109330221846294,-0.004080211785852543,-0.06705985092624615,-0.001245420607295954,0.026001936018202058
NXPH3,0.053055012195200146,-0.035960074642526145,0.02699646307428508,0.012529484277616274,0.04390326811176309,-0.031208613408451585,0.026307710034884878,0.04162316611849332
MTMR4,0.005799440268474367,-0.0017891846441227663,-0.08092575372252382,-0.00887041197032273,-0.004797445382552386,-0.0027192119696388592,0.012184829158314281,0.04066754328663253
LAMC2,0.06844289106055867,0.019332291627115264,,0.10366597405754542,-0.012773352353338078,0.08686743185311456,,0.012538888004318242
IL10,-0.023307200800442636,-0.03845663979270045,-0.015217416022976084,0.004951883482264434,-0.03158327441705658,-0.008911567793241038,-0.012563670619784494,-0.021469796050388856
SEMA4D,-0.07621542302025235,-0.06577520446233036,-0.0886457036091003,-0.05049560372761892,-0.015590876847513022,0.020148499868366455,-0.01367486180423027,0.010432344120583541
TRH,0.012751597181450545,0.05443310934422122,-0.023715310496433762,0.14948539628964067,-0.0336598366382222,,0.08875756756681435,-0.03453622852961618
SEMA6D,-0.08587787848377056,-0.05237077934388079,-0.1062540306388873,-0.06037665463010879,-0.03893873703886987,0.045202807767889944,0.011243751568042457,-0.008422488815252033
CEL,,,-0.026024703043593257,,,,,-0.018559935943803608
PDCD1LG2,-0.011209558015416662,-0.0507679183184669,-0.03204319445858841,-0.04517324390384826,-0.024672899019110132,0.09919807834360345,0.043648894756558525,0.007885963267799776
SPINT1,0.022929196680153512,-0.0119385560077263,0.037514424569258575,0.016981862112810796,-0.022190908442086835,0.03900978142186952,0.00032750439828335167,0.02624697806941078
CTHRC1,-0.02105834198569654,-0.06970816434568702,-0.027863734268275254,0.018141058501461065,-0.039520219843587175,-0.04489160601601142,-0.026125207143248078,-0.002821431528932604
PODXL,-0.06957542666522193,-0.04779286075755251,-0.16150219264962448,-0.09802236945328445,-0.05452623457974539,-0.01451071192667912,-0.0001786467160422636,-0.10850323455426024
JAM3,0.04088089843352684,0.02700189167031666,0.046407512581609064,-0.0505530360923838,-0.011458816018155996,-0.043544353714835074,-0.024786561461388364,-0.04261698162869658
TGFB2,-0.09582689814212585,0.0050171646713582305,-0.08714141760871294,-0.10139873106459049,-0.030141002494258606,0.052459916763092695,0.03372965927155526,-0.038859738529721036
COL18A1,-0.06612788016771556,-0.08213678183138479,-0.1538390980150918,-0.062033228779262636,-0.059354217004935816,0.011879421203767315,-0.02232818500044354,-0.09277402677178752
NODAL,,-0.019179070225463557,,-0.01273182679261237,,,-0.019295486198432542,-0.038107917067532526
INHBB,0.02653426450102466,0.008433268643346413,-0.017304116268497132,-0.002838587503864849,0.028485007657745295,-0.015961689342386936,0.010142314183557962,0.02082689546905857
LCN1,,-0.01820096973316299,,,,,,-0.028071568424370315
ARF4,-0.038218197710098226,0.03591596711235647,0.15746953273346445,0.09264253448377469,0.0559519924219118,0.018394105136945182,0.07897795803027131,0.137154180670347
CXCL14,0.01644127221507409,0.01069946181220542,0.049983144145094964,0.00834169423698929,0.016148570199398492,-0.01514207360583302,-0.037245321894136804,-0.08011230640550547
LIF,-0.04275748333776373,-0.04363567414260633,0.1437579515122153,0.11070632405718865,-0.038255354802874016,0.030043365670090957,-0.008799042331601432,0.025257633142194473
IL17B,-0.029218385501869466,,0.020092897072785842,,,0.00229900657222972,,-0.03173876732739917
MMP1,,0.0017909224000223775,0.1789215950510465,,,-0.000898968398882378,,0.10679662743991604
MATN1,0.05274012458429151,-0.023897342285422975,-0.037885143070112766,,-0.010273964931829775,-0.016538445295304897,-0.011427839822798299,0.09200831260806684
ADAM28,0.014795243231753656,-0.002153438935372752,-0.008413210558555352,-0.03411192099583024,0.06079751904262546,0.022214117240901006,0.0570031235275458,0.008280763941770708
TCN2,0.029106725119465302,-0.1107175306546358,-0.06712584174609827,-0.028559166858465504,0.008846647595488349,0.009671562798416685,-0.051661218405890004,-0.07530100282909508
THPO,,0.025403285616119233,,0.05752518478104959,-0.021092004519334677,,-0.011427841135543045,0.06116060911277283
CUBN,0.04317184199325208,-0.011865757108780517,-0.03719784299103142,0.011226564761611556,0.0072666050622010375,0.03666143267124117,0.04655857082465622,-0.036987460231818155
TIMP3,-0.07154660871552815,0.06860111385709101,0.008271459934592586,0.024469170119804703,-0.010813488105856391,-0.028995341447310165,-0.022442975825238763,-0.06162116779259729
PIGF,0.07765386935267746,-0.06591616429952359,-0.047567699191328534,-0.005691610206083186,-0.03198872244021755,0.013188377976745307,-0.021278522476217903,0.0059055593242055395
CRH,,-0.021324603022691554,,-0.017889526201566624,-0.01617361901909744,,-0.015630343257159587,-0.006243569536984293
BDNF,-0.04170250267219832,0.043801352566107864,-0.046628950741422114,-0.035472655349992235,-0.0358621189318636,-0.01061507948182233,-0.012870684211169726,0.0967472896846546
CCL5,-0.05841883513757909,-0.05084506735018175,,0.011478974177146502,-0.019834082780014133,-0.02401678900305079,-0.015503240762128563,-0.0496773677122712
GAD1,-0.0739288371742274,-0.015266005639867405,0.044956807776294704,-0.018042053392182063,0.0370357371991656,0.021942760405396246,-0.06008709503900965,-0.04293487300771679
COL14A1,0.04048631629436941,-0.012331465485706402,-0.09732567712664228,-0.014999826073819925,-0.022317275164552192,-0.026390787313850313,-0.03828307998745485,0.031104798888661942
HLA-A,-0.08866749131517555,0.029093752635903292,0.03654964694332556,0.12274959410307819,-0.04271473231050028,-0.03140860672003905,0.08207535779540207,0.07806952982880835
CD5L,,-0.02132460055559741,,,,,,
FGF18,,0.05225493239456694,0.06528631047844237,0.08625575563657106,-0.011008958187043552,-0.017172382026332044,,0.10273613315589251
ADM,0.10764211267054742,0.14267821540820955,0.18270746541017935,0.1570003258537038,-0.01981465740407298,0.022944440374596354,0.08393285059807228,0.20937018530059426
CCL15,,-0.03557820711803398,,,,,,
GNAI2,-0.1512993987186407,-0.03343381675429309,0.02244249857795142,-0.10416428632488027,-0.1222863563648386,-0.04818942911931816,0.05304190645677199,-0.033216714278492786
HDC,,,,,,,,-0.028923844272486503
COL11A1,,-0.06510430121565253,-0.12722410227094957,0.08286672931249575,0.03020628759339599,-0.03130891771987653,0.01622050235606764,0.04955258018550236
NUCB2,0.0796761171679189,0.05205773027569831,0.10737778599330255,0.0706417768138204,0.02376376100727164,0.01641086191262349,0.009748285367718176,0.17238101351908025
FGF16,,,,,,,,-0.028500688454281324
CXCL1,0.0022156892886470428,-0.054585949133663034,-0.023368165568672824,0.05340500402773416,0.026493427192648657,0.09942592567214646,-0.015503243390571497,0.10070652695552042
VCAN,-0.07356257976297459,-0.02298592085060713,-0.20383891580251345,-0.12027331154550741,-0.03558088663788,0.011824564306688606,-0.0020929437337590846,0.06489221605858922
MMP7,-0.06795964447823806,0.047959165724998094,,0.06344210425601148,-0.010146532385359622,0.04677811074278421,-0.01766289272471475,0.08946012559359805
PTPN6,-0.016185520798135563,-0.08884541770124954,-0.062487742498024294,-0.010044744986317031,0.00839780181896551,0.006375941191611701,0.06245447568446871,-0.009417238037289857
PTGS2,0.03196191989104244,0.10741930967780179,0.19691159913518172,0.1511251702471103,-0.0024168732704995754,0.001968159830747834,-0.026378245322370143,0.08079635071247965
XCL1,,-0.023367948087902955,,-0.015464355788757782,-0.01666529979549943,0.08044664468857696,,-0.010284749107789669
CD58,-0.06194961241973481,-0.07438962793417542,-0.11317172223863337,0.02766991003108071,0.014207359988778359,0.07226844690459336,0.019492826859268238,-0.021020762482888408
TNFSF14,-0.017053208066753728,-0.0235456167131336,0.00959712427158712,-0.05636400950980483,0.007419292104735065,,,0.07793955065598016
CNTN4,-0.03808403995084581,0.028278908582905625,0.04673643272392759,0.014937020580660421,-0.01790968444124995,,-0.026136830781303626,-0.012535443803549517
NTF4,,,,-0.019561732852461603,,,,
INSL3,,0.04291939733689665,,-0.014213091997337484,-0.0117000190087599,,,
BTLA,,,,-0.00984849879347178,,,,
MFNG,-0.02043816937763916,-0.06155843345002931,-0.05847565685806151,-0.0020533355547160672,-0.003165831168036442,0.03053069222174173,-0.004296510017677759,-0.03197854108546394
ICAM1,-0.00712985154198004,0.05623211226466939,0.08627269416819622,0.03538395254459557,-0.011079201742122102,0.050818938574791576,0.08401413229228198,0.10552727064753024
PROS1,0.03453733422493233,-0.013503650977340473,-0.07704825981581534,-0.04775497248555908,-0.01961809596940333,0.050567539728115875,0.0380960607032707,0.03340701911960739
CLCF1,0.019552382152466803,0.03267754451680098,0.034147817946137735,0.05804061707700496,0.007831306109205733,0.019823034362226526,-0.0020986926839695144,0.07974497825929786
PSAP,-0.03426133618043073,0.0632891821155875,-0.10406798385448811,-0.044176581258563226,0.0018223902300457105,-0.04918054969994976,-0.007932875703250505,-0.0035310434591756066
EFEMP1,-0.06610600463870772,0.06751258186016072,-0.10316219420526128,-0.08309134635501489,-0.041817416578850145,0.019681274068375568,0.07967336911926437,0.03514402084531365
C1QTNF1,0.03835510345350899,0.05767805171876267,0.11469792919065619,0.02457575429160341,-0.007113623562597434,-0.0014945471147842827,0.06222953032712613,0.10267075881882909
ALB,0.0034791252105163444,0.0448375221565047,,0.10192477668637609,-0.01277335202637346,-0.015655673420083154,-0.02472411444848003,0.02143948324333579
CCL13,,,,,,0.1055968271423159,,
EFNA3,0.04992755302171576,0.10989160655575936,0.020950322849873106,0.11606689784241696,0.1110141465134592,0.06015805199839178,0.01193523146995844,0.03528279134298804
DRAXIN,-0.04445085649880131,0.014565894215955486,0.1288092001036894,0.005276265689493642,-0.02213449490191115,0.03873225715480394,0.05387321217513095,-0.05055979364897282
RAET1L,,-0.01630729753619567,,,,,,
NPTX2,-0.07235810367481389,-0.02980655985082099,-0.10236539847659044,-0.03827222539853131,0.05764920370620621,0.09655174615337145,0.03948093060818895,-0.039327652906950644
FGF11,0.04460987389842134,0.06216705483926677,0.10031723345540827,0.07579869312671093,-0.026515290790054387,0.0014292840975293527,0.025970090153605584,0.1334495289397044
CD59,-0.053386371318350105,-0.09263229648855822,-0.03838241543959498,-0.08462294804746127,0.014831399374527557,0.020380919642754,-0.048729424190666996,-0.15985395682752082
COL9A2,-0.07604012804974752,-0.05474806677136909,-0.11802607197053988,-0.10843157093828577,-0.03746280877076772,0.012774340778127365,-0.011803322122880705,-0.025417596936987606
DLL3,-0.05216206295775076,-0.14398900077536575,-0.1475887491403112,-0.15930448600604172,-0.036091453523468035,0.017737412244671968,-0.06795279190505515,-0.055531656996461155
FGF5,,,,,,-0.03777065667736099,,0.015760923348216892
LIN7C,-0.017303125663480457,0.010375324076454445,-0.06613521312636152,-0.0386748670286155,-0.018979818647618857,0.009469014567994122,0.020755036886037574,-0.01834982689003909
GDF7,-0.02302138030786722,0.09145250997480343,,-0.025360305646600263,-0.02360427227996661,,,-0.00893926455367424
PSPN,0.07679514036534639,0.04214693717670541,0.044295034905976076,0.040431948790679635,-0.03527657791372432,-0.045742449641575415,-0.04308615702981326,-0.03707888008990359
ANGPT1,-0.03739720087740736,0.02118836264162016,-0.027863732626336613,0.011280810639953254,0.02566360664400997,0.0753731669138709,-0.01811104656075038,-0.026278146080633856
PNOC,-0.04384253946165578,-0.03358950029112765,-0.06151477196572523,-0.04552920084126954,0.04387158641129281,-0.015655673420083154,-0.02261187007513872,0.0315782388903143
L1CAM,-0.04523887290279513,0.004399837555595341,-0.03870702744681512,-0.02654557683675461,-0.006591400774472905,-0.011319801644444679,-0.030228768946679592,-0.05516932256115188
APOA1,0.06709037586072975,-0.07137668285434362,-0.0060875315089470436,0.029106926754282236,-0.015235460059665628,0.049935705336025184,0.026244812024052298,-0.06485992440994298
PSEN1,0.02420746735504227,-0.04777504052995998,0.00018767075093876752,-0.05305742729998944,-0.0031435720638977593,-0.05201683227043043,-0.015840334231392965,0.05676233518608665
CALM2,-0.08875829131532256,-0.11512622157243768,-0.15298861857646143,-0.12950892336832784,0.04574915532470009,0.012904360520461237,-0.08265633924142751,-0.18129957724506204
CLEC2B,0.11208674122314462,0.10656502050144084,0.22785193008234522,0.02416447510163604,0.07126609915898384,0.04213629326579951,-0.04261932631100934,0.024008077952509324
NTNG1,-0.04651049035520729,0.007055792058824063,,-0.016133925746700202,-0.011020191864988926,-0.025655128460218942,-0.03456558975003662,0.04811113149888451
