,UKF248,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.11076007388426114,-0.025697574140886244,-0.01926652624544085,-0.024999417422650327,-0.03287917266683886,-0.023564717831790833,0.11616992264153683,-0.04105782031242501,-0.0319793494609989,0.04426006387921737,-0.029474005983453788,-0.021992336478966885,0.028502668747821272,0.06688667865105331,0.005428081224936397
CCL18,-0.032460422534877076,,,,0.0408440892245637,,,0.14054666823928552,,-0.028787419722175734,0.02702560514725149,0.06853244384113208,,,
CCL17,,-0.03473702144646121,-0.020709020110514748,0.025357435541177455,,0.059388792016749035,,,,,0.13610865617155637,-0.026920458483583685,0.026793192483400046,-0.025119311342575477,
VEGFD,0.030344592860856424,0.022887280410020177,-0.022063709334733523,-0.01777144313347139,-0.0222144981434074,0.1052095148415828,,-0.0767487822043518,-0.03341600030966961,,,-0.018648623300013878,0.09387711244907188,,
TNFSF13,-0.024495684272191856,-0.023960819956272465,,,,,,,,,0.06809316852599218,-0.029261617990461945,0.16930927782745142,0.015396100989203862,0.03383352175366055
WNT5A,0.06934227443627344,0.020068467625049477,0.0037867691295377665,0.043064835571151934,0.0036747765992778962,0.014541605843370027,0.0497239985369482,0.10715169803496774,0.05462634506262064,0.0030567578703797962,0.004514059023296352,0.04041645096425421,0.05185280268664814,0.0033557312650506982,0.08735984197379057
CXCL8,-0.07119436721189108,-0.012742420778583868,-0.007219681243854395,-0.016549540573925558,0.01538535509077719,0.0014288913403347936,,0.03243891039004457,0.09882309344516797,0.06991095802606638,-0.055244079637884226,-0.018209848148414406,0.027738327197113374,0.057369342462383684,0.0775731337149978
GRN,0.03558832767126292,-0.04132926562270808,0.04805040048952272,0.06003624813623789,-0.02461869536674196,-0.019751686791501986,0.10000200366112202,0.06575238972598177,0.1341870384070807,0.0830845984083695,0.011706914268431845,-0.007027833892902624,0.1521993191339183,0.002589274648856751,0.008225286146341038
MIA,-0.036554191149626665,-0.005493345691612679,0.018334520207857592,-0.00581881549044268,-0.0051795819709542935,-0.012358349031716296,0.0888825863011899,0.1296354438090265,0.06151325855566537,0.03910306758603715,0.05025207941719969,0.09867499915257225,0.12928159478086282,0.11471991898161629,0.15492827129918976
COL4A4,0.06571857615302888,0.024980669399109225,-0.021620857704947632,-0.007665597465368434,,0.0007553522117002079,,,0.057227682029618046,0.004885129113605775,0.015133456865602978,0.010461090418233494,0.03742877312679945,-0.07565896611484632,0.08683617069976614
TAC1,-0.03710233440540783,0.04246889146712851,-0.005118649699747414,-0.04629327111309487,,-0.04476152783469042,,,,,,,,0.03757363096110759,-0.13841569350372257
RARRES2,-0.01922402598471974,-0.0023231642456604563,-0.009378234577565658,-0.0006039064646483327,0.053394300970918976,0.05842505863416511,-0.023804871054788946,0.1449341246159622,-0.09082637727597602,0.05773100256475892,-0.044165701572596736,0.02223736123417728,-0.0360170398405385,0.035320453839851,0.03446062675530137
FGF7,,-0.011660273551791804,0.0586901371317239,-0.016751175020248796,-0.014584455643241378,-0.015227365850014858,0.043492742015224004,0.08458166894280908,0.017074351305823646,0.06607746321327224,0.04639287455008946,0.07827554236929392,-0.06529350698591305,0.09839221117191052,0.02946132640571944
EFNA2,,,,,,,,,,,,-0.017724268423406832,,,
HBEGF,0.10216141529904997,0.0038814224601946903,0.032699344956089095,0.05349294654606448,0.048610570591828446,0.026969236734615137,0.16121015778231318,0.01904917134565603,0.019501917733962183,0.10481613489478353,0.019153561754932925,-0.009792204264887685,-0.0035479935190157927,-0.09238549747182523,0.14081094382797474
CSF3,,-0.041403500737773234,,,0.01544658166959183,,,,,,0.011998669636490402,-0.0063976741786408225,,0.030436704210297715,-0.013221808564137199
PI3,-0.034149733095046896,-0.04998929592611927,,,,,,0.08999580710958978,,,-0.09534890477677706,-0.06742894380832419,0.044172167246898035,-0.07377786756361755,0.005823048994391624
PCSK1N,-0.04240819520911045,-0.009032531632053845,-0.021722002912899333,-0.017831602252143242,-0.052921415991247334,-0.003511376604904458,0.005879424699321545,0.0663087801625757,0.010445588646246989,-0.04683940087078404,-0.0043418289910864116,-0.005028736991939041,0.04276880077878032,0.046961530674730044,-0.13768768712076795
NTS,,,-0.024699316664203493,-0.003296816911076338,,,,,,,0.014486369947038127,0.015806591571416014,,-0.009363843241138252,
SFRP1,-0.025308714236450643,0.00963761210073338,-0.039276463595956504,0.0008464599500093948,0.008035797949907386,-0.04398543112585975,0.03761782513582916,0.07160334693359721,0.014916157204706949,0.04634940252989364,0.04580918887086688,-0.009358580853426151,0.005957081987151545,0.05913520219760985,-0.03966310404862294
CXCL13,,,,,0.03212535122168597,,,,,,0.0962533625066407,0.06014492786878683,,,0.05122473327526465
MICA,0.05463820710447315,0.005311917708357561,-0.005866181986918853,-0.014814717912718657,-0.0360127913102922,0.0026409688289063165,0.10118741726664313,-0.00695151508995877,0.11327330607906885,0.025085875404948554,0.051450510713627925,0.0038231911673751845,0.14945172468104734,0.05259612800094557,0.11006266677799799
TG,-0.02514186534306789,-0.032708638088426424,-0.020863554059678997,0.04661392497594578,-0.015226460428524706,-0.026647098620212462,0.08997571033925426,0.05886424616458162,0.13240574052656684,-0.016114855407189363,0.035438361537805385,0.0342645598598731,,-0.0004939628197960022,-0.015788671297725845
ADA,0.06477520237519703,0.016400824365718433,0.038395660811526976,0.0018159432530798357,-0.017718179332347827,0.06414172616874736,0.0889082414304226,-0.018977855876441678,0.05499137491182349,0.05529101365178336,0.13167794319163223,-0.010052854749624878,0.09701156079105715,0.008627707370653222,0.07979120812079404
LAMC3,0.10210884574545517,-0.009097951292875411,-0.027889083295884364,0.033604842038425516,0.018153227886098775,-0.031063128800267747,0.07270674996318402,0.0688075465063015,0.07536065050558574,0.07701673513837046,0.08999219793594644,0.034821748069764555,0.16547360929554253,0.03155207921171926,0.09354420483923612
CCL7,0.0120275519058497,-0.02364829307838267,,,,,,,,,-0.030452468734997955,,,-0.04033144525223197,0.03127777407862623
NGF,-0.03545085392350052,0.05449465838627313,,,0.005532608557340767,,,,-0.07546990526877966,0.028729131182177854,0.08095804698553875,-0.017486024436744366,,0.0852278158054521,0.0739155635662607
TNFSF15,,0.007543138920869431,,,-0.002940438644663326,,0.019530220631414682,,-0.002179929215387232,0.020473579623106176,-0.029687737499307806,,,0.00924226113051402,0.0028495794500832854
HMGB1,0.013078794752250442,0.0188330241599699,0.018809322130839405,0.016472844447240703,0.053601463560984074,-0.008567351394806152,-0.026933412198226436,-0.031208681980830166,0.04902101238758248,0.010145296048342406,-0.03963906340284017,-0.05534064160155805,-0.07418476684917805,-0.03335450716747663,-0.033831488255035576
ITGB3BP,0.012185162266965392,0.023379834022862755,0.007152446387232323,-0.03814713152466379,0.03246149604072604,0.04738090275407013,0.06062265349685965,-0.008486268734262567,-0.09484373955361149,0.10790668980044484,0.004573194628564669,-0.0388156245544684,0.08330712180369314,0.06925558425003443,0.01360128859190468
AANAT,0.08573161570851931,0.013475143277271439,0.06990822001754632,-0.02021127505745111,,-0.02379572325567211,,-0.040272331478965674,,0.01693198858658751,0.10202987988085561,0.010448753622166464,0.036498277843476645,0.040191273265459335,0.0061617154019946935
RELN,-0.022566963436087873,0.03163493391182618,-0.02690466589940152,-0.07416052294131316,,0.024544397574132473,,,0.07317533981330533,,,,-0.03090821793801026,,-0.03552204321170873
IL15,0.040413951787813124,0.08615090354719392,-0.04292777482610359,-0.010011199702259374,0.05381207412163888,-0.02206943349919791,-0.02070213438440739,-0.09120372801125594,0.03848839420261716,0.06015993688637972,0.007620401078841087,0.03705829513753106,-0.0060508704283097755,0.049372699715212486,0.09122135505863829
UTS2,,,,,,,0.0019834126957353555,0.07177769356286776,,,-0.022750124892144008,,,,
BSG,-0.014280966344865356,0.011017513487547754,0.041732895310845855,0.010825186572196291,0.08815967716905193,0.00570128417327641,0.11869824606492935,0.17741797140143242,0.13786110949632596,0.1477231491898085,0.013563793234682778,0.009550241734350217,0.22700516983252025,0.09024155068337437,0.10314314872396463
ADAMTS3,0.03564973627607418,-0.018025684529642236,-0.01756990407371061,0.05480225714872211,0.0059561625246037165,-0.0273681032252741,0.14622090620572314,0.02104875826358141,,0.08210749809387004,0.02005933882977261,0.053245526643048297,0.12101485888449905,0.19043836415244128,0.0436506980281227
CD34,0.10324882470190615,-0.05276981477605379,-0.0032176033954998827,-0.02220278180832949,0.01464064950908568,0.04656358469529815,0.00626051904439526,0.07307773371675083,0.10899685514617212,0.07482654477657537,0.096175366012017,0.08455565251602723,0.1389687615340795,0.029080715443350516,0.03411107201526163
CCL23,,,,,,,0.017574749193082047,,,,,,,,
PLAT,0.07716962015347288,0.05267965104699735,0.036428384526533755,-0.02414328408512045,-0.012999790404960897,0.052548020754382495,0.10592192665270059,0.0019308879069447195,0.07055341147443359,0.07773067946850634,0.06531890387146887,0.028154461633011857,0.20192481039022972,0.017432920488345518,0.06455151728164642
NTF3,,,,-0.03262581943380034,-0.019337918193171523,,,,,,0.08147730307023322,0.09284796373778872,,,
LTA,,-0.02042943713628648,-0.018070450978245875,,,-0.006052552892231167,,,,,,,,0.021431407689699946,
CKLF,0.02259156585304776,-0.022126402568999372,-0.015508507640890092,0.00011679725048459605,0.02329602170371072,0.015776341510984393,-0.008742496677150189,-0.045977527822969336,-0.02925268473724636,0.1126072896794623,0.036837778539046476,0.014445410034345756,-0.04600955406220364,0.08809506454487943,0.08876476720349494
APELA,,,,,0.0791879892599283,,,,,,,,,,
CD24,0.01870430412636922,0.011784678126441833,-0.03978623674921475,-0.0024253971814587024,-0.04238821570680659,-0.00893974807122056,0.1104707196733078,0.021852563941211323,-0.031978153705219024,0.09566722680944192,0.00399572803866044,-0.004727410706901406,-0.059568404285715026,0.05474125521487865,-0.13485008491601508
HSP90AA1,-0.07444533635449233,0.020353279947621556,-0.04313489782142839,-0.0861157862559468,-0.0074770487623524885,-0.05683104731374694,0.005019501100814699,-0.04150416415536565,0.023945566008803973,-0.06321627634509547,-0.11219765519368168,-0.07064738568054174,-0.11055795812407536,-0.15349316383331388,-0.12024520024398806
BMP4,-0.050679608557127685,0.008413560043671806,0.034977284703810965,-0.006402111397432947,0.03443666976477086,-0.001029862390694724,0.11988154292156522,-0.03941592675627663,-0.06461124498513786,-0.0092704297383448,0.013817301616672967,0.06552151151778186,0.16942711524368567,0.045391020987377864,0.1133166945489333
SCGB3A1,0.013534126302136872,,,0.049956372161938344,-0.04449462993512831,-0.015399760740641899,0.11209834973099354,-0.07582117799909416,-0.0480258385401837,,-0.04634994478927106,0.030052790561415712,,0.03631921573973839,-0.023904708382005906
IGFBP4,0.10850788155743923,-0.026080446955495985,0.007778037670637021,0.02930227865650868,0.04828444224933886,0.038779414926157094,0.029539192832640265,0.014559909280379233,0.06821687281987274,0.018278092251450186,0.06836268909229667,-0.037502761191628826,0.19893384742013634,0.03666044912318716,0.06155432440429257
RSPO4,,-0.005949638303184581,0.00578284239260096,-0.017048405697449705,,-0.019379743280633688,,,0.08089994509736688,,,,,0.044005707393434255,0.04903272125686371
LEFTY2,0.09734639350338521,0.002290937800967069,-0.027603453783022595,0.19943597179179873,-0.02403038429691265,-0.02724447255446647,0.016818269743996937,0.07823286405759797,,0.03715329681911612,0.10548921496244096,0.12155151147301328,0.2488759754301326,0.07543862814968767,0.003326217329631206
PF4,-0.021418538263724925,-0.006604909227714062,,,,,,,,,,-0.01624551911832074,,-0.034509133033094934,-0.0407866900150336
ANGPTL2,0.0605425608926872,0.010007821259699949,0.026764191611507886,-0.004231708397306499,-0.055669733706240766,0.05331558808011692,0.11578846679731036,-0.028855230340319296,0.03755758624514153,-0.0015872299088299613,0.1370151900354501,0.07041457048603494,-0.07837814259093827,0.06527931412197495,0.030147815441030092
LRIG2,0.0020145271140417182,-0.0015187892398310621,-0.028804832384216574,0.004863570703732689,-0.0006489697975198527,0.025075904779403066,0.01901349573789288,0.01425347106386872,0.06926104887473296,0.0970025209894235,0.01153205996700484,0.006973674284158299,0.05959639424349128,0.022914857266321125,0.058739175968964066
ICOSLG,0.0707354365883511,-0.024761289068145554,0.06980304355252177,-0.03235469036205318,0.004346351129934043,0.010953955078980756,0.058978481243711314,-0.030783760680483278,0.07277945246099633,0.019164824907216247,0.020599383197422497,0.07810125717105813,-0.019016086337065346,0.07834546337857795,0.08767543590057231
WIF1,-0.03853918309170932,,-0.01621834778933164,-0.032081569730964814,,-0.048262692282490215,,,,,,,,,0.038983069064090006
NPPC,-0.028742494336084497,-0.004363529400147141,-0.03163684337180016,-0.02369311181249887,,0.05644115955858251,-0.04196793643599387,-0.011072806727803215,-0.032388777053809555,0.18950193442095237,0.0625788497073614,0.11813287759420152,0.08397936485279897,,-0.016982512514128613
LYZ,0.05411553450176591,0.01647218482625897,0.01759194252259571,0.0631753367670869,0.02664781488407171,-0.043670387384048714,0.04903323064715562,0.10342758366577456,0.0032085405006140877,0.08688105366545441,0.08902025633390641,0.0609344364615844,0.0650246703250191,-0.04120329223796878,-0.05102234565762826
EREG,,,,,-2.8140381902181172e-06,,,,,,0.051394978686970204,0.10644761517949428,,0.014843053111850244,0.08871459284991606
SPTAN1,0.02606807212071624,0.034976110250953006,-0.019466258035788785,0.038264256895455484,0.05237946273760473,-0.06597891407280071,-0.04203366150669059,0.1507072995086749,0.014676463954595024,0.05540356079023463,-0.055566601732768915,0.03230232808341989,-0.01382033372499674,0.0897247932480557,-0.040082951969113656
LIPC,-0.026221920586030945,0.026812770845780445,0.027112354340127393,,-0.035135169937198195,-0.03466902049192401,-0.022801589680692125,0.0585432964971061,0.016363041314147564,-0.010807371142846111,,,0.015314406239337362,0.05689132385715066,0.035491376514045825
COL8A1,0.08676867005348357,-0.010753067998637266,-0.01281436132306312,0.09250021801498569,-0.00017181435530492733,0.017880725597720252,0.07929908966280008,0.08638237239640457,0.011499326002252683,0.054162707860086416,0.012240378925688702,0.053462680313349845,0.1973086276692799,-0.04255451905673045,0.010921436821967969
GSTM2,0.027573896849412742,0.002513739516947484,0.0632722657103091,0.022933199984014264,0.025051104756766644,0.010691329931037025,-0.06758942045016811,-0.04959671649368604,0.011041331675425328,0.03961983559249492,0.04171297085835214,0.02652296722680582,0.009327300458049168,0.002431919763129653,-0.06854510398573681
IL4,,,,,,,,0.0010941314135260829,,,,,,,
SPX,7.644879322306652e-05,-0.02281703673980214,-0.06543043434982143,0.00048742749479386096,,-0.03419921376121174,-0.07725266517028108,,,0.06355191676844657,-0.030703581753457786,-0.020170888464695457,-0.15765800293128562,0.12169629333432841,-0.03023978894720778
MFGE8,0.07673496890744806,-0.03023676482471245,-0.02689466714257593,0.05208834107067856,0.05604571327930835,-0.015360337131325673,0.028882339607238586,0.08579860199834931,0.08729025282589178,0.03826885379017629,0.07820056843341129,0.012335386891427826,0.15273542600180634,0.08730921916982774,0.10229404643416082
TGFA,0.05303063490166367,0.06096357190028497,0.042819727482898695,-0.028573430441040434,0.02524329399097089,0.0028583077279915187,0.005805654635555424,0.012828972987940895,0.09068274795864242,0.03884368630009898,0.026692770982485677,-0.002265318652605612,-0.07395290776897262,0.06440203852829554,0.06177150699834476
SLIT2,0.11957738896191265,0.008607219555591279,0.015464949067165577,0.019651733944935662,-0.01024323782832265,-0.049642643268515266,0.019182350422756414,0.009837944401280992,0.038385646504950674,0.01169080511738517,0.03835560612710281,0.02306656354443428,0.03167669671211006,-0.008022838186854406,0.0334304525254227
PLTP,-0.016822263874443376,-0.00956580367277461,-0.048856754391573484,0.023229566631265103,0.09381917041377083,0.04852817936003825,0.0359429798210273,0.008924602378825522,0.006140809233135497,0.0921764831602625,0.054323933699918926,-0.050402096538249334,0.24554841390652532,0.09974140881223117,0.10529856074210897
APOD,0.028907270059623635,0.024837285543468982,-0.055461333420884475,-0.024475254253156636,0.08809314282660542,0.01865689675990678,-0.14998615078888516,0.05464720088583207,0.06939665922879429,-0.18144013129731995,0.10663365399739834,0.08393374531781216,-0.27813649673613855,-0.10352516648064182,-0.01859578778154812
B2M,0.12697188425703881,-0.05846504196102341,-0.047510679878076306,0.037364919256381975,0.06315369484656319,-0.009568254286036413,0.15579727289306908,0.09936073973068955,0.12369512625359377,-0.005039481349510421,0.11932788870173593,0.056048711193479775,0.23149209727642722,-0.030030009270317962,0.035981819172709234
OMG,-0.038011611192458224,0.01080071977894694,-0.022808930106705046,0.002662298682560371,-0.017795747459672686,-0.02604912527418048,0.01780394219105914,0.0025129631291410564,0.08189661960004399,-0.10774921725570308,0.06848852481163038,0.08385709321775195,-0.17804343248527338,0.16578140347179768,-0.09338054011069136
CXCL3,-0.025763278075031388,-0.03551043615047468,-0.010830426853355897,-0.01823819046074125,0.04954575328650918,0.06891191937760023,0.005839035926314427,0.03945354079778914,,,-0.035226275646095366,0.011831129291278327,-0.026801288501738085,0.039596387954160206,0.04475974758808185
CXCL10,-0.005603234975870566,-0.004796048506416923,-0.05592706057642694,0.043464550190463684,0.08769357807342,-0.011996852716934353,0.06923148367343572,-0.05237552388507569,-0.023122961615328733,0.05693062238187301,-0.004286742317410902,-0.021789950656614907,-0.05293100435513055,0.05066019835952609,0.042744409994018996
RSPO3,0.021767512669988817,0.036509907266332596,-0.013877919189887226,0.005800944601558022,,-0.016608913803741233,,,,,0.029264709553685115,0.07219097780196153,,0.025416907042494316,-0.07345394874449337
CORT,-0.013756401970239697,0.006844884272501559,-0.0015054449549966773,-0.04927095142414887,,-0.019214237993315616,,,,,0.04497941452988839,-0.017000110060879262,,,
NCAN,0.11869622865354115,-0.03319115634512188,0.08176015667227661,-0.028212170018156242,,0.06889836589567576,-0.08385795256078998,-0.012408402275205175,0.10937514934243003,-0.02874752247378993,0.11162314821217403,0.06103803062343928,0.1611585970615299,0.11340049940224997,-0.028722687509764724
PRG4,-0.019601513254730044,-0.010843585721389156,0.13258983493868307,,,-0.01941856579130624,,,,,-0.006905918820664905,0.024090913065891846,,0.1107006289074711,0.03327037761378358
ZG16B,0.019415117979036826,0.09603648312620974,-0.014358613710327449,,-0.007993248291863417,,,,,0.18286820091475672,,,,-0.026808206826250784,0.16075543932550246
TGM2,0.04656087722203123,-0.06102007955455596,-0.02554632646140854,0.04094075693790089,-0.029379311815645067,-0.038707068158865425,0.08817732138318451,0.059484241596231856,0.09011167452691858,0.005241991141518966,0.027348817728282567,0.0067316013119327715,0.10520841922512177,-0.0035244445759838386,0.05468750641617927
VEGFC,0.09758223309996135,-0.028311873101709628,-0.03866420420242016,0.03699072871904578,0.0031308972936360505,-0.019817420411406488,-0.045707652590723624,0.02319107831202201,0.051604933507945,0.1396376682671806,0.04256669706017033,0.04074822706179524,0.07030049916634423,0.02023169596477602,0.09442934394490043
WNT6,-0.012389295889515553,0.005503855070784034,-0.03195458267460795,,0.04216964154668502,0.059658555959438954,,0.027023986873382824,,-0.031698161787861834,-0.0257126353862221,-0.03159546438904495,,0.030653421993146565,0.035769738305508565
NRG4,-0.019017137699087198,0.011183507117238747,-0.027585221804102382,-0.0047137655604239164,,-0.023119332398070964,,,-0.015097023615194386,,,,-0.003167980048341081,0.005795084043108091,-0.0038940300459781993
PMCH,0.011004670967578449,0.04833479841227463,-0.021017033574455172,,,,,,,,-0.01712155988473266,0.011040727412116707,,0.03346476929697928,0.0455745315172104
COL9A1,0.08902162803809073,-0.009397175912955108,0.084175184313791,0.02811543013709032,,0.03740870374748958,0.023366829271612374,-0.050415677960156884,0.11868138051777133,-0.0426521861646989,0.05046543225923517,0.09327478198576286,0.10430124736515957,0.11919923342013009,0.1301627906563383
GDF11,0.031292606221167876,0.0028318888556440693,0.007740410348126965,-0.05786965997394033,-0.0022741505743883107,0.06688134332486886,0.08710854960745563,0.06070892758038795,0.11044425975636499,0.014676682242345564,-0.020549278033945125,0.04820579138565638,0.15518833352042677,0.11002391004787569,0.004304800162963559
RAET1E,,,,,,,,,,,,,,0.02878025929245847,
IL24,,,,,-0.019990189692258728,,,,,,0.1712343075430686,-0.01598649257550472,,,0.07174439072856537
SORBS1,0.04566407400071095,0.052561261708882825,0.036332901356423725,0.020903328556100543,-0.018131112926304524,-0.013185012939212733,-0.060870616121966814,-0.008204461379268006,0.02212600433819139,0.0627062869519674,-0.013978752965740788,-0.0279880103271101,-0.03578018806865039,0.08872230340809625,0.00029971833550101643
DLL1,0.0830036487852436,0.06334225972201259,0.020446078662217045,-0.013472674267183677,0.0484091019927114,0.09170603787153152,0.04947250380699961,0.08538827928097215,0.020705964700993798,-0.09887082480411599,0.03700492061785799,0.047277202085035976,0.051052679461710354,0.09303263736605946,0.16207573277019674
TLN1,0.0788887921573276,0.05034478296860323,0.027315348445566007,0.001802830565458053,0.03796907268025168,0.028041474416202514,0.08141291441700133,0.1923117792967779,0.014937230787408346,0.0614818827528221,0.0015003262445951575,0.012995457761842633,0.06469347054132346,-0.011661723352077338,0.09978091597406881
COL2A1,0.05137872994995641,,,,,-0.0161356634979431,,,,,0.04112481921845051,0.07613449412646207,,0.08815529565501894,0.02837436116254999
SHH,,0.046853452823473,0.026161064783924617,-0.0053639983873097225,,-0.015399759394606943,0.06320933003723839,0.00962602205794806,,,0.039995328954030414,0.1579353220693156,0.19661637076691482,0.07552859222094094,0.018744252298038576
PON2,0.08591711845018064,0.010564471947726924,0.029723287904943278,0.010276929041481418,0.012937441320528634,0.0659557542735258,0.12570755717149104,0.07067059846128436,0.03703799743879325,0.005907701876776591,0.06172294138025956,0.06185721346433424,0.12144895192677847,0.0831616475721304,0.05101837653657797
ICAM5,-0.03701275364923352,-0.022558992503505085,0.013613796147661146,-0.055239347737653544,0.021817036141505895,-0.03007489824927458,,,,,0.037022854271610166,-0.0431472344580863,,0.03411066748099988,0.009857601477694723
HPX,-0.0166793069805955,0.029302676689724066,-0.028177889490220327,-0.017048406453120907,0.004400485565549633,0.016506259559992846,-0.04498681821375059,0.09352592347257208,-0.040103049401036296,-0.028638024697130487,-0.03456459101908375,-0.007626112944382234,0.04317679918824053,0.1634444248626828,0.15382375100629567
SFRP2,0.012150623536371554,0.026623340058278044,0.012279215009606324,0.050538785062186314,0.11455286886266282,-0.030210386925603017,0.02938071808760626,0.03761741079629134,,0.03458477331796976,-0.0019215159876747713,-0.015347197613138068,-0.020268304517478408,0.002812958328613864,0.0511928969120093
CFC1,,,-0.0026611636024047986,,,,,,,,,,,,-0.00037977853135865943
CD70,-0.01434401674312262,-0.022614737825848233,-0.025495733430345897,,0.07969219088235126,,,,-0.016570202739148953,,0.017873899895964423,0.05210072376096554,,0.0991104952737291,0.02621450372083772
HP,-0.0026450990926753528,0.0057729902252850315,-0.02768088079938141,-0.014895874500626767,,0.005969244604474058,0.12969273594935904,0.03897580672553316,0.11638394003526138,0.012781826770844726,-0.007298096834797265,0.002387824176143962,0.0657010242783293,-0.06122461196349176,-0.03036285975111304
CXCL2,-0.041325560630730465,0.018201027258317654,0.007791885265388558,-0.011692219477880928,0.06599344269774783,-0.030479825089263862,-0.04306219822002354,-0.01863698479298894,-0.02728046698179986,,-0.022076268145243497,0.04185102548148892,0.043905690834856334,0.03427245226397942,0.08123261789286568
NPPB,-0.013011148283151417,-0.03444832287133561,0.05530779185126214,,,-0.019817421852784303,,,,,0.054087362877011075,0.006706362548096156,,-0.04151744062763831,
CCK,-0.06282153371725807,0.00463022411143639,-0.05782088780367083,0.0014467276624012852,,-0.030538537421391183,0.05685374005914154,,,0.18833340146452085,0.02843559481375633,0.04001863238636121,-0.002069897290177307,0.047891834228758756,-0.1760642033281532
SEMA6A,-0.02553487500960643,0.04622944303337411,0.022302119318521166,0.027296949835671293,0.009160950853466009,0.03882830445909559,0.019158473383322164,0.03630608275044279,0.057191605707014787,-0.009510636082424969,0.047379576725381,0.09046702148566074,0.023663850136037248,0.07512074091835653,0.10696074722763388
IRAK4,0.015802822491963672,0.028596157344406486,0.02990481108986262,-0.02956875617132673,-0.02506371831317738,0.04891607748375789,-0.03312440897069743,-0.0239735551221959,0.07871118253047536,0.10609141575628445,0.08480332240956807,0.004445423086299817,0.082563765708066,0.12644397756285683,0.017313095959857687
GSTP1,0.032383838559399906,-0.00920293383372631,-0.03282393646437014,0.03896389930485628,0.025650639564155905,0.11229994323928162,0.0821131398858394,0.03466778248378903,-0.02120966636289076,-0.10137910667141638,0.046019392456537835,0.039314987536076755,-0.03803630215138003,0.060596048327504565,0.14061467495881175
VCAM1,0.10729136586886906,0.036259359089211546,-0.03445830196499061,0.047394872043475166,0.004937892421588051,0.0014689218134101786,0.05470228725222223,-0.0013262570948064164,0.05224452926533794,0.02572304350001002,0.05973162165218182,0.06386799333870885,0.103053797556393,0.07087929035078244,0.03558200950427073
