,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.011117337584055873,,,,,,,-0.02056657417577846,
BMP1,-0.02505822328357453,-0.019203274929087452,0.014267271632268005,-0.002645334014217736,-0.0582957086680945,0.028776930214027153,0.04541381245685671,0.017326777189540846,0.11837293843146306,0.07250675687168515,-0.021325958910783167,0.04087399945174171,-0.013355420521695726,0.009244205696790636
NDP,-0.06139815352645368,-0.0517537410503373,0.014432492078710866,0.025423326004174365,-0.04843461253775055,0.042350750027002414,-0.014648380343477022,-0.02651466679534235,0.03709618391184779,-0.03427140630299641,0.06662109418676077,-0.05960616892122449,0.08970791677328095,0.013758442743348885
TNFSF18,-0.01898585920840642,-0.026228439481473787,0.0023372721038074687,,-0.013291556692322935,0.11776380042208325,-0.012224650176602805,,-0.011011041039072592,,,,0.003591318421821161,-0.0002839414084971888
RTN4,0.05584555835668807,-0.015318484053626655,-0.03905557888208353,0.05502378662448467,0.0756983822934764,-0.04967770597148915,-0.024961248935678533,-0.011855717854411332,-0.03148488919051907,0.01040762065753104,-0.06590261794117412,-0.03974347660032995,-0.02473174901529415,-0.11699434810071978
HEBP1,0.006658224110493451,-0.010748632259553694,-0.019298793624182076,0.029973350780514343,-0.05962796720346745,0.02391185123347094,-0.0034513596277624165,-0.02086528297044527,-0.06459142638021526,0.0534799125016394,0.019951139075426026,0.000725066764649693,-0.0009835756615612448,0.008836126959918925
WNT7B,0.021495147347448264,0.0008161408561724667,-0.025119146846374868,0.01035894701214369,-0.005034626666259752,-0.027653308881457818,0.0018462053105441807,-0.017755498835751563,,-0.02794151811025022,0.018076300187243412,-0.012358395054815093,0.004110209027231726,0.01830731873968364
PTMA,-0.019836030892822994,-0.042808818028388436,-0.0049308776574592365,0.01239190530293496,-0.05107791669857683,-0.07966654573991462,0.012969399418613182,0.020775006812762245,0.018413339049451166,-0.027841692442682347,0.027295335711713532,-0.016122379830703283,-0.07342856516517406,-0.04525389914321467
FASLG,,,,,,,,,,,,,-0.01783738276626449,
CEACAM1,,-0.016693682921291513,-0.01927743438964323,-0.03510353096208918,,0.08137060752010057,-0.0192264624000286,,-0.036052808883967426,-0.022034264615678794,-0.003387614818362368,-0.01747408437358998,0.008134449464708706,
PDAP1,0.027714615930438963,0.042905146114207204,-0.019709691943270862,-0.026979260264141627,-0.02353600092054536,0.0546270559510026,0.006587960059473351,0.005427153409529662,0.026882175454361612,0.004920696022141725,0.05974022771514902,-0.042369411286396756,0.014520190683406473,-0.010860899822226192
QDPR,0.00028251512617940894,-0.018947194245715872,0.03539479371423275,-0.007409653387532933,0.016943262370517242,-0.058110399563341554,0.012394886941407052,0.015080176897287904,-0.007282884509038296,0.012889403832493864,0.029116765175113763,-0.03292107750776481,0.047963574375169946,-0.04675060002535939
POMC,-0.019956063532913446,-0.02164785851886313,0.022769615953915474,0.005657076301437531,-0.03506580733389484,-0.015330401014516127,0.062439469112102505,0.04605666829335145,-0.07327308042166243,-0.043812223703141535,-0.02573830307157234,0.038430717556427144,-0.0048260770902338575,0.07592859677903517
CCL18,-0.02546159829606214,0.02897509830290477,,,,,,,,0.004324454740140007,0.04022941503546528,0.021528491064127103,,
CCL17,,,,-0.020346440720891725,,,-0.015246518836506878,-0.021976330195928397,,-0.01563224425643847,0.046026304848185665,,0.08634880683344726,
VEGFD,-0.028687779242670627,-0.00422415913239668,-0.0030161523627182107,0.031014111162549683,,0.04128109719720639,-0.01624387625199258,0.018620501079527077,-0.029624781892526254,,0.015114470891642669,,,
TNFSF13,,-0.01572060558037919,,-0.014034519442481515,-0.012890037216414952,,,,,0.013345581630224309,0.06624210279897878,-0.01962222559410563,0.08517322903813551,0.13841714726076698
WNT5A,-0.043012167941380505,-0.0017571137112171106,0.0009423324632251652,0.0026231163369700525,0.008927022033954032,0.05866994523497745,-0.031210585205954128,0.04247567940130485,0.12213306556651893,-0.027274828562505966,0.020562261695507074,-0.02585540670188124,0.023365165911549333,0.06105049813958883
CXCL8,0.018462929468058345,0.018680438436435402,-0.025853357349831508,-0.026232105672902486,-0.018335241903420844,-0.01729262081734519,0.005645028511548232,-0.015011555491566643,-0.05373454665035688,-0.05944105356681816,-0.028602374677364942,0.026960112588118156,0.01510851698887839,0.06411866605124304
GRN,-0.00430699732911528,0.008477954994628917,-0.023584683713790827,0.03614574699513758,-0.06790134533237847,0.06505571194466088,-0.043394125068554924,-0.0042311932111315734,0.04206970763246496,0.026064603699116423,-0.041959159416964514,0.03933153846988597,0.028754110458291963,-0.040934073098412134
MIA,-0.017854997561641595,-0.016322450163235896,0.015427449262989862,-0.0037146735997475467,-0.006413533413057,0.05478810014132176,-0.029967234452714285,-0.018332995943237014,-0.13072053073644702,0.05427876434158683,0.1520745630120258,0.06534100279747435,0.07230043000782417,0.11124289058707675
COL4A4,-0.02887925642662949,0.030413085006211475,-0.04129477371416291,0.03508015648574994,-0.012264300924214206,-0.01447416998235158,-0.015917837372350942,-0.020973336360545526,0.059062697864661055,0.06253208196890472,0.14341197674174416,0.008877289087072514,0.015604065963725896,0.010547600861735193
TAC1,-0.03616901721964948,0.008060657895437303,-0.01458772780080271,0.06606378911411266,0.059300869620714396,-0.06068805028783223,-0.009756254854697138,0.089662079737036,,,,-0.030147773605151015,-0.02125393314344373,-0.08612059225318593
RARRES2,0.09720108108756868,0.030345431673574876,-0.024165008723395102,-0.061084739213936076,-0.02026437067183363,0.07995670478556405,0.06741160886943294,0.002811241031105536,-0.026127700265304907,-0.015801605510587156,0.02218078106804247,-0.06938931213319828,0.03609652979400294,0.036090568212918436
FGF7,-0.033950950694179305,,0.02114233902846559,0.03579640382233469,-0.02442424738162531,-0.0022012106930714677,-0.036286745456385154,-0.05473004442169467,-0.004171013299878801,0.006778720389287328,-0.012595485497880915,0.03370587346869473,0.05330692148578558,0.009422011615283669
EFNA2,,,,,,,,,,,-0.020843817969348675,,,
HBEGF,-0.01647912348262504,-0.04909602964449964,-0.01314850835929163,-0.0035529551031792984,-0.05034158904787695,-0.00821265847780641,-0.00031909713538775993,0.001665398925300692,-0.05117351906731086,0.006470880635161175,-0.010710515734263472,-0.031159046084329914,0.006605014751601141,0.0410889352930114
CSF3,-0.028879233562835914,,,-0.02425118327133715,,0.00962487707481197,,,,-0.028732713774404346,-0.04432515980483898,-0.02505148688615426,0.08047647490414557,0.006023369698406388
PI3,0.0006446030516261697,-0.021916288546872952,,-0.027134424912490962,,0.026817515175540107,,,,-0.01439082226196803,-0.062157240884354766,0.06110999046505166,-0.036983089718744463,0.0034912912418136664
PCSK1N,-0.02601193053984904,-0.00105741056611139,0.005476674217319357,0.027946931280472955,-0.022251753273704045,0.016775645032551443,0.035879853785662774,-0.05315426254312597,-0.019093315446695302,0.0008303853323529225,-0.027697375530797368,0.02947653867661641,0.0481791460673727,-0.07979090278375074
NTS,,,,,-0.01497192487900107,0.0011032998704322433,-0.018184278867855445,0.04051875149757276,,-0.03646839859361506,-0.02539423680138785,0.01587470376741849,0.0942942571852691,
