,UKF243,UKF259,ZH916bulk
BMP1,-0.021276011148534973,-0.027659099298829728,0.007447146466382973
NDP,-0.003126838749056221,-0.02266873514433413,-0.06396027887743962
TNFSF18,-0.0198725784828242,,-0.007097390363587052
RTN4,0.04990287325231515,-0.01837622412925188,-0.005567602472890737
HEBP1,0.10617429386108075,-0.012441889433508489,0.0271074930253343
WNT7B,0.05070010023821165,-0.028604351841471937,0.061479095627982136
PTMA,0.060218933537699436,0.01078053526012437,0.06735337163373191
CEACAM1,,0.002129329967480703,
PDAP1,-0.020685923351007975,0.03528944488315507,0.0005870273325335108
QDPR,-0.014462693865738036,0.027046935975230453,-0.09342937468644162
POMC,0.026075928352838645,-0.011681785404563052,-0.023834331036453965
CCL18,0.0623161129649891,,
CCL17,,-0.0042319510305070225,
VEGFD,-0.030027618884136787,0.03316656439816541,
TNFSF13,,-0.013205444505269568,0.04047063050338352
WNT5A,-0.0173576055627432,0.04977979720247431,0.07883904082704847
CXCL8,0.0178304885931977,0.04582333000734718,0.12821541563673314
GRN,0.03158961081930753,-0.031236186502119487,-0.010517286798986837
MIA,-0.05673527094433367,-0.0011113084900498157,0.04382453149801433
COL4A4,-0.030228038855870696,0.1058461884238216,0.035657936089211716
TAC1,0.023320525374401713,0.00918616720478607,-0.01870496150982607
RARRES2,-0.047023528930932965,0.030954501228846867,0.006207849329735952
FGF7,0.0013191610633615342,0.0008033677411703165,-0.020282608322987093
HBEGF,0.015512932371153802,0.027528608985132808,0.05458327795236384
CSF3,-0.030228014924242035,0.07740217605109637,0.08055430333447906
PI3,0.030054460127890727,-0.009122255968279838,0.0862408121517792
PCSK1N,-0.05138664243782112,-0.02450119957196094,-0.036394364172555795
SFRP1,0.007123746476476011,-0.016704312296666184,0.031078382397782208
CXCL13,,,-0.027333646060982906
MICA,0.06553354650980012,0.02504598497148469,-0.03574913119611257
TG,0.025751545482216316,-0.018026599503185633,0.16560083247391397
ADA,-0.03563486479751275,0.04257452293165017,0.04385442364992777
LAMC3,-0.06290158578546405,-0.04140959435439929,-0.027999535417229177
CCL7,,-0.013033202639176898,0.019621069528537375
NGF,-0.017415218674475874,-0.009505135652093296,0.014454346941683687
TNFSF15,-0.021544798978939003,0.12202337548908693,0.046796912943021345
HMGB1,-0.006792775562169089,-0.01667374398478542,-0.038922298708395725
ITGB3BP,-0.05999798209518882,-0.05330773719665162,0.06403508341171953
AANAT,-0.031214025785975024,0.029879243953066403,-0.020575950190481813
RELN,0.008194002998065358,-0.02292169681371716,-0.02521773262908944
IL15,-0.030625559854859635,0.030832948114866896,0.07228491217992672
BSG,0.0005523714838003252,0.00482835726614597,0.026198648962149886
ADAMTS3,-0.033346285065354433,-0.033977180484903155,-0.032800728134306414
CD34,0.01594755269070893,0.015756068631710845,-0.11190325215831289
PLAT,-0.014847806892520299,0.028569672351435992,-0.017666493367609157
LTA,,-0.0167043115152122,
CKLF,-0.0725611167248716,0.053440294949279314,-0.0384759564785335
CD24,0.001273756251276992,-0.025615536681304438,0.0798526105855004
HSP90AA1,-0.043506639069956866,0.07723989041232707,0.031098788741142032
BMP4,-0.00455172090581116,0.03618845024557056,-0.05706169310174756
SCGB3A1,,,-0.028445621503511986
IGFBP4,-0.025938071356884435,-0.0414477341450306,-0.06496504200986511
RSPO4,-0.02127447508483308,-0.025568875376128643,-0.025945458158233636
LEFTY2,-0.03563488338471457,-0.029503125779231656,-0.01731810625956328
PF4,,-0.011371212533279277,-0.02032454549102391
ANGPTL2,-0.045576757727235406,-0.050963615613214275,0.03652895645556888
LRIG2,0.05360049892158313,0.0182822145492334,0.01812285525410482
ICOSLG,-0.0592887129529745,0.04624709831618189,0.03765331807368799
WIF1,0.054590224125702844,,0.050779874838845156
NPPC,-0.04341811066466675,-0.017639554853192473,-0.016590641419171288
LYZ,0.009086780287846865,-0.0008580757074713067,0.03152938466394326
EREG,,,-0.023399572656984845
SPTAN1,-0.024928288505190053,0.014412889651160011,-0.09438985904285173
LIPC,-0.000517753212198403,0.007788202356009652,0.06867504736141189
COL8A1,-0.05693651650437489,0.00021293073451201808,-0.05641173981696075
GSTM2,-0.006681619821983728,-0.05012714217148025,-0.04871965050233189
SPX,0.006257963992238393,-0.014513136806433626,0.01234159002590562
MFGE8,-0.05708391448178412,-0.046994510817082585,-0.020628564728906312
TGFA,-0.039434245767350884,0.03466385787799256,-0.010211497724042336
SLIT2,-0.013593579897984508,0.030237532777015467,0.012381579341914622
PLTP,-0.04027748305057882,-0.025724946988229056,-0.021010727225146457
APOD,-0.0021005635370731513,0.008850185630943867,-0.09316199141443753
B2M,0.021622860101323572,0.0013539664249298824,0.05755241418038534
OMG,0.0010731062051042022,-0.022313901631729777,-0.04989341789885376
