,UKF251,UKF259,UKF269,UKF304,ZH1019inf
DCN,-0.020709289790658954,0.06201217555578419,0.11046211952526984,-0.006348058248849968,-0.0329851996839217
RARRES2,0.01579884523550317,0.018338090094485462,0.0020070935101737116,0.03697513843275442,0.002227031313480069
SEMA4A,0.03822915689428493,0.026795243033719673,0.011548956246210702,-0.04983277425931335,0.11773786604723675
GDF11,0.026767755680757222,-0.03018869448869693,0.061770287213783116,0.08258602032204869,0.03268997275918012
GPC3,-0.024555638180712682,-0.01542016878004867,0.05583158080483225,-0.02752745469547401,-0.00603426244414495
OSTN,,-0.01996382441064277,0.08338433130006669,,
GRN,-0.04098303826460844,0.008176465694619947,0.07925566843192183,0.08592872203469552,0.08207065857514391
CALM1,0.07792654357476714,0.0349796910345012,-0.02736734817028768,-0.16484597351485367,0.07110230140653262
ANGPTL4,0.04842224189620001,-0.020166538548251275,-0.013179167738066235,0.0677232175450636,-0.030378990368204302
BMP8B,0.012817735656356867,0.023166951575023048,0.005166109896054186,0.15897248695764704,0.06059090574490331
TNFSF4,0.027765894683809487,0.027726497717899437,0.07280123865711624,0.07936700342391148,-0.05520364585363606
RBP4,-0.009735335798048196,-0.019659016909838813,0.001308822839891156,-0.04603344054797662,0.05741869023937392
DKK3,-0.030172579313771413,0.02428407261990141,-0.013856680091069088,-0.1459581652437361,0.054804753799549036
COL11A1,0.1025448642582003,-0.02445974589436599,0.03171605467941177,0.06407908082078066,-0.014812279749146628
COL5A1,0.035192320173535824,-0.05048006049231723,0.12998212265378584,0.06900829337872545,0.04869710574535203
KISS1,-0.039656070357196586,-0.01551498489978196,,,
MEGF10,0.022982051449793744,0.01309560397763275,-0.012310153118913397,0.041986454369491076,-0.02002483862502012
CEACAM1,-0.01714421536171256,-0.026274341079143768,-0.026957205293564428,,0.1038954031559141
EFEMP2,-0.014796370053466052,-0.002063584221422141,0.05604419794172239,0.11470808877327353,0.0024902440040827896
IGF1,0.010621539123773173,-0.03463446501043967,0.0876617066213046,0.07754209728562747,-0.05128916512823087
COL6A3,-0.010551114030724642,-0.05899867581437785,0.01922805303665767,0.060539583518006444,0.0038876061418136295
RLN2,-0.016497255675845472,-0.012617801608967331,-0.01719613375288744,-0.03373607557208157,
WIF1,,,-0.009881694342588069,-0.021982177213862385,
