,UKF248,UKF255,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.0426112965677064,0.06878287928189511,-0.0005119498111686057,-0.029099562511644014,-0.030613225704046943,-0.0716985160263906,-0.07545439653158947,-0.009440559359597046,-0.01902834704980613,-0.027409862031652132,-0.05414157789422502
NDP,0.036779576167532094,0.16884204554377508,0.036116736671140626,-0.008361211702091665,0.015263800244429722,-0.06394791210012181,-0.0017798962870258313,0.017451826498617932,0.15674948108428274,0.03808857678943018,-0.04954324745312182
TNFSF18,-0.004690971058752681,,0.12470284341183878,-0.012622089446573373,,,,,,,-0.025511929517729785
IL36G,,,,,,,-0.013950284900637537,,,,
RTN4,-0.019950825854900975,0.0854276920123293,-0.10607289771152201,-0.005695699347516004,0.04144301771922855,0.1123013678283379,0.060349385051880415,-0.006077202698879818,-0.06767165313666215,0.08202128507924712,0.07012048362864458
HEBP1,-0.01661446750393271,0.057158433272480456,0.03836177098143309,0.01763223785158402,0.02170579350381162,-0.10592125376400731,-0.01990112344738472,0.09082762526138148,0.1544195037361988,0.09022631506929492,0.0021818825529013276
WNT7B,-0.059852046214563186,0.03426923169048196,-0.008179368439473143,-0.019796952292302383,-0.0129133967479235,,0.02855073622386026,0.03799813925587644,0.03203508236127155,0.07959559804937243,-0.039637994570411596
PTMA,0.03831136981430792,0.04104269300579107,0.09600562132316758,0.027135350255327807,0.012731378301634164,-0.14440177460953565,-0.07854396178682115,-0.042164968972775906,-0.014201210066383555,0.016591546327043596,0.035680863605556536
CEACAM1,-0.02810175224821137,,,0.03803044713453733,,,,0.053376536871624455,0.03876507636543783,0.04557000067323049,
PDAP1,0.023233628606783095,-0.01399265547539427,-0.0003608925036319412,0.02164281824605044,0.014187486865731234,-0.05339992097583308,-0.056376743994025556,-0.05418396689713168,-0.02265288988982876,-0.003845629378955655,0.06266814454403996
QDPR,-0.03149284686470153,0.05893336924212539,0.003085948300115474,0.030321917101329067,-0.025656432372222232,-0.13293104972106434,0.07079164597605676,0.030168106413148772,0.1409476986245424,0.0319081225976413,0.017249285862014314
POMC,-0.018060467819011994,,-0.024820380450752574,-0.014645674462481979,-0.02641710450467814,0.0020403190790076165,0.10495102593713593,0.0834919547813113,0.08440680264500713,0.05894854688696906,0.010523388812869898
CCL18,-0.024471173460183234,,,,,-0.051606194506589556,,0.009770747924031858,0.04617257619731481,-0.03847671261919831,
CCL17,,,,0.019844071868402858,-0.015983165187788,,-0.012743981305186437,-0.0005378478098468823,-0.047844599543005774,,
VEGFD,0.044887086806905827,,,-0.01677198578689285,-0.01172384495646064,-0.02645225093736756,-0.013658119488392939,,0.0982129391140836,,
TNFSF13,0.062336231323865496,,0.009198939108528236,,,,,0.06949445636326824,0.08977182050129363,0.05910107945297319,0.02369207024480578
WNT5A,-0.0271723157236873,0.04870597173133445,0.08409759441803674,0.017166758854672063,0.011195882369776061,0.07556652170640614,-0.029411372402774884,0.10267327840517255,-0.005089945493183835,0.0659245676469674,0.06489617883464815
