,UKF243,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.020779283543680062,,,,,,,,,-0.015352607309882709,,-0.01933001122496462,
BMP1,-0.02792782808684542,-0.02774262362558504,-0.024741335420680726,-0.0005226658724548621,0.06367258979841854,-0.03311638918122989,-0.023754824229536935,0.049157793777323065,0.10345117745305775,-0.11755339705365059,0.05992770873829682,-0.05024965723037081,-0.0504328732933237,-0.0030798858853961155,-0.005265814573528366,0.04533655235907954,0.047609384782605325
NDP,0.12212016331204856,0.07632547014002014,-0.0028725536129239194,-0.05937175236715825,0.061097819260646176,-0.0210963615365242,-0.03457888910114453,-0.03655206054683499,0.006438373190163269,0.010215542309615735,0.036889974568984296,0.08031269912416229,0.06227814906451176,-0.01053458581781286,-0.01072822805019503,-0.029540572371626096,0.02012393742957905
TNFSF18,-0.006432902073041747,0.063991575756364,,,0.09045173989259196,-0.010647509681371023,,,,-0.00422991381236112,,,,-0.015832872929249155,,-0.006914427484517162,0.09478096531522562
IL36G,,,,,,,,,-0.02932143654046426,,,,,,,,
RTN4,-0.04963881782353799,0.052924095707814645,0.003351474411292395,-0.01975501741470055,-0.09614711625404215,0.003825367691986359,0.037666517050311835,-0.010036473942217525,-0.027938652776816984,0.01849617709121597,0.025817276156243237,-0.010232731764239993,-0.06817270102175321,0.060442613427032894,0.07666049170341838,0.024070161010344687,-0.1130140022121612
HEBP1,-0.029497911216157746,0.04333456090200597,0.03148541413266221,0.02588894675239405,0.030442726688182754,-0.023291307759733412,0.005124111775958805,-0.017539862493415947,0.014480906747430662,-0.05250815841575824,-0.040850986022405465,0.0028347606818941527,0.06097229800905729,0.012220952659631247,0.05435932549163245,0.022871557733878136,0.04562711120409253
WNT7B,0.00013699495393511892,-0.01843458218775017,-0.026801700482430107,-0.000481751052069885,-0.032308637269963594,-0.010870922906828078,0.02335702603249481,,-0.032227637801352065,,-0.03318918764968069,0.2846708750054358,-0.00562526057538678,-0.0331078181411519,-0.029754371012715903,0.06530273801169398,0.02711921325991967
PTMA,-0.026528298217360576,-0.04132664853092294,-0.02567823465760212,0.03637516039690742,0.0028201634882930805,0.0057456815538430355,-0.026530748817258375,0.006531199330156314,0.08147934345057359,0.012010686580664136,-0.006018728871275573,0.013698250473516685,-0.012692639742686807,0.07064770184849102,0.007662762221488531,-0.024871820653536984,-0.04536149722269893
FASLG,,,,,,,,,,,,,,,,0.04868599107496957,
CEACAM1,,0.0320336193743537,,-0.03181475147254758,0.023019613880184007,-0.016745996129576765,,,,-0.05063313309010772,-0.00496493777883018,-0.01876378603025162,-0.020776407136278388,-0.022750185425024293,-0.026184940581628978,0.04041615875585971,
PDAP1,0.07502105862289286,-0.0019560726490304684,0.0012502908304770385,-0.053793223784591365,0.0627140465944363,-0.007642910589394777,0.028013511692110228,0.005848462266345059,0.03693573092793012,0.0722785727275445,0.006515282784618247,-0.03610667963289585,-0.014713722879718914,-0.004694618795025994,0.007836656336631125,-0.013262324277183914,0.006482353055216477
QDPR,-0.041618894047209254,0.05864410711485199,0.00699081532214406,-0.00583812936769257,-0.010213617193970154,-0.01167759206688641,0.04451129931111809,0.01678857929519443,-0.0498302109551049,0.1005365898983648,-0.00816459197451693,0.056618104826735904,0.03924305852875779,-0.016690139761016264,0.07199168554976093,0.04722256194955373,-0.0414469357365121
POMC,-0.021165271400061986,-0.025137731435868824,,-0.011111819443706752,0.015348655730966944,-0.012354528249030876,0.001846240391893711,-0.048216094836586974,0.03369679799048093,0.017361131644505607,-0.005122389249784197,-0.0010830846448394577,0.011376789934710946,7.633964369551634e-05,-0.024468585335411883,0.10860383984826846,0.06520047685502668
CCL18,0.0001974430698516061,,,,,,,0.019782743613195108,,,-0.021103587293577173,-0.03433749826761248,0.10831110011312518,,-0.04546716135102226,,
CCL17,,,,-0.02302245778169517,,-0.013279517579130084,0.02363387553093578,,-0.026785964715015244,,,-0.013311997995691004,-0.02999204803229619,-0.020241525894425863,,-0.02570771529417887,
VEGFD,0.029580718091046322,-0.020263359473137003,,0.018590611601500027,-0.008456243485531785,-0.014148202783512946,-0.017771443849633323,-0.026452250311675588,-0.02870734803578741,-0.05457267513442395,,,0.09764936947613792,0.07180754578510487,,,
TNFSF13,,,,-0.015880376119993423,,,,,,,,0.045092910924552254,0.01927665440170811,0.026397584988281705,-0.015935170069076653,-0.04188857633605448,0.00015088649049737325
WNT5A,0.050037004825390204,-0.030319438203943515,-0.03395524239977018,-0.004282488603383018,0.07279546941697929,0.0336982052709337,0.017180143490532564,0.06716925273807864,0.050043041100912164,-0.003421053017306114,-0.07222867447217862,0.010506349100030973,-0.027174390034471526,0.02994554707287122,0.03240759494558717,0.08426946012175969,0.0068231279212017425
CXCL8,-0.10747566328468816,-0.018973408763025924,-0.014125873931604431,0.0464937865480179,0.023266296492566473,0.043261906711536124,-0.016549541240846687,0.030234084756490413,-0.0016676689217698458,-0.07547514357014828,-0.037156188047358735,-0.06812728352912667,-0.023724187523114088,0.029334202955382714,-0.03134699130871464,0.01604432985849496,0.011515936479916045
GRN,-0.00022752797920010017,-0.06563035779540016,-0.016697284352241836,0.011752010403382715,0.1280690566069339,0.026977812227828916,0.005421412340393964,-0.014423408782703914,0.030291506638986408,-0.016452601910068573,0.09108539488429318,-0.025526635843453698,-0.04407477284827792,-0.042974471634057335,0.020454609477367776,-0.0427727254089398,0.024041480602296314
MIA,-0.03964203818819225,-0.01802081484146695,0.010953067637862099,-0.022021130527025038,-0.008945723976908935,0.016009891678752684,0.007924279228015738,,0.05811460895498482,0.061146770309373925,-0.01593059344203721,0.016706364445888567,0.1205158532267773,-0.06922355676537781,0.01217421605499672,0.08546512867826267,0.09750094273029652
COL4A4,-0.03508756857813826,0.023747687569497477,-0.040411416868035455,-0.026490779254723873,-0.01923100506782464,-0.013864227203243833,-0.02484914593279346,,0.005973303861548227,0.06768915492713182,-0.026681528223971403,0.044561714120708175,-0.0332662764016108,0.12096489390821052,0.07065875862416926,0.02734213756750722,0.0804596987063046
TAC1,-0.0714827744487584,0.02009776336656108,-0.0013045171943452903,0.0065319773868768825,-0.09694904672202777,-0.07153109453115689,-0.002228991007191041,0.07542219917900041,-0.026421103449713736,,,,,,-0.045176482134445556,0.027608192014452356,-0.04821147944041209
RARRES2,-0.01264535023569925,0.008508138115370347,-0.047539348947018056,-0.008146385811634325,0.08243134200592757,0.04875141269584319,0.03556433170625208,0.019789272068891434,0.05919114124764525,0.003596818439111132,-0.054232529143089854,-0.055319922117673975,0.002123959685877783,-0.03719902032732054,-0.006888809028233585,-0.004849419019593071,-0.003825900060757491
FGF7,0.03993263912282796,0.0652401869175722,0.05356763464568028,0.006691231285599758,0.09685943910726533,-0.011610218655993584,-0.007108715829966682,-0.02340414878451219,0.017051335503420785,0.05207853307411614,-0.025230536638937602,-0.03609322418061876,-0.03521170287418701,0.07001119832051217,-0.027152696129492157,0.07345689282225945,0.08620097729818721
EFNA2,,,,,,,,,,,,,-0.019746584561934354,,,,
HBEGF,0.005211099279575688,0.03284191299676113,0.03307320611354278,-0.025187592094737962,-0.009434837503884004,-0.022249256198867695,0.01895299602966337,0.009767271545358414,-0.006442648506717726,0.060439123766475554,0.013110352538671172,-0.024271478582888976,0.004348169089745703,-0.02314618345581994,-0.049354961120847744,-0.015270234767776319,0.05536631764209586
CSF3,-0.00394568754221224,,-0.008875519576237034,0.0363323845948771,0.1128306133504087,,,,,,,-0.007423818500977399,-0.07473261798725866,,-0.018035040079024428,-0.027066258321597824,-0.03767558543874701
PI3,0.07529388453656947,,-0.022872536005310244,0.029339046490392307,-0.022909901934017103,,,,,,,-0.02341249983867593,-0.061747402760951364,-0.017198477565604903,-0.031841235977592384,0.04883693731490517,0.008292124329792152
