,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.021409198626397084,,,,,,,,,,-0.003691220091756903,
BMP1,0.06605359837579818,0.05248154618308228,0.07274631595800565,-0.025212627746557453,0.08104414073470004,-0.03370512358250295,-0.07648393307455724,0.11709681604121118,0.22316141751031232,-0.01716727671752726,0.05208225518867211,0.1027180796668661,0.035372638123070524,0.040420000113780385,0.044836864578619545,-0.008179294352362853,0.07032808564194756,0.01961831184268033,0.03746960616165492,0.06620895342220995
NDP,-0.024666048245629218,0.08558757811076802,0.028730480355452677,0.02886433073956505,-0.0063504623624483225,0.008356230567754384,0.018305529132636944,0.01857884470837784,-0.007344545649997458,-0.06739478087864337,0.09416948486047762,-0.003186226734357577,-0.0030729112529714457,-0.04875180543476981,0.032436712952876215,0.07110043744577875,0.12450911776456278,0.041770223865150745,0.053686681687203364,0.046106665516451435
TNFSF18,-0.02115380653898456,-0.025285696202193883,0.07227335032670648,-0.02750263264257079,,,,-0.020842227310806746,0.035733317106917,0.047767900191526984,,,-0.01812765114331659,,-0.0491729537426887,,,,-0.019450659579202063,-0.021125851695680757
IL36G,,,,,,,,,,,,0.029172227043967453,,,,,,,,
RTN4,-0.045205175441871276,-0.12915662579984347,0.015794697627121844,0.0039884260456230815,-0.017968884020088838,-0.004521092955345088,-0.013059851388910759,-0.11639232485947716,-0.27873967678654366,0.046772070097118215,-0.003516241425671061,-0.05190277483004862,-0.029536059997787665,-0.011972568882710978,-0.07429117747867238,-0.026761679997519994,-0.010809504977751743,0.058243520169232316,0.011460758077525137,-0.09485066434434478
HEBP1,-0.01514865875029413,-0.030996289061265635,0.0035605690870166525,0.0023690455767573317,0.044648749316991504,0.047609152849749974,0.027660474983132968,0.03675285963694549,0.09243536768349464,0.03789728504465487,0.04801839924449814,0.054415868003081076,0.016135486960527183,0.15195649694023458,-0.0930421973818538,-0.018924155496275828,0.06688744009499234,0.04435240333292959,0.023443432987523657,-0.0007785315265186298
WNT7B,-0.018635841005200295,-0.02542504579626187,0.021473571985364613,-0.008751788628205043,0.004055509087521339,-0.03052557442020452,0.028550588898961865,0.018446304617750212,-0.11321124152180116,0.03062982634882839,-0.0627324457222932,-0.026301660782277966,-0.04129753715585592,0.11887323571636656,,0.023683502185351833,-0.045174539888334864,-0.03144150870569032,0.03773719206507406,0.0026053710679012684
PTMA,-0.00014889950610564792,-0.09715377946505047,0.030407772254557472,0.08269896008816123,0.17556823014930928,0.03362787832996271,0.013694368455116115,0.1694313764110439,-0.08164968415091742,0.019394620244635875,0.13873482730883713,0.06132492563058458,0.006780868038064306,-0.017416274179643254,-0.02875776432115847,-0.08574093015687231,-0.06411339867851762,0.04117572559789666,-0.052359685560604725,0.009704183883745554
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,,,,0.08287088985207795,
CEACAM1,-0.025876035645858858,,-0.03996676528914999,-0.029030996486165257,,0.06780882792567249,-0.015610032169041796,,0.12399604978090945,0.014932480723606372,,,,-0.040888448638026,0.01622973974701316,-0.027509529089746666,-0.025676708491892773,-0.020868186603850883,0.021952459041495162,
PDAP1,0.024612785599208667,0.013901669959560194,-0.016932629838611723,-0.005041529312521416,0.08686604055235209,-0.05026064913286345,-0.03845578537620046,0.07870768449201021,0.20443348610730386,0.011090339055851918,0.08731772593123674,0.025284371791663564,0.05302301526023785,0.03375492279825218,-0.05173557673102706,0.025792237753657903,0.02522329879346145,0.057032468834752506,0.03687619078174896,0.029375044489940653
QDPR,-0.03598780387041432,-0.03177466741253507,0.00432846494360801,-0.012680343674976972,0.06087092069993573,0.015453315312633055,-0.008624895799245361,-0.07838105695141366,-0.2245616762331454,-0.0390024317059359,0.07686047520782377,0.03426157913632472,-0.0896366646481765,0.02236839489507037,-0.05314547271277104,0.04626825086153071,0.07483857167063707,-0.09136403392890145,0.039748273229352205,-0.07553424708273648
POMC,-0.04150251715621114,-0.0358155213475356,0.08622057760969802,0.002092839647398733,,-0.04130912217520326,-0.01967928511445708,-0.034402971985747,0.0006721035049700434,-0.020072233342194597,0.01813240583770207,0.020298556701934437,-0.004059950625145192,0.0009451749144859222,-0.05677114846665236,-0.0023053800887345263,0.17673839337571035,-0.03413761192138797,0.026847688159716047,-0.0426684714935807
CCL18,,-0.03391019770395544,-0.034623954589065246,,,,,,,,0.048483263624760686,,,-0.06415546658027217,,0.06434206399908986,0.051066737927916266,0.03022291524325818,,
CCL17,,,,,,-0.025711162960592598,,,,-0.021575050875858662,,0.0633220669948559,,,,-0.019516679390539835,0.04538800327415915,,-0.0073115526057209775,
