,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04364105373380072,,,,,,,,,,0.04946148782844905,,0.028746757657132697,,
BMP1,-0.05314947026461471,0.0596090789772009,0.08141755389131342,0.02315324157982522,-0.018412702425262606,0.038361788990030565,-0.045893646129886,-0.010739921508870532,-0.06768450593683119,0.0037584296896178222,0.12603270148600187,0.12461577742422394,0.051770981574875044,-0.015990391906812805,0.06303210568849738,-0.04921533914104876,0.024121605096923175,-0.048866341193188625,0.07319576913071756,0.06355970262418319,0.04204584155328528,-0.018774237122682683
NDP,0.047138539307644244,0.02725418759832341,-0.05206259439158672,-0.01065009324960648,-0.05352809204441343,-0.02282464380566357,-0.038905700744148036,-0.012965206712646875,-0.006937397808154438,0.07244964727093611,0.07167783443941002,-0.041444831810557185,0.04850492233330713,0.036126839447038796,0.047396284211116066,0.050060512214968655,0.030917197917612223,-0.06668283834805096,0.032359729230574695,0.007868550399845973,-0.05262816475135325,0.005901531845985148
TNFSF18,-0.02115380653898456,-0.02285279846842505,-0.04086888088247009,-0.0035680026909584188,,,-0.015383947163551482,-0.0406830087193619,-0.023229316944797112,,,,,-0.06090590610156904,,,,-0.027343673222726423,,0.012457084169858497,0.07772495190702292,
IL36G,,,,,,,,,,,,,-0.00580229609874951,,,,,,,,,
RTN4,0.04390959704935162,-0.08742190865943858,0.024254150137521267,0.013758923901139477,0.012286863893211472,-0.07195061043390329,0.018790712519386982,-0.012308242640382255,0.03074475948950928,0.002305707561135783,0.023964085161956663,-0.01661782260214763,-0.07025900099396365,0.00790325517827924,-0.04208946172567648,-0.02006977346150916,-0.022564660966575053,-0.003039062918469154,0.025726824512283513,0.02230049157028512,0.0746637853860256,-0.029025324606923208
HEBP1,-0.03905120426843993,0.07108312458262782,0.0323404564782167,-0.005850450372958167,-0.03475847188505229,-0.01824461508597921,0.0024619878419642974,-0.005028269374432107,-0.013639845782061942,-0.019150471123196535,0.046356921490511634,0.017398035149250365,0.0724843511252365,-0.01849081468503664,0.0356116161251261,0.05291867174248636,0.03853966083488152,-0.01651108076309605,-0.0401832913268052,0.04759270491612686,0.03762914155008057,-0.010604310936920462
WNT7B,0.006652201139636224,-0.05333868566084782,-0.004405850984026577,-0.02329013817123897,-0.0003126320798166176,-0.02562304870272923,0.0015914061457888923,0.004769977294137036,0.050035720816575195,-0.013470642597856542,,0.03862805865107551,-0.02360757119505689,,0.014815481858399602,0.006388087365747733,0.11674301048222918,-0.057177832754326495,0.04038149158350534,0.024211556673512255,0.010974151470345679,-0.0438123317021629
PTMA,0.008041574638256686,-0.014226265534047221,-0.02511547722957031,0.04566839041311184,-0.007727652810051933,-0.02255142852405943,0.021863400179957995,0.015030818126252546,-0.012043003041886446,0.015650524160552296,0.10615349884054665,0.123759214430875,0.03719145342910219,-0.03048935628349835,-0.08951562780814402,-0.014121213121890382,-0.06998971698607964,0.04073928026180298,0.06973509625207609,-0.025781919971128022,-0.0786278501653498,-0.03624655932545046
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,,,,,-0.020722323951395803,,
CEACAM1,-0.025876035645858858,,0.06835010492878718,-0.012320691699870693,0.005357699802216343,-0.03388553394134165,,-0.023282975032055408,0.028046550227748802,,,,,-0.07424756974365662,-0.0417872721211714,-0.0187637893835166,-0.011807072893184221,-0.03929000370293495,-0.015698625751310438,0.029388543512844964,,
PDAP1,-0.02936459273431561,-0.00028422099470763935,-0.013607734957428426,-0.045693083141192505,-0.009594493610914575,-0.017457995187927212,-0.014729206893848398,-0.02062205990951326,-0.014664946706763906,0.020526178669631273,0.02939922057170029,0.06463219215626469,0.017961508057131866,0.00484912230667185,0.036033767856452674,-0.015470468092723897,-0.021443260083937744,-0.08955174271157267,0.02816851148923322,0.008755574317329602,-0.0426287946209718,0.059829976784795166
QDPR,0.05630049433649888,0.02433473880836771,-0.031420912366998684,-0.005243172292265923,0.028367334042157428,-0.014463084619991842,-0.012498034364654567,0.003172561266351525,0.0028836061323932035,0.0009526888392585599,0.11905477943871398,0.10132868413482657,-0.02353573799643926,-0.06172446038027971,-0.0734371804015802,0.07196061711427389,0.06318925460870803,0.012174789041738637,-0.013364351506532559,0.04974976616834493,0.0031700048359459498,0.0561620471393955
POMC,0.07722714152868855,0.02630043393090868,-0.009454886311308986,0.02082237669437767,0.058067832852601205,0.03781948579548676,0.04778542185871295,-0.008507652815352585,0.01386205110937332,-0.028382171129835047,-0.0461883007582178,-0.030925035548325222,0.014536034794137747,0.02798568746065578,0.03639579093056405,-0.0012539978863417844,-0.022393849092912782,-0.005983336640973384,0.0342059813853107,-0.00023915779135136545,0.017833248700349264,-0.02817539250037749
CCL18,,-0.030647481799836954,-0.02212681657713543,,,,,,,,-0.012439872510723652,0.11309073988143463,,,-0.029627862982570145,0.05295923175324391,0.08300516914254642,,0.07183705561024316,,,
CCL17,,,,,0.011934552853114554,,,,-0.02897148083925452,-0.016672879338413885,,,-0.01962140610291564,,,-0.013312000374670204,0.09405898306010754,-0.03495750089448762,,-0.0187824591384109,,
VEGFD,,-0.0013053749610262614,-0.010984932711441886,-0.02648109080864836,-0.012152953886626315,0.01273069418359817,,0.022282805268603188,-0.021452148971526527,0.0351749673009083,-0.042472254913036404,0.05295423802290067,-0.005019285034976218,-0.1009379440180422,,,0.08125903722004002,-0.03686937383484629,,,,
TNFSF13,,,-0.024495683676439235,,-0.009566763435775227,,-0.014919219476231529,,,,,,,,,0.008959369999080424,-0.0037924056147560555,-0.03748739889659216,-0.017628504557023802,0.03831333355584927,-0.0258498536386991,
WNT5A,-0.005425077662563403,0.01112365002965313,0.020145786012815328,0.00997102252828373,0.03591772434944271,-0.005750088174140059,0.007300068966713019,0.03157342487654114,-0.004204883259412404,-0.004017907485294035,0.10445133678167322,-0.03215514280425741,0.049959553665468004,-0.01858714884599779,0.09555637426813453,-0.018816279326263285,0.058891844806234085,0.017929126574486465,0.04889959914660254,0.05810220865133709,-0.03225536817920537,-0.07376296773944627
CXCL8,,-0.014138151497720502,0.02587300154596777,0.023067585035114198,-0.024838625902946443,-0.07742007574167228,-0.021221622056962004,0.022258071105866837,-0.007117318678624912,-0.011388883001001052,-0.04909687740118979,-0.021257848738961003,0.05144836901912171,-0.02737789701510995,-0.03879984991605137,-0.08118216541205744,0.008262876178898886,-0.04963203107271329,-0.0253291296961197,0.017409568342612078,0.027598715168505594,0.01645792236855178
GRN,-0.006537240922135744,0.029875825086562315,0.04265803699683604,0.010670322516197445,-0.00790572942910258,0.038273803427876084,0.012679489095095609,0.05769992298714666,-0.03974023049829997,-0.01594081991630115,-0.004265329605475461,0.03955715813775945,0.017193532785858227,0.08838403650034042,0.044777971223423016,-0.0062510625268801774,-0.020737781507780648,-0.07546076805002848,-0.010754673232206406,0.019919865721256102,0.0314123339993649,0.04295056061592561
MIA,0.014045460257013444,0.07537460431835935,0.08174794363649406,-0.032377011562743564,0.058904570702572455,0.031085991606498494,-0.02697682615178605,0.020073143981774032,-0.015262223390260628,-0.01390877487497221,,0.025865075952300934,-0.01653487591567068,0.07898652937845814,0.007656886818009592,0.0866785278184541,0.09944594773691533,0.037729712969459386,0.025419432370495407,0.11428127893048302,-0.018142696026347157,
COL4A4,0.022747171483944645,-0.01698067271986133,-0.03898470278291386,-0.048257162155035845,0.021108738071448842,0.013137897886800903,-0.014194978194313593,-0.026997236275455985,-0.012142055360342508,0.0023544701205014747,,,0.07459366503866595,-0.03625632286610795,0.05897308702086288,0.14280570189438097,0.047080534535387644,-0.016197811151279388,0.07928352747082994,-0.015547116696179296,-0.03200189721325683,
TAC1,-0.01863583613450764,-0.04353573110642604,0.10709974862565239,-0.0049065372694592855,0.06932819151351777,-0.05052518888657407,0.022416589414165213,-0.002541249082120512,0.005030497724094966,0.012303489427412433,-0.04408615123639141,,-0.04951033088634468,,,,,,-0.027084601684641385,0.00853851328489672,-0.014188215908751115,0.05563553667218655
RARRES2,-0.028351980978163247,-0.04467482238935794,-0.02549685832898286,-0.013421990966634314,0.07425297183704083,0.009590957400271254,-0.00826153025408958,-0.008613966065736198,0.06682789955437815,-0.013235541243341113,0.005431931371064163,-0.11177934746536698,0.03244326987366818,-0.1309914350473892,0.08639332876099114,-0.06385990459569667,0.05087188995425358,0.0053160410011673966,-0.00914427574847868,-0.03259312025248311,-0.049863052754245955,-0.01127877066230045
FGF7,-0.06150848373471476,-0.03421040330127544,,0.015223469426982243,0.05322843578418163,-0.026883017115373598,-0.031129549133243593,-0.061883611877954166,-0.017129532773936623,0.06885193865970246,-0.00920241117781275,0.014519479156932783,0.013308822176582016,0.014722265395010004,0.05692883610738461,-0.02673119586570732,0.05099077400321182,-0.03636498322747974,0.0034162912914521486,0.006978256643553242,-0.08426844458981486,-0.01042180473005738
EFNA2,,,,,,,,,,,,,,,,,-0.0255798987247837,,,,,
HBEGF,-0.029786490553257546,0.05724003288586329,0.07235313009840295,0.04872053093613945,-0.020069593955543547,-0.0001923436663332773,0.06755663358329048,-0.041138487520974355,-0.03485184143658969,0.018422256995278954,0.011323450269875,0.09512557458181563,0.0040757057582444505,0.0054248724036512356,0.0246564847050746,-0.0209683104082961,0.02243046211499627,0.005771391837327119,0.04222450595552966,-0.027714112594360633,-0.09067392131954811,0.15020619930082685
CSF3,,-0.018107987916791187,,,-0.030527540991346153,0.01613427667910453,,0.06886291798959664,,,,-0.03138991108738427,,,,-0.021461976138319,0.06023694291340614,,-0.0225061244258374,0.023808041389307096,0.012187216670692036,
PI3,,-0.011947876656725497,-0.012653824190256064,,-0.0015850810564495106,0.030555654830700028,,0.028696958393385975,,,,,,,,-0.05774204481620239,-0.024691550654980108,0.004003284295652294,0.011598379756233578,-0.04296457478755181,-0.01035072433339307,
PCSK1N,-0.031647851201052464,-0.06827862499779239,0.014152518705211708,0.03378767014776444,-0.026521973777463455,0.01456353583311172,0.016658438511863615,-0.009717773536717862,0.03957153404208593,0.0576587585120733,-0.081999961465449,0.048729672532000244,-0.0834290692969173,-0.13472692783356777,0.12004958916689298,-0.05907649517748368,-0.12766270059107102,-0.014462891654477606,-0.033481801588346904,0.022861058736310454,0.06432667595025574,0.04249447631375099
NTS,,,,,,0.06330000913359589,-0.01732884316012804,0.00990796492877323,-0.03455382126536865,0.0202282500245127,-0.0243795413508251,,,,,-0.031055511145936448,0.008359810588800448,,0.012480910028216212,-0.014433308399276338,,
SFRP1,-0.027115612312958923,0.0021377211487692304,0.03799507220704934,0.052721624865176966,-0.005901044178749799,0.02210340539767974,0.098693403413557,0.06601333108084827,-0.03169867606183659,-0.016672879506323474,0.05754043046653311,0.040912556235764036,0.0735538066648503,0.07901858842389331,0.06847687230541337,-0.0463878962030806,0.016762598431120115,0.001577717271330285,0.02012866817613304,0.030684778224164856,-0.03808502441545574,0.061142754465593745
CXCL13,,,,-0.03938137904654224,,0.10563813693054613,,,,,,0.05123601167041699,,,,-0.029901482184002105,0.02066841498473986,,-0.03671217237006975,,-0.037535338580644506,
MICA,-0.042491195366007914,0.0010885001966697428,0.06413326166086523,-0.025883428769838273,0.016464392504023494,-0.025715622607069062,0.05703030142434216,-0.020035679533740806,-0.01864842079606367,-0.04714561758120012,0.09265666539023588,-0.03311691408903128,0.012857928329095124,-0.03682713496200813,0.05318128136116685,0.013452781279732325,0.05798416478372971,-0.06984999811070293,-0.03826894874142,0.044232856456818195,-0.036329552889077986,-0.06514306185315388
TG,-0.021582575886773807,0.05958022776682685,0.0018506893149289245,0.004459026110432214,-0.041677276071742084,0.06950849793024119,0.053507399909151834,-0.011953450692722302,0.029626253472148367,-0.012066090373212037,,0.05351731684662342,-0.029474120604643616,0.01285965102731828,-0.04824108786647456,-0.01768832030709835,0.04858648861353103,,-0.01852288624464409,0.049159835713201885,0.03550653916412478,
ADA,-0.06405109276595967,0.06119440480382103,0.09919039082293622,-0.02338461891416819,0.004805475700432159,-0.02999805709243515,-0.007054202536331421,-0.029628464130017948,-0.013202883563691996,0.04149615884614877,0.06070503820081533,0.02795255335433703,-0.005857152408151446,0.020719266964360206,0.05485587661199354,0.046551516581810344,0.04872006390987096,0.008711017589476414,-0.03858916582718412,0.031097370395725448,0.024722114966829092,0.0028057701843231557
LAMC3,-0.06906613780242263,0.01851521552928983,0.09307920492457966,-0.013141067569403522,0.0011947899088851023,0.05231882616600851,-0.039008282322625196,0.013426662272062418,0.010559341343919794,-0.001256935606371037,0.059543361655044466,0.1124272509017549,0.016896007814677066,0.07987021415237261,0.07901891055724619,0.014021754707525693,0.007353589869740946,-0.05414568268246211,-0.01044364360766278,0.02393652650919524,-0.03874480786536281,-0.03863875172352897
CCL7,,,0.01338036225381662,,-0.010893000821482392,-0.001809675301518523,,,,,,,,,,-0.019951620137266056,,,,0.018954813456189965,0.0015745370587540936,
NGF,,0.03869639400915742,0.07273880774599822,,-0.03372293325524583,-0.01970281774117297,-0.01908732356752511,,,,0.020614888534513626,0.027843018587572585,,-0.022120333796528377,0.05222251906811162,0.08914117025839716,-0.02523606185067235,,-0.028645115223236966,-0.062041991288148524,0.013484360799574812,
TNFSF15,,-0.0247757959307579,,,-0.023805979194983756,0.0372072305008727,-0.023176195383282378,,,,,-0.019989712369409527,,-0.03750694160864765,0.13963915582570854,-0.01945058926011892,,,-0.013975916885962635,0.05454942393730071,-0.05121470330778479,
HMGB1,-0.012016145942415204,-0.0468197729812172,-0.039400285647789704,0.05084577274242944,-0.032176598637492906,0.040828446054351306,0.0441014697215101,-0.012376512126760122,0.03821820207576967,0.0059140689973799015,0.006213361779880038,0.0769111706744691,0.04581601245008643,0.046027991839860574,-0.10040933496716728,-0.052620434875580296,-0.07616032027115718,0.006831698074261724,0.04729519409474038,0.02963970563626962,-0.021019939901196254,0.034293457821088426
ITGB3BP,-0.048905334435012764,0.04759128242717236,-0.031783381781654844,-0.0163727463231593,0.022341743033323293,0.03599010953950466,0.06260256358015996,-0.0027855367624449712,-0.018413667522756798,-0.07179015107729923,-0.0013961904771868027,0.08821095525997294,0.055023167065292644,-0.04026981083197033,0.012239146024488176,0.06155865136121929,0.0006142157576596847,-0.005187448550762876,0.0008180279096388219,0.00410497895678156,-0.03244960228120727,-0.015396640276067842
AANAT,,0.03151197592580972,-0.018076561038686535,,-0.011299030005578475,-0.02037751577321597,,-0.025764198782769875,-0.0049053228652890845,0.10923122487567095,-0.03594999958805369,,0.025325927231837245,,-0.030858661241265028,-0.01750320050782655,-0.02237017169794825,-0.005637035374809049,,-0.0022121770305487502,-0.028255478807880607,
RELN,0.007717994991496824,-0.034530736273850726,-0.006296801981404749,-0.02162566533891764,0.03808538565619556,-0.03700021440981793,-0.06561544851892664,-0.05184559848408378,0.033945119673105144,0.0006261220713408046,0.0886889406156859,,0.03180529049384078,-0.05828368083421801,,,,-0.024346552833035787,0.13832389614734752,,0.06918248581793161,7.381619615818206e-05
