,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.01432656125388418,-0.060882313442269,-0.09726917026113738,-0.050245514488352815,-0.032354185562150264,0.00012081898753001555,-0.04690509171767963,-0.03874172317929493,-0.053466816769590815,0.009186768082684812,-0.062427818846203534,-0.08578470475945865,-0.004459231118973487,-0.018707801136100443,-0.04064080315318667,-0.017958886424916817
RARRES2,-0.08668987732651026,0.03610097700531122,-0.019580143093434994,0.0839180125545337,-0.03374138189744898,-0.03170248683167684,-0.0056167079823081,-0.018421162848593634,-0.05317978421234516,-0.07572312076115008,0.10632631387383597,0.05165114773213905,0.049055115768378406,0.01760652010758863,0.0803867216327957,-0.031629685320934006
SEMA4A,0.06932362464337102,0.020170030860402643,0.012440726689945399,-0.006849641775805004,0.028580222285297975,0.05752880740024599,-0.03710154335362713,0.003936594430056307,0.04760222069168593,0.0697890649954374,-0.01266083848539011,-0.046818729335836536,-0.002018550330662022,-0.06259153023018528,0.001886018418371471,0.0711448375371884
GDF11,0.04222645731080252,-0.009699358473381159,-0.05141615662798305,-0.0317946583669296,-0.006516807531469461,0.055805372518552436,0.054582086267119356,-0.042828108781463925,0.034466727891656376,-0.047536894979747966,0.11636792377739631,-0.03795345919629761,-0.06314983053008981,-0.05240394244325009,0.017081075035388152,-0.0055341688454861185
GPC3,0.04387467496175305,0.00812138516106411,-0.02728144503834949,-0.007775686027656428,0.01566842021394491,-0.008290641020323682,0.03055227717559885,-0.019251344767816626,-0.02953177574274174,,,-0.03014961529108239,-0.09099551297910276,0.0473716663912225,-0.021602805964818318,-0.004189616340201197
OSTN,,,-0.007832482809493403,-0.015877457668442726,,-0.018349036330417495,-0.027127745708368043,-0.021749322647641806,,,,,,,,0.029766515767935403
GRN,-0.08554257652724241,-0.03798194115072599,-0.10725543833904774,-0.039504141268497994,-0.043817968617862996,-0.02313888166688383,-0.021865338679433733,0.018484989819613856,-0.16119065851008127,0.0050213976161465725,0.014983923762014026,-0.020725434183212432,0.09111781288249954,-0.05702485135436058,-0.06883555396510722,-0.04562212597972907
CALM1,0.10064409167503002,0.0274545043248569,0.010758140619134852,-0.04259720939120501,0.025704833202415286,0.042432031247439536,0.010652248901754407,0.023695124947549988,0.22236034047883205,0.12803961363069077,-0.007212095963149655,-0.04472164948655093,-0.070820378821194,0.010370289463744008,0.10849839328023829,0.10164228932181844
ANGPTL4,-0.17585358698834214,0.03837314331443732,0.13804501674200703,0.04307839552611992,-0.009866009079642952,0.014119124780414613,-0.006362076279051845,-0.04280877782476742,-0.03730137041004278,-0.05715567106652738,-0.06469906779651469,-0.06930656669028379,0.13196117235887617,-0.04054116160153061,-0.03677725147595318,-0.07477907199578908
BMP8B,-0.017411085062645253,-0.02359057291326972,-0.03329532234272719,-0.036173516300913394,-0.022758658787348708,-0.03331692693469658,0.003039999785049458,-0.01173047466919932,-0.04456004775356644,-0.04456103377495644,0.04884948578366679,-0.004008059434006295,0.046732214655261305,-1.4572927609709249e-06,-0.021794813080710896,0.08774771542913673
TNFSF4,0.01759317990400685,0.09021768448268475,-0.021968230167571972,0.041833511203126464,0.06632495471484852,0.06818639975588281,-0.00305993713636209,0.0023816038628333607,-0.007261017388230441,0.047370408712457804,0.00849766605844255,-0.07962740906138513,0.015835799585680058,0.03072757026688781,-0.011229705851809602,-0.014006512381711045
RBP4,0.023864837499789123,0.050986403914040794,-0.03013723937297541,-0.01950655546374541,0.08101420441169438,0.06431767061834667,-0.03321961917786222,0.027973585259920504,0.1564343959857316,0.1755937799087425,0.11191352557319623,,0.007175398774113992,0.0887578530374583,0.061899270709910297,0.07387892283868903
DKK3,0.18503556448900943,-0.019709589341240282,-0.055598868617897756,-0.03828320995846664,0.009013866748215658,0.0011091387593306283,0.01637491244401529,0.04811765122252795,0.1687450450992775,0.11089770715752649,-0.02513751402023589,-0.02490821811837347,-0.027027112083334928,0.0009393430689571056,0.03350436888856754,0.08413454217807304
COL11A1,,-0.015342786349924533,0.025692855511510737,0.0023131715346131607,0.002707497930754239,0.045296053887716826,-0.006947251734506082,0.006800004095255874,0.04627694993062626,-0.030762299492005415,-0.053956023082450004,,0.07272647601144863,-0.009672271732647212,0.02152411742891375,0.031662056306612306
COL5A1,-0.05223881239797643,-0.025217010786971115,0.020052283128424855,0.03501698577639607,-0.022115584933291153,0.011616282136371812,-0.012702374337923232,-0.02533330621733659,-0.07977546337509436,-0.05299362029453954,-0.04619239018492936,0.0036200477157297853,0.017218137029018917,-0.020427553972689513,-0.030046452493917797,-0.05637367138240779
KISS1,,,,,,,,,,0.07250022277076576,-0.04035749598281586,,-0.029161644571076308,-0.022783509162054082,,
MEGF10,0.10448801880299835,0.07221254510039095,-0.06896228892025766,0.029946111672676443,0.05477920109112104,0.018427473880088953,0.007115845833743163,-0.02579872703126344,-0.03896220210548318,0.04315556565312097,0.17139912672027197,-0.059581211245677494,-0.01826045395409624,-0.01759037616500826,0.08931107778824819,0.10689471206859488
CEACAM1,,-0.022480782057479453,,-0.016595312546133275,,0.003668630177396788,0.029944718369227588,,,,0.1106103738070426,-0.030149625864154067,0.011646777429898524,-0.022250837987020235,-0.0018720979361317295,
EFEMP2,-0.0026659543741704796,-0.006528493700050109,0.03482210899414646,-0.009287553790261357,0.007145868577183261,-0.015624503536750928,0.07861773172041238,-0.045263466591069376,-0.05191624898360822,-0.08884363637864609,0.009803146467374171,-0.024349694916019085,0.06846156637009879,-0.08285057995976275,-0.03278166262864359,-0.05297408746361902
IGF1,-0.0004325935257959271,-0.0366626321104365,0.008590827469520619,-0.044622911114414875,0.042665318742912905,-0.042630880100270226,-0.012200999382101013,0.043567268227145385,-0.030667161839025892,0.04329160363187066,-0.053248284664430816,-0.05800722603215985,-0.030241350415165007,0.0267300489964556,-0.005279488340049964,0.037485020600980926
COL6A3,0.02427354465719109,-0.0404917186868169,0.007879645419584518,-0.021594529006028568,-0.03343028701377455,-0.03823417695052806,-0.025614837911007104,0.01435999476501663,-0.0243130612518711,-0.032510788499847856,-0.06968034147576142,-0.07219384997704073,-0.04927226164111948,0.020775381196825097,-0.032942845715687986,-0.037559316379429664
RLN2,,,-0.027804025345140843,0.047534983080365134,-0.020357320939439413,-0.020365694994674794,-0.015671670346073696,0.008429573393205764,-0.03619245692187833,-0.010360374433224464,0.048893131899921574,,-0.01904205664212812,,0.1350195522047135,0.035029816512427224
WIF1,0.2493231357604668,0.09416809291337096,0.10650920414577689,-0.0035310287993730754,-0.06563869709232241,0.028822176730540352,-0.013546473746063487,-0.022739724398174142,0.1516337267317562,0.1454945638361081,,,,,,-0.01697278623066765
IL13,,,,,,-0.01748201028607285,,,,-0.014410116211880665,0.08583788424142377,,,,,
PLAU,-0.015932648787812156,-0.05305982948447348,-0.02328866988187492,-0.0359189976142979,-0.0629469562223003,0.003972712728655068,-0.047603315491376565,-0.03328582755468136,-0.07755572831160379,-0.05273439428877453,0.15557710434990005,-0.08342137893624178,-0.001853947970390301,-0.04658815651896878,-0.015929736026843146,0.005328871098063812
CXCL12,-0.027788328308291033,0.006977787415640625,-0.010756066943841035,-0.012276534080953774,0.011221632153987545,-0.03924574919637689,0.07756096723162473,-0.01681278977279285,-0.021190352586950238,-0.02913058351813385,-0.10108999091600084,-0.02526817700143857,-0.006819730943141039,-0.05602898131626946,-0.043439376451496925,-0.006325775164487037
MMP9,0.00968518575077607,-0.03446503022043574,0.04592011575045853,0.022532460839357754,0.0833051080495554,0.02863592504144005,-0.020630250619130094,,-0.030512778965452556,-0.011068215169204554,-0.022030824806431332,-0.031122675271531095,0.04202026871071666,0.03169287585398447,-0.00872062310777074,-0.04142360371013965
TNFSF14,-0.04744698064622211,-0.023375322499158347,0.010068843299701757,0.15616097213109445,,-0.013019094421073185,0.03335918360500939,-0.013250334396654306,-0.06022427743041578,,0.055584916719528366,,0.04292152972871488,-0.015661417826726858,-0.03649629159132174,0.051199668086399246
HBEGF,-0.03711625425524114,-0.019466378927595063,0.0272590118141328,0.03566937808869267,0.028793973859262852,-0.003809609861181874,-0.010199217255699633,-0.02267312337945921,-0.12329160938686586,-0.05038719817308965,-0.03482865715650299,0.00023274109378025785,0.006988105146102699,0.02351178542368438,-0.01612538487259687,-0.013458299145249463
