,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
DCN,-0.019566172856564153,0.02132767022399882,0.020383540961832498,-0.0035453019069183024,0.10629608216463954,0.03892854315200707,-0.09067343131324891,-0.015356479396629026,0.017284934991682703,-0.027160549069673252,0.05622447546719048,-0.012489339864828386,-0.009707576340169994,0.07215780807628402,0.024647089343472487
RARRES2,0.009184378211337047,-0.10021767140265846,-0.07759360401498085,-0.04669240396317443,-0.17960139865870667,-0.04131738154390289,-0.17714415568865152,0.10526956602683052,-0.013475809188743347,-0.007156461215421269,-0.180421304004006,-0.023187195999014372,-0.12206432917186369,0.01912816290341036,-0.0024245615046263264
SEMA4A,0.11922882354439157,-0.038372909913409005,0.03655161803777484,-0.04670828039589573,0.14083417092050465,0.09506500674262536,0.05168866757023065,0.061747333410996134,0.03556933084618784,-0.003107822169485951,0.2746134307901689,0.05011283573780877,0.04184778698983398,0.06026575589875882,0.05884848225677778
GDF11,-0.011486392246027972,-0.05251465182892548,0.07862802259256511,-0.030110919430282684,-0.026432708757070652,-0.07390360519987628,-0.0735902268778786,-0.07013525258419485,0.016134906698677405,0.05196635183196098,-0.13810957099933596,0.03626488691768808,0.12426628240574371,-0.015496591439926153,0.04655177776558668
GPC3,-0.011782844089576288,0.015316970797051053,0.05704371233557253,0.012785970226983837,0.03229559714164797,-0.0658645377714886,-0.032817599923264294,0.008411773175594895,0.005531626801730617,0.019943886195864034,,0.1616209790719078,0.19476811297511978,0.14789991435552202,-0.022391195465087138
OSTN,,,-0.018774372866766656,0.06585963306624174,0.03658988907990489,,0.021677009530615007,0.0559644578878039,-0.0005703664672446192,,,,,,0.07220585830687772
GRN,0.014975991635741804,-0.04454712315770172,0.07834918884626088,0.07930220266000222,-0.07813611171020896,-0.08648095527345677,-0.1333144239110907,0.002910730494285711,-0.02068632703868634,-0.10074908782420759,-0.023648811128894276,-0.09483759987073892,-0.05177864155754825,0.004170232271698993,-0.030854518346720067
CALM1,0.10303009390252575,0.010413819199156859,0.044330627146114875,0.060995740136384605,0.23576879183842686,0.10862606814137073,0.21149544446908894,0.10306867552976388,0.0869499693302565,0.19017554361299166,0.4210338710745313,0.13530914229376773,0.2557911551962782,0.18507226882036568,0.0840202123342038
ANGPTL4,-0.04550847012832285,0.002631140395187734,-0.09288585878714534,-0.004890878745416427,-0.08739697021185888,-0.027891867783318428,0.0030650643278072637,0.06866230826765994,0.028226661072170842,-0.06920756269439017,-0.19831721672211783,-0.09581254030133354,-0.2935132657765228,-0.10435143786938332,0.011471666642486144
BMP8B,0.021276843394285386,0.017315743679960645,0.045556668541607635,0.0268629695707051,-0.07089547762394846,-0.04832223759657243,0.025552549540219852,0.0658511576804964,0.007160744975506957,-0.04876322272543286,-0.0806702740069703,0.02912786298123915,-0.008073423723865564,0.017417141480352578,0.03630281966441462
TNFSF4,-0.03923126782833565,-0.02552126644139353,0.0389897769353654,-0.028721580749958262,-0.03597026890284154,-0.04672660011138332,0.001280274697208626,0.019020672311590766,0.03738188374689632,-0.02645148914850947,-0.03032620459690371,0.05799216589023,0.04820593160017728,0.022613806386904012,0.032318595758842876
RBP4,0.09403315380153873,0.09186796800704694,0.005151621569577851,-0.011206212714967334,0.27294297905307396,0.13382721947107754,0.2287242435440783,0.10280920010774171,0.07963641024655654,0.13952513893225577,0.49301638071609166,0.2990959010496993,0.2668349550113156,0.22300984106196817,0.01635130816973792
DKK3,0.08221121232990204,-0.029885080670154753,0.007550552766534598,0.010330433021885993,0.24157290855326777,0.1185067370429494,0.19334865932499432,0.10021490886796507,0.06029385858019547,0.1886258852762814,0.40568640372589926,0.1384604546619432,0.06064538802605993,-0.004670427610823519,0.06405735052417033
COL11A1,0.047730845097923705,0.002776287525060272,-0.05420784151276933,0.0441972520210562,-0.12468394978232535,-0.05185174104656364,0.03980924453651034,0.03894658001844816,-0.00783635261669662,-0.034775668919029196,-0.06426002631767211,0.04745936368914231,-0.011570546936763678,-0.06219966681853734,0.031991925871615916
COL5A1,-0.02670917739696376,-0.010064299496641145,-0.08432420831030858,-0.024365773872721583,-0.043675499235974614,-0.028180653432979298,-0.0733199796153727,-0.06927884857008808,-0.014055230482050696,-0.03558562405646336,-0.09632070064950224,-0.12281808331197806,-0.20232272615181576,0.011326283187417649,0.06660877707448856
KISS1,,0.012348614693406007,,0.025725671496862935,,,,,,,-0.036036716904792404,0.12113844855609807,0.015753704535862684,0.0006830066632951435,
MEGF10,0.10598484521496077,-0.017632206863853337,0.10224011446204269,0.004058176715123996,0.02474778795834037,-0.0400666854642285,-0.015591695068035503,0.04026205993351978,-0.009537157197924235,-0.0928669779085467,-0.007285649839142385,0.1549455778094978,0.15381711657051442,-0.046733721635108666,0.02933859693404779
CEACAM1,0.002434208815860222,0.01969744894480771,,0.006066925076090661,0.04567972215799683,,-0.04378229189490565,0.05424264866136268,,,,0.05029605924924642,0.0422987470430448,-0.024549686879634366,
EFEMP2,-0.04659736572525252,-0.012033815377610052,-0.017811795607985393,-0.04718200892383582,-0.1163539736434469,-0.04217232639515413,-0.1464228036701663,-0.072113990529241,-0.03425194047490911,-0.08396264103915495,-0.25401972112445176,-0.038837469433461266,-0.1086946393326903,0.0003344226332267896,0.013921396677973917
IGF1,0.019800995304433973,-0.03428503977340074,-0.010508281226825816,0.026951601047147347,0.06284466050526244,0.011270625400349444,0.07445806575489487,0.014891715321887763,0.03217885582717457,-0.017865176997530964,0.06413042799451525,0.10452732013227282,0.11417515332290733,0.015548350464481562,0.03358409084248055
COL6A3,0.021950768101011674,0.04345984426605869,-0.03775608432099032,-0.011995867582638419,0.0034268039787384223,-0.06376457033535941,-0.015638384406519067,-0.044410450949845776,-0.004705168344011227,-0.07571115598339231,-0.07762478927865527,-0.048404016624833554,-0.1323087112437647,-0.010597924071636605,0.0574523899911692
RLN2,,-0.01673656789425654,-0.01877437450940294,-0.019563100550033657,0.06278157083611281,-0.00015700173892000668,0.0001980509352632588,-0.02717120247352346,-0.024019597248194524,0.04756085759812991,-0.030706468467788867,-0.05464576132151162,,0.013484779777794434,-0.0023955396063883357
WIF1,0.018377359734509678,,-0.038872020221885586,,0.12149465002173045,0.12399276876715679,0.21096473985470754,0.03826100070477044,0.03610417804187568,0.09780648385148265,0.4659975847989927,,,-0.045386924892306814,-0.031019389081282763
IL13,,,,,,,-0.023974335389141385,,,,0.001477241651537319,,,,
PLAU,-0.03284423807210029,-0.003544984917101889,-0.07563125000082697,-0.045131770931420796,-0.0659460618119885,-0.020879357544259243,-0.11493589152969287,-0.09588657193513735,-0.06761402008630879,-0.028211468156214895,-0.28310899321613525,0.007327355033211696,0.05102603614652709,0.005754179637828848,0.04234216760423446
