,MGH258,UKF248,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
RELN,-0.02290207897987163,0.008781330647273208,0.00038288090141367574,-0.026731183078601152,-0.0347998361918398,0.004610048703390793,,,,-0.024987674550304522,,
IL15,-0.025150030170853058,-0.01399640004824054,-0.014614306867115906,0.09622970596096357,-0.032251399778082945,-0.015722061234212173,0.019235897324031994,0.05986680589787737,-0.08562490418079728,0.0751842851825072,0.10467508155065151,-0.009623819965709495
UTS2,,,,0.0736759030830203,,,,0.11665698119089046,0.18111542702671407,,0.1460681444246265,
BSG,0.10042341944739587,0.04523919464066206,0.06024407434419407,-0.04324457899625735,0.008003259761088075,0.01612698634910761,0.04507899410919153,0.06706770030732052,0.011368591002737438,-0.025679911269825963,0.0987226178954582,0.05031138739731656
ADAMTS3,0.03968262197848722,0.03212443478228156,-0.007925616647551438,0.152240713445998,-0.01234803694945739,-0.010514685881843679,0.015073380103404008,-0.02749875815363213,-0.044117593990267726,,0.012028766002463092,0.06156253761224369
CD34,0.06996686921166512,0.07155652383604534,0.10287008026083624,0.08526712131625638,-0.026725833863265932,0.026040917034896877,-0.0004186018247594431,-0.03277096542037434,-0.07038977816085908,0.08310230849099023,0.026365380018495626,0.023588605360774433
CCL23,,,,0.005564022934709083,,,,-0.027317583188632203,,,,
PLAT,-0.00789440229431817,0.05620971890297675,0.09758745254244615,0.1208134210857142,0.01083308689860142,0.009544935512706668,0.0007457876053230458,0.006735429055079636,-0.0031620540139190864,0.005028672872456081,0.055371394762340057,0.09347840217201642
NTF3,,,,,,-0.019798815742757048,0.0186102901151053,,,,-0.00999973148750083,0.10845398434684432
LTA,,,,,-0.015222880529060904,,,,,,,
CKLF,-0.021902236929780616,0.0025794777928158014,0.099440110748069,0.1060911853301222,0.014458025178108614,0.012011099367458459,0.0699771659375394,0.04465827875086399,0.05444261058434981,0.02962214209952684,0.07706145185623266,0.05007886791380577
APELA,,,,,,,0.08014225500063912,,,,,
CD24,-0.03873047904498137,-0.02766622284612564,0.05925429450898505,0.06272802004540673,-0.021595610742720123,-0.032724907264488255,0.052407776628361255,-0.08248612195573034,-0.05048558040502518,-0.008657276541130158,0.009228605985363052,0.07592258383261008
HSP90AA1,0.0017789155159017498,-0.02921717227682702,-0.09469609758523592,-0.16013766068546412,-0.04211774336187309,0.0028607955276091063,0.017091059661288932,-0.07397154846922989,-0.030415403568016645,0.09583222241473702,-0.07543394224586884,-0.11621303626077857
BMP4,0.14399389439950022,0.005239193870422644,0.08036781348023596,-0.015498597752382869,-0.043663642046742265,0.04261525574179931,-0.016200930858564784,0.10438504460574072,-0.056145557602934604,0.03597821816055872,0.008927516811887137,0.06494560450785256
SCGB3A1,,-0.01704567406283487,0.0787085583669906,,,-0.01034574145084912,0.03230257667247215,-0.03371209224594303,0.008336065462852116,0.019148639152575735,0.20941388931330684,-0.020139045298443816
IGFBP4,0.03213771074252972,0.06593644152059464,0.046446102057388416,0.12365716939507865,-0.04607466072679717,-0.012747315153266972,0.04579615893592216,-0.010947956448991306,-0.12198888813696362,0.08905889072996141,-0.019094934509702097,-0.07056062676854111
RSPO4,,,,,-0.017705136800675536,0.044481379584913584,,,,-0.050140921591041464,,
LEFTY2,-0.0273521285720356,0.07046689803577424,0.070652953033929,0.11108223390523685,-0.01127502627618722,-0.011344230372703545,-0.01903800747204538,-0.09389183292342893,0.011917838053271599,,0.10293498108039485,-0.024489493876098424
PF4,,0.001217656261298413,,,,,,,,,,-0.01952158609731958
ANGPTL2,0.035561312509208916,0.04691680857815565,0.10939723403383088,0.11704854060361843,0.014092843367085288,0.05474471445715851,-0.010768724611007436,-0.009183205908162807,0.07665067267716269,0.026822119235655174,0.01882359476536687,0.05300368324877175
LRIG2,-0.011984226739660389,-0.018010915486244,0.06421933855364644,0.0635171680966712,-0.028173046909214145,-0.05012013980245043,-0.004579274437888953,0.06765307023648161,0.027873630740026533,-0.07440950986360928,-0.006429165660613633,0.052306471382081166
ICOSLG,0.006868396443177928,-0.06194657055790337,0.1859917061333629,0.09544109006414996,0.033510103328540736,0.038296138090408806,0.033186949016038525,-0.05795750243247134,-0.012216454858464725,-0.0009756154172718587,0.05027568342387207,0.05892082806408781
WIF1,,-0.03181615997296702,-0.08730013193161541,-0.09414209804730443,-0.013662634710831144,0.053895199157678,,,,,,
NPPC,0.08518993887103568,-0.03946169136751857,-0.0357903596017316,-0.002938463071946487,0.006410971294208069,-0.014378046690904644,,0.03898896884361951,0.01770943462292222,-0.08738001145570747,0.12526744748531282,-0.002485660343938444
LYZ,-0.07102922223446195,0.0366099483526479,0.028488094427063453,0.12555484743307216,-0.007299394775039637,0.03290926481436968,0.10029606106258057,0.014500032390844925,-0.042454547323716556,0.07611691820636032,0.01780091926072363,-0.028578048337045997
EREG,,,,,,,-0.02226197829277183,,,,0.006101964214071723,0.0037866544454226263
SPTAN1,0.04255089039480631,0.05776149693283513,-0.034941365848659554,-0.06663022904220221,0.014819832755421144,-0.025624811407174552,0.0185479540994011,0.02753272780282658,0.09433004315691061,0.04601488500516256,0.050797085990371645,0.050792599873824874
LIPC,0.021164816616493044,-0.02164760000694128,-0.02266304264710426,0.10410599139797949,-0.03310155629930091,,-0.027835744095108052,-0.025593780987386714,0.036706514511382064,0.09997905612826133,,
COL8A1,0.004616643577675605,0.008658248977155598,0.003601931148521127,0.0520090627453313,-0.016360943322970438,-0.02019340913062632,-0.04482373709932845,-0.06130561953980485,-0.013529446424436204,0.07444533697590745,0.03272218907929688,0.012914267707751188
GSTM2,0.023283965297169897,0.018336149892685876,-0.01235836431072867,-0.005212849481011497,-0.01963061638872629,-0.021165407075743704,0.08615240461345915,-0.05025173548272934,0.028787330658999737,-0.024983643072715764,0.017966561486282055,0.010244960945764164
IL4,,,,,,,,,0.04939777341807084,,,
SPX,-0.0077924065846936355,-0.02470521402068861,-0.010262849044874565,0.003244390969982329,-0.007969940950976426,-0.021196664284036323,,-0.007772529259462467,,,0.0010146022272774832,0.18483195999251917
MFGE8,0.04734594581207329,0.07728063531503618,0.04292675046195691,0.03739580904001894,-0.01952283346757438,0.03307134895781017,0.019575923474374417,0.03271789625421395,0.09163174823551262,0.08785937727820795,-0.011456752831921558,0.005258407795638732
TGFA,0.009034496554476345,0.022943171422704738,0.0232603919450701,0.1062085071091098,-0.0020982905652502386,0.03286681887749588,0.023549232906127752,-0.0469828340536441,-0.026639295878482735,-0.06020895388368251,0.017932150238296037,0.011750962922909874
SLIT2,-0.012182610830466338,-0.060186144830802195,0.08356696239635347,-0.03347497275683428,0.05304968855924883,-0.0014629025342058845,0.07121783185289798,0.001881321594868182,-0.019172959013457305,-0.019697363126958894,0.06635828870768842,0.06126908505767834
PLTP,-0.04009421741684243,-0.03430859455860569,0.03470415152922806,0.1584462479441922,-0.0038586004044496094,-0.027364573258459764,0.05078349542903488,0.04386201357106573,-0.04776434173091791,0.05224910150692894,-0.006085600463128475,-0.13372499382618416
APOD,-0.08212586847204595,0.020178291542508015,-0.029132991617642313,0.032994976383577325,-0.08039864325030599,-0.0017115658138950934,0.006607869844693035,-0.009159122542637673,-0.022448749845283496,0.06327477298327622,0.06495263799598128,0.12090760740814478
B2M,0.03527501784662834,0.09023730020748019,0.06935306543446096,0.1588566346032578,0.007310081529991536,-0.021755731768186574,0.11547866321319508,0.031132284689592858,-0.034810145909471256,0.01210696925671673,0.06402078668190396,-0.0422993270173958
OMG,0.024691079937244457,-0.08014665575837238,-0.0485970426116212,0.04833952256003855,0.03244448981822702,0.03493303343994437,-0.014098633168817386,0.011399847798139729,-0.049756798933558416,0.06604835133026468,-0.005220432890252571,0.11538284972545515
CXCL3,-0.022246715357454545,-0.020232622272302197,,0.024034173700243508,-0.030161353874342295,0.014338599255088177,0.09316860408676733,-0.024874591406012975,-0.022796210970131073,,0.07147642328146533,0.0011968277429468823
CXCL10,-0.013557478923005703,0.03850018068695829,-0.0016884156241945847,0.10332197288933159,-0.05021168061969474,-0.016812729738023093,-0.019210831975790876,-0.03498864264571889,-0.0396955335382818,-0.04018963126073937,-0.029352817330600394,-0.026184106195765767
RSPO3,,0.007627943773144746,-0.03346506632172087,-0.03725718211390641,0.060395491091685606,-0.006146085817636185,,,,,-0.011500207092401226,0.00994733207984108
CORT,-0.027625273060131576,-0.008952865405545546,0.009994103188957704,-0.05738647695001669,-0.03796210528995234,0.06778017629727995,,,,,-0.01838748443289525,-0.02042834764468074
NCAN,-0.05066040585868965,0.06780055581754924,0.03793696288999428,0.050345260581686715,-0.026043138767844563,0.0229169135689592,,0.03242592823297233,-0.057651441349214294,-0.03550259492161778,0.06518048203290507,0.11211604236747523
PRG4,,-0.025634660665519508,,0.004729612478294967,-0.02262646196407161,,,,,,-0.031133620987814727,-0.03014327704296622
ZG16B,,-0.023637205212295297,,-0.03484587847991388,-0.012095960490326874,,0.020538498036232204,,,,,
TGM2,-0.0008756885567662074,0.003007944342494217,0.08511443251677862,0.05446509435493554,-0.03770349591627003,0.00839626993346393,-0.004105891791808042,-0.013470522724427109,0.04373473148816299,0.0053395020528775325,0.012652134201534899,-0.019384179808630293
VEGFC,0.04131252956871004,0.012949192275115772,0.03049867080611725,0.0021271695941496535,0.021993514363130264,0.02407022018316761,-0.030948899670338204,-0.0019903119166882325,0.013514537557093533,0.08871304082045672,-0.013219345748727481,-0.04093096339893488
WNT6,,-0.0025262731472530664,0.00987096888715102,-0.01962502077271974,0.00452474625150201,,-0.02808324469004387,,-0.05099427676911127,,0.01018347775847314,-0.027152127799414238
NRG4,,-0.015699665813421488,0.021451616196319603,0.05807549437728195,-0.023238298612305,-0.01976298238881195,,,,-0.0400183938528521,,
PMCH,,-0.01809470974203662,,,-0.0022041960616909543,,,,,,-0.02889240848733003,-0.02866206465011572
COL9A1,0.003773943774463459,-0.0018439970470445588,0.11107415908943906,0.007907911669935923,0.020132192203674213,-0.021915520143067926,,-0.016034888406497295,-0.019976786629720803,-0.05089460360888318,0.0737967308687482,0.049564634223863945
GDF11,0.032261219432088185,0.019016644627522082,0.09017335115942608,0.0676303415839288,0.008824929241871025,0.022697242630472503,0.03709892895473066,-0.026071745922714797,-0.03084182446692968,-0.05639206260262895,0.032334616232689954,0.010757055816967391
IL24,,,,,,,-0.01583717413864751,,,,-0.021541483549799584,0.02394056864807418
SORBS1,-0.0380128305100685,0.03505890792057793,-0.01694002163048414,-0.033961922569298975,-0.03377228619315453,0.028766926491147447,-0.005503475680169211,-0.09440276191947941,-0.04341844600563312,-0.0943815918137526,0.033910975496704666,0.03585808536414973
DLL1,0.012688087727833515,-0.026613550720774693,0.1085912482181397,0.07265050319153044,0.0072717978809039895,-0.005486153301977702,0.10378209126684144,0.07620319777561912,-0.007392277566237532,0.011580842771699169,0.02974250309139192,0.13201782435765202
TLN1,0.03776174532340359,0.08672706627728911,0.05210145038639343,0.08298212000238056,0.00952265641020899,-0.022367699109497513,-0.017399803408112983,0.04636871049446837,0.007448855928803812,0.011625677739108884,-0.009264097964239331,-0.08734836846724868
COL2A1,0.04738089173629973,0.008808272732629668,0.09751534250584543,-0.029790095110717202,,,,,,,0.0009405466534100953,-0.032306899391545414
SHH,,,-0.017725541494051873,-0.02341863444287137,-0.026390893393960446,-0.011878756270100174,,-0.04488350755425624,-0.019905935913640375,,0.02455001796689992,0.04291817329456518
PON2,-0.020314892381755,0.11731336301612319,0.012351064180619908,0.11868240514787888,-0.0037510489668992177,-0.022447923972984514,0.02353471574823939,-0.0484601108567563,0.006186012547843026,-0.0427085080394267,0.11669986853855703,0.06130291592772706
ICAM5,,-0.03856885433720829,0.036601566534062394,-0.058212757019996154,-0.024680474365104156,0.06902675292123164,-0.01499183121561983,,,,-0.0461989452918228,0.02386300509265697
HPX,-0.029472956087736136,0.07527485618444192,-0.014989776869358304,0.09522216402877896,-0.023737572780396857,-0.010345740396125697,0.02141486335794227,0.03559972128332702,0.1258496240957676,-0.034391700849019706,0.005019782451410869,0.039985207638057456
SFRP2,,-0.022662269092238143,0.1222572228736341,0.04199403364420482,-0.019783714647957182,0.024522075931877347,0.08088735869753964,0.08695872868280685,-0.030745931023700813,,0.05217656088447663,-0.0440081024945004
CFC1,,,0.032352719056999435,,-0.015222881449058213,,,,,,,
CD70,,-0.008695415907240132,,,0.010694416058378552,,0.06827888624638133,,,-0.022243475927324802,0.00881499001391633,-0.05825927484909113
HP,-0.01384414876118289,0.036716738796984096,,0.059919592119969146,0.05463141294405835,0.0855857671451535,,-0.008239330375291263,0.1005850584527745,-0.015883506693585486,-0.016834601245992304,-0.06085695145976631
CXCL2,0.007714363158222922,0.01012348567834131,0.08796820592252437,-0.015073093613184603,-0.04066413226676609,-0.014378045565634316,0.12996688984206803,-0.026229362700040892,0.002464127029732711,-0.039424545340512415,0.03895477734976277,0.025990814590967963
NPPB,,0.008544676519872117,,,-0.013329774091410559,,,,,,0.01949797247265998,0.042583908305636756
CCK,-0.0414510433953625,0.021783719970666165,-0.13296232579567957,-0.10360352330008486,-0.031909464786128654,-0.012549098741565175,,0.034535072758684934,,,-0.009863188118404328,0.031094518574121013
SEMA6A,-0.027765150798711356,-0.03573356659748243,0.07101810963621198,0.08037869733415963,0.0005371091989635886,0.04265065478626126,-0.012678453758065764,0.014404228619816077,-0.02499064972619829,-0.022638382961020397,0.04277669102776785,0.003875862830801726
IRAK4,0.056798142628193354,0.07574437240360749,0.05423458505917361,0.0715182903900907,-0.011704287497662757,-0.022031181991436687,-0.010193086042364255,-0.07966455572824699,-0.039247077607831075,0.03646250065138227,0.021026836114866485,0.01531306149426769
GSTP1,0.11178137140143454,0.02914934049176282,0.10755110624715332,0.16134109148542441,-0.05052362806917972,0.035771267082189334,0.049251296924579864,-0.00751326601508296,-0.02621778662756887,0.01425855100719197,0.07344272210299148,0.09455580172429745
VCAM1,-0.08025670034000472,0.008267781326345255,0.037599716209685455,0.12192445475571578,-0.016866973382514572,0.019822472500462616,-0.010121429210669315,-0.05525585308707056,-0.01269512639752664,-0.061975744453370465,0.04064836117692532,0.07021638427958957
NXPH3,-0.07597291500475238,0.06830779279119403,0.041085622909449705,0.02691515342098647,-0.03098476790442794,0.036040213344263626,-0.029885294995470667,-0.027388363948317812,0.008901655401501488,0.05637841673849935,0.05447742409897273,0.06812978985859061
MTMR4,-0.019850388452568698,0.005986219626304733,0.05056165286600634,-0.0016196759151411815,-0.010263638130763005,0.037777561033692036,0.03628373825792492,0.06149053611555577,-0.012360045670076307,-0.0021315634685117133,-0.006455253862662282,0.03931085707107308
LAMC2,,-0.017260297496984614,0.06855249206695385,,-0.01678069845570003,,-0.023004216445182458,,,-0.017213721052800297,-0.026483288955981003,-0.025228546161667992
IL10,-0.028694248886179847,-0.007062619069548783,,-0.019648050526643684,-0.0333296698091195,,-0.03736763523408978,-0.04685576385710197,0.07681131457871446,-0.06969638294298204,0.07252054091112377,-0.02875587538492494
SEMA4D,-0.060888050491931266,-0.0011529850111956104,0.0030409550295621606,-0.061833569390964654,-0.04981173956767653,0.0316969378780791,0.05705278182445955,0.0008711762291759096,-0.025027646244679215,-0.08878838630445177,-0.018621526445699473,0.0829257278038698
TRH,-0.02536530344168022,0.0783254709937475,-0.014451114244806126,0.053004877475467366,-0.03721630088058354,,,-0.044540608036490986,0.0700005202422959,,0.03647403085100518,0.04567483368211839
SEMA6D,0.05559327371244116,0.02802562561174937,0.03350218405001397,0.06328570351229076,0.023545856474884923,-0.008688596540179548,0.06748173148197649,0.050700369750023004,0.04859992216351584,-0.026104481731454025,-0.04616316173407454,0.0016156757571204436
CEL,,,,,,,,,0.018112956105675267,-0.03967393378528757,0.0482254372310609,0.034902067182251334
PDCD1LG2,0.06055491090167383,0.013918407675395362,-0.014423117781862248,0.07663068382849293,-0.04030532758050727,0.018402092978500456,0.02609946081106138,-0.04110016940017464,-0.0711650355523992,0.07100404859759472,-0.021169626481646112,0.02368661369093526
SPINT1,-0.03573846321527545,-0.00343475967359697,-0.018655426889257278,0.03235016869479177,-0.02915279659747217,0.03305012222633975,0.03614869688341824,0.008496833691254582,0.07199589303211265,0.029391744627779357,0.01561824105792925,0.01913091113793501
CTHRC1,0.035789690968183366,0.024809120603240132,0.10427074150189647,0.08442555434925937,0.002491906756524022,-0.026875865837682148,-0.020350708324342645,-0.007286930322120648,-0.1387078468761066,0.022094549585805114,0.01661862894996021,0.002095931232520999
PODXL,0.054596045360282786,0.07302562385955873,0.10629643119649837,0.12681358141944857,0.016265573677580324,-0.03170282585022693,0.05492525520768049,-0.0014981461837012358,-0.057294095378811194,0.056795624033057775,0.01761943777400633,-0.00572558424780478
JAM3,-0.06058618557992165,0.02066126693168706,0.048244278919579664,0.09579826797920538,0.026382798180311536,0.05388449630755844,0.005538461006125264,-0.07032548675208082,0.037212363374352984,-0.04040624078127113,0.012075652462721803,0.04491075229937897
TGFB2,0.02100075275121721,0.013834774521135356,0.0015483105324281031,0.15955329469012083,-0.013167527638146041,-0.007383783762840085,-0.02103372576117184,-0.0758784053357754,0.0767345669468824,-0.0358915347387777,-0.021880970131462188,-0.0006208363242186344
COL18A1,0.00907479056542282,0.08948959515060416,0.13597788527982027,0.08313444503132549,0.008340318771585285,0.024275366475625837,0.0010677214054868552,-0.024858110049667387,-0.09814005115392699,0.045426702436251576,0.007487335029238517,-0.041055216468414
NODAL,-0.017003134745562476,0.057583042810490696,0.0731966664212807,0.05628081570265242,,,,-0.029934758435987623,0.052945746658406526,-0.0476884513291488,0.09038487488131444,-0.023729275784677227
INHBB,-0.060827009568430526,-0.031898330696632234,-0.00840513866836273,0.14855534042850704,-0.01509529695237539,-0.019037575802846228,0.03513997684521599,-0.08621053530043354,0.16841970366373182,-0.03386131157511022,0.03661340827152065,-0.025764918289283116
LCN1,,-0.017260301380621828,,0.019223229564678368,,,,-0.03286385938847715,,,0.01795969277535819,0.013975558678861223
ARF4,0.008199898008140255,-0.03454458140271723,0.061217103825675766,0.063967837580074,-0.007413526783221766,-0.01855877164806909,0.0784113952121275,-0.031118452648129274,-0.01523995019468149,-0.06546393168126727,0.0991242967524913,0.09623027853950458
CXCL14,-0.05888449364401498,0.02850675805738675,-0.04639965425880642,-0.02483563483898858,0.020316530855332648,0.0095709274849284,-0.018215628976430635,-0.0608261072837362,-0.05156328545129996,0.06406154387511188,-0.024621904363770444,-0.10907068095291443
LIF,-0.034260608568249536,-0.03716477533398404,0.022705139317484534,0.0406974489301049,-0.024510609615855463,-0.01226511142810074,0.04643374790507957,-0.06005157040203719,0.10567452255356373,-0.046571337216492606,0.018290059510539053,-0.03537134621305147
IL17B,,,,0.07791726537059476,,,-0.027510586106098692,-0.019449267145681078,-0.05408739077728404,0.21157751188282503,0.01372956157112092,-0.0011837681739064146
MMP1,,-0.02379617567677464,,,,,-0.09368975286524636,0.04406966883251823,-0.06145419017697374,,0.007948258036210125,-0.036936147228749605
MATN1,,0.02315977987447919,-0.017566176944863565,0.05934326068046735,-0.013497185601430428,,-0.01583717642139114,,,0.006901765748226713,0.05989679061687866,0.0025367921566837584
ADAM28,-0.029871614995655646,0.035149300842646634,0.0805628043629378,0.0634945899169177,-0.01096729626773554,0.06897967927896735,0.06628695015454004,-0.04960376547674871,-0.004239125625331916,-0.017063924861492254,-0.008985704521686955,-0.009559329191059333
TCN2,0.04286339592882281,0.030981969212381572,0.11724568072080606,0.0944476942474793,0.006015783540617446,-0.034127234637490636,0.07889981801051053,-0.04531315206603948,0.011098989723579596,0.027740725286768235,0.028706441491648346,-0.006033600656670965
THPO,,-0.029529878989996487,-0.02497986954876861,0.053713745663361796,0.00202699969212006,0.12254886929840325,,,0.0570948811522208,-0.04001843799672822,,
