,UKF255,UKF259,UKF266,UKF269,UKF275
IGFL3,,,,-0.013609673442267217,
BMP1,-0.044829805738012124,-0.027856197541511897,0.042294971126288494,-0.0864215475333964,0.005469460385936993
NDP,-0.026556939812029414,-0.03635482310292303,-0.010563617361758556,3.756742714192551e-05,-0.03912536019175497
TNFSF18,,,-0.023141547607680474,-0.020209956488173926,-0.010336034717263928
RTN4,0.03725915797880744,-0.003409350143292486,0.0147089126875676,0.10813251155207593,-0.015189020755707862
HEBP1,0.10473205263797469,0.03193509402813754,-0.04206761458703253,-0.031257910146634635,0.04777861447380001
WNT7B,-0.03255376844528045,0.08791033680276178,0.08805272841957602,0.15527854712181316,-0.019614504395306837
PTMA,-3.923429737328254e-05,0.019314993674122406,-0.009861508554619106,0.043751866502251296,0.03959273072511815
CEACAM1,,0.01575640147544468,,-0.026595151665384165,0.0005540513548402938
PDAP1,-0.007719982768925261,0.021301100543116794,0.07834086480891443,-0.028509613283378886,-0.04764727592779118
QDPR,0.07241179616457906,-0.020949081883982517,-0.020271083286002776,-0.020556075735014133,-0.018966366998572116
POMC,,-0.01939121689888819,0.029372771821023033,-0.034282624925090995,-0.011993117331540968
CCL17,,-0.01860715667056785,,,-0.012891047656575717
VEGFD,,-0.020730427314122484,,-0.0227998537258375,0.13031432079024693
TNFSF13,,-0.012834800230894583,0.09260538844883984,,
WNT5A,0.0756937220603496,0.016963672754674315,-0.020262412235795564,-0.08425399259193761,-0.0010246579592391905
CXCL8,-0.08968648592140674,0.01879027830427841,0.038328873739239155,-0.028050090284454997,0.07330019117012752
GRN,0.047068515894711165,-0.0316808114233654,-0.04237085289518986,-0.08530154415127025,-0.049750224457812756
MIA,0.013473758245104432,-0.022301716079285053,0.005179244719752262,-0.03887728827015156,-0.025337524690601746
COL4A4,0.03549875797705039,0.02252218453448928,-0.003789903329897543,-0.01341132299706849,-0.013458652585353753
TAC1,0.046105989710534,-0.021503578877126686,0.01565249256212153,0.12922752631386647,0.04035436153988194
RARRES2,-0.0095121243975946,0.006117129124929598,6.738427930421823e-05,-0.08862356031290801,0.005531116946436665
FGF7,0.05586834777808379,0.027127313067847277,-0.0028954478435713246,0.0036819533593897232,0.04535530751316971
