,UKF243,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,-0.004632680544187166,,,,,,,0.12283240768190438,
BMP1,0.16196730653506436,0.16185328039321725,0.042574096487116714,0.031889135078859425,-0.04851424887237992,0.01711049785487114,0.02957200793663146,0.032825162744532344,0.0887094933457182,0.0455028840198693
NDP,0.004231581046237353,0.04891945337426965,-0.03369868310030696,0.05028543250434973,0.20252974522022166,0.01304636561577191,0.011171550812910026,0.03387952019367071,0.07174513113486793,0.019458834815575265
TNFSF18,-0.0023672730556571256,0.03624117862186681,-0.008242008531863345,,,,,,0.04465421414967814,0.1109442722989381
IL36G,,,,-0.011669267195009896,,,,,,
RTN4,-0.04674492391411104,-0.13626595603756125,-0.030596109768808482,-0.044012491679197824,-0.08525220337992116,-0.03860654225403547,-0.012248032581459204,-0.006643400531625211,0.04437836005302096,-0.09864282266991192
HEBP1,0.008644942341630494,0.0625425271788605,-0.037152394993310967,0.028366206630949176,-0.04563894317260256,0.043076945349354814,0.018117799341694787,0.02312425106620381,0.024242132342117407,0.024978281450251646
WNT7B,-0.060628438380593945,-0.03740786238804881,-0.0020870691915004774,-0.028014149248433377,0.0412384631868334,-0.01896159924823109,-0.042536070466656646,-0.020366673885378588,0.09385408415655598,-0.048874213759144566
PTMA,-0.04687650694673644,-0.13255089672666048,-0.03292474243352671,0.05737112354131081,-0.0841659459860004,-0.02956497018020932,-0.01931244335601935,0.051911912473138706,-0.05807903016777679,0.020523905627948473
FASLG,,,,,,,,,-0.00726339068148433,
CEACAM1,,-0.008545828382785678,-0.008955689069954467,,-0.0007503240944971726,-0.022726795275388338,0.0191515827188533,-0.01351765766452986,0.0285821052023543,
PDAP1,-0.006536310994984861,0.10635795594689912,-0.022427842532936528,0.015676884727637595,-0.007026207874298127,-0.03211370175595321,0.034059664767267,-0.003223942077606751,0.021550064025592137,-0.009251990299488215
QDPR,0.04885331536024751,-0.15651247451934572,-0.02578434027100872,0.032639676894084695,-0.05312394194782947,0.040371801663153226,0.04249102989771629,-0.003158037895022729,0.06679858358044323,-0.057412167131914056
POMC,0.001725518624284334,0.009191602428601068,-0.014039372150008092,-0.019763725927801006,0.03547627673528304,0.02823642525421912,0.08012616331767423,0.012413262575332006,-0.007831113850403982,-0.01001433387119091
CCL18,0.03138411295825634,,,,-0.020274688761009463,0.08797006591192526,-0.05032030872456404,0.003933592306909385,,
CCL17,,,-0.026838946793689467,-0.023283928468943695,,-0.016123561240076256,0.02551376982465411,,0.07571496644573486,
VEGFD,0.06231006385505583,0.034840294572380345,-0.028594627739323954,0.07253086507212071,0.029510416987404316,,-0.020606745821290892,,,
TNFSF13,,,,,,0.026261115710325106,-0.019593898278654858,-0.015179423569579693,0.03679697486900715,-0.003529153150722326
WNT5A,0.02920364851354526,0.08538008230665851,-0.025169258605682955,0.04607208065461766,0.024712291496275463,-0.007038695664620771,-0.007892904050769492,-0.030281503693892063,-0.04132414236586086,0.05123363996655778
CXCL8,-0.04718276160885271,0.0774241296919894,0.06779225597456957,-0.01047142976834913,-0.13228818544657708,-0.0827521611126195,-0.08347331867128006,0.011784174680590122,-0.04402316626864675,-0.027380192834200352
GRN,0.047901456084420646,0.16667579564302798,-0.009508026953319556,0.018888073471314572,-0.00463898563584872,-0.025883673283227708,-0.03824170759733495,0.029056282755235283,-0.009962551473741562,0.015273323073420813
MIA,-0.01861538204157838,0.09854299419161855,0.006624757070941851,0.005045890623692359,-0.05567780421373885,0.21119784707845946,0.05161055400672853,0.05447799483546898,0.07926825662252329,0.06062919249809613
COL4A4,0.07790435338091486,-0.022194970404034613,-0.028020690813969993,-0.012579647972679983,,0.04304167546586585,-0.00866474517689387,0.02792522242963538,-0.008187950576313779,0.0664286003059532
TAC1,-0.04948572238024852,-0.10344246285214963,-0.10402568873933647,-0.05875190579028298,,,,0.07154066223674883,-0.028953278000033177,-0.09659124828577194
RARRES2,-0.010083805430222215,0.15282004217916312,-0.09777646108781264,0.07011288356849912,-0.019077170455113163,-0.06406018202167106,-0.021380392552762372,0.04160546563599096,-0.0014252834229757261,-0.05614421962660526
FGF7,0.03933410630574998,0.09972814230037702,0.006171828952274121,-0.013395846130257651,-0.04635678931997254,0.13152654951935733,-0.0022027739250741972,0.026054339125595884,0.04284643091001267,-0.00764309890043326
EFNA2,,,,,,,-0.01958533283629602,,,
HBEGF,0.02294452810057103,0.08687592587283369,0.11098319026048789,0.03439119514293259,-0.12959849601966034,0.022996011185084615,0.007923831957673908,0.022162813319195777,0.001950384046338379,0.07419991374543435
CSF3,0.0647095258567776,-0.023481851487336856,,,,-0.0862053830592941,-0.009675668556055018,-0.019379408756106446,-0.0042498495934206945,-0.028747829382252187
PI3,-0.04680784055188492,-0.026440874701634268,,,0.03225397058736634,-0.10083975930722587,-0.043561892534483664,0.05231054701873751,-0.05038040115682235,-0.028570433659487453
PCSK1N,0.011910758149146964,-0.03494753929650904,0.0532465386940316,-0.047435382030423655,-0.07591720532511084,-0.013358373946035024,-0.008368307282466491,0.04144098818886897,0.07896158828153224,-0.07568568019459788
NTS,,0.025618486682643722,-0.03201038205832173,,,-0.03761458997222889,0.010226881777269416,0.03323993939167808,-0.02188996210472893,
SFRP1,0.08632737751657159,0.05673714613170507,-0.05458056717022114,0.04311253995751079,0.030993680140144274,-0.055157126714012454,0.010286082764616013,-0.01717079593371453,-0.021441442955785435,-0.035865231805808535
CXCL13,,,,,,-0.01217581981852722,-0.034092035231006644,0.11899655595141621,,-0.02331839470317902
MICA,-0.033244704749760705,0.07145689411145964,-0.005716982038035856,0.040004761219361154,-0.0023994706055527008,-0.05321427652193179,0.019767219932832883,0.044733978644778,0.08416793275789489,0.03243347238569563
TG,-0.03149736013961237,-0.0008909642536965084,0.014492444206655436,-0.015452464740485795,0.022864363952011735,0.06027697972500802,-0.015403750997979863,-0.01594955120152648,0.05138722810542493,-0.025696991634174153
ADA,0.029028318973087573,0.09093683346977581,-0.02344863639079494,0.028216566974127593,0.058523244585290006,0.05463683669807325,0.03849433932791122,-0.021783019116178328,0.03558761338547637,-0.02110615115478262
LAMC3,0.06978677240155783,0.18433322239849467,0.03657746835301887,0.000131987090279891,0.06405996218932375,0.018199348747733178,0.028315845447621207,0.029515437375098003,-0.05862325298448638,0.05369416269151972
CCL7,,,,,,-0.024165501807981857,,,0.009772280118200923,-0.02464272611735655
NGF,-0.02276397884173881,,,,,0.09604298481139306,0.0012605057542766104,0.04946933056585466,-0.011516331385410764,-0.03258011409169865
TNFSF15,0.03528185720651666,,,,,-0.023558650710965478,,-0.012034280134144542,-0.029056179007577447,-0.031816541730969206
HMGB1,0.04834966813358675,0.0836552419122291,0.02229386096912099,0.04706417382007963,-0.023762274887446172,0.012693675451181857,-0.06302825017557961,-0.028729592079566144,-0.03483685354366293,-3.1874922843378416e-05
ITGB3BP,0.06666882987458168,0.03821260926904148,0.039119355157237454,0.047776123649427196,0.039101733948352486,0.07473061479588611,0.007897993214101996,0.04736745213039187,-0.013424349916910003,0.0006757024296113261
AANAT,0.0029586161137813097,-0.021181265505577515,-0.024316531455085853,-0.031233162909274113,0.014962920146854517,0.04010604339723264,0.0364088649459604,,0.08809685972385939,0.03856599589656896
RELN,-0.03925002257699841,-0.048363780500831566,-0.030260456674263095,-0.034577807185421534,,,,-0.014536106219093087,,-0.051153964737235214
IL15,-0.04003163035639643,0.03124696919925207,0.0024947717785056126,-0.02896731502504485,-0.029379249977621102,0.028146009003077843,0.08732819892093036,-0.029355313048465385,0.023451839310225816,0.026811701700456297
UTS2,,0.14062670349017017,,,0.007374184380813354,-0.018053320701092772,,,,
BSG,0.02249745337207682,0.01935678443748567,0.1091363315975678,0.08459619595420981,-0.0455797752523941,0.08415302633772391,0.008169690880072309,-0.008616843386459655,0.0813067083224191,0.02756680449693888
ADAMTS3,0.05526490124971624,0.14312629296176638,0.012549485523956436,0.008102562024439333,0.032919290947128275,0.03439005122695546,-0.012421117366087418,0.036431696825467826,0.08619073664581589,0.026551835684058316
CD34,-0.006139318693392973,0.07294951418576708,0.015564669192755095,0.007763105240357375,0.08341267196453696,0.005184014041014163,0.048254915642908396,0.0002182903446510097,0.0329034402398503,0.04462164852302551
CCL23,,0.03956572795753666,,,,,,,,
PLAT,0.07290247102621182,0.1611363317075363,0.1417314660682103,0.0704184502784532,0.09694703684518159,0.12350634428517367,0.014069012487381264,0.002405775128133518,0.06877115948500283,0.06579762691309012
NTF3,,,,,,0.03571547501569754,0.12241191659991588,0.00871504869597848,,
LTA,,,-0.023419353970150724,0.053918275838115974,,,,,0.027329194897865287,
CKLF,0.042267256999405714,0.12594384221975957,-0.013883243081996737,0.05989028439532396,0.11035360353453995,0.07305448365801971,0.04296491060507537,-0.009323664968355539,0.03252847703435062,0.09740222077906484
CD24,-0.12557787076021668,0.044118522330216126,-0.07121041203543266,-0.026289214339885812,0.06968259121279084,0.03681058085740613,0.026522120794718895,0.011982381902315506,-0.006662636251935231,-0.006476581752457551
HSP90AA1,0.0089886212949425,-0.10695974203208597,-0.04155311594656738,-0.05504289888404522,-0.17708002318553567,-0.14485100501010048,-0.0921384477934181,0.0035961687744097293,-0.07123791817722508,-0.11936125024446916
BMP4,0.004834623893817003,0.020367955069206984,-0.022166787138569722,-0.010733443593936406,0.05269303460139696,0.054947545556569395,0.07875582292992152,-0.024272264810030218,-0.0012531531508832637,-0.002244177599806074
SCGB3A1,,,,-0.020213011842859698,0.01966789485475045,0.020605462747757562,0.0625561101529503,0.06663770122528072,-0.025197592723039963,-0.0352736373902906
IGFBP4,0.04716880623005061,0.15280505763229868,0.09000293315085678,0.09080737705293941,0.06312417171005102,-0.06917621120435141,-0.03346874821318198,-0.0012128727750597202,-0.010685519109920985,0.014505258375360387
RSPO4,-0.027808534004228627,,-0.017157937337059625,-0.014429826249525908,,,,-0.016830646003687517,-0.009154111156379962,0.08978774699212255
LEFTY2,0.01931636862072614,0.20200523591215105,0.00028597390285817746,-0.03575983131624567,0.13876703513218375,0.00043030657636796386,-0.022519613920718,0.09094738179807786,0.0802198434921744,0.00030199911693463093
PF4,,,,,,,0.004669057631394221,,0.01379723800773446,-0.01733891530112871
ANGPTL2,0.027415676663824624,0.12567246359238085,-0.026989252007876403,0.08197130822670307,0.0784060023564799,0.11146271149734295,0.08462681493033439,-0.049781276763492734,0.04413675390203474,0.030144477833086696
LRIG2,-0.04260638064386364,0.07424420000651472,-0.012884512505852094,0.050689367654090337,-0.04599194615718163,0.07411553029758079,-0.0550448065502368,-0.04213529379603271,0.06733020968156281,-0.008822058345969878
ICOSLG,0.03076910360610395,0.012301943250057441,0.04147163718482703,0.027543228903672893,-0.017761765584301654,0.05540304528512476,0.05693697779402793,-0.012717466250895862,0.021438037815703737,-0.010035814392251761
WIF1,0.019784966546884584,-0.053654206009097406,-0.021019023163650962,-0.03668372894484672,,,,0.008019231541748089,,-0.01643450064402142
NPPC,-0.015274399992751847,0.06440740405519825,-0.033818964489942545,0.05673098857716157,0.021118293987935258,0.04618275509560834,-0.03396508859858354,0.07834107926437839,,-0.04166941853572009
LYZ,0.015728682543778346,0.10299608701364135,0.06425439047684377,-0.018641521885595584,0.09314987911120498,0.11317401380003163,0.011900226771976925,0.03935121847297441,-0.0809161074974874,-0.009944504714776278
EREG,,,,,,0.024030180042939445,-0.001782126949424445,-0.02096285336347065,-0.04433836868663497,-0.019962227866854403
SPTAN1,0.03034745598031082,-0.0262152918069005,-0.04995181854972971,-0.044345071861539076,-0.026443552765142195,0.0064586654445975104,0.07819468715392704,0.05635893654096262,0.026831074682619704,-0.09284987995070507
PTH2,,,,,,,,0.0025775005125479623,,
LIPC,0.04835394295491148,0.01452003353412472,-0.03908190707209307,0.014535203643805637,-0.02206362451181587,,,,0.005417484307521004,-0.02703900052257464
COL8A1,0.10114829539805133,0.09944632507447021,0.09061037307303618,0.08214796383403047,0.14391666802318034,0.17455495639752155,-0.015617065914004448,0.038868593792245346,-0.008501884519602484,0.0565183858326756
GSTM2,0.07858714129042965,0.014411566441507985,0.04684161355647718,-0.033469058096726415,0.03803377704133833,0.028723640097888175,0.04420262001978115,0.008333161918414217,-0.023206010200104765,-0.04156284301332088
IL4,,,,,-0.05847121279983269,,,,,
SPX,-0.01179199178568937,-0.042937924650421073,-0.08471771114224723,-0.019222430492888548,,-0.024364772092253576,0.016033315969942438,-0.022918283364290446,0.03760302372279733,-0.013731630874217172
MFGE8,0.07792155577638611,0.10954098775650094,0.044557171588393014,0.032136284349256125,0.051439282960018554,0.05314794103538403,0.03909221805641373,-0.006096579351693206,0.033692842173968146,0.0036607786095801047
TGFA,-0.011999717701057263,-0.004682460983166498,0.06284503171875869,-0.007064882773074816,-0.0846135698156753,0.027672788412629927,0.018150637771721285,0.02829327384096968,0.11010967780600357,0.006972765358075839
SLIT2,-0.01374912252783699,0.06013396750421844,-0.0305262641192265,-0.0230194689523921,-0.020394418617541,0.05507680733870749,-0.03149840380814824,0.07767835890770966,0.01002509128657232,-0.004042833672377826
PLTP,0.054386295301547066,0.13829143297579588,-0.09299654317376217,0.04422831883294371,0.10668879592837727,-0.007279897492347019,-0.031595681387652653,0.05124251643018518,0.014827601786860599,0.019572012248811683
APOD,0.11161642521881791,-0.024175552710721762,-0.05163592252683262,-0.029566487011724558,0.009209715009595656,0.15368361052636678,0.08659095005488578,-0.026844639386587398,-0.12963616545449017,-0.05617064533562823
B2M,0.0756471527020557,0.17118295629078323,-0.12713965968417482,0.06365145980184587,0.12477685047405836,0.08359436984644329,0.010354103205808856,0.033125033816482664,-0.022731012004115973,0.041108497288942905
OMG,0.017718318733985654,-0.029708439816260476,-0.0975236733175148,-0.050839141989795465,0.07540065342984348,0.08794399800224961,0.07882086388499439,0.017495961637213914,0.08094601731400224,-0.1033919187398379
CXCL3,-0.024883598516025254,0.0953940476728354,0.06686129029898019,-0.02086171497969594,0.0694811034184243,-0.05810033695318657,0.015476999397808576,-0.0077444107371384945,0.028554570593950536,0.031140417217089926
CXCL10,0.07235018601156464,0.14810670444311644,-0.035355094074444884,0.009519097380825115,0.10960966352953243,-0.024953980750801276,-0.02407791542655054,-0.022997528964617913,0.04709358242405589,-0.0032552224430467277
RSPO3,,-0.03478076108354395,-0.0032725774088169426,-0.021800090083611515,,0.09216967656085381,0.011317216641375923,0.02762855399799664,0.010988309650828594,-0.052880063940264545
CORT,0.07867221280595812,-0.015569371936922993,0.00473613060032429,0.016301029206647433,,-0.027555067153171683,0.045927772912402846,-0.0012164806495738678,,
NCAN,0.1426558595825397,0.021656620886572723,0.09391459543977816,0.08920720264084804,0.031309191499932415,0.1232914906717894,0.07087308126187786,-0.042290694645440455,0.08808618655309924,-0.05937801076541336
PRG4,0.010976631033732457,0.019623179795746536,0.021558256261011856,0.0017827754242496655,,-0.026467911753831636,0.03157128873404716,-0.030113002995949358,0.014838459831488883,0.22549676678604075
ZG16B,,0.13394045020904055,-0.0035213692340011022,,,,,,-0.030746858241409245,-0.014791873027750943
