,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
DCN,0.022262040825325395,-0.002139948427890793,0.12489245209145582,0.02076472460745631,0.04109554099876579,0.02362815029319518,-0.05900831752346129,0.0707611552398495,-0.03306013801848405,-0.012903364909814943,0.0800665742907187,-0.0024301922883445525,0.16709671291086653,-0.07947006714854492,0.05298649836143728,0.12114271716358627,0.09870356480187917,-0.11272407217353025,0.003183425412351014,0.08968291994478174,-0.01943551036926258,-0.049214360340684576
RARRES2,-0.03894954567127759,0.11111439867941314,0.01785865929452073,0.03132999658745055,-0.016282395701630193,-0.09455361907100283,0.11703818649116426,0.1313557458682913,0.0599461992587693,0.06478982173211122,0.02739999893292487,0.07278635113398799,-0.12131006188410215,-0.06300556924660287,0.01987021788405663,-0.22862169519000716,-0.17487623913859507,0.04380500343433886,-0.04520127229708228,0.04284441654990664,-0.07215245202492707,-0.02271304116849113
SEMA4A,-0.001062822933191956,0.09043350621369886,-0.007612752187961511,0.008759784756502432,0.017018061184319918,0.06262093064720205,-0.15076356410007588,-0.11902162074781136,-0.01483819201584917,-0.029951026171439552,-0.042698782415447105,-0.11640156768996139,-0.07462424712280513,-0.04079309432687379,0.0642367070383064,0.07664220195507826,0.16900858036630795,-0.018685076578267713,-0.0009254302567176348,0.040968480110721295,0.021779854381413104,-0.04463862046620536
GDF11,0.007204665867215308,0.029145667811710907,0.024867665047020013,-0.05674996962505479,-0.03839180963497725,0.027230456666059315,0.08531287582860302,0.15919495388433907,-0.05110128519451124,-0.002689874650394266,0.04126651691075386,0.10218793174309473,-0.09645672954778939,-0.05604508689158718,0.03400403000434976,0.09034193988476152,0.02887309053780654,-0.006444976693432622,0.04288307637047968,-0.01985757636892859,-0.009602871649162193,0.06672886877192268
GPC3,-0.01995680695022137,-0.04159511037248006,-0.022585050928831462,0.012691192284513543,0.09172047956466196,-0.0031124773595571087,0.18184746842985813,0.0531015964067795,-0.024915287332798877,0.0044159783038982365,0.011392771323399496,,0.04469388409735367,-0.026269318239414047,0.1303802413403428,0.25021339678903753,0.36734732021137734,-0.040950142566082585,0.1377247585530247,,-0.052224754802459965,
OSTN,,,,,0.0015930117237591514,-0.01745382512296844,,-0.029230712734632205,-0.00921735887756242,-0.0038760848831543276,,,,,,,,-0.07471961541942763,,,0.029452148665944543,
GRN,0.013782117841011044,-0.06560333310125015,-0.0006495257975334135,-0.021795926082342064,-0.010116043620278278,-0.03930646237172634,0.10431778795678742,0.16478138647111895,0.03568187812083255,0.002801672267862289,0.16445212429570513,0.007338807975565488,-0.1232416963751577,-0.13907795520904906,-0.023165246335417052,0.017948882640048524,-0.008885404816602568,-0.056357637709100114,-0.04498669257696811,-0.08940179693437406,0.09662746831486245,0.12613900673923392
CALM1,-0.041683092134159404,0.21497224302444087,0.05133795430429576,0.03855751160931833,-0.011251128632673368,0.1027646800034732,-0.20159306088219714,-0.13158616791347696,0.09123475314893863,-0.014666718901744705,-0.18829872174832543,-0.043205178582895756,-0.06307489312333786,-0.07331185216767498,-0.01753977954496634,0.19394289466444628,0.1666013186595264,0.04822309587792871,0.22319780483277749,-0.05617319842599526,0.09439094836152913,-0.12069591011697027
ANGPTL4,0.06869521607162782,-0.17916626776829472,-0.13675359335589105,-0.0024341777717296286,0.02605258558778072,-0.0671928902556576,0.05477449455145002,-0.05782895898177173,0.06027588975395411,0.007782486887804807,0.034047551995699595,-0.0317975292197816,-0.003541676889436202,-0.09858439501353791,-0.037479183340770716,-0.3257581893106872,-0.4276376746719263,0.048166061158759245,-0.12401517739004925,0.05524616206167477,-0.05686872735211213,0.09606386562543885
BMP8B,0.033063084207494334,0.042692479649890834,0.01945029662790566,-0.015168079557053899,0.07768322969156641,0.019419222380888005,0.1263552782887596,0.00926503970740111,0.048696313891143934,0.02638455249418524,0.07566953757189028,0.087780588130755,-0.04039035037712085,0.011773225522836443,-0.05073967723774942,0.07088406697078387,0.013041008442227142,-0.010258348219857752,-0.10471182852928267,0.03952587006582208,-0.030446887807388776,0.08739136363668086
