,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
COL4A4,-0.019383322954342214,0.003244891916537673,0.04133398514445881,-0.003231128581544866,-0.016061219101569622,0.01335831900875594,-0.1228726194959542,-0.08731334385481557,-0.04021046607594376,-0.014482112560748932,-0.023592617335194396,,-0.07200424957403315,-0.03552506513653885,,-0.14191091368686992,
TAC1,-0.01673685063409927,0.39437325026215814,0.17300411415741418,-0.010354033439308586,0.13951095903938113,0.1621121963926218,0.32045589390995355,0.33883328367322857,0.605254738817305,0.265974093502231,0.12306449096778926,0.4015812036677845,0.39734283657887737,0.13901746675079277,-0.009787859101238942,0.34073443311566987,0.25721638914259753
RARRES2,0.09717235393754536,0.03912932121814347,-0.050651271104859716,-0.05585932317286905,0.009046275775395874,0.05535566675380525,-0.2680124787321194,-0.1705075861055157,-0.5549285591485286,0.19460244172280794,-0.036560559434390474,-0.19142918244494894,-0.229174342304341,0.014050441861861237,-0.11307710165064351,-0.2318345394099728,0.04462256806839723
FGF7,-0.029390660959243795,-0.05937321616962766,,0.05744848238550716,-0.0494605335513965,-0.057628902270488384,0.11633874090883856,-0.04625101751091969,-0.10779350072421989,-0.0025851189697850526,0.03358660190964992,0.025410834571647306,-0.02555067354970373,-0.006813371128884269,0.12442647702733622,0.05835752395774929,-0.008966723619376072
HBEGF,-0.02797476482891732,-0.0610628258616828,-0.03857666580380477,0.05677671293304645,-0.020441502073381468,0.018903321838765166,-0.15936827079156862,-0.2008972373403267,-0.2025461852537699,-0.2238035804096145,-0.02585825026206242,-0.24640582920533505,-0.11585565196849834,-0.029548075396113944,0.010051794438753606,-0.2105929813941198,0.024607857330995596
CSF3,,-0.06627321013374887,,,0.09472533891771001,-0.02097448082476014,-0.04318538870997356,,-0.03768966042382547,,,,,-0.025271116150652317,-0.012237229852867522,-0.11217428528880662,
PI3,,-0.07851050012968849,-0.02988857155146224,,-0.011485038025366694,-0.07239431993981744,-0.08608297077421792,,-0.06663242033438595,,,,,-0.10414256835747583,,-0.12648384924635667,
PCSK1N,0.043462067692734,0.3632597232339868,0.11539736184165149,0.03411683202709323,0.03853071735935811,0.050699019760761396,0.10189215785394777,0.19670242065251192,0.3585730838841003,-0.13904802518651252,0.13154934452736985,0.5672375327494341,0.46421322306819157,-0.07361726940509565,0.10598830866219518,0.40777630913216595,0.20246129432482196
NTS,,,,,,,-0.0824232320534707,0.020396542552366427,-0.07302114340170549,-0.02150515856854467,-0.08397020841237719,-0.07666888082591189,,-0.031910203261522274,,,
SFRP1,-0.02435254044189559,0.1207214886760175,0.10134277815089075,0.01908429082671298,,-0.024083444753956986,0.09403670011855599,-0.04264693186926606,-0.07465544763871794,0.043964579258924344,0.026062781106591718,-0.17941175778821064,0.020369180443047176,-0.03731793347183347,0.054472541687240375,0.046499467542041165,-0.021684197577546416
CXCL13,,,,-0.02692687519624739,-0.02113949894407274,,0.08072798292594853,,,,,,,-0.022453794672602206,,-0.04492401536099455,
MICA,0.041390381277783,-0.09645268872975653,0.0003039762736950671,0.0272295407446046,-0.05214386208846553,-0.03247300468382878,-0.03470395679677582,-0.0023943443101988975,-0.1665870085666579,-0.00046391931859145663,-0.04276789568674325,-0.059369588020161304,-0.17046201953852483,0.004720798030835985,0.005699916157119722,-0.08760316087431053,-0.000567690379499303
TG,0.028765058181981697,0.014707730542687801,0.0807226925815585,-0.018407907131692786,,-0.0372458247391039,0.024020762347680445,0.036722534866318386,0.009430694148892643,-0.008738894717248244,-0.029989318957801707,,-0.02623190355861971,-0.020798516922635568,,-0.010467111910133206,
ADA,0.03280706842485753,0.019946934572883445,-0.024946123508983165,0.07369222083890113,0.00012440030004855337,-0.03378557334017977,0.049512257414079094,-0.06780965088271947,-0.3854301416321287,-0.007005661548615438,-0.003067579631264878,-0.21512907815463822,-0.16874018709398853,0.000519197197246229,-0.06788301161035175,0.01949557879643058,0.03528417994593908
LAMC3,0.015396636118351613,0.03673466016887092,-0.03156228184345093,0.0456865918153948,0.1048270939274372,-0.08104542860538604,0.08705806707137938,-0.14662611090181493,-0.2743103825054158,-0.08240636918637553,-0.013341886431788684,-0.11440697036471405,0.04697991827774622,-0.09988303336836393,0.05984508496764033,0.11572723268271988,-0.09064703873376723
CCL7,,,-0.031260102215546134,,,-0.013495945239058693,-0.06408047530482361,,,,,,,,,-0.13973398953344707,
NGF,,-0.03818188027335928,-0.01179348997001364,,,0.006869102702103594,-0.0017288754852710464,0.03171247547110449,,,,0.15964854739283094,,-0.043384983962281735,,-0.006741337866310904,
TNFSF15,,-0.035068375166100854,,,,-0.035231114601188954,0.020225629127246566,-0.07148579963908341,,,,,,-0.015692929278021777,,-0.09496785575321,
HMGB1,-0.029244464380493555,0.1370246523073919,0.025725257849696898,-0.0537390455720862,0.08178414138881206,0.047350350673893926,0.03227737027971341,-0.18658886088935125,-0.4796060461638773,0.1230636153930683,-0.08363135349593656,-0.25940263676638886,-0.007519622358411418,-0.0956525781572591,-0.019074704799685652,0.10249313170324914,-0.003698231818372325
ITGB3BP,0.01760459000059859,-0.21562867689532597,-0.03645347249954523,0.013475772623728509,0.09797086010024429,0.014692377859598319,-0.023036177300724603,-0.2324166426173632,-0.35876190243871214,-0.018853678089633383,0.043173981449674353,0.02867618115016685,-0.26370351650805124,-0.021781179033411896,-0.0741629805056415,-0.10428101177337121,0.15367926168460377
AANAT,,0.05104045937169688,0.037077676983668095,,,-0.0320567144985158,-0.02478653988662347,,0.014018536344023292,-0.01160872472828766,-0.013862778135161452,-0.027245449528474817,-0.03894745040866717,,,0.04006080049996351,
RELN,-0.016069285001484242,0.07104187918798241,0.0037651556837509934,0.017149978261726116,-0.01638043516272648,-0.017463803415649834,0.09886633429311446,0.006272849232607002,0.2984907279072045,0.08168750466319842,-0.025605317801825084,0.09043508907243694,0.08349838790331554,0.16184639667403355,0.018863132428173276,0.17372030879878214,0.0007919187171492755
IL15,0.011457772390757228,-0.0671448048709639,-0.0041535509316799925,-0.03858688383571658,,0.017724777610290194,-0.006985492062180852,0.03190490546793319,-0.1496135113866357,0.0074557933519435226,-0.0010129035984311676,-0.09273464884361211,-0.02027545994128415,0.06546299298622801,-0.021359335374500077,-0.12088402719357375,
UTS2,,,,,,,,,-0.2034053033196625,,,,,,,,
BSG,0.02673342660733934,-0.20747099249938017,0.09953993326359939,0.023492047478599017,0.050366885977998654,-0.006950498200964674,-0.08661207765658045,-0.03310668648454423,0.27995983883164227,-0.20132965968316532,0.013993431000307012,0.42107728523027754,-0.3049206405784861,-0.07836804739828787,-0.06168280049372515,-0.052260678181787666,0.16843187047808836
ADAMTS3,0.02117733398149432,-0.08160050732705612,0.031172121151969313,0.006492965572154521,,0.031552115729641644,-0.07448859490876586,0.02808328724301246,-0.4708923836698905,-0.05792544442804561,0.020057926812435966,0.06610521021437585,0.0020733766419710167,-0.046097376585786255,0.05965246572765452,-0.021497188884984017,
CD34,-0.003510751237658648,0.15698383044893371,-0.047602451232519626,-0.013233593186277981,0.12243954989452263,-0.08640545312662488,0.059902412135695325,-0.06864298160153812,-0.2517315662520786,0.01691069325226789,0.05762108430008413,0.034348350241204244,0.04631277721186423,-0.033765435989342195,0.06047356013825266,0.03959009141820021,-0.06387324928951732
CCL23,,,,,,,,,-0.06911215476330264,,,,,,,,
PLAT,0.00677231766969766,-0.07315605000273392,-0.012986086728084214,-0.05895847358261432,0.016832453111934462,0.03679286979676528,-0.04093625201550464,-0.30474660644025137,-0.4460858205858577,-0.2852229419878942,-0.0007652909719026004,-0.029754086775000542,-0.17987455135213293,-0.17655569617740108,-0.0619825640985633,0.08915986293465797,-0.04643128566013973
NTF3,,,,,,,,,,,0.012826063725997457,,,-0.07368688373433721,,,
LTA,,,,0.0132140337332407,,0.04682746469004372,,,,-0.03760197470308366,,,-0.05765940535666558,,,,
CKLF,-0.033354002916517175,-0.03268105725804585,-0.06001947942892697,0.020612618858653998,0.009331963027027651,0.05903124903801744,-0.08772948130499535,-0.23545755666917798,-0.5397161250232188,-0.008152770434376972,-0.0516477110051993,-0.2602323234736983,-0.2754628311632717,-0.0652241544734082,-0.08843988587519973,-0.15669642730029376,-0.030636670205983124
CD24,0.03745616171918808,-0.12401036200120105,0.03820452702206983,-0.042314343644907694,0.019456344508952946,-0.08469921070729544,0.0395147348436068,-0.1782273501330021,-0.07752309179462694,0.13788981313094734,-0.21432962051131876,-0.03450753658238966,-0.013116981361868138,-0.04401166959897058,0.15377776084772932,0.09331388806598123,0.11541726224239177
HSP90AA1,-0.11551700794919098,0.14060144293019652,0.026709202187546858,-0.02931832684025922,-0.025261359607119387,0.019792149181642744,0.3121009475118051,0.4140980352726531,0.5664674881015938,0.0036726218179307306,0.05305829414749851,0.6048688161538264,0.48084164341032287,0.005879029196848119,0.061127204412900635,0.3155616718946523,0.13746979210225468
BMP4,-0.019948248805978945,0.1764262409358238,-0.0318758123065841,-0.015921444038170064,0.01974752571454561,-0.020584130836003106,-0.07003052323221944,-0.23880407434669443,0.07940205057228432,0.11948290744515307,-0.07218513977932575,0.08965397968183202,0.017251586194442503,-0.03917703029300888,,0.0004868121569282607,
SCGB3A1,,,-0.009645380295272453,,-0.03111894187005179,,0.023564779145866434,0.00859515530805663,,,0.010271062784466142,-0.04636919839080549,0.0955643081870571,-0.03258926230036694,,0.08910691001661977,
IGFBP4,-0.02318328225870741,-0.06058482904034756,-0.05749056035642342,-0.042460805078327536,0.05446745430939447,-0.07126856496886845,-0.11605256940210182,-0.28291057248533835,-0.3112855948757826,-0.15909964378032176,0.009097012247311015,-0.18436718982579084,-0.12217906266473491,-0.16867791498493828,0.067549305050816,0.1210669935315858,0.09383777810552035
RSPO4,,-0.034656562720116406,,-0.027432456140578685,,0.006386042371331639,-0.05534721628187817,,,-0.07310317769192073,-0.006167449702268413,,-0.06826638506215987,-0.021947481236530415,,-0.08897034781515643,
LEFTY2,-0.01919167031986822,0.04510340239777214,0.040143844120645,0.1109354605437461,0.04822409039609281,0.008398228557017055,-0.06256702146913339,-0.12448554827043794,-0.3532034101954336,-0.026414848231043467,0.01575022317023384,-0.008859642592082948,0.01105570230142721,0.0343173160917471,0.1306845142118692,0.14791158028166626,
PF4,,,-0.011845284230298507,0.018240444930272163,,-0.01723204541832293,,,,,,,,,,0.02738864456314451,
ANGPTL2,0.02496928224065082,-0.07045300460301486,-0.03229841722826349,-0.023952083858301134,-0.02225339085409834,0.03927535834376893,-0.08037944952567697,-0.3769899563592063,-0.3882539266595095,0.02132416229350894,-0.061674683801390295,-0.29274118714458935,-0.3870961486856201,-0.008411567686738008,0.0062978716274574185,0.09679205363122718,-0.10935749707142393
LRIG2,0.027417501997924146,-0.04654573252314734,0.003844220854349609,-0.007539453419673199,0.020424115310974534,0.008371682847059416,-0.047430734262783346,-0.17734616711516143,-0.19204361243394935,0.028368623375858954,-0.0676115690864006,0.05993553559273433,-0.12294442585116742,-0.07344402045323337,0.0663599230506741,0.06899480013507432,-0.012365293097835541
ICOSLG,-0.060041632838194074,-0.014649262212328762,0.01623877534984042,-0.03730111008766655,0.04033523158464844,0.010609289360781081,-0.07571563739514511,-0.12957721083004325,-0.2841398322420735,-0.016456674050987646,-0.029986757217394747,-0.16026566317076052,-0.17966831910238007,-0.01013358568526041,0.06028013351056683,-0.03458708409491345,-0.09261722983022247
WIF1,,0.6299354416334757,0.008573645842684422,,0.021295034958650053,,0.14184262210314455,0.3698867314606343,0.6201478557738862,0.031620169780725155,0.08294054496080797,0.25158529099912896,0.4261420601245128,-0.020402309684221173,0.01784756108213817,-8.609843442547005e-05,0.31489415807554527
NPPC,0.040715341253257334,0.07919917960455786,0.031799664562540825,,0.04123012716555155,-0.0428206800030799,0.10535719701895781,0.06952277452180246,0.0668609637976077,0.06915123552727225,-0.011791577574491277,0.15041564411067168,-0.30615366134644734,0.02660324577864554,-0.012254613422625765,0.17973174144217888,0.1611583804905368
LYZ,-0.04900077039065764,-0.06097607510989724,-0.03311206724001095,-0.07591764695743614,-0.03427227421715522,-0.070059095908272,-0.10221775843849125,-0.12320716017518157,-0.3157288190576559,-0.024412243000092853,-0.038635710423387294,-0.4078778891795637,-0.0655108087339293,-0.02044436012982159,-0.09435394755993716,0.033250261441562394,-0.06856294432207166
EREG,,,,,0.1398508462375128,,-0.04705313793320985,,,,,-0.07798673103145756,,-0.02733595791617914,,0.003167265561983763,
SPTAN1,0.09144062875506948,0.2252247085161575,0.08137940056362007,0.04944529176894662,0.06618543931803793,0.06426035318673524,0.16038888424986938,0.2288324168249292,0.31760426639551115,0.09773194676869185,-0.05121942771425608,0.5538291385056909,0.3015889233867378,0.03470092463004632,-0.03385739993848403,0.3901191440923167,0.14083961144189924
PTH2,,,,,,,,,,,,,,-0.0349038067925954,,,
LIPC,0.01213762539052738,-0.006329353619198864,-0.012529208004728029,-0.008293916485900358,,0.008001792260258428,-0.013711733584807565,0.07858608072089444,-0.11017662376267752,-0.04279163055962344,,-0.013471055828415108,-0.0760241591507893,,,-0.010490569155774357,
COL8A1,-0.033065525018317776,-0.2569292586463419,-0.036283369567066986,0.024255304800452862,0.11945672761400894,-0.03214722362687262,-0.13372272977903216,-0.21874549063804077,-0.17048851369771342,-0.054587711556920986,-0.03433331712160407,-0.26877618133364795,-0.27694069572645297,-0.101693829028672,-0.0048311263025122946,-0.12635716272684316,
GSTM2,0.1428039283479529,-0.002101286885909619,0.02203122851006968,-0.04689059237797049,-0.036617401392659614,0.008339221009389495,-0.020567365692238097,0.003045400069121087,-0.11260678833210172,-0.05618587786652463,0.026457674759840094,-0.03347806401533976,-0.11473921114095943,0.05469348730968126,-0.03244032530692773,0.031009796370398,
SPX,-0.04968927972053542,0.22342548194056197,0.08775477033431832,-0.03465422796742812,,0.03941981524122677,0.299944179604904,0.1380784114346426,0.2366172003869681,0.1788329916450527,-0.03163667802974345,0.13857817264532776,0.4077520808287042,0.14622816320218252,0.019312016088656504,0.08626778785636847,-0.0676740438122075
MFGE8,0.01828705641650077,-0.24400374874263564,-0.06447604936787316,0.017690621895090405,0.028253527945902954,-0.007008834341638873,0.10462419839694077,-0.11388995067870268,-0.14297861260347877,-0.1041819896620955,-0.05973514028725502,0.16063537903896694,-0.1425748203219134,-0.12534414799699686,-0.025399732916512405,-0.06440576103887355,0.0133281918483444
TGFA,-0.019688181814390925,-0.26097626754862596,0.035813656381404484,0.042792730445194035,0.07437370530902425,0.0358101768252059,-0.09059403850524453,-0.1623183065517752,-0.3176291174110764,-0.18427838253969298,0.0013307396238455798,-0.14758155474380555,-0.15863949246733935,-0.08422456608433984,0.007569578324860025,-0.06425904892191671,-0.09624875919414745
SLIT2,0.07328931155791285,0.4227603956126891,0.012858602291470749,0.022291758931519596,0.13501313186819047,0.024225594530596292,0.14212946108066676,0.10621936198811488,0.21221862475071876,0.12227401939722671,-0.01215229527722717,0.27427929546123997,0.41240021168009594,-0.05247739182940007,-0.05244370108631357,-0.02719171922498779,0.2049729652343363
PLTP,-0.017604149285567125,-0.11924384160502054,-0.06772124500538808,-0.026486559695272853,0.06353425528273879,-0.004250608618033827,-0.224030370133807,-0.19703279289813785,-0.5442009699990614,0.06152347363927074,-0.18390239414999782,-0.5308717594103894,-0.0684609746131975,-0.09652766756872011,-0.0029841238466645457,0.01314982828152078,-0.11701853050490739
APOD,-0.0357378795206577,0.15612856202330405,-0.023906166734644716,-0.008478378701933435,0.12186766880753927,0.06321829825249134,-0.011108886036442459,-0.08423574383883368,-0.5234117135518619,0.10311687147812036,-0.10225445977035384,-0.347540498117425,0.2552392905906134,0.002448975237193365,0.06412124052016313,0.172036484957059,-0.24950401331824423
B2M,0.019431454021816646,0.0711940396531988,-0.0004422887851279456,-0.007164859453052838,0.04930316362783803,-0.007117120872774369,-0.18704994497766972,-0.4284969260969751,-0.6613050773181515,0.04467512696117575,-0.2683658200180856,-0.6153373832114554,-0.44380236845015925,-0.09878631302591523,-0.0686837045452697,0.11474308261051072,-0.2339441905792426
OMG,0.022226346057763736,0.33029562151118913,0.06948831680590695,0.03652875237961122,0.03624208545428479,0.0030464914653694996,0.1728438854154406,0.09356686731174092,-0.043973872973456875,0.20856256267078538,0.03797919688018227,0.010262848460223207,0.3437296632148628,0.12207420203350626,0.026419815509786587,0.4455273955198396,-0.1658909193949363
CXCL3,-0.015609447934400462,-0.12768614374302473,0.02151327744576576,0.05360774988379176,-0.03426556288268941,-0.05274131324815935,-0.11410469173868784,,-0.0327466897416351,-0.11050213628335369,-0.015498383361628862,-0.018860823961551323,-0.04531074305742407,0.021125226463600103,0.012851776610035281,-0.22647278808910934,
CXCL10,0.025161563516403078,-0.019911137332753997,-0.005724925828096792,-0.01079349625188998,,0.005413097241518125,-0.00559127158288788,0.014641888011486134,-0.43378242834077885,-0.025416638161993736,-0.05061134088551148,-0.0924737940207133,-0.019735006864667448,0.04886835356579603,,0.09501721297220328,
RSPO3,,,0.0283181470383315,,-0.029113023235864195,0.027304396860851805,0.2597692948598433,0.1474843991049805,0.19765347207467324,0.029421708359286227,0.09309288416805356,0.261930343399263,0.1469935063710305,-0.04555040505651779,-0.011827344626341989,0.1968066633861596,0.10565399104315457
CORT,-0.01938332264233451,0.15949189452398957,0.05633866043286631,0.019774525112090015,0.17002271078762646,0.04643098905939081,0.1650295232062804,0.0826026746433496,0.27050358837206495,0.0774470542006334,0.05789919964485776,0.08714672190014837,0.08266434473250574,-0.036501604821469344,-0.053945230624903584,,0.027822702236460353
NCAN,0.009147669916657242,0.011269567144367821,0.06388106969069604,0.004842165063748468,0.13464913766688938,-0.0571958225647748,0.2984825034455406,-0.19503953110604133,-0.23353675786909706,-0.058154449027722425,0.06287770498972431,0.3161533786441839,-0.38872484491746434,0.1422249944556779,0.016636113337481565,0.36279014361067874,-0.024368768337602657
PRG4,,-0.01605576272275031,0.009596098721767074,,0.017444972582578284,0.029345422458685034,0.08371830477560321,,-0.06069583276462715,-0.05212136467678862,,,-0.036399072914705746,-0.052336399983440425,,-0.10843232205344391,
ZG16B,,,-0.025617074690941485,0.0165848328306776,,-0.004741319790107091,,,0.09736088545497633,0.059583839038232264,,,,,,-0.06362594806148732,
TGM2,-0.02930818845548291,-0.08332540939970973,-0.0437786541357396,-0.03994442745319247,0.02088786929850036,-0.03042461223100216,-0.05080519746237609,-0.007289176156960627,-0.21129967376088973,-0.0819905139996823,-0.006753858868987166,-0.026973771199191053,0.24892090370771033,-0.07682299088296386,-0.07007756326525456,0.11771888916532598,-0.02668895365479667
VEGFC,-0.01938332389036541,-0.051209794337810734,-0.01707269340975215,0.007496449617768435,-0.04328859509191175,0.004676565175866169,-0.02344984464354561,-0.022577944858988862,-0.06623964689370225,0.08776056687704513,-0.05550175711383446,0.0027730542439005656,0.003418750747893475,-0.037458133122851414,,-0.06111195881698123,
WNT6,,0.002731103381399748,-0.03891887457064223,-0.027050721420833517,-0.04803646720575865,0.09997390655109525,0.060685167087622456,-0.030716778999232263,-0.07529342969966846,-0.08077786458732679,,,0.010454595356326542,-0.029127889408152047,,-0.04822240527393611,
NRG4,,0.10417914158750893,0.006389979266368067,,0.0018006696708958807,-0.03108165872679827,0.03867587917389786,0.046970453951739405,-0.025254996301987735,-0.022954878011085658,-0.05166301991018691,0.14393085766689934,0.048136979599534155,-0.02898221841535471,,0.14577832179862166,
PMCH,,,-0.022497832780334227,,,0.03281624790739664,,,,-0.008842627124806853,,,,-0.016686764756220777,,0.04149785312831118,
COL9A1,0.07635910278634693,-0.010139323109339177,-0.004613148178322977,-0.026309679764293832,-0.026585451166383552,-0.032682697885334525,-0.03311072772940801,-0.3158091869091581,-0.13244976818976553,-0.014909331319638786,-0.03436997645368894,0.04358390779450811,0.020007760696178517,-0.06762472102544324,,-0.1268795513066138,0.026643458907451116
GDF11,0.0434689993023173,0.005452388522786459,0.05279766570899308,0.00026205181166503934,0.013392496449300455,-0.041278389119678044,0.026338201499362664,-0.2770783859696492,-0.2732491212097298,0.015934447290225928,0.012104239059961667,0.04470737384184557,-0.19296851081088132,-0.11570119409568333,0.07110277419160299,-0.015530167054801858,0.005679640568258902
IL24,,,,,,,,,,,,,,,,-0.07893888130135042,
SORBS1,-0.030950360272874726,0.036481922558580425,0.06633473494633278,0.00957716221111781,0.03540133397730992,0.10838000647044616,-0.026492043887112432,-0.02011026095843339,-0.02575345406045374,0.1240633944137023,-0.0387388205372995,-0.03468972004793478,0.047620039565422975,-0.05342233919281932,-0.0021897815334101975,0.17907074829878183,0.03097959357113452
DLL1,-0.016262000689626434,0.2281897894906051,0.05450955388273302,-0.008109044538520706,0.014814327658433922,0.09405335768764037,0.0349135492730987,-0.2503582575562744,-0.2485107277017185,0.021386930294921745,0.02010819211309523,-0.10259852755786651,-0.16255660591617038,-0.03490516772110144,0.101838653059669,0.0008192425817905701,0.08537908895962505
TLN1,0.03858278683819255,-0.20613932411668398,-0.015006457108976575,-0.0027931483080927914,0.009941607417855321,-0.062237144688738755,-0.21726065911744813,-0.27265754414397236,-0.5165711180262655,-0.09669898385684995,-0.05722670519679277,-0.41530926698964915,-0.3804311218072556,-0.05100180325410298,-0.012818099872237683,-0.11787287657777523,0.00015651263911571297
COL2A1,-0.018205897070243345,0.11402593190328089,0.03836908425185148,,,,0.03367099787894855,-0.04751833117297512,-0.060813308558309125,,,,-0.022744169339071803,0.019777796189799846,,0.005800269958460173,
SHH,,,,,,0.006935818701321476,-0.0280240083565793,0.02526370872917056,0.02389829310720654,-0.15428944311447496,-0.04590544257521128,,0.1862063990097178,-0.028173520698109772,,-0.026471495063114327,
PON2,-0.024195095163655613,-0.024206098358277528,0.09974994876109727,0.037433706652577524,0.03882732769982977,0.05153963861357399,-0.08277685744934228,-0.0990742896637175,-0.5812165833627593,-0.08424803272382168,-0.09138292967835415,-0.18263669479378478,-0.2683635158859453,0.08399923895284073,-0.09771819404440193,-0.0438882969292968,0.0028327277050355397
