,MGH258,UKF243,UKF259,UKF260,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
XCL1,-0.029297733650836873,,-0.00039685590437057636,-0.018561100166647797,,,,,,,,,,,,-0.03135621066181188,
CD58,0.04542422533825198,0.011135471507087297,-0.027931420469456306,0.02503417063707677,0.1027806165438991,-0.0021164012278024826,-0.07496719122294486,-0.09626409545270773,-0.002343633260480116,0.10425066822977436,0.029709109620636085,0.08496027559930429,-0.007226254547841136,-0.01991955516643915,0.02258366869493005,0.010743682743437555,0.009484103878476523
TNFSF14,-0.04792637437734606,-0.037375970744848296,-0.0397225901656055,-0.04491475153334748,-0.0063556326926463005,,-0.04573246915647437,0.001528843858725497,,0.023966154289264335,-0.029957224877568342,0.025932008804756854,0.045638531496905034,0.0011203978068814655,0.01703856897664121,-0.05367768280346403,0.05458812522813738
CNTN4,,0.01220604490115344,-0.021294093167701405,0.0881583276538947,-0.03925432621157548,-0.017962786585935024,-0.042670722557077774,,,0.04246938466961974,-0.04199234812515114,0.07270218265177814,-0.004956207921241387,-0.0015453652733456273,0.01691957483995385,-0.03543508219458732,0.006210287598798302
NTF4,,,-0.021596461828264645,,,,,,,,,,,,,,
INSL3,,,-0.01569147790214743,,,,,,,,0.03240576953080231,-0.005767234909000836,,-0.0276371770837549,-0.0034919526989917213,,
BTLA,,,0.10123080219042338,-0.01935056482090419,,,,,,0.1002699345240147,,,,,-0.035499256493401625,,
MFNG,-0.11798641188619752,0.09468205207302538,-0.013917165484385988,-0.004657239151491446,0.027211900245673992,0.054443689295286334,0.032824855127829504,-0.009257507901861297,0.0760241678716915,0.021408949896729347,0.07840372177610401,0.13554090529038137,0.0396864016185036,0.0922718028072258,0.07127664133596626,-0.016653154829809308,-0.048718040689629205
ICAM1,0.03566270450242484,-0.03826853055987635,-0.04051489774430253,-0.03757994813792118,0.08199844451737222,-0.025266788744285996,-0.017191865285921013,0.12471754746096313,-0.021185447730529997,0.03830834949867599,-0.022984799484388203,-0.05409063801597021,-0.06919223909524509,-0.004549252757769969,0.02821471891194941,-0.011323888918842038,0.1728700369656153
PROS1,0.05168399249783847,-0.036835776408428306,-0.010076106664649207,-0.037150830486873086,0.1173486243470988,-0.0013821703515434997,0.011225977537179943,0.014337556920958937,-0.06737592798296999,0.0496857071839662,-0.05274673281214232,-0.05023406724858736,0.07027928639965804,-0.012010150014185114,-0.010018465501851355,-0.013680342799183728,0.01991238069032837
CLCF1,-0.027130148170910157,0.060430905924546884,0.027046232092864195,-0.09163706044615941,0.08706994146991912,0.03522732008106547,0.015369738825824654,-0.0464936582468793,0.01350052326929407,0.0753410861976485,0.037003705942089786,-0.006420022675555682,-0.02284340798125562,-0.06568223808290591,-0.009115730961202405,-0.04560629443488913,
PSAP,-0.110727035073159,0.025582983613677144,0.0006252628138820736,0.03763776354395645,-0.052616169568937825,0.05819960295257359,0.021985532650025442,-0.06039756462165491,-0.07454856194230333,0.031511702422096007,-0.021197879035887022,-0.09283802263083442,-0.013266407017280008,-0.06202653439924811,0.04791508957466929,-0.05533199150241263,0.04657112315675218
EFEMP1,-0.022662287380217274,-0.01106065474172782,0.040030936138610446,-0.0773685869903531,0.0733452789324783,-0.003934749521911279,-0.03898795339008023,-0.06439203818931162,-0.054083357954789,0.1227361705619009,0.006681165043863392,0.006542085099677862,0.05692196836311638,-0.07121490778322098,-0.08053387376380065,-0.06612267855243992,-0.008561340282719838
C1QTNF1,0.02084952045908023,-0.07731840485400611,-0.020799700169855138,0.03148463212188377,0.07775558084871043,-0.05039454166178266,0.022087128269692537,-0.11637145310026296,-0.07185550941297525,-0.008426913186964749,-0.01316364109558257,-0.1257812039501513,0.05438778882338438,-0.032069413876563486,-0.030184415866751198,0.012994509667291194,0.030906201958032443
ALB,-0.02311456285625496,-0.005768816451042727,-0.027857978778085272,-0.03782942768144335,-0.01854351545238177,0.025487608745672605,-0.04862981956118651,0.07561994353471081,0.009072592915563284,0.02936168552035555,0.11166863173234143,0.05998420299953835,-0.018347126208501652,0.013736203623812667,0.007941431587908639,-0.04095097828814058,-0.012373598709831173
CCL13,,,,,,,,,,,-0.03082570735572974,,,-0.042412352895975086,,,
EFNA3,0.012769153927795535,0.034999754874762555,-0.06987573301618312,0.01881189507755854,-0.07225334124360745,-0.0504812458452773,0.05051683191471659,0.053057262353599755,-0.06750159218922003,-0.06449408753706865,0.0471805808661924,0.034699443609347604,0.05359901753308859,0.01017672178399798,0.06316064133103205,-0.03546979046965066,0.03743664192870003
DRAXIN,0.04915686895595093,0.015789467251031405,-0.016599756051710133,0.025190295200149593,0.04667819478973886,-0.02803796014815775,0.02602802306010655,0.08059261648057985,-0.001327025492961255,0.023929192709669905,-0.02817238461578664,-0.12075526912231535,0.04163791398013691,-0.0022969975382274004,0.17788281836289402,0.058772077454915424,-0.062463971656006194
RAET1L,,,,,,,,,,,,-0.03342266980072491,,-0.012210698503929014,,,
NPTX2,0.009161292436075144,0.14333857227628602,-0.030893829310356193,0.04705777983654578,-0.08181628981934559,-0.09198617555047857,-0.0320991941999455,-0.13522855709373366,,0.06517558301807343,-0.005687880467695536,0.06856732621873647,0.07134938599304448,-0.04690123673277749,-0.006104971818607694,-0.06539505286242611,0.05359415153090166
FGF11,0.024155734711627932,-0.043391798270247646,0.01404004968543325,-0.0372868855302179,0.11011739148013291,-0.008672935522433055,0.04257609002078607,-0.00047363591487043367,-0.041150783031330275,0.021655129663669826,-0.06654466732403645,-0.046412045184004234,0.0441788127288949,0.03327998952809297,0.03302621065007541,0.0022506921390217944,-0.058971173074553164
CD59,-0.02862705007723585,0.1127764262655679,-0.030302204169963546,-0.032196651224474314,-0.038984766731089894,0.05716423878951982,-0.03600062884329302,0.12217607167127652,0.0516779011277306,0.052022185600960086,-0.01673802554824584,-0.013150475291895702,-0.002848158750648714,-0.04891045273975376,0.042103978632300844,-0.028928312468275007,-0.08839178593964865
COL9A2,0.012059582541138258,0.018158422479056763,0.035473220359499874,0.024876962692167732,0.025620076845466876,-0.01406609138798302,0.031106016730687063,0.07608428464401844,0.09905069583365388,0.03466374910376495,0.03159846056878542,0.09750574303984702,0.025850093452127628,0.06592938435179357,0.15194369196358484,0.010169430433581404,0.06735058326504731
DLL3,-0.03945148946721147,0.12267205944735879,0.031145736724660367,0.048382339646734975,0.1039814505368688,0.029757065778917357,-0.009052916864953221,0.1302135004752937,0.02379732999328874,-0.001652688832856542,0.09284810780435396,0.19800397322390942,0.012395330143439614,0.06506332554368714,0.09774471180578828,0.042888676679774175,0.014999459721528703
FGF5,,,,,-0.014766096964865793,,,,,,,,,,0.01038085541930046,-0.04888996671527395,
LIN7C,0.000343403802908583,0.05873429935336054,-0.013406005361033601,-0.0012563064616113123,0.0471781791449983,0.017607670726438394,0.019781923663117474,-0.01588849071421529,0.03932513918912502,-0.0012985049736148292,-0.007443358179204265,0.08330049413246804,0.08789953312974788,-0.07116317139357724,0.05958198133465635,0.020789373230011867,0.01419266029191173
GDF7,-0.030346727826095064,-0.02650570102311249,0.003925471255056744,,0.09375025639130091,,,,,0.19110853134340988,,0.07981045356004597,-0.0477043679425583,0.06942684764754702,0.04415013320457223,0.0029923291482950457,
PSPN,-0.005919613556472368,-0.01050642643547504,-0.02625267791708193,-0.04610058399992935,0.11709334730681926,-0.044916902323142605,0.051228603554512066,0.019525621150346898,0.019033156583997058,0.1512379350761244,0.010668675082016448,0.1185780993843366,0.05020251472131666,0.016207983304992638,0.054920101596959404,0.01733773601798146,-0.011514737654167571
ANGPT1,0.0357423075055858,-0.015986314652881486,0.03593230284431656,0.005096250126451473,0.08334541127583295,-0.018880591016186953,-0.0065579767117786665,-0.005040096836850464,0.008413132575487309,-0.006452307820062856,-0.003124424362054253,-0.01488031339904582,0.019366969614858138,0.026461241471656568,0.08568001919372056,0.04895237851710404,0.04154712552101367
PNOC,0.0358656013856796,0.036389263686711616,0.006551062254206318,0.08598907078028864,-0.07895057260849084,-0.008857967962628907,,,,,,-0.030468173987147393,,0.039975872175367196,0.04464790978259419,-0.04643738660744117,-0.0025879973927093983
L1CAM,-0.02466963472074563,0.11232304694760308,0.03300535471042952,-0.03609556573348387,-0.0388576526895247,0.04284578658833195,-0.04188270523057305,0.1465921814823331,-0.0220379484356762,0.02351575752295492,0.01236439747436121,-0.14620617090567434,0.06233576657303657,-0.01909099272403753,-0.003828486297941549,-0.054028861346687114,0.0069148937392034555
APOA1,-0.05590003171713809,-0.05693949635855552,-7.885122478684972e-05,0.013896853798222971,0.06716823757340101,0.06457326440829332,0.08531154652663857,0.06705442797488188,0.0408895121263129,-0.01039896720103406,0.06495112758223179,0.03442871481984283,0.028605747898872574,0.007347650253621909,0.07782715406523323,0.01750158389989095,-0.04014540317784712
PSEN1,-0.039247841803920824,-0.008646857244298145,0.0009021354974651458,0.04631756255779822,-0.046212584670826576,-0.018499045116586028,-0.03584072273271046,0.06669217512399865,0.1353258826634649,-0.022462456871777017,0.03010812395836893,-0.014153789322295291,-0.007139100588055227,0.020897445727366695,0.06185192709635117,0.04560535380985249,0.03528553551405096
CALM2,-0.05783730681262835,0.11972824033950531,-0.017956814080938053,0.04995610211753789,-0.1007378502071,0.036120803760586385,-0.008813556213038778,-0.004680066497470709,-0.005431044040048872,0.037132124499497314,0.024560306962042415,0.09794109586245686,0.024845201774164678,0.025687365464663436,0.09496252361116536,0.02325326365624843,-0.04385062069394322
CLEC2B,-0.050331417061840744,-0.06286159461253853,-0.017582592158159327,-0.027375425471225616,0.07158323984868369,-0.018797324603412834,0.0741430647482621,-0.04235155708658965,-0.05961886378086068,0.05355799631094212,-0.03490028954799667,-0.02554210644219985,0.11718155442396262,0.0052250747896502745,0.0718383920931983,0.010935432058541012,-0.042553536306598784
NTNG1,-0.006704272266874258,0.17086178815387099,-0.022637800074179225,0.07140329959483864,-0.001222029798672421,-0.017148954855964547,-0.009491971075572172,0.02163196669512932,0.006416818419546903,-0.058699598169124866,0.004272926628169048,0.1074053732395973,-0.014576389152850701,0.005976668521035776,0.09845682633887809,-0.014383155775963894,0.05829950131765059
LRIG1,0.018501735882637687,0.00962801493076579,0.004186849706994274,0.02139586897148546,0.07062986244095763,0.020095011363656393,-0.009538940462908188,0.19064333601406427,0.03570935137838856,0.09509018986418315,0.16084554599019457,0.15087723970378125,0.01788177634723446,0.038557331896711275,0.07641138045815511,0.0468541503012491,0.0544326246558992
CPAMD8,-0.026702516113453666,,-0.018560218434568874,0.023370132066380566,-0.013357921875529003,0.00849152291382304,0.08421515683757581,,0.006263032742197416,0.028845436107028707,,0.09638504896851435,0.04980017332101216,,0.059878320272964844,-0.031351011238179294,0.041598069300355305
GHRL,0.024358098658956766,,-0.019792731484519814,-0.030596271428590786,0.06698399639380265,0.15952484709733125,0.009183932379681863,-0.0035281310431966154,-0.03928187965205564,-0.020519655754496127,,,0.13850435028887936,0.0006987936546385,0.020866036485389594,-0.027636242615107724,
NPY,0.04689109520902562,0.012384699607370944,-0.013951638877919276,0.008562355735653036,0.01310426962732702,-0.03655813537210428,-0.00959930787782,0.005162722867535348,,0.09439159326601512,-0.019990296843345242,-0.06557973199031483,-0.03887487945753145,0.0385946009686417,-0.02751750908383741,0.03103135407038701,0.01951098700773312
MMP2,0.02268018307740882,0.08749178828803368,-0.015527377954482235,0.04655098761187104,0.0894554923265786,0.014887508633187203,-0.010639036540878806,0.06694096209569189,-0.048113761058848736,0.0636521591340317,0.03190661244823247,0.06760727381055665,0.02300302188291667,0.020927677760894256,0.07215256299994151,0.054275408880462256,-0.051530261941898095
LHB,,,0.0016450111341660954,,,,,,,,,,,,,,
PPY,,,-0.00758938538622462,,,,,,,,-0.022533046617345433,-0.03462027764128605,,0.024611392560584085,0.07746203363643776,0.026243121920749176,
ALKAL2,-0.015529651664767297,-0.034645133944209594,-0.01592970290538844,,-0.015145661665495058,-0.03912766234754663,-0.03649525329199627,0.10007744520506463,,-0.03495689402216286,0.05265886297470322,0.0024868319074172144,-0.0209990445767902,0.002539639798939015,-0.019354489443848617,0.005812355424163447,-0.056027129565950254
CSF1,0.05823592229092543,-0.010366989863959428,-0.04161186650571148,-0.027798898044378857,0.08363520041589326,-0.0024787598088098464,0.10488024537250926,-0.04620260851101407,0.017867771946024964,0.02682391513337662,0.015444828002418814,-0.0545811015685538,0.042841657736704716,-0.01474066942511869,0.1030400997111273,0.025781497033697223,0.09342108585850331
SEMA4C,0.027027108390746058,0.030212172989080657,0.018256997981024745,0.012429414105543941,0.035699320710835133,0.0038171413081284724,-0.001068912528845379,-0.025684360582823886,0.0032308472458405027,0.09477756124599204,0.02057204455549901,0.014965382057692636,0.03704379978881277,-0.0014589348204028857,0.07719732785477815,0.02457813448824813,0.04766161410323671
BMP8A,,,,,,,,,,,,,,,0.04259368873140781,,
ICAM2,0.03372597237867,-0.017106199039575103,-0.02597663604435978,-0.0026486719955342024,0.08874724380637047,0.11483118613623591,0.06383256092235963,-0.05051644768954126,-0.03297224157868888,0.033758509072447526,0.0179363353539932,0.07885498863659995,0.06014066178665663,0.03594429449391469,0.07896412087809608,0.07703339080673426,-0.026326277874463035
SYTL3,-0.0032383444886118404,0.01621350280872226,-0.03175749090848926,0.024101408863334232,0.02208317285192985,-0.028243114964112255,-0.06600839601931227,-0.06646332062215028,-0.0007668623836408585,0.058210199923204545,-0.06124946498465619,0.037370928908251846,0.00027747814451189323,0.0058117515733080915,0.04005387482220714,-0.01621222177603766,
IL1A,0.0007142919132975612,0.06952237346379958,0.0058884890224570816,0.03169413810535107,0.0411690564927706,-0.022897553016745273,-0.026438500754703904,0.03048779493793016,0.05883647637332716,0.06488960846118341,-0.009543823850555118,-0.01883916638554627,-0.02538760454517364,-0.04902827678003362,0.11665610457685752,-0.006201854225019071,0.01782252941664693
HLA-G,,0.015083730592421659,-0.017072891335789982,,,,,0.012245878632909891,0.0002713639547172248,,0.0005666894183263366,0.03631894589506223,,-0.013786690965427239,,,
PGF,0.09401266609814808,-0.0905944023515953,0.006675033494367799,0.06769291115804973,0.05969218291420725,0.018796967531461407,0.013632381717696351,-0.05167369538563288,-0.05329647194634962,0.06818676450615424,0.01683099760782478,0.12766604343041477,0.06243308331281294,0.033390728886887495,0.0679407295882632,0.002957365370987864,-0.06931348686552702
LGALS8,-0.003844512757320676,0.055715546301598494,-0.001705858489285861,0.0577601305626532,-0.018068904253511008,0.016890473247901733,0.005342715473555766,-0.06806526078248651,0.026762697842114668,0.04414004630901872,0.005425594563674342,-0.01936275791105899,0.017069386327353085,0.017931340958423782,-0.02325106091337759,-0.0322338491083755,0.007342491204763752
DKK3,0.003263964445714439,0.13842232520007308,-0.004713303717676703,0.07804138487242207,-0.08165346977004803,0.024031589705851324,0.0014804333494247055,-0.02242836714682114,0.03026816944101928,-0.023572171764423343,0.09174469306516998,0.14119586394994557,-0.008332185484174725,0.022012563541465087,0.14160161144485753,0.006289345676840938,0.00904693985877221
COL16A1,0.11516818661885772,0.029077316096033146,0.030553496403367627,0.02459128693525745,0.051727997401521106,-0.002015377463690189,0.07430103984824335,0.0769437026890818,-0.11990916055176996,0.034571622682955085,0.0027469932816185706,0.0363761637598871,0.0190885564653704,-0.013425638809138548,0.16308823672863315,0.08810560211613506,-0.025199559806409477
TPH1,0.01066941284500969,-0.0028548238448939463,0.06773712544579719,-0.023133420491302646,0.008053428449116546,0.07917111767971872,,0.04736339814529782,0.05073091468623389,,0.02258865760517684,-0.050165835755863565,0.10584923514103733,-0.06860437557104564,0.0623629483292631,0.07034404272910998,0.08792006025152825
TNC,0.0837122670399031,-0.03312388669664512,0.0044081288022803046,-0.07555575665468363,0.08642177144224956,-0.06467225457706215,-0.016724697925329553,-0.01238395391688193,-0.04276067826740997,0.0966936541252509,-0.043028415572352735,-0.16010530731644354,0.09505173924994516,-0.09249781015730302,-0.09256571915049891,-0.08250628160279491,-0.06113165880346172
TNFSF9,-0.026702503440005066,0.12339827473553544,0.014067268016343913,-0.011082443560216627,-0.01421561323289023,0.03436800314113288,,,0.13207254170638094,-0.012957902965147343,0.008338629545582872,0.00776359832041411,-0.038011343657031606,-0.04750353110226049,0.10656939008084518,0.030881265859921198,0.06454173935465307
C4A,,,-0.01916401033808536,,,0.09182790889294877,,0.05632973965954176,,,-0.02141571395347574,,-0.011687970544046185,0.016837380709109652,-0.0024293154808014985,,
CNTN2,-0.07947877208225655,-0.0010818764266127927,-0.04740043854940782,0.07238332419279657,-0.011333161723060719,-0.02077817263096276,-0.05078757055152003,-0.00652407749936352,-0.01698671015324355,-0.04712884667417908,0.09842897666650964,0.1583984253270201,-0.06224796290724698,0.0410666963615642,0.05990242445097547,-0.03812807610298294,0.059865441475013846
F7,,,,,-0.013357914111457966,,,,,,0.04099166830095686,,,-0.03073774718456876,,-0.03875162155994641,
LUM,0.03432265522388608,-0.05388215916704559,-0.037166990883595076,0.01438282159573429,0.0828443988252285,0.04672991103083583,0.06088422444399584,-0.024336827644091574,-0.036661722311500576,0.049980526981268265,0.05643364935685784,0.05501093485778157,0.089321585653206,0.010957753983112729,0.03992609742243572,0.06857876190403688,
IZUMO1,-0.0255150879375644,,,,,,,,,,,,,,,,
BTC,,,0.022258668242472537,0.0052558204419069655,,,,,0.02275342751373307,,0.023252661606751216,0.015288947944817484,-0.011032548108027503,-0.02974551121693969,0.008438393022776521,-0.006274015687296536,
APOC1,-0.14430658277232686,-0.0012195478162901432,0.06529802452656458,0.06304458165183698,0.13630305467759055,0.00849748950420019,0.02335573782764607,-0.22430231498432304,0.008628748209741095,0.11889648386056084,0.06296606802654497,0.11085406027457027,0.059417873748181894,0.08091116908088729,0.12210532734151704,0.09270567493692987,-0.09800737349565257
PKM,0.04773686886351515,-0.1043408265782763,-0.04367614806169014,-0.032043765777653464,0.04896058032356815,-0.06187191289706788,0.030400719523324845,-0.0882608165086163,-0.17741586496829176,0.02965975648070072,-0.09745936137512011,-0.19726761218062008,0.05508641739924793,-0.08639071157572781,-0.06098222597948298,-0.11095963387389789,0.03791844375665252
TNF,,0.14226485853969748,0.049569331987016615,-0.016974385446107767,0.061634623082395514,0.014321349277911967,0.017568842234540347,-0.016782225046080193,-0.024206577007397534,-0.058127164269534605,0.05465100730798035,-0.033422678916765626,,,0.11805385298748357,0.0025080085994469525,-0.08309826703500504
GNAS,0.04901721538145567,0.15561924139077785,-0.043035309561780456,0.10166877255519614,-0.05064432981087732,-0.054725500920837694,0.017085059865537475,-0.005635622491953081,-0.03851933820030202,-0.008935479713878118,-0.03014888636050343,-0.01950581918011543,0.1377754980676811,-0.010692573331714318,0.0644483123514339,0.05139322745915025,0.006674242592326285
BMP8B,-0.01274257442215349,0.023819751408229974,-0.02475129467887086,-0.0315507077378592,0.007816669316922592,-0.02484194467405588,0.015372310188961619,0.06416250386321881,0.12430837960431933,0.10703025702587224,0.05890761112220817,0.008126295345586666,0.004806509622679895,-0.03844858041169231,0.001381206353193429,0.0095191903521115,0.0040637632960801315
LIPH,,-0.036264543818133745,-0.012653148456896517,,,,,0.06001670502127823,,,-0.0020952846498464594,0.07722734819897462,,-0.0024429614441192266,0.021249877608205313,-0.0158047202654872,
CCL28,,0.061738281410490585,,,,-0.011370079622316048,,-0.08503749359945305,,,,,-0.022021213769237,,0.039167089666668216,-0.03353480424715118,
PTPN11,0.0331239697846791,0.008303665772250604,-0.05937847439701173,-0.012220122643186093,0.02546405333383733,-0.07417199702588029,0.011752327292176486,-0.06466960407638228,0.008087222767659863,-0.04793160493349875,0.020546125985290677,-0.056829435085745394,-0.03361176704829037,-0.03845548313671856,-0.007176238801815968,-0.01262837647783195,-0.008626856463860515
ADAM12,0.10462289003779461,0.01904046813723285,-0.0049218538071908275,-0.032069627004526834,0.06434856898522125,-0.024114091999278626,0.043169301896646015,0.012361299087177693,0.06399647982770941,-0.03017466796312345,0.029121400927713023,0.01650931613939437,0.14187802445358622,0.04447255495206356,-0.010255714387492947,0.06569472696147689,
EPO,,0.012144985354544844,0.022706860774640927,-0.024823334319537826,,-0.014337274248104645,,,0.06137518025354799,0.008811739362138773,-0.03347751774991031,0.026853380833233614,,0.03564473649326038,0.015558346919972058,,
EDN3,0.01157091805325,-0.020879026442173165,0.007842240443314333,0.035794757930937005,-0.023668338873271,0.008698482253249293,,,,-0.0526703032004021,0.051578464764718016,-0.012098765642368349,-0.013479275385999022,-0.049501990448899115,-0.0052735190320134795,0.07992424765914409,-0.06305587275159336
CCL22,,,,,,,,,,,-0.03788933962433066,-0.023274263395689474,0.021415288169026367,-0.0107004868200725,-0.017403828408516616,,
CCL2,-0.007112517328486709,-0.008577027558020544,-0.041720354706872104,-0.0648603744755637,-0.02209950322869574,0.04765302554040417,-0.02992705854042936,-0.0046709209001320395,-0.0040315420200124396,0.06194655495577016,-0.00939565249920895,-0.05176646818173553,-0.004638370481246131,-0.037123576900537275,-0.09402309003805567,-0.10557732949610561,-0.0035301463327453227
DSCAM,-0.08502572947016558,-0.019634060948581496,0.035331598138678755,-0.016563052159359767,-0.025264612446715143,-0.02757224468188835,-0.06681383653508864,0.08744593881471248,-0.027378621563297012,0.10724187260727858,0.03876346833358625,0.10607830070305962,-0.027833994334292334,-0.00013403696195115288,0.06651617489572824,0.02056723675859118,0.10227729986511727
ANG,0.014091271034478917,-0.11226621116248038,0.04615854593628257,0.003723881187944593,0.024984069934595537,0.0026486104186086413,-0.020867880823853074,0.03664848624938013,-0.10459186977548238,0.04240878634842727,-0.03918880391580631,-0.07317496320028236,-0.03613606816922275,-0.006860605644774423,0.07171450960423684,0.03964077536505404,
FBLN2,-0.020931444978401124,0.05009207551720133,-0.005344475023479888,-0.025167297341298422,0.08554078888228413,-0.00385845933161084,-0.06368165192231272,-0.09831813135019357,,-0.09484056304392291,0.05063325572110662,0.02649179497325465,0.08896870003784312,0.03354976114157789,0.0857055090241986,0.045993912752599043,-0.0392776586259985
VTN,,0.0007059130353610002,-0.013085421322139966,-0.02502720246530215,-0.022517085135255983,-0.011913411703398517,0.08577442086500754,0.07067521208695124,0.009928965508440126,,-0.015350078300002021,0.038756711369604534,,-0.018369891370299908,0.06758942313797449,-0.004280654888477356,
VEGFA,0.0329395331030169,-0.12703764351578542,0.0009316170740346196,-0.07822931734949903,0.02921491882496213,-0.04902812430424946,0.06909035273977712,-0.10005322252886416,-0.10055234374246179,0.007381598606285971,-0.1061614539168696,-0.24076306704710893,-0.03996512169918524,-0.0651143655753449,-0.1507629896257688,-0.0468556796596145,-0.09373702810509088
F10,,,,-0.023350803419311044,0.014158069026323859,,-0.03535260920396135,,0.0021431555493126287,,,0.008839050796851699,-0.014410329610151035,0.06515864297767218,0.05254039577329125,0.03925468386949277,
SERPINA1,-0.009564475925135076,0.00635272218500157,-0.0009310614628869041,-0.045203588230856226,0.07354072183341966,0.0034346452129783715,0.034737806313247875,-0.023394592104869667,-0.06677144102142492,0.09479523648818705,0.011237570496687405,-0.09461234828982888,0.07995456622343275,-0.02046614937947879,0.014462111926175856,-0.02609328478555878,-0.00039131173020198686
VWF,0.08357289173912708,0.019176294470956534,-0.017179884462457263,0.020567302053440328,0.058234675448393204,-0.010577410759118975,0.07702200512440681,0.031746065360983365,0.01765515517500647,0.03312206640038226,0.05798793742145442,0.06385870957407215,0.05454125485123962,0.028910267011862757,0.047014392588860615,0.022377412155693895,-0.02106595368117666
GDNF,,,0.010071125867437815,,,-0.014337273131563712,,,0.21568763949933442,-0.058699581778589915,-0.0390646380080718,-0.03109078717599083,,-0.0015580222688038917,,,0.13458915251927164
VASP,0.03138578042564077,0.08824605843386636,-0.039346314582606255,-0.017429500941514405,0.09472919032406148,-0.006629760362598757,0.021997473392627618,-0.07188431326620102,0.04653251439326056,0.1255402222579434,0.028113366294908116,0.01984638983889672,0.04485867885836032,-0.0011462405397701318,-0.00967740354447747,0.01293595569277619,0.048670817669190604
ADAM15,-0.007548855133128729,0.016351449872829268,-0.013082533646690786,-0.0085925235652651,0.015616357496285324,0.03368203663239089,0.06172970516450777,0.09791480223471147,0.007186231392736439,-0.04893380565117952,-0.06286742492245914,0.0011461146663166867,-0.05561416297087677,-0.035922960346143146,0.07167719223914254,-0.02957713030749504,-0.05778730706061885
WNT2,,-0.01150399664412567,,-0.02011066443332204,-0.03428772483843767,-0.013417561973759186,,-0.041685403662623154,,,-0.010821207417055171,0.005794512057141018,,-0.014232478176472383,-0.054113684451067456,0.0018585294433237636,
CALCB,,-0.032258180435081024,,-0.030230279484377596,-0.014766096804397812,,,,,,0.03416161765871654,-0.047074699308266445,,-0.012309681727947224,,-0.035054968857815554,
OLFM2,0.03175957531105113,0.09897291500564141,0.005687077484704859,0.011178892018122093,-0.0396236171322135,0.03025088302185092,-0.03265018984252531,0.07704216530223283,-0.039214710093073986,0.1239300926562665,0.03285865826955424,0.10874663414799156,-0.009604028053284535,0.004692301116535039,0.0844295106591646,0.024323347435058963,0.05146442253202329
MFAP2,-0.021694622921383414,-0.041356547873496435,-0.022340424649324453,-0.04045229379097193,0.07000765116971065,0.01762088188663511,0.13789914483890947,0.05873479355932374,0.014628451970369685,0.030031954837706567,-0.0181412982537121,0.10182547600567408,0.07272571126676869,0.08705360411601824,0.06570035167226979,0.08501312388862954,
HLA-C,0.07003379722799734,-0.040880574513778904,0.01993573708468319,-0.002772802205311945,0.1080092387320816,0.013077414494141456,0.1260319698972993,0.006097075029945973,0.01787354133214478,0.07768324387256341,-0.03596750870906671,-0.11341553031673311,0.04128127941852798,-0.00834772461680258,0.0687708671757703,-0.01935637592093015,-0.018331388214397608
THBS1,0.0034564860563040295,-0.007240259256872672,-0.006785899915035373,-0.02793808106825585,0.04420189823641842,0.062260608551619794,0.05065634316000684,0.04286687148041889,-0.07368351501427918,0.09707323990360273,-0.027424365098375602,0.01361129478864907,0.10373457501115113,-0.0383012198640405,-0.09537524384149194,-0.002954618158982374,-0.03564616318769232
HSPA4,-0.04709716959322554,-0.0032627390402808817,0.009470909891739356,-0.006612781616699101,0.05693407434522301,-0.04123887780061166,-0.05601646265224235,-0.05101829232049579,0.023941216442568695,0.02391164114427609,0.010047892971340492,0.0324944059199597,-0.011281574308628209,0.05594559879899092,0.06422997871763524,0.00721602057717263,-0.05571424151008549
LMAN1,0.03296474308188555,-0.06462619099516693,-0.013644907897217297,-0.02088876250601837,0.12071721692176635,-0.02166288734614263,-0.04664390073988627,-0.1253772717295046,0.0031351292419095436,-0.00556224717556543,-0.014731124767478178,-0.13076810971824857,0.06604573285151535,-0.045630418839153745,-0.06759682692059492,-0.06121153418857932,-0.06139934960476366
LYPD3,,,0.06375631903146,-0.025027204618682942,-0.022906402857970926,,0.020769521641507048,0.16476010740293315,0.03129176362665718,0.009478069840044182,0.04161100516448733,0.0513889116175701,,-0.021231068017472304,0.03466853212110183,0.003181709084755964,
APOE,-0.04719242505196483,0.0583447372224005,0.04072584129220729,0.007246628165211032,0.08270898677288814,0.047217441647424536,-0.04854239449417924,-0.19187646159648092,0.027719517102390415,0.046255881392606675,0.030139284779617675,0.06513067105108065,0.05923963724674749,0.031624063189917236,0.08976398410607367,0.09556940664426404,-0.10693085682232908
SOSTDC1,0.009901844058550338,0.08520438485704385,,-0.008072324331136888,0.006541805699851334,-0.021801083479803047,,,,,0.08685241297089984,-0.018862314339377993,,-0.012152683680058908,0.008693957180368906,0.00025339801713981697,-0.040996616219188715
ANXA1,-0.018672011383555228,-0.052987132999032426,0.025057614312627385,-0.060534482766222426,0.10464111907213812,-0.04854985871480221,-0.036699456855411955,-0.12393423390341926,0.08279040761877283,0.13756903928886297,-0.09421138272233287,-0.03418780972730386,0.022127136449479223,-0.03075681097067704,0.0025231131506069445,0.019282257034385266,-0.0986092192741142
