,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.005577423297373986,,,,0.07573344913447655,
BMP1,0.11954423992843687,0.06235317422510551,-0.0034197217549898915,-0.029063177203993627,0.07773993236208575,0.024858898336758996,0.14540725571278945,-0.03671319160496392,4.11448391586789e-05,0.06592312196125835,0.028990975928031314,0.08040613520088212
NDP,0.10508388825316171,0.029017864599843613,-0.08006574925321104,0.005691902020552544,-0.0380643106244883,-0.009401757872414557,0.02029436939350754,0.020734085936101147,-0.0033022727295051913,-0.043761487642976896,0.07817076254725222,0.055777030035495945
TNFSF18,0.026559144064088946,0.000671647761729826,,,,-0.01724037612511459,0.08351688886352465,,,0.09333118683904051,0.053525467871205365,0.03676095100994822
RTN4,-0.08034723455507119,0.05666663814618403,-0.00794450289260453,-0.02285875161586439,0.014642828359534333,-0.1503861352707534,-0.15943859388701026,-0.14286568716810724,-0.045997382205714685,-0.027014093893341674,0.036758076594240685,-0.06027823316839281
HEBP1,0.016785005692961923,-0.00035800223349993413,0.031212113196015166,0.018308802251476578,-0.010927616200160913,0.05025845836691576,0.08925286784519484,0.03720582813282589,-0.06600750627846659,-0.10431515643595593,0.03691010917228768,0.034458622260362864
WNT7B,-0.04390365951371517,0.010679061974297657,-0.0336524973318864,-0.009815283103941832,0.02328244779957002,-0.057692361296743454,-0.07378837407548783,,-0.0071402324603457145,,0.03220349007985487,0.1272245044548277
PTMA,-0.22231542297601814,0.007217688629208654,0.04626146302052888,0.0328653110280699,-0.0221449386652846,0.16637606210840944,-0.14916137965652002,0.1500970583764024,0.013947473688291719,-0.07263169985151435,-0.023199684039070734,0.0007629261855703225
FASLG,,,,,,,,,,,-0.03328506610249929,
CEACAM1,,-0.030401818233476523,,-0.041102216229702095,0.005179620506877198,,0.04246738098270152,,,-0.03060381665313836,0.020427015884833134,
PDAP1,0.011747860459411584,0.029323231874289524,-0.01550056448037689,0.038193832792766724,0.0023441813386476354,0.0327594191380237,0.15959535699387695,0.0038005418386482612,0.0576501460721939,0.025950550377448593,-0.006503078335471482,0.01749891232708637
QDPR,0.08789134081624853,-0.02938631609380637,-0.03357100278509423,0.019351050475002414,-0.06458726458490283,-0.03621197571257667,-0.15633903125864482,0.039440886912203266,0.05376411938798303,-0.00169614029274113,0.044211952238743205,-0.0676157606501717
POMC,-0.026456479279728322,0.037222274408559554,,0.09793315316413659,-0.015887115275849132,0.029397841181247726,-0.03257365640996154,-0.00970920658461739,-0.007216315783575219,0.10326625381736436,-0.014527217703749259,0.009238482195647397
CCL18,-0.045727860951053745,-0.04595081949273713,,,,,,0.025640934370256992,0.01973830376737053,,,
CCL17,,,,-0.027413988920607955,,,,,,,-0.03016917385597518,
VEGFD,0.033153019262040534,0.07562265494422687,,-0.011833254450523608,0.08603537923868564,,-0.00521315839605214,-0.024001522773282852,-0.02650792755173981,-0.04160521809317301,,
TNFSF13,,-0.0364988828721468,,0.010907288257447635,,-0.01671956829602029,,,,,0.029713636507091436,0.030646893652677372
WNT5A,-0.004244129716470609,0.029867105921045252,0.02518951562477615,0.04204674088325013,0.04354096121781232,0.09174001628054049,0.10924525790611236,0.08559970650783943,0.006988953418361992,0.08625283536170872,-0.013809043558999643,0.0018804725557261444
CXCL8,-0.1070163512379241,0.003168997610681771,-0.01553297879371517,-0.015786038136073665,0.05926489529810184,-0.02378250148400729,0.07600608529087659,0.07807045234524876,0.02120676652636027,0.09899872062692407,-0.06051108100126082,0.01045635879099894
GRN,0.12076497419965071,0.09335540800319117,-0.0340431383826087,-0.029849520407712923,0.029421112612042714,0.1340299708244251,0.07466200109724126,0.0755243090411014,0.057176993674541286,0.023614980709734695,-0.0067067960249234,-0.12851559850398916
MIA,0.01091802057817534,-0.03067435108306769,-0.01123909469125152,-0.004200985787857632,0.05602004978596745,-0.030232204035420644,0.05488026251974908,,-0.003173792490748763,-0.060031757565457144,0.1489041483249368,0.06197676540416615
COL4A4,0.06267017077485981,-0.02114380960719991,0.007290206513325182,0.032306686260261355,0.06406954647329251,-0.015907930556183055,0.07741304391301804,,,-0.03257770514974806,-0.034443225158164816,0.041320247489033755
TAC1,-0.05089314182213548,0.022627174853003057,0.08134475677795325,0.03100395539872539,-0.08557220294938644,-0.13580179493313632,-0.09242255321460842,-0.08151562606751675,,,-0.02872687928219922,-0.0356979219002174
RARRES2,-0.01445110382661357,0.01228719942933021,0.01575000845973086,0.008228581926803135,0.12430843260133066,0.07348997948107489,0.16256967758138208,0.13266005755619717,0.11939431505591984,-0.07890336308524404,-0.0011352724712655308,0.1406365633944681
FGF7,0.04857441585092585,,0.024766505971940043,0.006058120507806367,0.0029624258541835137,0.030873498391919545,0.01421566561050868,0.0052060290920100645,0.010627733218474595,-0.0775405998932106,0.07499619095375211,0.01785284444167409
HBEGF,0.10128724400227404,0.05260457284985869,0.0064799207461157735,0.045310056499012895,0.053030677960484246,0.03543843352801562,0.08179734338258807,0.050509788254679215,0.0839487861684509,-0.04454149917877793,-0.06012915944720171,0.09460549174458488
CSF3,-0.007770316986972324,,-0.023207319030195094,0.002956491666582131,0.027820662537386465,,-0.020634863242064625,,0.02273116115279769,,0.06419252962988284,0.2030157357858481
PI3,-0.006175796609282665,-0.019437079162489258,-0.03569077489925211,0.011795821214771863,0.0044783055823980795,,0.03283023389225239,,,,-0.06222462571580227,0.09150910399418838
PCSK1N,0.027895388909421063,-0.027596263472581643,0.03411091819707251,-0.024214795786965043,0.035158997645842335,-0.07332290877006523,-0.0506471929941817,-0.11067289921976546,0.0015732572850281504,-0.06364448259883011,0.10995625285546527,-0.08385617305350013
NTS,,,,,0.08784773885937228,-0.01941996879718592,0.00014329995733494135,0.17668688670603658,,,-0.04703739134872177,
SFRP1,0.06662525480525316,0.009210238323767652,,0.026108802478128107,-0.01955703391925265,0.21352644986912275,-0.0021745100331910946,0.14987264640957218,-0.041404222283244765,-0.062151492900271506,-0.026053399569887625,0.004535638391963492
CXCL13,,,-0.03459648867445573,,0.01010500279989373,,,,0.02161031754373192,,,0.10786185238116854
MICA,-0.018342426456952304,0.02855504400306126,0.0343063789571128,-0.016080648136574578,0.032240488238578835,0.0880922942395096,0.0980127178078191,0.0013799318603779157,0.03730502774648076,0.03219696739790183,0.08491205901377448,0.08277112190145679
TG,-0.010846200397729938,-0.012794503073702957,,-0.025813216125807035,-0.02237769965218844,-0.022415763353525162,0.031115723591138473,,0.01723590954226102,-0.06644826440623788,0.0550029352213204,0.07210068274326739
ADA,-0.023294960673542163,0.02929715625121706,0.05119679592674527,0.014094105081002848,-0.008982207276037919,0.07341486688359533,0.12165655195922365,0.1270828259459593,-0.007554996027696524,-0.0859104925852556,0.046772411457832744,0.03193434778539194
LAMC3,-0.037605090229566096,0.08371649000688683,-0.0013611961772403956,0.042734174998007,0.010903790941340958,0.008306815717453989,0.1895630118258678,0.047314387653476474,-0.04373732707239161,0.025519423754389512,0.04092231599319644,-0.025845326632333628
CCL7,,-0.007115363907104833,,0.09010152459414997,0.03823771409077114,,,,,,-0.019946409285787545,0.029914948344395023
NGF,-0.004861648850056637,0.004911263206586245,,0.004915438547122333,-0.02552491875119395,-0.0213906505285948,,-0.02160909466358552,0.014591615421445612,0.04475365452277342,-0.07139589132824391,-0.018221076072892348
TNFSF15,0.02424519970947369,,,-0.020782067548722857,-0.02713008475101819,-0.025972939279433286,,,-0.025360422651104383,0.017412266715936056,-0.061018007863877136,0.03782952260623516
HMGB1,0.06737109166938836,0.008413876688797032,0.049327950669453946,0.01741898679510922,0.0698294781470961,0.04999066269622963,0.09860955970120779,0.09768653911922845,0.043832117843461915,-0.014075233353762255,-0.007146578143435346,-0.028343080762817854
ITGB3BP,-0.03585393652464886,-0.022737584929809707,0.028815153705689024,0.019642231799016845,-0.00801946513402808,0.10786865948839738,0.12266802840460587,0.015217898571342875,0.01036712925938344,0.014863929955140819,0.04232482083586148,0.04905668750285522
AANAT,-0.04338571264517338,0.04263408922748833,,0.01187742822986183,0.0911814917218922,,0.05299000330731288,-0.020315726951133355,,,-0.03521697547346155,0.02875231267010678
RELN,0.02049371040833622,-0.00815055541907859,-0.02120123205937584,0.021581613420898284,0.07654965560200136,-0.007420338979807395,-0.03474465882557759,-0.07138496314665196,,0.02345863688038953,,0.010151855523129976
IL15,-0.09058941311691493,0.09733744064303347,,-0.024465075216283716,0.07256099685735838,-0.018481290370715057,0.1076911232501448,0.040804670985683536,0.1667088493369422,-0.047524049994417616,0.022032235078011622,0.02838731933740069
UTS2,,,,,,,0.12330884038320734,,,,,
BSG,0.0010961018225083964,-0.013954592647397153,-0.01776843748749368,-0.0038289467384752494,0.00317881472093649,0.022464047694439212,-0.04193885637373073,-0.08803367576369203,0.0500015866859952,0.06854668419226169,0.12226169231254344,0.05010033082686823
ADAMTS3,0.002594749068427564,0.054519378805065494,,0.05141482949922799,0.10240304461434517,-0.016857652028178585,0.15317041498262293,-0.032622283811991656,0.048514941141861036,,0.12471606301097557,-0.002849236083584133
CD34,-0.025008045459210045,0.0167176851073356,-0.03411936755798075,-0.047844042111752166,-0.01094579015120947,-0.02342192085122358,0.11106889859859534,0.02225910106877605,-0.0007604660774132511,-0.003464305671894514,-0.022762517653296014,0.029139788699606445
CCL23,,,,,,,-0.03309900168463032,,,,,
PLAT,0.12250856015782895,0.07711067576500429,0.05418081344345304,-0.004708735793501383,0.09328881843356047,0.15618311710328084,0.12606769085694097,0.060296601626018964,0.0009415792324807352,-0.07690337418189917,0.0828516935386928,-0.019789403849298597
NTF3,,,,,,,,,0.016199168500160416,,,
LTA,,,,-0.012021778525972948,,,,,,,-0.009513143533879012,
CKLF,0.10528381734267409,0.001739407041904053,-0.002225011551129406,0.0015184650763612013,0.0407853919020402,0.10970832182550433,0.16174927833542743,0.13736012400764652,0.06135613462617151,-0.02760673343020197,0.14277940245867604,0.07318243818160775
APELA,,,,,,,,,-0.004501292300038058,,,
CD24,-0.04018710403263697,0.03389401933916941,-0.016178513721902665,-0.026140286828673465,0.0304496349443683,0.08166369581099808,0.027547905766231767,0.05617793024548519,-0.00035998565324972667,-0.009294365054655682,-0.00768764740535114,0.05015405646555289
HSP90AA1,-0.1077161931601322,-0.0064325092739353764,-0.02670212310730955,-0.031615008069155105,-0.12354535618463945,-0.11185936506201936,-0.1810202976657211,-0.16596904917610614,-0.1002947918095878,-0.030033938937883753,-0.12505756950372157,-0.061724314805926855
BMP4,0.012772301310088528,-0.0053811820106998975,-0.058730329281305574,-0.020776192762025105,0.004035889742761272,0.16488567226981152,0.022677837052331513,-0.03240402531548844,-0.06898390214363193,-0.025021594299636855,0.04201352128335182,0.022133582754979182
SCGB3A1,,-0.017041621991713513,0.004514605675948999,,-0.01872230400842032,-0.007390823914360363,,-0.0032028194995028358,0.02620225840218192,-0.044641460020890505,-0.005304465899720071,0.04817632399450076
IGFBP4,0.03756784427812672,0.0935844893064882,0.021004308642875766,-0.019519416735505724,0.022505394979884744,0.08024067952422481,0.15787784631673812,0.052808589592011866,0.02995038511487256,-0.0028568544186591926,-0.007360463237077609,-0.07292961832201762
RSPO4,0.1002636058178898,,,0.021412244112770006,0.0878720043006567,,,,,0.11567946996064318,0.01559859723800106,0.021944155388225594
LEFTY2,0.013691427053778162,0.10109646465204064,0.06767046487991764,-0.0032355785820564645,-0.007397983311358695,0.03800208437557185,0.08380462948801078,0.15099354896180384,0.027077094417926297,,0.08800214421035209,0.037296568169926485
PF4,,0.08480729711125899,,0.05753832559120139,,,,,,,-0.018043413343424134,-0.04394152884151609
ANGPTL2,0.04903972367970375,0.0567430083961444,0.007409203861559601,0.0001941190000794156,0.05417970273219731,0.13261652987296388,0.11598255422319197,0.05281827276528658,-0.14093336562717987,0.08977235605764176,0.07048471646935003,-0.05244194095966985
LRIG2,0.015394888775666367,-0.03333498728475838,0.013030747137541054,5.8606483806504734e-05,-0.04620205431129073,0.05194695980322164,0.06114574339809187,0.03579659221234906,0.033847546157666,-0.08125604070824664,0.07525547050183852,0.05373952118407518
ICOSLG,0.009740117139825465,0.016841420336076884,0.014643123802429988,-0.0022343268913076666,0.039537952001095465,0.00834652650150095,0.08733728396702256,-0.010208028380186897,-0.0174985365544935,-0.07964860149431346,0.020979706943809715,0.0336494787545997
WIF1,-0.09102101890281379,0.015035048949802069,-0.02035789179803408,,-0.04455828981881075,-0.12430547459089265,-0.07525260547559627,-0.049500306681676674,,,,0.020163413667278928
NPPC,-0.051936416059529346,0.02559678065276655,0.033252574517853045,-0.025258986960242823,-0.020893205997889984,-0.012293821535174238,-0.02757953716987038,-0.007793044168769847,,0.03535612596043996,,-0.020309220811051302
LYZ,-0.017215314428043436,0.03364185904808883,0.04359096363770949,-0.0015514962319576355,0.02569102256366,0.05426258615543616,0.1859964254362911,0.09617161721823034,0.03648613122529357,-0.01782023769175372,-0.006345485229793834,-0.08188208185579132
