,UKF266,UKF296,UKF304,UKF334,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01665337257199719,
BMP1,-0.05178814302797504,0.046207418195632226,-0.023051940132432884,-0.06277743608996252,0.12185433668490976,0.06524732471612
NDP,-0.05274506894080113,0.003555392587041861,-0.05949817836447401,0.03286907830809625,-0.015384056844614339,0.021936301075684974
TNFSF18,-0.011833025930057861,,,,0.01550650254880363,0.03084912270580881
IL36G,,,,-0.016310182077429486,,
RTN4,0.03794093432899091,0.07003503397697623,0.16108136963498365,0.1398841097999678,-0.018518198382795333,0.06363052943420243
HEBP1,-0.008103667997837714,0.021351608526363943,-0.039805313132289556,0.002873701972902511,-0.014616598372788133,-0.006318310033553082
WNT7B,-0.06927520728659965,-0.012332311869204114,,0.0953712407827222,0.03274511309160016,0.009804688684511991
PTMA,-0.07678361027747967,0.01788080472606489,-0.22846000960346813,-0.12688186711785604,0.07546545350976923,0.02690872779078287
FASLG,,,,,-0.014443464350313013,
CEACAM1,,,,,0.02061907067138839,
PDAP1,-0.044507866131537545,0.06074379730283241,-0.023520231101157082,-0.05410677973340734,-0.04636779665181513,-0.06939166451352155
QDPR,0.07867998600773639,0.059721635850048915,-0.20705402196394168,0.06602456301142662,-0.016586176178830892,0.029478635787682256
POMC,0.035665549082980426,0.0032636394532781117,-0.022139945536756828,0.007129144948368335,0.013162399618468748,-0.027347813176229085
CCL18,,,-0.003912985868673793,,,
CCL17,,0.07672456162680305,,-0.014899814373644016,-0.013091378149147008,
VEGFD,,-0.01119628825254807,0.10044531524715315,-0.015968592561202553,,
TNFSF13,-0.011475566643698523,,,,0.07535144510793025,-0.010424883222035254
WNT5A,-0.04812575749847524,0.0012051509173470298,0.10694939787781732,-0.03707166528270263,0.011549858494353497,0.013351709145329738
CXCL8,-0.01632324925509868,-0.010426470451570807,-0.0806976038485299,-0.04801144767257951,-0.016923299414248454,-0.07065785554301082
GRN,-0.004872648111165249,0.026695479086783394,-0.08964731341759022,0.04794713229582655,0.09837559273843913,0.03131602231909626
MIA,-0.020750037683505276,0.07564788056258193,,-0.021869719314204627,-0.022513809720103882,0.04047640724452374
COL4A4,-0.010918494666172642,-0.02139113289585247,,-0.02121443908164747,-0.017389372122528897,-0.032035785966602906
TAC1,0.11000018020629801,-0.009125825940234701,0.16086467122037895,0.0851290166074524,-0.017209947764413733,-0.006539250698606528
RARRES2,-0.0697993028898069,-0.014317468608823348,-0.05477585391728074,-0.03233456760283266,-0.03884999643975746,-0.041170704842912714
FGF7,-0.005484229550241264,-0.03730624276878149,0.01566217538126422,-0.02972723273104119,-0.03255822243705235,-0.05300501383671071
HBEGF,-0.028812711225195183,0.0017653119525240552,-0.06570583471331647,0.04929593457917963,0.09065110019828353,0.10894623605324658
CSF3,,,,,-0.013783201607603298,0.04249602080672188
PI3,,,,,-0.029946318073488208,-0.02129792185216417
PCSK1N,0.04226074236183922,-0.0066425477635886606,0.227021402807538,0.12059879844001817,-0.04231603009005784,0.028008124722976483
NTS,-0.013329001216119827,0.02108782475948693,-0.03648329569233031,,-0.02041104208670842,
SFRP1,0.010530642218911779,-0.015263945155991344,0.015635010512783036,0.0394075407758792,-0.019936741178802106,-0.03015062507156685
CXCL13,,,,,,0.0655925737001858
