,MGH258,UKF248,UKF269,UKF275,UKF296,ZH916T1,ZH916bulk
IGFL3,,,0.0036508282527532698,,,-0.02254613828941882,
BMP1,-0.0016323834143821595,0.04046090246669755,0.0983679290241508,0.04548033910019368,-0.03384114126880883,0.034768162434817736,0.046633105754525096
NDP,-0.032306120194610655,-0.01902585323079497,-0.024409252664146838,-0.0034493070477026014,0.031194918414553324,-0.011030757201982924,0.005890775733386022
TNFSF18,-0.032554073725571314,-0.03480103964803399,0.013214444694179076,-0.015018611377655493,,0.043320197862195105,0.2055512448118845
RTN4,-0.06839253411401117,-0.028946649183064763,-0.12250291870882225,-0.024054700789691238,0.03418511268304221,-0.015258129230944962,-0.03323232938792044
HEBP1,0.038541148716689344,0.02299271776699321,0.022932577232174407,0.03550763029352687,-0.016518419849655637,0.030080197533564605,0.09920183557107633
WNT7B,-0.028679119330285666,0.0007258006636648414,-0.03019014015207938,0.0035673972056692775,-0.011246854349888613,-0.03066460890555073,0.08420529996044392
PTMA,-0.021099324333464994,0.020430375901674645,-0.09022257687250822,0.03013606171620993,0.031414228481333836,0.0347231993634407,0.001220189578097677
FASLG,-0.011924998006782499,,,,,0.002111764125682036,
CEACAM1,-0.004165988785278781,0.038763016951501694,0.03732115246907877,-0.023620697752627155,,-0.02720687807422454,
PDAP1,0.050563496497530794,0.05776803669199747,0.08286155581234154,0.03481954889073046,-0.025336965626380846,-0.05361096160478059,-0.014152198431435255
QDPR,-0.09953836301079819,0.054367733396015576,-0.18763253111678627,-0.0284142238570335,0.04344291702428125,0.014802091481592658,-0.04151691587124147
POMC,0.07012850947434879,-0.00031809613251305177,-0.013529597762232622,0.014542936576606501,0.032123349893620416,0.04124383850733091,-0.024651299234627954
CCL18,,-0.0276409923580433,,,,,
CCL17,,,,0.04124667871581965,-0.013920452877448187,-0.017723738592509405,
VEGFD,,-0.0010919904424052606,0.03913782707637721,-0.019956437294404404,-0.010210820531568644,,
TNFSF13,,-0.020858786451260852,,,,0.13408010204777762,-0.028663490555732994
WNT5A,0.10627609177861136,0.00603526152435491,0.06795015893474192,-0.021516590573859597,0.01519978556327216,0.039590677753153385,0.008410313166036968
CXCL8,,-0.07739301309368726,0.0333460102250059,0.02443827892510193,0.1982188203437716,0.006570575813999947,0.015559357640054998
GRN,-0.12625102698465313,-0.007678060549466648,0.07692426589135486,0.011089667404346127,0.009496976602746047,0.09594713827360131,0.03537265073421655
MIA,0.03814878879916964,0.024907796968914996,0.02632588000155876,-0.021436825132780207,-0.011612657975878146,0.01675853530606734,0.009038102112988966
COL4A4,-0.018708275624508153,0.00865669994207227,-0.025376088836307868,-0.019555881764666973,-0.0050797352103306714,0.04271878678741378,-0.0320357908600674
TAC1,0.022397296906245187,0.025825019391653978,-0.0699169683830043,0.01833088218674638,-0.024054558976905414,0.06687823160826475,0.006327644808848275
RARRES2,0.06699601645290466,0.01594322287338573,0.10643906858166498,0.02500169734141335,0.02973887255221097,0.01063482248780556,0.002040510876006585
FGF7,-0.01502264756554343,,-0.009821679075733765,0.040315344957341605,-0.033241346885261855,-0.042913265938145935,0.025087795241734177
HBEGF,-0.01381442329970749,-0.00877720929093715,0.08699008222850328,0.008663706473049584,-0.00341121473539322,-0.00770810507676896,0.0470764540365791
CSF3,,,-0.02684741355975538,,,0.003915994658771531,0.02509457430152514
PI3,,-0.029079489353387254,-0.03023054201578877,,,-0.04054276847676481,-0.0363541235235448
PCSK1N,0.08907768019536752,0.07571128477897382,0.011086032407813473,-0.016586748314900025,-0.0067639526948619424,-0.021382137842025792,-0.05429016576569902
NTS,,,0.0028386610663210447,0.0033477706879811286,-0.031210783068716635,-0.027633452354983632,
SFRP1,-0.041728832147693795,0.016786073398678103,-0.00939908311591527,0.0014161236426270978,-0.01392045301763858,-0.026991320929999237,0.08195139952791626
CXCL13,,,,,,,0.10052907683194226
MICA,-0.05719754373216414,-0.0035287448570646093,0.13031859355077802,0.06443880622903098,0.004826659905583924,0.06570670468139035,-0.0016825858830257206
TG,-0.004152912464480888,-0.0031533671443041275,0.18593063496083795,-0.018870907063435034,-0.010074171296156467,-0.025121935617198634,-0.030121817816464218
ADA,0.05119663363078867,0.003863643515292807,0.10814025237417425,0.03928342688173872,0.0007465523263046858,0.015982247331126492,-0.015478244058275593
LAMC3,0.05791195494616576,0.04958254113262843,0.11939562971519758,0.0012980996966446311,-0.058262390447873465,0.07778529425987862,0.038433904861980527
