,UKF248,UKF266,UKF269,UKF275
IGFL3,,,0.059927789201751853,
BMP1,0.006362312982659837,-0.02823542650595148,-0.09304624082046674,-0.004786071464034854
NDP,0.022927678765659994,0.029697433579993517,-0.012038323644396897,0.008034809429941826
TNFSF18,-0.010235889475659591,-0.017240379155531012,-0.028580034912072363,-0.010647509681371023
RTN4,-0.05862401741365923,0.04988703085824802,0.15538234039351467,0.022825106836362883
HEBP1,0.022905708455694406,0.002292760715695539,-0.07237627325206077,0.0346974479263177
WNT7B,-0.012723372840983179,0.01540418517014764,0.13656915389016425,-0.011791177172764724
PTMA,0.02898378322196311,-0.04296177480140674,-0.026796332722938854,-0.026734919807938327
CEACAM1,-0.020060544450266223,,-0.037609698147213426,-0.016745996129576765
PDAP1,0.048393892349588456,0.07638706152193749,-0.11783696165658537,0.016249497391848867
QDPR,0.01738583494937345,-0.05585112446795792,0.07536685058178981,0.021822357691945307
POMC,0.0031580734264487426,-0.02844485568879173,-0.00567656666468692,-0.012354528249030876
CCL18,0.03019562884894081,,,
CCL17,,,,-0.013279517579130084
VEGFD,0.08430770387186949,,-0.03224255410227536,0.12325086558755018
TNFSF13,-0.018891212233825137,-0.016719571234892035,,
WNT5A,-0.037629396808316846,0.014010498697770784,-0.017862378153717225,0.03040092498200057
CXCL8,-0.013256457600107288,0.037913163001624305,-0.004319159202297399,0.01908623389824659
GRN,0.01666111241498332,0.003149854783414725,-0.10863670244608643,0.012101901368906794
MIA,0.02570193986827986,-0.03023220934946756,-0.054978557558885074,-0.026101067462027047
COL4A4,-0.03006522715889653,-0.015907933352389683,-0.018965705329330434,-0.013864227203243833
TAC1,0.08372314393965384,0.11400055689153804,0.11422997657283337,0.027144454743552624
RARRES2,0.00047458937563491914,-0.03841773586667983,-0.11919406686518273,-0.005906474108219296
FGF7,,0.006465955575577144,-0.004087092395513821,0.08739201924540804
HBEGF,-0.019389494662177535,-0.0016761420816702654,-0.03921729259204359,-0.016154272046195812
CSF3,,,0.03728560988024804,
PI3,-0.0263364700678879,,0.04594900200096976,
PCSK1N,0.016788594576328503,0.024407735171969827,0.10639585630774957,0.023401297082154722
NTS,,-0.01941997221071889,-0.02466273030582538,0.055627732682302915
