,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.020432761425237003,,,,,,,,,,0.019603605721121256,,-0.02743973618067379,,
BMP1,0.01885131817308059,0.02128669431468769,-0.030693991964249177,-0.0212822749456073,-0.05183886118428539,-0.01545293750934518,0.05766368622018199,0.0769904564187624,-0.03743594045800243,-0.057483357724143626,0.059115829742542085,0.000987505771943184,0.08260412600828748,0.044043192285097975,0.026041560848105806,0.04172896315694003,-0.09032698889740688,-0.02641840889378334,0.04894767934747112,-0.00332443175594798,0.0831588352457929,-0.08126074165747584
NDP,0.06654144677010013,0.06027418206307342,-0.039549979066483325,-0.019049147532789495,0.06765669353240046,-0.02219378863574809,-0.016334119626861363,0.029710309203497227,0.005051023337278911,-0.030343158358812437,0.03401995149258833,0.018401176964388775,0.11998759413981903,-0.0005542035221352297,0.0648921541232622,0.05209281444896151,0.06881446296414118,0.016779817765276102,-0.0304065295959311,0.09318245821689371,0.049093626331364396,0.02327549222066807
TNFSF18,0.04664765372849852,-0.021812105275174132,0.008244191132759603,,,,0.0015245779861976095,0.13835434431265792,0.015363197384211104,,,,,0.05699140756996446,,,,0.017362473532216063,,0.06677538164362219,0.006604601794154269,
IL36G,,,,,,,,,,,,-0.02054052310693285,,,,,,,,,,
RTN4,0.01526008188644077,-0.05578685307391686,-0.03694862768780301,0.05023984366750115,0.002296850151104578,0.03182341981253716,-0.10990445078226924,-0.0951597039811488,0.00833569057836056,0.06594615071172151,-0.061261678489345044,-0.051351919986419574,-0.0990853534661637,0.13078991487580272,-0.030606031519917868,0.010061072459565439,0.04813167763560024,-0.06200635834880425,0.05367952503769894,0.010908505869162697,-0.02007193282252994,0.04781938701563485
HEBP1,-0.017320395585521838,-0.0025656932951512662,-0.048490875174120804,-0.021916272206957344,-0.016007660528498183,-0.0038746484353470345,0.024585157902911527,0.052968170353607597,0.049779544484299464,0.003220431720655197,-0.03140002493838648,0.0195153016211569,-0.039498981698265795,-0.01652552230441557,-0.07810986598510522,0.008444178630965152,0.03740466742492777,0.028740876021797642,0.013838375866540662,0.033908427801245436,0.043760033043044086,-0.07382762738539521
WNT7B,-0.023489369945756684,0.012925505847887405,0.027929088769542292,0.0586592682762378,0.03347611260414659,-0.020500308877216013,-0.00783153984174854,-0.03216717100736982,0.0021728887643456185,,0.02030284024917391,-0.022576402013148204,0.0034944802554806656,,0.053215410229303414,0.0016017347677821487,0.0968574153606453,-0.007297417301747128,0.023820612694702543,0.0013699748168099087,-0.0015109987384398559,0.03375294367179245
PTMA,0.04878629070509157,-0.09715484011520324,0.08200623694110339,0.07896018461126751,0.008697762246219019,-0.012837348942818724,0.08170539920346433,-0.030920308084282432,-0.010628548980334374,0.02359723057277559,0.07045823728215588,0.05818872294706001,-0.14128278343925335,0.02554751098112736,-0.11744277317157387,0.050745027709735845,-5.510380920984789e-05,0.06626494322609214,0.03407109626512609,-0.05289242034999276,-0.013270633483549696,0.10523489586545981
FASLG,0.0798683887520907,,,,,,,,,,,,,,,,,,,-0.023798473828297112,,
CEACAM1,-0.018149716853215335,,-0.015300312701244684,,0.07335946238983233,-0.02966203411404727,,0.06449899466653382,0.0035387226609103267,,,,-0.044493137801533716,0.04859971668469168,0.06532934266015804,0.054265975752952056,-0.029879155899662106,0.003433875496041456,-0.02251486962126911,0.043659662505822386,,
PDAP1,-0.026291878219041626,0.09523475414733505,0.001968197246805701,0.04751845342387438,0.028327810745562027,0.05337346466395127,0.021554374445041987,0.09950409912518614,0.030425474952644697,-0.021104732595184538,0.0777432249265817,-0.04329251140749435,-0.09421876886949532,0.011802019236652963,0.03277290213914211,0.0394968835835574,-0.0039111218617172774,-0.04255199310984257,-0.0367700865317699,0.018429717542586786,0.005707900086224754,-0.01978656496236121
QDPR,0.024177396923361905,0.03653656610721595,-0.01979546024268378,0.12848449573701515,0.02027454288060315,0.01830151268781897,-0.0071975307595818876,-0.06883463102796235,0.00024630205809774824,0.05584749657223713,0.025873385512352333,-0.01680850147293783,0.018376245919120578,-0.005199519840425673,-0.0733191773397084,-0.0064121456464909295,0.02743579160076863,0.02190323087839038,-0.007636049831369018,0.05304274320053627,-0.029108513947718753,0.08551130539078308
POMC,-0.023228308209788863,0.01825870611568463,-0.01546793046534582,,-0.025809629196716408,-0.014031631607872923,-0.014507821595124908,0.01602165479611669,-0.02007223449887499,-0.030848123724016966,-0.030925033112053774,0.04939785374137152,-0.06262487255873762,0.03178467056336936,-0.06007213352438628,-0.04421529102644791,0.048663175367481326,0.020781296362898175,0.032957876403932045,0.047159087138378984,0.07258854162152334,-0.014606935667973522
CCL18,,-0.029251826657494567,,,,,,,,0.01653950088147583,0.024046354694518154,,0.07994536837544924,,-0.03806301326349537,0.02457666174309027,-0.044570400515599386,,0.023571264323105308,,,
CCL17,,,,,-0.02164379758238613,,,,-0.008345847881422284,,,-0.018764351003436444,,,,-0.018965792221427195,-0.014460686899576483,-0.03512522144240455,,-0.021570643489840016,,
VEGFD,,-0.032958258780041196,-0.006860316028901428,,0.00046250813035501534,-0.02837895483057034,,-0.010227106208390999,-0.022986393189928924,-0.012095272898424714,-0.020894202467126134,-0.020110336164945557,-0.04298084734424235,0.001334059144671093,,,-0.01629927228582363,-0.05005186908326271,,,,
TNFSF13,,,,,-0.014929407169836418,,-0.0178687469882162,,,,,,,,,-0.03639250656722255,-0.02966386719860927,0.03849501364798982,0.03237378367507237,0.0017484304321202686,0.06393516397215963,
