,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0003492497929946021,,,,,,,,,-0.028816003138909776,,-0.0011742049797097678,
BMP1,0.002824115800608151,0.009382532565547058,0.019877581563414595,-0.018516352274433802,-0.017525959658278075,0.034326707610777316,-0.021768571616976772,0.13385487824963097,-0.009636188872190667,0.051780774199012246,0.01193782176008224,0.0791835612920144,0.11066266209955676,0.0932717404619828,0.07520814559234897,0.004077779391073842,0.02826841883009072,0.045764224055519866,-0.024293228421567593,0.08278140499795461
NDP,-0.010606050985474789,0.09271046484534408,0.009504556111445997,-0.04481135790831839,0.013844327262463107,0.06691196728719508,-0.014428906821929528,0.03611652698535882,0.06328011720926716,0.009979755677901353,-0.012130166619968371,0.06490552912276959,-0.002163758059008873,-0.011581882473474943,0.14676856101465557,0.0078074724569239945,0.08413481873221984,0.05805410108911692,0.18608682483419992,0.1109536295786282
TNFSF18,0.03210726825814711,-0.03082277024339642,-0.0032154092365933294,0.038603940146973305,,,-0.014130669835824013,0.013674460582169902,-0.004785018035009036,,,,-0.08692376182484805,,,,0.021486036866307824,,-0.04679369057095353,-0.01127745335618039
IL36G,,,,,,,,,,,,0.018822090122856155,,,,,,,,
RTN4,-0.012540842313971163,-0.09938026521176394,0.012417771280513287,0.04687546935688058,0.004849207256995099,0.024870110904004337,0.0886044625611246,-0.15361799089678368,0.02046044624118031,-0.1832074583597663,-0.03854451225638228,-0.09307626557128716,0.013996581030165076,-0.04236540328737231,-0.010592552748087508,-0.0803962033671185,-0.04184477767154088,-0.034711880934632906,-0.04985948712594912,-0.1410598371449111
HEBP1,-0.005397866145088469,0.1151206114242729,0.028586440445531856,-0.014777251928156874,0.0028421911328159275,0.005118886893561791,0.05415069777536933,0.12760966577644667,-0.004311205091950256,0.0547422176781799,0.020409492348482886,-0.007654054133780962,0.01989068409883722,0.028346935324900246,0.018935300787089035,0.0103355868364325,-0.008691873353110441,-0.04024678849960251,0.1474702259123805,-0.01564806771354421
WNT7B,0.05687457336819458,-0.05412174117264575,0.06121103344205186,-0.004108100243530334,0.00386433186778121,0.04011558250261775,-0.047144414894079896,-0.030896953918906855,-0.04778353574680529,-0.07409494431038383,,-0.01814633117910017,,-0.008893345426128726,-0.0004415869359131806,0.08621912693205629,-0.008362462933895979,-0.037628987569971434,-0.09064180021119068,0.012884877731537603
PTMA,0.027566718899966286,-0.08496524565308994,-0.02389158425515845,-0.01831877236788903,-0.02415463789533554,-0.029805548085605125,-0.10896290212810979,-0.09594066772815753,0.06913838249341893,0.08116411411885506,0.03216281803321267,0.05293483984195245,-0.006647028332528179,-0.10164357063106826,-0.06576321071761233,-0.07457157184978593,-0.04671697125089092,0.0007938660650513226,-0.13183904947224742,-0.06006619462617259
FASLG,-0.02805583939930674,,,,,,,,,,,,,,,,,,0.011346297266813167,
CEACAM1,-0.0268778879145784,,-0.021302258779139042,-0.021321140689635813,0.08123239088436215,-0.02361968535633853,,0.11838421192523567,0.019313250153514993,,,,-0.05498172989339175,0.12466983158194998,-0.03181951744122764,0.0878315399716411,-0.042700852134495704,-0.02497490631491339,-0.02535044509193805,
PDAP1,0.03597415132550267,0.028934994716835208,0.0226853051717013,0.024077042262251165,-0.009855299853931477,-0.04714676423070113,-0.05494351780340255,0.10511468544464618,0.02946021434994305,0.012987468357355977,-0.003028580199644011,0.10306116343726464,-0.01596301372400794,0.05480121801644916,-0.03922804156916364,-0.03504209360111351,-0.012669765169183238,0.028682641970738228,0.016912757718083406,0.0457041794396365
QDPR,-0.07318512439236209,0.07068026684330499,-0.05895957016627159,0.008779142615675717,0.002720563688877354,0.029710608821626135,0.05794331261089512,-0.1728746957871028,0.073390117165447,-0.04883300673934018,0.0091101950901365,-0.04229100389465887,-0.033450403256305224,-0.12034051586138712,0.0349984935866354,0.061278171709813735,-0.057052638770628335,-0.01937103097679325,0.11008872001479053,-0.0387991822036493
POMC,0.004383005291765222,0.0734084821685608,-0.024000286411608077,0.04804538360709715,0.0007541148804773145,0.06935854655492257,0.006723119307522268,0.020351216761988384,-0.031145272435645365,0.05121904980473038,0.03567263645616458,-0.0074196571595491504,0.018352272567299804,0.0856886237903289,0.04871086489441754,0.04416798012953388,-0.01949880191413103,-0.04085566588685787,0.07452616710125616,0.004927951311182038
CCL18,,-0.04133586927483853,-0.026583206233168292,,,,,,,,0.06416424489014248,,,-0.033197115801189996,0.0066583421803904225,-0.01632949594889499,,-0.017916158485070617,,
CCL17,,,,,0.005915190470445776,,,,0.0007520778245384007,0.04601618553999215,,0.012620089614582147,,,-0.022574407516615512,0.008869400288228881,-0.03799223558168084,,0.022547573339972808,
VEGFD,,0.04410326014255364,-0.02658321467458135,-0.03053825639096187,-0.003571235443144755,0.0033727436651392285,,-0.0395281270284522,0.062359095287889126,0.012198492090214228,0.06557568396248165,0.00958446283787932,0.07323184333208668,,,-0.00018654607716014093,-0.0025398716079093864,,,
TNFSF13,,,-0.003166601949498414,,0.05531314241684472,,-0.013703801916734752,,,,,,,,-0.004374981772031859,-0.036344832430931666,0.007870252594486917,-0.02804514591010884,0.053474149802465745,0.005377367785434712
WNT5A,0.0678272339310838,0.013923594622463287,0.07157923361576411,-0.005581540298932294,0.08430302664719336,-0.012471129579324738,-0.06199474031891699,0.11573934315024613,-0.024527152030370043,0.08480533314309137,-0.034636778850777775,0.013004897672768067,0.033960034698429564,0.06038524366260244,0.050149425648437156,0.07164555881314161,0.07147501212406447,0.05426200048942657,0.053531135687223556,-0.012867064725844587
CXCL8,,-0.033315034229205995,0.014347374758510978,0.05086885043110002,0.0035231385558708154,-0.11229800227667561,0.05661190406412404,0.05609519270860786,0.041135865919640247,-0.016414221220848506,0.03178859442431469,0.10094509418769632,-0.11104386190977972,-0.05844874902924043,-0.023512791516325494,-0.10616658394317789,0.06966846722693294,-0.016495621286201488,-0.005843041570050302,-0.049941624798099035
GRN,-0.11069065284577485,0.0061732127499557815,0.05507743885591656,0.015366546673893944,0.01874864384084087,0.029847221226416865,-0.0054815059374281406,0.09880279643841086,-0.01736142280307769,0.05675643192732498,0.024189114162874104,0.05629965657013007,0.043224426869095,0.15764429875031563,0.09101528481584502,-0.0213579479632098,0.03856284344327409,-0.0027613944990007955,-0.07876877680797695,-0.026069363227963042
