,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.06902968264644527,0.013567376938047354,0.018502380916459605,0.02092270013451519,0.024682824090848543,-0.018853889860870335,0.1022351780009332,0.061675864494745464,-0.03178460905409638,0.016657555704917327,0.016457161531606267,0.06286272513515721,0.006633407021771113,0.04693376503475748,-0.030539068031317722,-0.04174461309866285,0.03648429740009175,0.04131092187888644,0.065551863578835,-0.009123641050284055,0.028520314381230528,0.03190018647912886,0.009415866108402903
QDPR,-0.008580112031609813,-0.018439497696447923,-0.03235922842414923,-0.027555783868367385,-0.02865174670141705,0.029763591077706507,-0.07137890996536782,-0.10423880723410797,0.029029361474210993,0.011291331026793095,-0.13739051444783953,0.1399084684033109,-0.017818412992840392,0.0025298206200581553,-0.03880753917188536,0.05110200422287032,-0.017598162092416512,0.042822753867172665,-0.028298389167723627,-0.017866692541568634,0.044191758109815855,-0.09219105465128391,0.06419373607325982
POMC,0.0009403194516744625,-0.019357243909514325,0.026702394534780027,,0.00941213066207718,0.04329748069818942,-0.016127241932538366,-0.008387638574625104,0.006320362423059371,0.05041589477169604,-0.04200131270386164,-0.016130506191971237,-0.03994977183021198,0.02390577076755486,-0.04085424256042248,0.11592262356719145,0.03354028447738636,-0.027162927155289392,0.06061455318992207,0.010917970149271795,-0.01583281158872459,0.003775570030470865,-0.05027780211875573
CCL18,0.1761135814359319,-0.0038452641383430624,,,,,,,,,-0.0597072280904694,0.15756646233562446,,,0.02821633479191853,,-0.052468569456180045,-0.010061264942608155,,-0.05875479001866753,,,
CCL17,,,,,0.03527694172414168,,,,0.05938333364451785,-0.019049772841272267,,,-0.005694880950038103,,,,-0.03141422386648833,-0.03428555690401273,0.013242974792431045,,0.04981364975331294,,
VEGFD,0.06426036707390721,0.024593998079645178,-0.02695912122850154,,-0.02489016062019134,-0.004910853828585424,,0.07743887263870819,0.01159482168478559,-0.013973238756082678,0.1032880937353346,0.0745686392963228,0.034386366002929415,,-0.06520079244984886,-0.05212913739987167,,-0.030492302215104787,-0.02712365441890498,,,,
TNFSF13,,-0.03676958265200114,,,-0.03257326810010071,,-0.005059990428485206,,,,,,,,,,-0.012374179984055695,0.12536324831546744,-0.027578316281948987,-0.02571388348221922,-0.026110891651397614,-0.025115917569014073,
WNT5A,0.0021353802002089116,-0.004699838546349132,0.03699956136137556,-0.017595480350717067,-0.008996872777255487,-0.005757948675575194,0.060083623055114325,0.07670898909897368,-0.0066530634798832415,0.018185345362550485,-0.00037770653782734874,0.03105734059751496,0.03918144185965291,0.07379718712254485,0.021411410920459506,-0.05879256461469256,0.017866879745224468,0.016252073028561395,0.004963460584864003,0.010912736228009357,-0.00021803387465071762,0.08092467371746108,0.009472555661931394
CXCL8,0.04070515490785008,-0.03427047686847124,-0.012573017892531627,-0.04102546177579915,0.10797421187488501,-0.010902418229605176,0.042405201665802875,-0.05433315294611213,-0.00878286403881795,0.07270325123394354,-0.05754420228267187,-0.01827907266921636,0.01472526891973744,,0.030867412007636708,0.06379961069354928,-0.01253231575090039,-0.047566017187034605,0.0785531586995829,0.015423560814809377,0.06868291570962169,0.07567360598388284,-0.04071089918779963
GRN,-0.037486283217789275,0.03347877667187422,0.03294572595511569,0.05613396005559083,-0.08739450467237715,-0.007514342924948348,-0.0036369274585018587,0.10572950995764971,0.002350045130487349,0.049991164234766704,-0.11090918975971284,0.0017398842253856597,0.009745785025620797,0.00853528372286507,0.05158454312160593,0.025553251124207817,0.03859679178532713,-0.013061182839781919,0.04325983130743083,0.00954330007617489,-0.07622019902050288,-0.09098963860444291,0.11510128274270524
MIA,0.027454512406996878,-0.008679826139044099,0.02989385026234843,0.031073020017431948,0.03610294311840179,-0.016378146319681014,-0.03927566270596137,0.024853806043804456,0.04704466868084126,-0.015891616348362635,,0.0017433945969897871,-0.042583775559724396,0.04871692460613505,-0.02425005320865876,-0.01969524272085594,0.024737826675804046,0.09198438868927462,-0.009320539701129558,0.048823177675057956,0.050002294515222326,0.04735148914127284,
COL4A4,0.06114396888172365,-0.020671514996041425,0.0030741449941221644,-0.03351354023294268,0.007974720853721553,-0.03308105555865268,0.016483734640574912,-0.016502405596878933,0.06055162727752106,-0.026696651646925564,,,-0.00826933135038292,,,-0.04081814122739543,0.04050924530685388,0.03760784104248586,-0.03961518890244981,-0.005370728510888568,-0.01621252916529242,0.05741744652275972,
TAC1,0.03239368133336988,-0.007673389116576346,0.06371674650461541,0.058858480290575076,0.04527165603291461,0.03649304117155405,-0.05155732112219227,-0.005401650233802308,-0.01683660476691742,-0.01827985516943569,0.11283811402589257,,-0.0732061412218764,,,,,,,-0.04080281984687891,-0.026391817619209265,0.024780594530321522,-0.05495675155260646
RARRES2,0.010749209719665895,0.0058025203283917914,0.009847991910265709,-0.06437485812358042,0.047641680565771144,0.02528517718295988,-0.027978593280199384,0.09369381772479723,0.030443576541168246,0.06751030175509418,-0.03791251392378509,-0.05199907150651222,0.11665055171784769,0.044716988223016146,0.03010262953141435,-0.028847670782917036,0.007427121775475476,0.021433485462074395,0.004301528013343827,0.007820028477012067,0.037824562983711986,0.04812670090565132,0.09924303811775814
FGF7,0.006942323047007612,,0.015109637343353582,-0.023810361805198833,0.012569785107111387,0.11718685682344604,0.021601971009074912,0.05506656721992493,-0.03551113726117278,-0.0387467187796757,-0.0399889503658862,-0.026928558737717857,0.027752679558535095,0.010909817630724057,-0.0026921640090343656,0.08044445982640604,0.0253144376891687,0.08169797287691428,-0.03260249365073971,0.05110595754690512,0.08426349883339647,0.037958442479154385,-0.05237581891746641
EFNA2,,,,,,,,,,,,,,,,,,0.03167284816363599,,,,,
HBEGF,-0.037833528422060704,0.04342182598059052,-0.010193190674467044,0.05533112147049224,0.012108462380983058,0.008487082755358156,0.08315981531907596,0.06762400886921152,0.025582283648588645,0.08367910540301965,-0.06001394047120843,0.11625323498267962,0.1106827354757901,0.06202153166358458,-0.039600464688855454,0.08985893831854844,0.0529146466882122,0.04977455594122986,-0.0071322245793167555,0.010135774442013983,0.009445088181971362,0.028366978498428733,0.09662167613769188
CSF3,-0.05279550314234977,,,-0.0031184119211009344,0.11545926060062993,0.025010413616010838,,0.01722619964602739,,,,-0.04488312097390891,,,,,0.017945110454727995,-0.01186443713355345,,-0.027458780069931243,0.013143965917401428,0.11404911310669139,
PI3,0.04966303707876721,-0.04462692243023449,,-0.026446854005415164,0.07809377109264423,0.013038286529561963,,-0.0018297227170633596,,,,,,,0.03336425588521326,,0.011545641557769418,0.0003424140227539473,-0.021850912290187208,0.004893080570385115,0.03388175205840987,0.04454929980125401,
PCSK1N,-0.0006801496985431412,0.0006708203759158288,0.03886307039302123,-0.01263031541355679,-0.08021576088640239,0.03747902599955379,-0.05489620317975744,-0.04195875593482078,-0.019918731497794363,-0.002572743564960848,0.16616835895368046,0.07219642373994187,-0.10864196032698333,0.045639212691907356,0.04907252246722002,-0.025433517203648302,-0.008308491573384187,-0.0883681535473908,0.07415341997435326,0.009668234350830834,0.08259399941627722,-0.033433999781162474,0.03585772890827563
NTS,,,,,,-0.008556267472621148,-0.025229127963840692,-0.0142097671009068,0.032636055854199236,-0.0302828436831396,-0.022736230421651325,,,,,,0.02063092225292888,-0.035307718140116726,,0.031419292399398814,0.10680704301471282,,
SFRP1,-0.0040600217602740725,0.026298644699111248,0.01209893495771663,,0.005860820552448987,0.00035063206882303747,0.01987196959383195,-0.027215224034164313,-0.013781898849488784,0.06950161924382091,-0.07139234991863452,0.0017430622276177624,0.004909367350335042,0.020550245632967146,-0.07384541042628275,0.011425767430963558,0.04600956740281379,-0.010786962337225503,0.03569205520473204,0.008947057636040104,-0.00880473813973112,-0.012879189934592297,0.07069629902491947
CXCL13,,,-0.02428953566470252,-0.036782950440780386,,-0.03342314843820602,,,,,,0.06030514393120891,,,,,-0.03299694751631564,0.00940934094160371,,0.0031384406977095596,,-0.051954337498358066,
MICA,0.0629106443159404,-0.0037396718180566953,0.014559452522788155,0.0012440900191409763,0.0565897103038931,-0.021523982501945316,0.04768581294266965,0.112742467492375,0.006904147512107265,0.02263427889829833,0.07457230655726686,-0.016206488146872564,0.014791074303207464,-0.05014833158318235,0.005700611684743761,0.070610882585344,0.02890493432902287,0.04450754520770105,0.09273656043692373,-0.01577108805215978,0.061199034086029266,0.03557680507204016,0.08962796168371749
TG,0.03424338004689161,-0.04190353440493896,0.03688203169929691,,0.013085523955432438,0.01822881235262343,-0.0025315083779344836,0.028111408985964807,0.02700589354960748,-0.013786237879282704,,0.043432047281367535,0.028238102330042605,0.01732668314581588,0.05203233421057066,0.11313836037752041,-0.04174164951246896,-0.024816057860707955,,0.02477819710071194,0.10206593486109773,0.027458416593760474,
ADA,0.06362984859999261,0.0009834736818327941,-0.009444837783334896,0.038707981236391784,0.030615944081191872,-0.0483951119601693,0.00907650606663329,0.027533722466109592,-0.02577373012223213,-0.02238995900594329,-0.07451952530091512,0.12494410491023422,0.030210397349986973,0.016427249324431143,-0.03188642590995991,0.05310261131878221,0.058275756046866696,0.04571144618428472,0.03824886979279807,0.018391946325391487,0.0075743889068812026,-0.04878301878459053,-0.06397699055432235
LAMC3,-0.044558595609184126,0.05522779421154837,-0.045513856685256454,0.017085085833656914,-0.04036761221672527,-0.012482094321098059,0.06157748160131025,0.09161355183621125,-0.040795748645148004,-0.0048671272770402715,-0.047568895862339006,0.09928362470078557,-0.0036664979361133595,-0.040293987102300026,-0.05561852372479378,0.04465701977751943,0.06746788960730746,0.013168961708014213,-0.018750686013142306,0.027208375466194288,-0.11508596970600565,0.007012201132304116,-0.04242615236292547
CCL7,,-0.030993319350779553,,,-0.0051733579267694615,-0.010039779936477856,,,,,,,,,,,0.08956758699847539,,,,0.017293536491621797,0.0538220836507678,
NGF,0.031154304447588523,0.09794203877505545,,,0.10473847345164593,0.008271073502683605,0.0657912860419573,,,,0.07279151587508126,0.11966111621263868,,,,-0.09077310204754378,0.07984666068285644,-0.028591340662960353,,0.01653937114198437,-0.06937490329495677,0.02982919689115499,
TNFSF15,0.03617242818293217,,,,-0.0357988234852764,-0.03280913856441838,0.011363821510607806,,,,,0.08109116990826994,,-0.028950098507777182,,-0.026415094197696633,-0.025435997035721226,,,-0.02843716521322466,0.023369458612687705,0.060827494176967145,
HMGB1,-0.0009411817100709718,0.032868225901944964,0.020992501112978373,0.037380002499379374,-0.044830792950737726,-0.048461370602227785,0.09525620917292008,0.05291131338030499,-0.018149845939553322,0.006015528630887864,-0.09390043443604086,0.13045206215198046,0.007117270714489476,0.006335597505063424,-0.04793070950173834,-0.018256355741599645,-0.030264596017251216,0.010402569600915497,0.015415830679556191,-0.029871967395117133,0.01789363795501116,-0.045729362151345695,0.04833098929939799
ITGB3BP,-0.04511184186624288,-0.06904791306110805,0.028630895841030037,-0.0209774216065945,0.05220918728503233,0.05840863944545278,0.060372083628781596,0.09391022050129368,-0.009154552224744723,0.06826126873086806,-0.07805969959968134,0.08048233012486025,0.06453635155975396,0.11338903498915925,0.01490631058252401,-0.025754599206381318,0.04945908389774094,0.04349462946549077,0.02812629583070515,0.027679523176986937,0.10033402856666125,0.036654351055320625,0.06216483626779404
AANAT,0.04043245473895885,0.033481459363411806,,,0.09865981843568362,-0.02956299602185736,,-0.03658170814054248,0.0334200725204425,-0.015891617232294913,-0.02137541440156702,,-0.03891719432734302,,0.0314595072344924,,0.016542521571908473,-0.028777305233332093,-0.01614688979159043,,-0.02902593683660241,0.06738573203696469,
RELN,-0.02165884339238637,-0.03515072534216449,-0.011543876136967198,-0.005003754402749036,0.08215517333090162,0.006436601481686034,-0.037807611557712506,0.03281047766062337,-0.024842574050572448,0.056119321914252444,0.10957653711280156,,0.0365810901588704,,,-0.037651732276546314,,,-0.03978197718005129,0.12058316374079459,,-0.018622086419911296,-0.016477715618905375
IL15,0.02866176270619571,0.01991149446114748,0.016909815130030554,,-0.02838273534741574,0.06069849731209881,0.007729884768282065,0.05324525933484021,-0.010231333868004802,-0.03415629342655712,-0.04380299864385316,-0.00930179090716672,0.00227609421129599,-0.0494174735091905,-0.053753434415619826,0.044216428744635876,-0.039876069749866745,0.011288964408610346,0.056915812014852324,0.045316946726169365,0.03706945984166578,0.015076354687684071,
UTS2,,,,,,,,0.012533025607711948,,,,,,0.0909274431240478,-0.018431636682384966,,-0.011108910319262727,,,,,,
BSG,-0.042646573652199524,-0.015583296794977828,-0.048128658200891496,0.06774171738723045,0.07500024317430769,-0.0660971898863306,0.013249881344728024,-0.010039604531128215,0.027708304887365188,0.0536363571237983,0.10960340320521342,-0.03720085298685018,0.082795734837532,0.1473533834815936,-0.010629775408509104,-0.0027773876935219565,0.05556877964629575,0.053490372333095074,0.009077743463786689,0.0338057113379683,0.07094074708695108,0.04068403407047478,-0.03587847470696563
ADAMTS3,-0.04137253295306403,0.055601135527420284,-0.02093232695961873,,0.03976061878354744,-0.004592299969642636,-0.009326061292854565,0.08215264681525143,-0.001759815816435324,0.010676271987951796,0.04705715856945015,0.05382139350655879,-0.018396150835803555,0.0682127700574418,0.01397599074978898,,0.029204949621400012,0.046487498947222206,0.1059565115725002,0.03624694653538182,0.029864382795976925,0.023437696668091618,
CD34,-0.01866545328215344,0.047439443455703965,0.03508909412277381,-0.01847319783035796,0.0001429051967187202,-0.0024276611929670545,0.06994564487442104,0.06747143388790806,0.0057548543426828415,0.0005050583237384428,-0.040427067811422183,0.05264775237422074,-0.051531859596467056,-0.00031011954876552985,0.040431816610874284,0.031590100016974224,0.04717875288284586,0.012646227963922438,-0.0025464648663605623,0.0638892418373667,-0.0733529399589897,-0.0472040519841069,-0.03976260360767624
CCL23,,,,,,,,0.06382270107918517,,,,,,-0.0273175883782255,,,,,,,,,
PLAT,-0.044804030733647464,0.013304514206483745,0.025292444543339503,0.03390997115200044,-0.04149486309392653,-0.02831723585112219,0.07466100756903282,0.09673218742686923,0.0330534012611555,0.10074216627352717,-0.02451856206741124,-0.005360345360698474,0.02818790113245105,-0.0036556136301309473,0.004732344065667983,-0.02286925705950787,0.038394001028996295,-0.011013553809345617,0.07125627957800065,0.02787227498989883,-0.01514958960757853,-0.07576894552489927,0.013126739992860511
NTF3,,,,,,,,,,0.00752858316218891,,0.09779446427410542,,,,,0.04567025713275524,0.0122628604486823,,0.0361211582412369,,,
LTA,,,-0.018822268966758766,,-0.011886299335572129,,,,0.03913110276362451,,,,0.105742262519015,,,,,,,,0.011717936760327587,,
CKLF,0.018727743020094337,0.002384607025081634,0.08342138826316818,0.03375791065600456,0.024145456919259522,0.019993911994210547,0.07326046499066534,0.10726993525584759,0.04995856297329641,0.03350933843554179,-0.04637883371594522,0.11906976214732923,0.058684502023404354,0.11353532670184108,-0.062473739187488005,0.011251147393102545,0.048385667266794705,0.1295654293466527,0.02566448994217641,0.027870250843134707,0.07210481989748134,-0.05569899297518805,-0.018944356155865736
APELA,,,,,,,,,,,,0.0206411540699317,,,,,,,,,,,
CD24,0.043968057361399956,-0.028126653006181727,0.008555280819246877,-0.048592451350148426,0.08752534591605006,0.018932802232361684,0.05618133823723747,-0.01851772763908198,0.008997862683163575,0.014781396396394569,0.019243857502620063,0.09415864447023836,0.04398581630195348,0.06886438532333682,0.04626190720277323,-0.0450389695857268,-0.004640479414225537,-0.0272967303494327,-0.03461320756742121,0.0241687920619913,0.06911131927665373,0.033618719614293274,0.0699439388762023
HSP90AA1,-0.07813434617853755,-0.0771142023234568,-0.030384831353802006,0.003244127432186475,-0.031955395511893636,0.0193063036192052,-0.07060819367188341,-0.07451091244110948,0.04746544401568102,-0.013028196549331395,0.16462321253538553,0.032752931605606626,-0.08460632773053404,-0.04375482690975611,0.09220312884323126,-0.02382638303487214,-0.02514014066662118,-0.06065911619060849,0.07352068101610772,0.012327675436114167,-0.04350377934046431,0.03976823333610981,0.1221107874599046
BMP4,0.025110695233268625,0.03217635398702866,-0.019952708466278283,-0.0009046141929483303,0.08647973498537503,-0.022307270466068008,0.03220277568808192,0.018121841317954943,-0.010404276696529949,-0.0019053481019812068,0.048244601225293796,-0.0433724786350534,-0.00893571124529561,-0.036079168564061626,-0.021212992432181794,-0.07368868633439311,0.034294272007297476,-0.0033455522175883175,0.06325907520536132,-0.057255937499327385,0.03952355401124429,0.04130902271189456,
SCGB3A1,,0.003783180980232809,,-0.05414728606406189,,-0.023679815623744847,-0.030648755084736388,,,-0.013404734566414021,-0.037626711213719494,0.005435097252367161,0.0014187924713321598,0.054515982288803916,-0.03147811284188644,-0.055933387921399604,0.0005403379586184976,0.004954522883994793,,0.01314193743299797,-0.008605986600323724,0.009038716733928519,
IGFBP4,-0.016964874315969294,0.045806879183004565,-0.011178840249557181,0.012428697160189772,-0.071450736133179,-0.06516959052145002,0.0856786022522979,0.040967207946734814,0.030674065953816637,0.03207680096991296,-0.0013892781511214123,0.02910453833132978,0.01089985052886086,-0.0484577381614212,0.06932757650091284,0.13700641524088972,0.08361434816011033,-0.01128792202139882,-0.0355257769112364,-0.0028013350122405092,-0.09579785050667039,0.007725436147309327,-0.07065882280649546
RSPO4,0.051134639258963076,,-0.030428347484901537,,0.027616341131097982,0.03255927532273481,,,-0.0022264928233327744,-0.013404732605668355,,,-0.013966842314088304,,,0.005809317333256136,,,,-0.0026706551581909517,0.05032785540145664,-0.01605572521430204,
LEFTY2,-0.04123757040355256,0.0875928203696364,-0.01905343506725122,0.038704230368523274,0.014570015832156938,0.09268145393892739,-0.014138698952884374,0.0718650422752065,-0.010747495802602243,-0.01469845324559723,-0.02273624539195053,0.02888044691979345,-0.04455752075093578,0.05430802124627005,0.1369664180446912,,-0.01765144301209469,-0.03332281959476306,-0.037478354205398606,-0.008499914019177175,0.05033164719569484,-0.015274793327370466,
PF4,,0.0016827640802159563,0.019767002967628546,,-0.028048851693097173,,,,,,,,,,,,,-0.026562994523929816,,,0.013651745497905168,-0.03863181273312413,
ANGPTL2,0.0006072728914905661,0.00937251081755204,-0.025926983114254794,0.024064421316101238,-0.015997079491597215,-0.024924469915635124,0.09285350504765175,0.058734355890684896,-0.014940835110645345,-0.007409459706263915,-0.06519289890158513,-0.018964678176771776,0.10081704778203268,0.04016394476175069,-0.09846734725386709,0.11840588490823446,0.028263856669999435,-0.019461828375584748,-0.01147460002326601,0.07773189194338433,-0.03048932776905744,-0.03897928974306145,0.11609288366698328
LRIG2,0.04570009305553384,0.025904876283030707,0.05258512293666666,0.03814272866921618,0.040633759036375394,-0.05932206131504582,0.05234800606810169,0.059254703161930496,-0.03902182943520921,0.0029133184308418685,0.003659567146288111,0.03964452159792391,0.10350636615162113,-0.0022350372435761944,-0.016166471389414742,0.0598526436172633,0.05572508452324742,0.04918436331707007,-0.013715616445904655,-0.026003079962022294,0.02039931571026825,-0.03632622256019034,0.13467367340484096
ICOSLG,-0.030123126378570095,0.06952860567449105,-0.006631940498087739,-0.015051569785310356,0.02752605026380353,-0.023557062716835806,0.0034950646274170428,0.04528596771872762,-0.02027113131584556,-0.025439679260295677,-0.08261081791538577,0.039926701062256105,-0.05514643747220908,0.05379815435604932,0.0420257086594514,0.0987503727615722,0.09189298313038967,0.031094767790224513,0.0014640660870631156,0.050604970425537965,0.04235347084885306,0.05264997823610738,0.012308638623459286
WIF1,0.0696898391347533,0.0011660744247060676,,0.009532522436907716,,-0.034461176851625676,-0.04968789394812244,-0.03194265949745217,-0.004032092470453865,-0.013342759600953717,0.12583019978479582,,-0.051789310821829186,,,,,,,-0.026900683106366983,,0.0010586655191298017,0.0124270568299761
NPPC,-0.07492534972259017,-0.06646229645119157,,-0.06793225248208669,-0.023124929202918556,0.04916780940847448,-0.05879952828241415,0.034972666313452444,-0.05139721877253417,-0.018629297899114394,0.07096956713261222,,0.0838554613233347,-0.024136026886071194,-0.05389667626500803,-0.046559436147989734,0.014178516353564591,-0.042021699519985495,-0.012590272382078053,0.042641624370280184,,0.031091984460881215,0.14291014406657315
LYZ,0.04299435832018238,0.0009533772249078192,-0.041384164773080344,0.059017467659370035,-0.029925713782206282,0.04706249461532781,-0.007298674030052835,0.02548249803739628,0.0276020897328051,-0.041929362214369034,-0.07400465594185557,0.09139094886927089,-0.0023378350920677028,-0.011923464415555782,-0.015323457907491244,0.12568181231326028,0.011685022789426344,0.012426219262121563,0.013819678878811739,0.03952141207654995,-0.05036172246188399,0.018180120651323562,0.0006126252186441131
EREG,,,,0.023732971567669632,,0.038201234455809134,,,,,0.0691541522270196,-0.041707899311097335,,,,,-0.02955816370544581,0.021085087706507397,,0.0018697226998792109,0.07441766150507134,0.012092529852108704,
SPTAN1,0.012430500500934614,0.023287894495459194,-0.01897546309942014,0.05081792050747679,-0.09605601549790493,-0.02450499912880838,-0.027347508683263282,0.008711034347676403,0.03137747715523299,-0.030310308644574978,0.17607500113083058,0.04026652624944766,-0.08476787424392311,-0.0631837946364968,0.001120959635433187,0.016427537629262686,0.004320808767915821,-0.012617957663970437,-0.014462137808106656,-0.0015633544608439898,0.060032025694896345,-0.06849449549367584,0.013305139898323229
PTH2,,,,,,,,,,,,,,,,,,,,0.07048587498689603,,,
LIPC,-0.030456221755485173,0.008542819677733045,0.053162216360441536,,0.059681184222681045,0.01124016949631311,-0.037232825596686454,0.011324315918944686,-0.022145220465324526,,-0.027802339443556454,-0.008568642470111161,0.03099250857506626,-0.025593785849504763,-0.05872547412581348,0.09488401305369085,,,-0.03704397950845346,,0.029922752736952187,-0.02528553765900612,
COL8A1,-0.03642292501320034,0.040862592656856794,0.00592130444979207,-0.030057583763544234,-0.04190345609895083,0.0012243772983964508,-0.014630569091172564,0.06519467275712762,0.0638002659771193,0.04775970674755302,-0.07720696439529816,-0.12157997512775001,0.10596937577837064,0.05034294506957606,0.08152016078798995,0.01741981278621118,0.034064222308416145,-0.01218280932963988,-0.009101785047048004,6.681574384075539e-05,-0.03878652439076548,0.0035266084078234266,
GSTM2,-0.07554525345152155,0.06829648073546739,0.014117302663023808,-0.0506164656606153,0.012480958247385501,-0.031397711371414214,-0.020303400130629333,0.03404204138086856,-0.0011834944204102292,0.027265321667952987,-0.03720041647723911,0.0641551116764495,0.06139368364593892,-0.02020832307507628,-0.04975220122581265,-0.0708202540726559,-0.03339144908762008,-0.01637385179470145,-0.01139529053863129,0.019777531950048645,0.11791555103269777,0.010351787063608411,
IL4,,,,,,,,,,,,,,,-0.010537244181966547,,,,,,,,
SPX,0.0028148912789605334,0.043374117761526096,-0.020834127175532784,,-0.011458229594193793,-0.014920100227743734,0.04012353021843811,-0.017907779197897804,0.00562878958004548,0.040833585329513596,0.005891124063016147,,-0.08398274063188013,-0.031996933587198684,,,0.18820099888269212,-0.03298135294588782,-0.0341219618048222,-0.05606557586809454,0.1743242229396367,-0.02777362257481075,0.09506003518440334
MFGE8,0.015474935736824522,0.020719917530777048,-0.014977334417343278,-0.014341517456070851,-0.02277672193046347,-0.1031842856785773,0.03202127250672961,0.04342359563294466,0.03427098245197901,0.045664726756107554,0.027663693736227006,-0.05094481063753608,0.018446219269390673,0.044140742350578695,-0.002286414902821791,-0.0916611027845406,0.05016781374735168,0.05786161190427913,-0.007924505126383,-0.011046113576798966,-0.01139045290329078,0.03000396837642455,0.03298659964479143
TGFA,-0.007893404040233622,0.0027387210730477683,0.0034091836670722053,0.009538368983084746,0.06898933616964752,-0.004729244843748435,0.05776648243269591,0.0787317326424979,0.03359237674323086,0.092425521808773,-0.03130018863586018,0.01789555446070277,0.11870536959414722,0.12382863656770662,-0.008686118109548575,0.04601496153068732,0.05167020101779226,0.04024334258583866,-0.09161892702202047,0.07082651634859227,0.11990811038737363,0.10493653984444136,0.10217270418843563
