,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.018276106154551434,,,,,,,,,,0.008181526284396022,,,0.042922684315670506,,
BMP1,-0.004954835708600919,-0.005136487282372565,0.00929779006642898,0.04270424871889198,-0.0047274375340222285,-0.04276700130572495,-0.030148132020749792,-0.0012793014084769023,-0.015660664660602227,-0.01634402078552891,-0.032064382843587785,-0.05246568700142479,-0.06788267866875511,0.004776230465597845,0.041398929826119486,0.021880546675001077,-0.033648295425808446,0.021775266817946698,0.04093686009407795,0.012880387570332642,-0.015256284962108306,0.05102185918124266,0.05560965863499569,0.040275841205585805
NDP,-0.0681476235542882,0.005917944688788641,0.024337998028983437,0.018877984968501564,0.01579108644501749,0.007043301814753934,0.016452261228772184,-0.007735645618613128,-0.06837917525424007,0.00823963595085018,0.0006068180444961482,0.05263620796438567,-0.03131724512669542,0.08253200344114554,0.012035636484247662,0.10434446270537813,0.038262251293773177,0.06660732108898675,0.02831008804375919,0.018944523381194886,-0.019545312735957124,-0.0025667284104887414,0.010656528381706524,0.05888735724995634
TNFSF18,-0.026663113290737544,0.042178805620547793,0.03263456325160266,0.016534684549738027,,,,-0.01905496506506434,0.07540690738738404,-0.016298662644299355,,,,-0.03777549001486162,,,,,-0.04413645935506783,,-0.03597300558599354,0.002981849338932996,0.007121547664900098,
IL36G,,,,,,,,,,,,,-0.015263920820433789,,,,,,,,,,,
RTN4,0.051211698444017205,-0.07652246698166623,0.027943736140018546,-0.014508498165024674,0.02309952605525762,0.006133807439807251,-0.023609057621130473,0.029040212252929846,0.03783658507486203,0.016321430367890636,0.05812218129485974,0.049156914065914485,0.04422400620041714,0.010511162626085492,-0.05416323311931263,-0.07220967470728262,0.03331056595981838,-0.03558598689668136,0.015914354100663466,-0.03983040626453218,0.041524812290037655,-0.040122670879510915,-0.030460197824626896,0.18058675841612518
HEBP1,-0.05961348917049809,0.04692116765629147,0.0007941114503760463,0.019985407086328864,0.000916871598341837,0.018548441016849538,0.057941193354776835,-0.0021345517989408394,0.04762385686368479,-0.00853167483343033,-0.014188907763628779,0.03307940175128699,-0.05577804410806722,0.05797013332200985,0.1220452831027619,0.07294647864932757,-0.013833795184948974,0.04576041831383246,0.010630339552153024,0.006600958019554152,-0.03225180616906746,0.03211364435606257,0.03127761357480693,-0.05399218517155769
WNT7B,-0.023489367697208774,0.002497021601132003,-0.0002017471498484537,-0.018628564235715756,0.007179380998105328,0.01513832955285846,0.041467376250644124,0.04379048723543078,0.1147428115065052,0.03434473845694872,0.12109047853736113,,-0.016776808017253713,0.1014561177207376,0.13149757583454313,0.0015890202431094957,-0.016645868058465706,0.028894281650259573,0.02435830851570215,0.04835273311097764,-0.005735523569114548,-0.042852329646776384,0.06336241802838544,0.029090038104069342
PTMA,0.007115807092754627,0.020321801899453915,-0.009532629376601829,-0.04743174456126037,0.041826094248784196,0.023507373929581264,0.003838737536625529,0.04010934233337864,-0.008652250331146093,0.015083110083668944,-0.03810913859326287,-0.0589739992791407,-0.0742975427714657,-0.031084315427804536,-0.07099981339018244,-0.07013084485023002,0.011468256106945945,-0.0072756500247803555,0.00786166592008949,-0.015681276635405614,-0.10614106427672651,-0.05504775711885304,0.008163794591869868,0.031032150814166416
FASLG,-0.02348937433759285,,,,,,,,,,,,,,,,,,,,,0.08340759848027317,,
