,UKF251,UKF260,UKF296,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916bulk
PCSK1N,-0.007165360483191619,-0.004686134468225967,0.02551435328090138,-0.07938915631053327,-0.04346355722351841,-0.03099134691012485,-0.052452937279281374,-0.040499730973155956
NTS,,0.028188659156250382,0.009757845287582868,,,-0.017571636537632846,-0.04213919860869789,
SFRP1,0.03987890295671689,-0.02295315546650559,0.006435162400859436,0.030265741231424385,0.04920627666814708,-0.013544022988461388,-0.022308657757876334,0.00027576791152679
CXCL13,0.023488069165029185,-0.022746870192492503,,,,-0.03705668889346753,-0.017306080415178584,-0.033785899883474656
MICA,0.0324740521704529,-0.021252023958384315,-0.028143832051288332,0.042300979634123194,0.053941182521250276,0.02528768595986101,-0.04929147027130696,-0.014041853312885114
TG,-0.020230783899269213,0.0046933283062074215,-0.010074171430117879,0.0002002382874277139,0.010821045777361765,0.0528731026638941,-0.014999622979198483,0.029575252429301768
ADA,0.0419871313733056,0.0195323516807826,0.05537969978123727,0.031038016905008497,-0.024633996364601132,0.05019617739694968,0.05507114252064888,-0.05640596278227165
LAMC3,0.0025774439570013926,-0.08919039630740283,-0.025799379037938018,0.020614070496165145,-0.10965950775569135,0.054798897823539694,0.027631507122944397,-0.0015550392645578162
CCL7,,-0.030158150186405084,,,,,,0.05771033661471902
NGF,,-0.03219068642370869,,,-0.0484400031385104,-0.014229088502957014,-0.0056241057555030454,-0.001442803895276552
TNFSF15,,-0.022328992058666227,,,-0.044132725299556,,-0.011317538817076577,0.0004323897940351836
HMGB1,-0.025815891291314442,0.006499533443604977,0.004728398398648515,-0.028584448927980163,0.1595453128549884,-0.011105787527318263,-0.07480041951527382,0.019651698803697326
ITGB3BP,0.03712216341088247,0.0547740415208251,-0.03873369205705742,0.07728774497512272,-0.09816962253018868,-0.006127908928396801,0.016321174672134564,0.07898372059687385
AANAT,,-0.020119757247096023,-0.011612658776223297,0.006842686908487882,,0.0017208491931388194,,-0.02543301364157569
RELN,-0.03939810085598189,-0.01872678859229117,-0.020125464528922415,0.026633553618140255,-0.0031952107670117236,,-0.013670360383000065,0.01191851265240378
IL15,-0.02577370917471809,-0.023050959069309013,-0.024959409405929105,-0.02140605790198029,0.07498773619479908,-0.011098921575827548,-0.027606960384012877,-0.002546373584109156
BSG,0.00149097811814466,0.014936061744474934,-0.014178126167027818,0.07124705932119663,-0.012123395768790672,-0.027576240978589763,0.0466256113804193,0.020188691818684875
ADAMTS3,0.004584252614522668,0.006315214707855212,0.0632163348974463,0.031878874620879,,-0.010074787208442721,-0.01178142298730079,-0.01740196051034146
CD34,0.04646523258147915,-0.002744491586013489,-0.021726969262328512,0.025891247088368853,-0.08233664362307253,0.05718191487122281,0.008518048028541884,0.01965017031063795
PLAT,0.0385546729814228,-0.0205424266247172,0.005559040127800191,-0.010131970097356498,0.032526090924338426,-0.0010270042329060423,-0.040487815254258055,-0.07788691715064555
NTF3,,,-0.002851260024634926,,,0.028989785485436632,-0.0568061523358965,
LTA,-0.014877782069774338,,,-0.021406060544354073,,,,
CKLF,0.007466308322394346,-0.029124371872751856,-0.06113692413014807,0.040302892642760914,0.01805501089574155,0.06289327976898648,0.0016387008417003788,0.031162412097114494
CD24,-0.04589679212398751,-0.04776137049286708,-0.012068896827601696,0.04496371883434121,0.0031439503484509326,0.021759408673950917,-0.04325647662649495,0.01172255957490087
HSP90AA1,0.0003444945487432043,-0.013149425008891779,0.06106738416486021,-0.0692706822345454,0.05466930633394365,-0.08579228550986881,-0.0332118660597598,-0.012669128247863672
BMP4,-0.01577132112963043,0.012417417858578408,0.003050686772204326,-0.01824017449645457,0.06419552218053742,-0.018734527072701932,0.004503750754657337,0.03222774426599374
SCGB3A1,,-0.023960147105259632,-0.009795391257553717,-0.014936865964538875,-0.039594121374801575,0.04757062497879255,0.024768165052697265,-0.03015909660190723
IGFBP4,0.04609919894423124,-0.030253175105830497,0.010897793016335559,0.01034064874325574,-0.0705198954419247,-0.03700404169495568,-0.0005651046638549894,-0.027064470858718864
RSPO4,0.004331422459493265,-0.027653904605087206,0.018799285202049806,0.07688406362421292,-0.01272729416483354,,-0.015828241269102605,-0.03207002277739454
LEFTY2,-0.01506050386974012,0.01820290812596338,-0.010740764743094896,-0.013635333464553924,,0.15823270037097292,-0.003559582290011869,-0.05634755589392439
PF4,-0.013533364894536028,,,,,-0.013219638926348446,,-0.025122263513796563
ANGPTL2,-0.001114414190135694,-0.011423218450576617,-0.030288054449307683,0.11615026465642228,0.014930850320642725,0.0026582997291545903,0.020879477949637824,-0.03201888067067639
LRIG2,0.05986227670961617,-0.04340981427890982,-0.017600775796745682,0.05429005881933894,0.09454972076915846,-0.02331066049463399,-0.040779432697740356,0.07775107475315308
ICOSLG,0.046419275813297495,-0.015182381688018307,-0.01858982067766028,-0.0039011074045019896,-0.04496754747209965,0.04328503554550513,0.0054927228552766865,0.026996366779920056
WIF1,,-0.004240622772746632,-0.01843289556113199,0.015266412490283937,,,-0.014713883413250034,0.09329306221357943
NPPC,,0.05179140368174883,-0.01361319471648185,0.060121162987662714,-0.07985741074242693,-0.008172158854485427,-0.04023113173332443,-0.026652625064537822
LYZ,0.0372853797953212,0.02571500218498725,-0.042211776465439076,0.037519016857575485,0.041321210534308164,0.05578286710529122,0.016575263146000035,-0.07531187939371574
EREG,,0.06354903493526744,,,,0.1699074968618194,-0.01971434136593066,-0.01082610159093482
SPTAN1,0.004546320827055769,-0.06362412170788047,-0.017730945147878242,-0.059821941012432156,-0.05130594618306478,0.0007620941816755359,0.007728306113703463,-0.05145838617301137
PTH2,,,,,,,0.006352477384765202,
LIPC,0.012903565986028586,-0.026773531230032517,,0.009064300719734682,-0.05732527347688603,,,0.01322703092771232
COL8A1,0.04154315738186467,-0.07393672932403908,-0.033252281045127674,0.05705041838642449,0.1052712811854514,0.035998128306328044,-0.06509545480019008,-0.059972963582889324
GSTM2,0.048286086806728,0.011774066808034273,-0.02895199514336066,0.022409519433184966,0.005800141877781277,0.018421804591918858,-0.009457102120875574,-0.006175482833922416
SPX,-0.004872441016175226,0.029437746833000523,0.01142744096191289,-0.030756384440413988,,-0.01641387144263101,0.0022251367348332944,0.020802415756054033
MFGE8,0.013342909926070083,-0.0362238244723972,-0.03254995601186038,0.017090400809464376,-0.03779671249274572,0.009215845027871039,0.04328809868377247,0.02737796875218053
TGFA,-0.004523664795729711,-0.003653488828255543,0.008079159041358613,0.04446962176132513,-0.01359976818416972,-0.005370211661452475,-0.07230141686741913,0.12854631154701698
SLIT2,0.08966332257122543,0.0847930348717044,0.04654083924599322,-0.048150456433410975,-0.04341081810481903,-0.01675170741890422,0.0024992478541214064,0.0036085027746728883
PLTP,0.11198806281552151,-0.017512695025712673,0.027677397215234052,0.0757841173750267,-0.02918088525892164,-0.03427866374542098,-0.014937967504184682,-0.042462898213638064
APOD,0.04609146001032966,-0.06423179228992663,0.015026774199652216,-0.04987262733605448,0.11237623021232929,0.08307736122038366,0.004874105056244258,-0.017070242870032674
B2M,-0.008084362359371383,-0.021680199934225243,-0.009064983025672518,0.09891043261348124,0.023319122365635138,0.07127620371093396,-0.035053480368422645,-0.10017207151481879
OMG,0.02366885402648531,-0.038290481127665976,0.026142106923494435,-0.07461586810149172,0.06526094424470961,0.02545248817198321,-0.0765876579744789,-0.09579594964496498
CXCL3,-0.027823310277013038,0.018551357918910785,0.04296388604126895,-0.01541623993814696,,0.022882443655129633,0.01438310051834095,0.04717193159433981
CXCL10,-0.014208271138570467,-0.010694956968782938,-0.015918362804043223,-0.024498270900558526,0.1625147570000562,0.07292914304927248,-0.021627835138674695,-0.022049234800882427
RSPO3,,0.00017782250352960647,0.054400813674505125,-0.01610967361644357,,0.05186728651653353,-0.014522690767358341,-0.02529754461716393
CORT,0.04420934448021489,-0.03249370252070573,-0.024875803848171753,-0.042738463834094985,,-0.01383368023368143,-0.026324488062986068,
NCAN,0.008447760352706753,-0.028777733717368307,0.04679602556204539,-0.013414681953449793,-0.01623016465307288,0.03145906094823715,-0.006679591976579826,-0.08510346398522582
PRG4,,-0.019169740419696334,,-0.018834871484907954,,-0.020412441723657672,0.09728662573368431,-0.005151815376856104
ZG16B,-0.016285205091325073,,,,,,,0.0015697319348820364
TGM2,0.03756691677465458,0.045508459382255555,0.07552673769565334,-0.03963641136929048,-0.025892033376372216,-0.008066969400525767,0.029124895230849223,-0.04512573118149909
VEGFC,-0.020910830472768566,0.02324018373293506,0.009705179253907736,-0.019221737105751754,-0.0671801964397777,0.03224018437986528,-0.027014323974990415,0.07879086159871745
WNT6,-0.015060504264995563,0.001772130974589095,,0.0633347420829821,,-0.010122642180468485,0.05006308004486773,0.04484033906467939
NRG4,,-0.014153424224875593,-0.018364419011361936,-0.022424398341997418,-0.04160518042134749,,-0.0209016032704709,0.027226696324295235
PMCH,,,,,,-0.019409393461641458,-0.012034280185309066,0.0571061798003603
COL9A1,-0.019779365287504767,-0.03790017143552462,-0.020749706092503498,-0.025552068805779406,-0.0392427995392095,0.04269351150310512,-0.05987122962105279,0.024828089783114706
GDF11,-0.01909461903796276,-0.04440297428305056,0.00855052960470429,0.05321126014163761,0.05979076847239765,-0.01825716981904394,0.0411944451416683,0.040185282215750344
IL24,,,,,,-0.013008858504779376,,0.06246016272067887
SORBS1,0.003280631416487997,0.03638159889408659,-0.021573986845251678,0.00803275486440387,0.016621348823347006,0.011688988249009345,-0.032971320450410464,-0.021385475946261924
DLL1,-0.027713218857983564,-0.0190493863950557,0.007108323611586608,0.05189088724698755,0.020982662336711554,0.03356951890310198,0.12291981279027647,-0.014352450921287533
TLN1,0.0289652564768472,0.007867859004504344,0.028268374962145536,0.05170638870239971,0.04317044825769351,-0.017313692900363203,0.032524827982074137,0.04970288552516115
COL2A1,,0.004189138072656491,,-0.015650648537779324,,0.05637261379978334,0.034314361460269546,0.019759569747975207
SHH,,-0.025448002066496864,0.013649911064811709,-0.014936864658963803,,0.02989487648311738,0.007230725899791849,-0.02693425920762108
PON2,-0.049913518844793316,-0.07788087560716773,-0.005458827849047904,-0.013177143233621002,-0.01590623249014702,0.06209387667488133,0.004155446015770238,0.039498333964935024
ICAM5,0.014860202134460121,0.015684719684397632,-0.018951176052464193,-0.02917088983473612,,-0.031016687651599463,-0.03013913255193886,-0.04981125545312886
HPX,,0.0457026934252177,-0.009795390258937171,0.06607758839883372,-0.03531370196045506,0.04474231707610192,0.017740604318029225,0.05416278407324325
SFRP2,,,0.004472130720144378,-0.029302305915291822,,0.06921354882353231,0.02512524609460841,0.04516858820754045
CFC1,,,,,,,,0.16804154870745489
CD70,,,,,0.06160250205908476,0.041872460477945725,-0.030438016051163884,0.03891088800614393
HP,,0.01577702106287944,0.08655206105724811,0.1371575229795037,-0.009531729471313364,-0.004171029513132348,0.0599928912817133,0.007597378615019806
CXCL2,-0.019328441898964027,-0.01616220788995206,0.007482001579399019,0.02840120663200732,-0.017384872045193546,0.023193457681509322,0.0418089463267655,0.03328896789905158
NPPB,,,,0.015387291597684167,,-0.016139789639794924,-0.017986475535841345,
CCK,-0.008743499132365462,-0.02782607101255704,-0.02410002954904481,-0.09378413928406863,,0.04169918509482124,-0.05086066986954155,-0.12093931022837694
SEMA6A,0.044583976735286156,-0.011235177029817044,0.006920687888462406,0.04100035690314125,0.08893685083700655,-0.04285983210704129,0.018490732056448043,0.03833953492709267
IRAK4,0.0009494800084409517,0.03329415942516159,0.009532057902871892,0.09131573925941922,0.022795925061224447,0.0073569674999648706,-0.01234903042421123,0.02773716232985752
GSTP1,0.04116286025608022,-0.05042902548681473,0.033040062951822595,0.008538297148261273,-0.038325047136154214,0.08594750056644017,-0.016326571639078944,-0.006595235972275189
VCAM1,-0.018860564108849363,-0.014998739740809876,0.03266419231437099,-0.002961649788838232,-0.014751567504782109,-0.0013891728981027481,0.0562797177173209,0.03183254318332235
NXPH3,-0.005643914144108922,0.015201033325054345,0.023936362615974247,0.04356827335588124,-0.03649565052994856,-0.032915990003320565,-0.031468149667535625,0.07431936462019342
MTMR4,-0.026439432848735313,0.03316389042071777,0.009851873149618192,0.0355384976700364,-0.007553055486903335,0.056452836410977904,-0.011946468159599941,-0.002502155956834769
LAMC2,,,,,-0.04160520536385254,-0.017084281432427146,-0.011681146000565159,0.033658535141623716
IL10,-0.00598841063245915,0.11921872653760399,,0.0029920758473759557,-0.012646187743190002,0.13648315159201288,-0.0026038554424235344,-0.04649501726617475
SEMA4D,0.06284495975245108,-0.07090804890644055,0.006811063245820339,-0.04955968844628157,0.013699921081756683,-0.0033210727555415954,0.009887352441820157,0.0011599380191821772
TRH,,-0.016848840588206092,,0.07520745374781593,,0.04449791379492512,-0.04121635853823189,0.0012518243369466096
SEMA6D,0.029239169819131418,-0.05284782447541896,-0.059969073770929485,0.05289251369748166,0.017188921988775148,0.005587447032678745,-0.045233850379724765,0.01849840115092958
CEL,,-0.033241007393257464,,,0.02225032810409792,0.017674341928924683,-0.02956989555919824,-0.019421732788571653
PDCD1LG2,-0.011317645504817762,-0.026743798184216523,0.03702692203008345,0.040595088260670174,-0.02027111355007832,-0.0023760025672564006,0.005878740829361035,-0.0485677146870917
SPINT1,0.054239545158198274,-0.03602089955817314,0.020568264264805035,-0.025254980878465,-0.08409301772017026,0.07363697391992124,-0.0031055410209400156,-0.02073489014182481
CTHRC1,-0.0225924559363401,0.0016003391813303235,0.02059408232718326,-0.00046527751830650535,-0.04499085489359767,0.030393577573190892,-0.015207142536877572,-0.025240990318599655
PODXL,-0.005608752739053278,0.0343741217040066,0.018544152758060917,0.002715104976242582,-0.0589227296927099,0.012984819437349616,0.012818466686442286,-0.039562673388638246
JAM3,-0.007780845457201029,0.04693915956776236,-0.044725164226927905,0.02781255865347512,0.0537827350186909,-0.026134641783393794,0.04966537900339559,0.009827432689745626
TGFB2,-0.041139810183021014,0.04351746841057656,-0.005779101568914529,0.024165969862928058,-0.053584771574704135,-0.06329921472465833,5.3168064158940594e-05,-0.025783727746987638
COL18A1,0.08161813485080036,-0.05112721727093387,-0.033800331158254295,-0.002697725837660922,-0.038666773409452584,0.0010006168468439476,-0.04452452268653166,-0.06218353607278401
NODAL,-0.014505790656653,-0.031623906568863776,,-0.026425539730961286,-0.04195328208633924,-0.01606900465430154,-0.013358266553788406,0.021016137957516938
INHBB,-0.011088510626276634,0.06781581699588309,-0.01607540977931658,0.07184868759588037,0.08306804667027314,0.025511885554012143,0.0038824072050225897,0.00830271280132559
LCN1,,,,,,-0.015175142431838467,,-0.02249439721250607
ARF4,0.060256757905575366,0.008620105725306127,-0.034349725131723796,0.0876331221004821,-0.01074128301781111,0.06358085888161764,0.04294945671072471,-0.017093995131213516
CXCL14,0.046735747602719376,0.013509468437913947,0.020590096397179153,0.029716373736237867,0.015419750661391497,-0.0661993225809569,0.004324030376247308,-0.07616047456811946
LIF,0.12478642568428755,0.045371650647711294,-0.011612658776223297,0.03290013257527588,-0.001221803570605671,-0.039747415138131674,-0.0345779445798835,0.08563456356850123
IL17B,,,,,-0.01536426900344252,-0.024297777236875224,-0.01661892487007833,-0.025433008533930587
MMP1,,-0.016848836912680114,,,,-0.025012441471728538,0.04972006240205342,0.07051037033868822
MATN1,,,,-0.015650646590131,-0.019714248837050974,-0.026840617668339537,-0.017127586204179084,0.06248273408893176
ADAM28,0.06585944347974074,-0.028883851335739067,0.02414112863149282,0.09888181963296833,0.021372674278518525,0.044282558311002536,0.00288801981849156,0.03849200986322722
TCN2,0.05640192242473382,-0.07217771962095286,0.05466201602933625,-0.034181114694442565,-0.18191696454530054,-0.010439912155136132,-0.009057231556911911,-0.042374132550657403
THPO,,,-0.012084074225910865,-0.0156506483879602,0.027786347575055714,,-0.014857387719628743,-0.006195130603666947
CUBN,-0.03494010872386343,0.013550182945164607,0.002077713802678417,-0.008652264671231768,0.06944271744677032,0.008800068317515933,-0.019219899860882655,0.009201140940771771
TIMP3,0.041163088803530534,-0.06271298012954477,0.005899615703336269,-0.01345078119280632,0.032533337695103956,0.027262721194262034,-0.01142935471273843,0.0030330229818858684
PIGF,-0.029830335687874684,-0.002234656952656291,0.010772279572754504,0.014586437507677205,0.010471366648220374,0.03771600081240035,-0.007379013753682962,0.027747511937693897
CRH,-0.018204729024718518,-0.017121489420323998,-0.02186361538410814,0.04117748103662681,,-0.04256938046324442,-0.0112784695700253,-0.008411159258409235
BDNF,-0.01628520198722586,-0.03732755373491992,0.009072530559223684,-0.017626649750580047,,0.02215002323188261,-0.005711997714225864,0.04601247233606331
CCL5,0.0003848015585129121,-0.01173770377215347,-0.030196285061202154,-0.02123198661620494,-0.00015555021867053197,0.037690968501302026,-0.0166424026121906,-0.020817509435533624
GAD1,-0.018802673837878325,-0.019840732040300686,-0.006900464288407501,-0.03236252713031351,-0.045721945589340424,0.049919543437606864,-0.028626253360176032,-0.02460286766420531
COL14A1,-0.008235375949856592,0.02743460101728525,-0.01582844614158827,0.07513783548397944,0.035217327407014554,0.06829847053632378,-0.026015248915810262,0.01987788099900129
HLA-A,0.010406090639521498,-0.0008069168240628654,-0.012608820547490065,0.09677976213354969,0.01341494906889824,-0.06067966495470408,0.026690388411064202,0.07383301126880949
CD5L,-0.01803763532930154,,,,,,,
FGF18,,-0.023360734124395956,,,,0.046649880659232715,-0.020796090846190426,0.031547359075984105
ADM,-0.035546957385800826,0.05180541580021587,-0.008125085762274808,0.0990928747923956,0.018118465682069516,0.007822340593350687,0.03376026074988309,0.13589130769157778
CCL15,,,-0.034477809172883185,,,,,
GNAI2,0.02812059710177145,-0.01746623348284923,-0.037329821584421476,0.0034259638012044914,0.006121881485659774,0.013596294001448747,0.014940217088440896,-0.09733611962511186
HDC,,,-0.014710806089209256,,-0.04954362690511376,,,0.08493553160242423
COL11A1,0.005987549837651193,-0.022705063201078356,-0.035069406843754196,-0.017066565143554112,,0.0668020700784115,0.03318742450364372,0.022068501154173106
NUCB2,0.037299258296823,-0.014289543899412192,-0.025148388817821006,0.03887345905652016,-0.07418642527015896,-0.028188608480218712,0.026385803795087214,-0.0294238516333967
FGF16,,,,,,,,-0.022838261020140013
CXCL1,0.10076343813823734,-0.053696842410223454,-0.010996579688278565,-0.021231990215908127,-0.033507791849398026,-0.021779385890393382,0.0006880886275500385,0.03351615360467894
VCAN,-0.015287568427216194,-0.08276997365325756,-0.03441935101996126,0.04027502741268264,0.07298916689417358,0.04877333756720976,-0.01849888531120599,-0.05522340159714191
MMP7,,,-0.021243009697589653,0.030443185263430258,,-0.01892046380925792,0.020023374280755832,0.023719664336067328
PTPN6,0.023615458125006462,-0.03586293228420862,-0.039911536396398814,0.00010247240887291878,0.005647488088946031,-0.013647645907081538,-0.01983177095671401,0.025808078749214338
PTGS2,-0.017428894213390136,0.08259409219267626,0.029013347304080332,0.0011044756677464572,-0.10090865411966059,0.001801870031822381,0.043310209123367444,0.024814310277678324
XCL1,,-0.017915667816485167,,,,,,-0.015897916296579818
CD58,0.02535676825348956,-0.022140461824721503,-0.0448677540365767,0.06597392987192709,-0.0514263888640292,0.06393527725161119,-0.03951941728776236,0.013824547961329082
TNFSF14,0.043557905248135464,0.012161179197874567,-0.010740764743094896,,,-0.02582532952489437,0.025987729167391414,-0.06747163799503181
CNTN4,-0.015944347946061827,0.05867686230991431,0.01008999134771459,-0.021098460984778706,,0.0003979529298919193,0.0017801435413727761,-0.06846751360638358
INSL3,,,,,,-0.014990413041455921,0.004180718850327117,
BTLA,,-0.01867768010948107,0.07053563806595806,,,,,
MFNG,-0.02010908551757296,0.005125424835316319,-0.029561832408924432,0.008427773479671555,0.024038891431251423,0.0053519752332213955,0.04547827745160977,-0.029233844188289875
ICAM1,0.04315883679717195,0.013201044557513118,0.026347066515047004,0.00903134404095736,-0.02692780246446218,-0.005209364482204278,0.006046173898188485,0.028112245542901797
PROS1,0.01992589337690005,0.06868568782373609,-0.014348296027006427,0.002581635898296319,0.0013275824285286148,0.008359612752173442,0.008599682239015475,0.049964798274957326
CLCF1,0.006880804274467348,0.08613293454237211,-0.029334589825583027,0.029375715837711525,-0.013658197022909359,0.0007497068264624438,-0.02291236630130577,0.02775206095528515
PSAP,0.08052748836592613,0.09991358951337022,-0.05025310547476737,-0.01838648394100853,0.07952482062259184,0.006360117462666575,0.0324304680959486,-0.09968484223513381
EFEMP1,-0.042485266458060084,0.0745133462141006,0.058520948313171416,0.11688915313823509,0.06757353029141164,0.08135279364016287,0.024095416194798932,-0.019885277118973695
C1QTNF1,-0.010295893454848914,0.08905918560488336,-0.011922182071463996,0.003088261364433433,-0.05706699089473248,-0.001634571711887044,0.057706859380522786,0.073851196624932
ALB,0.021940687734688973,0.006607676442181277,-0.012199240220026138,0.07663056229451341,0.02195432620569388,-0.010186170800387568,-0.02908844251777269,-0.000229798395482915
CCL13,,,,,,,0.11266812777624752,
EFNA3,0.055928634133321616,0.04725334583963363,-0.015534470360561553,0.02179917643605949,-0.008419191066403426,0.034561270633406534,-0.006951547423904068,-0.029904163735823195
DRAXIN,-0.0357526401941396,0.0261619337473178,-0.009795391257553717,0.05364134169380679,0.03475144954957871,-0.005543374584796998,0.06646886536614789,-0.0019279929544773963
RAET1L,,,-0.011732185496697954,,,-0.015175132486685559,0.05029595726815232,
NPTX2,0.03064122688234766,-0.040028409895833054,0.047060657324584906,0.02005916840913331,,0.030025701877247,0.03974995735865921,-0.004998691236574379
FGF11,-0.0028562083527334274,0.11349021998475986,-0.02220220230121486,0.08699987543343654,-0.00877440489402598,0.029648668653110527,0.019007422721723836,0.12151138893675265
CD59,0.029867193483730136,0.03535139905005605,-0.011481680156143568,-0.04911867754602625,0.0003586495799605491,0.012895947498636416,-0.024426688696280938,-0.0970473920907484
COL9A2,-0.01740654777296318,-0.025564705563845238,-0.002844080844290999,-0.05694474079993432,-0.020006094971502457,0.007614638890983572,-0.024182872213771432,-0.004850530894314937
DLL3,-0.03955079269667522,0.011459695879542818,-0.033894925178501845,-0.019270065525684537,-0.03357804427661451,0.04975123331852741,-0.001495427665279651,-0.03223702858818835
FGF5,,,,,,,,-0.02512844985463593
LIN7C,0.021071954891704922,-0.03013315461946473,0.028196952545738285,0.012323499935010454,0.017134502752028387,0.025079271397325232,0.01568589031911456,-0.05098148659933114
GDF7,0.1146683017874974,,0.04270239972068754,,,-0.013008862626249153,-0.014126377746636788,0.026307925194622342
PSPN,-0.03082664717948267,-0.045091186316264416,-0.022131485474458774,0.03906284871612319,0.14076872344934074,0.06296746868047234,0.01998889207137362,-0.050429055202905824
ANGPT1,-0.02543303049261837,0.004799614530140271,0.008538552502118078,0.002580699862503913,-0.07206333387482097,0.04332282305722372,0.002002497302789282,-0.018719423449797722
PNOC,0.0686021158700419,-0.040732235718260214,0.01587236353483569,-0.030967391280892057,,-0.013833681738743681,-0.016747397785263244,-0.02467007199804892
L1CAM,-0.006817914297133978,0.09588591230624421,0.019215604434457124,-0.035086260943980575,-0.03100647371930919,-0.00449841172229484,0.009801435363777535,-0.06880103282671388
APOA1,0.0036269082761238784,0.08238389650369984,0.016603730611665115,0.010471491115450867,-0.040921974608096295,-0.041709013340844175,0.001635030319294608,0.05047683705715777
PSEN1,-0.021036881236717996,0.004140471980472608,0.003920111654654015,0.027921022178040586,0.04503864177978133,0.00791381877262288,0.014073785108132668,-0.005649850282009458
CALM2,-0.049443644716015686,-0.01996524254690206,0.04754825506520409,-0.06430013528504014,-0.04388088278006218,0.07952969152270374,0.004617990634726853,-0.07118781886119101
CLEC2B,0.020076236157210808,0.024420459861124916,-0.036286118564404786,-0.032588287827448215,-0.07949805157652011,0.033971484593408145,0.03818638098002504,0.045480882058127135
NTNG1,0.03684969675096277,-0.010785495387074845,0.03697126167503862,-0.04733824045013706,0.014795894943407535,0.06557740497676888,-0.08016937334924669,0.01198065956648224
LRIG1,-0.004387287321288573,-0.04425018104314831,-0.030557113986827856,-0.02676330031898987,-0.08291917146113581,0.049335349316530726,0.004567079034159414,-0.07402155873104137
